,Iteration,SqrtESSClassic,LQGsigma,MISE,LQGmu1,ReturnAbsMax,TimeElapsed,IWNorm1,IWFirstEpisode,ReturnMin,DenMISEMeanLog,LQGmu01,DenMISELogFirst,TimestepsSoFar,IWMin,IWNorm2,DenMISELogLast,IWMean,IWLastEpisode,IWMax,ReturnMax,URet,ReturnMean,ReturnStepMax,ReturnLastEpisode,target_sum_log_mean,Bound
11,12,1.7907886999999998,0.11,10.474848,0.483,16.311075,54.175398111343384,14.682260500000002,,,14.049769,0.053,17.7235,240,,8.198768,16.501314,1.2235216999999998,4.9972925,4.9972925,16.311075,9.410529028597503,11.6399355,0.9999735999999999,8.567802,-259.62097,11.390267999999999
12,13,3.6055512000000003,0.11,1.5970763e-26,0.045,16.311075,57.77412128448486,1.3e-09,,,13.779112,0.004,17.643456,260,,3.6055514e-10,10.454121,9.897064999999998e-28,,1.2856993999999998e-26,16.311075,9.438412207699011,11.405588999999999,0.9999735999999999,8.593426,-282.95799999999997,0.45466688
13,14,1.9432417000000002,0.11,8.074035,0.514,16.311075,59.75888085365296,13.199879000000001,,,11.879767,0.057,17.569347,280,,6.792711,-11.848299,0.9428485000000001,,3.957046,16.311075,10.02529337967334,11.242539,0.9999735999999999,9.122892,-271.1577,8.917638
14,15,2.1397734,0.11,7.16138,0.517,16.311075,62.75427579879761,12.540192,,,10.462539999999999,0.057,17.500355,300,,5.860523000000001,-9.255258999999999,0.8360128000000001,1.3373033,3.3092010000000003,16.311075,9.421817270983798,11.065275999999999,0.9999735999999999,8.58359,-254.77829,7.9275006999999995
15,16,2.5434923,0.11,9.589207,0.453,16.311075,67.71848654747009,17.893795,,,10.767729,0.049,17.435817999999998,320,,7.035128599999999,15.545124,1.1183622,1.7110211,3.479827,16.311075,9.384785186500581,10.907672999999999,0.9999735999999999,8.54363,-214.11007999999998,10.233724
16,17,2.7570665,0.11,9.440551,0.46,16.311075,71.24631834030151,18.714197,,,11.129866999999999,0.05,17.375193,340,,6.7877206999999995,16.862013,1.1008351,2.7937898999999997,2.7937898999999997,16.311075,9.441857822880358,10.771766,0.9999735999999999,8.597234,-203.17981,10.035141000000001
17,18,4.2426405,0.11,,-0.468,16.311075,74.74497866630556,1.7999999e-09,,,11.4786415,-0.051,17.318033,360,,4.2426407000000003e-10,17.351252,,,,16.311075,9.409586339297338,10.649372,0.9999735999999999,8.568685,-2050.3572,0.38639253
18,19,4.3588986,0.11,,-0.468,16.624166,77.52533793449402,1.9e-09,,,10.183556,-0.051,17.263966,380,,4.358899e-10,-12.154779,,,,16.624166,18.39356967066578,10.963835000000001,0.9999924000000001,16.624166,-1948.5845,0.38330590000000003
19,20,1.0,0.11,7.731008999999999,-0.41,17.184,79.44069814682005,8.997914999999999,,,10.358675,-0.044,17.212673000000002,400,,8.997914999999999,14.660510999999998,0.44989577,8.997914999999999,8.997914999999999,17.184,18.96523654025254,11.274842999999999,0.9999924000000001,17.184,-1792.1125,9.458066
20,21,1.4114021,0.11,10.232555,-0.487,17.184,83.63778805732726,12.519561,,,10.568471,-0.053,17.163883,420,,8.8703,15.368701999999999,0.5961696,6.6550894,6.6550894,17.184,18.926245390419272,11.554424000000001,0.9999924000000001,17.146063,-1775.3824,11.456202000000001
21,22,1.6780876,0.11,15.505614999999999,-0.421,17.184,86.62557291984558,19.902107,,,10.645455,-0.045,17.117363,440,,11.859993,12.717478,0.9046412,8.963297,8.963297,17.184,18.88598388909998,11.806838,0.9999924000000001,17.107512,-1638.8657,16.534798000000002
22,23,1.9228404,0.11,12.843341,-0.461,17.184,90.30043005943298,17.23124,,,10.425875,-0.05,17.072912,460,,8.961347,5.787532,0.7491843,2.3116480999999998,5.5094337,17.184,18.8889943391412,12.037483,0.9999924000000001,17.111721,-1602.425,13.741520999999999
23,24,1.6055653,0.11,15.507400500000001,-0.386,17.184,93.5702395439148,21.736034,,,10.652099,-0.041,17.030352,480,,13.537932000000001,16.151573000000003,0.9056681000000001,0.8914174000000001,12.416359,17.184,18.92246524010761,12.25026,0.9999924000000001,17.144125,-1464.5088,16.583069000000002
24,25,2.1578392999999996,0.11,15.938063,-0.399,17.184,97.20384550094604,23.286385,,,10.914480000000001,-0.042,16.98953,500,,10.791528999999999,17.409046,0.9314554,4.115634399999999,7.862321000000001,17.184,18.806533692172344,12.441450999999999,0.9999924000000001,17.030025,-1418.9922,16.738426
25,26,2.1187441000000002,0.11,12.094466,-0.1,17.184,101.26617765426636,19.955841,5.295658,,11.080442,-0.01,16.95031,520,,9.418713,15.359253,0.76753235,1.7002654e-23,5.7700996,17.184,18.796375489915174,12.617588,0.9999924000000001,17.020977,-662.6641,12.909597999999999
26,27,1.6390586999999999,0.11,0.9554668,-0.079,17.184,107.4513020515442,1.6209295,0.25786084,,10.995314,-0.008,17.097952,540,,0.9889392,9.054223,0.060034424,0.02905011,0.9223648999999999,17.184,18.155865295687338,12.758477000000001,0.9999924000000001,16.421592999999998,-570.38885,2.009155
27,28,2.3196354,0.11,14.555185999999999,-0.099,17.184,111.43567657470705,25.901062,4.4065970000000005,,11.040410000000001,-0.01,17.071089,560,,11.166006,13.18056,0.9250379000000001,7.767442999999999,7.767442999999999,17.184,17.24037618472345,12.858887,0.9999924000000001,15.569949,-611.1878,15.299725
28,29,1.6991453999999997,0.11,11.398577000000001,-0.136,17.184,114.94835066795349,20.333748,0.30623427,,11.268264,-0.014,17.182156,580,,11.967044,17.775876999999998,0.7011637,0.2681175,10.391380999999999,17.184,17.318669277643593,12.954248,0.9999924000000001,15.6243725,-702.3778,12.415004
29,30,2.90568,0.11,20.732056,-0.115,17.184,118.2083671092987,39.037247,4.469507,,11.212475999999999,-0.012,17.158758,600,,13.434806,9.947587,1.3012415000000002,5.118420599999999,5.241264299999999,17.184,18.025241750521147,13.06533,0.9999924000000001,16.286692000000002,-615.3841,21.326427
30,31,2.7930932,0.11,17.678207,-0.124,17.184,121.974374294281,34.074529999999996,1.9657741999999998,,11.188706,-0.012,17.264847,620,,12.199569,10.2488785,1.0991784,3.6720943,6.536166000000001,17.184,17.90176832929909,13.165431,0.9999924000000001,16.16848,-620.3443599999999,18.29654
31,32,3.0903432,0.11,19.080307,-0.121,17.184,126.71241903305055,38.06965,2.477664,,11.264299000000001,-0.012,17.29458,640,,12.318906,13.562866,1.1896765,5.0434847000000005,5.06168,17.184,17.789817341020495,13.256256,0.9999924000000001,16.071846,-593.4608,19.639164
32,33,2.7485668999999997,0.11,12.766727000000001,-0.133,17.184,130.23977184295654,26.1095,0.5198719,,11.416961,-0.013,17.338385,660,,9.499314,16.165306,0.791197,1.8281803,5.6191645,17.184,17.49532324487621,13.333120000000001,0.9999924000000001,15.792766,-605.5922,13.395076000000001
33,34,3.2380054,0.11,16.092257999999998,-0.127,17.184,133.75905632972714,34.045914,1.2887781,,11.595913000000001,-0.013,17.324162,680,,10.514471,17.733522,1.0013504,2.5807203999999997,4.7237177,17.184,17.88230225576655,13.416097,0.9999924000000001,16.154293,-571.8673,16.625629999999997
34,35,3.5886097,0.11,19.221663,-0.109,17.184,138.34400510787964,42.375834999999995,4.4581327,,11.755966,-0.011,17.332378,700,,11.808427,17.226679999999998,1.2107382,1.6325462,4.4581327,17.184,17.815719005464395,13.4927,0.9999924000000001,16.097216,-510.44324000000006,19.702923000000002
35,36,3.5697134,0.11,18.083261,-0.125,17.184,142.82934379577637,40.527718,1.4249048,,11.818156,-0.013,17.4241,720,,11.353213,13.823439000000002,1.1257700000000002,4.203978500000001,4.203978500000001,17.184,17.826632136618002,13.565504,0.9999924000000001,16.113657,-535.25446,18.56707
36,37,2.8327525000000002,0.11,10.128726,0.435,17.184,148.65664792060855,43.669136,,,11.840708,0.047,17.435518,740,,15.415795999999999,12.560001,1.1802469999999998,,7.0850897,17.184,18.333829007652174,13.6468725,0.9999924000000001,16.576138,-340.37377999999995,10.7384
37,38,2.654804,0.11,8.876218,0.417,17.184,151.96185183525083,39.278267,,,11.194033000000001,0.044,17.40885,760,,14.795166,-12.847926,1.0336386,1.312977e-22,7.017742,17.184,9.581489525302686,13.517676999999999,0.9999924000000001,8.737441,-322.65738,9.526758000000001
38,39,3.07356,0.11,7.941527000000001,0.465,17.184,156.42215943336487,36.120342,,,11.311551,0.05,17.382875,780,,11.751956,15.799091,0.9261626000000001,2.3769134999999997,4.5360403,17.184,9.458663742254162,13.391848999999999,0.9999924000000001,8.610384,-340.2353,8.503434
39,40,2.5669239,0.11,8.527297,0.395,17.184,159.67592954635617,39.674965,,,11.493889,0.042,17.357557,800,,15.456229,18.708841,0.9918741,1.3612366000000002,8.917953500000001,17.184,9.409275359552053,13.271213000000001,0.9999924000000001,8.56637,-292.99725,9.200109
40,41,2.3209019,0.11,6.3003817,0.378,17.184,163.98517298698425,30.032207,,,11.413984,0.04,17.332864999999998,820,,12.939886999999999,8.280539,0.73249286,0.39306146,8.733346000000001,17.184,9.39490111313584,13.156092999999998,0.9999924000000001,8.551333999999999,-275.71307,7.0445137
41,42,2.1143415,0.11,6.987947,0.366,17.184,166.88565254211426,34.063156,,,11.431834,0.038,17.308767,840,,16.110526999999998,12.464041,0.8110275,12.710726,12.710726,17.184,9.486940376820352,13.048482,0.9999924000000001,8.636460000000001,-262.12503,7.804776700000001
42,43,1.7214361,0.11,10.338955,0.354,17.184,170.67480182647702,51.42702,,,11.486091,0.037,17.285235999999998,860,,29.874487,14.005889999999999,1.1959772,26.817863,26.817863,17.184,9.52025694792902,12.946588,0.9999924000000001,8.667014,-248.57747,11.34222
43,44,1.5895333999999999,0.11,9.477352999999999,0.339,17.184,174.68163967132568,48.205833,,,11.551796000000001,0.035,17.262247,880,,30.327032,14.349667000000002,1.0955871000000001,5.114262999999999,28.478617,17.184,9.477238730683323,12.848484,0.9999924000000001,8.630058,-234.42305,10.563871
44,45,2.0569754000000002,0.11,6.043271,-0.514,17.184,178.94755291938782,15.871618,,,11.629644,-0.057,17.239775,900,,7.715998599999999,15.121808999999999,0.35270262,,5.6068416,17.184,9.474116353045662,12.754675,0.9999924000000001,8.627061999999999,-1397.125,6.882880999999999
45,46,2.599612,0.11,15.741064999999999,-0.448,17.184,182.90864205360413,42.322403,,,11.079237,-0.048,17.217794,920,,16.280276999999998,-13.038981,0.92005223,,7.0659733,17.184,18.399474229023763,12.8389015,0.9999924000000001,16.629045,-1328.5514,16.405416
46,47,2.7318392000000005,0.11,14.897497,-0.459,17.184,184.11613988876343,40.931343,,,10.949533,-0.05,17.19629,940,,14.983072,5.109765,0.87087965,6.2789936,6.5455666,17.184,18.844096868539005,12.928919,0.9999924000000001,17.069775,-1307.67,15.529693
47,48,2.5973427000000004,0.11,14.528226,-0.406,17.184,187.0673906803131,40.80215,,,11.024106,-0.043,17.175235999999998,960,,15.70919,14.694707000000001,0.8500448,1.1766934,9.260659,17.184,18.775401550871614,13.013738,0.9999924000000001,17.000238,-1238.4342,15.193157999999999
48,49,1.0000124,0.11,8.063136,-0.208,17.184,191.75182890892032,23.835089,2.6011772e-13,,11.098874,-0.021,17.154615,980,,23.834792999999998,14.876373000000001,0.48643038,5.038155e-07,23.834792999999998,17.184,18.874175021900705,13.097067,0.9999978999999999,17.096836,-885.22815,9.790172
49,50,1.0659014,0.11,32.246387,-0.219,17.184,195.3641667366028,95.76431,5.687969e-16,,11.125179,-0.022,17.134413000000002,1000,,89.8435,13.007647500000001,1.9152863000000002,89.634125,89.634125,17.184,18.61798088953939,13.172208,0.9999978999999999,16.854122,-893.3221,33.866665000000005
50,51,1.4311768,0.11,27.228687,-0.23,17.184,199.63653111457825,82.72218000000001,7.5381403e-19,,11.0335455,-0.023,17.11461,1020,,57.800114,6.299277,1.6220036,35.40071,45.66055,17.184,18.474446552374737,13.241586999999999,0.9999978999999999,16.710476,-900.6901,28.435427
51,52,1.6210058,0.11,12.758505,-0.257,17.184,204.01979613304138,39.516056,1.1485566999999999e-26,,11.010073,-0.026,17.095192,1040,,24.377492999999998,9.604774,0.7599241999999999,7.6988645,19.799047,17.184,18.508464067546896,13.308948499999998,0.9999978999999999,16.744444,-939.9833,13.823928
52,53,1.9685154999999999,0.11,22.962103,-0.242,17.184,207.57084846496585,72.65944,3.6282619999999997e-22,,11.023866,-0.025,17.076145,1060,,36.910778,12.062709,1.3709328,23.23056,23.23056,17.184,18.45236422492012,13.372793,0.9999978999999999,16.692677,-891.4476,23.839443
53,54,2.2089448,0.11,22.034502,-0.244,17.184,210.04929089546204,70.84983000000001,1.2805772e-22,,11.138009,-0.025,17.057453,1080,,32.074062,17.003292000000002,1.3120339,16.60671,17.018354000000002,17.184,18.71480817725146,13.438885999999998,0.9999978999999999,16.941817999999998,-877.8112,22.816349
54,55,1.0408725,0.11,21.672369,-0.173,17.184,214.8009345531464,71.89780400000001,6.0541206e-06,,11.151375999999999,-0.017,17.039103,1100,,69.074554,11.701424000000001,1.3072329,1.1647093000000002,69.061066,17.184,18.580884539353693,13.500237,0.9999978999999999,16.813269000000002,-704.35187,23.331608
55,56,3.6243152999999997,0.11,16.633215,-0.108,17.184,220.3089451789856,58.6976,6.1141167,,11.123486999999999,-0.011,17.021085999999997,1120,,16.195501,9.715811,1.0481714,0.0034242617,6.1141167,17.184,18.29522127423964,13.554673000000001,0.9999978999999999,16.548658,-527.8712,17.109734
56,57,3.887425,0.11,17.9847,-0.122,17.184,224.3594756126404,63.885569999999994,2.8363354,,11.139499,-0.012,17.107008,1140,,16.433905,12.018742,1.1207995000000002,4.135878,5.0754848,17.184,17.908013297738314,13.600727,0.9999978999999999,16.179695000000002,-553.4309,18.428967
57,58,7.615773,0.11,4.987394e-19,-0.953,17.184,229.2974603176117,5.8e-09,,,11.182286999999999,-0.184,17.138178,1160,,7.615773e-10,13.531291,2.9337143e-20,,1.7012559e-18,17.184,17.948403763435923,13.64596,0.9999978999999999,16.224289000000002,-1224.2424,0.22677368
58,59,1.0,0.11,11.867788000000001,-0.943,17.184,233.83770036697388,41.72249,,,10.983321,-0.175,17.121082,1180,,41.72249,0.43474177,0.70716083,41.72249,41.72249,17.184,18.542301098545828,13.69912,0.9999978999999999,16.782304999999997,-1198.6293,13.594845000000001
59,60,1.4033791000000002,0.11,9.600221000000001,-0.972,17.184,237.8012044429779,34.04165,,,11.010886,-0.21,17.104275,1200,,24.256916,13.094028999999999,0.5673608,19.139908,19.139908,17.184,18.805374855363635,13.754612,0.9999978999999999,17.028698000000002,-1194.7517,10.830862
60,61,1.0434408000000002,0.11,9.8702755,-0.985,17.184,242.29414987564087,35.25747,,,11.025652000000001,-0.241,17.087746,1220,,33.78962,12.404648,0.5779913000000001,33.766566999999995,33.766566999999995,17.184,18.852539189991163,13.809142999999999,0.9999978999999999,17.08098,-1187.218,11.525431
61,62,1.4914849,0.11,15.527781,-0.952,17.184,245.0206048488617,56.93849,,,10.994358,-0.183,17.071486,1240,,38.175709999999995,9.612514,0.9183628,0.01757029,28.540423999999998,17.184,18.626072871890454,13.858548,0.9999978999999999,16.87225,-1144.2125,16.685726000000003
62,63,1.7014412,0.11,24.032835000000002,-0.98,17.184,251.8482007980347,89.12578,,,11.094934,-0.225,17.055485,1260,,52.382523,17.552464999999998,1.4146949,12.498827,40.772422999999996,17.184,18.75391485760386,13.908106,0.9999978999999999,16.980766,-1143.1127,25.04789
63,64,1.4619828000000001,0.11,14.331458999999999,-0.989,17.184,258.14726161956787,54.218517000000006,,,11.125114,-0.254,17.039738,1280,,37.085606,12.859065,0.84716433,15.325204999999999,33.46863,17.184,18.716833393400982,13.955835,0.9999978999999999,16.96276,-1135.3057,15.512770999999999
64,65,1.0732982,0.11,32.553020000000004,-0.993,17.184,262.4478206634521,125.50733999999999,,,11.161695,-0.274,17.024233,1300,,116.93613,13.777376,1.9308821,116.74596000000001,116.74596000000001,17.184,18.59291816539308,14.000453,0.9999978999999999,16.855946,-1124.1299,34.162132
65,66,1.6099917,0.11,21.666754,-0.992,17.184,267.29286742210394,84.69651,,,11.153714,-0.27,17.008966,1320,,52.6068,10.469307,1.2832805,33.700394,39.50235,17.184,18.65773352348873,14.04452,0.9999978999999999,16.908947,-1105.7877,22.739466
66,67,1.3706605,0.11,1.2524053,-0.912,17.184,270.0863749980926,4.94514,,,11.139022,-0.153,16.993927,1340,,3.6078517,10.1136875,0.07380806,7.8501206e-09,3.4014187000000007,17.184,18.704842599016352,14.087892000000002,0.9999978999999999,16.950348,-1044.7733,2.5124232999999996
67,68,1.8985995999999998,0.11,14.368865,-0.953,17.184,273.9194812774658,57.685233999999994,,,11.062434,-0.184,16.979113,1360,,30.383043,6.851305,0.84831226,4.601966,20.631232999999998,17.184,18.886776421153318,14.13234,0.9999978999999999,17.110405,-1042.7552,15.278513
68,69,2.2583097999999997,0.11,22.66283,-0.987,17.184,279.4010045528412,92.3173,,,11.155871000000001,-0.245,16.964514,1380,,40.878933,17.739323000000002,1.3379318999999998,0.013466664,23.694029999999998,17.184,18.823976013847386,14.174627,0.9999978999999999,17.050186,-1049.3591,23.427588
69,70,2.1908588,0.11,19.40236,-0.991,17.184,283.54025650024414,80.49055,,,11.156974,-0.264,16.950125,1400,,36.739265,11.034983,1.1498648999999999,20.546366,20.546366,17.184,18.550355322785705,14.212204999999999,0.9999978999999999,16.805042,-1040.377,20.190662
70,71,1.8413091000000001,0.11,11.111628,-0.995,17.184,288.34115481376654,46.817904999999996,,,11.15987,-0.295,16.93594,1420,,25.426424,11.322784,0.65940714,5.179332700000001,17.84039,17.184,18.639084692169725,14.249773999999999,0.9999978999999999,16.879553,-1034.6003,12.049578
71,72,2.238557,0.11,15.006708999999999,-0.967,17.184,294.2072060108185,63.644268000000004,,,11.159886,-0.202,16.921955,1440,,28.430933000000003,11.5508175,0.88394815,0.00011859288999999999,18.602997,17.184,18.672770854694964,14.286976999999998,0.9999978999999999,16.928482000000002,-991.16864,15.778213500000001
72,73,2.172507,0.11,12.842178,-0.947,17.184,300.25483751297,55.193633999999996,,,11.179845,-0.179,16.908161,1460,,25.405502,12.794939999999999,0.7560772,0.19539401,15.652301999999999,17.184,18.801146866816982,14.324620000000001,0.9999978999999999,17.034874,-969.21063,13.637138
73,74,1.0007303,0.11,1.4808226999999998,-0.798,17.184,305.5184247493744,6.4043603,,,11.22631,-0.109,16.894556,1480,,6.399687,14.909791,0.08654541,0.00018834427,6.399685400000001,17.184,18.724082760100806,14.360144,0.9999978999999999,16.953312,-926.85504,3.2066193
74,75,1.0032859,0.11,17.965363,-0.726,17.184,310.402809381485,78.45176,,,11.247986000000001,-0.092,16.881132,1500,,78.19481999999999,13.7622595,1.0460235,78.19444,78.19444,17.184,18.956804148518245,14.3976755,0.9999978999999999,17.17515,-904.46875,19.686764
75,76,1.4305769,0.11,19.413760999999997,-0.756,17.184,316.39647364616394,86.13388,,,11.246657,-0.098,16.867887,1520,,60.20919,11.42272,1.1333405,40.833785999999996,44.233654,17.184,18.86082587382591,14.4329815,0.9999978999999999,17.080935,-896.4334,20.621006
76,77,1.7745802,0.11,18.65043,-0.774,17.184,322.3681168556213,83.91904,,,11.303988,-0.103,16.854815,1540,,47.289513,15.752059,1.0898576000000002,29.341210999999998,29.341210999999998,17.184,18.85784076085462,14.467367000000001,0.9999978999999999,17.08067,-886.8762,19.623652
77,78,1.4475858,0.11,6.6006384,-0.293,17.184,327.2705821990967,30.493038000000002,1.2161457e-37,,11.339744999999999,-0.03,16.841911,1560,,21.064753,14.149803,0.39093637,4.0947351999999996e-08,20.07152,17.184,18.903298618357372,14.501408999999999,0.9999978999999999,17.122597,-701.0826400000001,7.793698299999999
78,79,2.5736717999999996,0.11,16.663635,-0.215,17.184,332.5405905246734,78.66798399999999,5.8138025e-15,,11.423959,-0.022,16.829172,1580,,30.566440000000004,18.626915,0.9957973,1.1418442,16.353676,17.184,18.677423469434427,14.531834,0.9999978999999999,16.904984,-597.37146,17.334682
79,80,2.8172743,0.11,20.525183,-0.235,17.184,338.24385499954224,97.8768,3.6422443e-20,,11.40449,-0.024,16.816593,1600,,34.741665000000005,9.931842,1.22346,11.908257,14.831291,17.184,18.427088714869033,14.558545,0.9999978999999999,16.66863,-616.51306,21.138206
80,81,3.2995902999999998,0.11,12.601119,-0.102,17.184,343.3956561088562,64.5106,6.6751375,,11.387285,-0.01,16.804170000000003,1620,,19.551092,9.8665495,0.79642713,7.1164623e-06,11.346197,17.184,18.469566100812347,14.58505,0.9999978999999999,16.705455999999998,-407.51437000000004,13.124535
81,82,4.177283999999999,0.11,17.812820000000002,-0.115,17.184,349.90696239471436,91.37096,5.8758974,,11.470928,-0.012,16.87109,1640,,21.873293,18.470795000000003,1.11428,5.905885700000001,6.095416,17.184,17.72623169881378,14.602526000000001,0.9999978999999999,16.0181,-422.8513,18.226260999999997
82,83,1.211431,0.11,3.851922e-08,-0.02,17.184,356.09269738197327,2.1253084000000001e-07,2.0040545e-13,,11.518378,-0.002,16.928175,1660,,1.7543782999999998e-07,15.323122,2.4606126e-09,9.143304e-12,1.7320724e-07,17.184,17.31017841398653,14.61474,0.9999978999999999,15.616370000000002,-288.0309,1.4256337
83,84,1.0,0.11,6.155448000000001,-0.014,17.184,362.6736996173858,38.390976,2.4464035e-15,,11.439303,-0.001,16.916199,1680,,38.390976,5.870075,0.45703542,38.390976,38.390976,17.184,14.910745640832445,14.601091,0.9999978999999999,13.468206,-278.57095,7.882505
84,85,1.9178821,0.11,18.809072,-0.719,17.184,370.8304753303528,93.40909599999999,,,11.443896,-0.09,16.904364,1700,,48.704296,12.447476,1.0989306,,34.76555,17.184,10.995189791339216,14.546585,0.9999978999999999,9.968021,-822.4633,19.709574
85,86,1.1697571000000002,0.11,11.428352,-0.876,17.184,377.5915846824646,57.448265,,,11.151577,-0.135,16.892668,1720,,49.111275,-13.664688,0.6680031,1.2141235e-09,48.935677,17.184,18.487626545277,14.57182,0.9999978999999999,16.716806,-837.6691,12.904776
86,87,2.3513372,0.11,12.096012,-0.945,17.184,383.9220407009125,61.977005000000005,,,11.173202499999999,-0.176,16.881107,1740,,26.358196000000003,13.478972,0.7123794,0.04684374,15.579864,17.184,18.948864411492206,14.601678,0.9999978999999999,17.169413,-844.4817,12.830511999999999
87,88,2.9412675,0.11,19.87216,-0.988,17.184,391.25154089927673,103.33858000000001,,,11.225872,-0.251,16.869678,1760,,35.134029999999996,16.132013,1.174302,0.058591599999999994,17.63774,17.184,18.90047454147043,14.630348999999999,0.9999978999999999,17.124836,-859.65875,20.459341000000002
88,89,2.7795541,0.11,17.623677999999998,-0.974,17.184,397.6394259929657,92.21666,,,11.254451,-0.213,16.85838,1780,,33.17678,13.661818499999999,1.0361421999999998,4.0000076,20.119642000000002,17.184,18.766862412020654,14.656957,0.9999978999999999,16.998392000000003,-837.8810000000001,18.245022
89,90,2.5701777999999997,0.11,12.7268715,-0.948,17.184,403.4746310710907,67.38975500000001,,,11.313361,-0.179,16.847206,1800,,26.219881,16.577198000000003,0.74877506,0.059627965,13.103206,17.184,18.755117290386067,14.682835,0.9999978999999999,16.985971,-816.87537,13.398831
90,91,2.7726336,0.11,14.759481,-0.952,17.184,408.8706538677216,79.06009,,,11.143450999999999,-0.183,16.836157,1820,,28.514439000000003,-3.8635578,0.8687921999999999,12.930059,12.930059,17.184,18.736210316996363,14.708,0.9999978999999999,16.97286,-809.52216,15.382376
91,92,3.046321,0.11,16.395304,-0.96,17.184,414.82119274139404,88.71423,,,11.185283,-0.193,16.825228,1840,,29.121763,15.163295999999999,0.96428514,13.508244,13.508244,17.184,18.84861391019008,14.733768,0.9999978999999999,17.078737,-803.6002,16.962235999999997
92,93,2.2168438,0.11,13.010994,-0.818,17.184,420.963543176651,70.64124,,,11.254533,-0.115,16.814417000000002,1860,,31.865683,17.702461,0.75958323,0.00017124362,20.924570000000003,17.184,18.789542148555945,14.758301999999999,0.9999978999999999,17.01537,-765.7605,13.790054999999999
93,94,2.8148598999999996,0.11,13.642910999999998,-0.475,17.186386,427.4943718910217,75.038895,,,11.266074,-0.052,16.803720000000002,1880,,26.658129,12.627302,0.79828614,5.0037703e-05,12.882184,17.186386,18.966735009710646,14.784132999999999,0.9999978999999999,17.186386,-700.125,14.256545999999998
