,ReturnMax,LQGmu1,IWNorm2,IWLastEpisode,URet,TimestepsSoFar,ReturnAbsMax,DenMISEMeanLog,LQGsigma,ReturnMin,ReturnMean,target_sum_log_mean,ReturnLastEpisode,IWMin,MISE,IWMean,SqrtESSClassic,IWNorm1,DenMISELogFirst,TimeElapsed,Iteration,IWMax,ReturnStepMax,DenMISELogLast,Bound,IWFirstEpisode,LQGmu01
0,15.644507999999998,-0.119,0.30684936,0.30684936,17.332240856619553,20,15.644507999999998,17.102016,0.11,,15.644507999999998,15.920618,15.644507999999998,,4.8005075,0.30684936,1.0,0.30684936,17.102016,0.8231508731842041,1,0.30684936,0.99262077,17.102016,36.089523,0.30684936,-0.012
1,15.721276999999999,-0.107,1.7781265,1.2471648000000002,17.422695504647308,40,15.721276999999999,13.752291,0.11,,15.682893,13.981213,15.721276999999999,,19.717470000000002,1.2572845,1.4141678,2.514569,16.676489,19.77117156982422,2,1.2674041999999999,0.9993023000000001,10.828092,41.95143,1.2674041999999999,-0.011
2,16.064764,-0.123,2.8181808,2.6820482999999995,17.785129292623655,60,16.064764,13.002659,0.11,,15.810184,12.8285265,16.064764,,20.074385,1.2577975000000001,1.3389461999999999,3.7733924,16.761871,20.693591356277466,3,2.6820482999999995,0.9993023000000001,11.338842999999999,44.070515,0.26886544,-0.012
3,16.064764,-0.15,2.195433,1.4270889,17.67417993558164,80,16.064764,13.825601999999998,0.11,,15.847713,11.533825,15.960301999999999,,12.514746,0.781505,1.423874,3.12602,16.56002,21.59358286857605,4,1.6680762999999998,0.9993023000000001,16.19066,35.079613,0.001493966,-0.015
4,16.141029999999997,-0.137,4.117273,2.6133184,17.872276970467478,100,16.141029999999997,14.761716,0.11,,15.906376999999999,14.349103,16.141029999999997,,23.74948,1.4801121000000002,1.7974423,7.400560400000001,16.33725,22.811353921890262,5,2.6133184,0.99982095,18.737398000000002,41.709472999999996,0.036102608,-0.014
5,16.288692,-0.082,1.0506167,0.00026281542,18.021249903719486,120,16.288692,15.088574,0.11,,15.970097,10.233557000000001,16.288692,,3.140255,0.20056973,1.14544,1.2034183999999999,16.162123,23.814822673797607,6,1.0385491,0.99982095,16.413803,31.581190000000003,1.0385491,-0.008
6,16.288692,-0.08,9.334126,9.296217,16.046162677405285,140,16.288692,14.742822,0.11,,15.757446,10.617593,14.48155,,21.3864,1.4656385,1.0991355,10.25947,16.167616,24.56461763381958,7,9.296217,0.99982095,13.406436,51.025496999999994,0.83052236,-0.008
7,16.288692,-0.077,6.702936,0.102392375,17.279612324050213,160,16.288692,15.018357,0.11,,15.73859,10.629955,15.606599,,13.597804,0.9311812,1.1113709999999999,7.449449499999999,16.146204,25.551425218582157,8,6.6759906,0.99982095,16.905882000000002,42.910595,0.5857475999999999,-0.008
8,16.288692,-0.074,6.016761,0.78103364,17.039991617603107,180,16.288692,15.580521,0.11,,15.699406,10.970636,15.385926000000001,,11.692165,0.7979751,1.1936283,7.181775999999999,16.099083,26.979824542999268,9,5.9551077,0.99982095,20.319329999999997,38.9849,0.35173340000000003,-0.007
9,16.288692,-0.065,5.8314753,1.1603411,16.28056212952099,200,16.288692,14.867167000000002,0.11,,15.601328,8.733792999999999,14.718622,,10.357874,0.7116858,1.2204216,7.116858000000001,16.032059,28.22985005378723,10,5.711960299999999,0.99982095,8.755450999999999,37.051421999999995,0.06436268,-0.006
10,16.288692,-0.074,4.6466303,2.7383087,16.591794963738984,220,16.288692,14.783013,0.11,,15.54394,11.251924,14.970068,,12.476102000000001,0.84082377,1.9904879,9.249062,15.943164000000001,29.657063722610477,11,2.775691,0.99982095,14.308644000000001,28.842632000000002,0.41456932,-0.007
11,16.288692,-0.023,0.0010277283,4.0426175000000004e-06,15.915491607751319,240,16.288692,14.667520999999999,0.11,,15.442894,-5.9933777,14.331382999999999,,0.0017463212,0.00011811714,1.379165,0.001417407,15.893148000000002,31.240268230438232,12,0.0008794965,0.99982095,13.590860999999999,23.622839000000003,2.0020575e-08,-0.002
12,16.288692,-0.026,16.800566,16.800566,15.231953375093212,260,16.288692,13.959636999999999,0.11,,15.313486,-3.772703,13.760597,,17.787533,1.2926223,1.0002098,16.80409,15.813106,32.479039669036865,13,16.800566,0.99982095,6.425425,50.358086,6.390767e-08,-0.003
13,16.288692,-0.028,12.94097,2.9020137999999998,12.301867057031359,280,16.288692,13.935576999999999,0.11,,15.014643,-1.1618861999999999,11.129686,,14.714117000000002,1.1088692,1.1996139,15.524168,15.738997,34.05684351921081,14,12.6113825,0.99982095,13.756360999999998,41.870674,2.758047e-07,-0.003
14,16.288692,-0.032,13.825516,8.178783000000001,13.990085011936733,300,16.288692,13.742854999999999,0.11,,14.853895999999999,1.1593437,12.603442,,17.760614,1.3476415000000002,1.4621243,20.214622,15.670004999999998,35.31335210800171,15,11.1115885,0.99982095,11.179191000000001,40.041472999999996,1.5683116e-06,-0.003
15,16.288692,-0.095,6.783852,4.1149849999999996e-14,13.872926499664896,320,16.288692,13.633556,0.11,,14.711457999999999,4.94794,12.574902,,14.190982,0.91700757,2.1628008,14.672120999999999,15.605466,36.78452682495117,16,4.1750917,0.99982095,11.912713,29.253574,4.1711472999999994,-0.009
16,16.288692,-0.13,9.699150999999999,5.9822785000000005e-05,16.434089396757354,340,16.288692,13.524161999999999,0.11,,14.717443,-7.2455506,14.813179000000002,,20.654808,1.2873738000000001,2.2564197,21.885355,15.776506,38.21791434288025,17,5.1861334,0.9998629000000001,11.905043,35.092453000000006,0.23365070000000002,-0.013
