,LQGmu1,DenMISELogFirst,ReturnMean,ReturnMin,Bound,target_sum_log_mean,IWLastEpisode,TimestepsSoFar,ReturnLastEpisode,ReturnMax,DenMISELogLast,IWNorm1,MISE,TimeElapsed,IWMin,DenMISEMeanLog,URet,LQGmu01,IWNorm2,IWMax,LQGsigma,SqrtESSClassic,ReturnAbsMax,IWFirstEpisode,IWMean,ReturnStepMax,Iteration
10,-0.192,16.128764999999998,16.193403,,53.661003,6.397056,2.2072368,220,16.740797,16.898874,14.915514000000002,11.660624499999999,17.452269,28.283876657485962,,13.982651999999998,18.504136722305635,-0.019,8.328294999999999,7.96513,0.11,1.4001215,16.898874,6.183667e-10,1.0600568000000001,0.9999909,11
11,-0.178,16.041754,16.206457,,53.032738,8.829257,1.9351463,240,16.350048,16.898874,13.49066,11.766683,16.063059,29.99368166923523,,13.933456,18.097025635307773,-0.018,8.58066,8.288034,0.11,1.3713027,16.898874,2.3541179999999998e-07,0.9805569,0.9999909,12
12,-0.176,15.96171,16.246776999999998,,43.262446999999995,9.243625999999999,0.9323549999999999,260,16.730629999999998,16.898874,12.095823,9.444799,11.932057,31.47970652580261,,13.7797,18.491578985927152,-0.018,5.8368635,5.43485,0.11,1.6181292999999999,16.898874,5.168533e-07,0.72652304,0.9999909,13
13,-0.162,15.887603,16.247142999999998,,48.694317,10.573766,8.288097,280,16.251888,16.898874,14.542822,14.573873,16.942348000000003,32.9190194606781,,13.8114805,17.98711026389837,-0.016,9.127810499999999,8.288097,0.11,1.596645,16.898874,8.643562599999999e-05,1.040991,0.9999909,14
14,-0.419,15.818616,16.257025,,50.683820000000004,-59.923405,3.405762e-28,300,16.395388,16.898874,11.344806,0.0018071881,0.002035959,34.451390266418464,,13.641398,18.137537646416195,-0.045,0.001806659,0.0018066589000000001,0.11,1.0002929,16.898874,,0.00012047911,0.9999909,15
15,-0.468,15.754076999999999,16.30059,,59.705162,-72.575645,8.345291,320,16.954082,16.954082,11.520468,8.345293,8.842925,35.752066135406494,,13.448343,18.72831380232997,-0.051,8.345291,8.345291,0.11,1.0000002000000001,16.954082,,0.5215808,0.9999909,16
16,-0.429,15.693453,16.345049,,57.453453,-54.38445,10.694219,340,17.056376,17.056376,12.693064,21.264881,21.271793,37.31449985504151,,13.371548,18.831087270577445,-0.046,15.036386499999999,10.694219,0.11,1.4142282,17.056376,,1.2508754,0.9999909,17
17,-0.558,15.636294,16.38184,,42.807716,-92.13302,0.88116395,360,17.007292,17.056376,15.880004000000001,1.0952224,1.0347629999999999,39.19996666908264,,13.5109,18.784234548902745,-0.063,0.894107,0.88116395,0.11,1.2249343000000001,17.056376,,0.060845687999999995,0.9999909,18
18,-0.411,15.582227,16.422468,,49.066414,-41.661892,1.5536546,380,17.153763,17.153763,14.073795,23.397175,20.953978,40.61841940879822,,13.492443,18.933520703063508,-0.044,12.781483999999999,7.937361200000001,0.11,1.8305523000000001,17.153763,,1.2314303,0.9999909,19
19,-0.327,15.530933,16.455767,,59.060233999999994,-16.693935,1.407151,400,17.088427,17.153763,13.209164999999999,20.18528,17.080866,42.8240373134613,,13.482073999999999,18.86725592972089,-0.034,16.466072,16.34722,0.11,1.225871,17.153763,,1.009264,0.9999909,20
20,-0.319,15.482142999999999,16.485678,,56.42305,-13.733606,0.6427604,420,17.083906,17.153763,8.489859,17.772465,14.322942999999999,44.23148560523987,,13.235244,18.858254709881283,-0.033,14.539526,14.465248,0.11,1.2223551000000001,17.153763,,0.8463079,0.9999909,21
21,-0.301,15.435623000000001,16.509043,,58.68873000000001,-8.64688,6.633919000000001,440,16.999722,17.153763,13.820166,27.205135,20.931356,45.58755111694336,,13.248295,18.772273927243756,-0.031,19.960526,18.80452,0.11,1.3629468999999999,17.153763,4.2946559999999994e-36,1.2365971000000002,0.9999909,22
22,-0.26,15.391171,16.534864000000002,,49.450268,-1.0683671000000001,0.045749575,460,17.102915,17.153763,15.998660000000001,20.496567000000002,15.030379,47.161099195480354,,13.36713,18.881091813893022,-0.027,13.709131,12.182947,0.11,1.4951032,17.153763,4.1301695e-25,0.89115506,0.9999909,23
23,-0.355,15.348612,16.551104000000002,,43.193740000000005,-17.209425,1.5978309,480,16.924604000000002,17.153763,14.226679,32.12823,22.81478,48.810951232910156,,13.393598,18.694999958319347,-0.037,12.72296,7.998920399999999,0.11,2.5252166000000003,17.153763,,1.3386763000000002,0.9999909,24
24,-0.422,15.307789999999999,16.566782,,43.875465000000005,-30.929852,0.30099672,500,16.943079,17.153763,15.669910999999999,35.4544,24.183165,50.26784539222717,,13.494179,18.715352000948137,-0.045,13.567065,5.8912544,0.11,2.6132696,17.153763,,1.4181758999999998,0.9999909,25
25,-0.496,15.26857,16.584404,,43.545629999999996,-46.647957,0.051659048,520,17.02496,17.153763,10.658505,16.481823000000002,10.841605,51.74149179458618,,13.396989999999999,18.8013276969948,-0.054,10.474319,9.94824,0.11,1.5735458999999998,17.153763,,0.63391626,0.9999909,26
26,-0.533,15.230829,16.602173,,49.09445,-53.239006,13.284784,540,17.064178,17.153763,14.079293,22.95663,14.530957999999998,53.658409118652344,,13.406946,18.84221375062794,-0.059,15.418607000000002,13.284784,0.11,1.4888914,17.153763,,0.8502456,0.9999909,27
27,-0.503,15.194462,16.623663,,37.335995000000004,-44.119465000000005,5.280962000000001,560,17.203926,17.203926,9.307423,22.202791,13.570132000000001,55.14473557472229,,13.25128,18.98568571494771,-0.055,10.2238,6.26725,0.11,2.171677,17.203926,,0.7929568,0.9999909,28
28,-0.552,15.159370000000001,16.635954,,44.22612,-53.050426,0.42841133,580,16.980053,17.203926,12.140352,25.196479999999998,14.883972,57.11585807800293,,13.204396,18.75459616662063,-0.062,14.3246155,9.641761,0.11,1.7589637999999999,17.203926,,0.86884415,0.9999909,29
29,-0.57,15.125468,16.65335,,40.76019,-54.68805,4.757520700000001,600,17.157871,17.203926,14.802381500000001,25.005383,14.285529,58.8823413848877,,13.250468,18.937659957534468,-0.065,12.826703,8.329635000000001,0.11,1.9494785,17.203926,,0.8335127,0.9999909,30
30,-0.616,15.092679,16.671394,,51.741608,-62.405636,20.162766,620,17.212702,17.212702,14.223814,34.00582,18.851576,60.7470588684082,,13.274475,18.994887660773546,-0.072,21.659443,20.162766,0.11,1.570023,17.212702,,1.096962,0.9999909,31
31,-0.443,15.060929999999999,16.685276,,35.650726,-25.310843,0.21988842,640,17.115597,17.212702,12.827601,33.913779999999996,18.062704,62.8143789768219,,13.258448999999999,18.89469171950505,-0.047,11.551086999999999,5.347540400000001,0.11,2.9359815,17.212702,,1.0598056,0.9999909,32
32,-0.288,15.030157999999998,16.698929,,43.888103,-2.3477435,0.00025063627999999996,660,17.135815,17.212702,12.615537,36.917698,18.93919,64.95569109916687,,13.239431,18.916015930502528,-0.03,17.83676,13.018283,0.11,2.0697536,17.212702,2.6139638e-32,1.1187181000000002,0.9999909,33
33,-0.165,15.000304999999999,16.709656,,42.813637,-3.4723592000000005,0.00017368984000000001,680,17.063633,17.212702,17.965795999999997,35.989994,17.292604,67.00494790077211,,13.3788185,18.840734716223963,-0.017,17.787287,11.713589,0.11,2.023355,17.212702,6.389784e-05,1.0585293,0.9999909,34
34,-0.28,14.97132,16.705118,,40.095543,-1.0509517,0.00012880014,700,16.550856,17.212702,9.845236,36.74172,17.791876000000002,68.59078192710875,,13.276674,18.297805879021706,-0.029,15.869582000000001,10.571734,0.11,2.3152292,17.212702,3.0174153999999996e-30,1.0497633,0.9999909,35
35,-0.118,14.943148999999998,16.707237,,42.82249,-12.870204,1.2898457000000002e-07,720,16.78139,17.212702,14.868656,46.598915000000005,20.55544,70.64826989173889,,13.320192,18.544996478494728,-0.012,20.094082,10.581104,0.11,2.3190367000000003,17.212702,2.9791827,1.2944143,0.9999909,36
36,-0.562,14.995257999999998,16.686497,,37.169044,-51.121952,,740,15.939820999999998,17.212702,6.419849,36.861137,17.081238,72.68779516220094,,13.138435999999999,17.62818637420805,-0.064,14.339397,6.505378,0.11,2.5706196,17.212702,,0.99624693,0.9999909,37
37,0.956,14.968591,16.691679,,8.376807000000001,-828.50665,,760,16.883497,17.212702,7.038110700000001,3.8e-09,,74.46867656707764,,12.976365,18.65919041680152,0.188,6.164414e-10,,0.11,6.164414,17.212702,,,0.9999909,38
38,0.956,14.942615,16.487617,,8.268715,-811.08246,,780,8.733231,17.212702,-12.873902000000001,3.9e-09,,76.28106236457825,,12.288228,9.574872578353109,0.188,6.244998e-10,,0.11,6.244998000000001,17.212702,,,0.9999909,39
39,0.956,14.917297,16.288662,,55.90280500000001,-790.3512599999999,20.0,800,8.529396,17.212702,15.169889999999999,20.0,4.264698,77.88568806648254,,12.335586,9.367587041971577,0.188,20.0,20.0,0.11,1.0,17.212702,,0.5,0.9999909,40
40,-1.0,14.892605,16.099829999999997,,8.064518,-729.4947,,820,8.546609,17.212702,15.516186,4.0999999999999995e-09,,79.28916907310486,,12.398961,9.384111782005238,-1.0,6.4031247e-10,,0.11,6.4031234,17.212702,,,0.9999909,41
41,-1.0,14.868507000000001,16.099111999999998,,7.967933,-715.8708,,840,16.069578,17.212702,-12.94801,4.1999999999999996e-09,,80.68044877052306,,11.771937,17.776553337675328,-1.0,6.480741e-10,,0.11,6.48074,17.212702,,,0.9999909,42
42,-1.0,14.844976,16.106823000000002,,59.85343,-699.1465,21.49996,860,16.430681,17.212702,0.20657572,21.49996,8.215325,82.36451411247253,,11.479992,18.132962913836018,-1.0,21.49996,21.49996,0.11,1.0,17.212702,,0.49999908,0.9999909,43
43,-1.0,14.821987,16.116167,,47.496536,-682.9639,14.666667000000002,880,16.517979,17.212702,10.200058,29.333313,10.982878999999999,83.67076706886293,,11.437652,18.216343602883853,-1.0,20.741785,14.666667000000002,0.11,1.4142135,17.212702,,0.6666662,0.9999909,44
44,-1.0,14.799514000000002,16.125475,,42.184196,-667.5229,11.250001,900,16.53503,17.212702,9.461756,33.749992,12.37092,85.06883525848389,,11.384554,18.24069832426196,-1.0,19.485567,11.250001,0.11,1.7320508000000001,17.212702,,0.7499998000000001,0.9999909,45
45,-1.0,14.777535,16.136538,,39.04266,-652.7583,9.200005,920,16.634361,17.212702,9.429389,36.799988,13.223606,86.67956185340881,,11.335101,18.350132648772167,-1.0,18.399994,9.200005,0.11,2.0,17.212702,,0.7999997,0.9999909,46
46,-1.0,14.756029000000002,16.145285,,36.87088,-638.5307,7.83333,940,16.547693,17.212702,13.881381,39.16665,13.777619,88.50760555267334,,11.383746,18.251884175525092,-1.0,17.515857999999998,7.83333,0.11,2.236068,17.212702,,0.83333296,0.9999909,47
47,-1.0,14.734976000000001,16.154806,,35.262318,-624.93,6.8571444,960,16.602285000000002,17.212702,12.378581,41.142864,14.1811495,89.95164370536804,,11.399915,18.32000506022021,-1.0,16.796503,6.8571444,0.11,2.4494898,17.212702,,0.857143,0.9999909,48
48,-1.0,14.714356,16.16447,,34.004425,-611.8656599999999,6.125001,980,16.628416,17.212702,13.408198,42.875004,14.487057,91.68794369697572,,11.437053,18.343798861629416,-1.0,16.205227,6.125001,0.11,2.6457515,17.212702,,0.87500006,0.9999909,49
49,-1.0,14.694154000000001,16.173803,,32.982094000000004,-599.41455,5.555553,1000,16.631004,17.212702,8.974739,44.444435,14.725268,94.39052677154541,,11.384497,18.34740849423129,-1.0,15.713479999999999,5.555558,0.11,2.8284272999999995,17.212702,,0.8888886999999999,0.9999909,50
50,-1.0,14.674351000000001,16.182116,,32.125225,-587.3179,5.1000023,1020,16.597804999999997,17.212702,15.887767000000002,45.899994,14.912523,95.95877265930176,,11.46991,18.311252587007466,-1.0,15.299998,5.1000023,0.11,3.0,17.212702,,0.89999986,0.9999909,51
51,-1.0,14.654932999999998,16.188128,,31.385765000000003,-575.64,4.727273,1040,16.494670000000003,17.212702,18.377842,47.272728,15.056359,97.67517971992493,,11.600205,18.194002326010878,-1.0,14.94895,4.727273,0.11,3.1622775,17.212702,,0.90909094,0.9999909,52
52,-1.0,14.635883999999999,16.194523,,30.748397999999998,-564.49585,4.416665,1060,16.527153,17.212702,13.512607999999998,48.583324,15.178920999999999,99.08659648895264,,11.634017,18.225330563654413,-1.0,14.648423999999999,4.4166694,0.11,3.3166246,17.212702,,0.9166665,0.9999909,53
53,-1.0,14.617192000000001,16.200464,,30.188364,-553.7425,4.1538477,1080,16.515337,17.212702,14.762735999999999,49.846153,15.281725,100.88263416290285,,11.689916,18.216616091139308,-1.0,14.389346,4.1538477,0.11,3.4641013,17.212702,,0.9230769,0.9999909,54
54,-1.0,14.598844,16.206945,,29.694637,-543.3888,3.9285705,1100,16.556889,17.212702,14.342604999999999,51.071426,15.372806,102.50920844078064,,11.7362995,18.26729028905305,-1.0,14.164664000000002,3.9285742999999993,0.11,3.6055515,17.212702,,0.9285714,0.9999909,55
55,-1.0,14.580825,16.211979,,29.248075,-533.3944,3.7333307000000002,1120,16.488867000000003,17.212702,14.979926999999998,52.26667,15.447212,104.37761640548706,,11.792541499999999,18.192771116808327,-1.0,13.968855,3.7333343,0.11,3.7416574999999996,17.212702,,0.9333334000000001,0.9999909,56
56,-1.0,14.563126,16.218346,,28.850594,-523.7302,3.562498,1140,16.574947,17.212702,16.19649,53.437492000000006,15.517693,106.43514657020569,,11.868265,18.28462193665545,-1.0,13.797501,3.5625017,0.11,3.8729835,17.212702,,0.9374998999999999,0.9999909,57
57,-1.0,14.545732999999998,16.225527,,28.492935,-514.4362,3.4117660000000005,1160,16.634815,17.212702,14.0925045,54.588238,15.583407999999999,108.59833908081056,,11.905202000000001,18.348145118035525,-1.0,13.64706,3.4117660000000005,0.11,3.9999998,17.212702,,0.94117653,0.9999909,58
58,-1.0,14.528639000000002,16.233587,,28.169579,-505.4111,3.2777796,1180,16.701083999999998,17.212702,16.85761,55.722218000000005,15.645499,110.86624145507812,,11.987836999999999,18.419244560977422,-1.0,13.514623,3.2777796,0.11,4.1231055,17.212702,,0.94444436,0.9999909,59
59,-1.0,14.511832,16.23944,,27.866159999999997,-496.70743,3.1578965,1200,16.584805,17.212702,15.659439,56.84211,15.694941,112.90531849861144,,12.047822,18.290583750260087,-1.0,13.397814000000002,3.1578965,0.11,4.2426405,17.212702,,0.9473685,0.9999909,60
60,-1.0,14.495303,16.243489999999998,,27.581108,-488.38812,3.0499978,1220,16.486456,17.212702,9.654678,57.949996999999996,15.734513,114.29751467704772,,12.007467,18.188809227854765,-1.0,13.294641500000001,3.050001,0.11,4.3588986,17.212702,,0.9499999,0.9999909,61
61,-1.0,14.479042000000002,16.249119,,27.321998999999998,-480.32482999999996,2.9523811,1240,16.592398,17.212702,10.455482,59.047623,15.775367000000001,116.71784830093384,,11.981388,18.295727752068203,-1.0,13.20345,2.952384,0.11,4.472136,17.212702,,0.9523809999999999,0.9999909,62
62,-1.0,14.463042000000002,16.253918,,27.079002000000003,-472.40612999999996,2.8636342999999997,1260,16.551495000000003,17.212702,17.50207,60.136359999999996,15.810642999999999,118.51062250137328,,12.068042,18.264452562318873,-1.0,13.122829000000001,2.8636372000000003,0.11,4.582576,17.212702,,0.9545454,0.9999909,63
63,-1.0,14.447293,16.258195999999998,,26.8511,-464.78775,2.7826087000000004,1280,16.527687,17.212702,14.145220000000002,61.217392000000004,15.841820000000002,120.59682703018187,,12.09958,18.24331330706176,-1.0,13.051591,2.7826114,0.11,4.690416,17.212702,,0.95652175,0.9999909,64
64,-1.0,14.431789000000002,16.2646,,26.643806,-457.5025,2.7083337000000003,1300,16.674541,17.212702,7.7578225000000005,62.291669999999996,15.876517000000002,122.77584958076477,,12.031922999999999,18.392982222196125,-1.0,12.988711,2.708335,0.11,4.7958317,17.212702,,0.95833343,0.9999909,65
65,-1.0,14.416522,16.269083,,26.444461999999998,-450.3844,2.639999,1320,16.560497,17.212702,11.320422,63.360004,15.903879000000002,124.45788526535034,,12.020332000000002,18.272061104933886,-1.0,12.933307000000001,2.6400012999999998,0.11,4.8989797,17.212702,,0.96000004,0.9999909,66
66,-1.0,14.401484,16.27413,,26.258553000000003,-443.39877,2.5769234,1340,16.607214000000003,17.212702,16.705182999999998,64.42308,15.930929999999998,126.25413608551024,,12.089492,18.32053951557116,-1.0,12.884617,2.5769234,0.11,4.9999995,17.212702,,0.9615385000000001,0.9999909,67
67,-1.0,14.386669,16.277607,,26.07946,-436.6303,2.5185183999999996,1360,16.510536,17.212702,15.935402999999999,65.48149000000001,15.952395999999998,127.95532178878784,,12.145327,18.21685297304591,-1.0,12.841975999999999,2.5185207999999997,0.11,5.099019999999999,17.212702,,0.9629631,0.9999909,68
68,-1.0,14.37207,16.281961,,25.912498,-430.05515,2.4642885,1380,16.578004999999997,17.212702,16.154797,66.53572,15.974739999999999,130.92762279510498,,12.202752,18.29521987733511,-1.0,12.804806,2.4642885,0.11,5.196152,17.212702,,0.9642858,0.9999909,69
69,-1.0,14.357681,16.286279999999998,,25.754438,-423.67422,2.4137939999999998,1400,16.584235999999997,17.212702,15.727256,67.58621,15.995754999999999,132.7964482307434,,12.252454,18.297148968359533,-1.0,12.772592,2.4137939999999998,0.11,5.291503400000001,17.212702,,0.96551734,0.9999909,70
70,-1.0,14.343496,16.28953,,25.602089000000003,-417.56586,2.3666669999999996,1420,16.517017000000003,17.212702,9.157175,68.63335,16.013132000000002,134.73587727546692,,12.208243,18.225763357961192,-1.0,12.744892,2.3666669999999996,0.11,5.385164700000001,17.212702,,0.9666669,0.9999909,71
71,-1.0,14.329510999999998,16.292868,,25.457582000000002,-411.51562,2.3225787,1440,16.529879,17.212702,17.207420000000003,69.67742,16.029799,136.81461071968081,,12.277091,18.240431141366575,-1.0,12.721297999999999,2.3225832000000004,0.11,5.477226,17.212702,,0.96774197,0.9999909,72
72,-1.0,14.315717000000001,16.294957999999998,,25.317273999999998,-405.67194,2.2812493,1460,16.445631,17.212702,14.249486,70.71875,16.042795,138.85381555557248,,12.303552999999999,18.154162290949078,-1.0,12.701464,2.2812514,0.11,5.567764,17.212702,,0.96875,0.9999909,73
73,-1.0,14.302112,16.297419,,25.18436,-399.9749,2.2424232999999996,1480,16.476854,17.212702,15.100526,71.75758,16.055948,140.9934687614441,,12.340817999999999,18.179989493666973,-1.0,12.685068,2.2424254,0.11,5.656854599999999,17.212702,,0.96969706,0.9999909,74
74,-1.0,14.288689000000002,16.300404,,25.058681,-394.3996,2.2058835,1500,16.521416000000002,17.212702,17.38563,72.79413000000001,16.069641,143.264253616333,,12.407577,18.23223274776016,-1.0,12.671832,2.2058835,0.11,5.744562,17.212702,,0.9705884,0.9999909,75
75,-1.0,14.275443,16.303396,,24.938587,-389.04382000000004,2.1714277,1520,16.527811,17.212702,11.862001,73.82856,16.082726,145.65041589736936,,12.399914,18.237076520600787,-1.0,12.661493,2.1714298999999997,0.11,5.830952,17.212702,,0.9714284,0.9999909,76
76,-1.0,14.262371,16.306520000000003,,24.823970000000003,-383.72955,2.1388886,1540,16.543928,17.212702,19.393625,74.86111,16.09554,148.49785566329956,,12.490278,18.24935441107394,-1.0,12.653836,2.1388905,0.11,5.91608,17.212702,,0.97222215,0.9999909,77
77,-1.0,14.249467999999998,16.309507,,24.713886,-378.64975,2.108107,1560,16.539476,17.212702,11.748547,75.89187,16.107534,150.5251951217651,,12.480325,18.25134805614234,-1.0,12.648645,2.1081092,0.11,5.9999995,17.212702,,0.9729726999999999,0.9999909,78
78,-1.0,14.236729,16.311466,,24.606176,-373.69192999999996,2.0789483,1580,16.464245000000002,17.212702,12.287527,76.92105,16.116923999999997,152.63596320152286,,12.47746,18.17076159124453,-1.0,12.645742,2.0789502,0.11,6.0827627,17.212702,,0.9736841999999999,0.9999909,79
79,-1.0,14.22415,16.315317,,24.506618,-368.8136,2.0512817,1600,16.61954,17.212702,15.855762,77.94872,16.129812,155.24383258819583,,12.51928,18.33417844794932,-1.0,12.644953,2.0512837999999998,0.11,6.164414,17.212702,,0.97435904,0.9999909,80
80,-1.0,14.211727,16.317501,,24.407589,-364.01047,2.0249971999999996,1620,16.492212,17.212702,19.53526,78.97500600000001,16.138873999999998,157.4801995754242,,12.605507000000001,18.196394616568,-1.0,12.646122,2.025001,0.11,6.244998000000001,17.212702,,0.9750001,0.9999909,81
81,-1.0,14.199457,16.320038,,24.313010000000002,-359.35645,2.0000009999999997,1640,16.525654,17.212702,16.925795,80.000015,16.148308,159.80216836929318,,12.657816,18.23118164200124,-1.0,12.649113,2.0000009999999997,0.11,6.3245554,17.212702,,0.97560996,0.9999909,82
82,-1.0,14.187335999999998,16.32227,,24.221320000000002,-354.84106,1.9761913,1660,16.505014000000003,17.212702,14.737364000000001,81.02382,16.156801,162.6640295982361,,12.682508,18.21367621092913,-1.0,12.653795,1.9761913,0.11,6.403124,17.212702,,0.97619057,0.9999909,83
83,-1.0,14.175360000000001,16.325557999999997,,24.13501,-350.39056,1.9534883,1680,16.5986,17.212702,18.332253,82.04652,16.167076,166.13137936592105,,12.749417999999999,18.31571153054122,-1.0,12.660052,1.9534903000000001,0.11,6.4807405,17.212702,,0.97674423,0.9999909,84
84,-1.0,14.163526000000001,16.327785000000002,,24.049723,-346.06284,1.9318199,1700,16.515078,17.212702,16.809523000000002,83.06819,16.174985999999997,170.03894782066342,,12.796849,18.219405833803325,-1.0,12.66778,1.9318199,0.11,6.557439,17.212702,,0.97727287,0.9999909,85
85,-1.0,14.151829999999999,16.331217000000002,,23.969670999999998,-341.83162999999996,1.9111098000000002,1720,16.622732,17.212702,17.169610000000002,84.0889,16.184935,174.06874251365662,,12.847371,18.334717934161006,-1.0,12.676877000000001,1.9111133999999999,0.11,6.63325,17.212702,,0.9777779000000001,0.9999909,86
86,-1.0,14.140267999999999,16.333782,,23.89072,-337.72693,1.8913033,1740,16.55441,17.212702,14.640401999999998,85.10869,16.192965,179.08917617797852,,12.867669,18.267671928807236,-1.0,12.687255,1.8913069,0.11,6.708203299999999,17.212702,,0.9782608,0.9999909,87
87,-1.0,14.1288395,16.334951,,23.811775,-333.6571,1.8723412,1760,16.436636,17.212702,19.790367,86.12765999999999,16.19815,180.77960395812988,,12.9460335,18.137101199110642,-1.0,12.698832000000001,1.8723412,0.11,6.782329600000001,17.212702,,0.97872347,0.9999909,88
88,-1.0,14.11754,16.336464000000003,,23.735998000000002,-329.7077,1.8541668999999998,1780,16.469535999999998,17.212702,17.225711999999998,87.14584,16.203806,185.08902597427368,,12.99383,18.17263681296028,-1.0,12.711528,1.8541686999999998,0.11,6.8556547000000005,17.212702,,0.9791668,0.9999909,89
89,-1.0,14.106367,16.337646,,23.662005999999998,-325.84445,1.8367329,1800,16.442995,17.212702,17.37585,88.16327,16.208687,188.30398178100586,,13.042237,18.148172111300195,-1.0,12.725273,1.8367363,0.11,6.9282026,17.212702,,0.9795919,0.9999909,90
90,-1.0,14.095317000000001,16.340303,,23.59297,-322.07477,1.8200008,1820,16.579345999999997,17.212702,16.595558,89.18001600000001,16.216099,193.3346521854401,,13.081012,18.284058732165338,-1.0,12.740002,1.8200008,0.11,7.0000005000000005,17.212702,,0.9800002,0.9999909,91
91,-1.0,14.084388,16.342672,,23.525541,-318.3703,1.8039199000000001,1840,16.558348000000002,17.212702,18.146025,90.19608000000001,16.22281,197.55159902572632,,13.135803,18.268295546150185,-1.0,12.755652,1.8039234,0.11,7.0710679999999995,17.212702,,0.9803921999999998,0.9999909,92
92,-1.0,14.073576999999998,16.34435,,23.458899,-314.73312000000004,1.788462,1860,16.498682000000002,17.212702,19.307627,91.21155,16.228117,201.68559002876282,,13.201912,18.195533336812073,-1.0,12.772171,1.788462,0.11,7.1414285,17.212702,,0.98076934,0.9999909,93
93,-1.0,14.062880999999999,16.345112,,23.392576000000002,-311.20975,1.7735848,1880,16.415894,17.212702,15.890208,92.226425,16.231659,205.43050050735474,,13.230265,18.11605364704727,-1.0,12.789503999999999,1.7735865000000002,0.11,7.211102499999999,17.212702,,0.9811322,0.9999909,94
94,-1.0,14.0522995,16.346397,,23.329058,-307.7827,1.7592591,1900,16.467215,17.212702,13.794637,93.24075,16.23602,209.6871440410614,,13.235966000000001,18.176315772988872,-1.0,12.807602000000001,1.7592608,0.11,7.280110400000001,17.212702,,0.9814815999999998,0.9999909,95
