,LQGmu1,DenMISELogFirst,ReturnMean,ReturnMin,Bound,target_sum_log_mean,IWLastEpisode,TimestepsSoFar,ReturnLastEpisode,ReturnMax,DenMISELogLast,IWNorm1,MISE,TimeElapsed,IWMin,DenMISEMeanLog,URet,LQGmu01,IWNorm2,IWMax,LQGsigma,SqrtESSClassic,ReturnAbsMax,IWFirstEpisode,IWMean,ReturnStepMax,Iteration
266,-1.0,13.018928,16.47295,,19.912077,-99.63216,1.181416,5340,16.470062,17.212702,15.509107,265.81854,16.469535999999998,1374.8858470916748,,14.397067999999999,18.180943633917167,-1.0,17.721237,1.1814206,0.11,14.999998999999999,17.212702,,0.9955751,0.9999909,267
267,-1.0,13.015189,16.473005,,19.904531,-99.211136,1.1806185,5360,16.48751,17.212702,13.034312,266.8194,16.469616000000002,1389.9229514598846,,14.391966,18.196451153940092,-1.0,17.74856,1.1806208,0.11,15.033298499999999,17.212702,,0.99559474,0.9999909,268
268,-1.0,13.011465,16.473171,,19.897165,-98.794754,1.1798239,5380,16.517519,17.212702,12.629101,267.82016,16.469824,1404.5536804199219,,14.385394,18.225256651891925,-1.0,17.775848,1.1798283999999999,0.11,15.066519,17.212702,,0.9956139999999999,0.9999909,269
269,-1.0,13.007753999999998,16.472914000000003,,19.88935,-98.39435,1.179041,5400,16.40345,17.212702,9.149641,268.82095,16.469534,1420.4174499511719,,14.365985,18.099995099251725,-1.0,17.803102,1.1790433,0.11,15.0996685,17.212702,,0.9956332,0.9999909,270
270,-1.0,13.004058,16.472872,,19.881847,-97.97689,1.1782632,5420,16.462397,17.212702,14.574945000000001,269.82172,16.469504999999998,1433.4820475578308,,14.366739,18.173134712679907,-1.0,17.830322,1.1782655,0.11,15.132745000000002,17.212702,,0.9956521,0.9999909,271
271,-1.0,13.000375,16.472706,,19.87424,-97.56468000000001,1.1774881000000001,5440,16.427628,17.212702,13.980189999999999,270.8225,16.469324,1449.4859149456024,,14.365301,18.132213236585464,-1.0,17.857508,1.1774926000000001,0.11,15.1657505,17.212702,,0.9956709999999999,0.9999909,272
272,-1.0,12.996705,16.472545999999998,,19.866684,-97.13413,1.1767248,5460,16.42879,17.212702,19.811832,271.82327000000004,16.469147,1466.4399535655975,,14.385234,18.13811996571201,-1.0,17.884657,1.1767281,0.11,15.198685999999999,17.212702,,0.99568963,0.9999909,273
273,-1.0,12.993049000000001,16.472752,,19.859613,-96.73558,1.1759653,5480,16.528847,17.212702,11.907178,272.82403999999997,16.469406,1480.8890962600708,,14.376173000000001,18.239088694129386,-1.0,17.911776,1.1759686000000003,0.11,15.231546,17.212702,,0.99570817,0.9999909,274
274,-1.0,12.989405999999999,16.473242000000003,,19.852923999999998,-96.36434,1.1752158000000001,5500,16.608051,17.212702,5.194012,273.82477,16.47,1496.0900568962095,,14.342767000000002,18.322719256868684,-1.0,17.938858,1.1752175,0.11,15.264337,17.212702,,0.9957264000000001,0.9999909,275
275,-1.0,12.985776,16.473032,,19.845453,-95.94839,1.1744668,5520,16.414978,17.212702,18.276926,274.82556,16.469765,1510.108280658722,,14.357004000000002,18.120484936618592,-1.0,17.965906,1.1744714,0.11,15.297061,17.212702,,0.99574476,0.9999909,276
276,-1.0,12.982159,16.473482,,19.838805999999998,-95.533676,1.1737278999999998,5540,16.597960999999998,17.212702,18.768354000000002,275.8263,16.470308,1527.2849588394165,,14.372913,18.309524653412094,-1.0,17.992922,1.1737323,0.11,15.329710999999998,17.212702,,0.99576277,0.9999909,277
277,-1.0,12.978556,16.473710999999998,,19.83194,-95.13436,1.1729971000000001,5560,16.536360000000002,17.212702,15.316729999999998,276.82703,16.470585,1542.0035650730133,,14.376292999999999,18.251305508073965,-1.0,18.019901,1.1730005,0.11,15.362294,17.212702,,0.99578065,0.9999909,278
278,-1.0,12.974965,16.47418,,19.825407000000002,-94.7378,1.1722668,5580,16.604992000000003,17.212702,15.345891,277.8277,16.471151000000003,1556.6635375022888,,14.379751,18.314364985555468,-1.0,18.04685,1.1722735,0.11,15.394803,17.212702,,0.9957982,0.9999909,279
279,-1.0,12.971387,16.474588,,19.818844,-94.35996999999999,1.1715493000000001,5600,16.588287,17.212702,10.895955,278.82842999999997,16.471642000000003,1574.2116684913635,,14.367292,18.303783170456622,-1.0,18.073767,1.1715516000000001,0.11,15.427245000000001,17.212702,,0.9958158000000001,0.9999909,280
280,-1.0,12.967822,16.474613,,19.811872,-93.955246,1.17083,5620,16.481415,17.212702,19.20938,279.82916,16.471682,1594.5392072200775,,14.384507999999999,18.1921559211522,-1.0,18.100642999999998,1.1708367,0.11,15.459625,17.212702,,0.99583334,0.9999909,281
281,-1.0,12.964269999999999,16.474885999999998,,19.805236999999998,-93.5482,1.1701224,5640,16.551764000000002,17.212702,20.671694,280.82982999999996,16.472012,1611.1953897476196,,14.406788,18.26316158676504,-1.0,18.127491,1.1701291,0.11,15.491931,17.212702,,0.9958505,0.9999909,282
282,-1.0,12.96073,16.475070000000002,,19.798545999999998,-93.1539,1.1694239,5660,16.527437,17.212702,17.883976,281.83057,16.472242,1624.2779340744019,,14.419058999999999,18.23768671921948,-1.0,18.154303,1.1694262,0.11,15.524175,17.212702,,0.9958677,0.9999909,283
283,-1.0,12.957202,16.475168,,19.791792,-92.75131999999999,1.1687238000000002,5680,16.502518,17.212702,21.023184,282.8313,16.472368,1640.237232685089,,14.442297,18.211598934016052,-1.0,18.181084,1.1687281999999999,0.11,15.55635,17.212702,,0.99588484,0.9999909,284
284,-1.0,12.953688,16.475452,,19.785294,-92.377235,1.1680297,5700,16.556004,17.212702,13.708339000000002,283.83194,16.472707999999997,1656.8539998531342,,14.439707,18.269081689924587,-1.0,18.207829,1.1680374,0.11,15.588455999999999,17.212702,,0.9959015,0.9999909,285
285,-1.0,12.950185000000001,16.47571,,19.778812,-91.98052,1.1673448,5720,16.54955,17.212702,20.927784,284.83263999999997,16.473022,1673.0101871490479,,14.462375,18.25693688856036,-1.0,18.23454,1.1673514999999999,0.11,15.6205,17.212702,,0.99591833,0.9999909,286
286,-1.0,12.946694,16.475702,,19.772062,-91.61348000000001,1.166667,5740,16.472735999999998,17.212702,13.206829999999998,285.8333,16.473024,1690.0933094024658,,14.457988,18.17283084287117,-1.0,18.26122,1.1666703,0.11,15.652475,17.212702,,0.9959349000000001,0.9999909,287
287,-1.0,12.943216,16.47546,,19.765078,-91.24045600000001,1.1659883999999998,5760,16.40625,17.212702,15.662522000000001,286.83398,16.472752,1710.4316186904907,,14.462154,18.109465508508357,-1.0,18.287867000000002,1.1659963,0.11,15.684387,17.212702,,0.99595135,0.9999909,288
288,-1.0,12.93975,16.475746,,19.758748999999998,-90.86676999999999,1.1653227,5780,16.558311,17.212702,16.604502,287.8347,16.473095,1727.6946561336515,,14.469551000000001,18.265417542854237,-1.0,18.314482,1.1653271,0.11,15.716234,17.212702,,0.99596775,0.9999909,289
289,-1.0,12.9362955,16.475794,,19.752184,-90.50143,1.164656,5800,16.489243,17.212702,14.929506,288.83533,16.473162,1740.0494689941406,,14.471124,18.198536849271623,-1.0,18.34106,1.1646626,0.11,15.748016,17.212702,,0.9959839,0.9999909,290
290,-1.0,12.932853999999999,16.476020000000002,,19.745869,-90.120285,1.1639986,5820,16.542109,17.212702,20.25871,289.836,16.473436,1754.618655204773,,14.490998000000001,18.251628289757353,-1.0,18.367608999999998,1.1640042,0.11,15.779735,17.212702,,0.996,0.9999909,291
291,-1.0,12.929422,16.476332,,19.739689000000002,-89.74995,1.1633506,5840,16.566616,17.212702,17.865374,290.8366,16.473808,1767.7151184082031,,14.502539,18.278297966115307,-1.0,18.394125,1.1633506,0.11,15.811385999999999,17.212702,,0.9960158000000001,0.9999909,292
292,-1.0,12.926003999999999,16.476902,,19.733852,-89.40047,1.1627017,5860,16.643978,17.212702,12.496986999999999,291.83727999999996,16.474483,1783.62082529068,,14.495681,18.352303130326273,-1.0,18.420607,1.1627028,0.11,15.842978500000001,17.212702,,0.9960317,0.9999909,293
293,-1.0,12.922597,16.477303,,19.727856,-89.03695,1.1620576,5880,16.594675,17.212702,17.322758,292.83795,16.47496,1799.0082890987396,,14.505281,18.307788554990204,-1.0,18.447056,1.1620598999999998,0.11,15.874509,17.212702,,0.99604744,0.9999909,294
294,-1.0,12.919201,16.477860999999997,,19.722076,-88.67285,1.1614151000000001,5900,16.642305,17.212702,18.224998,293.83856000000003,16.475616,1813.293611764908,,14.517876000000001,18.34977548401913,-1.0,18.473473000000002,1.1614216999999998,0.11,15.905973000000001,17.212702,,0.99606293,0.9999909,295
295,-1.0,12.915817,16.478057999999997,,19.715912,-88.32921999999999,1.1607882999999999,5920,16.535255,17.212702,12.89201,294.8392,16.47585,1825.704386472702,,14.512369,18.242287424826394,-1.0,18.499857000000002,1.1607882999999999,0.11,15.937377,17.212702,,0.9960783999999999,0.9999909,296
296,-1.0,12.912444,16.478653,,19.710257000000002,-88.0048,1.1601591,5940,16.655379999999997,17.212702,7.8739953,295.83984,16.476553,1840.1752798557281,,14.490004999999998,18.367971334160472,-1.0,18.526207,1.1601597,0.11,15.968720999999999,17.212702,,0.99609375,0.9999909,297
297,-1.0,12.909083,16.479195,,19.704569,-87.67444,1.1595325,5960,16.639616,17.212702,10.295302000000001,296.84047999999996,16.477188,1858.2926161289213,,14.475914000000001,18.356478886815832,-1.0,18.552528,1.159537,0.11,16.000002,17.212702,,0.996109,0.9999909,298
298,-1.0,12.905733,16.479668,,19.698841,-87.33039000000001,1.1589133999999999,5980,16.620743,17.212702,15.047754999999999,297.84106,16.477745000000002,1871.356350183487,,14.477812,18.32669365588094,-1.0,18.578815,1.158919,0.11,16.03122,17.212702,,0.99612397,0.9999909,299
299,-1.0,12.902394000000001,16.479548,,19.69246,-86.996826,1.158298,6000,16.443704999999998,17.212702,12.591078,298.84167,16.477612,1889.1755151748655,,14.471510999999998,18.14216402458137,-1.0,18.605072,1.1583046000000001,0.11,16.062376,17.212702,,0.99613893,0.9999909,300
300,-1.0,12.899066,16.479986,,19.686764,-86.63886,1.1576883999999998,6020,16.611565,17.212702,20.605767999999998,299.84232000000003,16.478127999999998,1904.7797393798828,,14.491875,18.318366378475584,-1.0,18.631296,1.1576971999999999,0.11,16.093475,17.212702,,0.9961539,0.9999909,301
301,-1.0,12.89575,16.480064000000002,,19.680685,-86.29059000000001,1.1570902,6040,16.503854999999998,17.212702,18.393131,300.8429,16.478226,1919.922641992569,,14.504779000000001,18.20967757807611,-1.0,18.657484,1.1570923,0.11,16.124516,17.212702,,0.99616855,0.9999909,302
302,-1.0,12.892444,16.480646,,19.675222,-85.951126,1.15649,6060,16.65596,17.212702,16.422232,301.8435,16.478904999999997,1937.0201969146729,,14.511092999999999,18.372602292790578,-1.0,18.683643,1.1564922,0.11,16.155495000000002,17.212702,,0.9961832,0.9999909,303
303,-1.0,12.889149,16.480995,,19.669527,-85.60415,1.1558945,6080,16.586779999999997,17.212702,19.387995,302.84412000000003,16.479315,1951.6491684913635,,14.527123000000001,18.299576361685254,-1.0,18.709772,1.1558968,0.11,16.186415,17.212702,,0.99619776,0.9999909,304
304,-1.0,12.885864999999999,16.480911,,19.663368,-85.27016400000001,1.1553038,6100,16.455751,17.212702,16.11426,303.84472999999997,16.479226999999998,1965.9848952293398,,14.532313,18.15598203701637,-1.0,18.735867000000002,1.1553072,0.11,16.217276000000002,17.212702,,0.99621224,0.9999909,305
305,-1.0,12.882591,16.481148,,19.657614000000002,-84.93455,1.1547178999999999,6120,16.553476,17.212702,17.283342,304.84528,16.479507,1981.6951065063479,,14.541291000000001,18.2676339225502,-1.0,18.76193,1.1547211000000002,0.11,16.248075,17.212702,,0.9962264000000001,0.9999909,306
306,-1.0,12.879328999999998,16.48126,,19.651745000000002,-84.59465,1.1541388000000001,6140,16.51546,17.212702,19.27198,305.84583,16.479641,2000.5026304721832,,14.556688000000001,18.219112466570852,-1.0,18.787962,1.1541388000000001,0.11,16.278817999999998,17.212702,,0.9962405000000001,0.9999909,307
307,-1.0,12.876077,16.481722,,19.646313,-84.26211500000001,1.1535534,6160,16.622732,17.212702,17.684744,306.84644,16.480176999999998,2016.5151498317719,,14.56683,18.336270207580466,-1.0,18.813963,1.1535621999999999,0.11,16.309504999999998,17.212702,,0.9962546999999998,0.9999909,308
308,-1.0,12.872835,16.48155,,19.640184,-83.99716,1.1529770000000001,6180,16.428585,17.212702,-2.5362014999999998,307.84702000000004,16.479983999999998,2030.6784665584564,,14.511469,18.121656459138578,-1.0,18.83993,1.1529891,0.11,16.340135999999998,17.212702,,0.99626863,0.9999909,309
309,-1.0,12.869603999999999,16.48174,,19.634510000000002,-83.67276,1.1524186,6200,16.5411,17.212702,16.427605,308.84753,16.480210999999997,2045.0408918857572,,14.517635999999998,18.252036069525282,-1.0,18.865868,1.1524208,0.11,16.370704999999997,17.212702,,0.99628234,0.9999909,310
310,-1.0,12.866384,16.482229999999998,,19.62921,-83.34,1.1518538,6220,16.633484,17.212702,19.674898000000002,309.84814,16.48078,2061.35404419899,,14.534208,18.348525800302124,-1.0,18.891773,1.1518561,0.11,16.401220000000002,17.212702,,0.9962963,0.9999909,311
311,-1.0,12.8631735,16.482584,,19.623787,-83.01686,1.1512916000000002,6240,16.592861,17.212702,17.337103,310.8487,16.481192,2082.246361494065,,14.543179,18.308602489822537,-1.0,18.91765,1.1512958999999998,0.11,16.431675,17.212702,,0.99630994,0.9999909,312
312,-1.0,12.859973,16.482674,,19.618093,-82.69889,1.150734,6260,16.510956,17.212702,16.366766000000002,311.84924,16.481302,2100.00891661644,,14.54899,18.21862680696276,-1.0,18.943493,1.1507393999999997,0.11,16.462077999999998,17.212702,,0.99632347,0.9999909,313
313,-1.0,12.856784,16.48293,,19.612621,-82.39926,1.1501864,6280,16.563005,17.212702,11.243831,312.8498,16.481602,2116.732232093811,,14.538453,18.268686454739527,-1.0,18.969307,1.1501875,0.11,16.492420000000003,17.212702,,0.99633694,0.9999909,314
314,-1.0,12.853603999999999,16.483013,,19.606981,-82.0907,1.149637,6300,16.509052,17.212702,14.661125,313.85034,16.4817,2132.823011636734,,14.538829999999999,18.209191413394255,-1.0,18.995089,1.1496392,0.11,16.52271,17.212702,,0.9963503,0.9999909,315
315,-1.0,12.850434,16.48319,,19.60148,-81.77195999999999,1.149089,6320,16.539038,17.212702,18.491039999999998,314.85092000000003,16.481908999999998,2155.7791154384613,,14.551325,18.249625573607968,-1.0,19.020838,1.1490955,0.11,16.552948,17.212702,,0.9963636999999999,0.9999909,316
316,-1.0,12.847275,16.483158,,19.595776,-81.45985,1.1485478,6340,16.47324,17.212702,17.028833,315.85143999999997,16.48188,2174.0943117141724,,14.559126999999998,18.17978695970266,-1.0,19.046557999999997,1.1485543,0.11,16.583123999999998,17.212702,,0.9963768,0.9999909,317
317,-1.0,12.844125,16.483206,,19.590187,-81.14546,1.1480155,6360,16.498264000000002,17.212702,18.37526,316.85200000000003,16.481939999999998,2197.209110736847,,14.5711155,18.20065596044871,-1.0,19.072248000000002,1.1480188,0.11,16.613247,17.212702,,0.9963898999999999,0.9999909,318
318,-1.0,12.840985,16.483245999999998,,19.58462,-80.83498399999999,1.1474836000000002,6380,16.495796,17.212702,17.761738,317.8525,16.481987,2220.1326866149907,,14.581103,18.20216031309052,-1.0,19.097906,1.1474857,0.11,16.643316,17.212702,,0.99640286,0.9999909,319
319,-1.0,12.837855000000001,16.483376999999997,,19.579191,-80.54926999999999,1.1469518,6400,16.525576,17.212702,10.453624000000001,318.85306,16.482143,2238.3541042804723,,14.568195999999999,18.225162653651715,-1.0,19.123533,1.1469584,0.11,16.673334,17.212702,,0.9964158000000001,0.9999909,320
320,-1.0,12.834736,16.483154000000003,,19.573383,-80.250534,1.1464268999999998,6420,16.41219,17.212702,15.208568,319.85352,16.481892000000002,2258.378506660461,,14.570179000000001,18.113520474372248,-1.0,19.14913,1.1464334999999999,0.11,16.703293,17.212702,,0.9964284,0.9999909,321
321,-1.0,12.831625,16.48366,,19.568443,-79.95429,1.1459066999999998,6440,16.645372000000002,17.212702,15.003119,320.85406,16.482477,2276.0215017795567,,14.57151,18.357693299712697,-1.0,19.174698,1.1459110000000001,0.11,16.7332,17.212702,,0.9964412,0.9999909,322
322,-1.0,12.828525,16.483404,,19.562658,-79.67806999999999,1.1453886999999998,6460,16.401354,17.212702,9.128817,321.8546,16.482187,2298.93022274971,,14.554648,18.09049585222742,-1.0,19.200235,1.1453953000000001,0.11,16.763056,17.212702,,0.99645394,0.9999909,323
323,-1.0,12.825433,16.483253,,19.557026,-79.41861999999999,1.1448781000000001,6480,16.434717000000003,17.212702,4.2494135,322.8551,16.482021,2317.28386259079,,14.522832000000001,18.125908002990105,-1.0,19.225742,1.1448809,0.11,16.792854000000002,17.212702,,0.99646634,0.9999909,324
324,-1.0,12.822351,16.483582000000002,,19.551966,-79.11463,1.144369,6500,16.589703,17.212702,19.242422,323.8556,16.482398999999997,2335.4689075946812,,14.537342,18.302595521374872,-1.0,19.251219,1.1443712,0.11,16.822601000000002,17.212702,,0.99647874,0.9999909,325
325,-1.0,12.819280000000001,16.483534,,19.546505,-78.82054000000001,1.1438627000000001,6520,16.467993,17.212702,16.625992,324.85614,16.482347,2352.5030691623692,,14.5437355,18.17571639273356,-1.0,19.276664999999998,1.1438648999999999,0.11,16.8523,17.212702,,0.99649125,0.9999909,326
326,-1.0,12.816216,16.483793,,19.54143,-78.53110500000001,1.1433567,6540,16.568718,17.212702,15.689823,325.85663,16.482653,2371.720138311386,,14.547231,18.273466368697093,-1.0,19.302082000000002,1.143361,0.11,16.881943,17.212702,,0.9965035,0.9999909,327
327,-1.0,12.813163000000001,16.483822,,19.536112,-78.2416,1.1428617,6560,16.492882,17.212702,16.294685,326.85715,16.482687,2390.5813670158386,,14.552548000000002,18.195991755059424,-1.0,19.327469,1.1428617,0.11,16.911533,17.212702,,0.9965156999999999,0.9999909,328
328,-1.0,12.810119,16.484077,,19.531084,-77.93611999999999,1.1423626,6580,16.567425,17.212702,22.128002,327.85767000000004,16.482982999999997,2409.3216960430145,,14.575562,18.282038672852003,-1.0,19.352825,1.1423649,0.11,16.941074,17.212702,,0.99652785,0.9999909,329
329,-1.0,12.807084,16.48434,,19.52609,-77.66481999999999,1.1418692,6600,16.571491,17.212702,11.457410000000001,328.85812000000004,16.483286,2429.460304737091,,14.566101000000002,18.285753820193293,-1.0,19.37815,1.1418725,0.11,16.970562,17.212702,,0.9965398000000001,0.9999909,330
330,-1.0,12.804058,16.484499,,19.521008,-77.39133000000001,1.1413815,6620,16.536325,17.212702,12.730692999999999,329.85864,16.483473,2451.947968244553,,14.560544,18.23470322556196,-1.0,19.40345,1.1413847,0.11,17.0,17.212702,,0.9965518,0.9999909,331
331,-1.0,12.801042,16.484293,,19.515532999999998,-77.10799399999999,1.1408972,6640,16.41614,17.212702,16.54474,330.85913,16.48324,2470.346163988113,,14.566510000000001,18.116002907735577,-1.0,19.428717000000002,1.1408972,0.11,17.029387,17.212702,,0.9965636999999998,0.9999909,332
332,-1.0,12.798034,16.484211,,19.510227,-76.82961,1.1404077,6660,16.457212,17.212702,15.460444,331.85962,16.483148999999997,2486.46010184288,,14.569185000000001,18.15491408385574,-1.0,19.453953,1.1404163999999999,0.11,17.058723,17.212702,,0.9965754000000001,0.9999909,333
333,-1.0,12.795035,16.48412,,19.504939999999998,-76.55035,1.1399336000000002,6680,16.453453,17.212702,16.312914000000003,332.8601,16.48305,2506.1081910133357,,14.574394,18.15750115653688,-1.0,19.479162,1.1399357,0.11,17.088009,17.212702,,0.99658716,0.9999909,334
334,-1.0,12.792046000000001,16.484354,,19.50005,-76.2709,1.1394553,6700,16.562624,17.212702,16.935837,333.86053,16.483320000000003,2525.9715955257416,,14.58143,18.279084819586387,-1.0,19.504341,1.1394597,0.11,17.117243,17.212702,,0.9965985999999999,0.9999909,335
335,-1.0,12.789064999999999,16.48433,,19.494889999999998,-75.99933,1.1389806,6720,16.476392999999998,17.212702,14.846563,334.86102,16.483295000000002,2544.6170439720154,,14.58221,18.17626216415597,-1.0,19.529491,1.1389881000000002,0.11,17.14643,17.212702,,0.99661016,0.9999909,336
336,-1.0,12.786094,16.484621,,19.490118,-75.738304,1.1385157,6740,16.58247,17.212702,11.837026,335.86148,16.483631,2562.3745834827428,,14.574054,18.29878823266205,-1.0,19.554613,1.138519,0.11,17.175562,17.212702,,0.9966216,0.9999909,337
337,-1.0,12.783131,16.484745,,19.485178,-75.4611,1.1380479,6760,16.526320000000002,17.212702,17.826689000000002,336.86197000000004,16.483774,2583.6039488315587,,14.583667000000002,18.234539966830468,-1.0,19.579704,1.1380522,0.11,17.20465,17.212702,,0.99663305,0.9999909,338
338,-1.0,12.780175999999999,16.485070999999998,,19.480495,-75.18144000000001,1.1375813,6780,16.596079,17.212702,19.215002,337.86242999999996,16.48415,2600.114771604538,,14.597317000000002,18.30986671994484,-1.0,19.604767000000002,1.1375878000000001,0.11,17.233688,17.212702,,0.9966443000000001,0.9999909,339
339,-1.0,12.777231,16.485153,,19.475561,-74.89545,1.1371236,6800,16.512307999999997,17.212702,21.927633,338.86285,16.484245,2617.907255887985,,14.618867999999999,18.22384982841919,-1.0,19.629799,1.1371278999999999,0.11,17.262676000000003,17.212702,,0.99665546,0.9999909,340
340,-1.0,12.774294,16.4853,,19.470728,-74.61237,1.1366682,6820,16.535816,17.212702,21.503746,339.86334,16.484419,2631.9327943325047,,14.639047,18.246108683788112,-1.0,19.654804000000002,1.1366704,0.11,17.291616,17.212702,,0.99666667,0.9999909,341
341,-1.0,12.771366,16.485695,,19.466196,-74.34470999999999,1.1362152,6840,16.620047,17.212702,16.80084,340.86383,16.484869,2649.6473951339717,,14.645357999999998,18.32709313854308,-1.0,19.679779999999997,1.1362173999999998,0.11,17.320510000000002,17.212702,,0.9966779,0.9999909,342
342,-1.0,12.768446,16.485659,,19.461203,-74.095894,1.1357613000000002,6860,16.473404000000002,17.212702,10.8723755,341.86426,16.48483,2665.21333193779,,14.634348999999998,18.17856256516861,-1.0,19.704729999999998,1.1357666000000002,0.11,17.34935,17.212702,,0.9966888,0.9999909,343
343,-1.0,12.765535,16.485926,,19.456572,-73.82044,1.1353161,6880,16.576763,17.212702,20.531881,342.8647,16.485132,2684.716063261032,,14.651481,18.29166355230296,-1.0,19.729645,1.1353183,0.11,17.378147,17.212702,,0.9966997,0.9999909,344
344,-1.0,12.762632,16.485935,,19.451681,-73.5643,1.1348702,6900,16.48959,17.212702,14.422766000000001,343.8651,16.48515,2704.2871026992802,,14.650807999999998,18.194418152702692,-1.0,19.754535999999998,1.1348723,0.11,17.406895000000002,17.212702,,0.9967104999999999,0.9999909,345
345,-1.0,12.759738,16.486212,,19.447115,-73.30069,1.1344243,6920,16.581951,17.212702,17.518133,344.8656,16.485466,2724.662014722824,,14.659085000000001,18.298154111766106,-1.0,19.779398,1.1344309,0.11,17.435596,17.212702,,0.9967214,0.9999909,346
346,-1.0,12.756852,16.486137,,19.442171,-73.05341,1.1339861999999998,6940,16.460148,17.212702,12.37845,345.866,16.485382,2743.0026688575745,,14.652501,18.156457514677264,-1.0,19.80423,1.1339917,0.11,17.464249,17.212702,,0.996732,0.9999909,347
347,-1.0,12.753974000000001,16.486362,,19.437593,-72.79686,1.1335527,6960,16.564438,17.212702,16.102293,346.86646,16.48564,2755.114334344864,,14.65666,18.275975393306155,-1.0,19.829033,1.1335548,0.11,17.492857,17.212702,,0.99674267,0.9999909,348
348,-1.0,12.751104,16.48692,,19.433416,-72.54387,1.1331182,6980,16.680841,17.212702,15.370957999999998,347.86688,16.486273,2777.028489589691,,14.658695000000002,18.40044448232624,-1.0,19.853813,1.1331226,0.11,17.521414,17.212702,,0.9967531999999999,0.9999909,349
349,-1.0,12.748242999999999,16.486932999999997,,19.428646,-72.29805999999999,1.1326892,7000,16.491782999999998,17.212702,13.366192000000002,348.86728,16.486292000000002,2798.820043325424,,14.654992000000002,18.198861028942858,-1.0,19.87856,1.1326903,0.11,17.549929000000002,17.212702,,0.99676365,0.9999909,350
350,-1.0,12.745389999999999,16.487036,,19.423998,-72.0506,1.1322562,7020,16.522558,17.212702,14.437415,349.86773999999997,16.486407999999997,2817.9032804965973,,14.654363,18.2335757639855,-1.0,19.903282,1.1322627,0.11,17.578394,17.212702,,0.9967742,0.9999909,351
351,-1.0,12.742545,16.487316,,19.419575,-71.80276500000001,1.1318308000000001,7040,16.585472,17.212702,15.062454,350.86816,16.486727,2837.637857198715,,14.655512,18.298328349207548,-1.0,19.927970000000002,1.1318371999999999,0.11,17.606820000000003,17.212702,,0.99678457,0.9999909,352
352,-1.0,12.739709,16.48765,,19.415233999999998,-71.54405,1.1314077,7060,16.605494,17.212702,19.40015,351.86856,16.487106,2858.554334878921,,14.668944,18.31764568731231,-1.0,19.952635,1.1314143,0.11,17.635193,17.212702,,0.99679476,0.9999909,353
353,-1.0,12.736879,16.487509,,19.410381,-71.29825600000001,1.1309924,7080,16.437588,17.212702,15.345822,352.86902000000003,16.48695,2877.7811844348907,,14.670846,18.1429016576578,-1.0,19.977273999999998,1.1309956,0.11,17.663523,17.212702,,0.99680513,0.9999909,354
354,-1.0,12.734058000000001,16.487652,,19.405872,-71.0484,1.1305729,7100,16.538529999999998,17.212702,17.274439,353.8694,16.487114000000002,2894.054135560989,,14.678172,18.24337818629652,-1.0,20.00188,1.1305771999999998,0.11,17.691805,17.212702,,0.99681515,0.9999909,355
355,-1.0,12.731246,16.487865,,19.401466,-70.80856999999999,1.1301611999999999,7120,16.563882999999997,17.212702,14.211319,354.86987,16.48736,2912.556838512421,,14.676851000000001,18.275314875649286,-1.0,20.026464,1.1301633,0.11,17.720047,17.212702,,0.99682546,0.9999909,356
356,-1.0,12.728441,16.487871,,19.396843,-70.55895,1.1297452,7140,16.489555,17.212702,18.181921,355.8703,16.487366,2928.715365409851,,14.68666,18.18790666478072,-1.0,20.05102,1.1297517,0.11,17.74824,17.212702,,0.9968355999999999,0.9999909,357
357,-1.0,12.725643,16.487705,,19.39205,-70.33481,1.1293358999999998,7160,16.428421,17.212702,9.563657000000001,356.8707,16.487179,2946.676997900009,,14.67234,18.137825178376094,-1.0,20.075544,1.1293423,0.11,17.77639,17.212702,,0.99684554,0.9999909,358
358,-1.0,12.722855000000001,16.48807,,19.387878,-70.09624000000001,1.1289331,7180,16.618786,17.212702,15.1906395,357.87106,16.487593,2963.811503648758,,14.673774,18.333332778585532,-1.0,20.10004,1.1289352,0.11,17.804495000000003,17.212702,,0.9968553,0.9999909,359
359,-1.0,12.720073,16.48834,,19.38362,-69.85191,1.1285284,7200,16.585287,17.212702,17.740429000000002,358.8715,16.487898,2984.146326780319,,14.682282999999998,18.296491522022947,-1.0,20.124512,1.1285326,0.11,17.832556,17.212702,,0.9968653000000001,0.9999909,360
360,-1.0,12.7172985,16.488516,,19.379278,-69.63134000000001,1.1281238,7220,16.552158,17.212702,9.651187,359.87186,16.4881,3004.200236082077,,14.668337,18.261091108952165,-1.0,20.148956,1.1281302,0.11,17.860570000000003,17.212702,,0.9968749,0.9999909,361
361,-1.0,12.714532,16.488867000000003,,19.375153,-69.38739,1.1277258,7240,16.615292,17.212702,18.561773000000002,360.87225,16.488495,3025.998123884201,,14.679082999999999,18.3266564272032,-1.0,20.173370000000002,1.1277301000000002,0.11,17.888545999999998,17.212702,,0.9968847,0.9999909,362
362,-1.0,12.711774,16.489113,,19.370932,-69.14490500000001,1.1273322000000001,7260,16.578312,17.212702,18.512688,361.87265,16.488773000000002,3048.7261683940887,,14.689635999999998,18.283571705194387,-1.0,20.197762,1.1273343999999998,0.11,17.916473,17.212702,,0.99689436,0.9999909,363
