,LQGmu01,DenMISEMeanLog,TimeElapsed,MISE,IWNorm2,URet,IWNorm1,ReturnMax,DenMISELogFirst,target_sum_log_mean,IWMin,TimestepsSoFar,SqrtESSClassic,Bound,ReturnLastEpisode,DenMISELogLast,IWMax,LQGsigma,ReturnStepMax,ReturnAbsMax,IWFirstEpisode,ReturnMin,ReturnMean,IWLastEpisode,LQGmu1,Iteration,IWMean
10,0.221,8.160783,18.503416061401367,6.3677839999999994,4.7348360000000005,9.369556973885944,8.200804,16.20821,14.704122,-217.45726000000002,,220,1.7320143,25.083807,8.529800999999999,15.064542999999999,2.7497208,0.11,0.9994574,16.20821,,,10.005142999999999,2.7497208,0.978,11,0.7455276
11,0.221,8.592813,18.94521164894104,6.806722,4.782644,9.372613162150424,9.565230999999999,16.20821,14.61711,-198.12651,,240,1.9999881999999998,23.01503,8.533317,13.636412,2.3998065,0.11,0.9994574,16.20821,,,9.882492,2.3996532000000004,0.978,12,0.79710263
12,0.221,8.824236,19.488929986953735,7.0935354,4.8272977,9.399888412199688,10.794179,16.20821,14.537067,-181.91661000000002,,260,2.2360706,21.590582,8.558255,11.834964999999999,2.1665213,0.11,0.9994574,16.20821,,,9.780628,2.1536894,0.978,13,0.83032143
13,0.221,9.248069000000001,20.146079063415527,7.295787,4.886307,9.32272670762826,11.969012,16.20821,14.462959,-167.80498,,280,2.4495007999999996,20.529675,8.487219,14.953114499999998,1.999999,0.11,0.9994574,16.20821,,,9.688241,1.999999,0.978,14,0.85492945
14,0.221,9.451278,20.615066528320312,7.451575,4.948789,9.39803445243334,13.093355,16.20821,14.393967000000002,-155.74544,,300,2.6457694,19.703747,8.553907,12.462857000000001,1.8750001,0.11,0.9994574,16.20821,,,9.612619,1.8687627,0.978,15,0.87289035
15,0.221,9.632574,21.299915552139282,7.571311,5.0188489999999994,9.347572604324338,14.19556,16.20821,14.329428,-145.1943,,320,2.8284495,19.032154000000002,8.513098,12.497492,1.7777777,0.11,0.9994574,16.20821,,,9.5439,1.7777726999999999,0.978,16,0.8872225
16,0.221,9.878267,21.99026870727539,7.6677704,5.092301,9.364636960574991,15.277034,16.20821,14.268804000000001,-135.80237,,340,3.0000257,18.473152,8.523164999999999,13.937973000000001,1.6999999,0.11,0.9994574,16.20821,,,9.483856,1.6999593999999998,0.978,17,0.89864904
17,0.221,10.27122,22.66412615776062,7.745885400000001,5.168237,9.354285692891224,16.343552,16.20821,14.211645,-127.28228,,360,3.1623068,17.996763,8.516451,17.06653,1.6363636000000001,0.11,0.9994574,16.20821,,,9.430111,1.6363558,0.978,18,0.9079751
18,0.221,10.536173,23.454200983047485,7.810637,5.2459073,9.350870392330243,17.398872,16.20821,14.157577499999999,-119.74801000000001,,380,3.3166564,17.584463,8.514043,15.409451,1.5833325,0.11,0.9994574,16.20821,,,9.381897,1.5833294,0.978,19,0.9157301
19,0.221,10.754123,24.099558591842648,7.866708,5.3247184999999995,9.370902328206594,18.445547,16.20821,14.106285,-112.98956000000001,,400,3.4641356,17.224429999999998,8.532336,14.990138,1.538462,0.11,0.9994574,16.20821,,,9.339417999999998,1.5384004,0.978,20,0.92227733
20,0.221,10.627714,24.76206970214844,7.9142339999999995,5.402561,9.400272217347553,19.479399,16.20821,14.057494,-107.20015,,420,3.605586,16.904844,8.56066,8.186810000000001,1.5,0.11,0.9994574,16.20821,,,9.302336,1.4938513999999998,0.978,21,0.9275904
21,0.221,10.861033,25.48969101905823,7.956894,5.482543499999999,9.389018771829967,20.514001999999998,16.20821,14.010975,-101.58995999999999,,440,3.7416945,16.62046,8.549387,15.841641000000001,1.466666,0.11,0.9994574,16.20821,,,9.268111,1.4661136000000001,0.978,22,0.93245465
22,0.221,11.080857,26.25898194313049,7.994178,5.5621877,9.400169405550967,21.542475,16.20821,13.966522,-96.461975,,460,3.8730218,16.363979999999998,8.559844,15.992207999999998,1.4375,0.11,0.9994574,16.20821,,,9.237317,1.4352111,0.978,23,0.93662935
23,0.221,11.257072,27.14206552505493,8.027102000000001,5.6418653,9.399493943036985,22.56769,16.20821,13.923964000000002,-91.78757,,480,4.0000405,16.131126000000002,8.559237,15.380382999999998,1.4117641,0.11,0.9994574,16.20821,,,9.209064,1.4097056000000001,0.978,24,0.94032043
24,0.221,11.475882,27.885203123092648,8.055857000000001,5.721826,9.379596084069828,23.591934,16.20821,13.8831415,-87.43119,,500,4.1231480000000005,15.9179125,8.538298,16.793295,1.3888882,0.11,0.9994574,16.20821,,,9.182233,1.3887783,0.978,25,0.94367737
25,0.221,11.4751,28.84923768043518,8.079723,5.8014455,9.342287291211194,24.6137,16.20821,13.843921,-83.61341,,520,4.242684400000001,15.720267999999999,8.502951,11.517648,1.3684213,0.11,0.9994574,16.20821,,,9.156107,1.36842,0.978,26,0.9466808000000001
26,0.221,11.622905000000001,29.892905473709106,8.102523,5.8806114,9.366514013103517,25.633257,16.20821,13.80618,-79.93052,,540,4.3589444,15.539282,8.530049,15.524431,1.3499994,0.11,0.9994574,16.20821,,,9.132918,1.3499813,0.978,27,0.94937986
27,0.221,11.602537,30.9429349899292,8.123825,5.959121,9.389942981617496,26.650274,16.20821,13.769813000000001,-76.66888399999999,,560,4.472182,15.372282,8.548941000000001,11.108101,1.3333327,0.11,0.9994574,16.20821,,,9.112062,1.3326639999999998,0.978,28,0.9517955
28,0.221,11.6363,31.90658450126648,8.139610000000001,6.0372334,9.298554221030132,27.66637,16.20821,13.734720999999999,-73.57993,,580,4.582624,15.213379000000002,8.466183000000001,12.634399,1.3181822,0.11,0.9994574,16.20821,,,9.089791,1.3181822,0.978,29,0.95401275
29,0.221,11.785842,33.18336868286133,8.15731,6.1139827,9.407010375731627,28.677418,16.20821,13.700820000000002,-70.57942,,600,4.6904645,15.068441,8.566061,16.172718,1.3043479,0.11,0.9994574,16.20821,,,9.072333,1.3007107,0.978,30,0.9559139000000001
30,0.221,11.930463,34.130274534225464,8.1692505,6.1865554000000005,9.420514933092676,29.669828000000003,16.20821,13.668029999999998,-67.76858,,620,4.795856,14.928507000000002,8.579703,16.317099,1.2916671999999998,0.11,0.9994574,16.20821,,,9.056443,1.2704369,0.978,31,0.9570912
31,0.221,12.013928,35.175888061523445,8.183691,6.2617389999999995,9.41149832962167,30.676296,16.20821,13.636281,-65.18553,,640,4.899006,14.800629999999998,8.567407000000001,14.647816,1.2800006000000002,0.11,0.9994574,16.20821,,,9.041161,1.2729157,0.978,32,0.95863426
32,0.221,12.093739,36.182804584503174,8.19571,6.3351545,9.416464103429817,31.675913,16.20821,13.60551,-62.75808000000001,,660,5.000022,14.678966,8.573996000000001,14.692374,1.2692306,0.11,0.9994574,16.20821,,,9.027003,1.2560358,0.978,33,0.9598761
33,0.221,12.316412,37.18913745880128,8.208247,6.410678,9.357920914318159,32.688340000000004,16.20821,13.575656,-60.32583,,680,5.0990458,14.565598000000001,8.520453,19.70787,1.2592596999999999,0.11,0.9994574,16.20821,,,9.012105,1.2592573,0.978,34,0.9614216999999998
34,0.221,12.356811,38.05912637710571,8.220625,6.485468,9.384941724160468,33.699670000000005,16.20821,13.546669,-58.202377,,700,5.196182,14.459133,8.543241,13.771873000000001,1.25,0.11,0.9994574,16.20821,,,8.998708,1.2498176,0.978,35,0.9628476999999999
35,0.221,12.452862,39.018176078796394,8.230534,6.559603999999999,9.330042537246682,34.710373,16.20821,13.518498000000001,-56.139236,,720,5.291535,14.356623999999998,8.4959955,15.854538,1.2413801000000002,0.11,0.9994574,16.20821,,,8.984744000000001,1.2413789,0.978,36,0.9641770000000001
36,0.221,12.425139,39.894303560256965,8.239687,6.633058,9.332697439616656,35.72034,16.20821,13.491098999999998,-54.306408,,740,5.385199500000001,14.259226000000002,8.493946000000001,11.465605,1.2333334999999999,0.11,0.9994574,16.20821,,,8.971478999999999,1.2333323,0.978,37,0.96541464
37,0.221,12.6317005,40.85128355026245,8.249855,6.705825,9.385134914605377,36.72957,16.20821,13.464431,-52.337425,,760,5.4772635,14.168215,8.545019,20.31144,1.2258065,0.11,0.9994574,16.20821,,,8.960257,1.2257211000000001,0.978,38,0.9665676
38,0.221,12.70686,41.6699697971344,8.259412,6.7779174,9.386715584375505,37.738113,16.20821,13.438456,-50.590405,,780,5.567804,14.081532000000001,8.54696,15.598698,1.2187507,0.11,0.9994574,16.20821,,,8.94966,1.2185857,0.978,39,0.9676439
39,0.221,12.837657,42.55055856704712,8.267872,6.8493886,9.367586511844381,38.746277,16.20821,13.413136999999999,-48.871502,,800,5.6568955999999995,13.998297,8.529395,17.973259,1.2121217,0.11,0.9994574,16.20821,,,8.939153999999998,1.2121114,0.978,40,0.9686568999999999
40,0.221,12.961387,44.10126733779907,8.276311,6.920210400000001,9.38411125574194,39.753887,16.20821,13.388445,-47.237293,,820,5.744607,13.919242,8.546608,17.944004,1.2058829,0.11,0.9994574,16.20821,,,8.929578999999999,1.2057978,0.978,41,0.969607
41,0.221,13.055925,45.188515901565545,8.282865,6.990419999999999,9.333537650710463,40.761124,16.20821,13.364347,-45.704338,,840,5.830998,13.842191,8.4973755,16.964423999999998,1.2,0.11,0.9994574,16.20821,,,8.919289,1.2,0.978,42,0.9705030000000001
42,0.221,12.8236685,46.52500987052918,8.2900095,7.059351400000001,9.401563533616564,41.764023,16.20821,13.3408165,-44.565292,,860,5.9161277000000005,13.7693405,8.560396,3.1002424,1.1944454,0.11,0.9994574,16.20821,,,8.910942,1.190512,0.978,43,0.9712563
43,0.221,12.820449,47.71802926063538,8.297039999999999,7.1283517000000005,9.384054868593424,42.770462,16.20821,13.317827,-43.259594,,880,6.0000496,13.699732000000001,8.5429325,12.712473,1.1891896999999998,0.11,0.9994574,16.20821,,,8.902578,1.1890593,0.978,44,0.9720559999999999
44,0.221,12.795182,48.95043611526489,8.303577,7.196776,9.374814844568274,43.77665,16.20821,13.295354999999999,-42.03422,,900,6.082814,13.632759,8.537974,11.713080999999999,1.1842113,0.11,0.9994574,16.20821,,,8.894476,1.1841716999999998,0.978,45,0.97281444
45,0.221,12.769046000000001,50.26232719421387,8.282697,7.241469,9.436309482662956,44.630320000000005,16.20821,13.2733755,-40.867203,,920,6.1631584,13.542406,8.590516000000001,11.621692,1.1794876,0.11,0.9994574,16.20821,,,8.887868,1.0272664,0.978,46,0.9702244000000001
46,0.221,12.832416,51.58403301239014,8.290094,7.309568,9.39048233941642,45.6396,16.20821,13.251869000000001,-39.658543,,940,6.2438164,13.481857999999999,8.548866,15.778678,1.1750001,0.11,0.9994574,16.20821,,,8.880655,1.1747916999999999,0.978,47,0.97105527
47,0.221,12.859154,52.63033533096314,8.295939,7.3770942999999995,9.333862912526774,46.64862,16.20821,13.230816,-38.53433,,960,6.323441000000001,13.422329000000001,8.499830000000001,14.146244,1.1707318000000002,0.11,0.9994574,16.20821,,,8.872722,1.1707318000000002,0.978,48,0.9718462999999999
48,0.221,12.9036,54.01234722137451,8.302166,7.444025999999999,9.36713083874749,47.657196,16.20821,13.2101965,-37.437286,,980,6.402073000000001,13.365591,8.528855,15.066435,1.166667,0.11,0.9994574,16.20821,,,8.865704,1.1666582,0.978,49,0.9725958
49,0.221,12.855727,55.423713207244866,8.308361,7.5103683000000006,9.379809226594322,48.665295,16.20821,13.189994,-36.47475,,1000,6.4797482,13.3110895,8.541707,10.538785,1.1627915,0.11,0.9994574,16.20821,,,8.859223,1.1627128,0.978,50,0.9733059000000001
50,0.221,12.943684,56.62132740020752,8.314233999999999,7.576150999999999,9.383412381175358,49.673035,16.20821,13.170192000000002,-35.416090000000004,,1020,6.5565,13.258398999999999,8.540914,17.369425,1.1590913999999999,0.11,0.9994574,16.20821,,,8.8529825,1.1590295,0.978,51,0.9739810999999999
51,0.221,13.074757,58.32625555992127,8.319911,7.6413839999999995,9.384827436190339,50.680428000000006,16.20821,13.150773000000001,-34.35172,,1040,6.632362400000001,13.207523000000002,8.544851,19.786661,1.1555562,0.11,0.9994574,16.20821,,,8.847056,1.1555,0.978,52,0.9746235999999999
52,0.221,13.107871,60.05644607543945,8.32489,7.7060885,9.366079990328231,51.687540000000006,16.20821,13.131725,-33.420590000000004,,1060,6.7073636,13.15785,8.524704,14.856347,1.1521747,0.11,0.9994574,16.20821,,,8.840975,1.152167,0.978,53,0.9752366
53,0.221,13.161839,61.57800889015198,8.32903,7.770270299999999,9.329923537566,52.694347,16.20821,13.113032999999998,-32.501934000000006,,1080,6.781533199999999,13.109132999999998,8.496108999999999,16.047933999999998,1.1489377,0.11,0.9994574,16.20821,,,8.834588,1.1489377,0.978,54,0.97582126
54,0.221,13.205248999999998,63.619667530059814,8.333089999999999,7.833941,9.336618877302008,53.700874,16.20821,13.094683999999999,-31.625341,,1100,6.8548990000000005,13.062032,8.501425999999999,15.57475,1.1458343999999998,0.11,0.9994574,16.20821,,,8.82853,1.1458334,0.978,55,0.9763795
55,0.221,13.257639000000001,65.22603344917296,8.336730000000001,7.8971089999999995,9.324225003115602,54.707115,16.20821,13.076665,-30.769579999999998,,1120,6.9274864,13.016121,8.489903,16.163695999999998,1.1428573,0.11,0.9994574,16.20821,,,8.822484,1.1428573,0.978,56,0.9769128
56,0.221,13.328902,66.61373543739319,8.3406515,7.9585300000000005,9.421009687921641,55.704285,16.20821,13.058966,-29.923325,,1140,6.999318,12.97202,8.578444500000002,17.343704000000002,1.1400008999999998,0.11,0.9994574,16.20821,,,8.818202000000001,1.1311639999999998,0.978,57,0.97726816
57,0.221,13.360603,68.18185210227965,8.345095,8.020755,9.388208931962184,56.710106,16.20821,13.041574,-29.14327,,1160,7.070420299999999,12.929889,8.5468445,15.191228,1.1372559,0.11,0.9994574,16.20821,,,8.813524000000001,1.13713,0.978,58,0.97776043
58,0.221,13.437467000000002,69.70404458045961,8.349523,8.082484,9.397404396967199,57.71550799999999,16.20821,13.02448,-28.343473,,1180,7.1408130000000005,12.88912,8.557134,17.918764000000003,1.134617,0.11,0.9994574,16.20821,,,8.809178,1.1342945,0.978,59,0.9782289000000001
59,0.221,13.491221,71.53405737876892,8.353489,8.143798,9.37703084448774,58.720997,16.20821,13.007672,-27.590925,,1200,7.2105174,12.849202,8.539889,16.685312,1.132077,0.11,0.9994574,16.20821,,,8.804689,1.1320531,0.978,60,0.9786833
60,0.221,13.44425,73.18728566169739,8.357460000000001,8.204628999999999,9.390521301309187,59.726032,16.20821,12.991143,-26.962063,,1220,7.279553,12.810539,8.550642,10.648153,1.129631,0.11,0.9994574,16.20821,,,8.800525,1.1293746,0.978,61,0.9791153
61,0.221,13.411226999999998,74.60507535934448,8.361272999999999,8.265014,9.392933666387963,60.730819999999994,16.20821,12.974882000000001,-26.341091,,1240,7.347939500000001,12.772907,8.550971,11.418577,1.1272731000000002,0.11,0.9994574,16.20821,,,8.7965,1.1269517,0.978,62,0.9795292999999999
62,0.221,13.490654000000001,76.55819344520569,8.363911,8.325014,9.325830949569248,61.735756,16.20821,12.958882000000001,-25.62847,,1260,7.4156938,12.735237,8.490867,18.43638,1.1250006000000001,0.11,0.9994574,16.20821,,,8.791649000000001,1.1249995000000002,0.978,63,0.9799325999999999
63,0.221,13.514736,78.02256321907043,8.366217,8.384591,9.312396454947985,62.740497999999995,16.20821,12.943133999999999,-24.991016000000002,,1280,7.4828334000000005,12.698322000000001,8.4779415,15.052775,1.1228076,0.11,0.9994574,16.20821,,,8.786747,1.1228065,0.978,64,0.9803203000000001
64,0.221,13.439448,79.661345243454,8.369726,8.443577000000001,9.401882881150154,63.74374,16.20821,12.927629,-24.47186,,1300,7.5493765,12.663647000000001,8.563143,8.641428,1.1206905,0.11,0.9994574,16.20821,,,8.783306,1.1193275,0.978,65,0.9806729
65,0.221,13.420243,81.24907422065733,8.371694999999999,8.500464,9.422033055016806,64.73383000000001,16.20821,12.912362,-23.914842999999998,,1320,7.615328999999999,12.628427499999999,8.5793915,12.191993,1.1186446,0.11,0.9994574,16.20821,,,8.780217,1.1042948000000001,0.978,66,0.98081565
66,0.221,13.481457,82.59374237060547,8.374317999999999,8.558882,9.347591350839783,65.738396,16.20821,12.897325,-23.294445,,1340,7.6807227,12.594809,8.5112095,17.541432999999998,1.1166673999999999,0.11,0.9994574,16.20821,,,8.776202,1.1166663000000001,0.978,67,0.98117006
67,0.221,13.529243,83.69151616096497,8.376372,8.616909,9.31401508154816,66.742805,16.20821,12.882508999999999,-22.703953,,1360,7.745562,12.561533,8.482249000000001,16.750439,1.1147553999999997,0.11,0.9994574,16.20821,,,8.771879,1.1147553999999997,0.978,68,0.98151183
68,0.221,13.578539000000001,85.40423202514648,8.379334,8.674547,9.382459837362012,67.74704,16.20821,12.86791,-22.12771,,1380,7.809864500000001,12.530037,8.543502,16.949762,1.1129038,0.11,0.9994574,16.20821,,,8.76857,1.1128646,0.978,69,0.98184115
69,0.221,13.620049,86.58740425109863,8.381337,8.731814,9.322872533715078,68.75116,16.20821,12.853521,-21.574337,,1400,7.8736396,12.498419,8.489258,16.503094,1.1111127,0.11,0.9994574,16.20821,,,8.76458,1.1111106000000002,0.978,70,0.98215944
70,0.221,13.567604999999999,87.85688757896423,8.384174,8.788697,9.386227418682306,69.75503499999999,16.20821,12.839336999999999,-21.129368,,1420,7.9369024999999995,12.46844,8.54802,9.914976,1.1093761999999998,0.11,0.9994574,16.20821,,,8.76153,1.1092483,0.978,71,0.98246527
71,0.221,13.628191000000001,89.22171902656555,8.386944,8.845225,9.388498491383864,70.75883499999999,16.20821,12.825351,-20.585207,,1440,7.9996643,12.439167,8.549341,17.947884,1.1076932,0.11,0.9994574,16.20821,,,8.758582,1.1076193,0.978,72,0.9827616
72,0.221,13.646374,91.21020364761351,8.389524,8.901402000000001,9.380860199001544,71.76256,16.20821,12.811558,-20.096722,,1460,8.061938,12.410446,8.542653999999999,14.973434,1.1060611999999999,0.11,0.9994574,16.20821,,,8.755624000000001,1.1060253,0.978,73,0.98304874
73,0.221,13.675359,93.3188636302948,8.391167999999999,8.957236,9.321391145417808,72.76619000000001,16.20821,12.797952,-19.61017,,1480,8.123733,12.381503,8.484997,15.808712,1.104478,0.11,0.9994574,16.20821,,,8.751967,1.1044768999999999,0.978,74,0.9833269
74,0.221,13.733841,95.3443877696991,8.392977,9.012728,9.336416197452387,73.76974,16.20821,12.784529,-19.106344,,1500,8.185062,12.353414,8.500132,18.078777,1.1029423,0.11,0.9994574,16.20821,,,8.748610000000001,1.1029413000000001,0.978,75,0.9835965
75,0.221,13.717919,97.05048274993895,8.395088000000001,9.0678835,9.36334710512686,74.77316,16.20821,12.771283,-18.688663000000002,,1520,8.245934,12.326289,8.524883,12.540764,1.1014508,0.11,0.9994574,16.20821,,,8.745664999999999,1.1014445,0.978,76,0.9838574000000001
76,0.221,13.800049,98.92389059066772,8.397079,9.122709,9.361543894868095,75.77649,16.20821,12.758211,-18.184216,,1540,8.306358,12.299683,8.521085000000001,20.058603,1.1000011,0.11,0.9994574,16.20821,,,8.742747999999999,1.1,0.978,77,0.98411024
77,0.221,13.781893,100.58394503593443,8.399094,9.177209,9.366875711909666,76.77972,16.20821,12.745308,-17.7909,,1560,8.366347,12.273714,8.527047999999999,12.400313,1.0985931,0.11,0.9994574,16.20821,,,8.739984,1.0985848,0.978,78,0.98435533
78,0.221,13.770864000000001,102.27149486541748,8.400974,9.231392,9.358767467812973,77.78285,16.20821,12.732569,-17.400896,,1580,8.425907,12.248206,8.521949000000001,12.926611,1.0972235000000001,0.11,0.9994574,16.20821,,,8.737224000000001,1.0972203999999999,0.978,79,0.9845931
79,0.221,13.804560999999998,104.1217577457428,8.402738000000001,9.285261,9.35267204570478,78.78591,16.20821,12.719991,-16.976208,,1600,8.485051,12.223153,8.5172205,16.48266,1.0958912,0.11,0.9994574,16.20821,,,8.734473,1.0958892,0.978,80,0.9848239
80,0.221,13.882713,106.09279227256776,8.404852,9.338817,9.388533853821064,79.78883,16.20821,12.707567999999998,-16.516737,,1620,8.543784,12.199003999999999,8.547608,20.150492,1.0945961000000002,0.11,0.9994574,16.20821,,,8.732166000000001,1.0945418,0.978,81,0.98504734
81,0.221,13.927001999999998,108.22179794311523,8.406404,9.3920765,9.346866026959963,80.791725,16.20821,12.695297,-16.100448999999998,,1640,8.602116,12.174828,8.509411,17.52971,1.0933348,0.11,0.9994574,16.20821,,,8.72945,1.0933336999999999,0.978,82,0.98526496
82,0.221,13.9437275,110.69290947914124,8.408121000000001,9.445037,9.362334918804127,81.79453000000001,16.20821,12.683176,-15.7207,,1660,8.660053999999999,12.151333000000001,8.52554,15.330429999999998,1.0921061,0.11,0.9994574,16.20821,,,8.726994,1.092103,0.978,83,0.9854763000000001
83,0.221,14.002729,112.11856698989868,8.409882000000001,9.497705999999999,9.373217707193456,82.79727,16.20821,12.6712,-15.307337,,1680,8.717607000000001,12.128382,8.532536,18.914864,1.0909101,0.11,0.9994574,16.20821,,,8.724677999999999,1.0909028,0.978,84,0.98568183
84,0.221,14.042313,114.28793621063231,8.411224,9.550089,9.33873266962569,83.79996,16.20821,12.659366,-14.921745000000001,,1700,8.774783,12.1054945,8.503725,17.382044,1.0897444,0.11,0.9994574,16.20821,,,8.722078999999999,1.0897444,0.978,85,0.98588187
85,0.221,14.085051000000002,116.32445549964905,8.4124,9.602185,9.328050442484995,84.802536,16.20821,12.64767,-14.5410595,,1720,8.831586999999999,12.08291,8.493508,17.732391,1.0886091,0.11,0.9994574,16.20821,,,8.719421,1.0886081,0.978,86,0.9860760000000001
86,0.221,14.097631,118.53784608840942,8.413708,9.654003999999999,9.342062479059637,85.80507,16.20821,12.636108,-14.198316,,1740,8.888029,12.060907,8.506594,15.193788,1.0875008999999998,0.11,0.9994574,16.20821,,,8.716975,1.0874989,0.978,87,0.9862652
87,0.221,14.1683445,121.19836664199828,8.415442,9.705546,9.383614053191893,86.807526,16.20821,12.624680499999998,-13.804954,,1760,8.944116000000001,12.039772,8.544209,20.334694,1.0864208,0.11,0.9994574,16.20821,,,8.715012,1.0863949,0.978,88,0.9864492
88,0.221,14.208557999999998,123.41802430152893,8.416622,9.756822,9.338393543343157,87.80994,16.20821,12.613380000000001,-13.449356,,1780,8.99985,12.018507000000001,8.502321,17.761229,1.0853676,0.11,0.9994574,16.20821,,,8.712622,1.0853676,0.978,89,0.9866285
89,0.221,14.249454,125.70138144493104,8.418061999999999,9.807830000000001,9.364693088189052,88.81229,16.20821,12.602207,-13.100099,,1800,9.0552435,11.997913,8.526437,17.902874,1.0843391000000002,0.11,0.9994574,16.20821,,,8.710552999999999,1.0843351,0.978,90,0.9868031999999999
90,0.221,14.280785999999999,127.89552021026613,8.419715,9.858569000000001,9.389451909921776,89.814514,16.20821,12.591157,-12.767192,,1820,9.110299000000001,11.977932000000001,8.547937,17.114414,1.0833343999999998,0.11,0.9994574,16.20821,,,8.708766,1.0832642,0.978,91,0.9869726999999999
91,0.221,14.328209,130.35917448997498,8.421275,9.909056,9.382782840434556,90.81673,16.20821,12.580228,-12.424767,,1840,9.165023,11.958246,8.543307,18.656872,1.0823535,0.11,0.9994574,16.20821,,,8.706967,1.0823287,0.978,92,0.98713833
92,0.221,14.387020999999999,132.67942762374878,8.422952,9.959265,9.400747725317618,91.81868,16.20821,12.569417,-12.077306,,1860,9.219422999999999,11.939053,8.558261,19.810953,1.0813959999999998,0.11,0.9994574,16.20821,,,8.705368,1.0811547,0.978,93,0.98729765
93,0.221,14.408142999999999,134.97210621833798,8.424088000000001,10.009250999999999,9.350817821470956,92.82081600000001,16.20821,12.5587225,-11.773683,,1880,9.273503,11.919683000000001,8.512880000000001,16.385822,1.0804610000000001,0.11,0.9994574,16.20821,,,8.703321,1.08046,0.978,94,0.9874555
94,0.221,14.406692000000001,136.6748332977295,8.424779,10.05899,9.310123791594226,93.82291,16.20821,12.54814,-11.498597,,1900,9.32727,11.900225,8.476192,14.282988000000001,1.0795473999999998,0.11,0.9994574,16.20821,,,8.700931,1.0795465,0.978,95,0.98760957
95,0.221,14.461761,138.5377643108368,8.426053,10.108483999999999,9.368033199375569,94.82496,16.20821,12.537669000000001,-11.172759,,1920,9.38073,11.881692999999999,8.529775,19.706207,1.0786531000000001,0.11,0.9994574,16.20821,,,8.699147,1.07865,0.978,96,0.9877600000000001
96,0.221,14.434581,140.71859765052795,8.427199,10.157741999999999,9.362796600902547,95.82695,16.20821,12.527306,-10.934766,,1940,9.433883999999999,11.863369,8.520796,11.837763,1.077779,0.11,0.9994574,16.20821,,,8.697308999999999,1.077776,0.978,97,0.9879066999999999
