,ReturnAbsMax,LQGmu01,TimestepsSoFar,IWMax,IWNorm2,ReturnMean,SqrtESSClassic,MISE,Iteration,URet,TimeElapsed,IWMean,DenMISELogLast,ReturnMin,LQGmu1,IWNorm1,ReturnStepMax,DenMISELogFirst,IWFirstEpisode,target_sum_log_mean,IWMin,DenMISEMeanLog,LQGsigma,IWLastEpisode,Bound,ReturnMax,ReturnLastEpisode
0,15.807039999999999,-0.01,20,1.1433848999999998,1.1433848999999998,15.807039999999999,1.0,18.073532,1,17.497854397219367,0.767848014831543,1.1433848999999998,13.511501,,-0.096,1.1433848999999998,0.99233466,13.511501,1.1433848999999998,13.645494,,13.511501,0.11,1.1433848999999998,19.662198999999998,15.807039999999999,15.807039999999999
1,15.807039999999999,-0.009,40,1.9468860000000001,2.2360609,15.627916,1.3625326,23.730964999999998,2,17.11322983487186,28.46732425689697,1.5233529,19.628708,,-0.093,3.0467057,0.99233466,13.580739999999999,1.0998197,16.985413,,16.604725,0.11,1.9468860000000001,24.896929999999998,15.807039999999999,15.448792000000001
2,15.807039999999999,-0.009,60,2.4928708,2.9105722999999997,15.496426999999999,1.5858207,23.810791000000002,3,16.87288747781993,29.99220371246338,1.5385486000000002,14.102175,,-0.088,4.615646,0.99233466,13.613472,1.0170029,16.216501,,15.8728895,0.11,1.1057723,24.812586,15.807039999999999,15.23345
3,15.807039999999999,-0.008,80,3.5504575,3.7183878,15.548596,1.4677206,21.143291,4,17.396550018936313,31.63117599487305,1.3643886,16.119745,,-0.078,5.4575543,0.99233466,13.617714000000001,0.5872824000000001,15.995973999999999,,16.021476999999997,0.11,0.70891887,22.225697,15.807039999999999,15.705105
4,15.807039999999999,-0.01,100,1.1367127000000001,2.053362,15.397785999999998,2.0880702,13.287982000000001,5,16.36152114736155,33.21072840690613,0.8575128000000001,8.603335000000001,,-0.095,4.287564,0.99233466,13.531564000000001,1.1367127000000001,14.326447,,14.574855,0.11,0.370488,14.048813,15.807039999999999,14.794542999999999
5,15.807039999999999,-0.009,120,1.3420279,2.898677,15.272185999999998,2.4434693,18.006681,6,16.272187091316027,35.00542688369751,1.1804714,17.446762,,-0.089,7.082828500000001,0.9931851,13.554093,1.0923446,15.195685999999998,,15.03214,0.11,1.3420279,18.65685,15.807039999999999,14.644182
6,15.807039999999999,-0.008,140,3.3255985,4.691451,15.305451999999999,2.1527426,21.81758,7,17.16452994571252,37.60747170448303,1.4427837,12.595415,,-0.078,10.099486,0.9931851,13.567198999999999,0.5896574,14.821507,,14.705797,0.11,0.61805296,22.555553,15.807039999999999,15.505057
7,15.807039999999999,-0.009,160,1.3825226000000002,3.3781154000000004,15.315729000000001,2.8177586,18.193873999999997,8,17.03800469799398,39.48244071006775,1.1898392,15.006657999999998,,-0.086,9.518714,0.9931851,13.514544500000001,1.0561913,14.954432999999998,,14.784329000000001,0.11,1.2377367,18.757679,15.807039999999999,15.387667
8,15.807039999999999,-0.008,180,2.1094346,3.8703184,15.320374,2.7873366,18.248196,9,16.989785827608422,41.449720859527595,1.1986533000000001,13.393842999999999,,-0.081,10.78788,0.9931851,13.520767999999999,0.77409065,14.758482,,14.648329,0.11,0.94810736,18.818154999999997,15.807039999999999,15.357525
9,15.807039999999999,-0.009,200,1.3374462,3.5157887999999997,15.344019,3.0833437000000004,16.590933,10,17.253245356354064,43.582478761672974,1.0840385000000001,15.806778,,-0.085,10.840385000000001,0.99662584,13.497917999999999,1.01845,14.820569,,14.780916,0.11,0.4091018,17.106174,15.807039999999999,15.556810999999998
