,LQGsigma,TimeElapsed,SqrtESSClassic,ReturnAbsMax,LQGmu1,MISE,IWNorm2,DenMISELogLast,Iteration,Bound,IWMax,IWLastEpisode,ReturnStepMax,DenMISELogFirst,ReturnLastEpisode,target_sum_log_mean,ReturnMean,IWMean,ReturnMin,DenMISEMeanLog,TimestepsSoFar,URet,IWNorm1,LQGmu01,ReturnMax,IWFirstEpisode,IWMin
16,0.11,35.873079538345344,3.0273103999999997,16.649727,-0.181,19.442648000000002,6.628285400000001,14.061272,17,19.995403,2.8769270000000002,0.95671064,0.9999600000000001,15.106998,16.358103,11.717353999999998,16.220551999999998,1.1803458,,14.260655999999999,340,18.094060490025527,20.065878,-0.018,16.649727,2.2013532e-07,
17,0.11,37.39781546592712,3.3662796000000004,16.649727,-0.174,20.192,6.5713353,16.767435,18,20.689095000000002,2.2813842,2.0745494,0.9999600000000001,15.04984,16.367409,12.710662,16.228711999999998,1.2289417999999999,,14.407645,360,18.11501311055995,22.120953,-0.018,16.649727,3.1574414000000003e-06,
18,0.11,39.120518445968635,3.556204,16.649727,-0.171,20.18129,6.5642357,15.087667999999999,19,20.651836,2.1548789,1.9907488999999998,0.9999600000000001,14.995773000000002,16.527561,13.101405,16.244442000000003,1.2286190000000001,,14.453631,380,18.277073230435125,23.343760999999997,-0.017,16.649727,9.449654500000001e-06,
19,0.11,40.49563241004944,3.1147797,16.649727,-0.189,15.020613,5.8441052,14.701841,20,15.557845,3.3062296,1.4547389,0.9999600000000001,14.944479999999999,16.526602,11.385117,16.258549,0.9101549999999999,,14.475945999999999,400,18.281732337237933,18.2031,-0.019,16.649727,7.916974e-09,
20,0.11,41.97018718719482,3.8018818,16.733398,-0.161,18.557236,6.2551239999999995,7.2720795,21,18.999588,2.1521267999999996,0.18090159,0.9999600000000001,14.89569,16.733398,13.355623000000001,16.281162,1.1324401000000002,,14.127889000000001,420,18.494458860478225,23.781242000000002,-0.016,16.733398,0.000251201,
21,0.11,43.9252290725708,1.9523211999999999,16.733398,-0.206,13.590195000000001,9.206418,15.09702,22,14.451614999999999,8.183702,0.96042484,0.9999600000000001,14.849182,16.442368,9.082061,16.288488,0.8169947,,14.177102,440,18.182167518216147,17.973885,-0.021,16.733398,3.5136864999999997e-12,
22,0.11,45.41604661941528,1.2706438,16.835955,-0.243,20.065742,21.60901,14.515897,23,21.397410999999998,20.699911,20.699911,0.9999600000000001,14.80473,16.835955,2.5011468,16.312292000000003,1.1937982,,14.181672,460,18.60211938896104,27.457357000000002,-0.025,16.835955,1.9372759999999998e-20,
23,0.11,47.08808541297913,1.2973242,16.835955,-0.265,24.0632,26.478634000000003,12.499145,24,25.367483,25.472206,25.472206,0.9999600000000001,14.762170999999999,16.811481,-2.0624201,16.333092,1.4313072,,14.108478,480,18.577921791833145,34.35137,-0.027,16.835955,5.69856e-26,
24,0.11,48.98182034492493,1.7141646000000001,16.835955,-0.268,18.866562,16.374374,15.003791,25,19.853676,12.683891000000001,8.997031,0.9999600000000001,14.721348999999998,16.78813,-2.1204581,16.351294,1.1227348999999998,,14.147295000000002,500,18.55233019537197,28.068372999999998,-0.027,16.835955,7.510182e-27,
25,0.11,50.60073375701904,2.1442106,16.835955,-0.247,20.331059,14.675395000000002,11.653944000000001,26,21.120195000000002,8.535425,3.1675633999999997,0.9999600000000001,14.682128,16.81684,3.1438843999999997,16.3692,1.2102745000000001,,14.050396,520,18.584610974629573,31.467136,-0.025,16.835955,2.1453499000000002e-21,
26,0.11,52.35787558555603,5.1961527,16.835955,-0.919,,5.1961524e-10,13.932580999999999,27,0.32564038,,,0.99996275,14.644387,16.766422,-254.2602,16.383910999999998,,,14.049535999999998,540,18.52938240482431,2.7e-09,-0.157,16.835955,,
27,0.11,53.95585513114929,1.0,17.114456,-0.897,19.100302,31.248929999999998,8.835646,28,20.82037,31.248929999999998,31.248929999999998,0.9999836,14.608020000000002,17.114456,-230.57689,16.410002,1.1160332,,13.828256,560,18.893409092643157,31.248929999999998,-0.145,17.114456,,
28,0.11,55.745558738708496,1.2909178,17.114456,-0.888,28.753157,37.916973,9.754218,29,30.085594,35.422783,35.422783,0.9999898000000002,14.572928,17.00516,-216.6657,16.430523,1.6878514,,13.679737,580,18.781082000724584,48.947693,-0.14,17.114456,,
29,0.11,57.21472930908203,1.6096218999999998,17.172386,-0.877,30.006378,32.72102,13.653861,30,31.078611,22.760437,22.212889,0.9999898000000002,14.539026999999999,17.172386,-203.49164,16.455254,1.7556156000000003,,13.685469,600,18.952919286118764,52.66846999999999,-0.136,17.172386,,
30,0.11,58.84778952598572,1.7428987,17.204506,-0.852,29.383226,30.540784999999996,14.239885000000001,31,30.375320000000002,20.819153,9.593553,0.9999898000000002,14.506236999999999,17.204506,-184.55188,16.479422,1.7170805,,13.715072,620,18.985533646700933,53.229496,-0.126,17.204506,,
31,0.11,60.89309310913086,2.0824689999999997,17.204506,-0.854,24.837654,22.29702,12.48311,32,25.667973999999997,12.55415,10.939016,0.9999898000000002,14.474488000000001,17.119972,-179.24829,16.49944,1.4510267,,13.688580499999999,640,18.89832865852346,46.432854,-0.127,17.204506,,
32,0.11,62.18422985076904,1.801813,17.204506,-0.764,6.857494,7.3354479999999995,13.740860999999999,33,7.8171479999999995,5.2868023,0.10904196,0.9999902,14.443717000000001,17.15119,-139.27553999999998,16.51919,0.40051833,,13.698312,660,18.931085461412557,13.217104999999998,-0.1,17.204506,,
33,0.11,64.09068202972412,2.1631062,17.204506,-0.812,20.391586,18.702978,17.1635,34,21.190954,12.136364,12.136364,0.9999993,14.413864000000002,17.185736,-151.16364,16.538794,1.1898978999999998,,13.782367,680,18.967726441457657,40.456528000000006,-0.113,17.204506,,
34,0.11,65.97288227081299,1.5762333,17.204506,-0.304,5.5426707,7.332499,11.764037,35,6.639664,6.356063,7.160031999999999e-13,0.9999993,14.384876,17.174979999999998,-13.003353,16.556973,0.33022082,,13.726882999999999,700,18.95581320445143,11.557729,-0.031,17.204506,1.1259748999999999e-36,
35,0.11,67.66546654701233,2.4420526000000002,17.204506,-0.259,19.496664000000003,17.089878,10.617688000000001,36,20.204723,8.677498,4.686081,0.9999993,14.356705999999999,17.010008,-5.967134,16.569557,1.1592883999999999,,13.62175,720,18.78091897296597,41.734383,-0.027,17.204506,2.407353e-24,
36,0.11,69.74117827415465,2.6438662999999996,17.204506,-0.256,17.618439000000002,14.6635,11.158789,37,18.27245,7.1138716,2.6445722999999997,0.9999993,14.329307,16.821517999999998,-5.165358,16.576366,1.0477928,,13.557181,740,18.582773915847703,38.768333,-0.026,17.204506,1.4479811999999998e-23,
37,0.11,72.1080482006073,1.9201285,17.204506,-0.107,14.458247,18.195908,18.753788,38,15.358769,13.67278,2.2248955e-10,0.9999993,14.302638,16.877760000000002,-14.56453,16.584295,0.9194336999999999,,13.693677,760,18.649399035753508,34.93848,-0.011,17.204506,13.67278,
38,0.11,73.99119162559509,4.0548015,17.204506,-0.158,18.318783,10.769993,11.038388000000001,39,18.74522,3.669364,3.0918447999999996,0.9999993,14.584007999999999,16.25045,-3.656851,16.575737,1.1197483999999998,,13.621388,780,17.980656338633693,43.670185,-0.016,17.204506,0.0009029862,
39,0.11,76.54855132102965,2.8137027999999997,17.204506,-0.231,17.672064000000002,14.961227,16.44333,40,18.286598,7.082117599999999,0.00024826380000000003,0.9999993,14.558713000000001,16.303516000000002,-2.1492430000000002,16.568929999999998,1.0524111999999999,,13.694335999999998,800,18.048491424905837,42.096447,-0.024,17.204506,1.5546772e-17,
40,0.11,78.6821641921997,1.4394827,17.204506,-0.315,9.586811,16.114076999999998,15.731062,41,10.788019,15.6515255,0.72174585,0.9999993,14.534020000000002,16.743729000000002,-12.371933,16.573193,0.5657545,,13.74404,820,18.510296534562656,23.195934,-0.033,17.204506,,
41,0.11,80.61715888977052,2.3883514,17.204506,-0.292,15.4190445,16.071835999999998,14.551117000000001,42,16.143024,11.362179,6.653884,0.9999993,14.509923,16.837542000000003,-7.974848,16.579489000000002,0.91393316,,13.751712,840,18.60753927595952,38.385193,-0.03,17.204506,2.9606183e-33,
42,0.11,82.42976355552673,2.8262765,17.204506,-0.283,16.231573,14.655823000000002,1.9753182,43,16.843374,7.5941925,2.4859521,0.9999993,14.486392000000002,16.869976,-6.484305,16.586245,0.9632886,,13.474606,860,18.642420518669983,41.421409999999995,-0.029,17.204506,7.8036504e-31,
43,0.11,84.69863700866698,1.5285475,17.204506,-0.323,21.230776000000002,36.155353999999996,10.963158,44,22.361992,34.5717,7.169222,0.9999993,14.463403,17.028906,-12.005546,16.596306,1.2560267,,13.415742000000002,880,18.80326053613896,55.265175,-0.033,17.204506,,
44,0.11,86.83828353881836,1.7204872,17.204506,-0.331,28.37848,43.836746000000005,8.932103,45,29.383497,31.931425,31.931425,0.9999993,14.440929999999998,16.97364,-12.848887,16.604689999999998,1.6760125,,13.316884,900,18.74768132905523,75.42056,-0.034,17.204506,,
45,0.11,88.64250946044922,1.8731201000000002,17.204506,-0.341,29.460579,42.675255,9.170668,46,30.383701000000002,29.662086,14.402835999999999,0.9999993,14.418951000000002,17.0528,-13.971435999999999,16.61443,1.7377365000000002,,13.234416,920,18.827401785629394,79.935875,-0.035,17.204506,,
46,0.11,90.99382925033571,1.9780388,17.204506,-0.353,30.606493,42.87194,13.493873,47,31.48065,29.329237,13.511322,0.9999993,14.397445000000001,17.034344,-15.4938755,16.623365,1.8043056,,13.249143,940,18.809970577116307,84.80236,-0.037,17.204506,,
47,0.11,93.09178376197815,1.8598999,17.204506,-0.378,30.650732,46.662224,12.041134,48,31.580415999999996,34.752983,7.766688,0.9999993,14.376391,16.975824,-19.329373999999998,16.630709,1.8080638999999998,,13.234469,960,18.749136206705067,86.78706,-0.04,17.204506,,
48,0.11,95.4571614265442,1.7659783,17.204506,-0.43,27.500181,44.90465,12.346544999999999,49,28.479309999999998,28.676313,28.400370000000002,0.9999993,14.355772,17.093567,-28.7447,16.640154000000003,1.6183805,,13.226134,980,18.872386789729386,79.30064399999999,-0.046,17.204506,,
49,0.11,97.81595635414124,1.5834478,17.204506,-0.44,39.933784,73.86442,7.067386,50,41.02578,68.60389,68.60389,0.9999993,14.335569,17.128836,-30.099712,16.649926999999998,2.339209,,13.109304000000002,1000,18.907755276101106,116.96045,-0.047,17.204506,,
50,0.11,100.24966478347778,1.5177559999999999,17.204506,-0.465,32.343563,63.602554000000005,15.000823,51,33.482822,61.07642,9.076402999999999,0.9999993,14.315767000000001,17.090564999999998,-34.03535,16.658567,1.892807,,13.160451,1020,18.86879804955511,96.53316,-0.05,17.204506,,
51,0.11,102.7005386352539,1.5098096,17.204506,-0.505,32.478264,65.33457,16.815798,52,33.62352,59.183437,26.94019,0.9999993,14.296349,17.1489,-41.358803,16.667997,1.8969762,,13.239170000000001,1040,18.92873755713803,98.64276,-0.056,17.204506,,
52,0.11,104.79992532730104,1.8641241999999998,17.204506,-0.513,22.726105,37.720116,12.344510000000001,53,23.653679999999998,30.577494,12.711259,0.9999993,14.277301000000001,17.184324,-41.976067,16.677738,1.3266977,,13.230224,1060,18.964751058147822,70.31498,-0.057,17.204506,,
53,0.11,107.06338405609131,2.8530588,17.204506,-0.335,15.105887,16.816563000000002,14.143275,54,15.711945000000002,8.515278,0.18190697,0.9999993,14.258609,17.113889999999998,-9.149122,16.685816,0.88849336,,13.249747,1080,18.89128992899374,47.978640000000006,-0.035,17.204506,,
54,0.11,109.23937034606934,2.7896178,17.204506,-0.423,21.632261,25.008677,12.550001,55,22.252102,11.161261,0.04544249,0.9999993,14.240259,17.027714000000003,-22.860422,16.692032,1.2684481,,13.234354999999999,1100,18.8021949480448,69.76465,-0.045,17.204506,,
55,0.11,111.32495093345642,3.0500035,17.204506,-0.399,19.125559,20.619278,14.811598000000002,56,19.692482000000002,9.311411999999999,6.7435246,0.9999993,14.22224,17.015034,-18.021017,16.6978,1.1230155000000002,,13.265820999999999,1120,18.79126471682166,62.88887,-0.042,17.204506,,
56,0.11,113.84930562973022,2.9287426,17.204506,-0.461,22.169016,25.230793,16.24939,57,22.759413000000002,10.730495,10.452726,0.9999993,14.204541,17.124354999999998,-28.275734000000003,16.705284,1.2963947,,13.319386999999999,1140,18.904437720432547,73.8945,-0.05,17.204506,,
57,0.11,115.64913368225098,2.2077022,17.204506,-0.901,13.9576,21.395104999999997,13.5746765,58,14.740820000000001,14.121970000000001,7.098878e-10,0.9999993,14.18715,17.148525,-141.55064,16.712927,0.81437963,,13.327523000000001,1160,18.92869353324759,47.23402,-0.147,17.204506,,
58,0.11,118.23170113563538,2.3177943,17.22128,-0.804,19.28506,28.628096000000003,16.188907999999998,59,20.031807,16.457186,0.055158317000000005,0.9999993,14.170055,17.22128,-103.64423000000001,16.72154,1.1246446,,13.372001999999998,1180,18.999140264513358,66.354034,-0.11,17.22128,,
59,0.11,120.95098066329956,2.5725574,17.221329,-0.808,20.444738,27.787374,14.093551999999999,60,21.117535,14.292225,14.292225,0.9999993,14.153248000000001,17.221329,-102.92156,16.729872,1.1914103,,13.384541,1200,19.00286396607283,71.48461999999999,-0.112,17.221329,,
60,0.11,123.76794219017029,7.81025,17.221329,1.0,,7.8102497e-10,8.281725999999999,61,0.22160733,,,0.9999993,14.136719,17.146854,-1036.7047,16.736708,,,13.302603,1220,18.925801066561945,6.1e-09,0.454,17.221329,,
61,0.11,126.3996160030365,7.874008,17.221329,1.0,,7.8740076e-10,-13.337475,62,0.21981289999999998,,,0.9999993,14.120459,8.820764,-1023.1524699999999,16.609032,,,12.856926,1240,9.66611376959071,6.2e-09,0.454,17.221329,,
62,0.11,128.9620213508606,1.0,17.221329,1.0,4.245433,31.499996000000003,15.104176,63,5.9762416,31.499996000000003,31.499996000000003,0.9999993,14.104458,8.490867,-1006.6174300000001,16.480171,0.49999994,,12.876849,1260,9.325830949569248,31.499996000000003,0.454,17.221329,,
63,0.11,130.814870595932,1.4142137,17.221329,1.0,5.656272,30.169903,12.108335499999999,64,6.880138400000001,21.333344,21.333344,0.9999993,14.08871,8.4779415,-990.6521,16.355137,0.666667,,12.855675,1280,9.312396454947985,42.666686999999996,0.454,17.221329,,
64,0.11,132.6361231803894,1.7320508999999997,17.221329,1.0,6.382986,28.14582,5.966063,65,7.382269,16.250004,16.250004,0.9999993,14.073204999999998,8.563143,-975.27655,16.235257999999998,0.7499998999999999,,12.743267,1300,9.401882881150154,48.749992,0.454,17.221329,,
65,0.11,134.86319136619568,2.0000002,17.221329,1.0,6.8222666,26.399991999999997,9.710983,66,7.687670699999999,13.200001,13.199995000000001,0.9999993,14.057938,8.5793915,-960.3135,16.119263,0.79999983,,12.692430499999999,1320,9.422033055016806,52.799988,0.454,17.221329,,
66,0.11,137.14596438407898,2.236068,17.221329,1.0,7.10376,24.96943,15.238848,67,7.877801,11.166669,11.166669,0.9999993,14.0429,8.5112095,-945.7169,16.00571,0.8333335,,12.726508,1340,9.347591350839783,55.833344,0.454,17.221329,,
67,0.11,139.38113284111023,2.4494898,17.221329,1.0,7.300687,23.795046,14.585476000000002,68,8.007286,9.714286999999999,9.714286999999999,0.9999993,14.028085,8.482249000000001,-931.5614,15.89507,0.8571429,,12.750584,1360,9.31401508154816,58.28572,0.454,17.221329,,
68,0.11,141.86430406570437,2.6457512000000003,17.221329,1.0,7.456039,22.819605,14.902035,69,8.110223,8.625,8.625,0.9999993,14.013485999999999,8.543502,-917.8133,15.788525,0.875,,12.778986,1380,9.382459837362012,60.375,0.454,17.221329,,
69,0.11,144.39348769187927,2.828427,17.221329,1.0,7.570839,21.998877,14.557182999999998,70,8.182773,7.777784,7.7777762,0.9999993,13.999098000000002,8.489258,-904.4644,15.68425,0.88888884,,12.801986,1400,9.322872533715078,62.222218000000005,0.454,17.221329,,
70,0.11,146.55619192123413,3.0,17.221329,1.0,7.6685557,21.299994,8.058564,71,8.245492,7.100001,7.099997500000001,0.9999993,13.984913,8.54802,-891.58435,15.583739999999999,0.89999974,,12.733063000000001,1420,9.386227418682306,63.899981999999994,0.454,17.221329,,
71,0.11,148.98075008392334,3.1622775,17.221329,1.0,7.748628999999999,20.698545000000003,16.171326,72,8.295958500000001,6.5454545,6.5454545,0.9999993,13.970926,8.549341,-878.9505,15.48604,0.9090908999999999,,12.778939,1440,9.388498491383864,65.454544,0.454,17.221329,,
72,0.11,151.12685275077817,3.3166246,17.221329,1.0,7.814797,20.176132,13.268654999999999,73,8.336656,6.0833373,6.083330999999999,0.9999993,13.957132999999999,8.542653999999999,-866.7036,15.390926,0.9166665,,12.783961999999999,1460,9.380860199001544,66.91666,0.454,17.221329,,
73,0.11,153.61106657981873,3.4641016000000002,17.221329,1.0,7.866353,19.718735000000002,14.168968,74,8.365994,5.6923129999999995,5.6923075,0.9999993,13.943527,8.484997,-854.7764,15.297601,0.92307705,,12.801155,1480,9.321391145417808,68.3077,0.454,17.221329,,
74,0.11,155.77945518493652,3.605551,17.221329,1.0,7.91162,19.315448999999997,16.498327,75,8.39166,5.3571444,5.3571415,0.9999993,13.930104,8.500132,-843.1371,15.206969,0.92857116,,12.849063000000001,1500,9.336416197452387,69.64284,0.454,17.221329,,
75,0.11,158.11075258255002,3.7416572999999995,17.221329,1.0,7.952505,18.957727,11.014702999999999,76,8.415083000000001,5.0666685,5.0666685,0.9999993,13.91686,8.524883,-831.8768299999999,15.119047,0.93333316,,12.823657,1520,9.36334710512686,70.93332,0.454,17.221329,,
76,0.11,160.10591220855713,3.8729832,17.221329,1.0,7.988041,18.638731,18.582697,77,8.434934,4.8124995,4.8124995,0.9999993,13.903787,8.521085000000001,-820.8116,15.033358999999999,0.9374998999999999,,12.897283,1540,9.361543894868095,72.18749,0.454,17.221329,,
77,0.11,161.8797609806061,4.0,17.221329,1.0,8.019749000000001,18.352942000000002,10.970839999999999,78,8.452451,4.5882406,4.5882363,0.9999993,13.890882999999999,8.527047999999999,-810.1282,14.9499445,0.9411765,,12.871506,1560,9.366875711909666,73.411766,0.454,17.221329,,
78,0.11,164.31683087348938,4.123106,17.221329,1.0,8.04765,18.095856,11.540315,79,8.467433,4.3888903,4.3888903,0.9999993,13.878144,8.521949000000001,-799.7085599999999,14.868576999999998,0.94444466,,12.853653999999999,1580,9.358767467812973,74.61113,0.454,17.221329,,
79,0.11,166.8558223247528,4.2426405,17.221329,1.0,8.072363000000001,17.86375,15.136639,80,8.480317999999999,4.2105265,4.2105265,0.9999993,13.865566000000001,8.5172205,-789.505,14.789185,0.94736844,,12.881259,1600,9.35267204570478,75.789474,0.454,17.221329,,
80,0.11,169.03545475006104,4.358899,17.221329,1.0,8.096127000000001,17.653543,18.84211,81,8.493201,4.050004,4.050004,0.9999993,13.853144,8.547608,-779.5082,14.712128,0.95000017,,12.953978,1620,9.388533853821064,76.95000999999999,0.454,17.221329,,
81,0.11,172.20460844039917,4.4721355,17.221329,1.0,8.115805,17.462626,16.256746,82,8.502825,3.9047660000000004,3.9047587,0.9999993,13.840874,8.509411,-769.78705,14.636485999999998,0.95238084,,12.993441,1640,9.346866026959963,78.09523,0.454,17.221329,,
82,0.11,173.25610041618347,4.582575299999999,17.221329,1.0,8.13443,17.28881,14.090736999999999,83,8.512122999999999,3.7727299,3.7727263,0.9999993,13.828752,8.52554,-760.3268,14.562860500000001,0.95454556,,13.005897000000001,1660,9.362334918804127,79.22728000000001,0.454,17.221329,,
83,0.11,176.75464844703674,4.690416,17.221329,1.0,8.151736999999999,17.13021,17.706547,84,8.520747,3.652175,3.6521733,0.9999993,13.816775,8.532536,-751.0491,14.491072,0.9565215,,13.061134,1680,9.373217707193456,80.34781,0.454,17.221329,,
84,0.11,180.2837247848511,4.7958317,17.221329,1.0,8.166404,16.985232999999997,16.20339,85,8.527303,3.5416684000000003,3.541665,0.9999993,13.804941,8.503725,-742.0077,14.420631,0.9583332,,13.097423,1700,9.33873266962569,81.45832,0.454,17.221329,,
85,0.11,183.96200942993164,4.898979,17.221329,1.0,8.179489,16.852491,16.58182,86,8.532789,3.4400008,3.4400008,0.9999993,13.793245,8.493508,-733.1725,14.351710999999998,0.96000004,,13.137297,1720,9.328050442484995,82.560005,0.454,17.221329,,
86,0.11,185.7025179862976,4.9999995,17.221329,1.0,8.192067999999999,16.730767999999998,14.069856,87,8.53823,3.3461561,3.3461561,0.9999993,13.781685000000001,8.506594,-724.56964,14.284526000000001,0.9615383,,13.147407999999999,1740,9.342062479059637,83.65383,0.454,17.221329,,
87,0.11,188.20818710327148,5.0990195,17.221329,1.0,8.205110000000001,16.619024,19.236060000000002,88,8.544549,3.259261,3.2592578,0.9999993,13.770256,8.544209,-716.1039,14.2192955,0.96296287,,13.216018,1760,9.383614053191893,84.74073,0.454,17.221329,,
88,0.11,190.07076406478882,5.1961517,17.221329,1.0,8.215724,16.516338,16.686716,89,8.548819,3.1785723999999997,3.1785693,0.9999993,13.758956,8.502321,-707.85724,14.15506,0.96428543,,13.254467000000002,1780,9.338393543343157,85.8214,0.454,17.221329,,
89,0.11,193.40088057518003,5.2915025,17.221329,1.0,8.226439,16.421902,16.851328,90,8.553532,3.1034517000000004,3.1034458,0.9999993,13.747782999999998,8.526437,-699.7923599999999,14.09252,0.965517,,13.293910999999998,1800,9.364693088189052,86.89653,0.454,17.221329,,
90,0.11,195.46240973472595,5.385164700000001,17.221329,1.0,8.237157,16.335001000000002,16.084732000000002,91,8.55856,3.0333360000000003,3.0333302000000004,0.9999993,13.736733,8.547937,-691.9134,14.03159,0.96666676,,13.324082,1820,9.389451909921776,87.966675,0.454,17.221329,,
91,0.11,200.1212253570557,5.4772253,17.221329,1.0,8.247032,16.25499,17.648186,92,8.563033,2.9677436000000004,2.9677408,0.9999993,13.725804,8.543307,-684.18896,13.971934,0.9677418,,13.370607999999999,1840,9.382782840434556,89.03224,0.454,17.221329,,
92,0.11,204.557154417038,5.5677648,17.221329,1.0,8.256762,16.181318,18.822119,93,8.567624,2.9062512000000003,2.9062512000000003,0.9999993,13.7149935,8.558261,-676.6182,13.913723999999998,0.96875024,,13.428773999999999,1860,9.400747725317618,90.09376999999999,0.454,17.221329,,
93,0.11,209.14386749267575,5.6568537,17.221329,1.0,8.26452,16.113464,15.416422,94,8.570486,2.8484849999999997,2.8484849999999997,0.9999993,13.704298000000001,8.512880000000001,-669.245,13.856267,0.96969694,,13.449487,1880,9.350817821470956,91.15151,0.454,17.221329,,
