,ReturnMin,IWMin,SqrtESSClassic,IWNorm2,IWFirstEpisode,DenMISELogFirst,ReturnLastEpisode,TimestepsSoFar,DenMISELogLast,ReturnStepMax,Bound,ReturnAbsMax,target_sum_log_mean,LQGmu1,LQGmu01,IWMax,IWMean,Iteration,LQGsigma,IWNorm1,IWLastEpisode,MISE,ReturnMean,URet,DenMISEMeanLog,TimeElapsed,ReturnMax
10,,,2.1804075000000003,3.2435787,,14.704122,8.529800999999999,220,15.5784025,0.9999392,28.991926,17.088607999999997,-290.56155,1.0,0.606,1.828454,0.6429385,11,0.11,7.072323299999999,1.6448343,5.4798884,10.728883999999999,9.369556973885944,7.392668,6.367950916290282,17.088607999999997
11,,,2.4133081,3.45243,,14.61711,8.533317,240,14.087136,0.9999392,27.162683,17.088607999999997,-265.13876,1.0,0.606,1.7103734,0.6943148,12,0.11,8.331778,1.5289781,5.919717299999999,10.545919999999999,9.372613162150424,7.921048599999999,6.612793445587157,17.088607999999997
12,,,2.6185482,3.5124595000000003,,14.537067,8.558255,260,12.481457,0.9999392,25.613395999999998,17.088607999999997,-243.77407999999997,1.0,0.606,1.6217552,0.7075034,13,0.11,9.197544,1.1282755,6.035438,10.393023,9.399888412199688,8.24843,6.845542907714844,17.088607999999997
13,,,2.8079224,3.7486748999999997,,14.462959,8.487219,280,15.212021,0.9999392,24.666977,17.088607999999997,-225.24405,1.0,0.606,1.552794,0.75185627,14,0.11,10.525988,1.5437899,6.409413,10.256895,9.32272670762826,8.725118,7.096110820770264,17.088607999999997
14,,,2.9869745,3.8297136,,14.393967000000002,8.553907,300,12.95687,0.9999392,23.666866,17.088607999999997,-209.35523999999998,1.0,0.606,1.4976029,0.7626170999999999,15,0.11,11.439257000000001,1.1402683999999998,6.5037384000000005,10.143361,9.39803445243334,8.990722,7.375375270843506,17.088607999999997
15,,,3.1547916000000003,4.0143676,,14.329428,8.513098,320,12.721416,0.9999392,22.999447,17.088607999999997,-195.45349,1.0,0.606,1.4524322,0.79153085,16,0.11,12.664494,1.4211076,6.7493005,10.041471000000001,9.347572604324338,9.209124000000001,7.659362077713013,17.088607999999997
16,,,3.3147559999999996,4.168886,,14.268804000000001,8.523164999999999,340,14.166857,0.9999392,22.397202,17.088607999999997,-183.10512,1.0,0.606,1.4147792,0.81287295,17,0.11,13.81884,1.3521833,6.931258000000001,9.952158,9.364636960574991,9.488501,8.01372766494751,17.088607999999997
17,,,3.4663962999999995,4.3209887,,14.211645,8.516451,360,17.256779,0.9999392,21.88424,17.088607999999997,-171.95712,1.0,0.606,1.3829129,0.8321255,18,0.11,14.978259,1.3528632,7.0948668,9.872396,9.354285692891224,9.9096575,8.241238594055176,17.088607999999997
18,,,3.6113968,4.4633074,,14.157577499999999,8.514043,380,15.583013000000001,0.9999392,21.428165,17.088607999999997,-162.07155,1.0,0.606,1.3555933999999998,0.84835654,19,0.11,16.118774,1.3310497,7.2326,9.800905,9.350870392330243,10.19938,8.452487945556639,17.088607999999997
19,,,3.7510536,4.5857987,,14.106284,8.532336,400,15.182198999999999,0.9999392,21.000193,17.088607999999997,-153.19693,1.0,0.606,1.3319118,0.8600788,20,0.11,17.201576,1.2695756999999999,7.3331466,9.737475,9.370902328206594,10.440889,8.709232568740845,17.088607999999997
20,,,3.8832138,4.6516056,,14.057494,8.56066,420,8.547965,0.9999392,20.537529,17.088607999999997,-145.49286,1.0,0.606,1.3111874,0.8601514000000001,21,0.11,18.063179,1.0410211999999999,7.335623700000001,9.6814375,9.400272217347553,10.344037,8.935272216796875,17.088607999999997
21,,,4.013212,4.7527040000000005,,14.010974,8.549387,440,16.066757,0.9999392,20.169403,17.088607999999997,-138.14209,1.0,0.606,1.2928996000000001,0.8669823,22,0.11,19.073610000000002,1.1705799,7.39514,9.62998,9.389018771829967,10.597779,9.099664449691774,17.088607999999997
22,,,4.1382985,4.835963,,13.966522,8.559844,460,16.267437,0.9999392,19.811554,17.088607999999997,-131.4249,1.0,0.606,1.2766418,0.8701155,23,0.11,20.012657,1.0898961999999999,7.4234146999999995,9.583452000000001,9.400169405550967,10.838483,9.282233476638792,17.088607999999997
23,,,4.259688,4.9207925999999995,,13.923963,8.559237,480,15.640039000000002,0.9999392,19.487717,17.088607999999997,-125.29368999999998,1.0,0.606,1.2620947,0.87337667,24,0.11,20.96104,1.0873288,7.452604300000001,9.540777,9.399493943036985,11.033127,9.682399511337278,17.088607999999997
24,,,4.377853,5.0293684,,13.883141,8.538298,500,16.951523,0.9999392,19.225826,17.088607999999997,-119.59707,1.0,0.606,1.2490003,0.8807134,25,0.11,22.017836,1.1855378,7.515559,9.500678,9.379596084069828,11.264792,10.074368000030518,17.088607999999997
25,,,4.4922805,5.1463730000000005,,13.84392,8.502951,520,11.627618,0.9999392,18.998531,17.088607999999997,-114.54214499999999,1.0,0.606,1.2371514,0.8891904,26,0.11,23.11895,1.225914,7.586548,9.462304,9.342287291211194,11.274155,10.301694869995117,17.088607999999997
26,,,4.6040645,5.254111,,13.80618,8.530049,540,15.6465,0.9999392,18.779004999999998,17.088607999999997,-109.71373999999999,1.0,0.606,1.2263806000000002,0.8959358000000001,27,0.11,24.190266,1.1948521,7.6440997,9.427775,9.366514013103517,11.431977999999999,10.66233563423157,17.088607999999997
27,,,4.7132760000000005,5.341972,,13.769812,8.548941000000001,560,11.291938,0.9999392,18.549778,17.088607999999997,-105.38843,1.0,0.606,1.2165443999999999,0.8992209999999999,28,0.11,25.178188000000002,1.1088717,7.6728783,9.396388,9.389942981617496,11.423248,11.057463884353638,17.088607999999997
28,,,4.819465599999999,5.4509087,,13.734720000000001,8.466183000000001,580,12.722366000000001,0.9999392,18.36422,17.088607999999997,-101.30915,1.0,0.606,1.2075274,0.9058780999999999,29,0.11,26.270466,1.2071797,7.726979300000001,9.364312,9.298554221030132,11.464561,11.570018529891968,17.088607999999997
29,,,4.9229593000000005,5.520868,,13.700819000000001,8.566061,600,16.413452,0.9999392,18.14266,17.088607999999997,-97.384315,1.0,0.606,1.1992311000000002,0.9059669,30,0.11,27.179007000000002,1.0224245,7.7290415999999995,9.337705999999999,9.407010375731627,11.626375,12.138037919998169,17.088607999999997
30,,,5.0214620000000005,5.5707574,,13.668029,8.579703,620,16.661734,0.9999392,17.909138000000002,17.088607999999997,-93.70881,1.0,0.606,1.1915736000000001,0.90236604,31,0.11,27.973346999999997,0.9000777,7.699795699999999,9.313253,9.420514933092676,11.785766,12.614426136016846,17.088607999999997
31,,,5.1205072,5.6352934999999995,,13.636281,8.567407000000001,640,14.912213000000001,0.9999392,17.70741,17.088607999999997,-90.315125,1.0,0.606,1.1844823,0.9017363000000002,32,0.11,28.855562,0.97717696,7.695547599999999,9.289945,9.41149832962167,11.880417,13.140987396240234,17.088607999999997
32,,,5.216853599999999,5.6934624000000005,,13.605509,8.573996000000001,660,14.988919000000001,0.9999392,17.509396,17.088607999999997,-87.12617,1.0,0.606,1.177898,0.9000594000000001,33,0.11,29.701959999999996,0.9337146000000001,7.6824330000000005,9.2682495,9.416464103429817,11.971641,13.716306924819946,17.088607999999997
33,,,5.313117,5.7935343,,13.575656,8.520453,680,19.790786999999998,0.9999392,17.37602,17.088607999999997,-83.97721,1.0,0.606,1.1717672,0.90534484,34,0.11,30.781725,1.1590561000000001,7.7271037,9.246255,9.357920914318159,12.198685000000001,14.222840070724487,17.088607999999997
34,,,5.407945,5.882182599999999,,13.546667999999999,8.543241,700,13.892478,0.9999392,17.237254999999998,17.088607999999997,-81.17801999999999,1.0,0.606,1.1660441000000001,0.9088719999999999,35,0.11,31.81052,1.107819,7.757531599999999,9.226171,9.384941724160468,12.24438,14.76117467880249,17.088607999999997
35,,,5.500691000000001,5.9794574,,13.518497,8.4959955,720,15.924354000000001,0.9999392,17.116936,17.088607999999997,-78.47665400000001,1.0,0.606,1.1606908999999999,0.913643,36,0.11,32.891148,1.1576674,7.797047999999999,9.205886999999999,9.330042537246682,12.344075,15.331045389175415,17.088607999999997
36,,,5.591901999999999,6.0740986,,13.491098000000001,8.493946000000001,740,11.534212,0.9999392,17.000854,17.088607999999997,-76.040115,1.0,0.606,1.155672,0.9179936,37,0.11,33.965763,1.1515540000000002,7.832985000000001,9.186645500000001,9.332697439616656,12.319857,15.941443920135498,17.088607999999997
37,,,5.6818795,6.159627400000001,,13.464429999999998,8.545019,760,20.411364000000003,0.9999392,16.881798,17.088607999999997,-73.49919,1.0,0.606,1.1509566999999998,0.92100686,38,0.11,34.998259999999995,1.1091626,7.85911,9.169762,9.385134914605377,12.530635,16.56511640548706,17.088607999999997
38,,,5.77043,6.241801000000001,,13.438455,8.54696,780,15.705915,0.9999392,16.76535,17.088607999999997,-71.20956,1.0,0.606,1.1465187,0.9235353000000001,39,0.11,36.017876,1.0946921,7.881122,9.153791,9.386715584375505,12.610027,16.820992946624756,17.088607999999997
39,,,5.8574553,6.328517,,13.413136999999999,8.529395,800,18.048431,0.9999392,16.660505,17.088607999999997,-68.97518000000001,1.0,0.606,1.1423343000000001,0.9267251,40,0.11,37.069004,1.1243346,7.9082704,9.138182,9.367586511844381,12.744078,16.998898983001713,17.088607999999997
40,,,5.9432735,6.409857,,13.388444,8.546608,820,18.036827,0.9999392,16.555294,17.088607999999997,-66.85063000000001,1.0,0.606,1.1383822000000001,0.9291593,41,0.11,38.09553,1.0989096,7.9294367,9.123753,9.38411125574194,12.871383,17.332669258117676,17.088607999999997
41,,,6.027642,6.496135,,13.3643465,8.4973755,840,17.022984,0.9999392,16.46037,17.088607999999997,-64.8507,1.0,0.606,1.134644,0.93229467,42,0.11,39.156376,1.1317466,7.955248399999999,9.108839,9.333537650710463,12.968542,17.984124183654785,17.088607999999997
42,,,6.110521,6.558527499999999,,13.3408165,8.560396,860,3.2845445,0.9999392,16.343172,17.088607999999997,-63.26639,1.0,0.606,1.1311023999999998,0.93200046,43,0.11,40.07602,0.99013036,7.9534087,9.096085,9.401563533616564,12.741757000000002,18.508265733718872,17.088607999999997
43,,,6.1927648,6.635731,,13.317827,8.5429325,880,12.804963,0.9999392,16.248598,17.088607999999997,-61.535667000000004,1.0,0.606,1.1277419,0.9339437,44,0.11,41.09352,1.0840156,7.970256299999999,9.083511999999999,9.384054868593424,12.74165,18.968050241470337,17.088607999999997
44,,,6.2738557,6.714346400000001,,13.295354000000001,8.537974,900,11.790111999999999,0.9999392,16.160198,17.088607999999997,-59.90415600000001,1.0,0.606,1.1245501,0.9361075999999999,45,0.11,42.12484,1.0963795,7.988856299999999,9.07139,9.374814844568274,12.719035,19.47788453102112,17.088607999999997
45,,,6.3460245,6.742592999999999,,13.2733755,8.590516000000001,920,11.966211999999999,0.9999392,16.017681,17.088607999999997,-58.348663,1.0,0.606,1.1215137,0.93018824,46,0.11,42.78866,0.7278798000000001,7.9392667,9.060936,9.436309482662956,12.701281,20.13632035255432,17.088607999999997
46,,,6.425412000000001,6.816903599999999,,13.251869000000001,8.548866,940,15.872669,0.9999392,15.933216,17.088607999999997,-56.768055000000004,1.0,0.606,1.1186211000000001,0.93194497,47,0.11,43.801414,1.069402,7.954611,9.050041,9.39048233941642,12.767274,21.007888793945312,17.088607999999997
47,,,6.5036016,6.897575,,13.230816,8.499830000000001,960,14.196781,0.9999392,15.858857999999998,17.088607999999997,-55.287395,1.0,0.606,1.1158636999999998,0.9345641,48,0.11,44.859077,1.1130365,7.9761752999999995,9.038578,9.333862912526774,12.795641999999999,21.716743230819702,17.088607999999997
48,,,6.580920699999999,6.9749765,,13.2101965,8.528855,980,15.127154,0.9999392,15.784982000000001,17.088607999999997,-53.848454000000004,1.0,0.606,1.1132319,0.9367708,49,0.11,45.901768,1.097927,7.994913,9.028175,9.36713083874749,12.841889,22.26536583900452,17.088607999999997
49,,,6.6573844,7.048506,,13.189994,8.541707,1000,10.614789,0.9999392,15.710388,17.088607999999997,-52.55769300000001,1.0,0.606,1.1107165,0.9384923000000001,50,0.11,46.924614,1.0776166999999999,8.009793,9.018447,9.379809226594322,12.796084,22.97125792503357,17.088607999999997
50,,,6.7329419999999995,7.1215677,,13.170191,8.540914,1020,17.441578,0.9999392,15.638526,17.088607999999997,-51.183679999999995,1.0,0.606,1.1083103,0.9401785,51,0.11,47.949104,1.0783477,8.024347,9.009084,9.383412381175358,12.885966999999999,23.72653818130493,17.088607999999997
51,,,6.807632400000001,7.193893400000001,,13.150773000000001,8.544851,1040,19.85673,0.9999392,15.569023000000001,17.088607999999997,-49.816086,1.0,0.606,1.1060063999999998,0.94179577,52,0.11,48.97338,1.0773075,8.038383999999999,9.000155,9.384827436190339,13.018871,24.338947772979736,17.088607999999997
52,,,6.8814325,7.267614999999999,,13.131723999999998,8.524704,1060,14.911376999999998,0.9999392,15.503601000000002,17.088607999999997,-48.593178,1.0,0.606,1.1037989,0.9436150999999999,53,0.11,50.0116,1.0904764,8.053725,8.991184,9.366079990328231,13.053483,25.294244289398193,17.088607999999997
53,,,6.9543734,7.342096000000001,,13.113032,8.496108999999999,1080,16.091564,0.9999392,15.44121,17.088607999999997,-47.393555,1.0,0.606,1.1016808999999999,0.94554955,54,0.11,51.059677,1.0998868,8.069471,8.982016999999999,9.329923537566,13.108699,25.504926443099976,17.088607999999997
54,,,7.026550299999999,7.415458,,13.094683999999999,8.501425999999999,1100,15.618293,0.9999392,15.380355999999999,17.088607999999997,-46.2462,1.0,0.606,1.0996487,0.9473653000000001,55,0.11,52.105090000000004,1.0970111999999999,8.08434,8.973279,9.336618877302008,13.153338,25.72823691368103,17.088607999999997
55,,,7.0979733,7.4880867,,13.076665,8.489903,1120,16.205114000000002,0.9999392,15.3210125,17.088607999999997,-45.129353,1.0,0.606,1.0976945,0.9491113999999999,56,0.11,53.150238,1.0964893,8.0984125,8.964646,9.324225003115602,13.206895000000001,25.96115493774414,17.088607999999997
56,,,7.168035000000001,7.5395083,,13.058966,8.578444500000002,1140,17.524239,0.9999392,15.242835000000001,17.088607999999997,-44.03117,1.0,0.606,1.0958171,0.9481309000000001,57,0.11,54.043459999999996,0.9443228000000001,8.09083,8.957871,9.421009687921641,13.281745,26.199999809265137,17.088607999999997
57,,,7.238153,7.6060886,,13.041574,8.5468445,1160,15.262672,0.9999392,15.183008,17.088607999999997,-43.007877,1.0,0.606,1.0940096000000001,0.9492074,58,0.11,55.054030000000004,1.0587226,8.100286500000001,8.950785,9.388208931962184,13.315004,26.55021619796753,17.088607999999997
58,,,7.3075779999999995,7.6701546,,13.024479,8.557134,1180,18.002174,0.9999392,15.122957000000001,17.088607999999997,-41.973087,1.0,0.606,1.0922686000000001,0.95000434,59,0.11,56.05025500000001,1.043521,8.107524,8.944113,9.397404396967199,13.393588000000001,27.28524994850159,17.088607999999997
59,,,7.3763,7.7377625,,13.007672,8.539889,1200,16.739798,0.9999392,15.068501999999999,17.088607999999997,-40.99338,1.0,0.606,1.0905918,0.9512676,60,0.11,57.07605699999999,1.0720232,8.118428999999999,8.937375999999999,9.37703084448774,13.448526000000001,27.95494556427002,17.088607999999997
60,,,7.444400999999999,7.8012147,,12.991142,8.550642,1220,10.725767,0.9999392,15.011947,17.088607999999997,-40.144802,1.0,0.606,1.0889746,0.9520552,61,0.11,58.07536700000001,1.0450349,8.125452000000001,8.931036,9.390521301309187,13.403092000000001,28.441548585891727,17.088607999999997
61,,,7.511864,7.863682000000001,,12.974882000000001,8.550971,1240,11.498558000000001,0.9999392,14.956381,17.088607999999997,-39.311207,1.0,0.606,1.0874138,0.95275664,62,0.11,59.07091,1.0403274,8.131734,8.924905,9.392933666387963,13.371602,28.942654609680176,17.088607999999997
62,,,7.578623299999999,7.931780000000001,,12.958881,8.490867,1260,18.472707999999997,0.9999392,14.907487,17.088607999999997,-38.39271,1.0,0.606,1.085907,0.9541583,63,0.11,60.111973,1.0848646,8.142957000000001,8.9180155,9.325830949569248,13.451822,29.57795000076294,17.088607999999997
63,,,7.6447883,7.999211999999999,,12.943133,8.4779415,1280,15.087971,0.9999392,14.859496,17.088607999999997,-37.555817,1.0,0.606,1.0844519,0.95550436,64,0.11,61.152280000000005,1.0839763,8.153513,8.9111395,9.312396454947985,13.47667,30.6682345867157,17.088607999999997
64,,,7.710375,8.056242,,12.927629,8.563143,1300,8.746298,0.9999392,14.8041,17.088607999999997,-36.843357,1.0,0.606,1.0830443,0.95564073,65,0.11,62.116645999999996,1.0078893,8.15516,8.905786500000001,9.401882881150154,13.403210999999999,31.274761199951172,17.088607999999997
65,,,7.774595,8.102713,,12.912362,8.5793915,1320,12.373742,0.9999392,14.73988,17.088607999999997,-36.098892,1.0,0.606,1.0816838,0.9544744000000001,66,0.11,62.995307999999994,0.9207724,8.145861,8.900841,9.422033055016806,13.386941,32.391786575317376,17.088607999999997
66,,,7.839103999999999,8.168353,,12.897324000000001,8.5112095,1340,17.577735999999998,0.9999392,14.69581,17.088607999999997,-35.296642,1.0,0.606,1.0803663000000001,0.9557100000000001,67,0.11,64.03256999999999,1.0768554,8.156055,8.895025,9.347591350839783,13.448811,33.46711659431457,17.088607999999997
67,,,7.903067,8.233733,,12.882508999999999,8.482249000000001,1360,16.783375,0.9999392,14.652553,17.088607999999997,-34.529644,1.0,0.606,1.0790904,0.95693743,68,0.11,65.07175,1.0786377,8.165727,8.888955000000001,9.31401508154816,13.497198000000001,34.60907888412476,17.088607999999997
68,,,7.9665694,8.295885,,12.86791,8.543502,1380,17.000917,0.9999392,14.608573999999999,17.088607999999997,-33.782016999999996,1.0,0.606,1.0778551,0.9578224,69,0.11,66.089745,1.0573674,8.173455,8.883948,9.382459837362012,13.547353,35.245418071746826,17.088607999999997
69,,,8.029501,8.360000999999999,,12.853521,8.489258,1400,16.535372,0.9999392,14.567116,17.088607999999997,-33.062153,1.0,0.606,1.0766582,0.9589519,70,0.11,67.12663,1.0758188,8.182432,8.87831,9.322872533715078,13.589436,36.275978565216064,17.088607999999997
70,,,8.092,8.419716000000001,,12.839336,8.54802,1420,9.975066,0.9999392,14.523666,17.088607999999997,-32.45538,1.0,0.606,1.0754966000000001,0.9596104,71,0.11,68.13234,1.0445566,8.188295,8.873658,9.386227418682306,13.537951000000001,37.105757474899285,17.088607999999997
71,,,8.154005999999999,8.479655000000001,,12.825351,8.549341,1440,18.0022,0.9999392,14.481813,17.088607999999997,-31.753915999999997,1.0,0.606,1.07437,0.96032166,72,0.11,69.14316,1.0490629999999999,8.194618,8.869153,9.388498491383864,13.599395000000001,38.408923864364624,17.088607999999997
72,,,8.215523,8.539876,,12.811557,8.542653999999999,1460,15.021473,0.9999392,14.441442499999999,17.088607999999997,-31.112434000000004,1.0,0.606,1.0732763,0.9610896999999999,73,0.11,70.15954599999999,1.0541496000000001,8.201325,8.864681,9.380860199001544,13.618331,38.797305107116706,17.088607999999997
73,,,8.276525999999999,8.601878,,12.797952,8.484997,1480,15.8390465,0.9999392,14.403185,17.088607999999997,-30.47702,1.0,0.606,1.0722143999999998,0.96207666,74,0.11,71.19367,1.0714763,8.209062,8.8595495,9.321391145417808,13.647816,39.42169952392578,17.088607999999997
74,,,8.337082,8.663221,,12.784529,8.500132,1500,18.10952,0.9999392,14.365735999999998,17.088607999999997,-29.828304,1.0,0.606,1.0711831,0.9630131,75,0.11,72.22598,1.0695497999999999,8.216603,8.854757000000001,9.336416197452387,13.706798999999998,40.217318773269646,17.088607999999997
75,,,8.397213,8.723216,,12.771283,8.524883,1520,12.577399,0.9999392,14.328543,17.088607999999997,-29.269545,1.0,0.606,1.0701813999999998,0.96382505,76,0.11,73.2507,1.0618228,8.223443,8.850417,9.36334710512686,13.691451,41.35036993026733,17.088607999999997
76,,,8.456902000000001,8.7830515,,12.758211,8.521085000000001,1540,20.092268,0.9999392,14.292284,17.088607999999997,-28.627682,1.0,0.606,1.0692061000000002,0.96464163,77,0.11,74.277405,1.0635853000000002,8.230273,8.84614,9.361543894868095,13.77411,42.08621382713318,17.088607999999997
77,,,8.516176,8.841909,,12.745308,8.527047999999999,1560,12.437475,0.9999392,14.256295999999999,17.088607999999997,-28.100479999999997,1.0,0.606,1.0682583,0.96537507,78,0.11,75.299255,1.0585086000000001,8.236479,8.842049000000001,9.366875711909666,13.756520000000002,43.07926034927368,17.088607999999997
78,,,8.575025,8.900725999999999,,12.732569,8.521949000000001,1580,12.9600935,0.9999392,14.221269,17.088607999999997,-27.579973,1.0,0.606,1.0673367,0.96612585,79,0.11,76.323944,1.061091,8.242764,8.837997,9.358767467812973,13.745999,43.741963624954224,17.088607999999997
79,,,8.633461,8.959361,,12.71999,8.5172205,1600,16.513576999999998,0.9999392,14.187044,17.088607999999997,-27.028046000000003,1.0,0.606,1.0664383,0.9668787,80,0.11,77.350296,1.0625268,8.249006,8.833986999999999,9.35267204570478,13.780171,44.78452944755554,17.088607999999997
80,,,8.691526,9.015606,,12.707567,8.547608,1620,20.196742999999998,0.9999392,14.152039000000002,17.088607999999997,-26.44448,1.0,0.606,1.0655649999999999,0.9673997,81,0.11,78.359375,1.0450708,8.253671,8.830452000000001,9.388533853821064,13.858979999999999,45.34405279159546,17.088607999999997
81,,,8.749167,9.073528,,12.695297,8.509411,1640,17.558761999999998,0.9999392,14.119045999999999,17.088607999999997,-25.907120000000003,1.0,0.606,1.0647128000000001,0.96811974,82,0.11,79.38582,1.0620284,8.259538000000001,8.826537,9.346866026959963,13.903702,46.12006092071533,17.088607999999997
82,,,8.806436999999999,9.130577,,12.683176,8.52554,1660,15.3626995,0.9999392,14.086416,17.088607999999997,-25.409222,1.0,0.606,1.0638835,0.9687691999999999,83,0.11,80.407845,1.057424,8.265013,8.822911,9.362334918804127,13.920895999999999,46.87250709533691,17.088607999999997
83,,,8.863336,9.186847,,12.6712,8.532536,1680,18.949807999999997,0.9999392,14.054097,17.088607999999997,-24.880516,1.0,0.606,1.0630752,0.9693583,84,0.11,81.4261,1.0534401000000002,8.270064,8.819453,9.373217707193456,13.980391000000001,47.17713379859924,17.088607999999997
84,,,8.91985,9.243632,,12.659366,8.503725,1700,17.409129999999998,0.9999392,14.022770999999999,17.088607999999997,-24.382301000000002,1.0,0.606,1.0622867,0.9700213,85,0.11,82.45181,1.0606235000000002,8.275385,8.81574,9.33873266962569,14.020367000000002,47.52986526489258,17.088607999999997
85,,,8.976002000000001,9.300099000000001,,12.647669,8.493508,1720,17.75841,0.9999392,13.991907000000001,17.088607999999997,-23.891607,1.0,0.606,1.0615181,0.970671,86,0.11,83.47771,1.0606499,8.280475,8.811993,9.328050442484995,14.063485,48.26679158210754,17.088607999999997
86,,,9.031801,9.356023,,12.636108,8.506594,1740,15.220689000000002,0.9999392,13.961571,17.088607999999997,-23.441387,1.0,0.606,1.0607681,0.9712844,87,0.11,84.50174,1.0586338,8.285424,8.808482000000001,9.342062479059637,14.076448000000001,49.3354241847992,17.088607999999997
87,,,9.0872755,9.410167999999999,,12.62468,8.544209,1760,20.373095000000003,0.9999392,13.93095,17.088607999999997,-22.942991,1.0,0.606,1.0600361,0.9717361999999999,88,0.11,85.51279,1.0454675,8.289454,8.805480000000001,9.383614053191893,14.147675,50.201205492019646,17.088607999999997
88,,,9.142386,9.465416000000001,,12.613380000000001,8.502321,1780,17.78696,0.9999392,13.901598000000002,17.088607999999997,-22.484718,1.0,0.606,1.0593215,0.97232014,89,0.11,86.53649,1.0577952,8.29411,8.8020735,9.338393543343157,14.188246,50.61465048789978,17.088607999999997
89,,,9.197172,9.519791,,12.602207,8.526437,1800,17.932582999999997,0.9999392,13.872553,17.088607999999997,-22.035067,1.0,0.606,1.0586236999999998,0.972835,90,0.11,87.55515,1.0525944999999999,8.298468,8.79901,9.364693088189052,14.229544,51.11294174194336,17.088607999999997
90,,,9.251643,9.572167,,12.591157,8.547937,1820,17.158226000000003,0.9999392,13.842785000000001,17.088607999999997,-21.603973,1.0,0.606,1.0579413999999998,0.97316784,91,0.11,88.55827,1.0368290999999998,8.301518,8.796251,9.389451909921776,14.261429000000001,51.77715539932251,17.088607999999997
91,,,9.305786,9.624986,,12.580228,8.543307,1840,18.69379,0.9999392,13.814096,17.088607999999997,-21.165495,1.0,0.606,1.0572758,0.9735659,92,0.11,89.56806,1.0430992000000001,8.305069999999999,8.793502,9.382782840434556,14.309313000000001,52.613481760025024,17.088607999999997
92,,,9.359611,9.675545,,12.569417,8.558261,1860,19.865007000000002,0.9999392,13.784353,17.088607999999997,-20.72405,1.0,0.606,1.0566256,0.9737562,93,0.11,90.559326,1.024265,8.307007,8.790972,9.400747725317618,14.368768,54.26374578475952,17.088607999999997
