,ReturnMax,DenMISELogFirst,ReturnLastEpisode,target_sum_log_mean,DenMISEMeanLog,Bound,LQGmu1,ReturnStepMax,IWMax,ReturnAbsMax,DenMISELogLast,TimeElapsed,LQGmu01,Iteration,IWLastEpisode,LQGsigma,IWNorm1,IWMin,SqrtESSClassic,MISE,IWNorm2,URet,TimestepsSoFar,ReturnMin,IWMean,ReturnMean,IWFirstEpisode
18,16.822939,15.657742,16.701887,-11.044835,16.244919,19.561111,-0.999,0.99996305,2.936541,16.822939,17.264574,28.75429368019104,-0.368,19,2.936541,0.11,21.727291,,3.656626,19.098726,5.941896,18.428574973985764,380,,1.1435416999999999,16.612171,
19,16.822939,15.606448,16.816328,-9.626187,16.276020000000003,19.116625,-0.999,0.99996305,2.5319588,16.822939,16.743752,29.561591386795047,-0.37,20,1.251256,0.11,22.365362,,3.9087086,18.684061,5.7219315,18.549005622082746,400,,1.1182681,16.62238,
20,16.822939,15.557657999999998,16.714544,-8.357339,16.29166,19.10501,-0.999,0.99996305,2.3372393,16.822939,16.500763,30.375157594680786,-0.37,21,1.5869546,0.11,23.491835000000002,,4.086129,18.691226999999998,5.749166000000001,18.438803454520873,420,,1.1186588,16.626766,
21,16.892551,15.511138,16.892551,-7.402016000000001,16.135026999999997,19.631120000000003,-0.999,0.9999722,2.517757,16.892551,12.739621000000001,31.547900199890137,-0.366,22,2.3380373,0.11,25.273338,,4.071854,19.214169000000002,6.206837999999999,18.636046623179112,440,,1.1487881000000002,16.63885,
22,16.892551,15.466686,16.842754,-6.711124000000001,15.781384,19.26641,-0.999,0.9999722,2.219363,16.892551,7.868183999999999,32.7640221118927,-0.368,23,1.2029424,0.11,25.943901,,4.297007,18.871307,6.0376678,18.579824306263106,460,,1.1279957,16.647717,
23,16.892551,15.424126999999999,16.887959,-5.708578599999999,15.841189000000002,19.51988,-0.999,0.9999722,2.238259,16.892551,17.100482999999997,33.950796842575066,-0.366,24,1.9504279999999998,0.11,27.426258,,4.370356,19.131407,6.2755203,18.624326546144328,480,,1.1427608,16.657723999999998,
24,16.892551,15.383304999999998,16.663914000000002,-4.713066599999999,15.961471,19.110557999999997,-0.999,0.9999722,1.9927433999999997,16.892551,18.717966,34.92555284500122,-0.368,25,1.0182577,0.11,27.990593,,4.5723139999999995,18.739243,6.121757,18.39202485809,500,,1.1196237,16.657972,
25,16.892551,15.344084,16.857553,-3.9439356,15.972884,19.76588,-0.999,0.9999722,2.8581996,16.892551,16.147932,36.16697072982788,-0.361,26,2.8581996,0.11,30.079105,,4.3908424,19.379220999999998,6.850417599999999,18.604415129321925,520,,1.1568886999999999,16.665648,
26,16.892551,15.306344000000001,16.697754,-3.0092542,16.147085,19.282747,-0.999,0.9999722,2.4209616,16.892551,20.533815,37.49888062477112,-0.364,27,1.0045977,0.11,30.499931,,4.6445193,18.917206,6.566864999999999,18.420553933523518,540,,1.1296271,16.666838000000002,
27,16.892551,15.269976000000002,16.854313,-2.3409762,16.131842000000002,19.435814,-0.999,0.9999722,2.464312,16.892551,15.601017,38.67792439460753,-0.362,28,1.8698537,0.11,31.879978,,4.704817299999999,19.074957,6.776028999999999,18.58985178274619,560,,1.1385707,16.673532,
28,16.892551,15.234884,16.734413,-1.6460508000000003,16.211594,19.781385,-0.999,0.9999722,2.6919577,16.892551,18.316826000000002,40.376071453094475,-0.358,29,2.3778021000000003,0.11,33.607162,,4.6508803,19.416344,7.225979,18.466178432480604,580,,1.1588677,16.675632,
29,16.892551,15.200982999999999,16.83943,-1.255539,16.016807999999997,19.995205,-0.999,0.9999722,2.7451355,16.892551,10.222094,42.211451530456536,-0.355,30,2.2185717,0.11,35.139509999999994,,4.6786838,19.632332,7.510555,18.571986913498357,600,,1.171317,16.681091000000002,
30,16.892551,15.168192999999999,16.828127,-0.86889255,15.831068,19.881956,-0.999,0.9999722,2.5716302000000004,16.892551,10.101353999999999,43.48354196548462,-0.356,31,1.6294073999999998,0.11,36.119545,,4.8409615,19.531248,7.461233999999999,18.56577576718345,620,,1.1651466000000001,16.685835,
31,16.892551,15.136445000000002,16.727373,-0.341959,15.823688500000001,19.341944,-0.999,0.9999722,2.2760665,16.892551,15.441885999999998,44.94635367393494,-0.358,32,0.74757886,0.11,36.288696,,5.0503144,19.005774,7.185433,18.457146528331798,640,,1.1340218,16.687134,
32,16.892551,15.105673000000001,16.731169,0.1901837,15.858848000000002,19.438779999999998,-0.999,0.9999722,2.2370853,16.892551,16.858995,46.18606495857239,-0.358,33,1.8062851000000002,0.11,37.62853,,5.143239,19.108683,7.316114999999999,18.46653660732694,660,,1.1402583999999998,16.688469,
33,16.892551,15.075820000000002,16.801899,0.75584906,15.957787,18.970856,-0.999,0.9999722,2.00291,16.892551,19.0915,47.54697561264038,-0.36,34,0.6693863,0.11,37.845955,,5.3275332,18.652178,7.103842299999999,18.530627577774887,680,,1.1131163,16.691805,
34,16.892551,15.046832,16.809366,1.2750794,16.031076000000002,18.963335,-0.999,0.9999722,1.9186043000000002,16.892551,18.416542,48.57428216934204,-0.36,35,1.4552245000000001,0.11,38.956123,,5.4560127,18.652163,7.140035000000001,18.543778354935764,700,,1.1130321,16.695162,
35,16.892551,15.018661499999999,16.845195999999998,1.6371503,15.979207,19.006667999999998,-0.999,0.9999722,1.9081668,16.892551,14.057020000000001,49.8989634513855,-0.36,36,1.5463183,0.11,40.164318,,5.5409656,18.700266,7.248613400000001,18.576029531621906,720,,1.1156754,16.699331,
36,16.892551,14.991261999999999,16.747772,1.9584028999999998,15.906711999999999,18.954582000000002,-0.999,0.9999722,1.8539016,16.892551,13.187353,51.09569430351257,-0.36,37,1.3416848999999997,0.11,41.180534,,5.6521419999999996,18.654207,7.2858279999999995,18.47034666252288,740,,1.1129874,16.700642000000002,
37,16.892551,14.964594,16.692694,2.3585675,15.933831,18.71706,-0.999,0.9999722,1.7175441999999999,16.892551,16.829933,52.674224615097046,-0.361,38,0.9044161000000001,0.11,41.779579999999996,,5.799378,18.424310000000002,7.204148299999999,18.414082847347213,760,,1.0994626,16.700429999999997,
38,16.892551,14.938619000000001,16.818966,2.76448,15.987456,18.464872,-0.999,0.9999722,1.5656652,16.892551,17.930338,54.38377022743225,-0.363,39,0.7919649000000001,0.11,42.31089,,5.9479999999999995,18.179438,7.113465299999999,18.55718461196459,780,,1.0848947,16.703470000000003,
39,16.892551,14.913301,16.679577,3.169527,16.084389,18.642424,-0.999,0.9999722,1.9394103999999999,16.892551,19.783518,56.172986268997185,-0.359,40,1.9394103999999999,0.11,43.81105,,5.8636694,18.352884,7.471610000000001,18.40855870844039,800,,1.0952761999999998,16.702871,
40,16.892551,14.888608999999999,16.62288,3.2946265,15.898209,18.676502,-0.999,0.9999722,2.0074381999999997,16.892551,8.360414500000001,57.55799150466919,-0.358,41,1.5072573,0.11,45.00618,,5.909737000000001,18.38922,7.6155976999999995,18.351651959683352,820,,1.0977117,16.700922,
41,16.892551,14.864510999999998,16.809856,3.5758028,15.868837,18.549185,-0.999,0.9999722,1.8531734,16.892551,14.571819,58.75465059280396,-0.359,42,1.0912795,0.11,45.80063,,6.0595040000000004,18.269003,7.5584784,18.54652571474953,840,,1.0904912,16.703516,
42,16.892551,14.840981,16.736810000000002,3.9006996,15.904297,18.258194,-0.999,0.9999722,1.6314318,16.892551,17.307331,60.24151635169983,-0.361,43,0.62980735,0.11,46.16649,,6.2197876,17.985231,7.4225183,18.472475174471537,860,,1.0736393,16.70429,
43,16.892551,14.817991000000001,16.654768,4.1775637,15.906756,18.294810000000002,-0.999,0.9999722,1.6554394000000001,16.892551,15.941985,61.6692545413971,-0.36,44,1.3973086000000001,0.11,47.3516,,6.285908,18.024720000000002,7.5329766000000005,18.372593067828227,880,,1.0761726999999999,16.703165,
44,16.892551,14.795518,16.775082,4.4487247000000005,15.91199,18.23806,-0.999,0.9999722,1.5859923,16.892551,16.069279,63.194432020187385,-0.361,45,1.1369696000000002,0.11,48.287003000000006,,6.3955827,17.9726,7.550055499999999,18.50416543026485,900,,1.0730445,16.704763,
45,16.892551,14.773539999999999,16.796055,4.7285247,15.938179000000002,18.249413,-0.999,0.9999722,1.562822,16.892551,17.046535000000002,64.71474909782411,-0.361,46,1.2972915,0.11,49.397766,,6.4824985999999996,17.987513,7.6201740000000004,18.525490321009702,920,,1.0738645,16.706747,
46,16.892551,14.752032999999999,16.784431,4.7633686,15.737654000000001,18.327070000000003,-0.999,0.9999722,1.6596093,16.892551,6.4424243,66.40814018249512,-0.36,47,1.5090847,0.11,50.688232,,6.510281,18.066288,7.785874400000001,18.51707059419497,940,,1.078473,16.7084,
47,16.892551,14.730979999999999,16.58623,5.015869,15.758373,18.146334,-0.999,0.9999722,1.5223303999999998,16.892551,16.656662,68.03160977363585,-0.361,48,0.79470825,0.11,51.27346,,6.6398972999999994,17.890642,7.722026,18.304443645191828,960,,1.0681971000000001,16.705854000000002,
48,16.892551,14.710360999999999,16.829874,5.25258,15.782206,18.23161,-0.999,0.9999722,1.6552278999999999,16.892551,16.86037,69.76523780822754,-0.359,49,1.5388538999999999,0.11,52.5819,,6.6461105,17.976156,7.9116800000000005,18.563614127188927,980,,1.0731001,16.708387,
49,16.892551,14.690157999999998,16.719698,5.5461339999999995,15.858879,18.145138,-0.999,0.9999722,1.5529983,16.892551,19.545544,70.99525952339171,-0.36,50,1.0301055000000001,0.11,53.41485600000001,,6.768355400000001,17.894299,7.891851400000001,18.450974462150022,1000,,1.0682971,16.708612,
50,16.892551,14.670354999999999,16.655956,5.642547599999999,15.765988,17.848938,-0.999,0.9999722,1.4263895,16.892551,11.055530000000001,72.65606856346129,-0.362,51,0.35493422,0.11,53.59713000000001,,6.8647979999999995,17.601623999999997,7.807532000000001,18.37753248383088,1020,,1.0509241000000002,16.707579,
51,16.892551,14.650936999999999,16.621527,5.7840414,15.726879,17.561785,-0.999,0.9999722,1.3156867,16.892551,13.683284,74.18784451484679,-0.363,52,0.3147537,0.11,53.772648,,6.956123,17.317717000000002,7.7302613,18.339408448158697,1040,,1.0340893,16.705925,
52,16.892551,14.631888,16.63789,5.963457599999999,15.710947,17.45285,-0.999,0.9999722,1.2233458000000001,16.892551,14.849795,75.89218974113464,-0.366,53,0.8307426,0.11,54.487568,,7.089180499999999,17.213364000000002,7.686017999999999,18.356549868365377,1060,,1.0280674,16.704641,
53,16.892551,14.613195999999999,16.742304,6.229083,15.792289000000002,17.465097,-0.999,0.9999722,1.2085747,16.892551,20.076385000000002,77.75672364234923,-0.366,54,1.1567459,0.11,55.565117,,7.169786500000001,17.228304,7.749898399999999,18.467264208439484,1080,,1.0289835999999999,16.705338,
54,16.892551,14.594848,16.71929,6.373913,15.757689000000001,17.428423000000002,-0.999,0.9999722,1.1767225000000001,16.892551,13.861320999999998,79.52206802368164,-0.368,55,1.0100186,0.11,56.490826,,7.272692999999999,17.194979,7.767525,18.44717913209185,1100,,1.0271059,16.705591000000002,
55,16.892551,14.576829,16.821241,6.5142093,15.748419,17.429144,-0.999,0.9999722,1.2957361,16.892551,15.212254000000001,81.08019495010377,-0.363,56,1.2651531999999999,0.11,57.499954,,7.2414,17.194689999999998,7.9404473,18.555888150292443,1120,,1.0267849,16.707657,
56,16.892551,14.559129,16.72205,6.658479700000001,15.738910999999998,17.451584,-0.999,0.9999722,1.4264915,16.892551,15.180848000000001,82.87506103515625,-0.362,57,1.1893778999999998,0.11,58.601684999999996,,7.253700299999999,17.21753,8.078868,18.452376341726488,1140,,1.0280998,16.707910000000002,
57,16.892551,14.541738,16.753025,6.7894735,15.723329000000001,17.493713,-0.999,0.9999722,1.6125989,16.892551,14.808259,84.52229237556458,-0.36,58,1.3090358999999998,0.11,59.770164,,7.2501326,17.259542,8.244010000000001,18.47809805301405,1160,,1.0305201,16.708687,
58,16.892551,14.524643,16.747013,6.9059786999999995,15.724922,17.644764000000002,-0.999,0.9999722,2.169333,16.892551,15.78829,85.78969645500183,-0.355,59,1.8216782,0.11,61.30011700000001,,7.067316,17.404535,8.673748,18.479471877102185,1180,,1.038985,16.709336999999998,
59,16.892551,14.507836,16.609402,7.0654845,15.737769,17.546132999999998,-0.999,0.9999722,2.1104789,16.892551,16.459028,87.6266610622406,-0.355,60,0.934135,0.11,62.005469999999995,,7.157031,17.308916,8.663574,18.331783727122247,1200,,1.0334245000000002,16.707672,
60,16.892551,14.491306,16.772463000000002,7.2297235,15.746638,17.52441,-0.999,0.9999722,1.9365771,16.892551,16.247355,89.93576192855835,-0.356,61,1.1685098,0.11,62.97869,,7.302219,17.29191,8.624597,18.506505735702774,1220,,1.0324376,16.708733,
61,16.892551,14.475045999999999,16.61533,7.315599400000001,15.706315,17.612986,-0.999,0.9999722,2.1271553,16.892551,13.215882,91.7740306854248,-0.355,62,1.604741,0.11,64.34483,,7.275457,17.379631,8.844095,18.336318840083532,1240,,1.0378199000000001,16.707226000000002,
62,16.892551,14.459045000000001,16.598522,7.5351157,15.781395000000002,17.498185999999997,-0.999,0.9999722,1.9107143,16.892551,20.400648,93.60187292099,-0.356,63,0.84755176,0.11,64.98060600000001,,7.433967,17.269806,8.74104,18.325099070477904,1260,,1.0314382,16.7055,
63,16.892551,14.443297,16.784449,7.646559700000001,15.780276,17.607765,-0.999,0.9999722,2.1677406,16.892551,15.679962,96.12321662902832,-0.354,64,1.6959968999999997,0.11,66.414375,,7.3696833,17.377394,9.011836,18.513503273848787,1280,,1.0377246,16.706734,
64,16.892551,14.4277935,16.692978,7.8180776,15.822282999999999,17.402563,-0.999,0.9999722,1.9349526000000001,16.892551,18.47504,97.9788544178009,-0.355,65,0.48729414,0.11,66.67945999999999,,7.5207880000000005,17.176820000000003,8.866019999999999,18.41076416571145,1300,,1.0258378000000001,16.706523999999998,
65,16.892551,14.412526000000002,16.708064999999998,7.9110000000000005,15.789952,17.438385,-0.999,0.9999722,1.911354,16.892551,13.66421,100.53947257995605,-0.355,66,1.3582604,0.11,67.8586,,7.595185799999999,17.214853,8.9344225,18.43256934667024,1320,,1.0281605999999999,16.706547,
66,16.892551,14.397488000000001,16.787836,7.933028999999999,15.719477,17.558733,-0.999,0.9999722,2.2588967999999996,16.892551,11.041495,102.32075142860413,-0.352,67,1.7731433999999997,0.11,69.34271,,7.4764905,17.331652,9.274768,18.522956146794005,1340,,1.0349659,16.70776,
67,16.892551,14.382673,16.85247,7.864025999999999,15.635273999999999,17.909976999999998,-0.999,0.9999722,3.3877637000000003,16.892551,9.960712,104.91749024391174,-0.345,68,3.1065313999999997,0.11,71.68814,,6.887546,17.663479000000002,10.408372,18.595137741956485,1360,,1.0542373999999999,16.709888,
68,16.892551,14.368073999999998,16.677201999999998,7.935078,15.691692999999999,18.209543,-0.998,0.9999722,4.305467,16.892551,19.478167000000003,107.22423791885376,-0.34,69,3.001315,0.11,73.90035999999999,,6.419965,17.945093,11.511023,18.40146471674179,1380,,1.0710198,16.709414000000002,
69,16.892551,14.353685,16.644903,8.035838,15.665034,17.830133,-0.998,0.9999722,3.8153346,16.892551,13.760976999999999,109.43878054618835,-0.341,70,0.31466907,0.11,73.43405,,6.662549,17.575312,11.021915,18.36965127915532,1400,,1.0490578000000002,16.708492,
70,16.892551,14.3395,16.722746,8.161937,15.639002,17.749598000000002,-0.998,0.9999722,3.3236232000000006,16.892551,13.772898999999999,112.31542992591858,-0.343,71,1.3571726999999998,0.11,74.19996,,6.9793715,17.506342,10.631324000000001,18.46145102644653,1420,,1.0450698,16.708693,
71,16.892551,14.325515,16.847510999999997,8.261934,15.615971,17.762096,-0.998,0.9999722,3.1086118,16.892551,13.939657,115.28494715690613,-0.344,72,1.6174011000000001,0.11,75.31758,,7.151758,17.524706,10.531338,18.58302334028071,1440,,1.0460775,16.710623000000002,
72,16.892551,14.311720999999999,16.749264,8.271766,15.591732999999998,18.047369,-0.998,0.9999722,3.6812565000000004,16.892551,13.804085999999998,118.14127206802368,-0.34,73,3.0023197999999995,0.11,77.54763,,6.823964999999999,17.798574,11.364014,18.477851392599632,1460,,1.0622963,16.711151,
73,16.892551,14.298116,16.521442,8.413893,15.6124,17.925137,-0.998,0.9999722,3.3910058,16.892551,17.064004999999998,120.5846426486969,-0.341,74,1.2340133999999998,0.11,78.12359000000001,,7.03293,17.683735000000002,11.108255999999999,18.240063791445642,1480,,1.0557241000000002,16.708588,
74,16.892551,14.284692999999999,16.838293,8.436281,15.630733,18.316305,-0.998,0.9999722,4.0885434,16.892551,16.935944,123.36025905609131,-0.336,75,3.7392528,0.11,80.826126,,6.586426299999999,18.058538000000002,12.271621000000001,18.57972451794581,1500,,1.0776816999999999,16.710318,
75,16.892551,14.271447,16.695078,8.449988000000001,15.610213,18.601902,-0.998,0.9999722,4.433833,16.892551,14.000176999999999,125.90778398513794,-0.334,76,3.4592989999999997,0.11,83.16599000000001,,6.378430000000001,18.335729999999998,13.0386305,18.42423767757869,1520,,1.0942893999999999,16.710117,
76,16.892551,14.258375,16.654429999999998,8.5835085,15.645767999999999,18.614810000000002,-0.998,0.9999722,4.2739096,16.892551,18.261381,128.4417417049408,-0.334,77,2.2926450000000003,0.11,84.357254,,6.498191,18.353544,12.981652,18.38452618649533,1540,,1.0955487,16.709393,
77,16.892551,14.245472,16.736573999999997,8.696399000000001,15.6509905,18.622152,-0.998,0.9999722,4.0513754,16.892551,15.964932000000001,130.4968400001526,-0.334,78,2.1955934,0.11,85.52101,,6.660187,18.367239,12.840632000000001,18.46641434577477,1560,,1.0964233,16.709742000000002,
78,16.892551,14.232732999999998,16.649279,8.842369999999999,15.7118025,18.713259,-0.998,0.9999722,3.9828593999999997,16.892551,20.365803,132.41560077667236,-0.333,79,2.5613894,0.11,87.074715,,6.726611999999999,18.460863,12.94481,18.375918496597308,1580,,1.1022116000000002,16.708976999999997,
79,16.892551,14.220154,16.627085,8.927961,15.686765,18.370293,-0.998,0.9999722,3.6240940000000004,16.892551,13.613276999999998,134.69462633132937,-0.335,80,0.45381713,0.11,86.58426,,6.944803,18.125828,12.467489,18.352935595799387,1600,,1.0823033000000002,16.707952,
80,16.892551,14.207730999999999,16.739876000000002,8.985071000000001,15.640336999999999,18.33328,-0.998,0.9999722,3.4257205,16.892551,11.849602,137.775554895401,-0.335,81,1.7425496999999999,0.11,87.519035,,7.115258,18.094670999999998,12.300191,18.472698458443325,1620,,1.0804818999999999,16.708347,
81,16.892551,14.195460999999998,16.663906,9.150363,15.693139000000002,18.1593,-0.998,0.9999722,3.1317472,16.892551,19.89474,140.3641529083252,-0.337,82,1.0042912,0.11,87.79368000000001,,7.347151299999999,17.928223000000003,11.949349,18.38324332956937,1640,,1.0706546000000001,16.707806,
82,16.892551,14.18334,16.654242,9.282564,15.716320000000001,17.998634,-0.998,0.9999722,2.8560987,16.892551,17.55089,142.36177134513858,-0.338,83,0.93728685,0.11,88.11249000000001,,7.5786815,17.774616,11.626361,18.384840830098213,1660,,1.0615963,16.707160000000002,
83,16.892551,14.171364,16.781670000000002,9.342967999999999,15.670411999999999,17.857333999999998,-0.998,0.9999722,2.5932832,16.892551,11.802143,144.7312345504761,-0.34,84,0.9093041999999999,0.11,88.501595,,7.8124394,17.640017999999998,11.328292,18.518488083298347,1680,,1.0535903999999998,16.708048,
84,16.892551,14.159529999999998,16.674717,9.391062,15.669,17.997503,-0.998,0.9999722,2.7589486,16.892551,15.499989999999999,146.5371196269989,-0.338,85,2.3220294,0.11,90.259415,,7.720134700000001,17.77759,11.69143,18.40813124879479,1700,,1.0618755,16.707655,
85,16.892551,14.147832999999999,16.870975,9.456009,15.646415,17.959417000000002,-0.998,0.9999722,2.6336467,16.892551,13.668292000000001,148.81139802932742,-0.338,86,1.3959553999999998,0.11,91.1375,,7.864757000000001,17.743547,11.588088,18.604444948721767,1720,,1.0597383,16.709553,
86,16.892551,14.136272,16.808985,9.551551,15.647065,17.83106,-0.998,0.9999722,2.4219337000000003,16.892551,15.646320999999999,151.17335796356198,-0.34,87,0.8872378000000001,0.11,91.55894,,8.069951,17.62068,11.345661999999999,18.548413908724577,1740,,1.0524015,16.710695,
87,16.892551,14.124844,16.712626999999998,9.665227,15.675782,17.804888000000002,-0.998,0.9999722,2.2999593999999997,16.892551,18.124605,153.37795138359067,-0.341,88,1.3370228000000002,0.11,92.49826999999999,,8.218296,17.598305,11.255163,18.43488827066005,1760,,1.0511167,16.710718,
88,16.892551,14.113544000000001,16.761692,9.74519,15.678729999999998,17.814348000000003,-0.998,0.9999722,2.2302942000000003,16.892551,15.889339000000001,155.9955816268921,-0.341,89,1.4852288,0.11,93.61333,,8.325776,17.610432,11.243795,18.49723012522361,1780,,1.0518352,16.711292,
89,16.892551,14.102371,16.637226000000002,9.863304,15.716804999999999,17.644732,-0.998,0.9999722,2.05092,16.892551,19.056042,158.0693597793579,-0.342,90,0.51428777,0.11,93.782524,,8.498528,17.444960000000002,11.03515,18.361322073381203,1800,,1.0420281,16.710468,
90,16.892551,14.091320999999999,16.741959,9.743788,15.524146,17.675243,-0.998,0.9999722,1.9958776999999999,16.892551,-1.8553651999999998,160.20667243003842,-0.343,91,1.5169218,0.11,95.00376999999999,,8.59525,17.47772,11.053055,18.479008074640745,1820,,1.0439974,16.710814000000003,
91,16.892551,14.080392000000002,16.679316,9.831847999999999,15.542439000000002,17.66968,-0.998,0.9999722,1.944229,16.892551,17.164942,162.57290220260617,-0.343,92,1.3169094,0.11,96.03517,,8.690853,17.474329,11.050142999999998,18.40251350926111,1840,,1.0438606,16.710472,
92,16.892551,14.069581,16.652946,9.947385,15.586946,17.660994,-0.998,0.9999722,1.8728913,16.892551,19.6395,165.88447999954226,-0.343,93,1.2855178,0.11,97.052864,,8.801731,17.468103,11.026566,18.380331872118386,1860,,1.0435792,16.709854,
93,16.892551,14.058886,16.795123999999998,9.947839,15.575709,17.799576000000002,-0.998,0.9999722,2.3096395,16.892551,14.488771,168.7669613361359,-0.34,94,2.3096395,0.11,98.825554,,8.542352000000001,17.600828,11.5688925,18.53335737442961,1880,,1.0513357,16.71076,
94,16.892551,14.048304000000002,16.7029,10.030804,15.621014,17.866867000000003,-0.998,0.9999722,2.487302,16.892551,19.830496,171.43830728530884,-0.338,95,1.8441116000000002,0.11,100.24904000000001,,8.465873,17.666325,11.841548,18.428985978136865,1900,,1.055253,16.710678,
