,IWNorm1,DenMISELogLast,target_sum_log_mean,ReturnAbsMax,Bound,ReturnMin,IWMin,IWMean,IWNorm2,IWFirstEpisode,DenMISELogFirst,LQGsigma,ReturnMax,ReturnStepMax,LQGmu01,MISE,TimestepsSoFar,TimeElapsed,DenMISEMeanLog,SqrtESSClassic,ReturnMean,IWMax,LQGmu1,IWLastEpisode,URet,Iteration,ReturnLastEpisode
0,1e-10,18.60218,-503.26215,15.058442000000001,1.5134303999999998,,,,1e-10,,18.60218,0.11,15.058442000000001,0.9625284,-1.0,,20,0.07863736152648926,18.60218,1.0,15.058442000000001,,-1.0,,16.687925283112616,1,15.058442000000001
1,1.9999981,3.8439879999999995,-249.3625,16.432243,18.08373,,,0.99999905,1.9999981,,17.909032999999997,0.11,16.432243,0.9725072,-1.0,16.432228,40,3.596196174621582,10.876511,1.0,15.745342,1.9999981,-1.0,1.9999981,18.144616846529182,2,16.432243
2,3.0001066,20.76316,-159.18544,16.591773999999997,17.691725,,,1.0000354999999999,2.1213956,,17.503569,0.11,16.591773999999997,0.9749138,-1.0,16.512598,60,3.677283763885498,14.1328,1.4142137,16.027487,1.5001073,-1.0,1.5001073,18.300389096166423,3,16.591773999999997
3,4.000125,18.464476,-114.701035,16.632465,17.517794,,,1.0000312,2.3094732999999996,,17.215887,0.11,16.632465,0.9778233000000001,-1.0,16.552681,80,3.990744352340698,15.202696,1.7320508000000001,16.178729999999998,1.3334598999999998,-1.0,1.3333327,18.348871629641422,4,16.632465
4,5.0001307,13.575821,-89.00102,16.632465,17.38782,,,1.0000261000000001,2.5000652999999997,,16.992743,0.11,16.632465,0.9821515,-1.0,16.552006,100,4.2419259548187265,14.87142,2.0,16.252945,1.2501323,-1.0,1.25,18.262353108788,5,16.5498
5,6.0001373,16.691053,-71.35528599999999,16.632465,17.280184,,,1.0000228999999998,2.683343,,16.810420999999998,0.11,16.632465,0.9821515,-1.0,16.532610000000002,120,4.6145570278167725,15.171523,2.236068,16.286596,1.2001374,-1.0,1.2,18.153056837450432,6,16.454857
6,7.000146000000001,18.944597,-58.43328,16.632465,17.202478,,,1.0000209,2.8577976,,16.656271,0.11,16.632465,0.9821515,-1.0,16.520039999999998,140,4.960616588592528,15.708638,2.4494898,16.310944,1.1668061,-1.0,1.1666747,18.160828109887266,7,16.457027
7,8.000150999999999,13.908569,-49.37385,16.632465,17.16157,,,1.0000188,3.0237727000000003,,16.52274,0.11,16.632465,0.9821515,-1.0,16.529754999999998,160,5.21906042098999,15.482403,2.6457512000000003,16.345566,1.1429989999999999,-1.0,1.1428573,18.296611666168737,8,16.58791
8,9.000150999999999,19.919369,-41.661514000000004,16.632465,17.129122,,,1.0000167,3.1820334999999997,,16.404957,0.11,16.632465,0.9821515,-1.0,16.538113,180,5.6221961975097665,15.974564,2.8284272999999995,16.37346,1.1251433000000002,-1.0,1.1249995000000002,18.315921989485414,9,16.596622
9,10.00015,13.7934,-36.105488,16.63338,17.105942000000002,,,1.0000149999999999,3.333383,,16.299595,0.11,16.63338,0.9821515,-1.0,16.548702,200,5.951122999191284,15.75585,3.0000002,16.399452,1.1112547,-1.0,1.1111106000000002,18.343495627495262,10,16.63338
10,11.000154,17.067495,-31.262909999999998,16.63338,17.079185,,,1.000014,3.478554,,16.204285000000002,0.11,16.63338,0.9821515,-1.0,16.550542999999998,220,6.3677308559417725,15.87465,3.1622777,16.414686,1.1001448999999999,-1.0,1.1,18.282009273010143,11,16.567028
11,12.000153,18.159385999999998,-27.137135999999998,16.63338,17.059822,,,1.0000128000000001,3.6181822,,16.117273,0.11,16.63338,0.9821515,-1.0,16.55578,240,6.7945594787597665,16.06471,3.3166246,16.430809,1.0910547,-1.0,1.090909,18.32191230797963,12,16.608158
12,13.000152,11.167105000000001,-24.1845,16.635742,17.045097,,,1.0000117,3.7528205000000003,,16.037231,0.11,16.635742,0.9821515,-1.0,16.562445,260,7.214654684066772,15.687713,3.4641016000000002,16.446573,1.0834792,-1.0,1.0833335,18.351194434162462,13,16.635742
13,14.000129999999999,17.340220000000002,-21.213154,16.635742,17.030996,,,1.0000093,3.8829372,,15.963123000000001,0.11,16.635742,0.9821515,-1.0,16.56728,280,7.610523700714111,15.805543,3.6055515,16.459362,1.077067,-1.0,1.0768965,18.33806363268266,14,16.625629999999997
14,15.00012,18.245598,-18.57797,16.635742,17.015821,,,1.000008,4.008950700000001,,15.894131,0.11,16.635742,0.9821515,-1.0,16.568974,300,7.895875453948975,15.968048000000001,3.7416574999999996,16.468147000000002,1.0715714,-1.0,1.0714283000000002,18.30530799133204,15,16.591127
