,URet,IWLastEpisode,ReturnMin,IWMean,target_sum_log_mean,Bound,IWNorm2,LQGmu1,SqrtESSClassic,MISE,TimestepsSoFar,Iteration,IWNorm1,ReturnStepMax,LQGsigma,ReturnLastEpisode,ReturnMax,ReturnAbsMax,DenMISEMeanLog,TimeElapsed,ReturnMean,DenMISELogLast,IWFirstEpisode,IWMax,DenMISELogFirst,LQGmu01,IWMin
0,17.332240856619553,,,,-1110.9623,46.933525,1e-10,1.0,1.0,,20,1,1e-10,0.99262077,0.11,15.644507999999998,15.644507999999998,15.644507999999998,17.102016,0.21551156044006348,15.644507999999998,17.102016,,,17.102016,0.995,
1,9.507751597648364,3.2822884e-31,,1.6411442e-31,-595.5287,33.187016,1.4142136e-10,1.0,1.4142135,1.4226164999999999e-30,40,2,2e-10,0.99262077,0.11,8.668443,15.644507999999998,15.644507999999998,3.2526908,4.424018621444702,12.156475,-9.903487,,3.2822884e-31,16.408869,0.995,
2,9.422409868982331,1.5,,0.5,-393.47278,51.222809999999996,1.5,1.0,1.0,4.289283999999999,60,3,1.5,0.99262077,0.11,8.578567999999999,15.644507999999998,15.644507999999998,5.30936,4.525965213775635,10.96384,10.233627,,1.5,16.003404999999997,0.995,
3,9.39539435135737,1.3333327,,0.6666663,-290.95867999999996,38.898094,1.8856171000000002,1.0,1.4142135,5.711077700000001,80,4,2.6666653,0.99262077,0.11,8.554674,15.644507999999998,15.644507999999998,7.941613,4.605340003967285,10.361547999999999,16.295956,,1.3333327,15.715722,0.995,
4,9.38565713922478,1.2499988000000002,,0.7499995,-228.7293,33.516373,2.1650622000000004,1.0,1.7320508000000001,6.41929,100,5,3.7499976000000004,0.99262077,0.11,8.543934,15.644507999999998,15.644507999999998,10.282872,4.773244142532349,9.998026,19.965117000000003,,1.25,15.4925785,0.995,
5,9.368423600919428,1.2,,0.8,-187.69008,30.308265999999996,2.4,1.0,2.0,6.8415027,120,6,4.8,0.99262077,0.11,8.530333,15.644507999999998,15.644507999999998,11.415962,4.913330554962158,9.75341,17.323593,,1.2,15.310257,0.995,
6,9.292158092186963,1.166667,,0.83333313,-158.87105,28.100613,2.608745,1.0,2.2360682,7.1113043000000005,140,7,5.833332,0.99262077,0.11,8.460329,15.644507999999998,15.644507999999998,11.741313,5.032104969024658,9.568685,13.889041,,1.166667,15.156106,0.995,
7,9.416776407126124,1.1428573,,0.857143,-137.09386,26.48106,2.7994173,1.0,2.4494898,7.320530000000001,160,8,6.857144,0.99262077,0.11,8.575863,15.644507999999998,15.644507999999998,12.154778,5.174768447875977,9.444582,15.21299,,1.1428573,15.022575,0.995,
8,9.41093806981763,1.1249995000000002,,0.87499976,-119.58221999999999,25.215714000000002,2.9764692999999998,1.0,2.6457512000000003,7.476508,180,9,7.8749975999999995,0.99262077,0.11,8.568379,15.644507999999998,15.644507999999998,13.054469000000001,5.263221025466919,9.347225,20.393068,,1.1250006000000001,14.904792,0.995,
9,9.365008787086587,1.1111106000000002,,0.88888854,-106.67966499999999,24.18665,3.1426957000000004,1.0,2.828427,7.5931425,200,10,8.888885499999999,0.99262077,0.11,8.526228999999999,15.644507999999998,15.644507999999998,12.670439,5.352978229522705,9.265125999999999,9.337937,,1.1111116,14.799432000000001,0.995,
10,9.369556973885944,1.1,,0.9,-95.52005,23.33132,3.3,1.0,3.0,7.6868114,220,11,9.9,0.99262077,0.11,8.529800999999999,15.644507999999998,15.644507999999998,12.961355000000001,5.428533554077148,9.198278,15.980732000000001,,1.1,14.704122,0.995,
11,9.372613162150424,1.090909,,0.9090908000000001,-86.35074,22.60545,3.449757,1.0,3.1622777,7.763765299999999,240,12,10.909089999999999,0.99262077,0.11,8.533317,15.644507999999998,15.644507999999998,13.075025,5.556438446044922,9.142864,14.424725,,1.090909,14.61711,0.995,
12,9.399888412199688,1.0833335,,0.9166665999999999,-78.738976,21.980964999999998,3.5930101999999997,1.0,3.3166246,7.829973,260,13,11.916666000000001,0.99262077,0.11,8.558255,15.644507999999998,15.644507999999998,13.025538000000001,5.663370609283447,9.097895,12.522103999999999,,1.0833343999999998,14.537067,0.995,
13,9.32272670762826,1.0769233,,0.92307705,-71.99718,21.429073000000002,3.7305714999999995,1.0,3.4641016000000002,7.8805323000000005,280,14,12.923079,0.99262077,0.11,8.487219,15.644507999999998,15.644507999999998,13.201514999999999,5.859332084655763,9.054275,15.572153,,1.0769233,14.462959,0.995,
14,9.39803445243334,1.0714283000000002,,0.92857116,-66.32481999999999,20.945646,3.8630898,1.0,3.6055512000000003,7.928627499999999,300,15,13.928567999999999,0.99262077,0.11,8.553907,15.644507999999998,15.644507999999998,13.18425,6.055797100067139,9.020916999999999,13.019141000000001,,1.0714283000000002,14.393967000000002,0.995,
