,ReturnMean,IWNorm1,IWNorm2,MISE,ReturnMax,IWMean,LQGmu01,IWLastEpisode,ReturnAbsMax,DenMISEMeanLog,ReturnMin,TimestepsSoFar,URet,IWFirstEpisode,IWMin,ReturnStepMax,Bound,TimeElapsed,DenMISELogFirst,LQGsigma,target_sum_log_mean,LQGmu1,Iteration,SqrtESSClassic,ReturnLastEpisode,DenMISELogLast,IWMax
0,15.644507999999998,1e-10,1e-10,,15.644507999999998,,0.526,,15.644507999999998,17.102016,,20,17.332240856619553,,,0.99262077,46.933525,0.08018755912780763,17.102016,0.11,-1109.8616,1.0,1,1.0,15.644507999999998,17.102016,
1,12.156475,2e-10,1.4142136e-10,1.4226164999999999e-30,15.644507999999998,1.6411442e-31,0.526,3.2822884e-31,15.644507999999998,3.2526908,,40,9.507751597648364,,,0.99262077,33.187016,2.816887617111206,16.408869,0.11,-594.97833,1.0,2,1.4142135,8.668443,-9.903487,3.2822884e-31
2,10.96384,1.5,1.5,4.289283999999999,15.644507999999998,0.5,0.526,1.5,15.644507999999998,5.30936,,60,9.422409868982331,,,0.99262077,51.222809999999996,2.9073314666748047,16.003404999999997,0.11,-393.10587000000004,1.0,3,1.0,8.578567999999999,10.233627,1.5
3,10.361547999999999,2.6666653,1.8856171000000002,5.711077700000001,15.644507999999998,0.6666663,0.526,1.3333327,15.644507999999998,7.941613,,80,9.39539435135737,,,0.99262077,38.898094,2.9794712066650386,15.715722,0.11,-290.6835,1.0,4,1.4142135,8.554674,16.295956,1.3333327
4,9.998026,3.7499976000000004,2.1650622000000004,6.41929,15.644507999999998,0.7499995,0.526,1.2499988000000002,15.644507999999998,10.282872,,100,9.38565713922478,,,0.99262077,33.516373,3.0288176536560063,15.4925785,0.11,-228.50916,1.0,5,1.7320508000000001,8.543934,19.965117000000003,1.25
5,9.75341,4.8,2.4,6.8415027,15.644507999999998,0.8,0.526,1.2,15.644507999999998,11.415962,,120,9.368423600919428,,,0.99262077,30.308265999999996,3.1011621952056885,15.310257,0.11,-187.50664,1.0,6,2.0,8.530333,17.323593,1.2
6,9.568685,5.833332,2.608745,7.1113043000000005,15.644507999999998,0.83333313,0.526,1.166667,15.644507999999998,11.741313,,140,9.292158092186963,,,0.99262077,28.100613,3.167232751846313,15.156106,0.11,-158.71379,1.0,7,2.2360682,8.460329,13.889041,1.166667
7,9.444582,6.857144,2.7994173,7.320530000000001,15.644507999999998,0.857143,0.526,1.1428573,15.644507999999998,12.154778,,160,9.416776407126124,,,0.99262077,26.48106,3.24768614768982,15.022575,0.11,-136.95627,1.0,8,2.4494898,8.575863,15.21299,1.1428573
8,9.347225,7.8749975999999995,2.9764692999999998,7.476508,15.644507999999998,0.87499976,0.526,1.1249995000000002,15.644507999999998,13.054469000000001,,180,9.41093806981763,,,0.99262077,25.215714000000002,3.337284564971924,14.904792,0.11,-119.45992,1.0,9,2.6457512000000003,8.568379,20.393068,1.1250006000000001
9,9.265125999999999,8.888885499999999,3.1426957000000004,7.5931425,15.644507999999998,0.88888854,0.526,1.1111106000000002,15.644507999999998,12.670439,,200,9.365008787086587,,,0.99262077,24.18665,3.4241180419921875,14.799432000000001,0.11,-106.56959499999999,1.0,10,2.828427,8.526228999999999,9.337937,1.1111116
10,9.198278,9.9,3.3,7.6868114,15.644507999999998,0.9,0.526,1.1,15.644507999999998,12.961355000000001,,220,9.369556973885944,,,0.99262077,23.33132,3.5360715389251713,14.704122,0.11,-95.41999,1.0,11,3.0,8.529800999999999,15.980732000000001,1.1
11,9.142864,10.909089999999999,3.449757,7.763765299999999,15.644507999999998,0.9090908000000001,0.526,1.090909,15.644507999999998,13.075025,,240,9.372613162150424,,,0.99262077,22.60545,3.645374536514282,14.61711,0.11,-86.25901,1.0,12,3.1622777,8.533317,14.424725,1.090909
12,9.097895,11.916666000000001,3.5930101999999997,7.829973,15.644507999999998,0.9166665999999999,0.526,1.0833335,15.644507999999998,13.025538000000001,,260,9.399888412199688,,,0.99262077,21.980964999999998,3.7905244827270512,14.537067,0.11,-78.65430500000001,1.0,13,3.3166246,8.558255,12.522103999999999,1.0833343999999998
13,9.054275,12.923079,3.7305714999999995,7.8805323000000005,15.644507999999998,0.92307705,0.526,1.0769233,15.644507999999998,13.201514999999999,,280,9.32272670762826,,,0.99262077,21.429073000000002,3.948244333267212,14.462959,0.11,-71.91856,1.0,14,3.4641016000000002,8.487219,15.572153,1.0769233
14,9.020916999999999,13.928567999999999,3.8630898,7.928627499999999,15.644507999999998,0.92857116,0.526,1.0714283000000002,15.644507999999998,13.18425,,300,9.39803445243334,,,0.99262077,20.945646,4.099257469177246,14.393967000000002,0.11,-66.25144,1.0,15,3.6055512000000003,8.553907,13.019141000000001,1.0714283000000002
15,8.989179,14.933335999999999,3.9911017,7.967594999999999,15.644507999999998,0.9333334999999999,0.526,1.0666671,15.644507999999998,13.168806,,320,9.347572604324338,,,0.99262077,20.511105999999998,4.263694286346436,14.329428,0.11,-61.29367,1.0,16,3.7416577000000006,8.513098,13.008314,1.0666671
16,8.961766,15.937504,4.1150455,8.002319,15.644507999999998,0.93750024,0.526,1.0625004999999998,15.644507999999998,13.237786999999999,,340,9.364636960574991,,,0.99262077,20.120502,4.4585394859313965,14.268804000000001,0.11,-56.837067000000005,1.0,17,3.8729835,8.523164999999999,14.407951999999998,1.0625004999999998
17,8.937026,16.941172,4.235293,8.032558,15.644507999999998,0.9411761999999999,0.526,1.0588226,15.644507999999998,13.471217999999999,,360,9.354285692891224,,,0.99262077,19.76594,4.597597360610962,14.211645,0.11,-52.70395,1.0,18,4.0,8.516451,17.501844000000002,1.0588236
18,8.914764,17.944448,4.3521676,8.059311,15.644507999999998,0.94444466,0.526,1.0555558999999999,15.644507999999998,13.591482000000001,,380,9.350870392330243,,,0.99262077,19.442362,4.715406656265259,14.157577499999999,0.11,-49.094845,1.0,19,4.123106,8.514043,15.814913,1.0555558999999999
19,8.895643,18.947363,4.465936,8.084204,15.644507999999998,0.94736814,0.526,1.0526316,15.644507999999998,13.677615,,400,9.370902328206594,,,0.99262077,19.146542,4.8737971782684335,14.106284,0.11,-45.86906,1.0,20,4.242641000000001,8.532336,15.369588,1.0526316
20,8.879691000000001,19.949997,4.5768433,8.1080265,15.644507999999998,0.94999987,0.526,1.0499998,15.644507999999998,13.430437,,420,9.400272217347553,,,0.99262077,18.875317000000003,5.06646990776062,14.057494,0.11,-43.275859999999994,1.0,21,4.3588986,8.56066,8.539377,1.0499998
21,8.864677,20.952385,4.6850953,8.129046,15.644507999999998,0.95238113,0.526,1.0476192,15.644507999999998,13.553045000000001,,440,9.389018771829967,,,0.99262077,18.6237,5.188962697982788,14.010974,0.11,-40.57131,1.0,22,4.4721364999999995,8.549387,16.177736,1.0476192
22,8.851424,21.954544,4.790874,8.148626,15.644507999999998,0.9545454,0.526,1.0454555,15.644507999999998,13.670805999999999,,460,9.400169405550967,,,0.99262077,18.390362,5.3472983837127686,13.966522,0.11,-38.096317,1.0,23,4.582576,8.559844,16.309067000000002,1.0454555
23,8.83925,22.956516,4.8943458,8.166477,15.644507999999998,0.9565215,0.526,1.0434783,15.644507999999998,13.752682,,480,9.399493943036985,,,0.99262077,18.172736999999998,5.55716347694397,13.923963,0.11,-35.853813,1.0,24,4.690416,8.559237,15.681204000000001,1.0434793
24,8.827211,23.958332000000002,4.9956574,8.181972,15.644507999999998,0.95833325,0.526,1.0416676999999999,15.644507999999998,13.884072,,500,9.379596084069828,,,0.99262077,17.968288,5.73777174949646,13.883141,0.11,-33.734790000000004,1.0,25,4.7958317,8.538298,17.080896,1.0416676999999999
25,8.814739,24.960003,5.094939,8.194811,15.644507999999998,0.9600001,0.526,1.0400001,15.644507999999998,13.802011499999999,,520,9.342287291211194,,,0.99262077,17.775076000000002,5.98751163482666,13.84392,0.11,-31.98225,1.0,26,4.8989797,8.502951,11.792084,1.0400001
26,8.804195,25.961546,5.192309,8.207707000000001,15.644507999999998,0.96153873,0.526,1.0384619000000002,15.644507999999998,13.874042000000001,,540,9.366514013103517,,,0.99262077,17.594412,6.182889938354492,13.80618,0.11,-30.21163,1.0,27,5.0000005,8.530049,15.786781,1.0384619000000002
27,8.795079,26.96296,5.287871400000001,8.220342,15.644507999999998,0.9629628,0.526,1.0370368,15.644507999999998,13.782844,,560,9.389942981617496,,,0.99262077,17.424763000000002,6.4125916957855225,13.769812,0.11,-28.725668,1.0,28,5.0990195,8.548941000000001,11.358913000000001,1.0370378
28,8.783738,27.964289,5.38173,8.229124,15.644507999999998,0.9642858,0.526,1.0357144,15.644507999999998,13.750282,,580,9.298554221030132,,,0.99262077,17.261485999999998,6.617047309875487,13.734720000000001,0.11,-27.289932,1.0,29,5.196152,8.466183000000001,12.875562,1.0357144
29,8.776483,28.965511,5.473967,8.240739999999999,15.644507999999998,0.96551704,0.526,1.0344824000000001,15.644507999999998,13.837475,,600,9.407010375731627,,,0.99262077,17.110344,6.79109525680542,13.700819000000001,0.11,-25.832415,1.0,30,5.2915025,8.566061,16.401728,1.0344834
30,8.770133999999999,29.966663,5.564669599999999,8.252039,15.644507999999998,0.9666665999999999,0.526,1.0333326999999999,15.644507999999998,13.923015,,620,9.420514933092676,,,0.99262077,16.967377,6.961855888366699,13.668029,0.11,-24.465029,1.0,31,5.385164700000001,8.579703,16.523670000000003,1.0333347
31,8.7638,30.967743,5.65391,8.262215,15.644507999999998,0.96774197,0.526,1.0322582,15.644507999999998,13.951172,,640,9.41149832962167,,,0.99262077,16.831064,7.144709825515747,13.636281,0.11,-23.235212,1.0,32,5.477226,8.567407000000001,14.857377,1.0322591
32,8.758047,31.968746000000003,5.741756400000001,8.271956,15.644507999999998,0.9687498999999999,0.526,1.0312496,15.644507999999998,13.978632000000001,,660,9.416464103429817,,,0.99262077,16.701466,7.3109540939331055,13.605509,0.11,-22.078985,1.0,33,5.5677642999999994,8.573996000000001,14.889564000000002,1.0312506
33,8.75106,32.969696,5.8282739999999995,8.279487,15.644507999999998,0.96969694,0.526,1.0303019,15.644507999999998,14.1521225,,680,9.357920914318159,,,0.99262077,16.57624,7.496131181716919,13.575656,0.11,-20.84318,1.0,34,5.656854,8.520453,19.90854,1.030304
