,URet,ReturnMean,ReturnLastEpisode,ReturnMin,Iteration,DenMISELogLast,DenMISEMeanLog,LQGmu01,IWMax,IWNorm2,target_sum_log_mean,IWNorm1,ReturnMax,IWFirstEpisode,MISE,LQGmu1,IWLastEpisode,LQGsigma,SqrtESSClassic,ReturnStepMax,TimestepsSoFar,IWMean,IWMin,TimeElapsed,DenMISELogFirst,Bound,ReturnAbsMax
0,16.687925283112616,15.058442000000001,15.058442000000001,,1,18.60218,18.60218,-1.0,,1e-10,-503.26215,1e-10,15.058442000000001,,,-1.0,,0.11,1.0,0.9625284,20,,,0.2102932929992676,18.60218,1.5134303999999998,15.058442000000001
1,18.144620389642924,15.745344000000001,16.432247,,2,3.8439879999999995,10.876511,-1.0,1.999999,1.999999,-249.3625,1.999999,16.432247,,16.43224,-1.0,1.999999,0.11,1.0,0.9725062,40,0.9999995,,5.715993642807008,17.909032999999997,18.083742,16.432247
2,18.404055518430862,16.059362,16.687397,,3,20.763158999999998,14.1328,-1.0,1.5006338,2.1217697,-159.18532,3.0006351,16.687397,,16.563354,-1.0,1.5006338,0.11,1.4142133999999997,0.99995995,60,1.0002117,,6.0562806129455575,17.503569,17.749275,16.687397
3,18.353452477792576,16.203583,16.636251,,4,18.463564,15.202497,-1.0,1.3396469,2.3141827999999998,-114.6997,4.0082746,16.687397,,16.619736,-1.0,1.3396469,0.11,1.7320476000000002,0.99995995,80,1.0020685999999999,,6.472498655319214,17.215887,17.58804,16.687397
4,18.299881786695053,16.279186,16.581594,,5,13.567245499999999,14.86985,-1.0,1.2862928,2.5279648,-88.99381,5.055619999999999,16.687397,,16.769085,-1.0,1.2862928,0.11,1.9998776000000003,0.99995995,100,1.011124,,6.787431240081787,16.992743,17.60771,16.687397
5,18.180829710827066,16.31246,16.478817000000003,,6,16.698967,15.173010999999999,-1.0,1.2431607,2.706482,-71.346855,6.051093,16.687397,,16.704971,-1.0,1.1850631,0.11,2.235778,0.99995995,120,1.0085155000000001,,7.058122158050537,16.810420999999998,17.45511,16.687397
6,18.224213646413073,16.341421,16.515196,,7,18.905691,15.705360999999998,-1.0,1.2478716,2.9215633999999997,-58.4184,7.153135300000001,16.687397,,16.917858,-1.0,1.2478716,0.11,2.4483929,0.99995995,140,1.0218764999999999,,7.2968502044677725,16.656271,17.602857999999998,16.687397
7,18.297080253885678,16.372284,16.588322,,8,13.911467000000002,15.482231,-1.0,1.2386731000000002,3.0921133,-49.355553,8.1758795,16.687397,,16.924385,-1.0,1.1381021999999998,0.11,2.6441072999999995,0.99995995,160,1.0219849,,7.620248317718506,16.52274,17.558681,16.687397
8,18.328446714915394,16.398436,16.607657999999997,,9,19.873016,15.971385,-1.0,1.2397013000000001,3.2860703,-41.637679999999996,9.286133999999999,16.687397,,17.093204,-1.0,1.2008333999999998,0.11,2.8259084,0.99995995,180,1.0317926,,8.027861833572388,16.404957,17.686692999999998,16.687397
9,18.348807626765975,16.422384,16.637918,,10,13.764899,15.752951000000001,-1.0,1.2432508,3.4617317,-36.076347,10.37384,16.687397,,17.194187,-1.0,1.1541994,0.11,2.9967197999999997,0.99995995,200,1.037384,,8.479927539825441,16.299595,17.753847,16.687397
10,18.282009375060404,16.435534,16.567028,,11,17.067495,15.875055,-1.0,1.2450566,3.613688,-31.230235999999998,11.4124775,16.687397,,17.195415,-1.0,1.1,0.11,3.1581247,0.99995995,220,1.037498,,8.97905659675598,16.204285000000002,17.726473000000002,16.687397
