,IWNorm2,DenMISELogLast,MISE,ReturnMin,ReturnMean,ReturnLastEpisode,TimeElapsed,Iteration,Bound,IWLastEpisode,LQGmu1,DenMISEMeanLog,LQGmu01,DenMISELogFirst,IWNorm1,target_sum_log_mean,SqrtESSClassic,IWMax,ReturnStepMax,LQGsigma,IWMean,IWMin,ReturnAbsMax,URet,IWFirstEpisode,ReturnMax,TimestepsSoFar
0,1e-10,18.60218,,,15.058442000000001,15.058442000000001,0.20511841773986814,1,30.116884000000002,,-1.0,18.60218,-1.0,18.60218,1e-10,-503.26215,1.0,,0.9625284,0.11,,,15.058442000000001,16.687925283112616,,15.058442000000001,20
1,1.999999,3.8439879999999995,16.43224,,15.745344000000001,16.432247,3.4149093627929688,2,49.296734,1.999999,-1.0,10.876511,-1.0,17.909032999999997,1.999999,-249.3625,1.0,1.999999,0.9725062,0.11,0.9999995,,16.432247,18.144620389642924,,16.432247,40
2,2.1217716,20.763158999999998,16.563372,,16.059362,16.687397,3.697687864303589,3,40.162914,1.5006367,-1.0,14.1328,-1.0,17.503569,3.000638,-159.18532,1.4142135,1.5006367,0.99995995,0.11,1.0002127,,16.687397,18.404055518430862,,16.687397,60
3,2.3141868,18.463564,16.619766000000002,,16.203583,16.636251,3.9033923149108887,4,35.88875,1.3396521000000001,-1.0,15.202497,-1.0,17.215887,4.0082817,-114.6997,1.7320476000000002,1.3396521000000001,0.99995995,0.11,1.0020704,,16.687397,18.35345241455977,,16.687397,80
4,2.528106,13.567232,16.770012,,16.279186,16.581595999999998,4.157510995864868,5,33.45844,1.2864757,-1.0,14.869848000000001,-1.0,16.992743,5.0558996,-88.99376,1.9998764999999998,1.2864757,0.99995995,0.11,1.0111799000000001,,16.687397,18.29988368198348,,16.687397,100
5,2.7067397,16.699007,16.706523999999998,,16.31246,16.478820000000002,4.5320489406585684,6,31.634163,1.184898,-1.0,15.173023,-1.0,16.810420999999998,6.051652400000001,-71.34676999999999,2.2357720000000003,1.2436409,0.99995995,0.11,1.0086087,,16.687397,18.180835374979274,,16.687397,120
6,2.9227362,18.905231,16.924372,,16.341413,16.515139,4.809170484542847,7,30.555896999999998,1.2493768,-1.0,15.705319,-1.0,16.656271,7.155891400000001,-58.418125,2.4483535,1.2493768,0.99995995,0.11,1.0222702,,16.687397,18.224148863746745,,16.687397,140
7,3.0937555,13.911520000000001,16.932875,,16.372276,16.588324,5.08233380317688,8,29.555576000000002,1.1379871000000001,-1.0,15.482242000000001,-1.0,16.52274,8.179981,-49.355129999999996,2.6440296,1.2409669,0.99995995,0.11,1.0224977,,16.687397,18.29708106332448,,16.687397,160
8,3.2889311,19.871916,17.10727,,16.398429999999998,16.607670000000002,5.349647283554077,9,28.918128999999997,1.2029517,-1.0,15.97132,-1.0,16.404957,9.29377,-41.63705,2.825772,1.2427932,0.99995995,0.11,1.032641,,16.687397,18.328460582085654,,16.687397,180
9,3.4655879,13.764068,17.212260999999998,,16.422382,16.637938000000002,5.623332500457764,10,28.350078999999997,1.1555783000000002,-1.0,15.752884,-1.0,16.299595,10.384734,-36.075527,2.9965289,1.2470602,0.99995995,0.11,1.0384734,,16.687397,18.348828935293838,,16.687397,200
10,3.6180995000000005,17.067495,17.214994,,16.435532000000002,16.567028,6.022322177886963,11,27.783790000000003,1.1,-1.0,15.875082999999998,-1.0,16.204285000000002,11.425458,-31.229248,3.1578617,1.2495412000000001,0.99995995,0.11,1.038678,,16.687397,18.28200938607534,,16.687397,220
11,3.761078,18.161146,17.204618,,16.449938,16.608395,6.427469253540039,12,27.283482,1.088552,-1.0,16.068169,-1.0,16.117273,12.454302,-27.101059000000003,3.3113650999999997,1.2505856000000002,0.99995995,0.11,1.0378585,,16.687397,18.322164367239,,16.687397,240
12,3.8986146,11.164196,17.197157,,16.46463,16.640944,6.945038557052612,13,26.848156,1.0866746999999999,-1.0,15.693335000000001,-0.999,16.037231,13.482073000000002,-24.146828,3.4581702000000005,1.2507691,0.99995995,0.11,1.0370826,,16.687397,18.35731326941185,,16.687397,260
