,URet,LQGsigma,target_sum_log_mean,LQGmu01,IWMax,DenMISELogFirst,Iteration,IWFirstEpisode,ReturnMin,IWMin,LQGmu1,IWNorm2,ReturnLastEpisode,Bound,ReturnStepMax,IWMean,TimeElapsed,TimestepsSoFar,IWNorm1,IWLastEpisode,SqrtESSClassic,DenMISEMeanLog,DenMISELogLast,ReturnMean,MISE,ReturnAbsMax,ReturnMax
0,16.687925283112616,0.11,18.824238,-0.011,1.2486429,18.60218,1,1.2486429,,,-0.106,1.2486429,15.058442000000001,63.977943,0.9625284,1.2486429,0.10369443893432616,20,1.2486429,1.2486429,1.0,18.60218,18.60218,15.058442000000001,18.802618,15.058442000000001,15.058442000000001
1,17.592751311251504,0.11,19.480675,-0.012,0.89363897,18.71936,2,0.46543187,,,-0.124,1.00758,15.889657999999999,45.9447,0.9969084999999999,0.6795354,8.830749034881592,40,1.3590708,0.89363897,1.3488464,19.919296,21.119229999999998,15.4740505,10.604148,15.889657999999999,15.889657999999999
2,17.851814141849392,0.11,20.413301,-0.012,1.1730473999999997,18.523115,3,0.920746,,,-0.118,1.7215623,16.125818,43.652508000000005,0.9990937,0.9846681,9.490740060806273,60,2.9540043,0.8602110000000001,1.7158859,20.437817000000003,21.7072,15.691307,15.458644,16.125818,16.125818
3,18.108612683209426,0.11,19.9712,-0.011,1.3770065,18.503103,4,1.3770065,,,-0.106,2.2848504000000003,16.366870000000002,42.823875,0.99995077,1.1018816999999999,10.065739154815674,80,4.407527,0.6006753,1.9290221999999997,19.922283,18.388920000000002,15.860198,17.370247,16.366870000000002,16.366870000000002
4,17.21942820084287,0.11,16.544242999999998,-0.014,1.6005120000000002,18.575796,5,0.027497312000000003,,,-0.141,1.609769,15.553239999999999,47.982334,0.99995077,0.37793022,10.646603345870973,100,1.8896511000000003,0.039857812,1.1738647,18.717056,13.822726999999999,15.798807,6.154162400000001,16.366870000000002,16.366870000000002
5,17.936169950971166,0.11,16.361458,-0.014,5.8154325,18.39896,6,0.01887557,,,-0.144,5.962581,16.203110000000002,59.691074,0.99995077,1.2257186000000002,11.038833379745483,120,7.354311999999999,5.8154325,1.2334108,18.093393,15.551731,15.866191,19.882267000000002,16.366870000000002,16.366870000000002
6,17.940694399076445,0.11,16.199257,-0.015,4.501041000000001,18.24795,7,0.006611896999999999,,,-0.148,5.3803196,16.20809,50.969902000000005,0.99995077,1.1943177,11.366439580917358,140,8.360224,2.7864459,1.5538527,18.081493,18.021967,15.915032,19.370632,16.366870000000002,16.366870000000002
7,17.845651207274173,0.11,13.971623999999998,-0.016,4.2720795,18.115362,8,0.000105005274,,,-0.162,4.6351,16.120537,46.686904999999996,0.99995077,0.87501097,11.87901735305786,160,7.000087700000001,0.9147821,1.5102345,17.502598000000003,13.408824,15.94072,14.17499,16.366870000000002,16.366870000000002
8,17.973730954725767,0.11,14.726695999999999,-0.016,3.135097,17.997593,9,0.00014747278,,,-0.162,4.321776,16.239199,40.519966,0.99995077,0.9219216,12.351397275924684,180,8.297295,2.362797,1.9198807,17.652153,19.044775,15.973884,14.945141,16.366870000000002,16.366870000000002
9,18.597226227322174,0.11,13.849362,-0.017,5.257068599999999,17.892248000000002,10,2.1266895e-05,,,-0.167,6.1617365,16.829588,46.25557,0.99995077,1.1203072,12.854172945022585,200,11.203073,5.257068599999999,1.818168,17.131104999999998,12.56528,16.059454000000002,18.486542,16.829588,16.829588
