,MISE,DenMISELogFirst,IWNorm1,DenMISELogLast,LQGmu01,SqrtESSClassic,DenMISEMeanLog,LQGsigma,IWMin,IWMax,ReturnMin,IWFirstEpisode,IWMean,IWNorm2,ReturnStepMax,Iteration,ReturnLastEpisode,target_sum_log_mean,IWLastEpisode,ReturnMax,ReturnMean,URet,TimestepsSoFar,Bound,LQGmu1,TimeElapsed,ReturnAbsMax
0,15.659973,17.102016,1.0009885,17.102016,-0.01,1.0,17.102016,0.11,,1.0009885,,1.0009885,1.0009885,1.0009885,0.99262077,1,15.644507999999998,17.103004000000002,1.0009885,15.644507999999998,15.644507999999998,17.332240856619553,20,62.5935,-0.099,1.313058376312256,15.644507999999998
1,1.843606e-13,17.102510000000002,2.0002358e-10,10.48916,-0.022,1.4142135,13.7958355,0.11,,2.3362242999999998e-14,,2.3362242999999998e-14,1.17859e-14,1.4143803e-10,0.9973267,2,15.415267000000002,-19.94876,2.0955782e-16,15.644507999999998,15.529888,17.090341186850054,40,33.187016,-0.212,31.827259302139282,15.644507999999998
2,15.971926999999999,16.697046,2.8856847,2.7100596,-0.023,1.0,9.830267,0.11,,2.8856847,,7.722442000000001e-18,0.9618949,2.8856847,0.9997778,3,16.604649,-17.884245,2.8856847,16.604649,15.888142000000002,18.365940446837804,60,65.78586999999999,-0.229,33.379299879074104,16.604649
3,19.778779999999998,16.409363,4.738626999999999,15.765964499999999,-0.023,1.3900288,11.266907000000002,0.11,,2.8132057,,5.6211174e-18,1.1846567,3.4090135000000004,0.99992216,4,16.75817,-9.531594,2.8132057,16.75817,16.105648000000002,18.521651856098227,80,55.946740000000005,-0.23,34.75442767143249,16.75817
4,11.059547,16.186220000000002,3.3164394,19.679920000000003,-0.021,1.6163167999999999,12.9561,0.11,,1.4613167999999999,,3.5706532999999994e-12,0.6632879,2.0518498,0.99998754,5,16.717098,1.545223,1.3482162,16.75817,16.22794,18.480041889424196,100,42.163914,-0.204,36.34780836105347,16.75817
5,1.865331,16.003899,0.7185786,16.727228,-0.012,1.3162078000000001,13.531303,0.11,,0.5005914,,0.5005914,0.11976310000000001,0.5459461999999999,0.99998754,6,16.761278,5.3455205,9.205084e-06,16.761278,16.316828,18.523276076252642,120,40.068897,-0.124,38.03405785560608,16.761278
6,19.378764999999998,15.929881,8.709858,15.029985,-0.011,1.7222224,13.629817000000001,0.11,,3.288613,,2.8932896,1.2442654,5.057336299999999,0.99998754,7,15.635210999999998,4.245879,3.288613,16.761278,16.219456,17.311712477055288,140,48.575829999999996,-0.105,39.957797527313225,16.761278
7,16.139565,16.142295999999998,8.069462,14.336513,-0.012,1.2949965,13.731237,0.11,,6.091366000000001,,0.5415823000000001,1.0086826999999998,6.2312617,0.99998754,8,16.128262,7.80363,6.091366000000001,16.761278,16.208054999999998,17.84532414261545,160,54.968887,-0.123,42.24025988578797,16.761278
8,21.868727,16.090017,12.225996,18.96286,-0.013,1.5150534,14.296829,0.11,,6.281335400000001,,0.23544058,1.358444,8.06968,0.99998754,9,16.149411999999998,9.676635000000001,5.025557,16.761278,16.201538,17.87329339913255,180,55.05820500000001,-0.129,44.18973755836487,16.761278
9,16.417759,16.010479999999998,10.189397,7.920212299999999,-0.015,1.5726268,13.671617999999999,0.11,,5.596093700000001,,0.0012917748,1.0189397,6.479221,0.99998754,10,15.994879000000001,9.988705,1.8170377,16.761278,16.180874,17.690223007804498,200,48.392179999999996,-0.152,45.88947510719299,16.761278
