,DenMISEMeanLog,DenMISELogFirst,ReturnAbsMax,IWNorm2,LQGsigma,IWLastEpisode,Bound,ReturnMean,MISE,TimestepsSoFar,DenMISELogLast,Iteration,target_sum_log_mean,LQGmu01,IWMean,IWFirstEpisode,ReturnMax,ReturnMin,TimeElapsed,ReturnLastEpisode,IWNorm1,ReturnStepMax,IWMax,SqrtESSClassic,URet,LQGmu1,IWMin
0,18.60218,18.60218,15.058442000000001,1.2579875,0.11,1.2579875,49.06022,15.058442000000001,18.943333,20,18.60218,1,18.831694,-0.011,1.2579875,1.2579875,15.058442000000001,,0.6744241714477539,15.058442000000001,1.2579875,0.9625284,1.2579875,1.0,16.687925283112616,-0.108,
1,19.89858,18.723507,15.906216,1.4142136e-10,0.11,,22.494785,15.482328,,40,21.073654,2,-1173.1698,1.0,,,15.906216,,21.299761056900024,15.906216,2e-10,0.99716264,,1.4142135,17.610802459064146,1.0,
2,9.559092999999999,18.318043,15.906216,1.7320508999999999e-10,0.11,2.7820945e-24,18.366917,13.210564000000002,8.037502599999999e-24,60,-10.308952,3,-803.62915,1.0,9.273649e-25,,15.906216,,22.008099794387817,8.667034,3e-10,0.99716264,2.7820945e-24,1.7320506999999998,9.508224851555072,1.0,
3,11.46831,18.03036,15.906216,2.0000009999999997,0.11,2.0000009999999997,36.08905,12.046232,4.276621,80,18.05901,4,-598.0338,1.0,0.50000024,,15.906216,,22.40348553657532,8.553238,2.0000009999999997,0.99716264,2.0000009999999997,1.0,9.394615873076395,1.0,
4,11.734855,17.807217,15.906216,2.3570227999999998,0.11,1.6666659,28.185055,11.3405,5.6902685,100,13.288139000000001,5,-475.66724000000005,1.0,0.6666667,,15.906216,,22.65758919715881,8.517569,3.3333334999999997,0.99716264,1.6666675,1.4142135,9.353861586626273,1.0,
5,12.467658,17.624895000000002,15.906216,2.5980747,0.11,1.4999986,24.781277,10.881526,6.4143615,120,16.46791,6,-393.57715,1.0,0.7499995,,15.906216,,22.995907545089718,8.586656,4.4999970000000005,0.99716264,1.5,1.7320508000000001,9.431177276254576,1.0,
6,13.330392999999999,17.470745,15.906216,2.7999987999999996,0.11,1.399999,22.744497,10.54616,6.838282,140,18.762281,7,-334.62347,1.0,0.79999965,,15.906216,,23.49568796157837,8.533963,5.5999975,0.99716264,1.4000003,2.0,9.372668885330544,1.0,
7,13.3577175,17.337214000000003,15.906216,2.9814230999999998,0.11,1.3333327,21.350883,10.296911,7.1239314,160,13.754420999999999,8,-291.04025,1.0,0.8333331,,15.906216,,24.04727149009705,8.552178,6.666664599999999,0.99716264,1.333334,2.236068,9.396200283202582,1.0,
8,14.052895999999999,17.219429,15.906216,3.149343,0.11,1.2857139,20.3108,10.0995245,7.3234305,180,19.785837,9,-256.4761,1.0,0.8571426,,15.906216,,24.51379537582397,8.520425,7.7142835000000005,0.99716264,1.2857139,2.4494898,9.358479489850973,1.0,
9,14.000463,17.114069,15.906216,3.3071892,0.11,1.25,19.500916,9.944727,7.476947,200,13.675618,10,-229.43863,1.0,0.875,,15.906216,,24.86980628967285,8.551549000000001,8.75,0.99716264,1.2500011999999998,2.6457512000000003,9.390426991484944,1.0,
10,14.258011999999999,17.018759,15.906216,3.4569647000000003,0.11,1.2222216000000001,18.841034,9.815864,7.5936418,220,16.962135,11,-207.02028,1.0,0.8888884,,15.906216,,25.447933435440067,8.527231,9.777773,0.99716264,1.2222216000000001,2.828427,9.369244440726737,1.0,
11,14.565663,16.931747,15.906216,3.6000001000000004,0.11,1.2,18.291597,9.708852,7.6874537,240,18.064073999999998,12,-188.2481,1.0,0.90000004,,15.906216,,26.24236488342285,8.531724,10.8,0.99716264,1.2,3.0,9.370752930934687,1.0,
12,14.289642,16.851706,15.906216,3.7372352999999996,0.11,1.1818182,17.826898999999997,9.620607000000001,7.766924400000001,260,11.080093,13,-172.90228000000002,1.0,0.90909046,,15.906216,,26.896008014678955,8.561674,11.818176,0.99716264,1.1818182,3.1622777,9.40355792486515,1.0,
13,14.495157999999998,16.777597,15.906216,3.8693942999999997,0.11,1.1666659,17.42434,9.544435,7.832530499999999,280,17.260157,14,-159.30823999999998,1.0,0.91666645,,15.906216,,27.53577542304993,8.554188,12.83333,0.99716264,1.166667,3.316625,9.396797524370827,1.0,
14,14.734551000000002,16.708605,15.906216,3.9970398,0.11,1.153846,17.069757,9.476908,7.886300599999999,300,18.17149,15,-147.46674,1.0,0.9230768,,15.906216,,28.20209550857544,8.531523,13.846151999999998,0.99716264,1.153846,3.4641017999999995,9.3673657816727,1.0,
