,LQGmu1,IWNorm2,ReturnStepMax,IWMean,ReturnMax,IWFirstEpisode,DenMISELogLast,TimeElapsed,target_sum_log_mean,DenMISELogFirst,IWMax,SqrtESSClassic,IWLastEpisode,TimestepsSoFar,LQGmu01,Bound,LQGsigma,URet,MISE,ReturnLastEpisode,ReturnAbsMax,IWNorm1,ReturnMin,Iteration,IWMin,ReturnMean,DenMISEMeanLog
15,-1.0,4.131021,0.98573774,0.9999601999999999,16.635742,,16.530466,8.081319332122803,-16.379368,15.829592000000002,1.0691195,3.8729803999999994,1.0635386,320,-1.0,25.157879,0.11,18.231307164797823,16.567213,16.522322,16.635742,15.999363,,16,,16.473537,16.003398999999998
16,-1.0,4.249855999999999,0.98573774,0.99996555,16.635742,,17.955887,8.463528394699098,-14.356079999999999,15.768968,1.0647604,3.9999979,1.0625004999999998,340,-1.0,24.885555,0.11,18.27855108075976,16.56768,16.57394,16.635742,16.999414,,17,,16.479446,16.118137
17,-1.0,4.365511,0.98573774,0.9999697,16.635742,,18.194876,8.79573655128479,-12.544518,15.711808999999999,1.0609128,4.1231036,1.0588245,360,-1.0,24.635723000000002,0.11,18.256455372919948,16.5662,16.5419,16.635742,17.999454,,18,,16.482914,16.233416000000002
18,-1.0,4.4782267,0.98573774,0.9999737,16.635742,,17.907239999999998,9.327122926712038,-10.938947,15.657742,1.0574945,4.242639,1.0555558999999999,380,-1.0,24.409903,0.11,18.30809704154295,16.567736,16.593172,16.635742,18.9995,,19,,16.488718,16.32143
19,-1.0,4.588207,0.98573774,0.9999763,16.635742,,16.9118,9.737768173217773,-9.543845,15.606448,1.0544372,4.358898,1.0526327,400,-1.0,24.202507,0.11,18.308523596245056,16.569504000000002,16.600954,16.635742,19.999525,,20,,16.494329999999998,16.35088
20,-1.0,4.6956434,0.98573774,0.99997866,16.635742,,16.915928,10.100487470626833,-8.281533,15.557657999999998,1.0516834,4.472135,1.0499998,420,-1.0,24.011154,0.11,18.32038752072073,16.571423,16.607426,16.635742,20.999551999999998,,21,,16.499716,16.377726000000003
21,-1.0,4.8007054,0.98573774,0.99998134,16.635742,,13.443659,10.548549413681028,-7.2919087,15.511138,1.049195,4.5825744,1.0476203000000002,440,-1.0,23.831717,0.11,18.276726588398112,16.571281,16.567888,16.635742,21.999589999999998,,22,,16.502813,16.244307
22,-1.0,4.903535,0.98573774,0.9999831,16.635742,,7.9918356,11.239045858383179,-6.6254663,15.466686,1.0469341,4.6904144,1.0454545,460,-1.0,23.661552,0.11,18.196485621731764,16.568047,16.499748,16.635742,22.99961,,23,,16.502679999999998,15.88546
23,-1.0,5.0043516,0.98573774,1.0000011,16.639694,,17.693047,11.900026082992554,-5.6104064000000005,15.424126999999999,1.0448914,4.795831,1.0438714,480,-1.0,23.510679999999997,0.11,18.351543774899,16.571447,16.639694,16.639694,24.000025,,24,,16.50839,15.960735000000001
24,-1.0,5.103108,0.98573774,1.0000007,16.639694,,18.658825,12.239508390426636,-4.6380042999999995,15.383304999999998,1.0430176,4.898978700000001,1.0416657,500,-1.0,23.36026,0.11,18.17470748577613,16.567133,16.468035,16.639694,25.000017,,25,,16.506775,16.068626000000002
25,-1.0,5.2000623,0.9999771000000001,1.0000118,16.639694,,16.882433,12.636812448501587,-3.8087745,15.344084,1.0413120999999999,4.999999,1.0402858,520,-1.0,23.223639000000002,0.11,18.289361117140924,16.56776,16.57818,16.639694,26.000307,,26,,16.509521,16.099895
26,-1.0,5.295197,0.9999771000000001,1.0000114,16.639694,,20.441048000000002,13.374854326248169,-2.909235,15.306344000000001,1.0397383,5.099018599999999,1.0384619000000002,540,-1.0,23.09469,0.11,18.28527376198901,16.568064,16.575645,16.639694,27.000309,,27,,16.51197,16.260653
27,-1.0,5.388658,0.9999771000000001,1.0000103,16.6663,,16.15387,14.291260242462158,-2.2271106,15.269976000000002,1.0382798,5.1961517,1.0370368,560,-1.0,22.986553,0.11,18.383082534288988,16.57169,16.6663,16.6663,28.000286,,28,,16.517483,16.256815
28,-1.0,5.480906500000001,0.9999771000000001,1.0000768,16.6663,,19.024784,15.233243703842163,-1.4930125,15.234884,1.0376323,5.2915015,1.0376323,580,-1.0,22.870047,0.11,18.22030101613381,16.570776000000002,16.515198,16.6663,29.002226,,29,,16.517403,16.352242
29,-1.0,5.5712934,0.9999771000000001,1.0000776,16.6663,,10.929914,16.024277210235596,-1.0777792,15.200982999999999,1.0364950000000002,5.385164,1.0344824000000001,600,-1.0,22.763542,0.11,18.371446889965483,16.573833,16.657751,16.6663,30.002327,,30,,16.522081,16.17148
30,-1.0,5.6599655,0.9999771000000001,1.0000291,16.6663,,10.560372000000001,16.438895225524902,-0.7013397,15.168192999999999,1.0353351999999998,5.4772243,1.0319254,620,-1.0,22.659378,0.11,18.307160725580047,16.573704,16.59285,16.6663,31.0009,,31,,16.524364000000002,15.99046
31,-1.0,5.747534,0.9999771000000001,1.0000284,16.6663,,15.047613,16.854716300964355,-0.20819187,15.136445000000002,1.0342536,5.5677633,1.0322582,640,-1.0,22.558914,0.11,18.23230077785864,16.5722,16.526918,16.6663,32.000908,,32,,16.524445,15.960981
32,-1.0,5.8342137,0.9999771000000001,1.0000997,16.6663,,17.40894,17.273292541503903,0.32666385,15.105673000000001,1.0335771999999999,5.6568527,1.0335771999999999,660,-1.0,22.465122,0.11,18.262245989390173,16.572695,16.549839000000002,16.6663,33.00329,,33,,16.525213,16.004847
33,-1.0,5.9192485999999995,0.9999771000000001,1.0001023,16.6663,,18.575052,17.677485942840573,0.8642695,15.075820000000002,1.0327632,5.7445602,1.030304,680,-1.0,22.374551999999998,0.11,18.25457950850381,16.572088,16.549501,16.6663,34.003479999999996,,34,,16.525927,16.08043
34,-1.0,6.0030804,0.9999771000000001,1.0001045,16.6663,,18.764269,18.228386640548703,1.3765323999999999,15.046832,1.0319953000000002,5.8309492999999994,1.0294121999999999,700,-1.0,22.28818,0.11,18.262480185460134,16.571684,16.55551,16.6663,35.003659999999996,,35,,16.526773000000002,16.1571
35,-1.0,6.0857606,0.9999771000000001,1.0001063000000001,16.6663,,14.457519,18.88258385658264,1.7406828,15.018661499999999,1.0312731,5.916077,1.0285711,720,-1.0,22.208164,0.11,18.358266268698607,16.573923,16.647272,16.6663,36.00383,,36,,16.53012,16.109882
36,-1.0,6.1673307,0.9999771000000001,1.0001072,16.6663,,13.4545555,19.483957290649414,2.0580213,14.991261999999999,1.0305909,5.9999970000000005,1.0277768,740,-1.0,22.131779,0.11,18.37626134128336,16.576344,16.658777,16.6663,37.003966999999996,,37,,16.533598,16.038109
37,-1.0,6.2478419999999995,0.9999771000000001,1.0001084,16.6663,,16.66964,20.079975605010983,2.4432454,14.964594,1.0299443000000001,6.0827594000000005,1.0270274,760,-1.0,22.05496,0.11,18.225258049310586,16.575111,16.528217,16.6663,38.00412,,38,,16.533457000000002,16.054722
38,-1.0,6.3273306,0.9999771000000001,1.0001093,16.6663,,17.602,20.614868879318237,2.8326043999999997,14.938619000000001,1.0293317,6.1644106,1.0263165,780,-1.0,21.981462,0.11,18.240875346718745,16.574198000000003,16.538069,16.6663,39.004265000000004,,39,,16.533573,16.094389000000003
39,-1.0,6.405831299999999,0.9999771000000001,1.0001096999999999,16.6663,,20.199541,21.311665773391727,3.2674167,14.913301,1.0287467,6.244994999999999,1.0256413,800,-1.0,21.910207999999997,0.11,18.22358075565079,16.572718,16.51448,16.6663,40.004387,,40,,16.533096,16.197012
40,-1.0,6.483385,0.9999771000000001,1.00011,16.6663,,8.725143,22.059836626052856,3.4011402000000004,14.888608999999999,1.0281974,6.3245525,1.025,820,-1.0,21.837381,0.11,18.043902658057853,16.567032,16.343235,16.6663,41.004509999999996,,41,,16.528465,16.014767000000003
41,-1.0,6.560023299999999,0.9999771000000001,1.00011,16.6663,,14.621518,23.00921630859375,3.6688712,14.864510999999998,1.027674,6.403121,1.024391,840,-1.0,21.771954,0.11,18.2335360329244,16.566273000000002,16.533981,16.6663,42.004622999999995,,42,,16.528597,15.981589999999999
42,-1.0,6.635778999999999,0.9999771000000001,1.0001103,16.6663,,16.715181,23.93701720237732,3.972825,14.840981,1.0271723,6.4807377,1.02381,860,-1.0,21.708448,0.11,18.223742557457967,16.565115,16.515728,16.6663,43.004740000000005,,43,,16.528297,15.998645999999999
43,-1.0,6.710678,0.9999771000000001,1.0001099,16.6663,,16.244642000000002,24.541436433792114,4.252258,14.817991000000001,1.0266963,6.557435000000001,1.0232556000000002,880,-1.0,21.64542,0.11,18.135243132150627,16.562244,16.440170000000002,16.6663,44.004837,,44,,16.526295,16.004234
44,-1.0,6.784753299999999,0.9999771000000001,1.0001098,16.6663,,16.173368,25.203969955444336,4.517676,14.795518,1.0262400999999999,6.633246400000001,1.0227268,900,-1.0,21.588594,0.11,18.328501319411327,16.563513,16.616386,16.6663,45.004940000000005,,45,,16.528297,16.007988
45,-1.0,6.858028999999999,0.9999771000000001,1.0001093,16.6663,,17.285059,25.97148323059082,4.7957095999999995,14.773539999999999,1.0258038,6.7082,1.0222216999999998,920,-1.0,21.534578,0.11,18.37162577909736,16.565645,16.657792999999998,16.6663,46.005028,,46,,16.531113,16.035748
46,-1.0,6.9305315,0.9999771000000001,1.0001091,16.682535,,6.797244,26.750950813293453,4.8387575,14.752032999999999,1.025387,6.782325999999999,1.0217392,940,-1.0,21.487633,0.11,18.40419744035421,16.568217999999998,16.682535,16.682535,47.005127,,47,,16.534334,15.839179999999999
47,-1.0,7.0022839999999995,0.9999771000000001,1.0001086,16.682535,,16.357845,27.60904145240784,5.079181,14.730979999999999,1.0249882,6.855650999999999,1.0212765,960,-1.0,21.432907,0.11,18.167963063411303,16.566109,16.46753,16.682535,48.005215,,48,,16.532942000000002,15.849982999999998
48,-1.0,7.073312,0.9999771000000001,1.0001084999999998,16.682535,,17.209522,28.394469261169434,5.3271646,14.710360999999999,1.0246070999999999,6.9282,1.0208441,980,-1.0,21.383566000000002,0.11,18.357198666008536,16.567729999999997,16.642345000000002,16.682535,49.005318,,49,,16.535175,15.877727499999999
49,-1.0,7.143631,0.9999771000000001,1.0001078,16.682535,,19.537294,29.145527601242065,5.611775,14.690157999999998,1.0242396999999999,6.999996,1.020408,1000,-1.0,21.333595000000003,0.11,18.24648721824435,16.567154000000002,16.538252,16.682535,50.005390000000006,,50,,16.535235999999998,15.950915
50,-1.0,7.2123610000000005,0.9999771000000001,0.9999813,16.682535,,9.905882,29.95398640632629,5.696241400000001,14.670354999999999,1.023728,7.071061599999999,1.0138006,1020,-1.0,21.282339999999998,0.11,18.209336965489822,16.5638,16.502079000000002,16.682535,50.999046,,51,,16.534585999999997,15.832384
51,-1.0,7.2813324999999995,0.9999771000000001,0.9999822,16.682535,,12.385161,30.72557854652405,5.825247,14.650936999999999,1.0232379999999999,7.1414227,1.0196075,1040,-1.0,21.235810999999998,0.11,18.270577377888014,16.563763,16.561462,16.682535,51.999072999999996,,52,,16.535103,15.766088
52,-1.0,7.349640400000001,0.9999771000000001,0.99998057,16.682535,,14.554641,31.894160747528076,5.9903092000000004,14.631888,1.0227638000000001,7.211097200000001,1.0190941999999998,1060,-1.0,21.1894,0.11,18.202792543940546,16.562492000000002,16.49941,16.682535,52.99896999999999,,53,,16.53443,15.743226000000002
53,-1.0,7.417336,0.9999771000000001,0.9999812,16.682535,,20.205185,32.971790313720696,6.2538943,14.613195999999999,1.0223075000000001,7.280105000000001,1.0188679,1080,-1.0,21.147114000000002,0.11,18.361023775900613,16.564066,16.6456,16.682535,53.998985,,54,,16.536488000000002,15.8258505
54,-1.0,7.4844217,0.9999771000000001,0.9999819,16.682535,,13.810828,33.78844976425171,6.3916273,14.594848,1.0218669,7.348464,1.018519,1100,-1.0,21.103271,0.11,18.203804450892704,16.562857,16.498428,16.682535,54.999004000000006,,55,,16.535795,15.789212
55,-1.0,7.5509143,0.9999771000000001,0.99998283,16.682535,,15.101845999999998,34.78736662864685,6.547488700000001,14.576829,1.0214440999999999,7.416192999999999,1.018182,1120,-1.0,21.063854,0.11,18.393569435009827,16.564905,16.674835,16.682535,55.99904,,56,,16.538279,15.776933999999999
56,-1.0,7.616825,0.9999771000000001,0.99998355,16.682535,,15.328288,35.516950368881226,6.7018476,14.559129,1.021033,7.483309700000001,1.0178568000000001,1140,-1.0,21.02351,0.11,18.277752884525327,16.56491,16.56503,16.682535,56.99906,,57,,16.538748000000002,15.769059
57,-1.0,7.682169999999999,0.9999771000000001,0.9999841,16.682535,,15.022793,36.254452466964715,6.8456125,14.541738,1.0206398,7.54983,1.0175443000000002,1160,-1.0,20.985643,0.11,18.356897332217894,16.566329999999997,16.645617,16.682535,57.999077,,58,,16.540589999999998,15.756189000000001
58,-1.0,7.746964500000001,0.9999771000000001,0.9999846,16.682535,,16.174454,37.138545513153076,7.004019,14.524643,1.0202601999999998,7.615769,1.0172405999999998,1180,-1.0,20.948013,0.11,18.319110266461387,16.566963,16.602762,16.682535,58.999092000000005,,59,,16.541645000000003,15.763276999999999
59,-1.0,7.810808,0.9999771000000001,0.99993217,16.682535,,16.375769000000002,38.43401455879211,7.1604410000000005,14.507836,1.019801,7.681142299999999,1.0137174,1200,-1.0,20.90839,0.11,18.189974198585013,16.564625,16.48023,16.682535,59.99593,,60,,16.54062,15.773482000000001
60,-1.0,7.8742094,0.9999771000000001,0.99989074,16.682535,,16.384601999999997,39.190274715423584,7.311886299999999,14.491306,1.0192682,7.745963000000001,1.013731,1220,-1.0,20.87133,0.11,18.271856476254488,16.563917,16.564507,16.682535,60.993336,,61,,16.541014,15.783497
61,-1.0,7.937514299999999,0.9999771000000001,0.9999024,16.682535,,13.626657999999999,40.25519800186157,7.414007000000001,14.475045999999999,1.0187532,7.810247400000001,1.016394,1240,-1.0,20.835234,0.11,18.22346654961666,16.563272,16.514572,16.682535,61.99395,,62,,16.540585999999998,15.748707000000001
62,-1.0,8.000319500000002,0.9999771000000001,0.99991363,16.682535,,20.18466,41.19465589523315,7.616978,14.459045000000001,1.0182539000000002,7.874006,1.0161295,1260,-1.0,20.799408,0.11,18.18972606565388,16.562038,16.476837,16.682535,62.99456,,63,,16.539573999999998,15.819114
63,-1.0,8.062631,0.9999771000000001,0.99992406,16.682535,,16.12075,42.14225721359253,7.750103500000001,14.443297,1.0177723,7.937253,1.0158718,1280,-1.0,20.76547,0.11,18.24626508724211,16.561867000000003,16.542034,16.682535,63.99514,,64,,16.539614,15.823823999999998
64,-1.0,8.124463,0.9999771000000001,0.99993366,16.682535,,17.659798000000002,43.22887659072876,7.9028068,14.4277935,1.0173066,7.999998,1.0156237,1300,-1.0,20.73324,0.11,18.31554943388981,16.562604999999998,16.599987,16.682535,64.99569,,65,,16.540543,15.852066
65,-1.0,8.185825,0.9999771000000001,0.9999428,16.682535,,13.954787,44.10584020614624,7.994742,14.412526000000002,1.0168526,8.062257,1.0153846,1320,-1.0,20.700289,0.11,18.212994650696512,16.561860999999997,16.505722,16.682535,65.99622,,66,,16.540014000000003,15.823317000000001
66,-1.0,8.246731,0.9999771000000001,0.9999515,16.682535,,11.494797,44.97624707221985,8.047212,14.397488000000001,1.0164125,8.124038,1.0151511,1340,-1.0,20.669985,0.11,18.344252284740623,16.563028,16.63016,16.682535,66.99675,,67,,16.54136,15.758709
67,-1.0,8.307191,0.9999771000000001,0.99995995,16.682535,,10.691375,45.92478156089783,8.086321,14.382673,1.0159861,8.185350999999999,1.0149256,1360,-1.0,20.639507000000002,0.11,18.28241502834469,16.563314000000002,16.573868,16.682535,67.99728,,68,,16.541838000000002,15.684188
68,-1.0,8.3672085,0.9999771000000001,0.9999677,16.682535,,20.378426,46.78516602516174,8.264686,14.368073999999998,1.0155734,8.246212,1.0147059,1380,-1.0,20.608795,0.11,18.22203231229023,16.562687,16.5125,16.682535,68.99776999999999,,69,,16.541414000000003,15.752218
69,-1.0,8.4268,0.9999771000000001,0.999975,16.682535,,12.496363,47.85210108757019,8.32535,14.353685,1.0151725,8.306623,1.014492,1400,-1.0,20.578587,0.11,18.211586170413927,16.561905,16.500895,16.682535,69.99825,,70,,16.540834,15.705704
70,-1.0,8.4859705,0.9999771000000001,0.99998194,16.682535,,14.053871,48.808194398880005,8.406239,14.3395,1.0147853,8.3666,1.014286,1420,-1.0,20.548468,0.11,18.16673409417989,16.560579999999998,16.461582,16.682535,70.99871999999999,,71,,16.539717,15.682439000000002
71,-1.0,8.544729,0.9999771000000001,0.99998856,16.682535,,14.412935999999998,49.894858837127686,8.489865,14.325515,1.0144079,8.42615,1.0140848,1440,-1.0,20.521925,0.11,18.380692339268684,16.56222,16.669594,16.682535,71.999176,,72,,16.541521,15.6648035
72,-1.0,8.603086,0.9999771000000001,0.99999446,16.682535,,14.740563,50.966330766677856,8.575687,14.311720999999999,1.0140384,8.48528,1.0138896000000002,1460,-1.0,20.495169,0.11,18.3292972049996,16.563057,16.615423,16.682535,72.999596,,73,,16.542534,15.652142000000001
73,-1.0,8.661048,0.9999771000000001,1.0000004,16.682535,,17.254362,52.08666062355042,8.693155,14.298116,1.0137165000000001,8.5440035,1.0136981,1480,-1.0,20.46624,0.11,18.124055475470385,16.561153,16.417423,16.682535,74.00001999999999,,74,,16.540842,15.673792
74,-1.0,8.718624,0.9999771000000001,1.0000058,16.682535,,18.051966,53.57705712318421,8.818125,14.284692999999999,1.0138015999999999,8.602325,1.0135144,1500,-1.0,20.440110999999998,0.11,18.28996486056402,16.5615,16.579815,16.682535,75.00044,,75,,16.541363,15.705498
75,-1.0,8.775808,0.9999771000000001,1.0000097,16.682535,,15.140232999999998,54.68928718566895,8.901487,14.271447,1.0138576,8.6602545,1.0132525,1520,-1.0,20.413176999999997,0.11,18.186658865061112,16.56051,16.482692999999998,16.682535,76.00073,,76,,16.540589999999998,15.698058999999999
76,-1.0,8.832626,0.9999771000000001,1.0000136,16.682535,,19.075235,55.28311204910278,9.033788000000001,14.258375,1.0139117,8.717797000000001,1.0131588,1540,-1.0,20.38759,0.11,18.256862562585926,16.560354,16.543331,16.682535,77.00104499999999,,77,,16.540627,15.741918
77,-1.0,8.889078,0.9999771000000001,1.0000173,16.682535,,16.74176,56.21149253845215,9.132778,14.245472,1.0139669,8.774965,1.0129868,1560,-1.0,20.36287,0.11,18.285613081128613,16.560568,16.572052,16.682535,78.00135,,78,,16.541029,15.754736
78,-1.0,8.945169,0.9999771000000001,1.0000203,16.682535,,21.283714,57.57983732223511,9.286753,14.232732999999998,1.0140114,8.831761,1.0127723,1580,-1.0,20.337408,0.11,18.183067708711704,16.559559,16.477497,16.682535,79.0016,,79,,16.540226,15.824722
79,-1.0,9.000914,0.9999771000000001,1.0000232,16.682535,,12.752326,58.90265917778015,9.330233,14.220154,1.014052,8.888193,1.0126574000000002,1600,-1.0,20.312681,0.11,18.209462053042373,16.558817,16.496727,16.682535,80.00186,,80,,16.539682,15.786316000000001
80,-1.0,9.056314,0.9999771000000001,1.0000262,16.682535,,12.396006,60.61531066894531,9.368238,14.207730999999999,1.0140984,8.944271,1.0125,1620,-1.0,20.288892999999998,0.11,18.24456786056859,16.558563,16.534167999999998,16.682535,81.00213000000001,,81,,16.539614,15.74446
81,-1.0,9.111218,0.9999771000000001,1.0000116,16.682535,,19.86219,61.85904860496521,9.496348,14.195460999999998,1.0140162,8.999998,1.0110662000000001,1640,-1.0,20.265675,0.11,18.27651708213137,16.558443,16.56804,16.682535,82.000946,,82,,16.539959,15.794676
82,-1.0,9.165928,0.9999771000000001,1.0000119,16.682535,,17.44285,62.98306846618652,9.592236,14.18334,1.0139369,9.055384,1.0121950000000002,1660,-1.0,20.242055999999998,0.11,18.18850984287529,16.557499,16.480482000000002,16.682535,83.00099,,83,,16.539244,15.814532
83,-1.0,9.220311,0.9999771000000001,1.0000124,16.682535,,11.656824,64.721360206604,9.616958,14.171364,1.0138576,9.110435,1.0120482,1680,-1.0,20.218815,0.11,18.1810004916411,16.556522,16.475723000000002,16.682535,84.00104,,84,,16.538486,15.765035000000001
84,-1.0,9.274377000000001,0.9999771000000001,1.0000125,16.682535,,16.27649,66.09483933448793,9.695446,14.159529999999998,1.0137812,9.165152,1.0119035,1700,-1.0,20.19549,0.11,18.135613268812577,16.555063,16.433449,16.682535,85.00107,,85,,16.537252,15.771052
85,-1.0,9.32813,0.9999771000000001,1.0000128000000001,16.682535,,13.989595999999999,67.2503023147583,9.745515,14.147832999999999,1.0137097,9.219543,1.0117645,1720,-1.0,20.173952,0.11,18.253176894009922,16.555001999999998,16.549313,16.682535,86.0011,,86,,16.537392,15.750337
86,-1.0,9.381584,0.9999771000000001,1.0000141,16.682535,,15.482785,68.40740942955017,9.811594,14.136272,1.013641,9.273617,1.0117086,1740,-1.0,20.153866,0.11,18.3584240302854,16.556017,16.640176999999998,16.682535,87.00121999999999,,87,,16.538572,15.747260999999998
87,-1.0,9.434727,0.9999771000000001,1.0000144,16.682535,,18.40356,69.68079280853271,9.909361,14.124844,1.0135763,9.327378999999999,1.0114944,1760,-1.0,20.133776,0.11,18.323184894904557,16.556665,16.611877,16.682535,88.001274,,88,,16.539406,15.777447
88,-1.0,9.487573,0.9999771000000001,1.0000145,16.682535,,16.275448,71.3116602897644,9.981017,14.113544000000001,1.0135106,9.380828999999999,1.0113633,1780,-1.0,20.113579,0.11,18.28181009611379,16.556849,16.57198,16.682535,89.0013,,89,,16.539772,15.78304
89,-1.0,9.540125,0.9999771000000001,1.0000151,16.682535,,18.309866,72.71568918228151,10.073685000000001,14.102371,1.0134478,9.433981,1.0112379,1800,-1.0,20.092056,0.11,18.12911789117684,16.555367,16.424541,16.682535,90.00135999999999,,90,,16.538492,15.811113
90,-1.0,9.592389,0.9999771000000001,1.0000151,16.682535,,-1.4476719999999998,74.17943954467773,9.947199000000001,14.091320999999999,1.0133868000000001,9.486831,1.0111077,1820,-1.0,20.07116,0.11,18.14714479332199,16.554170000000003,16.446823000000002,16.682535,91.00137,,91,,16.537485,15.621459
91,-1.0,9.64437,0.9999771000000001,1.0000155000000002,16.682535,,17.430485,75.49928593635559,10.028657,14.080392000000002,1.0133289,9.539391499999999,1.0109891,1840,-1.0,20.052212,0.11,18.30493469665864,16.554602,16.593027,16.682535,92.00143,,92,,16.538088000000002,15.641121
92,-1.0,9.696074000000001,0.9999771000000001,1.0000156,16.682535,,19.878961999999998,76.98890423774718,10.134691,14.069581,1.013267,9.591661,1.0108675999999999,1860,-1.0,20.031837,0.11,18.132862839864632,16.553288000000002,16.433096,16.682535,93.00146,,93,,16.53696,15.686688
93,-1.0,9.747501,0.9999771000000001,1.0000156999999998,16.682535,,15.102058999999999,78.71249389648438,10.187650999999999,14.058886,1.01321,9.643649,1.0107518,1880,-1.0,20.014226999999998,0.11,18.379607042255653,16.55443,16.658794,16.682535,94.00148,,94,,16.538256,15.680469500000001
94,-1.0,9.798658999999999,0.9999771000000001,1.000016,16.682535,,20.390623,79.90719604492188,10.295162,14.048304000000002,1.013155,9.695359,1.0106285,1900,-1.0,19.995601999999998,0.11,18.241494964801078,16.554256,16.537712,16.682535,95.00152,,95,,16.53825,15.73005
