,TimestepsSoFar,ReturnMin,ReturnMean,MISE,ReturnLastEpisode,SqrtESSClassic,IWMean,IWFirstEpisode,LQGmu01,ReturnAbsMax,Iteration,LQGsigma,DenMISEMeanLog,LQGmu1,IWNorm1,URet,Bound,DenMISELogLast,IWMax,target_sum_log_mean,DenMISELogFirst,IWLastEpisode,ReturnMax,TimeElapsed,IWMin,ReturnStepMax,IWNorm2
201,4040,,10.684594,8.470889,8.539852,12.124325,0.99355364,,0.38,17.2532,202,0.11,14.355432500000001,0.999,200.69783,9.38058405922515,11.3169365,15.286632999999998,1.3718919,-247.72122000000002,15.595358,1.3636583999999998,17.2532,621.0976207256317,,0.9999985,16.553320000000003
202,4060,,10.674064,8.471277,8.546844,12.165495,0.9935825,,0.38,17.2532,203,0.11,14.356431,0.999,201.69725,9.390578160268204,11.3076935,14.565475,1.3693834999999999,-246.42764,15.590419,1.3599286,17.2532,627.9508438110353,,0.9999985,16.579453
203,4080,,10.6633215,8.471548,8.482608,12.206525,0.9936482,,0.38,17.2532,204,0.11,14.351747,0.999,202.70422,9.315122891446622,11.2984295,13.408009,1.3669083,-245.15242,15.5855055,1.3650792999999999,17.2532,635.6457872390748,,0.9999985,16.606218
204,4100,,10.652932,8.47194,8.533425999999999,12.247418,0.9936883,,0.38,17.2532,205,0.11,14.355745,0.999,203.7061,9.369830827497273,11.289383,15.178745999999999,1.3644663000000001,-243.88102999999998,15.580615,1.357644,17.2532,644.2445654869081,,0.9999985,16.632573999999998
205,4120,,10.642596000000001,8.472302,8.523621,12.288176,0.99373233,,0.38,17.2532,206,0.11,14.368732999999999,0.999,204.70886000000002,9.362510110315133,11.2804,17.038035999999998,1.3620558999999999,-242.61295,15.575748999999998,1.356214,17.2532,652.5165779590608,,0.9999985,16.659012
206,4140,,10.632271000000001,8.472603,8.505351,12.328801,0.99378324,,0.38,17.2532,207,0.11,14.368216,0.999,205.71313,9.344669059028117,11.271448,14.269103,1.3596783000000001,-241.37051,15.570907,1.355424,17.2532,661.0061187744142,,0.9999985,16.685575
207,4160,,10.622099,8.47289,8.516452000000001,12.3692875,0.99382377,,0.38,17.2532,208,0.11,14.314167000000001,0.999,206.71535,9.356574369256416,11.262573,3.1332598,1.3573307,-240.19353999999998,15.566087,1.3511147,17.2532,669.2494587898253,,0.9999985,16.711985000000002
208,4180,,10.611995,8.473205,8.510508,12.409646,0.9938720999999999,,0.38,17.2532,209,0.11,14.313556,0.999,207.71927,9.347316356731753,11.253816,14.193239000000002,1.3550143,-238.97496,15.561291,1.3505802,17.2532,677.1744811534883,,0.9999985,16.738533
209,4200,,10.601788,8.473394,8.468397,12.449871,0.9939374,,0.38,17.2532,210,0.11,14.315707000000002,0.999,208.72685,9.301641736833266,11.245022,14.772407000000001,1.3527277,-237.7652,15.556517999999999,1.3520518999999998,17.2532,686.492333650589,,0.9999985,16.765383
210,4220,,10.59184,8.473681,8.502825,12.489969,0.9939877,,0.38,17.2532,211,0.11,14.327392000000001,0.999,209.7314,9.34062991225438,11.236410000000001,16.787638,1.3504694,-236.55737000000002,15.551767000000002,1.3468796,17.2532,696.4406135082245,,0.9999985,16.791985999999998
211,4240,,10.582335,8.474089,8.577021,12.529936,0.9939968000000001,,0.38,17.2532,212,0.11,14.346051000000001,0.999,210.72733,9.419445267467252,11.228005,18.29022,1.3482406,-235.35387999999998,15.547039000000002,1.336156,17.2532,705.1925113201141,,0.9999985,16.81791
212,4260,,10.572493,8.474308,8.485562,12.569777499999999,0.994052,,0.38,17.2532,213,0.11,14.301912,0.999,211.73307999999997,9.316601906342651,11.219496000000001,4.951526599999999,1.3460398,-234.2243,15.542333,1.3437376,17.2532,713.7483878135681,,0.9999985,16.844616000000002
213,4280,,10.562831,8.474606,8.505059,12.609494,0.9941015,,0.38,17.2532,214,0.11,14.320534,0.999,212.73772999999997,9.338755572710918,11.211147,18.293205,1.3438671,-233.04295,15.537648999999998,1.3406131000000001,17.2532,723.0709354877472,,0.9999985,16.871235000000002
214,4300,,10.553243,8.474867999999999,8.501451,12.649084,0.99414945,,0.38,17.2532,215,0.11,14.318613000000001,0.999,213.74212999999997,9.33770411486835,11.202844,13.914204999999999,1.3417208,-231.89293999999998,15.532988000000001,1.3383062,17.2532,732.3422408103943,,0.9999985,16.897835
215,4320,,10.543717,8.475109,8.495353999999999,12.688552,0.9941989999999999,,0.38,17.2532,216,0.11,14.316235999999998,0.999,214.74697999999998,9.331492006197896,11.1946,13.811715,1.3396021999999999,-230.75409,15.528347,1.3367155000000002,17.2532,740.8248777389526,,0.9999985,16.924467
216,4340,,10.534052,8.475183,8.446314,12.727894000000001,0.9942641,,0.38,17.2532,217,0.11,14.305548000000002,0.999,215.75531,9.277998515347614,11.186268,12.003906,1.3382065,-229.63405,15.523727,1.3382065,17.2532,749.7651600837708,,0.9999985,16.951376
217,4360,,10.524873,8.475516,8.533542,12.7671175,0.99429643,,0.38,17.2532,218,0.11,14.316323,0.999,216.75662000000003,9.371492041326238,11.178272,16.66092,1.336133,-228.50296,15.519129999999999,1.329242,17.2532,757.8677098751068,,0.9999985,16.977726
218,4380,,10.5157385,8.475808,8.524128999999999,12.806223,0.9943306999999999,,0.38,17.2532,219,0.11,14.322270999999999,0.999,217.75842000000003,9.365971044646724,11.170311,15.62534,1.3340857,-227.38692000000003,15.514553,1.327704,17.2532,765.1636455059053,,0.9999985,17.00411
219,4400,,10.506680000000001,8.476098,8.522785,12.845206,0.99436563,,0.38,17.2532,220,0.11,14.325698000000001,0.999,218.76044,9.362751825683711,11.162423,15.082606,1.332063,-226.28351,15.509997,1.3259957,17.2532,773.6366465091705,,0.9999985,17.030511999999998
220,4420,,10.497806,8.476446000000001,8.545503,12.884072,0.9943914,,0.38,17.2532,221,0.11,14.332170499999998,0.999,219.7605,9.382865408104347,11.154668,15.762423000000002,1.330065,-225.18701000000001,15.505463,1.3221141,17.2532,782.9179227352142,,0.9999985,17.056757
221,4440,,10.489017,8.476788,8.546739,12.922823,0.9944158000000001,,0.38,17.2532,222,0.11,14.350076000000001,0.999,220.76031,9.38733280327122,11.146978,18.313215,1.3280902,-224.0889,15.500948000000001,1.3199371000000002,17.2532,792.8132431507111,,0.9999985,17.08298
222,4460,,10.480159,8.47707,8.513606,12.961455,0.99445635,,0.38,17.2532,223,0.11,14.381048999999999,0.999,221.76376000000002,9.350337815971717,11.139301,21.2635,1.3261385,-222.98743,15.496453,1.3216828999999999,17.2532,801.918479681015,,0.9999985,17.109479999999998
223,4480,,10.471513,8.477403,8.54353,12.999974,0.99448204,,0.38,17.2532,224,0.11,14.396749,0.999,222.76397999999998,9.382766598139915,11.131746000000001,17.904016,1.3242114,-221.91078,15.491979,1.3166106000000002,17.2532,809.8000288009644,,0.9999985,17.135725
224,4500,,10.463019000000001,8.477755,8.560572,13.03838,0.9944985999999999,,0.38,17.2532,225,0.11,14.409663,0.999,223.76219,9.401452937977416,11.12428,17.308681,1.3223056999999998,-220.84638999999999,15.487525,1.3127313999999999,17.2532,817.2616314888,,0.9999985,17.16181
225,4520,,10.454638000000001,8.478094,8.56847,13.076672,0.99450856,,0.38,17.2532,226,0.11,14.406637,0.999,224.75894,9.411493296043089,11.11687,13.731978,1.3204231000000002,-219.80723999999998,15.483089999999999,1.3094454,17.2532,825.2713980674744,,0.9999985,17.187778
226,4540,,10.446287,8.47843,8.559303,13.114853,0.9945246999999999,,0.38,17.2532,227,0.11,14.418059,0.999,225.75711,9.402339492865543,11.109523,17.005507,1.3185607,-218.76282,15.478675,1.309001,17.2532,832.8204658031464,,0.9999985,17.21385
227,4560,,10.437783999999999,8.478658,8.5075035,13.152923999999999,0.99456334,,0.38,17.2532,228,0.11,14.409509,0.999,226.76044,9.344460932114405,11.102136,12.474715,1.3167209999999998,-217.74743999999998,15.474279000000001,1.3123621,17.2532,842.2362065315248,,0.9999985,17.240307
228,4580,,10.429184,8.478777000000001,8.468584,13.190882,0.9946152,,0.38,17.2532,229,0.11,14.410794000000001,0.999,227.76688,9.300234409625947,11.094706,14.710197,1.3149028,-216.73113999999998,15.469903,1.3137571000000001,17.2532,850.8140454292297,,0.9999985,17.266994
229,4600,,10.420928,8.479054,8.530121000000001,13.228732,0.99464417,,0.38,17.2532,230,0.11,14.424751,0.999,228.76816000000002,9.371281291752672,11.087498,17.627052,1.3131045,-215.71103,15.465546,1.3068754999999999,17.2532,860.5465776920319,,0.9999985,17.29328
230,4620,,10.412678999999999,8.479296000000001,8.515284,13.266475,0.99467856,,0.38,17.2532,231,0.11,14.434079999999998,0.999,229.77075,9.354866306718105,11.080318,16.585376999999998,1.3113275,-214.70425,15.461207,1.3064817,17.2532,869.8474395275116,,0.9999985,17.319654
231,4640,,10.404751,8.479626,8.573242,13.3041115,0.9946855,,0.38,17.2532,232,0.11,14.429342000000002,0.999,230.76702999999998,9.41611004134896,11.07329,13.341028,1.3095703,-213.72017999999997,15.456888000000001,1.2984786,17.2532,877.825309753418,,0.9999985,17.345543
232,4660,,10.396608,8.479857,8.507636999999999,13.34164,0.9947239,,0.38,17.2532,233,0.11,14.443221,0.999,231.77067999999997,9.342148655942976,11.066226,17.66926,1.307833,-212.72595,15.452587,1.3040991000000002,17.2532,887.3847105503082,,0.9999985,17.371976999999998
233,4680,,10.388562,8.480088,8.513907000000001,13.3790655,0.9947581,,0.38,17.2532,234,0.11,14.448542999999999,0.999,232.7734,9.351816411322137,11.059222,15.694295,1.3061142,-211.74866,15.448304,1.301552,17.2532,898.6797971725464,,0.9999985,17.398329999999998
234,4700,,10.380782,8.480399,8.56048,13.416383999999999,0.99477136,,0.38,17.2532,235,0.11,14.454207,0.999,233.77127000000002,9.404315265844822,11.052359,15.785542999999999,1.3044149999999999,-210.77933,15.444039000000002,1.2950715,17.2532,908.248598575592,,0.9999985,17.424313
235,4720,,10.372928,8.480654,8.526939,13.453598999999999,0.9947999,,0.38,17.2532,236,0.11,14.461352999999999,0.999,234.77277999999998,9.366693798439128,11.045499000000001,16.146353,1.3027343,-209.81667000000002,15.439794000000001,1.2970540000000002,17.2532,917.7481124401093,,0.9999985,17.450556
236,4740,,10.365275,8.480982000000001,8.559494,13.490714,0.99481636,,0.38,17.2532,237,0.11,14.486542000000002,0.999,235.77147999999997,9.40021411790311,11.038771,20.43683,1.3010731000000002,-208.84409,15.435564999999999,1.2926407,17.2532,926.2285070419313,,0.9999985,17.476576
237,4760,,10.357573,8.481254,8.5318985,13.527726000000001,0.99484396,,0.38,17.2532,238,0.11,14.512781,0.999,236.77286,9.372035866827794,11.032044,20.737385,1.2994287,-207.87837,15.431354500000001,1.2936667,17.2532,937.3572278022766,,0.9999985,17.502782999999997
238,4780,,10.349865,8.481483,8.515215,13.564637,0.99487716,,0.38,17.2532,239,0.11,14.529717000000002,0.999,237.77562999999998,9.352072167222175,11.025333,18.566463,1.2978027,-206.92982,15.427160999999998,1.2935385,17.2532,945.6149563789368,,0.9999985,17.529081
239,4800,,10.342179,8.48168,8.50532,13.601448000000001,0.99491274,,0.38,17.2532,240,0.11,14.541231,0.999,238.77905,9.341805461894367,11.018645,17.298542,1.2961947,-205.99446,15.422985999999998,1.2926382,17.2532,956.2747128009796,,0.9999985,17.555414000000003
240,4820,,10.334455,8.481803,8.4808,13.638159,0.9949549999999999,,0.38,17.2532,241,0.11,14.544266,0.999,239.78415,9.31419720458493,11.011939,15.278101000000001,1.2946035,-205.07526000000001,15.418828,1.2927665000000002,17.2532,965.949002981186,,0.9999985,17.581856
241,4840,,10.327102,8.482113,8.554915,13.674772,0.9949726000000001,,0.38,17.2532,242,0.11,14.569386499999998,0.999,240.78337000000002,9.395156484199086,11.005475,20.629267000000002,1.2930291,-204.14156,15.414686999999999,1.2853707,17.2532,982.5867719650267,,0.9999985,17.607853
242,4860,,10.319525,8.48224,8.485857000000001,13.711286999999999,0.9950118,,0.38,17.2532,243,0.11,14.572109,0.999,241.78787000000003,9.322033082175137,10.998882,15.236543,1.2914726,-203.23772,15.410563,1.28918,17.2532,996.089805841446,,0.9999985,17.634222
243,4880,,10.312372,8.482545,8.57426,13.747704999999998,0.9950171,,0.38,17.2532,244,0.11,14.573310000000001,0.999,242.78418,9.419201798529476,10.992519999999999,14.8709955,1.2899314,-202.34282,15.406457000000001,1.279477,17.2532,1009.9061815738678,,0.9999985,17.659979
244,4900,,10.305029,8.482757000000001,8.513449000000001,13.784025,0.99504894,,0.38,17.2532,245,0.11,14.597703,0.999,243.78699,9.350818857498515,10.986118,20.555183,1.288407,-201.43202,15.402367000000002,1.2845055,17.2532,1022.8142294883728,,0.9999985,17.686197
245,4920,,10.29771,8.482936,8.504629,13.820253,0.99508256,,0.38,17.2532,246,0.11,14.613575,0.999,244.79031,9.34172296211876,10.979735,18.507557000000002,1.2868977,-200.53694,15.3982935,1.2835455,17.2532,1036.262715101242,,0.9999985,17.712432999999997
246,4940,,10.290714,8.483244000000001,8.569522000000001,13.856384,0.9950915000000001,,0.38,17.2532,247,0.11,14.620175,0.999,245.7876,9.411603737244578,10.973533,16.249551999999998,1.2854048999999999,-199.65828,15.394237,1.2760662,17.2532,1049.5362548828123,,0.9999985,17.738220000000002
247,4960,,10.283496000000001,8.483405,8.500483000000001,13.892422,0.9951254,,0.38,17.2532,248,0.11,14.626847,0.999,246.7911,9.336724143842327,10.967234,16.279737,1.2839274,-198.78654,15.390197,1.2808357,17.2532,1065.4570255279539,,0.9999985,17.76444
248,4980,,10.276567,8.48365,8.558241,13.928367000000001,0.9951341,,0.38,17.2532,249,0.11,14.592532,0.999,247.78839,9.403827452238772,10.961069,6.087994999999999,1.2824651000000002,-197.96278,15.386172,1.2732477,17.2532,1081.3391253948214,,0.9999985,17.790197
249,5000,,10.269392999999999,8.483766000000001,8.483196000000001,13.964217000000001,0.99517274,,0.38,17.2532,250,0.11,14.599001999999999,0.999,248.79317999999998,9.314880088023859,10.954824,16.215853,1.2810178,-197.10509,15.382164000000001,1.2792829,17.2532,1097.6438879966736,,0.9999985,17.816479
250,5020,,10.262597,8.484052,8.563663,13.999977,0.9951833000000001,,0.38,17.2532,251,0.11,14.605587,0.999,249.791,9.406704020741856,10.948799000000001,16.256819,1.2795843999999998,-196.25409,15.378172,1.270958,17.2532,1110.3314428329468,,0.9999985,17.842243
251,5040,,10.255708,8.484283999999999,8.526437,14.035647,0.9952095,,0.38,17.2532,252,0.11,14.624082000000001,0.999,250.7928,9.36220255031314,10.942767,19.271708,1.2781671000000001,-195.39786999999998,15.374196,1.2735544,17.2532,1121.2669816017149,,0.9999985,17.868275
252,5060,,10.249086,8.484592999999998,8.580549000000001,14.071226000000001,0.9952133,,0.38,17.2532,253,0.11,14.630025,0.999,251.78897,9.423290746714539,10.936860000000001,16.132676999999997,1.2767636999999998,-194.56085,15.370235000000001,1.2665513000000002,17.2532,1134.2373275756834,,0.9999985,17.89389
253,5080,,10.242232000000001,8.484767999999999,8.508307,14.106714000000002,0.9952439000000001,,0.38,17.2532,254,0.11,14.6437645,0.999,252.79195,9.344310299721249,10.930864999999999,18.125364,1.2753739,-193.72255,15.366291,1.2719934,17.2532,1150.7394473552706,,0.9999985,17.919973000000002
254,5100,,10.2356415,8.485051,8.561556,14.142114000000001,0.9952559999999999,,0.38,17.2532,255,0.11,14.648786,0.999,253.79027999999997,9.401614258794774,10.925025999999999,15.929599,1.2739978,-192.89944,15.362362,1.2660332,17.2532,1166.3094298839571,,0.9999985,17.945711
255,5120,,10.229158,8.485346,8.575888,14.177425,0.9952613000000001,,0.38,17.2532,256,0.11,14.635176000000001,0.999,254.7869,9.416183187024501,10.919243,11.169792,1.2726353000000001,-192.10141000000002,15.358448000000001,1.2629569,17.2532,1179.2741913795473,,0.9999985,17.97131
256,5140,,10.222524,8.485547,8.52375,14.212648999999999,0.99528617,,0.38,17.2532,257,0.11,14.649422,0.999,255.78853999999998,9.36322106385194,10.913412,18.301426,1.2712865,-191.2818,15.354548999999999,1.2666888,17.2532,1194.5671055316925,,0.9999985,17.997246
257,5160,,10.215922,8.485742,8.519469,14.247785999999998,0.99531245,,0.38,17.2532,258,0.11,14.666425,0.999,256.79062000000005,9.357907922375112,10.907619,19.041725,1.2699511,-190.46568,15.350665,1.2657928,17.2532,1207.6056642532346,,0.9999985,18.023195
258,5180,,10.209314,8.485892,8.5045805,14.282835,0.99534225,,0.38,17.2532,259,0.11,14.67632,0.999,257.79364,9.341323762429704,10.901827,17.234732,1.2686292,-189.66283,15.346797,1.2654935,17.2532,1220.0856750011446,,0.9999985,18.049192
259,5200,,10.202645,8.48595,8.475222,14.3178,0.9953779,,0.38,17.2532,260,0.11,14.669007999999998,0.999,258.79825,9.310439025325092,10.895986,12.780087,1.2673197,-188.8833,15.342943,1.2657893,17.2532,1234.7592759132385,,0.9999985,18.075281
260,5220,,10.196244,8.486158999999999,8.532169999999999,14.352678,0.9953984,,0.38,17.2532,261,0.11,14.674045999999999,0.999,259.79898,9.3729278051415,10.890338,15.988757999999999,1.2660234,-188.09746,15.339104999999998,1.2606993,17.2532,1247.4597749710085,,0.9999985,18.10108
261,5240,,10.189902,8.486367,8.53465,14.387473000000002,0.9954175,,0.38,17.2532,262,0.11,14.668674,0.999,260.79938,9.375665540863542,10.884731,13.272057,1.2647395000000001,-187.32799,15.33528,1.2590821,17.2532,1261.0192170143127,,0.9999985,18.126837
262,5260,,10.183474,8.486493,8.499360000000001,14.422182000000001,0.99544674,,0.38,17.2532,263,0.11,14.660716,0.999,261.8025,9.333961146516645,10.879086000000001,12.580605499999999,1.2634676,-186.567,15.331470999999999,1.2606428,17.2532,1273.697075366974,,0.9999985,18.152765
263,5280,,10.177139,8.486647999999999,8.51117,14.456813,0.9954728999999999,,0.38,17.2532,264,0.11,14.655911999999999,0.999,262.80484,9.347794456433126,10.873508000000001,13.397865,1.2622079,-185.80868999999998,15.327676,1.2585753999999998,17.2532,1287.8939163684845,,0.9999985,18.178616
264,5300,,10.1708765,8.486814500000001,8.517194,14.491356,0.99549687,,0.38,17.2532,265,0.11,14.653610999999998,0.999,263.80667,9.354814522419042,10.867986,14.051142,1.2609602,-185.05365,15.323895000000002,1.2569237,17.2532,1302.8914880752566,,0.9999985,18.204416000000002
265,5320,,10.164616,8.486953999999999,8.505714999999999,14.525819,0.995524,,0.38,17.2532,266,0.11,14.664641,0.999,264.8094,9.344026830503553,10.862475,17.592546,1.2597246000000002,-184.29097,15.320128,1.2565677,17.2532,1313.1559073925016,,0.9999985,18.230255
266,5340,,10.158408999999999,8.487102499999999,8.507433,14.560198999999999,0.99555117,,0.38,17.2532,267,0.11,14.688123000000001,0.999,265.81216,9.344505406483789,10.857016,20.938982,1.2584999,-183.52145,15.316377,1.2554849,17.2532,1329.208687543869,,0.9999985,18.256079999999997
267,5360,,10.152204,8.487212,8.495167,14.5945,0.99558043,,0.38,17.2532,268,0.11,14.688585,0.999,266.81555,9.32930420810891,10.851555000000001,14.816917000000002,1.257287,-182.78053,15.312638,1.2548983,17.2532,1344.5953147411344,,0.9999985,18.281925
268,5380,,10.146191,8.487425,8.5349045,14.628719,0.9955999,,0.38,17.2532,269,0.11,14.709220000000002,0.999,267.81638,9.373306118640393,10.846237,20.244516,1.2560861,-182.02496000000002,15.308914000000001,1.251201,17.2532,1358.0762465000153,,0.9999985,18.307575
269,5400,,10.140166,8.487596,8.519575,14.66286,0.9956229,,0.38,17.2532,270,0.11,14.727397,0.999,268.81818,9.358521835905009,10.840916,19.621548,1.2548959,-181.27728000000002,15.305203,1.251003,17.2532,1376.4737949371338,,0.9999985,18.333271
270,5420,,10.134244,8.487803,8.53514,14.696919,0.9956417,,0.38,17.2532,271,0.11,14.746274,0.999,269.8189,9.37422376551823,10.8356695,19.847717000000003,1.2537165000000001,-180.5343,15.301506,1.2488048999999999,17.2532,1390.6515917778015,,0.9999985,18.358875
271,5440,,10.128188,8.487883,8.487169,14.730901999999999,0.99567133,,0.38,17.2532,272,0.11,14.730453,0.999,270.8226,9.318480127196642,10.830333,10.447957,1.2525476999999998,-179.83136000000002,15.297823000000001,1.2506188999999999,17.2532,1405.9873173236847,,0.9999985,18.384659
272,5460,,10.122403,8.4881115,8.548822,14.764804999999999,0.9956853999999999,,0.38,17.2532,273,0.11,14.738238,0.999,271.8221,9.387943263721073,10.825183,16.860301999999997,1.2513908,-179.11008,15.294153,1.2453583000000001,17.2532,1417.9018621444702,,0.9999985,18.41014
273,5480,,10.1166725,8.488344999999999,8.552265,14.79863,0.99569815,,0.38,17.2532,274,0.11,14.743808999999999,0.999,272.8213,9.392122521986742,10.820074,16.269766,1.2502431999999999,-178.39621,15.290497,1.2438912,17.2532,1430.288815498352,,0.9999985,18.435577
274,5500,,10.110686,8.488372,8.470348,14.832378,0.9957302,,0.38,17.2532,275,0.11,14.747539000000002,0.999,273.8258,9.30412295861414,10.814796000000001,15.773978,1.2491063,-177.68933,15.286854,1.248106,17.2532,1446.1480185985565,,0.9999985,18.461354999999998
275,5520,,10.10506,8.488608000000001,8.557666000000001,14.866048000000001,0.9957405999999999,,0.38,17.2532,276,0.11,14.754787,0.999,274.8244,9.399161049608374,10.809763,16.753002,1.2479798999999998,-176.98404,15.283223999999999,1.2411658,17.2532,1461.8339138031006,,0.9999985,18.486715
276,5540,,10.099385,8.488793,8.533635,14.899647,0.9957578000000001,,0.38,17.2532,277,0.11,14.747774,0.999,275.82492,9.372030069465463,10.804714,12.817079,1.246864,-176.29807,15.279607999999998,1.2418916000000002,17.2532,1481.1369359493256,,0.9999985,18.512178
277,5560,,10.093645,8.488914,8.503622,14.933167000000001,0.995783,,0.38,17.2532,278,0.11,14.768392,0.999,276.82767,9.340663250484072,10.799636,20.483744,1.2457575,-175.58942,15.276004,1.2431133,17.2532,1493.4392421245575,,0.9999985,18.537773
278,5580,,10.087936000000001,8.489018,8.500725,14.966610999999999,0.99580795,,0.38,17.2532,279,0.11,14.758194,0.999,277.8304,9.334107370980528,10.794577,11.928450999999999,1.2446613000000002,-174.91653,15.272413,1.2420409,17.2532,1509.2341606616974,,0.9999985,18.563349
279,5600,,10.082555000000001,8.489277000000001,8.580917999999999,14.999982000000001,0.99580926,,0.38,17.2532,280,0.11,14.7505455,0.999,278.8266,9.424578398122392,10.789705999999999,12.620625500000001,1.2435745,-174.24602,15.268835999999999,1.2344466,17.2532,1526.2779791355133,,0.9999985,18.588463
280,5620,,10.077093,8.489488,8.547733000000001,15.033277499999999,0.99582225,,0.38,17.2532,281,0.11,14.7620125,0.999,279.82605,9.390078451181617,10.784822,17.977385,1.2424982,-173.56118999999998,15.265270000000001,1.2366241000000002,17.2532,1543.3937158584595,,0.9999985,18.613775
281,5640,,10.071708000000001,8.48972,8.558552,15.066501,0.9958322000000001,,0.38,17.2532,282,0.11,14.7635,0.999,280.82468,9.398148690486114,10.779993,15.186195999999999,1.2414298000000001,-172.89113999999998,15.261718,1.2348151000000003,17.2532,1560.6913928985596,,0.9999985,18.639011
282,5660,,10.066419999999999,8.489962,8.575474,15.09965,0.9958348,,0.38,17.2532,283,0.11,14.743682000000002,0.999,281.82126,9.419080708078647,10.775207,9.159586000000001,1.2403718000000001,-172.2471,15.258179,1.2316456,17.2532,1579.0950570106506,,0.9999985,18.664091
283,5680,,10.061217,8.49023,8.588724000000001,15.132728,0.9958341,,0.38,17.2532,284,0.11,14.741389000000002,0.999,282.8169,9.43320785801621,10.770479,14.096816,1.239323,-171.59023,15.254651,1.229675,17.2532,1594.127836227417,,0.9999985,18.689089000000003
284,5700,,10.055955,8.49045,8.561653,15.165729999999998,0.9958419,,0.38,17.2532,285,0.11,14.726364000000002,0.999,283.81494,9.40312796314437,10.765738,10.463789,1.2382833999999998,-170.95071000000002,15.251135999999999,1.2310936000000001,17.2532,1610.1530463695526,,0.9999985,18.714228
285,5720,,10.050626,8.490621,8.531488000000001,15.198667000000002,0.995859,,0.38,17.2532,286,0.11,14.726187,0.999,284.81567,9.370466651101472,10.760978,14.680415,1.2372528,-170.30092,15.247632999999999,1.2327043,17.2532,1624.720694065094,,0.9999985,18.739517000000003
286,5740,,10.045455,8.49085,8.5666685,15.231525,0.99586535,,0.38,17.2532,287,0.11,14.727407999999999,0.999,285.81335,9.411261213012699,10.7563095,15.081625,1.2362303,-169.65428,15.244143,1.228736,17.2532,1638.2375493049622,,0.9999985,18.764591
287,5760,,10.040261,8.491054,8.549704,15.264320000000001,0.9958775,,0.38,17.2532,288,0.11,14.728062,0.999,286.8127,9.390781686449676,10.751646000000001,14.919799,1.2352167,-169.01268000000002,15.2406645,1.2293385000000001,17.2532,1652.9842076301575,,0.9999985,18.789747
288,5780,,10.035019,8.491204,8.525067,15.297038,0.9958956,,0.38,17.2532,289,0.11,14.736935,0.999,287.81383999999997,9.365358915777255,10.746962,17.296561999999998,1.2342123999999999,-168.3673,15.237198999999999,1.2301805000000001,17.2532,1668.6239461898804,,0.9999985,18.815004000000002
289,5800,,10.029803,8.491358,8.522523,15.32969,0.99591535,,0.38,17.2532,290,0.11,14.752068,0.999,288.81546000000003,9.358769864022198,10.74231,19.130644,1.233217,-167.72005,15.233745,1.2296832,17.2532,1679.426057100296,,0.9999985,18.840267
290,5820,,10.024674000000001,8.491539999999999,8.537339999999999,15.362274,0.9959314,,0.38,17.2532,291,0.11,14.757342000000001,0.999,289.81604,9.374235588164778,10.737718,16.291304,1.2322295,-167.08699,15.230301999999998,1.2276373,17.2532,1694.7739081382751,,0.9999985,18.865438
291,5840,,10.019521000000001,8.491676,8.519623,15.394788,0.9959505999999999,,0.38,17.2532,292,0.11,14.751644,0.999,290.81757000000005,9.35470463784067,10.73311,13.097309,1.2312498,-166.46923999999999,15.2268715,1.2277181000000001,17.2532,1710.392422914505,,0.9999985,18.890652
292,5860,,10.014447,8.491847,8.533111,15.427230999999999,0.9959671,,0.38,17.2532,293,0.11,14.761401999999999,0.999,291.81836,9.370831758129123,10.728567,17.615427,1.2302791000000002,-165.84026,15.223453,1.2260041000000002,17.2532,1725.8480269908905,,0.9999985,18.915796
293,5880,,10.009422,8.49203,8.537152,15.459609,0.9959832000000001,,0.38,17.2532,294,0.11,14.781569000000001,0.999,292.81906000000004,9.374558352025447,10.724066,20.695235999999998,1.2293162,-165.2051,15.220045,1.2249780000000001,17.2532,1743.1248672008514,,0.9999985,18.940910000000002
294,5900,,10.004201,8.492028999999999,8.469335000000001,15.491916,0.9960110000000001,,0.38,17.2532,295,0.11,14.785620000000002,0.999,293.82324,9.302447367024516,10.71941,15.981148000000001,1.2283611,-164.5902,15.21665,1.227532,17.2532,1759.7297973632812,,0.9999985,18.96623
295,5920,,9.999308000000001,8.492235,8.555589999999999,15.524157,0.99602073,,0.38,17.2532,296,0.11,14.786791000000001,0.999,294.82214,9.39657045813356,10.714991,15.136102,1.227415,-163.98235,15.213265,1.2213652,17.2532,1769.7566492557526,,0.9999985,18.991186
296,5940,,9.994422,8.492431,8.548297999999999,15.556334,0.99603313,,0.38,17.2532,297,0.11,14.788804,0.999,295.82184,9.386545226432194,10.710588000000001,15.389794,1.2264754,-163.37771999999998,15.209893,1.2211696,17.2532,1788.0618710517886,,0.9999985,19.016167000000003
297,5960,,9.989614999999999,8.492647999999999,8.561829,15.588439000000001,0.9960413,,0.38,17.2532,298,0.11,14.782548,0.999,296.8203,9.400652750052833,10.706238,12.928123,1.2255435,-162.78542,15.206532000000001,1.2191367,17.2532,1800.436636209488,,0.9999985,19.041054000000003
298,5980,,9.984630000000001,8.492723,8.49897,15.620482999999998,0.99606335,,0.38,17.2532,299,0.11,14.785803,0.999,297.82294,9.335918540011999,10.701772,15.760395,1.2246205,-162.1876,15.203180999999999,1.2223066999999999,17.2532,1815.5410423278809,,0.9999985,19.06618
