,ReturnAbsMax,ReturnMin,DenMISELogLast,LQGmu1,DenMISEMeanLog,ReturnMean,target_sum_log_mean,TimeElapsed,IWNorm1,TimestepsSoFar,DenMISELogFirst,IWFirstEpisode,ReturnLastEpisode,Bound,IWMin,ReturnStepMax,MISE,LQGmu01,LQGsigma,IWMax,IWLastEpisode,IWMean,URet,SqrtESSClassic,Iteration,ReturnMax,IWNorm2
0,15.058442000000001,,18.60218,-0.103,18.60218,15.058442000000001,18.725365,0.13574671745300293,1.1310928,20,18.60218,1.1310928,15.058442000000001,62.207825,,0.9625284,17.032495,-0.01,0.11,1.1310928,1.1310928,1.1310928,16.687925283112616,1.0,1,15.058442000000001,1.1310928
1,15.836035,,21.246422,-0.108,19.956045,15.447239000000001,20.116232,6.304849147796631,2.3475015,40,18.665668,1.1807221,15.836035,51.722393,,0.99600995,18.128498,-0.011,0.11,1.1807221,1.1667794,1.1737507999999999,17.534228213023294,1.4141886000000001,2,15.836035,1.6599635
2,15.941517000000001,,21.470010000000002,-0.083,20.498234,15.611997,19.197557,6.793607711791992,1.2665693,60,18.724165,0.114016786,15.941517000000001,44.203790000000005,,0.9976966999999999,6.690359599999999,-0.008,0.11,0.9698749,0.9698749,0.42218974,17.65268220481042,1.2748648,3,15.941517000000001,0.99349296
3,15.957923000000001,,18.727107999999998,-0.09,19.933823,15.698479,19.631408999999998,7.23320198059082,3.2636979999999998,80,18.473782999999997,0.43010202,15.957923000000001,38.929970000000004,,0.99772036,12.902566,-0.009,0.11,1.2618515,1.0465708,0.8159244999999999,17.666755042459474,1.8393599999999999,4,15.957923000000001,1.7743661
4,15.957923000000001,,13.133262,-0.108,18.541615,15.573273,18.4412,7.747905731201173,5.1776976999999995,100,18.352767999999998,1.6143669,15.072443,39.719120000000004,,0.99772036,16.132513,-0.011,0.11,1.6143669,0.35179076,1.0355395,16.694784784821866,2.0297012,5,15.957923000000001,2.5509652999999997
5,15.957923000000001,,16.44385,-0.11,18.194267,15.611703,18.150526,8.41715407371521,7.1848984,120,18.450253,1.4397556,15.803859,41.782284000000004,,0.99772036,18.756178,-0.011,0.11,2.591528,2.591528,1.1974831,17.50469217330983,2.0791082,6,15.957923000000001,3.4557597999999996
6,15.957923000000001,,18.609211,-0.113,18.272953,15.631928,18.150263,8.890671253204346,8.215109,140,18.51118,1.2481143,15.753282999999998,40.2789,,0.99772036,18.415523999999998,-0.011,0.11,2.7940457000000003,1.5298752,1.1735870000000002,17.450312607835027,2.189679,7,15.957923000000001,3.7517412000000006
7,15.957923000000001,,13.746982000000001,-0.118,17.722012,15.632494,17.383244,9.274933338165283,8.602466999999999,160,18.541723,0.9533189000000001,15.636451999999998,38.80943,,0.99951464,16.882889000000002,-0.012,0.11,3.1405792000000003,1.2198148000000002,1.0753083,17.327716653796145,2.1833708,8,15.957923000000001,3.9399934
8,15.957923000000001,,19.739539999999998,-0.124,17.949648,15.638814000000002,17.110834,9.817342281341553,7.700903,180,18.536524,0.5136829,15.689373000000002,37.308628000000006,,0.99951464,13.454423,-0.012,0.11,3.3782815999999998,0.94726145,0.8556559000000001,17.381882152870354,2.0069323,9,15.957923000000001,3.8371515
9,16.59504,,12.859897,-0.126,17.423824,15.734438,16.644144,10.309031963348387,10.974909,200,18.48667,0.4245232,16.59504,42.45572,,0.99951464,17.640593,-0.013,0.11,4.397634,4.397634,1.0974909,18.35009326052992,2.0062408,10,16.59504,5.4703846
