,TimestepsSoFar,DenMISELogLast,DenMISEMeanLog,Iteration,URet,IWMin,ReturnMax,LQGmu01,IWMax,ReturnStepMax,IWNorm2,DenMISELogFirst,SqrtESSClassic,target_sum_log_mean,Bound,IWLastEpisode,IWNorm1,IWMean,ReturnMean,TimeElapsed,IWFirstEpisode,ReturnMin,MISE,LQGmu1,ReturnLastEpisode,ReturnAbsMax,LQGsigma
453,9080,14.198673000000001,15.635001999999998,454,9.341844985096248,,15.807039999999999,1.0,1.0088952,0.99233466,21.377972,8.6666,21.189625,5.951432,8.583053999999999,1.0088893,452.9912,0.997778,8.587653999999999,4866.0565288066855,,,8.50808,1.0,8.507292,15.807039999999999,0.11
454,9100,14.985103,15.633567999999999,455,9.388005383022746,,15.807039999999999,1.0,1.0088758,0.99233466,21.401348000000002,8.6644,21.213203,5.971306299999999,8.583056,1.0088663,453.99115,0.99778277,8.587564,4891.002850770949,,,8.508166000000001,1.0,8.547157,15.807039999999999,0.11
455,9120,10.487425,15.622276999999999,456,9.318797673746962,,15.807039999999999,1.0,1.0088567,0.99233466,21.424698,8.662205,21.236757,5.981229,8.582918,1.0088546999999999,454.9911,0.9977875,8.5873375,4917.490006208421,,,8.508111,1.0,8.483524000000001,15.807039999999999,0.11
456,9140,19.723463,15.6312475,457,9.371078122120254,,15.807039999999999,1.0,1.0088375,0.99233466,21.448023000000003,8.660014,21.260288,6.011319,8.582889,1.0088316,455.99115,0.9977924000000001,8.587214999999999,4942.173306703568,,,8.508164,1.0,8.532104499999999,15.807039999999999,0.11
457,9160,9.169356,15.617132999999999,458,9.3664169346154,,15.807039999999999,1.0,1.0088172,0.99233466,21.471323,8.657828,21.283794,6.0182332999999995,8.582849000000001,1.0088153,456.9912,0.9977974000000001,8.587085,4964.011248111725,,,8.508206,1.0,8.527277,15.807039999999999,0.11
458,9180,20.102266,15.6269,459,9.35435579498879,,15.807039999999999,1.0,1.0087979999999999,0.99233466,21.49459,8.655647,21.30728,6.0489370000000005,8.582785000000001,1.0087931,457.99127000000004,0.9978023000000001,8.58693,4990.494542360306,,,8.508224499999999,1.0,8.51622,15.807039999999999,0.11
459,9200,19.52729,15.635373000000001,460,9.361921949778916,,15.807039999999999,1.0,1.0087777,0.99233466,21.51784,8.653471000000001,21.330738,6.0782566,8.582744,1.0087701,458.9914,0.9978074,8.5868,5008.419904470444,,,8.5082655,1.0,8.5268345,15.807039999999999,0.11
460,9220,18.184343,15.640899,461,9.375797272893742,,15.807039999999999,1.0,1.0087595,0.99233466,21.541065,8.651299,21.354153,6.1045356,8.582727,1.0087489,459.9912,0.99781173,8.586696,5033.537647485733,,,8.508331,1.0,8.538507000000001,15.807039999999999,0.11
461,9240,12.487811,15.6340685,462,9.301732399850282,,15.807039999999999,1.0,1.0087413,0.99233466,21.564264,8.649133,21.377554,6.1183705,8.58256,1.0087363999999999,460.9912,0.9978165000000001,8.58644,5053.442714691162,,,8.5082445,1.0,8.468678,15.807039999999999,0.11
462,9260,18.966553,15.641262,463,9.376554899147322,,15.807039999999999,1.0,1.008722,0.99233466,21.587436999999998,8.64697,21.400934,6.1461396,8.582541,1.0087124,461.9913,0.9978214,8.586332,5076.4297375679025,,,8.508307,1.0,8.536735,15.807039999999999,0.11
463,9280,13.114185,15.635812,464,9.420208388792817,,15.807039999999999,1.0,1.0087028,0.99233466,21.610585999999998,8.644813000000001,21.424286,6.1611757,8.582614,1.008694,462.99136,0.9978261999999999,8.586317,5097.516418457031,,,8.508461,1.0,8.579281,15.807039999999999,0.11
464,9300,13.205223000000002,15.630579000000001,465,9.373925000363986,,15.807039999999999,1.0,1.0086834,0.99233466,21.633707,8.642660000000001,21.447615,6.176343,8.582589,1.0086815,463.99142,0.99783105,8.586205,5122.564475059509,,,8.508517,1.0,8.533896,15.807039999999999,0.11
465,9320,11.055199,15.620754999999999,466,9.333221809200193,,15.807039999999999,1.0,1.0086643,0.99233466,21.656805,8.6405115,21.470917,6.186831,8.582486,1.0086527,464.99145999999996,0.99783576,8.586017,5144.0889835357675,,,8.508494,1.0,8.498547,15.807039999999999,0.11
466,9340,15.940420999999999,15.621437,467,9.317383407445506,,15.807039999999999,1.0,1.0086469999999998,0.99233466,21.679882,8.638368,21.49418,6.207735,8.582349,1.0086441,465.9913,0.99784005,8.5857935,5160.752705812454,,,8.508436999999999,1.0,8.481702,15.807039999999999,0.11
467,9360,17.531874,15.625513,468,9.343975445612783,,15.807039999999999,1.0,1.0086277,0.99233466,21.702934,8.636229,21.517431,6.231950299999999,8.582266,1.00862,466.9914,0.9978449,8.585625,5181.975065946579,,,8.508434,1.0,8.506899,15.807039999999999,0.11
468,9380,16.015667,15.626341,469,9.354234421609158,,15.807039999999999,1.0,1.0086085,0.99233466,21.72596,8.634094000000001,21.540657,6.252829,8.582207,1.0085969000000001,467.99145999999996,0.9978495999999999,8.585481,5206.841930866242,,,8.508453999999999,1.0,8.518206,15.807039999999999,0.11
469,9400,16.712126,15.628647,470,9.33722187394916,,15.807039999999999,1.0,1.0085912000000001,0.99233466,21.748957,8.631965,21.563862,6.275101,8.582112,1.0085874,468.99152000000004,0.9978543,8.585303,5228.9758870601645,,,8.50844,1.0,8.502038,15.807039999999999,0.11
470,9420,13.420032,15.623953,471,9.304680082952078,,15.807039999999999,1.0,1.0085719000000002,0.99233466,21.771932999999997,8.629839,21.58704,6.290289,8.581949,1.0085661,469.99158,0.997859,8.585055,5252.707509279251,,,8.508356,1.0,8.468684,15.807039999999999,0.11
471,9440,18.910830999999998,15.630911,472,9.372074622717914,,15.807039999999999,1.0,1.0085546,0.99233466,21.794885999999998,8.627718,21.610188,6.3170457,8.581922,1.0085508,470.99158,0.99786353,8.584944,5276.444660425186,,,8.508407,1.0,8.532339,15.807039999999999,0.11
472,9460,19.204224,15.638460999999998,473,9.387481306285519,,15.807039999999999,1.0,1.0085354,0.99233466,21.817816,8.625602,21.633303,6.344309,8.581927,1.0085276,471.99142,0.9978676999999999,8.584866,5305.807292461395,,,8.5084915,1.0,8.547908,15.807039999999999,0.11
473,9480,15.871485999999999,15.63895,474,9.39668538641928,,15.807039999999999,1.0,1.0085181,0.99233466,21.840721,8.623489999999999,21.656403,6.3644266,8.581951,1.0085104,472.99145999999996,0.9978723,8.5848055,5334.779098987578,,,8.508594,1.0,8.556383,15.807039999999999,0.11
474,9500,17.144674,15.642114000000001,475,9.329010340899373,,15.807039999999999,1.0,1.0084988000000001,0.99233466,21.863602,8.621383,21.679479999999998,6.387139299999999,8.581841,1.0084950000000001,473.99152000000004,0.9978769000000001,8.584614,5360.634281158447,,,8.508562,1.0,8.493572,15.807039999999999,0.11
475,9520,7.2544837,15.624488000000001,476,9.351182348528596,,15.807039999999999,1.0,1.0084815,0.99233466,21.886457,8.61928,21.702534,6.3889794,8.58177,1.0084758,474.99158,0.9978815000000001,8.584458999999999,5384.03935790062,,,8.508567999999999,1.0,8.511330000000001,15.807039999999999,0.11
476,9540,20.594905999999998,15.634904999999998,477,9.351099473301641,,15.807039999999999,1.0,1.0084642,0.99233466,21.909285,8.617181,21.725567,6.4187794,8.581698,1.0084604,475.99164,0.99788606,8.584308,5406.9225068092355,,,8.5085745,1.0,8.5119,15.807039999999999,0.11
477,9560,14.1798935,15.631855999999999,478,9.37216486424764,,15.807039999999999,1.0,1.0084449,0.99233466,21.932095,8.615086999999999,21.748571,6.435034,8.581674000000001,1.0084373,476.99172999999996,0.99789065,8.584201,5431.078362226486,,,8.508627,1.0,8.533366000000001,15.807039999999999,0.11
478,9580,18.412048000000002,15.637654000000001,479,9.32597589282259,,15.807039999999999,1.0,1.0084276,0.99233466,21.954882,8.612997,21.771542,6.460055400000001,8.581552499999999,1.0084238,477.99164,0.9978949,8.583999,5455.095726251602,,,8.508583,1.0,8.487497,15.807039999999999,0.11
479,9600,12.549114,15.631217000000001,480,9.376325779183176,,15.807039999999999,1.0,1.0084103000000002,0.99233466,21.977644,8.610911,21.79449,6.472758,8.5815325,1.0083978,478.99158,0.9978991,8.583899,5482.692539691925,,,8.508639,1.0,8.535857,15.807039999999999,0.11
480,9620,15.266734,15.630455,481,9.397819239538348,,15.807039999999999,1.0,1.008393,0.99233466,22.000383,8.608830000000001,21.817421,6.491058,8.581558,1.0083834,479.99164,0.9979036,8.583844000000001,5510.727043390273,,,8.508741,1.0,8.557527,15.807039999999999,0.11
481,9640,12.693377499999999,15.624355,482,9.410448654923544,,15.807039999999999,1.0,1.0083758,0.99233466,22.023098,8.606753,21.840326,6.5039425,8.581609,1.0083652,480.99164,0.99790794,8.583815,5536.944548368455,,,8.508868,1.0,8.569431,15.807039999999999,0.11
482,9660,19.30959,15.631982,483,9.36572186899491,,15.807039999999999,1.0,1.0083584,0.99233466,22.045782,8.604681,21.863218,6.530473000000001,8.58157,1.0083526,481.99172999999996,0.99791247,8.583695,5561.1585342884055,,,8.508905,1.0,8.526657,15.807039999999999,0.11
483,9680,6.664683999999999,15.613451999999999,484,9.29860871587442,,15.807039999999999,1.0,1.0083411,0.99233466,22.068453,8.6026125,21.886076,6.530768,8.581398,1.0083354,482.99182,0.997917,8.583446,5580.5283682346335,,,8.50881,1.0,8.462836,15.807039999999999,0.11
484,9700,15.303359,15.612807,485,9.310644486606225,,15.807039999999999,1.0,1.0083238,0.99233466,22.091097,8.600549,21.908907,6.5488725,8.581263,1.0083122,483.9918,0.9979212,8.583233,5604.855259895325,,,8.50875,1.0,8.48007,15.807039999999999,0.11
485,9720,14.598861999999999,15.610714999999999,486,9.364278269486157,,15.807039999999999,1.0,1.0083065,0.99233466,22.113718,8.598489,21.93171,6.5654525999999995,8.581228,1.008293,484.99164,0.99792516,8.58312,5631.086079835893,,,8.508791,1.0,8.528377,15.807039999999999,0.11
486,9740,13.121410000000001,15.6056,487,9.330698869676123,,15.807039999999999,1.0,1.0082891999999999,0.99233466,22.13632,8.596434,21.954493,6.5789323,8.581124,1.0082796,485.99167,0.9979295,8.582938,5655.106712102889,,,8.508761999999999,1.0,8.494675,15.807039999999999,0.11
487,9760,17.697212,15.609882999999998,488,9.34040287806216,,15.807039999999999,1.0,1.0082718000000002,0.99233466,22.158894,8.594382000000001,21.977257,6.6017323,8.581035,1.0082623,486.9917,0.9979338,8.582773,5682.51066160202,,,8.508747999999999,1.0,8.502595,15.807039999999999,0.11
488,9780,13.326953,15.605209,489,9.335730510146485,,15.807039999999999,1.0,1.0082545,0.99233466,22.181448,8.592335,21.999996,6.615502,8.580945,1.0082440000000001,487.9918,0.9979382,8.582607000000001,5708.993004322052,,,8.508733,1.0,8.501403,15.807039999999999,0.11
489,9800,17.262327,15.608585999999999,490,9.3246223786739,,15.807039999999999,1.0,1.0082372,0.99233466,22.20397,8.590292,22.02272,6.637247,8.58083,1.0082257,488.99182,0.9979425,8.582415,5733.847009897231,,,8.508692,1.0,8.488241,15.807039999999999,0.11
490,9820,16.327182999999998,15.610047,491,9.418872460060063,,15.807039999999999,1.0,1.0082200000000001,0.99233466,22.226479,8.588253,22.045416,6.656998599999999,8.580894,1.0082122,489.99194000000006,0.9979469000000001,8.582403,5755.985405445099,,,8.508830999999999,1.0,8.576857,15.807039999999999,0.11
491,9840,12.947789,15.604632,492,9.370811753488457,,15.807039999999999,1.0,1.0082046,0.99233466,22.248962,8.586219,22.068077,6.669801700000001,8.580873500000001,1.0082017,490.99182,0.99795085,8.582307,5775.100883483887,,,8.508884,1.0,8.535183,15.807039999999999,0.11
492,9860,17.908718,15.6093,493,9.339446126821674,,15.807039999999999,1.0,1.0081873,0.99233466,22.271423000000002,8.584188000000001,22.09072,6.692614999999999,8.580786,1.0081757,491.99175999999994,0.9979549000000001,8.582142,5803.654968261719,,,8.50887,1.0,8.501218,15.807039999999999,0.11
493,9880,15.611949,15.609302,494,9.39855844272393,,15.807039999999999,1.0,1.0081699,0.99233466,22.293865,8.582162,22.11334,6.710686999999999,8.580813000000001,1.0081575,492.99182,0.99795914,8.582094999999999,5828.228004693986,,,8.508971,1.0,8.558792,15.807039999999999,0.11
494,9900,15.167701999999998,15.608406,495,9.428455636117473,,15.807039999999999,1.0,1.0081545,0.99233466,22.31628,8.580138999999999,22.135942,6.727788,8.580898,1.0081526,493.99188,0.99796337,8.582105,5854.016437768935,,,8.50913,1.0,8.586136,15.807039999999999,0.11
495,9920,16.632517,15.610466,496,9.316611288143537,,15.807039999999999,1.0,1.0081372,0.99233466,22.338675,8.578121000000001,22.158518,6.747773599999999,8.580765,1.0081257,494.9919,0.99796754,8.581897999999999,5878.800508260728,,,8.509069,1.0,8.479882,15.807039999999999,0.11
496,9940,11.868674,15.602932000000001,497,9.36712529045666,,15.807039999999999,1.0,1.0081200000000001,0.99233466,22.361038,8.576107,22.181082,6.758093400000001,8.580734,1.0081103,495.99199999999996,0.99797183,8.581794,5904.137830018996,,,8.509111,1.0,8.530178999999999,15.807039999999999,0.11
497,9960,13.329801000000002,15.598364000000002,498,9.383613288353725,,15.807039999999999,1.0,1.0081046,0.99233466,22.383389,8.574098,22.20361,6.771306,8.5807295,1.0080959,496.99203,0.99797595,8.581714,5934.756613731384,,,8.509179,1.0,8.5420065,15.807039999999999,0.11
498,9980,18.720116,15.604617999999999,499,9.39302700436622,,15.807039999999999,1.0,1.0080873,0.99233466,22.405716,8.572091,22.226114000000003,6.795267,8.580739,1.0080854,497.99199999999996,0.99797994,8.581649,5959.126021146773,,,8.509261,1.0,8.549341,15.807039999999999,0.11
499,10000,18.538715,15.610479999999999,500,9.394135196853737,,15.807039999999999,1.0,1.0080719,0.99233466,22.42802,8.570089,22.248592000000002,6.8187704,8.580755,1.0080681,498.99188,0.99798375,8.581593,5985.873988866805,,,8.50935,1.0,8.553732,15.807039999999999,0.11
500,10020,12.916589,15.6051,501,9.377846067536098,,15.807039999999999,1.0,1.0080565000000001,0.99233466,22.450304,8.568091,22.271051,6.830958,8.580739999999999,1.0080478000000002,499.99188,0.9979878000000001,8.581506,6011.848357200623,,,8.509407000000001,1.0,8.537997,15.807039999999999,0.11
501,10040,17.116723999999998,15.608107,502,9.320078202691546,,15.807039999999999,1.0,1.0080392,0.99233466,22.472565,8.566097000000001,22.293491,6.8514633,8.5806265,1.0080334,500.99194000000006,0.9979918999999999,8.581319,6039.993279218675,,,8.509364999999999,1.0,8.487847,15.807039999999999,0.11
502,10060,10.498173,15.597944,503,9.39049780477853,,15.807039999999999,1.0,1.0080239,0.99233466,22.494802,8.564107,22.315910000000002,6.8587294000000005,8.580631,1.0080103999999999,501.99199999999996,0.99799603,8.581254,6065.273822546004,,,8.509441,1.0,8.548072,15.807039999999999,0.11
503,10080,17.1867,15.601091,504,9.295242520591977,,15.807039999999999,1.0,1.0080065,0.99233466,22.51701,8.562121000000001,22.338316,6.879237,8.580466,1.0080065,502.99207,0.99800014,8.5810175,6089.665547609328,,,8.509348,1.0,8.462657,15.807039999999999,0.11
504,10100,6.918288700000001,15.583895000000002,505,9.350112131230787,,15.807039999999999,1.0,1.0079911,0.99233466,22.539207,8.560139,22.360685,6.8793297,8.5804,1.0079868,503.99213,0.9980041999999999,8.580881,6116.907421588898,,,8.509352999999999,1.0,8.511714999999999,15.807039999999999,0.11
505,10120,15.234226000000001,15.5832,506,9.348684651296962,,15.807039999999999,1.0,1.0079757,0.99233466,22.561378,8.558161,22.383038,6.8958573,8.580339,1.0079652,504.9922,0.99800825,8.580749,6144.0351016521445,,,8.509363,1.0,8.514177,15.807039999999999,0.11
506,10140,15.583269,15.583197,507,9.320386749276514,,15.807039999999999,1.0,1.0079603000000001,0.99233466,22.583532,8.556187,22.405357000000002,6.9130077000000005,8.580216,1.0079479,505.99213,0.99801207,8.580558,6175.97971892357,,,8.509311,1.0,8.484017,15.807039999999999,0.11
507,10160,14.082279000000002,15.5802355,508,9.379405691749316,,15.807039999999999,1.0,1.007943,0.99233466,22.60566,8.554215,22.427657999999997,6.9271364,8.580208,1.0079392,506.99199999999996,0.99801576,8.580478,6206.22035431862,,,8.509373,1.0,8.539936,15.807039999999999,0.11
508,10180,8.525913000000001,15.566374,509,9.323453895972671,,15.807039999999999,1.0,1.0079277,0.99233466,22.62777,8.552249,22.449942,6.9302926,8.580094,1.0079171999999998,507.9921,0.9980198,8.580296,6231.591024160384,,,8.50933,1.0,8.487537,15.807039999999999,0.11
509,10200,13.656220000000001,15.562626000000002,510,9.372196390910274,,15.807039999999999,1.0,1.0079122999999999,0.99233466,22.649857,8.550286,22.472204,6.943496000000001,8.580062,1.0079084999999999,508.9922,0.99802387,8.5801935,6258.252395629883,,,8.509367,1.0,8.52846,15.807039999999999,0.11
510,10220,17.524732999999998,15.566462,511,9.363102437653849,,15.807039999999999,1.0,1.0078969000000002,0.99233466,22.671919,8.548327,22.494442000000003,6.964218600000001,8.580025,1.0078834,509.99215999999996,0.9980277,8.580088,6283.3460319042215,,,8.509399,1.0,8.52594,15.807039999999999,0.11
511,10240,13.282901,15.561995999999999,512,9.39147222863776,,15.807039999999999,1.0,1.0078815,0.99233466,22.693953,8.546372,22.516668,6.9765754,8.580041,1.0078729,510.99222000000003,0.9980316999999999,8.580035,6306.896987676621,,,8.509486,1.0,8.553372,15.807039999999999,0.11
512,10260,17.3917,15.565560000000001,513,9.363420953274606,,15.807039999999999,1.0,1.0078661,0.99233466,22.715977,8.544421,22.538861999999998,6.996892999999999,8.579998,1.0078546,511.99228,0.9980356,8.579922999999999,6332.689681291579,,,8.509511999999999,1.0,8.522622,15.807039999999999,0.11
513,10280,17.492082999999997,15.569304999999998,514,9.303450805176746,,15.807039999999999,1.0,1.0078508,0.99233466,22.737978,8.542474,22.561035,7.017326400000001,8.57985,1.0078431,512.9923,0.9980395000000001,8.57971,6355.479634523393,,,8.509433999999999,1.0,8.470077,15.807039999999999,0.11
514,10300,14.034951999999999,15.566320999999999,515,9.367293370019837,,15.807039999999999,1.0,1.0078353999999998,0.99233466,22.759956,8.54053,22.58318,7.030968,8.579822,1.0078287000000001,513.9922,0.99804306,8.579612,6379.751017332076,,,8.509474,1.0,8.529042,15.807039999999999,0.11
515,10320,12.419839999999999,15.560219,516,9.392761229561216,,15.807039999999999,1.0,1.0078200000000002,0.99233466,22.781914,8.53859,22.605307,7.0414270000000005,8.579839999999999,1.0078162,514.9921,0.99804676,8.579562,6404.781772375108,,,8.509561999999999,1.0,8.554116,15.807039999999999,0.11
516,10340,16.454752,15.561945999999999,517,9.403925671698547,,15.807039999999999,1.0,1.0078046,0.99233466,22.803854,8.536653999999999,22.62741,7.0596495,8.579875,1.0077989,515.9922,0.99805063,8.579531,6427.345824241638,,,8.5096655,1.0,8.563061,15.807039999999999,0.11
517,10360,11.972273,15.555014000000002,518,9.408040137487001,,15.807039999999999,1.0,1.0077893,0.99233466,22.825768,8.534722,22.649498,7.0691485,8.579915,1.0077797,516.9922,0.99805444,8.579503,6456.540887594222,,,8.509773,1.0,8.565182,15.807039999999999,0.11
518,10380,19.039867,15.561724,519,9.345348793793084,,15.807039999999999,1.0,1.0077739,0.99233466,22.847662,8.532793,22.671568,7.0922284,8.579843499999999,1.0077623,517.9923,0.9980584000000001,8.579367,6488.261704206468,,,8.50977,1.0,8.508725,15.807039999999999,0.11
519,10400,19.73895,15.569751,520,9.408798785787006,,15.807039999999999,1.0,1.0077604,0.99233466,22.869526,8.530869000000001,22.693619,7.1165633,8.579884,1.0077585,518.9923,0.99806213,8.57934,6521.587668657304,,,8.509878,1.0,8.565434,15.807039999999999,0.11
520,10420,14.221282999999998,15.567160000000001,521,9.396873196358264,,15.807039999999999,1.0,1.0077450000000001,0.99233466,22.891382,8.528947,22.715641,7.130215,8.579903999999999,1.0077431000000001,519.99243,0.99806607,8.579293,6553.520108222961,,,8.509967,1.0,8.555603,15.807039999999999,0.11
521,10440,16.583538,15.569104000000001,522,9.333761667002328,,15.807039999999999,1.0,1.0077296,0.99233466,22.913214,8.52703,22.73764,7.148339699999999,8.579815,1.0077201,520.99243,0.99806976,8.579139999999999,6581.811827898026,,,8.509946000000001,1.0,8.499037,15.807039999999999,0.11
522,10460,14.014702999999999,15.566127999999999,523,9.394383304599248,,15.807039999999999,1.0,1.0077143,0.99233466,22.935024,8.525116,22.759615,7.1614830000000005,8.579839999999999,1.0077038,521.9923,0.9980732,8.579098,6611.637019634247,,,8.510036999999999,1.0,8.5572605,15.807039999999999,0.11
523,10480,15.261598999999999,15.565543,524,9.355776497158562,,15.807039999999999,1.0,1.0076989,0.99233466,22.956814,8.523206,22.781569,7.176956,8.579785000000001,1.0076884,522.99225,0.9980768,8.57898,6644.466535568237,,,8.510050999999999,1.0,8.517192999999999,15.807039999999999,0.11
524,10500,17.014713,15.568299,525,9.34839066731822,,15.807039999999999,1.0,1.0076854,0.99233466,22.978588000000002,8.521299,22.803503,7.195709,8.579721000000001,1.0076816,523.9923,0.9980806000000001,8.578853,6675.440147161485,,,8.510054,1.0,8.511721000000001,15.807039999999999,0.11
525,10520,19.24748,15.575289999999999,526,9.38891404225819,,15.807039999999999,1.0,1.0076702,0.99233466,23.000334,8.519396,22.825422,7.218636,8.579733000000001,1.0076624,524.9923,0.99808425,8.578797999999999,6703.24235510826,,,8.510132,1.0,8.550303999999999,15.807039999999999,0.11
526,10540,12.648000999999999,15.569733,527,9.321825982512024,,15.807039999999999,1.0,1.0076557,0.99233466,23.022066,8.517497,22.847317,7.228953,8.579619000000001,1.0076528,525.99243,0.9980880999999999,8.578622,6731.920759677887,,,8.510085,1.0,8.486229,15.807039999999999,0.11
527,10560,13.877817000000002,15.566523000000002,528,9.358933956059891,,15.807039999999999,1.0,1.0076413,0.99233466,23.043764000000003,8.515601,22.8692,7.2415595,8.579573,1.0076317,526.99243,0.9980916999999999,8.578511,6770.7002618312845,,,8.510105000000001,1.0,8.520328999999998,15.807039999999999,0.11
528,10580,12.18173,15.5601225,529,9.37859463552225,,15.807039999999999,1.0,1.0076259,0.99233466,23.065453,8.513709,22.891052,7.250912,8.579564,1.0076125,527.9925,0.99809545,8.578441,6807.724981784821,,,8.510163,1.0,8.541198,15.807039999999999,0.11
529,10600,17.037537,15.562904999999999,530,9.388953768452907,,15.807039999999999,1.0,1.0076125,0.99233466,23.087120000000002,8.51182,22.912886,7.269392,8.579566,1.0076087,528.99255,0.99809915,8.578379,6850.068354606628,,,8.510231,1.0,8.545342999999999,15.807039999999999,0.11
530,10620,16.943592000000002,15.565503,531,9.31755027549461,,15.807039999999999,1.0,1.0075971,0.99233466,23.108767999999998,8.509935,22.934692000000002,7.287625299999999,8.579448,1.0075933000000001,529.9925,0.9981026,8.5781975,6878.265139579773,,,8.510178999999999,1.0,8.482451,15.807039999999999,0.11
531,10640,21.082773,15.575869,532,9.381868819367329,,15.807039999999999,1.0,1.0075836,0.99233466,23.130394,8.508054,22.95648,7.3135699999999995,8.579442,1.007574,530.99243,0.99810606,8.57813,6901.9748265743265,,,8.510239,1.0,8.5417185,15.807039999999999,0.11
532,10660,20.32949,15.584783999999999,533,9.342752478578936,,15.807039999999999,1.0,1.0075682,0.99233466,23.151999,8.506176,22.978245,7.338004,8.5793705,1.0075566999999999,531.9923,0.9981094000000001,8.577997,6934.98067855835,,,8.510233,1.0,8.507361999999999,15.807039999999999,0.11
533,10680,20.501572,15.593987,534,9.358599864468873,,15.807039999999999,1.0,1.0075548,0.99233466,23.17359,8.504301,22.999994,7.362669500000001,8.57933,1.0075432,532.99243,0.99811316,8.577893,6956.007115840912,,,8.510258,1.0,8.523071,15.807039999999999,0.11
534,10700,14.229369,15.591435,535,9.353929815082427,,15.807039999999999,1.0,1.0075403,0.99233466,23.195154000000002,8.502431,23.021723,7.3755183,8.579276,1.0075394,533.99243,0.9981167,8.57778,6986.943338394165,,,8.510269000000001,1.0,8.517136,15.807039999999999,0.11
535,10720,16.553715,15.593226999999999,536,9.409101091517071,,15.807039999999999,1.0,1.0075259,0.99233466,23.216701999999998,8.500563,23.043432,7.392656,8.579317999999999,1.0075126,534.9925,0.9981203000000002,8.577759,7010.403743028642,,,8.510375999999999,1.0,8.56658,15.807039999999999,0.11
536,10740,20.03144,15.601488,537,9.332562904012477,,15.807039999999999,1.0,1.0075126,0.99233466,23.238218,8.498699,23.06513,7.416206,8.57923,1.0075105,535.99255,0.99812394,8.57761,7036.129191160201,,,8.510353,1.0,8.497783,15.807039999999999,0.11
537,10760,19.150797,15.608082999999999,538,9.389797678741225,,15.807039999999999,1.0,1.0074981,0.99233466,23.259726999999998,8.496839,23.086794,7.4380307,8.579238,1.0074972,536.99255,0.9981274,8.5775585,7066.011584281921,,,8.510425999999999,1.0,8.549368,15.807039999999999,0.11
538,10780,13.321660999999999,15.603836,539,9.366519233415822,,15.807039999999999,1.0,1.0074836999999999,0.99233466,23.281212,8.494982,23.108448000000003,7.448961,8.579205499999999,1.007475,537.9927,0.9981310999999999,8.577463999999999,7101.908015489577,,,8.510457,1.0,8.527158,15.807039999999999,0.11
539,10800,17.14014,15.606679000000002,540,9.397353690569414,,15.807039999999999,1.0,1.0074703,0.99233466,23.302683,8.493128,23.130067999999998,7.466921000000001,8.579227000000001,1.0074587,538.9926,0.9981344999999999,8.577427,7138.4326989650735,,,8.510544,1.0,8.557311,15.807039999999999,0.11
540,10820,17.287594,15.609782999999998,541,9.365249771675074,,15.807039999999999,1.0,1.0074568000000002,0.99233466,23.324127,8.491278,23.151672,7.485086999999999,8.579194000000001,1.0074549000000002,539.99255,0.99813783,8.577332499999999,7166.200204849243,,,8.510574,1.0,8.526405,15.807039999999999,0.11
541,10840,13.710103,15.606275,542,9.388402536977225,,15.807039999999999,1.0,1.0074424000000002,0.99233466,23.345554,8.489431,23.173257999999997,7.4965863,8.579191,1.0074308,540.99255,0.9981412000000001,8.577270500000001,7202.513527870178,,,8.510635,1.0,8.543368,15.807039999999999,0.11
542,10860,13.757069,15.602864000000002,543,9.371409898417983,,15.807039999999999,1.0,1.0074289,0.99233466,23.366962,8.487588,23.194822,7.508128999999999,8.579171,1.0074165000000002,541.99255,0.9981447,8.577193,7232.510029792786,,,8.510679,1.0,8.535434,15.807039999999999,0.11
543,10880,18.895182000000002,15.608913000000001,544,9.358637252883398,,15.807039999999999,1.0,1.0074145,0.99233466,23.388348,8.485748,23.216372,7.529075,8.579130000000001,1.007403,542.99255,0.9981481,8.577093,7263.061721801758,,,8.510701,1.0,8.522504,15.807039999999999,0.11
544,10900,12.351728,15.602931,545,9.412466201707813,,15.807039999999999,1.0,1.0074011,0.99233466,23.409720999999998,8.483911500000001,23.237896,7.537936999999999,8.579177,1.0073895,543.9927,0.9981517,8.57708,7289.753037452698,,,8.510812,1.0,8.570032000000001,15.807039999999999,0.11
545,10920,20.076406,15.611120000000001,546,9.412041052440088,,15.807039999999999,1.0,1.0073876,0.99233466,23.431060000000002,8.482078999999999,23.25941,7.5609155,8.57922,1.0073838,544.9927,0.99815506,8.577064,7326.7370789051065,,,8.510917999999998,1.0,8.568249,15.807039999999999,0.11
546,10940,17.771904,15.615070000000001,547,9.348112012745869,,15.807039999999999,1.0,1.0073742,0.99233466,23.45239,8.480248,23.2809,7.5795960000000004,8.579157,1.0073607,545.99274,0.9981585999999999,8.576944000000001,7352.297040462494,,,8.510917999999998,1.0,8.511351,15.807039999999999,0.11
547,10960,14.525576999999998,15.613078,548,9.414141715881225,,15.807039999999999,1.0,1.0073607,0.99233466,23.473701000000002,8.478422,23.302366,7.592283999999999,8.57921,1.0073501,546.9928,0.99816203,8.576938,7376.200140237807,,,8.511034,1.0,8.5732975,15.807039999999999,0.11
548,10980,14.212187,15.610524,549,9.363410455835432,,15.807039999999999,1.0,1.0073471999999999,0.99233466,23.494991,8.476599,23.323814000000002,7.6043553,8.579176,1.0073328000000001,547.9928,0.99816537,8.576845,7404.453335285187,,,8.511063,1.0,8.526375999999999,15.807039999999999,0.11
