,URet,MISE,DenMISELogLast,LQGmu1,IWFirstEpisode,IWMin,TimeElapsed,ReturnLastEpisode,IWNorm2,DenMISEMeanLog,Iteration,LQGmu01,IWNorm1,DenMISELogFirst,Bound,ReturnAbsMax,target_sum_log_mean,TimestepsSoFar,IWMax,LQGsigma,SqrtESSClassic,ReturnMin,ReturnMean,IWMean,IWLastEpisode,ReturnMax,ReturnStepMax
0,16.687925283112616,18.074266,18.60218,-0.111,1.2002747,,0.2350847721099853,15.058442000000001,1.2002747,18.60218,1,-0.011,1.2002747,18.60218,19.587695999999998,15.058442000000001,18.78473,20,1.2002747,0.11,1.0,,15.058442000000001,1.2002747,1.2002747,15.058442000000001,0.9625284
1,17.662259126015382,13.571116,20.929247,-0.123,0.50042146,,7.999125003814697,15.953459,1.3269671,19.81343,2,-0.012,1.729413,18.697615,14.801382,15.953459,19.570375,40,1.2289915,0.11,1.3032825000000001,,15.505951000000001,0.8647065,1.2289915,15.953459,0.9978268
2,17.863055696307942,19.374624,21.626473999999998,-0.111,1.3109623,,8.506677389144897,16.136745,2.1401594,20.38158,3,-0.011,3.7032447,18.515463,20.311888,16.136745,20.591217,60,1.3109623,0.11,1.7303593000000002,,15.716214,1.2344149,1.1874366000000003,16.136745,0.9990846
3,18.048527099053302,17.892477,18.614407999999997,-0.115,1.0433778,,9.12371301651001,16.311075,2.2627702000000003,19.982437,4,-0.012,4.5052137000000005,18.590329999999998,18.715837,16.311075,20.096828,80,1.2497222,0.11,1.9910169999999998,,15.86493,1.1263034,1.2497222,16.311075,0.9999735999999999
4,17.351762021187135,,13.551105499999998,0.378,,,9.4924418926239,15.672235500000001,2.2360681e-10,18.715954,5,0.04,5e-10,18.598969,0.73312837,16.311075,-496.43164,100,,0.11,2.2360678,,15.826391000000001,,,16.311075,0.9999735999999999
5,9.615826789377909,1.9491386e-25,-11.0021,0.378,,,9.749214410781859,8.762377,2.4494897999999997e-10,13.611011499999998,6,0.04,6e-10,18.416647,0.66925156,16.311075,-425.07272,120,1.3346643e-25,0.11,2.4494896,,14.6490555,2.2244405e-26,1.3346643e-25,16.311075,0.9999735999999999
6,9.468360179529746,0.016503586,17.845991,0.97,,,10.159319400787354,8.621049000000001,0.013400353,14.083879000000001,7,0.206,0.013400353,18.262495,1.6558282,16.311075,-746.46027,140,0.013400353,0.11,1.0,,13.787911,0.0019143360999999998,0.013400353,16.311075,0.9999735999999999
7,9.400902206471867,6.065025,11.922039,0.97,,,10.52393674850464,8.556881,5.6549344,13.697048,8,0.206,5.6701994000000004,18.128963,7.6999364,16.311075,-651.4458599999999,160,5.654914,0.11,1.0026994,,13.134032999999999,0.7087749,5.654914,16.311075,0.9999735999999999
8,9.358479489850973,7.8143344,18.53448,0.97,,,10.639623165130617,8.520425,5.83826,14.189464000000001,9,0.206,8.238017,18.01118,8.976119,16.311075,-576.8367,180,4.493681,0.11,1.4110397,,12.621410000000001,0.91533524,4.493681,16.311075,0.9999735999999999
9,9.390426991484944,8.088051,12.738623,0.97,,,10.73237133026123,8.551549000000001,5.463091,14.024897,10,0.206,9.468136,17.905820000000002,9.033937,16.311075,-517.76306,200,3.3302099999999997,0.11,1.7331096999999998,,12.214424000000001,0.9468136,3.1903770000000002,16.311075,0.9999735999999999
10,9.369244440726737,8.277574000000001,16.153961,0.97,,,10.917331218719482,8.527231,5.325449,14.206629000000001,11,0.206,10.663658,17.81051,9.096255000000001,16.311075,-469.13347999999996,220,2.7480693,0.11,2.002396,,11.879226,0.9694235000000001,2.74243,16.311075,0.9999735999999999
11,9.370752930934687,8.3693,17.373299,0.97,,,11.173222064971924,8.531724,5.253118499999999,14.463115,12,0.206,11.763783,17.7235,9.101339999999999,16.311075,-428.51845999999995,240,2.3986511000000004,0.11,2.2393904,,11.600266,0.98031527,2.3943133,16.311075,0.9999735999999999
