,Iteration,ReturnStepMax,DenMISELogLast,IWMean,LQGmu01,TimeElapsed,MISE,TimestepsSoFar,IWFirstEpisode,ReturnMean,ReturnMax,IWLastEpisode,IWMin,IWMax,ReturnLastEpisode,ReturnMin,DenMISELogFirst,target_sum_log_mean,IWNorm1,LQGsigma,URet,LQGmu1,ReturnAbsMax,SqrtESSClassic,Bound,IWNorm2,DenMISEMeanLog
34,35,0.9999904000000001,12.156928,0.98970336,-0.254,48.30404305458069,16.770618,700,,16.404736,17.211666,6.619932700000001,,6.816485000000001,17.03586,,13.546667999999999,-134.64413000000002,34.639618,0.11,18.796744460204707,-0.989,17.211666,2.5196407,37.26362,13.74784,12.097612
35,36,0.9999904000000001,14.398852,0.9975538,-0.253,49.983837842941284,16.911034,720,,16.421074,17.211666,5.4326324,,5.9272089999999995,16.992859,,13.518497,-130.4486,35.911938,0.11,18.75207542453561,-0.989,17.211666,2.7249904,35.859722,13.17874,12.159715
36,37,0.9999904000000001,10.1243515,0.98909605,-0.249,51.42346835136414,16.778759,740,,16.436485,17.211666,5.4285097,,5.4419146,16.991318,,13.491098000000001,-126.59322,36.596554,0.11,18.753535006980428,-0.988,17.211666,2.858485,34.84252,12.80278,12.103357
37,38,0.9999904000000001,19.023748,1.0201801,-0.252,52.49255681037903,17.279757,760,,16.446026,17.211666,4.6153708,,4.734225299999999,16.798996,,13.464429999999998,-122.72731,38.76684,0.11,18.540171056760983,-0.988,17.211666,3.1023924,33.923363,12.49579,12.284086
38,39,0.9999904000000001,14.326557999999999,1.0304247,-0.251,53.831611156463616,17.450602,780,,16.457788,17.211666,4.4103727,,4.4103727,16.904823,,13.438455,-119.17145,40.18656,0.11,18.663678105294004,-0.988,17.211666,3.2618587000000003,33.280533,12.320142,12.336017
39,40,0.9999988999999999,16.899717000000003,1.0316149,-0.251,55.43697190284729,17.474384,800,,16.471212,17.211666,3.5490966,,4.027672,16.994797,,13.413136999999999,-115.74032,41.264595,0.11,18.749412639307252,-0.988,17.211666,3.4426985,32.472794,11.986119,12.450018
40,41,0.9999988999999999,16.829279999999997,1.0312833000000001,-0.248,57.18439698219299,17.472626,820,,16.482326999999998,17.211666,4.2035856,,4.2035856,16.926873999999998,,13.388444,-112.46951999999999,42.282616,0.11,18.685800995429528,-0.988,17.211666,3.542586,32.048134000000005,11.935522,12.556869
41,42,0.9999988999999999,16.235172,1.0348616,-0.252,58.454928874969475,17.516132,840,,16.489784,17.211666,3.0410174999999997,,3.4886622000000003,16.795519,,13.3643465,-109.387024,43.464188,0.11,18.536187064586095,-0.988,17.211666,3.763844,31.234820000000003,11.547818,12.644524
42,43,0.9999988999999999,2.0827446,1.0367544,-0.25,59.55369520187378,17.539768,860,,16.496693,17.211666,3.4007519999999998,,3.4007519999999998,16.78679,,13.3408165,-106.76097,44.580436999999996,0.11,18.531843622644647,-0.988,17.211666,3.8796660000000003,30.848903999999997,11.490791999999999,12.399149000000001
43,44,0.9999988999999999,12.071406,1.0397197,-0.254,61.08236742019653,17.577915,880,,16.504267000000002,17.211666,2.7206185,,3.1936888999999997,16.829995999999998,,13.317827,-104.060905,45.747665000000005,0.11,18.567818985861525,-0.989,17.211666,4.0837703,30.221867,11.202311,12.392022
44,45,0.9999988999999999,11.351288,1.0093155999999999,-0.25,62.96602439880371,17.076353,900,,16.51556,17.211666,2.2640990000000003,,3.1377172000000004,17.012468,,13.295354000000001,-101.459114,45.419205,0.11,18.776626472196856,-0.988,17.211666,4.140629,29.54668,10.969156,12.369334
45,46,0.9999988999999999,10.774443,0.9305659,-0.211,64.36936450004579,15.886423,920,,16.527094,17.211666,5.76538,,8.513653999999999,17.046158,,13.2733755,-101.36876,42.80603,0.11,18.81059685022388,-0.973,17.211666,2.7254815,34.831696,15.705859,12.334483
46,47,0.9999988999999999,14.364020000000002,0.99852073,-0.196,65.80023288726807,17.078575,940,,16.539991,17.211666,5.981221,,8.064579,17.133272,,13.251869000000001,-101.29592,46.930473,0.11,18.913066465841773,-0.963,17.211666,2.7974918,35.53618,16.775910999999997,12.375286000000001
47,48,0.9999988999999999,13.295379,0.9727321,-0.203,67.18708086013794,16.618956,960,,16.54991,17.211666,4.9569044,,7.412573299999999,17.016075,,13.230816,-97.61021,46.691143,0.11,18.78144324646253,-0.968,17.211666,3.0357689999999997,33.627823,15.380335,12.393432
48,49,0.9999988999999999,13.658169000000001,0.97031915,-0.2,69.01143288612366,16.588394,980,,16.561913,17.211666,4.975475,,6.5403066,17.137953,,13.2101965,-95.87581999999999,47.54564,0.11,18.91617078378089,-0.966,17.211666,3.2040740000000003,32.70381,14.839120999999999,12.417924000000001
49,50,0.9999988999999999,9.385987,1.1044452,-0.218,70.69755220413208,18.818286999999998,1000,,16.570885,17.211666,8.635963,,8.635963,17.010514999999998,,13.189994,-91.33412,55.22226,0.11,18.76862795225406,-0.976,17.211666,3.417294,33.928196,16.159645,12.356036999999999
50,51,0.9999988999999999,15.98275,1.1107753999999999,-0.22,72.09214162826537,18.917768,1020,,16.57945,17.211666,4.8258185,,7.5220485,17.007818,,13.170191,-89.04619,56.64954399999999,0.11,18.772346890335125,-0.977,17.211666,3.6739203999999996,32.972237,15.419372000000001,12.428444
51,52,0.9999988999999999,18.870695,1.0997404,-0.222,74.32111310958862,18.721048,1040,,16.587992,17.211666,3.2405872000000002,,6.549638,17.023552,,13.150773000000001,-86.74812,57.1865,0.11,18.78128808540636,-0.978,17.211666,3.938515,31.83132,14.519813000000001,12.553825999999999
52,53,0.9999988999999999,13.678207999999998,1.1028271,-0.223,76.03995609283447,18.777897,1060,,16.598024,17.211666,3.738832,,5.864974500000001,17.119806,,13.131723999999998,-84.77471,58.449837,0.11,18.890750787930926,-0.979,17.211666,4.1489825,31.223115999999997,14.087751,12.576406500000001
53,54,0.9999988999999999,14.843744000000001,1.1294351999999999,-0.226,78.04752612113954,19.216479999999997,1080,,16.605295,17.211666,4.1002226,,4.965771,16.990627,,13.113032,-82.68097,60.9895,0.11,18.752883922776228,-0.98,17.211666,4.4178348,30.904331,13.805292000000001,12.61985
54,55,0.9999988999999999,15.566517000000001,1.0835887,-0.225,79.47590041160582,18.442532999999997,1100,,16.613503,17.211666,1.3353993,,4.8368764,17.05661,,13.094683999999999,-80.986885,59.59738,0.11,18.82773242270595,-0.98,17.211666,4.4924483,29.936265999999996,13.266126000000002,12.675377000000001
55,56,0.9999988999999999,14.877541,1.1091386,-0.226,81.49100780487059,18.864225,1120,,16.618907999999998,17.211666,4.1609964,,4.3346605,16.916206,,13.076665,-79.15632,62.111763,0.11,18.669875871773762,-0.98,17.211666,4.6594415,29.946026,13.330302,12.715856
56,57,0.9999988999999999,16.129185,1.1151485,-0.223,83.3632128238678,18.978691,1140,,16.626324,17.211666,4.157299500000001,,4.409153,17.041674,,13.058966,-77.64294,63.563469999999995,0.11,18.808210821510905,-0.979,17.211666,4.7104764,29.940426000000002,13.494063,12.777329
57,58,0.9999988999999999,13.884154,1.1347476,-0.223,85.31024837493895,19.311602,1160,,16.632982000000002,17.211666,4.201481299999999,,4.201481299999999,17.012527,,13.041574,-76.037796,65.81536,0.11,18.771080584623206,-0.979,17.211666,4.824552,30.014149,13.641755999999999,12.798083
58,59,0.9999988999999999,17.019793,1.1406173000000002,-0.226,87.22508716583252,19.405138,1180,,16.640095000000002,17.211666,3.0780616000000003,,3.8883781,17.052612,,13.024479,-74.291885,67.29642,0.11,18.80823286565968,-0.98,17.211666,5.0211287,29.688683,13.402648000000001,12.871613499999999
59,60,0.9999988999999999,16.92437,1.1129113000000002,-0.227,89.23800730705261,18.928144,1200,,16.645794,17.211666,1.0411056,,3.5990372,16.982029,,13.007672,-72.687904,66.77468,0.11,18.736472491136052,-0.981,17.211666,5.152949,28.948620000000002,12.958537,12.941227
60,61,0.9999988999999999,10.339201,1.1072693999999998,-0.231,91.20268058776855,18.819952,1220,,16.651101999999998,17.211666,1.8784508000000002,,3.2176754,16.969553,,12.991142,-71.16752,67.54343399999999,0.11,18.726987181195746,-0.982,17.211666,5.359869000000001,28.453583000000002,12.601695,12.900186
61,62,0.9999988999999999,10.908897,1.0861448999999999,-0.226,93.44163203239441,18.479794000000002,1240,,16.658344,17.211666,2.4967132000000003,,3.4238913,17.100094,,12.974882000000001,-70.04652,67.34099,0.11,18.869533616536803,-0.98,17.211666,5.3377066,28.153422999999997,12.616091,12.869596000000001
62,63,0.9999988999999999,17.835773,1.0940831,-0.23,95.28112864494324,18.598606,1260,,16.662788,17.211666,2.3239346000000003,,3.0091248,16.938366000000002,,12.958881,-68.45411999999999,68.92723000000001,0.11,18.700543720932814,-0.982,17.211666,5.5683336,27.871578000000003,12.37843,12.949597
63,64,0.9999988999999999,16.314564,1.0606585,-0.23,97.48592090606691,18.032196,1280,,16.667625,17.211666,0.34378937,,2.9419875,16.972343,,12.943133,-67.16939,67.88214,0.11,18.74355056966437,-0.982,17.211666,5.600251999999999,27.252315999999997,12.121265,13.003473
64,65,0.9999988999999999,7.704399,1.0628151000000001,-0.226,99.58208060264587,18.082214,1300,,16.673523,17.211666,3.0490701000000002,,3.1074677000000004,17.051023,,12.927629,-66.15298,69.08298,0.11,18.814059603765767,-0.98,17.211666,5.604976000000001,27.294563,12.325294,12.922733000000001
65,66,0.9999988999999999,11.379044,1.0554276000000002,-0.222,101.61313819885254,17.965965,1320,,16.677853,17.211666,2.8920841,,3.202033,16.959201999999998,,12.912362,-65.189255,69.65822,0.11,18.723297787976087,-0.978,17.211666,5.574736,27.228286999999998,12.495339,12.900145
66,67,0.9999988999999999,16.600502,1.0665893999999998,-0.223,103.49544072151184,18.153011,1340,,16.682806,17.211666,2.8645687,,3.0632349999999997,17.0098,,12.897324000000001,-63.903690000000005,71.46149,0.11,18.770127554195682,-0.979,17.211666,5.70584,27.202509999999997,12.524271,12.956052
67,68,0.9999988999999999,15.834367000000002,1.0731839,-0.223,105.95513343811035,18.264414000000002,1360,,16.68732,17.211666,2.7910442000000004,,2.982853,16.989676,,12.882508999999999,-62.727985,72.9765,0.11,18.749754662233848,-0.979,17.211666,5.798125,27.16988,12.586225,12.999217
68,69,0.9999988999999999,16.296656,1.0776135,-0.224,108.09138298034668,18.332863,1380,,16.691301,17.211666,2.236693,,2.8166847,16.962116,,12.86791,-61.470364000000004,74.35533000000001,0.11,18.71804260872877,-0.979,17.211666,5.9632062999999995,26.991795,12.469019,13.047931
69,70,0.9999988999999999,16.903645,1.0631135,-0.226,110.25484824180604,18.080362,1400,,16.695566,17.211666,0.88903344,,2.6720479999999998,16.989962,,12.853521,-60.259193,74.41794,0.11,18.746046946124792,-0.98,17.211666,6.094402,26.55289,12.210868,13.103995
70,71,0.9999988999999999,9.226844,1.0727073,-0.23,112.1655957698822,18.231873,1420,,16.698764999999998,17.211666,2.3552582,,2.5033102,16.922464,,12.839336,-59.147890000000004,76.16221999999999,0.11,18.682184416090365,-0.982,17.211666,6.264023,26.474977000000003,12.158675,13.050166
71,72,0.9999988999999999,17.212925,1.0730704,-0.227,114.63880491256714,18.244453,1440,,16.702946,17.211666,2.4448267999999995,,2.516,16.999748,,12.825351,-58.15750500000001,77.26106999999999,0.11,18.767901080450184,-0.981,17.211666,6.3018947,26.43802,12.2599745,13.108889000000001
72,73,0.9999988999999999,14.470313,1.0799353,-0.232,117.26023602485657,18.342018,1460,,16.704529,17.211666,2.265185,,2.4783826,16.818804,,12.811557,-57.000416,78.83528000000001,0.11,18.574134511596846,-0.982,17.211666,6.46938,26.323463,12.18591,13.128439000000002
73,74,0.9999988999999999,15.164275,1.0813025,-0.232,119.70023417472841,18.363794,1480,,16.707785,17.211666,2.1019099999999997,,2.4317352999999997,16.94537,,12.797952,-56.012024,80.01639,0.11,18.71254646771249,-0.983,17.211666,6.55623,26.23951,12.204634,13.156937
74,75,0.9999988999999999,17.584806,1.077106,-0.228,122.40372323989868,18.304909,1500,,16.7117,17.211666,2.142833,,2.3459373,17.001435999999998,,12.784529,-55.140682,80.78295,0.11,18.76905563094915,-0.981,17.211666,6.585754400000001,26.145317000000002,12.266316999999999,13.216971
75,76,0.9999988999999999,11.825775,1.0824074,-0.229,124.93895125389099,18.391614999999998,1520,,16.715142999999998,17.211666,2.2720196,,2.2720196,16.97341,,12.771283,-54.216393000000004,82.262955,0.11,18.735994242890197,-0.981,17.211666,6.6887217,26.111326000000002,12.298756,13.199593
76,77,0.9999988999999999,19.382076,1.088136,-0.231,127.19619464874269,18.482079000000002,1540,,16.718512,17.211666,2.2826748,,2.294977,16.974419,,12.758211,-53.18685,83.78647,0.11,18.736594852514227,-0.982,17.211666,6.796397,26.079487,12.328072,13.280872
77,78,0.9999988999999999,12.808991,1.0719106000000003,-0.23,129.19576382637024,18.212023000000002,1560,,16.722216,17.211666,0.8650318000000001,,2.2054292999999996,17.007294,,12.745308,-52.393925,83.60903,0.11,18.778799131997303,-0.982,17.211666,6.839624000000001,25.761414000000002,12.224215,13.275874
78,79,0.9999988999999999,12.669078,1.0697579,-0.235,131.61725640296936,18.158003,1580,,16.724604,17.211666,2.0296392,,2.3083315,16.910965,,12.732569,-51.45154,84.51088,0.11,18.662734232836968,-0.984,17.211666,6.899296799999999,25.6421,12.249202,13.269032500000002
79,80,0.9999988999999999,15.79959,1.067558,-0.239,134.47534728050232,18.111319,1600,,16.728313,17.211666,2.2276902,,2.439975,17.021479,,12.71999,-50.579547999999996,85.40465,0.11,18.77952429929282,-0.985,17.211666,6.8466744,25.652935,12.473887,13.301466
80,81,0.9999988999999999,19.69217,1.0039427,-0.255,137.0911686420441,16.980328,1620,,16.729437,17.211666,4.0402284,,4.588731,16.81916,,12.707567,-50.081894,81.31936,0.11,18.562712002580646,-0.989,17.211666,5.64089,26.134026000000002,14.416051000000001,13.381127
81,82,0.9999988999999999,16.689997,0.9921751,-0.257,139.20320749282834,16.780222,1640,,16.733207999999998,17.211666,2.5023603,,4.681967299999999,17.03869,,12.695297,-49.34345,81.35836,0.11,18.80605580010829,-0.99,17.211666,5.633714,25.94558,14.441335999999998,13.421413000000001
82,83,0.9999988999999999,14.362656,1.0253311,-0.253,141.54666590690613,17.351791,1660,,16.734879,17.211666,3.025218,,3.8499297999999995,16.871986,,12.683176,-48.387444,85.102486,0.11,18.624116733275216,-0.989,17.211666,6.064602,25.865952,14.032658999999999,13.432549
83,84,0.9999988999999999,17.70136,1.0163348,-0.258,143.29551529884338,17.186546,1680,,16.737000000000002,17.211666,4.370704,,4.415212,16.9129,,12.6712,-47.78711,85.37212,0.11,18.662835018447662,-0.99,17.211666,5.7958794000000005,26.095463,14.729795999999999,13.483576000000001
84,85,0.9999988999999999,16.45881,0.9856212,-0.266,146.08587932586667,16.638807,1700,,16.738157,17.211666,4.6834050000000005,,4.891913400000001,16.835455,,12.659366,-47.528862,83.7778,0.11,18.57815849154336,-0.992,17.211666,5.441219,26.128410000000002,15.396882000000002,13.518663
85,86,0.9999988999999999,16.473238000000002,0.99772304,-0.267,148.4729912281036,16.845779999999998,1720,,16.740658,17.211666,3.8287080000000002,,4.709409,16.953104,,12.647669,-46.7885,85.80418399999999,0.11,18.707157937501137,-0.992,17.211666,5.5615206,26.130112,15.428188,13.552734
86,87,0.9999988999999999,15.378198000000001,0.9972825999999999,-0.262,151.32505583763125,16.853056,1740,,16.743532000000002,17.211666,1.1455865,,4.2894793,16.990845,,12.636108,-45.80552,86.76359000000001,0.11,18.748827978831848,-0.991,17.211666,5.862342400000001,25.660969,14.800157,13.573578
87,88,0.9999988999999999,19.105347000000002,1.0097460999999999,-0.263,153.63875412940982,17.061708,1760,,16.745028,17.211666,3.7436059,,4.153241599999999,16.875101,,12.62468,-45.077908,88.85765,0.11,18.62664775001341,-0.991,17.211666,5.946981,25.744267,14.94164,13.636311
88,89,0.9999988999999999,17.506908,1.0262158000000001,-0.258,156.27298974990842,17.354534,1780,,16.746026999999998,17.211666,1.8839656999999999,,3.6268911,16.834017000000003,,12.613380000000001,-44.092564,91.333206,0.11,18.582038801245037,-0.99,17.211666,6.379290599999999,25.448694,14.317142,13.679816
89,90,0.9999988999999999,17.522678,0.9973203000000002,-0.264,158.74288821220395,16.8447,1800,,16.74635,17.211666,2.7031124,,3.9393267999999995,16.774977,,12.602207,-43.72971,89.75883,0.11,18.51475728872425,-0.991,17.211666,6.1184945,25.283867,14.670084,13.722726999999999
90,91,0.9999988999999999,16.720942,0.9880739,-0.264,160.5821192264557,16.689526,1820,,16.748966,17.211666,1.5796553999999998,,3.8324193999999996,16.984533,,12.591157,-43.077534,89.91473,0.11,18.738024418068164,-0.991,17.211666,6.215,24.99765,14.467373,13.755562
91,92,0.9999988999999999,17.482435,0.99488604,-0.266,163.08825182914734,16.799507000000002,1840,,16.750734,17.211666,3.5476956,,3.8325036,16.91159,,12.580228,-42.523006,91.52951999999999,0.11,18.658166020808213,-0.991,17.211666,6.2108345,25.113204999999997,14.737072,13.795867000000001
92,93,0.9999988999999999,18.76202,1.0972973,-0.306,165.87530231475833,18.415036999999998,1860,,16.752253,17.211666,4.188643,,6.6657352,16.891942999999998,,12.569417,-45.932186,102.04865,0.11,18.637916708643253,-0.996,17.211666,4.4284263,30.074935999999997,23.044,13.849134
93,94,0.9999988999999999,15.283744,1.066355,-0.31,167.90484237670896,17.882535999999998,1880,,16.75027,17.211666,3.9430966,,6.411567,16.566005999999998,,12.558722,-45.766605,100.23736600000001,0.11,18.28345677544872,-0.997,17.211666,4.4738793,29.423972999999997,22.405022,13.865174
