,Iteration,ReturnStepMax,DenMISELogLast,IWMean,LQGmu01,TimeElapsed,MISE,TimestepsSoFar,IWFirstEpisode,ReturnMean,ReturnMax,IWLastEpisode,IWMin,IWMax,ReturnLastEpisode,ReturnMin,DenMISELogFirst,target_sum_log_mean,IWNorm1,LQGsigma,URet,LQGmu1,ReturnAbsMax,SqrtESSClassic,Bound,IWNorm2,DenMISEMeanLog
245,246,0.9999988999999999,13.29625,1.0182151,-0.824,786.2551765441895,16.912461999999998,4920,,16.766085,17.211666,7.3804216,,8.656586,16.463708999999998,,11.596685,-73.61828,250.48091000000002,0.11,18.17534908815616,-1.0,17.211666,5.9475183,25.594234,42.115196000000005,13.982485999999998
246,247,0.9999988999999999,9.956961,1.0107429,-0.823,791.5331237316133,16.78866,4940,,16.765491,17.211666,4.5177054000000005,,8.370638,16.619020000000003,,11.5926285,-73.11183,249.6535,0.11,18.334340244223075,-1.0,17.211666,6.038201,25.340048,41.345676,13.966211
247,248,0.9999988999999999,17.255732000000002,1.0146238,-0.821,796.0568289756775,16.852324,4960,,16.764729,17.211666,6.974487299999999,,8.097093,16.576624,,11.588588,-72.5646,251.6267,0.11,18.290938242126966,-1.0,17.211666,6.1372232,25.265738,41.000088,13.979470999999998
248,249,0.9999988999999999,15.973124499999999,1.0191841999999998,-0.82,800.8604481220245,16.929083,4980,,16.764229999999998,17.211666,7.1196136,,7.8428535,16.640903,,11.584563000000001,-72.05494,253.77688999999998,0.11,18.3548882123769,-1.0,17.211666,6.231557,25.215134,40.724476,13.987491
249,250,0.9999988999999999,10.196112,1.0181412,-0.819,806.5005810260773,16.915169,5000,,16.764206,17.211666,5.5847483,,7.5934973,16.757864,,11.580556,-71.53947,254.53527999999997,0.11,18.485244848016276,-1.0,17.211666,6.3245754000000005,25.079353,40.245434,13.972357999999998
250,251,0.9999988999999999,11.610198,1.0192602,-0.817,812.51962018013,16.934473,5020,,16.763695000000002,17.211666,5.798896,,7.351494000000001,16.635834,,11.576564,-71.00904,255.83428999999998,0.11,18.358180545910713,-1.0,17.211666,6.4168614999999996,24.981241,39.86907,13.962976000000001
251,252,0.9999988999999999,7.1623845,1.0248091000000001,-0.815,817.9497463703156,17.026823,5040,,16.763094,17.211666,6.729862,,7.15825,16.612835,,11.572587,-70.4929,258.2519,0.11,18.32829512286933,-1.0,17.211666,6.506376,24.962885,39.692127,13.936024
252,253,0.9999988999999999,12.822554,1.0311097,-0.814,823.5435185432434,17.129887,5060,,16.762241,17.211666,6.816842599999999,,7.0033073,16.547113,,11.568627000000001,-69.94863000000001,260.87076,0.11,18.26295894556689,-1.0,17.211666,6.5929723,24.96171,39.568005,13.931681
253,254,0.9999988999999999,14.876965,1.0336796999999998,-0.812,829.7840673923492,17.169859,5080,,16.761152,17.211666,5.7969275,,6.851843,16.485262,,11.564682000000001,-69.3967,262.55466,0.11,18.209313762491643,-1.0,17.211666,6.6785564,24.901320000000002,39.313084,13.935485
254,255,0.9999988999999999,10.247695,1.0370439,-0.81,836.1174170970917,17.226576,5100,,16.760673999999998,17.211666,5.9112897,,6.780078,16.638988,,11.560753,-68.86539499999999,264.4462,0.11,18.343546717892405,-1.0,17.211666,6.7618427,24.862807999999998,39.1086,13.921117
255,256,0.9999988999999999,9.096855,1.0447511999999999,-0.808,841.8007729053497,17.350063000000002,5120,,16.759396,17.211666,6.841474000000001,,6.841474000000001,16.434063000000002,,11.556839,-68.31099,267.4563,0.11,18.142041471891808,-1.0,17.211666,6.840403,24.898594,39.099495000000005,13.902379000000002
256,257,0.9999988999999999,15.887816,1.0474647,-0.806,848.2366116046906,17.39463,5140,,16.758694000000002,17.211666,5.503898599999999,,6.8444366,16.578764000000003,,11.55294,-67.74693,269.19843,0.11,18.284906580076694,-1.0,17.211666,6.918855000000001,24.857570000000003,38.907944,13.910242000000002
257,258,0.9999988999999999,16.372139,1.0360041,-0.804,853.767585515976,17.204613000000002,5160,,16.758210000000002,17.211666,1.8492540000000002,,6.84289,16.633503,,11.549057000000001,-67.18733,267.28906,0.11,18.3581097055094,-1.0,17.211666,6.963537700000001,24.619664999999998,38.38409,13.919931
258,259,0.9999988999999999,7.934522,1.0361196,-0.802,858.7462906837462,17.207293,5180,,16.757763,17.211666,4.8137317,,6.813086,16.64252,,11.545189,-66.69685,268.35497999999995,0.11,18.35272700613045,-1.0,17.211666,7.0390606,24.542788,38.12369,13.896926
259,260,0.9999988999999999,17.223577,1.035462,-0.801,864.2463445663452,17.197129999999998,5200,,16.757328,17.211666,4.777781500000001,,6.7620195999999995,16.645070999999998,,11.541335,-66.20499000000001,269.22012,0.11,18.368225452271236,-1.0,17.211666,7.1130724,24.456298999999998,37.84864,13.909826
260,261,0.9999988999999999,12.523166,1.0381054,-0.799,869.1399409770966,17.242449,5220,,16.756996,17.211666,5.661875,,6.7073503,16.670914,,11.537496,-65.73878,270.9455,0.11,18.388009101271738,-1.0,17.211666,7.185929,24.428019,37.705006,13.904616
261,262,0.9999988999999999,15.818706500000001,1.0287818000000002,-0.798,874.6691312789917,17.088467,5240,,16.756764999999998,17.211666,2.48346,,6.654417,16.6962,,11.533672,-65.26196999999999,269.54082999999997,0.11,18.414652708879398,-1.0,17.211666,7.239401299999999,24.220963,37.232475,13.912037
262,263,0.9999988999999999,13.870406,1.0382884000000001,-0.796,880.6975317001343,17.248285,5260,,16.756462,17.211666,7.155792699999999,,7.155792699999999,16.677454,,11.529862,-64.751724,273.06982,0.11,18.39702013895948,-1.0,17.211666,7.2995234,24.322035,37.409267,13.911957000000001
263,264,0.9999988999999999,9.761543,1.0414,-0.794,886.6161811351776,17.30014,5280,,16.755926000000002,17.211666,5.4149012999999995,,7.143438000000001,16.614835999999997,,11.526067999999999,-64.26586999999999,274.9296,0.11,18.332081513360787,-1.0,17.211666,7.368246000000001,24.307914999999998,37.31276,13.896348999999999
264,265,0.9999988999999999,9.195352999999999,1.0393758,-0.792,892.9055697917938,17.26738,5300,,16.755571,17.211666,4.0245657,,7.1298056,16.662004,,11.522286,-63.779644,275.43457,0.11,18.382105870303914,-1.0,17.211666,7.4332385,24.21388,37.05445,13.878736499999999
265,266,0.9999988999999999,13.383851000000002,1.0396203000000002,-0.79,898.2310185432434,17.269579,5320,,16.754593,17.211666,4.4830184,,7.1181470000000004,16.4947,,11.51852,-63.267563,276.539,0.11,18.20782002660194,-1.0,17.211666,7.498892,24.155262,36.877316,13.876992999999999
266,267,0.9999988999999999,14.351482,1.0374193,-0.789,904.5538663864136,17.23111,5340,,16.753527,17.211666,3.7601437999999994,,7.0920057,16.470156,,11.514768,-62.766216,276.99097,0.11,18.181047058377928,-1.0,17.211666,7.560960000000001,24.060268,36.634365,13.878892
267,268,0.9999988999999999,11.722966,1.037339,-0.787,909.5709376335144,17.227985,5360,,16.752562,17.211666,4.3537349999999995,,7.048541999999999,16.495035,,11.511028999999999,-62.29557,278.00684,0.11,18.20474293715138,-1.0,17.211666,7.6253815000000005,23.99945,36.458088000000004,13.870959
268,269,0.9999988999999999,10.925882000000001,1.0455894000000001,-0.785,913.6447145938872,17.36522,5380,,16.752043,17.211666,6.5672635999999995,,7.008899700000001,16.612823000000002,,11.507305,-61.81439,281.26355,0.11,18.330769633098875,-1.0,17.211666,7.678874,24.089512,36.628227,13.860123000000002
269,270,0.9999988999999999,7.9261740000000005,1.0438598,-0.783,919.543041229248,17.333925,5400,,16.75084,17.211666,3.9544883,,6.9492910000000006,16.427357,,11.503594,-61.376404,281.84216000000004,0.11,18.128007575130887,-1.0,17.211666,7.740344,24.004818,36.412098,13.838285999999998
270,271,0.9999988999999999,13.309095000000001,1.0424719,-0.782,925.2141289711,17.309595,5420,,16.749971,17.211666,4.1302769999999995,,6.8730535999999995,16.515905,,11.499898,-60.94915400000001,282.5099,0.11,18.234050963357657,-1.0,17.211666,7.803089999999999,23.926845999999998,36.204871999999995,13.836469000000001
271,272,0.9999988999999999,12.32864,1.0492136,-0.78,930.8579030036926,17.419968,5440,,16.749166,17.211666,6.290489,,6.8129234,16.53079,,11.496215,-60.489754000000005,285.3861,0.11,18.252734170935007,-1.0,17.211666,7.854874000000001,23.993593,36.332359999999994,13.831057000000001
272,273,0.9999988999999999,18.75635,1.0454865,-0.779,936.928368806839,17.356026,5460,,16.747993,17.211666,3.3821306000000004,,6.744283,16.429026,,11.492544,-60.023365000000005,285.4178,0.11,18.138379590209393,-1.0,17.211666,7.9097905,23.88401,36.084114,13.849253
273,274,0.9999988999999999,10.51188,1.0474751,-0.777,943.2855124473572,17.389008,5480,,16.747429999999998,17.211666,4.8668275,,6.681226299999999,16.593266,,11.488889,-59.566930000000006,287.00818,0.11,18.311915553238887,-1.0,17.211666,7.966123599999999,23.870829999999998,36.028587,13.8372135
274,275,0.9999988999999999,3.6574904999999998,1.0519187,-0.775,949.8155162334442,17.465284,5500,,16.747339999999998,17.211666,5.470367400000001,,6.610407,16.72239,,11.485246,-59.147940000000006,289.27765,0.11,18.452715548379622,-1.0,17.211666,8.019421000000001,23.904028,36.072140000000005,13.8003435
275,276,0.9999988999999999,16.807083,1.0549161,-0.773,955.4841825962068,17.514807,5520,,16.746754,17.211666,5.128706,,6.534358999999999,16.585995,,11.481616,-58.690487,291.15686,0.11,18.303618596947985,-1.0,17.211666,8.074067,23.909973,36.06074,13.811402
276,277,0.9999988999999999,17.379935999999997,1.0567458,-0.772,961.8209893703461,17.546364,5540,,16.746464000000003,17.211666,4.7952642,,6.459105999999999,16.666248,,11.477999,-58.221140000000005,292.71857,0.11,18.3862618819445,-1.0,17.211666,8.127688000000001,23.899338,36.014984000000005,13.82446
277,278,0.9999988999999999,14.801355,1.0481546999999998,-0.77,967.9850392341614,17.403446,5560,,16.745764,17.211666,1.8980936999999998,,6.3837333,16.552053,,11.474396,-57.797,291.38702,0.11,18.263292739808122,-1.0,17.211666,8.163669,23.72842,35.693146,13.828154000000001
278,279,0.9999988999999999,13.89282,1.0508007,-0.769,973.797483921051,17.448368,5580,,16.745434,17.211666,5.0368900000000005,,6.3720245,16.653805,,11.470804,-57.37866999999999,293.1734,0.11,18.371230651557127,-1.0,17.211666,8.216511,23.732666000000002,35.68101,13.828535999999998
279,280,0.9999988999999999,10.035938,1.0449923,-0.767,979.7930598258972,17.35228,5600,,16.745043,17.211666,2.7107509999999997,,6.335849,16.635492000000003,,11.467227000000001,-57.01194,292.59783999999996,0.11,18.357286102947093,-1.0,17.211666,8.265388,23.599415,35.40038,13.81515
280,281,0.9999988999999999,18.205538,1.0407829,-0.767,985.9056668281556,17.28126,5620,,16.744177,17.211666,3.1665637,,6.283816000000001,16.502014000000003,,11.463662,-56.641476000000004,292.46,0.11,18.211669350000374,-1.0,17.211666,8.320145,23.487282,35.15083,13.830913
281,282,0.9999988999999999,19.320269,1.0415020000000001,-0.766,991.6025638580322,17.292654000000002,5640,,16.74355,17.211666,4.5226154,,6.2276053,16.567176999999997,,11.46011,-56.27604,293.70355,0.11,18.279237787373614,-1.0,17.211666,8.378437,23.455498000000002,35.054695,13.850501000000001
282,283,0.9999988999999999,16.709145,1.0396689000000001,-0.765,998.3950021266936,17.262520000000002,5660,,16.743126,17.211666,3.7763655,,6.1628870000000004,16.624026999999998,,11.45657,-55.93813299999999,294.22632000000004,0.11,18.33860994738923,-1.0,17.211666,8.437822,23.381989,34.869934,13.860726999999999
283,284,0.9999988999999999,19.783049,1.0388541999999998,-0.765,1005.7797849178314,17.24926,5680,,16.742701999999998,17.211666,4.019207,,6.079811,16.622303,,11.453042,-55.623665,295.0346,0.11,18.345158199644874,-1.0,17.211666,8.500716,23.323454,34.707027000000004,13.8817005
284,285,0.9999988999999999,12.135104,1.0438228999999999,-0.764,1011.67027425766,17.331879999999998,5700,,16.742235,17.211666,5.637193700000001,,5.9992847000000005,16.609953,,11.449527999999999,-55.337776,297.48953,0.11,18.325744288563715,-1.0,17.211666,8.554085,23.368177,34.77748,13.875689000000001
285,286,0.9999988999999999,19.796032,1.041736,-0.764,1016.9096641540527,17.298136,5720,,16.742006,17.211666,3.6146398,,5.911149,16.676838,,11.446025,-55.045975,297.9365,0.11,18.399748101675826,-1.0,17.211666,8.617482,23.290026,34.573498,13.896523
286,287,0.9999988999999999,11.883560000000001,1.0425594,-0.763,1023.9565262794496,17.311338,5740,,16.74142,17.211666,4.428821,,5.8475103,16.573635,,11.442534,-54.747612,299.21454,0.11,18.286900961562,-1.0,17.211666,8.675980000000001,23.262826999999998,34.487694,13.889636999999999
287,288,0.9999988999999999,14.493381,1.0412915,-0.763,1030.3205363750458,17.28823,5760,,16.740395,17.211666,3.7498016000000005,,5.7794237,16.446165,,11.439055999999999,-54.45349,299.89194,0.11,18.15563312069045,-1.0,17.211666,8.735667999999999,23.199054999999998,34.329594,13.891860999999999
288,289,0.9999988999999999,15.419704000000001,1.0404022,-0.762,1036.6378381252287,17.273092000000002,5780,,16.739819,17.211666,3.815753,,5.71293,16.57372,,11.43559,-54.159195,300.67624,0.11,18.28230805746204,-1.0,17.211666,8.795015,23.144032,34.18712,13.897272000000001
289,290,0.9999988999999999,15.173267999999998,1.0296636000000001,-0.762,1043.1217770576475,17.094818,5800,,16.739365,17.211666,0.90274346,,5.63886,16.607897,,11.432136,-53.88989599999999,298.60242,0.11,18.329304347558878,-1.0,17.211666,8.822746,22.947304000000003,33.844612,13.9017935
290,291,0.9999988999999999,18.770584,1.0338569,-0.762,1049.841533660889,17.164835,5820,,16.738970000000002,17.211666,5.163659,,5.571103599999999,16.624523,,11.428692999999999,-53.5973,300.85236000000003,0.11,18.341225234436614,-1.0,17.211666,8.875223,22.982716,33.898006,13.918610000000001
291,292,0.9999988999999999,16.34806,1.0385556,-0.761,1055.4376573562622,17.24294,5840,,16.738518,17.211666,5.3166685,,5.5100646,16.607529,,11.425262,-53.306746999999994,303.25824,0.11,18.322848086695245,-1.0,17.211666,8.924404,23.028760000000002,33.980779999999996,13.927029000000001
292,293,0.9999988999999999,11.488502,1.0360406999999998,-0.761,1061.6982538700104,17.202662,5860,,16.738508,17.211666,3.21867,,5.460083,16.735512,,11.421844,-53.01923000000001,303.5599,0.11,18.46218211389816,-1.0,17.211666,8.978887,22.953375,33.80819,13.918819000000001
293,294,0.9999988999999999,16.84866,1.0291609,-0.76,1068.4126224517822,17.088549,5880,,16.738108,17.211666,1.8502595000000002,,5.399122,16.621243,,11.418436999999999,-52.740390000000005,302.5733,0.11,18.33507830899802,-1.0,17.211666,9.023173,22.811037,33.532913,13.928892000000001
294,295,0.9999988999999999,17.545973,1.0240095,-0.76,1075.2505221366882,17.00374,5900,,16.737973999999998,17.211666,2.2838027000000003,,5.3375587,16.698437,,11.415041,-52.478396999999994,302.0828,0.11,18.41237846522388,-1.0,17.211666,9.075511,22.693228,33.285484000000004,13.941235999999998
295,296,0.9999988999999999,11.467632,1.027659,-0.76,1081.3573384284973,17.06589,5920,,16.737845999999998,17.211666,4.826656,,5.288804,16.699768,,11.411657,-52.233925,304.18707,0.11,18.42195664143707,-1.0,17.211666,9.129163,22.72194,33.320370000000004,13.932943
296,297,0.9999988999999999,6.4892449999999995,1.0306631,-0.759,1087.741020679474,17.117117,5940,,16.737692000000003,17.211666,4.6393843,,5.2481422,16.69199,,11.408284,-52.002518,306.10693,0.11,18.40976612026937,-1.0,17.211666,9.183175,22.739898999999998,33.333453999999996,13.907960000000001
297,298,0.9999988999999999,8.888423,1.0340259,-0.759,1095.8122627735138,17.174917,5960,,16.737667000000002,17.211666,4.740831,,5.213879599999999,16.73023,,11.404923,-51.760220000000004,308.1397,0.11,18.45703876557345,-1.0,17.211666,9.235063,22.76611,33.366283,13.891202
298,299,0.9999988999999999,14.076895,1.031807,-0.759,1102.4447968006134,17.138313,5980,,16.737323999999997,17.211666,3.0569985,,5.167777500000001,16.635258,,11.401572999999999,-51.514309999999995,308.51027999999997,0.11,18.343635409140454,-1.0,17.211666,9.2922945,22.695068,33.200657,13.891922000000001
299,300,0.9999988999999999,11.536532000000001,1.0306746,-0.759,1108.9252536296844,17.118157999999998,6000,,16.7365,17.211666,3.3234362999999996,,5.1084723,16.490107000000002,,11.398234,-51.290455,309.20236,0.11,18.194403130565373,-1.0,17.211666,9.351673,22.63963,33.063854,13.884162
300,301,0.9999988999999999,19.247833,1.0335934000000002,-0.759,1115.945689201355,17.167994,6020,,16.736382,17.211666,4.50202,,5.0505843,16.700546,,11.394906,-51.04185,311.11163,0.11,18.420420459747106,-1.0,17.211666,9.406502,22.657282000000002,33.074104,13.902071
301,302,0.9999988999999999,17.317004999999998,1.0328988000000001,-0.759,1121.9632234573364,17.15616,6040,,16.735885999999997,17.211666,3.3939564,,4.9856772000000005,16.586563,,11.391589,-50.809771999999995,311.93542,0.11,18.299260597972506,-1.0,17.211666,9.466151,22.610859,32.95272,13.913473999999999
302,303,0.9999988999999999,15.077832,1.0357039000000001,-0.758,1128.522346496582,17.204031,6060,,16.73575,17.211666,4.485216599999999,,4.9764714,16.69487,,11.388284,-50.5395,313.8183,0.11,18.416743732367298,-1.0,17.211666,9.514391,22.631073,32.983540000000005,13.917410999999998
303,304,0.9999988999999999,18.21882,1.0361989,-0.757,1134.879595041275,17.212398999999998,6080,,16.735367,17.211666,3.7451272000000007,,4.98187,16.619229999999998,,11.384989,-50.248703000000006,315.00446,0.11,18.334662911832744,-1.0,17.211666,9.564318,22.61111,32.935383,13.9316635
304,305,0.9999988999999999,14.788494,1.0389414000000001,-0.757,1140.9857003688812,17.257788,6100,,16.734903,17.211666,4.403018,,5.0149474000000005,16.59419,,11.381704,-49.946358000000004,316.87714,0.11,18.308222957900192,-1.0,17.211666,9.606367,22.632868,32.986156,13.934578
305,306,0.9999988999999999,16.163094,1.0389799000000002,-0.756,1147.4295039176939,17.257992,6120,,16.734358,17.211666,3.5388154999999997,,5.038663,16.567774,,11.378430999999999,-49.649372,317.92786,0.11,18.278268425673105,-1.0,17.211666,9.652979,22.607117000000002,32.935726,13.941975
306,307,0.9999988999999999,18.480469,1.0357783999999999,-0.755,1153.6791248321533,17.20552,6140,,16.734217,17.211666,2.5345874,,5.0453997,16.69096,,11.375169,-49.361855,317.98398,0.11,18.409670645875423,-1.0,17.211666,9.698232,22.529685999999998,32.78783,13.956872
307,308,0.9999988999999999,16.528978,1.0363209,-0.755,1159.9041285514834,17.215252,6160,,16.734005,17.211666,3.658148,,5.03874,16.669280999999998,,11.371917,-49.092632,319.18683,0.11,18.38659402118103,-1.0,17.211666,9.747735,22.51238,32.744717,13.965325
308,309,0.9999988999999999,-3.8303452000000004,1.0386684000000002,-0.754,1166.8084590435028,17.255136,6180,,16.733816,17.211666,4.2039657,,5.0228977,16.675655,,11.368675,-48.8986,320.94852000000003,0.11,18.406517231527268,-1.0,17.211666,9.795194,22.5266,32.76592,13.90784
309,310,0.9999988999999999,15.283064000000001,1.0391374,-0.754,1174.1792039871214,17.263203,6200,,16.733496,17.211666,3.6211263999999996,,5.002895400000001,16.635029,,11.365444,-48.648502,322.13257000000004,0.11,18.35878090723636,-1.0,17.211666,9.846039999999999,22.507442,32.71697,13.912388
310,311,0.9999988999999999,18.705168,1.0378242,-0.753,1180.5730307102206,17.241722,6220,,16.73321,17.211666,3.0612988,,4.998998599999999,16.64418,,11.362224000000001,-48.37579,322.7633,0.11,18.36029283617187,-1.0,17.211666,9.894439,22.46031,32.620678000000005,13.927912
311,312,0.9999988999999999,16.211142000000002,1.0383023,-0.752,1186.5504858493805,17.249762,6240,,16.732838,17.211666,3.5797787000000003,,5.011118,16.61744,,11.359014,-48.098083,323.95032000000003,0.11,18.337032728294652,-1.0,17.211666,9.940032,22.444412,32.59047,13.935336999999999
312,313,0.9999988999999999,14.959756,1.0425721,-0.752,1193.3503332138064,17.320420000000002,6260,,16.732384,17.211666,4.7339907,,5.038926999999999,16.590702,,11.355813000000001,-47.810966,326.32507000000004,0.11,18.305222970875427,-1.0,17.211666,9.973169,22.49781,32.7203,13.938720000000002
313,314,0.9999988999999999,9.952805499999998,1.0451247,-0.751,1199.1979932785036,17.364320000000003,6280,,16.732347,17.211666,4.194587,,5.065567,16.720606,,11.352623,-47.54217,328.16913,0.11,18.4442051319262,-1.0,17.211666,10.011917,22.521675,32.77785,13.926151
314,315,0.9999988999999999,13.867207999999998,1.0423611,-0.75,1204.7227783203125,17.318316,6300,,16.731920000000002,17.211666,2.5254452,,5.071179,16.598024,,11.349442999999999,-47.281985999999996,328.34375,0.11,18.312602522896682,-1.0,17.211666,10.055056,22.453543,32.654594,13.926094
315,316,0.9999988999999999,17.715057,1.0395261,-0.75,1211.704927444458,17.271212,6320,,16.731539,17.211666,2.4812062000000004,,5.053538,16.61161,,11.346274000000001,-47.031690000000005,328.49023,0.11,18.328432555901674,-1.0,17.211666,10.101325,22.382917000000003,32.51952,13.938208
316,317,0.9999988999999999,15.929004,1.0398315999999999,-0.749,1218.2958505153654,17.275562,6340,,16.730953,17.211666,3.4628077000000004,,5.043009,16.54583,,11.343115,-46.781467,329.62665,0.11,18.260411744438557,-1.0,17.211666,10.148348,22.363583,32.48082,13.944598999999998
317,318,0.9999988999999999,17.497976,1.0380222,-0.749,1224.9846937656405,17.24567,6360,,16.730646,17.211666,2.7507648,,5.0125184,16.633066,,11.339965,-46.546627,330.09103,0.11,18.352462815682333,-1.0,17.211666,10.197863,22.308987,32.36865,13.955889
318,319,0.9999988999999999,17.145020000000002,1.0343722,-0.749,1231.7301766872404,17.185232,6380,,16.730381,17.211666,2.1218712,,4.964895200000001,16.64612,,11.336825,-46.331309999999995,329.96475,0.11,18.366404431782545,-1.0,17.211666,10.245766999999999,22.224874,32.204983,13.965995000000001
319,320,0.9999988999999999,9.272162,1.0358576,-0.748,1238.0267465114596,17.209570000000003,6400,,16.729925,17.211666,3.7617397000000006,,4.94436,16.58438,,11.333695,-46.11673,331.47443,0.11,18.29205647513968,-1.0,17.211666,10.292002,22.226572,32.206993,13.951422
320,321,0.9999988999999999,14.554272000000001,1.032605,-0.748,1244.8809990882876,17.154804000000002,6420,,16.729232999999997,17.211666,2.2004921000000004,,4.911416,16.507816000000002,,11.330575,-45.900433,331.46622,0.11,18.220811872300406,-1.0,17.211666,10.3380575,22.149456,32.062717,13.953401999999999
321,322,0.9999988999999999,13.730996,1.0353146,-0.747,1251.6046078205106,17.20133,6440,,16.729237,17.211666,4.108415,,4.8967867,16.730282,,11.327465,-45.669926000000004,333.3713,0.11,18.45400773425708,-1.0,17.211666,10.379415,22.17608,32.118507,13.952801000000001
322,323,0.9999988999999999,8.759965,1.0304923000000001,-0.747,1259.4556732177734,17.121288,6460,,16.72893,17.211666,1.6475692,,4.864266000000001,16.630646,,11.324364,-45.475887,332.849,0.11,18.34286145114834,-1.0,17.211666,10.418847,22.077211,31.946815,13.936823
323,324,0.9999988999999999,4.7580237,1.0228288,-0.747,1265.632222175598,16.994068,6480,,16.728727,17.211666,0.6938864,,4.8356357,16.662601000000002,,11.321273,-45.295173999999996,331.39655,0.11,18.387371106111843,-1.0,17.211666,10.439162,21.940345999999998,31.745509999999996,13.908577
324,325,0.9999988999999999,18.034145000000002,1.0250025,-0.747,1272.8944101333618,17.03073,6500,,16.728516,17.211666,3.8369322,,4.8117423,16.660494,,11.318192,-45.065582,333.12582000000003,0.11,18.380718995328323,-1.0,17.211666,10.483845,21.955925,31.775158,13.921331
325,326,0.9999988999999999,15.539373999999999,1.0258485000000002,-0.746,1280.1381194591522,17.044138,6520,,16.727978,17.211666,3.3882678,,4.779007,16.552960000000002,,11.315119000000001,-44.854317,334.4266,0.11,18.26876316734532,-1.0,17.211666,10.532798,21.946444,31.750975,13.926362
326,327,0.9999988999999999,14.719873000000002,1.0255935,-0.746,1287.2318341732025,17.039684,6540,,16.72756,17.211666,3.01707,,4.7451777,16.59131,,11.312057000000001,-44.648964,335.36908,0.11,18.2996951339266,-1.0,17.211666,10.582554,21.918941,31.690752000000003,13.928857
327,328,0.9999988999999999,15.401148000000001,1.0247458,-0.746,1293.946648836136,17.024744000000002,6560,,16.726913,17.211666,2.7918403,,4.7052207,16.515388,,11.309003,-44.449738,336.11664,0.11,18.22076593578994,-1.0,17.211666,10.63321,21.880755999999998,31.610083000000003,13.933415
328,329,0.9999988999999999,21.047949,1.025742,-0.746,1300.5764651298525,17.041677,6580,,16.726688,17.211666,3.3635580000000003,,4.6587796,16.653141,,11.305959,-44.241203000000006,337.46912000000003,0.11,18.37294210216258,-1.0,17.211666,10.6842985,21.874470000000002,31.585518,13.955105
329,330,0.9999988999999999,12.024179,1.0185456,-0.746,1307.7234823703764,16.92203,6600,,16.726242000000003,17.211666,0.6483653,,4.613734,16.57914,,11.302924,-44.066128000000006,336.12006,0.11,18.294269695587573,-1.0,17.211666,10.707606,21.744303,31.390774,13.949323000000001
330,331,0.9999988999999999,11.670534,1.0194979,-0.746,1314.860025882721,16.938837,6620,,16.726208,17.211666,3.2960072,,4.571926599999999,16.71469,,11.299897999999999,-43.88627,337.4538,0.11,18.43342518155044,-1.0,17.211666,10.757933,21.738552,31.367903000000002,13.942485000000001
331,332,0.9999988999999999,15.93574,1.0169501,-0.746,1320.4217247962954,16.896324,6640,,16.725801,17.211666,2.0992298,,4.517912,16.591177,,11.296882,-43.709126,337.62744,0.11,18.311377560329724,-1.0,17.211666,10.807871,21.67386,31.239033000000003,13.94854
332,333,0.9999988999999999,14.908411,1.0142294,-0.746,1328.2207283973696,16.850535999999998,6660,,16.725195000000003,17.211666,1.9843271,,4.455094,16.52403,,11.293874,-43.546528,337.7384,0.11,18.233790324045923,-1.0,17.211666,10.858675,21.60572,31.103096,13.951462
333,334,0.9999988999999999,15.062003,1.0174978000000001,-0.746,1335.035677194595,16.904099,6680,,16.724682,17.211666,3.9832885,,4.4113489999999995,16.554555999999998,,11.290875,-43.36509,339.84424,0.11,18.273480071342146,-1.0,17.211666,10.902819000000001,21.64003,31.170309999999997,13.954823499999998
334,335,0.9999988999999999,16.048073000000002,1.0170974,-0.746,1342.3167533874514,16.897092999999998,6700,,16.72423,17.211666,2.7701404,,4.3739395,16.572360999999997,,11.287886,-43.177555,340.7276,0.11,18.28948764650469,-1.0,17.211666,10.952842,21.611395,31.108603000000002,13.961115
335,336,0.9999988999999999,13.658601999999998,1.0195925,-0.746,1349.9090051650999,16.938082,6720,,16.723776,17.211666,3.7454629999999995,,4.351062000000001,16.571266,,11.284905,-42.98352,342.58307,0.11,18.28727893093229,-1.0,17.211666,10.994966,21.634321,31.158176,13.960257999999998
336,337,0.9999988999999999,11.017605,1.0186594,-0.745,1355.810658454895,16.922864999999998,6740,,16.723554999999998,17.211666,2.5854404,,4.3286543,16.64963,,11.281934,-42.799603000000005,343.2882,0.11,18.3796791192087,-1.0,17.211666,11.041317,21.59939,31.091238,13.951573999999999
337,338,0.9999988999999999,16.595266,1.0216696,-0.745,1362.9214677810671,16.972475,6760,,16.723118,17.211666,3.9228089999999995,,4.325662599999999,16.576437,,11.278971,-42.579582,345.32434,0.11,18.29079232851652,-1.0,17.211666,11.076518,21.634138,31.176253999999997,13.959444
338,339,0.9999988999999999,18.819191,1.0181309,-0.745,1370.2083513736725,16.913829999999997,6780,,16.722872,17.211666,1.6809797,,4.308502,16.63932,,11.276016,-42.371323,345.14636,0.11,18.355645752231506,-1.0,17.211666,11.114519999999999,21.559555,31.053644,13.973834
339,340,0.9999988999999999,21.135195,1.0171151,-0.744,1377.803312778473,16.896233,6800,,16.722258,17.211666,2.511704,,4.2885222,16.513748,,11.273071,-42.15951,345.81915,0.11,18.22542856492239,-1.0,17.211666,11.15973,21.523135999999997,30.988128999999997,13.994945000000001
