,ReturnMean,TimeElapsed,DenMISELogFirst,URet,ReturnLastEpisode,ReturnStepMax,DenMISELogLast,IWLastEpisode,IWMin,DenMISEMeanLog,IWNorm2,SqrtESSClassic,Iteration,ReturnAbsMax,IWMax,Bound,LQGsigma,LQGmu01,IWNorm1,IWFirstEpisode,ReturnMin,IWMean,MISE,target_sum_log_mean,TimestepsSoFar,LQGmu1,ReturnMax
0,15.644507999999998,0.2797074317932129,17.102016,17.332240856619553,15.644507999999998,0.99262077,17.102016,,,17.102016,1e-10,1.0,1,15.644507999999998,,1.5723323,0.11,0.526,1e-10,,,,,-1109.8616,20,1.0,15.644507999999998
1,12.156475,8.390014171600344,16.408869,9.507751597648364,8.668443,0.99262077,-9.903487,3.2822884e-31,,3.2526908,1.4142136e-10,1.4142135,2,15.644507999999998,3.2822884e-31,1.1118069,0.11,0.526,2e-10,,,1.6411442e-31,1.4226164999999999e-30,-594.97833,40,1.0,15.644507999999998
2,10.96384,8.59830904006958,16.003404999999997,9.422409868982331,8.578567999999999,0.99262077,10.233627,1.5,,5.30936,1.5,1.0,3,15.644507999999998,1.5,5.8616166,0.11,0.526,1.5,,,0.5,4.289283999999999,-393.10587000000004,60,1.0,15.644507999999998
3,10.361547999999999,8.856231451034548,15.715722,9.39539435135737,8.554674,0.99262077,16.295956,1.3333327,,7.941613,1.8856171000000002,1.4142135,4,15.644507999999998,1.3333327,6.822884599999999,0.11,0.526,2.6666653,,,0.6666663,5.711077700000001,-290.6835,80,1.0,15.644507999999998
4,9.998026,8.952730655670166,15.4925785,9.38565713922478,8.543934,0.99262077,19.965117000000003,1.2499988000000002,,10.282872,2.1650622000000004,1.7320508000000001,5,15.644507999999998,1.25,7.327076400000001,0.11,0.526,3.7499976000000004,,,0.7499995,6.41929,-228.50916,100,1.0,15.644507999999998
5,9.75341,9.043055057525637,15.310257,9.368423600919428,8.530333,0.99262077,17.323593,1.2,,11.415962,2.4,2.0,6,15.644507999999998,1.2,7.627669,0.11,0.526,4.8,,,0.8,6.8415027,-187.50664,120,1.0,15.644507999999998
6,9.568685,9.131805896759033,15.156106,9.292158092186963,8.460329,0.99262077,13.889041,1.166667,,11.741313,2.608745,2.2360682,7,15.644507999999998,1.166667,7.8144727,0.11,0.526,5.833332,,,0.83333313,7.1113043000000005,-158.71379,140,1.0,15.644507999999998
7,9.444582,9.323773145675661,15.022575,9.416776407126124,8.575863,0.99262077,15.21299,1.1428573,,12.154778,2.7994173,2.4494898,8,15.644507999999998,1.1428573,7.962432000000001,0.11,0.526,6.857144,,,0.857143,7.320530000000001,-136.95627,160,1.0,15.644507999999998
8,9.347225,9.574402332305908,14.904792,9.41093806981763,8.568379,0.99262077,20.393068,1.1249995000000002,,13.054469000000001,2.9764692999999998,2.6457512000000003,9,15.644507999999998,1.1250006000000001,8.070794,0.11,0.526,7.8749975999999995,,,0.87499976,7.476508,-119.45992,180,1.0,15.644507999999998
9,9.265125999999999,9.680518388748167,14.799432000000001,9.365008787086587,8.526228999999999,0.99262077,9.337937,1.1111106000000002,,12.670439,3.1426957000000004,2.828427,10,15.644507999999998,1.1111116,8.149046,0.11,0.526,8.888885499999999,,,0.88888854,7.5931425,-106.56959499999999,200,1.0,15.644507999999998
