,IWLastEpisode,ReturnMean,ReturnStepMax,DenMISELogLast,IWNorm2,ReturnAbsMax,IWMean,TimeElapsed,DenMISELogFirst,IWMax,URet,LQGmu1,ReturnLastEpisode,Bound,IWFirstEpisode,ReturnMax,SqrtESSClassic,DenMISEMeanLog,IWNorm1,IWMin,MISE,LQGsigma,TimestepsSoFar,Iteration,LQGmu01,ReturnMin,target_sum_log_mean
0,0.82275486,15.807039999999999,0.99233466,13.511501,0.82275486,15.807039999999999,0.82275486,0.2841625213623047,13.511501,0.82275486,17.497854397219367,-0.081,15.807039999999999,44.6194,0.82275486,15.807039999999999,1.0,13.511501,0.82275486,,13.00532,0.11,20,1,-0.008,,13.316404
1,2.4380467,15.474008999999999,0.99233466,19.286875,2.5688446,15.807039999999999,1.6236501,8.323107719421388,13.418703,2.4380467,16.773360491635653,-0.08,15.140977,49.862133,0.80925333,15.807039999999999,1.2641093,16.352789,3.2473001,,24.853154999999997,0.11,40,2,-0.008,,16.692566
2,1.4585883999999998,15.261657999999999,0.99233466,13.885241500000001,2.8632169,15.807039999999999,1.5005621,8.698090791702269,13.353009,2.370168,16.436948480025478,-0.077,14.836955,42.829136,0.67292976,15.807039999999999,1.5722476,15.638907999999999,4.501686,,22.721565,0.11,60,3,-0.008,,15.920345999999999
3,1.1259892,15.305681,0.99233466,15.935235999999998,3.2962844,15.807039999999999,1.3772912,9.105929613113405,13.267705,2.862002,17.104999926687604,-0.072,15.43775,39.835815000000004,0.40731767,15.807039999999999,1.6713256999999997,15.79244,5.509165,,20.920242000000002,0.11,80,4,-0.007,,15.887402999999999
4,2.519775,15.14751,0.99233466,9.185772,3.7825712999999994,15.807039999999999,1.425691,9.708558559417725,13.141532999999999,2.519775,16.050897039073106,-0.068,14.514821,38.087790000000005,0.30180153,15.807039999999999,1.8845526999999997,14.518664000000001,7.128455000000001,,21.312414,0.11,100,5,-0.007,,14.607121
5,2.7143755,14.926697,0.99233466,17.686420000000002,3.1787832000000003,15.807039999999999,0.86560017,10.229059219360352,13.01782,2.7143755,15.368617611006243,-0.052,13.82264,31.766499,0.011762725,15.807039999999999,1.633833,15.095445000000002,5.193601,,12.416859,0.11,120,6,-0.005,,13.740611
6,4.8415194,14.834581,0.99233466,10.606071,5.8666515,15.807039999999999,1.5184103999999998,10.784951210021973,12.865628,4.8415194,15.808073220667158,-0.054,14.281893,39.24481,0.024500549,15.807039999999999,1.8117443,14.429529,10.628873,,21.795282,0.11,140,7,-0.005,,13.830485000000001
7,1.8305641e-33,14.791379999999998,0.99233466,14.327214999999999,2.8284272e-10,15.807039999999999,4.11813e-30,11.197670459747314,12.735591000000001,3.2673756999999996e-29,16.047409586957073,0.063,14.488960999999998,11.177265,7.4399519999999994e-34,15.807039999999999,2.828427,14.457296,8e-10,,6.232626e-29,0.11,160,8,0.006,,-63.378563
8,,14.179122,0.99233466,-10.084006,3.0002442e-10,15.807039999999999,8.138195e-15,11.874301433563232,12.617807,7.324374000000001e-14,10.174351288327221,-0.205,9.28106,10.538027,7.324374000000001e-14,15.807039999999999,3.0,11.62579,9.0007324e-10,,1.2864078e-13,0.11,180,9,-0.021,,-125.88993
9,0.02266542,14.3865185,0.9995347,-11.509445,0.30813876,16.253088,0.03349577,12.514512777328491,12.512447,0.30727600000000005,18.004000411780677,-0.121,16.253088,30.43375,0.30727600000000005,16.253088,1.0870353000000001,9.217441,0.3349577,,0.5302358,0.11,200,10,-0.012,,-39.212795
10,12.917072000000001,14.565107999999999,0.9995347,15.221224,12.919054,16.351007,1.1979057,13.180095195770265,12.447402,12.917072000000001,18.089609084713505,-0.124,16.351007,51.63729,0.22378781,16.351007,1.0199635,9.679597,13.176963,,19.575344,0.11,220,11,-0.012,,-35.51683
11,5.3830656999999995,14.673335,0.9995347,14.382629000000001,10.479682,16.351007,1.212167,13.912080526351929,12.38053,8.990556,17.565486630164628,-0.128,15.863824,43.156113,0.11352972,16.351007,1.3880197,10.058433,14.546004,,19.595914999999998,0.11,240,12,-0.013,,-33.676308
12,4.102945,14.805465,0.9995347,17.823448000000003,9.943825,16.39101,1.2207876,14.71381139755249,12.309904,8.507055000000001,18.13036361167309,-0.135,16.39101,40.395515,0.024601627,16.39101,1.5959895,10.654475999999999,15.870239000000002,,19.855267,0.11,260,13,-0.014,,-34.03994
13,0.05497708,14.906588000000001,0.9995347,15.892614000000002,3.4646377999999998,16.39101,0.30858278,15.415980815887453,12.237687,3.4198122000000004,17.952351059856234,-0.165,16.2212,31.331303000000002,3.4351615e-06,16.39101,1.2469295,11.031511,4.320158999999999,,5.041108,0.11,280,14,-0.017,,-49.57267
14,0.46963420000000006,15.033439000000001,0.9995347,8.38321,4.9354377000000005,16.809362,0.48261115,16.023759126663208,12.1686945,4.768422599999999,18.57160347827233,-0.157,16.809362,30.813145000000002,7.703208000000001e-05,16.809362,1.4667732,10.809371,7.239167,,7.8929524,0.11,300,15,-0.016,,-40.118332
15,9.081553999999999,15.132812,0.9997609000000001,14.940529000000002,9.955148,16.809362,0.9006014000000001,16.99747920036316,12.104161,9.081553999999999,18.381340448288466,-0.176,16.623398,38.217648,6.344591e-08,16.809362,1.4474543,11.034392,14.409622,,14.991544000000001,0.11,320,16,-0.018,,-48.483154
16,7.161186,15.213395000000002,0.9997609000000001,14.281582,11.227513,16.809362,1.1779051,17.590102195739743,12.043536,7.161186,18.247672198198146,-0.182,16.502728,38.41944,7.2350437e-09,16.809362,1.7835104,11.212722,20.024387,,19.569689999999998,0.11,340,17,-0.018,,-47.966827
