,LQGsigma,IWMean,ReturnStepMax,ReturnMean,target_sum_log_mean,ReturnAbsMax,TimeElapsed,ReturnLastEpisode,IWFirstEpisode,ReturnMin,IWLastEpisode,Iteration,IWMin,ReturnMax,IWNorm1,LQGmu01,Bound,TimestepsSoFar,DenMISELogLast,IWNorm2,URet,MISE,IWMax,DenMISELogFirst,LQGmu1,SqrtESSClassic,DenMISEMeanLog
0,0.11,,0.99233466,15.807039999999999,-1081.5807,15.807039999999999,0.14843225479125974,15.807039999999999,,,,1,,15.807039999999999,1e-10,1.0,47.42112,20,13.511501,1e-10,17.497854397219367,,,13.511501,1.0,1.0,13.511501
1,0.11,8.5433475e-20,0.99233466,12.207691,-567.3488,15.807039999999999,7.102604627609253,8.608342,,,1.7086695e-19,2,,15.807039999999999,2e-10,1.0,33.5318,40,-9.903487,1.4142136e-10,9.444017119258,7.3544059999999995e-19,1.7086695e-19,12.818355,1.0,1.4142135,1.4574337
2,0.11,0.5,0.99233466,10.978278999999999,-373.46765,15.807039999999999,7.237489700317383,8.519454,,,1.5,3,,15.807039999999999,1.5,1.0,51.680847,60,13.889163,1.5,9.357533310929476,4.259727,1.5,12.4128895,1.0,1.0,5.331033000000001
3,0.11,0.6666666,0.99233466,10.362252999999999,-276.0682,15.807039999999999,7.379174947738647,8.514177,,,1.333334,4,,15.807039999999999,2.6666665000000003,1.0,39.209675,80,15.842417999999999,1.885618,9.349345311296524,5.677877,1.333334,12.125207000000001,1.0,1.4142135,7.844484
4,0.11,0.75,0.99233466,9.987743,-218.81037999999998,15.807039999999999,7.531833410263061,8.4897,,,1.25,5,,15.807039999999999,3.75,1.0,33.75943,100,9.997811,2.1650636000000003,9.320908297065099,6.380833,1.25,11.902063,1.0,1.7320508000000001,8.211707
5,0.11,0.8,0.99233466,9.742977999999999,-179.26981999999998,15.807039999999999,7.686819553375244,8.519156,,,1.2,6,,15.807039999999999,4.8,1.0,30.519058,120,18.250675,2.4,9.360986810277963,6.8084983999999995,1.2,11.719742,1.0,2.0,9.844505999999999
6,0.11,0.83333343,0.99233466,9.566625,-151.81918000000002,15.807039999999999,7.867727518081665,8.508499,,,1.166667,7,,15.807039999999999,5.833334,1.0,28.2992,140,12.730482,2.6087463,9.342529711258434,7.091831699999999,1.166667,11.565591,1.0,2.236068,10.228843
7,0.11,0.857143,0.99233466,9.437872,-130.9533,15.807039999999999,8.063058614730835,8.5366,,,1.1428573,8,,15.807039999999999,6.857144,1.0,26.657818,160,14.974279999999998,2.7994173,9.374537785161252,7.2982283,1.1428573,11.43206,1.0,2.4494898,10.801525999999999
8,0.11,0.87499976,0.99233466,9.33521,-114.98416999999999,15.807039999999999,8.250360012054442,8.513926,,,1.1249995000000002,9,,15.807039999999999,7.8749975999999995,1.0,25.373688,180,12.651157000000001,2.9764692999999998,9.347410026813852,7.4501867,1.1250006000000001,11.314277,1.0,2.6457512000000003,10.991367
9,0.11,0.88888854,0.99233466,9.262797,-102.06138,15.807039999999999,8.395427227020264,8.611085000000001,,,1.1111106000000002,10,,15.807039999999999,8.888885499999999,1.0,24.345074,200,14.138475,3.1426957000000004,9.457765322130069,7.579175,1.1111116,11.208917,1.0,2.828427,11.293700999999999
