,TimestepsSoFar,TimeElapsed,target_sum_log_mean,IWLastEpisode,IWMin,URet,ReturnMin,LQGmu01,LQGsigma,IWNorm2,IWMean,Bound,IWFirstEpisode,ReturnMean,DenMISELogLast,ReturnMax,IWMax,MISE,ReturnAbsMax,SqrtESSClassic,DenMISELogFirst,ReturnStepMax,LQGmu1,ReturnLastEpisode,Iteration,DenMISEMeanLog,IWNorm1
471,9440,6454.767025470734,-1315.2048,6.517138500000001,,9.372074672488989,,0.197,0.11,55.349373,0.9947611999999999,14.572776999999999,,14.158665,17.044909,17.24839,6.676207000000001,8.472891,17.24839,8.482974,9.756021,0.9999985999999998,0.964,8.532339,472,12.9234705,469.5273
472,9460,6479.293384790421,-1312.3837,6.364627400000001,,9.38748137569118,,0.197,0.11,55.078938,0.9946535,14.530295,,14.146802,17.361957999999998,17.24839,6.5970364,8.472391,17.24839,8.541761,9.753903999999999,0.9999985999999998,0.964,8.547908,473,12.932831,470.47112999999996
473,9480,6510.875389575958,-1309.5815,6.2118926,,9.396685462449543,,0.197,0.11,54.805862,0.99438155,14.487384,,14.135009,14.0534935,17.24839,6.520048,8.470586,17.24839,8.600118,9.751792,0.9999985999999998,0.964,8.556383,474,12.935172,471.33685
474,9500,6532.3301718235025,-1306.7883,6.4020176,,9.329010432642397,,0.197,0.11,54.569390000000006,0.99466795,14.449202,,14.123130999999999,15.296520000000001,17.24839,6.4451504,8.472698,17.24839,8.658101,9.749685000000001,0.9999985999999998,0.964,8.493572,475,12.940119000000001,472.4673
475,9520,6553.648769855499,-1304.0277,6.2689476,,9.35118240798892,,0.197,0.11,54.33073,0.99481285,14.41085,,14.111342,5.4273133,17.24839,6.3722553,8.47385,17.24839,8.715711,9.7475815,0.9999985999999998,0.964,8.511330000000001,476,12.924314500000001,473.5309
476,9540,6581.667083978654,-1301.2506,6.22583,,9.351099552504788,,0.197,0.11,54.1002,0.9950055,14.37369,,14.099604000000001,18.774624,17.24839,6.301285,8.475417,17.24839,8.772936,9.745483,0.9999985999999998,0.964,8.5119,477,12.936556,474.6176
477,9560,6605.913894176483,-1298.4987,6.0807910000000005,,9.372164946183133,,0.197,0.11,53.86571,0.9950273999999999,14.3361,,14.087957999999999,12.38316,17.24839,6.232168,8.475807000000001,17.24839,8.829794,9.743389,0.9999985999999998,0.964,8.533366000000001,478,12.935377,475.6231
478,9580,6629.583589076996,-1295.7495,6.130769,,9.325975997759963,,0.197,0.11,53.649353000000005,0.99528766,14.300684,,14.076266,16.607120000000002,17.24839,6.164827,8.477638,17.24839,8.886273,9.741299,0.9999985999999998,0.964,8.487498,479,12.943021,476.7428
479,9600,6653.425040245056,-1293.0237,5.9322815,,9.37632584736498,,0.197,0.11,53.422306000000006,0.9952581,14.264111499999999,,14.064723999999998,10.777064999999999,17.24839,6.0992017,8.477617,17.24839,8.942405,9.739214,0.9999985999999998,0.964,8.535857,480,12.938487,477.72388
480,9620,6677.561257839203,-1290.3038,5.762857,,9.39781931809018,,0.197,0.11,53.188385,0.99500465,14.226579999999998,,14.053273999999998,13.523651999999998,17.24839,6.0352190000000006,8.475936,17.24839,8.998153,9.737132,0.9999985999999998,0.964,8.557528,481,12.939685,478.59722999999997
481,9640,6698.796973705292,-1287.6005,5.584232,,9.410448726590637,,0.197,0.11,52.94698,0.99451095,14.187829999999998,,14.041897,10.981761,17.24839,5.972825,8.472328,17.24839,9.053477,9.735056,0.9999985999999998,0.964,8.569431,482,12.935601,479.35427999999996
482,9660,6723.875112771989,-1284.8947,5.809978,,9.36572193584234,,0.197,0.11,52.741524,0.9946178,14.154260999999998,,14.030478500000001,17.558329999999998,17.24839,5.9119606,8.473335,17.24839,9.108581,9.732983,0.9999985999999998,0.964,8.526657,483,12.945151,480.40042
483,9680,6750.508667469025,-1282.2261,5.838842400000001,,9.298608788842165,,0.197,0.11,52.54979,0.9948992,14.122042,,14.018975,4.908450599999999,17.24839,5.852565,8.4750595,17.24839,9.163333,9.730915,0.9999985999999998,0.964,8.462836,484,12.928523,481.53122
484,9700,6778.742310285567,-1279.5508,5.776949,,9.310644587160166,,0.197,0.11,52.361164,0.9951601999999999,14.090468,,14.007554999999998,13.557762,17.24839,5.7945895,8.4768305,17.24839,9.217761,9.72885,0.9999985999999998,0.964,8.48007,485,12.929801,482.6527
485,9720,6803.754443883897,-1276.8878,5.636726,,9.364278349377805,,0.197,0.11,52.166911999999996,0.99523777,14.058485000000001,,13.996281,12.877818,17.24839,5.737982,8.477616000000001,17.24839,9.271884,9.726791,0.9999985999999998,0.964,8.528377,486,12.929675,483.68555
486,9740,6828.423383712769,-1274.239,5.644369599999999,,9.330698941322655,,0.197,0.11,51.983143,0.99543816,14.027728,,13.984982999999998,11.398995,17.24839,5.6826906,8.479055,17.24839,9.325685,9.724735,0.9999985999999998,0.964,8.494676,487,12.926511999999999,484.77837999999997
487,9760,6852.29119348526,-1271.5916,5.582991000000001,,9.340402961011966,,0.197,0.11,51.80194,0.9956139,13.99741,,13.973749,15.985714000000002,17.24839,5.628684,8.480383,17.24839,9.379177,9.722684,0.9999985999999998,0.964,8.502595,488,12.932761,485.85956
488,9780,6878.476070165633,-1268.964,5.532997,,9.335730576057133,,0.197,0.11,51.624355,0.9957867,13.967594,,13.962558999999999,11.624433,17.24839,5.5759034000000005,8.481677000000001,17.24839,9.4323635,9.720637,0.9999985999999998,0.964,8.501403,489,12.930067999999999,486.9397
489,9800,6909.700086355208,-1266.339,5.4980288,,9.324622467250553,,0.197,0.11,51.451767,0.9959853999999999,13.938374,,13.951386,15.566132000000001,17.24839,5.524312999999999,8.483044,17.24839,9.4852495,9.718595,0.9999985999999998,0.964,8.488242,490,12.9354315,488.03284
490,9820,6929.59262728691,-1263.7266,5.100547,,9.418872520535267,,0.197,0.11,51.246559999999995,0.99546844,13.904588,,13.940439000000001,14.706014000000001,17.24839,5.473873,8.479265,17.24839,9.537713,9.716556,0.9999985999999998,0.964,8.576857,491,12.939019,488.775
491,9840,6950.890110015869,-1261.1316,5.3139567,,9.370811839684645,,0.197,0.11,51.0721,0.9954937,13.8754,,13.929453,11.285621,17.24839,5.424546,8.479672,17.24839,9.590028,9.714521000000001,0.9999985999999998,0.964,8.535183,492,12.93564,489.7829
492,9860,6975.863451004028,-1258.5372,5.3364085999999995,,9.339446238948916,,0.197,0.11,50.908184000000006,0.995658,13.847509,,13.918443,16.24231,17.24839,5.3762989999999995,8.480895,17.24839,9.642053,9.712489999999999,0.9999985999999998,0.964,8.501218,493,12.942331,490.85938
493,9880,6998.104149580003,-1255.958,5.118371499999999,,9.398558506461136,,0.197,0.11,50.729626,0.9954689,13.817692000000001,,13.907595,13.987235,17.24839,5.3290854,8.479713,17.24839,9.693776,9.7104645,0.9999985999999998,0.964,8.558792,494,12.944427000000001,491.76165999999995
494,9900,7022.290103435516,-1253.3901,4.830819,,9.428455699239366,,0.197,0.11,50.53075,0.99479324,13.78454,,13.896844,13.600804,17.24839,5.282886,8.474625999999999,17.24839,9.745009,9.708442,0.9999985999999998,0.964,8.586136,495,12.945737,492.42264000000006
495,9920,7045.103446245194,-1250.8296,5.220168599999999,,9.316611348990405,,0.197,0.11,50.378937,0.99500495,13.758187,,13.885922,14.988076000000001,17.24839,5.237657,8.476023,17.24839,9.796206,9.706424,0.9999985999999998,0.964,8.479882,496,12.949835,493.52245999999997
496,9940,7066.023838043213,-1248.289,5.1004496,,9.367125356255569,,0.197,0.11,50.221973,0.9950568000000001,13.731426,,13.875145000000002,10.247421000000001,17.24839,5.1933794,8.476588000000001,17.24839,9.847149,9.704410000000001,0.9999985999999998,0.964,8.530178999999999,497,12.944379,494.54324
497,9960,7096.7166554927835,-1245.7555,5.01216,,9.383613349849846,,0.197,0.11,50.063225,0.995014,13.704397,,13.864435999999998,11.725997,17.24839,5.1500115,8.476462,17.24839,9.897822999999999,9.702399,0.9999985999999998,0.964,8.5420065,498,12.941915,495.51697
498,9980,7120.717522621155,-1243.2214,4.9515796,,9.393027099058287,,0.197,0.11,49.90547,0.9949326999999999,13.677519,,13.8537855,17.128466,17.24839,5.107537000000001,8.476077,17.24839,9.948236,9.700394000000001,0.9999985999999998,0.964,8.549341,499,12.950286,496.47144000000003
499,10000,7149.250514268874,-1240.6979,4.9076233,,9.394135255163507,,0.197,0.11,49.750267,0.9948453000000002,13.651026000000002,,13.843185,16.955961,17.24839,5.065919999999999,8.475676,17.24839,9.998391,9.698392,0.9999985999999998,0.964,8.553732,500,12.95828,497.42264000000006
500,10020,7174.3805384635925,-1238.1956,4.912259,,9.377846157535258,,0.197,0.11,49.60226,0.9948475,13.625520999999999,,13.832597,11.332872,17.24839,5.025135,8.475878999999999,17.24839,10.048304,9.696394,0.9999985999999998,0.964,8.537997,501,12.955017999999999,498.41857999999996
501,10040,7198.842517137528,-1235.695,4.967448,,9.320078278430088,,0.197,0.11,49.466244,0.9950360999999999,13.601496,,13.82195,15.521817,17.24839,4.9851637,8.477176,17.24839,10.0979595,9.6944,0.9999985999999998,0.964,8.487848,502,12.960111999999999,499.50815
502,10060,7226.0270245075235,-1233.2174,4.7858305,,9.390497907231211,,0.197,0.11,49.31841,0.9949348,13.575954000000001,,13.811465,8.940497,17.24839,4.9459777,8.476587,17.24839,10.147371000000001,9.6924095,0.9999985999999998,0.964,8.548072,503,12.952103999999999,500.4522
503,10080,7255.687956809998,-1230.7365,4.903361299999999,,9.295242595407727,,0.197,0.11,49.188416,0.99514216,13.552581,,13.800851000000002,15.604754000000002,17.24839,4.907553,8.477803,17.24839,10.196539999999999,9.690423,0.9999985999999998,0.964,8.462657,504,12.957349,501.55164
504,10100,7286.15198469162,-1228.2856,4.814044,,9.350112248182684,,0.197,0.11,49.055397,0.9952402,13.529107999999999,,13.790378,5.354712999999999,17.24839,4.869873,8.478574,17.24839,10.245484,9.688441000000001,0.9999985999999998,0.964,8.511714999999999,505,12.942276,502.5963
505,10120,7315.8086948394775,-1225.828,4.788871,,9.348684746258463,,0.197,0.11,48.925694,0.99535704,13.506160999999999,,13.779951,13.675868,17.24839,4.832911,8.479525,17.24839,10.294196000000001,9.686463,0.9999985999999998,0.964,8.514177,506,12.943710000000001,503.65067
506,10140,7348.151061058044,-1223.3795,4.779472,,9.32038681734619,,0.197,0.11,48.800709999999995,0.99552184,13.483679,,13.769504999999999,14.0268545,17.24839,4.7966504,8.480602000000001,17.24839,10.342669500000001,9.684488,0.9999985999999998,0.964,8.484017,507,12.94583,504.72958
507,10160,7384.607906341553,-1220.9436,4.659153,,9.379405766857351,,0.197,0.11,48.669506,0.99551404,13.460578,,13.759210000000001,12.55135,17.24839,4.7610655,8.480735000000001,17.24839,10.3909235,9.682518,0.9999985999999998,0.964,8.539936,508,12.945038,505.72112999999996
508,10180,7408.3105404376975,-1218.528,4.703727,,9.32345396489776,,0.197,0.11,48.548088,0.99566025,13.438625,,13.748854000000001,6.985442999999999,17.24839,4.726141999999999,8.481693,17.24839,10.438951,9.680552,0.9999985999999998,0.964,8.487537,509,12.933313,506.79107999999997
509,10200,7435.616323471069,-1216.112,4.6099205,,9.372196469075137,,0.197,0.11,48.42287,0.9956845,13.416326000000002,,13.738617000000001,12.135887,17.24839,4.691863,8.481993,17.24839,10.486761999999999,9.678589,0.9999985999999998,0.964,8.52846,510,12.931734,507.7991
510,10220,7462.3314599990845,-1213.6979,4.600167,,9.363102496594292,,0.197,0.11,48.301933,0.9957529,13.394682000000001,,13.728416000000001,16.00649,17.24839,4.6582108,8.482642,17.24839,10.534355,9.676630000000001,0.9999985999999998,0.964,8.52594,511,12.937736,508.8297
511,10240,7487.119054079057,-1211.3015,4.491299,,9.39147229928164,,0.197,0.11,48.175765999999996,0.9956695,13.372289000000002,,13.718309,11.788603,17.24839,4.625161599999999,8.482239,17.24839,10.581726,9.674675,0.9999985999999998,0.964,8.553372,512,12.935476,509.78278
512,10260,7511.370958566667,-1208.9062,4.5358458,,9.363421030605833,,0.197,0.11,48.058857,0.99573576,13.351189000000002,,13.708181,15.887509,17.24839,4.5927057,8.482839,17.24839,10.628893,9.672724,0.9999985999999998,0.964,8.522622,513,12.9412155,510.81244000000004
513,10280,7545.132618904114,-1206.5203,4.55435,,9.303450884772444,,0.197,0.11,47.94853,0.9958968,13.330718,,13.697989999999999,15.983812,17.24839,4.5608260000000005,8.483778,17.24839,10.675842999999999,9.670776,0.9999985999999998,0.964,8.470077,514,12.947122,511.89095999999995
514,10300,7572.685034036635,-1204.1503,4.463778,,9.367293438218713,,0.197,0.11,47.834297,0.9959375,13.310026,,13.687953,12.546758,17.24839,4.5295086,8.48422,17.24839,10.722596000000001,9.668833,0.9999985999999998,0.964,8.529043,515,12.946328999999999,512.9078400000001
515,10320,7596.739589929582,-1201.7926,4.366296299999999,,9.392761305512007,,0.197,0.11,47.71569,0.9958464,13.288696,,13.678004000000001,10.953710000000001,17.24839,4.4987364,8.483744999999999,17.24839,10.769135,9.666893,0.9999985999999998,0.964,8.554116,516,12.942452000000001,513.85675
516,10340,7625.815874338149,-1199.4362,4.306826,,9.40392575844607,,0.197,0.11,47.596313,0.99569863,13.267223999999999,,13.668110999999998,15.002319,17.24839,4.4684973,8.482855,17.24839,10.815463000000001,9.664957000000001,0.9999985999999998,0.964,8.563061,517,12.946424,514.7762
517,10360,7656.2006561756125,-1197.0975,4.244708,,9.408040224536967,,0.197,0.11,47.47592,0.99548906,13.245504,,13.658259,10.534355,17.24839,4.4387746,8.481447,17.24839,10.861576,9.663025,0.9999985999999998,0.964,8.565183,518,12.941751,515.6633
518,10380,7681.533133745194,-1194.7544,4.379775,,9.345348870769461,,0.197,0.11,47.37236,0.9955980999999999,13.226270999999999,,13.648337,17.570601999999997,17.24839,4.409557,8.482285000000001,17.24839,10.907528999999998,9.661096,0.9999985999999998,0.964,8.508725,519,12.950656,516.7154
519,10400,7705.647411346436,-1192.4187,4.216128,,9.408798857713508,,0.197,0.11,47.258109999999995,0.9954437,13.205520000000002,,13.638563000000001,18.307762,17.24839,4.380836,8.481342999999999,17.24839,10.953268,9.659171,0.9999985999999998,0.964,8.565434,520,12.960942999999999,517.6307400000001
520,10420,7734.172326564789,-1190.1027,4.220348,,9.396873277244998,,0.197,0.11,47.148552,0.99535286,13.185466,,13.628807,12.789079,17.24839,4.352589,8.480858999999999,17.24839,10.998828999999999,9.657249,0.9999985999999998,0.964,8.555603,521,12.960598,518.57886
521,10440,7752.496220588684,-1187.7909,4.3037634,,9.333761751356892,,0.197,0.11,47.050715999999994,0.9954748999999999,13.167001999999998,,13.618979000000001,15.131741,17.24839,4.324813,8.481726,17.24839,11.044208,9.655333,0.9999985999999998,0.964,8.499037,522,12.964741,519.6379
522,10460,7776.890522956848,-1185.493,4.1767125,,9.394383386455317,,0.197,0.11,46.945324,0.9954023000000001,13.14759,,13.609302,12.5928545,17.24839,4.297492,8.481406,17.24839,11.089398,9.653419,0.9999985999999998,0.964,8.5572605,523,12.964017,520.5954
523,10480,7798.638772249223,-1183.2015,4.2299175,,9.355776582173037,,0.197,0.11,46.8487,0.9954822,13.129382999999999,,13.599584,13.827073,17.24839,4.2706175,8.482063,17.24839,11.134411,9.651508,0.9999985999999998,0.964,8.517192999999999,524,12.96565,521.6327
524,10500,7825.532160758972,-1180.9154,4.212929,,9.348390774216323,,0.197,0.11,46.754333,0.9955771000000001,13.111486,,13.589892,15.584209,17.24839,4.2441773000000005,8.482803,17.24839,11.179241000000001,9.649600999999999,0.9999985999999998,0.964,8.511721000000001,525,12.970623,522.678
525,10520,7849.906638622284,-1178.6337,4.128103299999999,,9.388914107120137,,0.197,0.11,46.656094,0.99555707,13.093138,,13.580312,17.837294,17.24839,4.218163,8.482868,17.24839,11.223892999999999,9.647698,0.9999985999999998,0.964,8.550303999999999,526,12.979859,523.663
526,10540,7875.361543416978,-1176.3732,4.178107,,9.321826079583804,,0.197,0.11,46.566025,0.99567914,13.075714,,13.570645,11.225767999999999,17.24839,4.1925597,8.483639,17.24839,11.268364,9.645799,0.9999985999999998,0.964,8.48623,527,12.976519,524.7229
527,10560,7895.82336473465,-1174.119,4.124074,,9.35893403540786,,0.197,0.11,46.474667,0.99574304,13.058275,,13.561079999999999,12.468579,17.24839,4.167362000000001,8.484183,17.24839,11.312664999999999,9.643904,0.9999985999999998,0.964,8.52033,528,12.975543,525.7523
528,10580,7919.631454944611,-1171.8765,4.0669413,,9.378594705979301,,0.197,0.11,46.38178,0.9957431999999999,13.040668499999999,,13.55159,10.786425,17.24839,4.142557,8.484349,17.24839,11.3567915,9.642012,0.9999985999999998,0.964,8.541199,529,12.971392,526.7481700000001
529,10600,7944.950394868852,-1169.6332,4.028901,,9.388953833337183,,0.197,0.11,46.28905,0.9957164000000001,13.023064,,13.542144,15.651620999999999,17.24839,4.118139299999999,8.48431,17.24839,11.400745,9.640122,0.9999985999999998,0.964,8.545342999999999,530,12.976435,527.7297
530,10620,7966.264221906663,-1167.3986,4.0838246,,9.317550361405047,,0.197,0.11,46.204586,0.99583745,13.006439,,13.532616,15.544123,17.24839,4.0940995000000004,8.485049,17.24839,11.444528,9.638238000000001,0.9999985999999998,0.964,8.482451,531,12.981256,528.7897
531,10640,7989.335469722748,-1165.1644,4.0042480000000005,,9.381868900167422,,0.197,0.11,46.116405,0.99584985,12.989539,,13.523233,19.702961,17.24839,4.0704255,8.485317,17.24839,11.488149,9.636356,0.9999985999999998,0.964,8.5417185,532,12.993878,529.7921
532,10660,8015.804232120514,-1162.9402,4.0251837,,9.342752582380022,,0.197,0.11,46.033333,0.9959437,12.9732685,,13.513823499999999,18.94445,17.24839,4.047108000000001,8.486018,17.24839,11.531601,9.634478999999999,0.9999985999999998,0.964,8.507361999999999,533,13.00503,530.8380000000001
533,10680,8032.922584295274,-1160.724,3.9897782999999998,,9.358599952029977,,0.197,0.11,45.950340000000004,0.99601144,12.957086,,13.504478,19.125353,17.24839,4.024147,8.486618,17.24839,11.574889,9.632603999999999,0.9999985999999998,0.964,8.523071,534,13.016478999999999,531.8701
534,10700,8054.5175778865805,-1158.5278,3.9675434000000003,,9.35392990590556,,0.197,0.11,45.868534000000004,0.99607766,12.9410305,,13.495156,12.858734,17.24839,4.0015263999999995,8.487159,17.24839,11.61802,9.630733,0.9999985999999998,0.964,8.517136,535,13.0161705,532.90155
535,10720,8076.126051187514,-1156.3356,3.8369725,,9.409101156529113,,0.197,0.11,45.778664,0.9959393,12.923781,,13.485961999999999,15.216516,17.24839,3.9792449999999997,8.486313,17.24839,11.660967,9.628865,0.9999985999999998,0.964,8.56658,536,13.020263,533.8235
536,10740,8098.207366943359,-1154.145,3.942168,,9.332562971345414,,0.197,0.11,45.700886,0.9960391,12.908230999999999,,13.476671,18.667189999999998,17.24839,3.9572914,8.486994000000001,17.24839,11.703777,9.627002000000001,0.9999985999999998,0.964,8.497783,537,13.030766499999999,534.873
537,10760,8118.882209062575,-1151.9641,3.8568678,,9.38979774683896,,0.197,0.11,45.61874,0.9960174,12.8922,,13.467514000000001,17.808409,17.24839,3.9356542,8.487017999999999,17.24839,11.74643,9.625141000000001,0.9999985999999998,0.964,8.549368,538,13.039635,535.85736
538,10780,8143.534905433655,-1149.8021,3.8676230000000005,,9.3665193167575,,0.197,0.11,45.540465999999995,0.99605477,12.876682,,13.458348,11.976469999999999,17.24839,3.914337,8.487382,17.24839,11.788934,9.623284,0.9999985999999998,0.964,8.527158,539,13.037649,536.87354
539,10800,8169.900969982147,-1147.6412,3.7954218,,9.397353764084617,,0.197,0.11,45.45896,0.9959954,12.860725,,13.449272,15.813776,17.24839,3.8933246,8.487134,17.24839,11.831275999999999,9.62143,0.9999985999999998,0.964,8.557311,540,13.042781,537.8375
540,10820,8191.152218818665,-1145.4879,3.8320906000000003,,9.36524984518529,,0.197,0.11,45.38341,0.9960421,12.845618,,13.440172,15.951609,17.24839,3.8726132000000004,8.48757,17.24839,11.873474,9.619580000000001,0.9999985999999998,0.964,8.526405,541,13.048142,538.85876
541,10840,8212.744713783264,-1143.349,3.7715714,,9.388402610484134,,0.197,0.11,45.305534,0.9960128,12.830147,,13.431138,12.390015,17.24839,3.8521957000000002,8.487476,17.24839,11.915519,9.617734,0.9999985999999998,0.964,8.543368,542,13.046916,539.8389
542,10860,8238.104603052141,-1141.218,3.781714,,9.37140996211058,,0.197,0.11,45.23125,0.9960388000000001,12.81525,,13.422120999999999,12.434282000000001,17.24839,3.8320687000000007,8.487798,17.24839,11.957419999999999,9.615890499999999,0.9999985999999998,0.964,8.535435000000001,543,13.045776,540.84906
543,10880,8269.957718849182,-1139.0854,3.7808410000000006,,9.35863733266958,,0.197,0.11,45.159565,0.9960981,12.800707000000001,,13.413115,17.57261,17.24839,3.8122212999999996,8.488311999999999,17.24839,11.999172,9.614051,0.9999985999999998,0.964,8.522504,544,13.054086,541.8774
544,10900,8297.323545217514,-1136.9728,3.6411733999999996,,9.412466287857587,,0.197,0.11,45.078983,0.9959353999999999,12.784755,,13.404229,11.066784,17.24839,3.7926502,8.487250999999999,17.24839,12.0407505,9.612214,0.9999985999999998,0.964,8.570032000000001,545,13.050428,542.7848
545,10920,8326.932417392729,-1134.8536,3.6465144,,9.412041139642698,,0.197,0.11,45.001521999999994,0.995819,12.769333,,13.395370999999999,18.789991,17.24839,3.7733524,8.48657,17.24839,12.082195,9.610381,0.9999985999999998,0.964,8.568249,546,13.060928,543.7171599999999
546,10940,8363.128647565842,-1132.7463,3.7314013999999998,,9.348112062778883,,0.197,0.11,44.933636,0.9958935,12.755299,,13.386442,16.462448000000002,17.24839,3.7543175000000004,8.487134,17.24839,12.123517999999999,9.608551,0.9999985999999998,0.964,8.511351,547,13.067133,544.7537
547,10960,8393.33544754982,-1130.6528,3.5891485,,9.414141777876962,,0.197,0.11,44.8566,0.9957405,12.739892999999999,,13.377659,13.254980999999999,17.24839,3.7355422999999996,8.486168,17.24839,12.16467,9.606725,0.9999985999999998,0.964,8.573298,548,13.067466,545.6658
548,10980,8418.899687290192,-1128.5675,3.6797225,,9.363410554518651,,0.197,0.11,44.78946,0.99578756,12.726019,,13.368822,12.916657,17.24839,3.7170208,8.486597999999999,17.24839,12.205715,9.604901,0.9999985999999998,0.964,8.526375999999999,549,13.067179,546.6874
549,11000,8442.726298332214,-1126.486,3.65349,,9.372402406836144,,0.197,0.11,44.722553000000005,0.99581856,12.712201,,13.360033,14.928676999999999,17.24839,3.6987462,8.486939999999999,17.24839,12.246622,9.603082,0.9999985999999998,0.964,8.534246000000001,550,13.07055,547.7002
550,11020,8465.199243068695,-1124.4062,3.6411211000000003,,9.370414831818652,,0.197,0.11,44.656998,0.9958584999999999,12.698595,,13.351273999999998,18.20916,17.24839,3.6807193999999996,8.487354,17.24839,12.287392,9.601265,0.9999985999999998,0.964,8.533286,551,13.079864500000001,548.7180000000001
551,11040,8489.540293693542,-1122.3424,3.6436812999999995,,9.341961726076207,,0.197,0.11,44.593959999999996,0.9959339,12.685258000000001,,13.342498,13.505078,17.24839,3.6629307,8.487897,17.24839,12.328026,9.599452000000001,0.9999985999999998,0.964,8.5073,552,13.080623,549.7555
552,11060,8516.989584445953,-1120.2787,3.5753160000000004,,9.391887962222373,,0.197,0.11,44.52763,0.9959153000000001,12.671545,,13.333835,17.61194,17.24839,3.6453773999999997,8.487929,17.24839,12.368526,9.597642,0.9999985999999998,0.964,8.551729,553,13.088805,550.74115
553,11080,8547.071035385132,-1118.2377,3.6052446000000002,,9.345178374403165,,0.197,0.11,44.465990000000005,0.9959814,12.658411,,13.325125,9.16057,17.24839,3.6280537000000006,8.488404,17.24839,12.408892999999999,9.595835000000001,0.9999985999999998,0.964,8.508963,554,13.081703,551.7737
554,11100,8573.990130662918,-1116.187,3.5757047999999996,,9.368109985358752,,0.197,0.11,44.404133,0.99602324,12.645332000000002,,13.316483499999999,18.583046,17.24839,3.6109532999999994,8.488804,17.24839,12.449132,9.594031,0.9999985999999998,0.964,8.528839,555,13.091605,552.7929
555,11120,8602.918415307999,-1114.1665,3.5797582,,9.328193187204931,,0.197,0.11,44.344770000000004,0.9961013000000001,12.632488,,13.307816,5.999546,17.24839,3.5940776,8.489307,17.24839,12.489237,9.592232000000001,0.9999985999999998,0.964,8.497264999999999,556,13.078837,553.83234
556,11140,8631.824167251587,-1112.1359,3.5545535000000004,,9.351265987480211,,0.197,0.11,44.28548,0.9961620999999999,12.619731,,13.299209,15.586314000000002,17.24839,3.5774136,8.48977,17.24839,12.529214999999999,9.590434,0.9999985999999998,0.964,8.513512,557,13.083328,554.8623
557,11160,8662.074818372726,-1110.1067,3.5378910000000006,,9.354461704751552,,0.197,0.11,44.226933,0.99622107,12.607099,,13.290637,18.887781,17.24839,3.5609663,8.490232,17.24839,12.569069,9.588641,0.9999985999999998,0.964,8.516264999999999,558,13.09372,555.89136
558,11180,8685.794300556183,-1108.0924,3.4994621,,9.3758295672832,,0.197,0.11,44.16737,0.9962383,12.594362,,13.282129999999999,14.604242000000001,17.24839,3.5447263999999996,8.490466,17.24839,12.608792999999999,9.58685,0.9999985999999998,0.964,8.535652,559,13.096411,556.8972
559,11200,8709.794235467909,-1106.0927,3.526754,,9.29112732797382,,0.197,0.11,44.112021999999996,0.9963322,12.581908,,13.273516,10.562497,17.24839,3.5286918,8.490860000000001,17.24839,12.64839,9.585063,0.9999985999999998,0.964,8.457888,560,13.091875,557.94604
560,11220,8734.820987224579,-1104.0916,3.467596,,9.3770716662773,,0.197,0.11,44.053940000000004,0.99634683,12.5693865,,13.265070000000001,15.20999,17.24839,3.512857,8.491067999999999,17.24839,12.687868,9.583279,0.9999985999999998,0.964,8.535414,561,13.095641,558.95056
561,11240,8764.203433036804,-1102.1034,3.4832635,,9.333971443355942,,0.197,0.11,43.99907,0.9964162,12.557207,,13.256584,12.040644,17.24839,3.4972199999999996,8.491499000000001,17.24839,12.727221499999999,9.581498,0.9999985999999998,0.964,8.496039999999999,562,13.093753999999999,559.9859
562,11260,8792.05626130104,-1100.1188,3.42098,,9.387906303987727,,0.197,0.11,43.941223,0.99640054,12.544742999999999,,13.248220000000002,14.038457000000001,17.24839,3.4817755,8.491528500000001,17.24839,12.766452000000001,9.5797205,0.9999985999999998,0.964,8.54829,563,13.095421,560.9735
563,11280,8821.091602563858,-1098.1337,3.4577224,,9.325662276589558,,0.197,0.11,43.888187,0.9964768,12.532834,,13.239789000000002,18.244211,17.24839,3.4665215,8.491999,17.24839,12.805563000000001,9.577946,0.9999985999999998,0.964,8.49287,564,13.104541000000001,562.0129400000001
564,11300,8850.990623950958,-1096.1542,3.4233102999999994,,9.364141170087633,,0.197,0.11,43.834293,0.996517,12.520927,,13.231444,18.987676999999998,17.24839,3.451456,8.492360000000001,17.24839,12.844558000000001,9.576174,0.9999985999999998,0.964,8.52489,565,13.114942999999998,563.0321
565,11320,8880.742740869522,-1094.192,3.4109006,,9.35688219155198,,0.197,0.11,43.781279999999995,0.99656045,12.509143,,13.223123000000001,13.2409315,17.24839,3.4365711,8.492731,17.24839,12.883433,9.574406,0.9999985999999998,0.964,8.521707000000001,566,13.115155999999999,564.0532
566,11340,8912.680164575577,-1092.2324,3.363805,,9.388970101105233,,0.197,0.11,43.72643,0.99654543,12.497131,,13.214879999999999,15.683419,17.24839,3.4218674,8.492764999999999,17.24839,12.922191,9.57264,0.9999985999999998,0.964,8.549261,567,13.119676,565.04126
567,11360,8935.196528673172,-1090.2839,3.2915907,,9.413372293343363,,0.197,0.11,43.66789,0.9964284999999999,12.484484,,13.206704,13.3093195,17.24839,3.4073373999999994,8.492051,17.24839,12.960813499999999,9.570878,0.9999985999999998,0.964,8.570739999999999,568,13.119998999999998,565.9714
