,DenMISEMeanLog,ReturnMin,IWFirstEpisode,IWNorm1,LQGmu1,MISE,ReturnMax,IWNorm2,ReturnStepMax,IWMin,target_sum_log_mean,LQGmu01,IWLastEpisode,Bound,IWMax,DenMISELogLast,TimestepsSoFar,ReturnAbsMax,SqrtESSClassic,TimeElapsed,IWMean,DenMISELogFirst,URet,ReturnLastEpisode,ReturnMean,LQGsigma,Iteration
0,13.511501,,0.9818458000000001,0.9818458000000001,-0.085,15.520076000000001,15.807039999999999,0.9818458000000001,0.99233466,,13.493179999999999,-0.008,0.9818458000000001,17.108744,0.9818458000000001,13.511501,20,15.807039999999999,1.0,0.9303839206695556,0.9818458000000001,13.511501,17.497854397219367,15.807039999999999,15.807039999999999,0.11,1
1,16.41141,,0.7928233,3.9637809,-0.081,30.389706,15.807039999999999,3.2685685,0.99233466,,16.872349,-0.008,3.1709576,31.699734000000003,3.1709576,19.320435,40,15.807039999999999,1.2126963,24.66086030006409,1.9818904,13.502382999999998,16.85564728966543,15.215347,15.511194,0.11,2
2,15.695107,,0.27081063,5.5891886,-0.07,28.283882000000002,15.807039999999999,4.413768,0.99233466,,15.756439000000002,-0.007,1.0366235000000001,29.538448,4.2817545,13.789619,60,15.807039999999999,1.2663078,26.11975932121277,1.8630629,13.430823,16.481388482355293,14.877676000000001,15.300021,0.11,3
3,15.802382000000001,,0.5302401999999999,5.5129123,-0.073,20.969486,15.807039999999999,2.963721,0.99233466,,16.013393,-0.007,1.725543,21.823547,1.9606366999999998,15.717272,80,15.807039999999999,1.860132,27.5910165309906,1.3782281,13.229567999999999,16.936632860039552,15.285539000000002,15.2964,0.11,4
4,14.668009,,0.21923783,6.7512217,-0.066,20.230017,15.807039999999999,3.5103517,0.99233466,,14.679129000000001,-0.007,2.3031552000000004,21.056057,2.3031552000000004,9.860331,100,15.807039999999999,1.9232323,29.052398681640625,1.3502443000000002,13.130904000000001,16.077793329002585,14.536829000000001,15.144485000000001,0.11,5
5,15.248308999999999,,0.11524323,8.69364,-0.062,20.946904999999997,15.807039999999999,4.541555000000001,0.99233466,,15.147515,-0.006,3.647335,21.776825,3.647335,17.906895000000002,120,15.807039999999999,1.9142430000000001,30.581621885299683,1.4489398999999998,12.991496000000001,15.273131751192222,13.736327,14.909792999999999,0.11,6
6,14.827399,,1.9297816000000003,4.849509200000001,-0.085,10.59511,15.807039999999999,2.514468,0.99233466,,13.902410999999999,-0.009,0.14922546,11.418833,1.9297816000000003,11.997516000000001,140,15.807039999999999,1.9286423,31.81199860572815,0.69278705,12.856371000000001,16.221772439962134,14.650804500000001,14.872794,0.11,7
7,14.740547,,0.13481344,10.663281,-0.063,19.429287,15.807039999999999,4.6505019999999995,0.99233466,,14.57187,-0.006,0.17088416,20.122139999999998,2.9099953,14.430693,160,15.807039999999999,2.2929310000000003,33.55070686340332,1.3329102,12.966321,17.068491127638627,15.409826,14.939924,0.11,8
8,14.224552,,0.17227863,11.326300999999999,-0.063,18.433532999999997,15.807039999999999,4.367849,0.99233466,,14.146834,-0.006,1.5986128000000002,19.046183,2.3032124,9.848456,180,15.807039999999999,2.5931072,35.303218603134155,1.2584778,12.86525,16.281963848428575,14.725485,14.916097,0.11,9
9,14.488596,,0.036698047000000004,7.5072865,-0.055,10.896823,15.807039999999999,3.2576349,0.99233466,,13.2641325,-0.006,0.010984453,11.586193,2.2258787,16.658665,200,15.807039999999999,2.3045206,37.158768892288215,0.75072867,12.77885,16.757170785284806,15.098007,14.934288,0.11,10
