,ReturnAbsMax,IWMin,IWFirstEpisode,IWLastEpisode,MISE,target_sum_log_mean,IWMax,IWNorm1,DenMISEMeanLog,Iteration,ReturnLastEpisode,TimeElapsed,IWNorm2,ReturnMean,ReturnStepMax,Bound,TimestepsSoFar,LQGsigma,LQGmu01,URet,DenMISELogLast,DenMISELogFirst,IWMean,SqrtESSClassic,LQGmu1,ReturnMin,ReturnMax
0,15.644507999999998,,0.21957535,0.21957535,3.4351482000000004,15.585957,0.21957535,0.21957535,17.102016,1,15.644507999999998,0.29378485679626465,0.21957535,15.644507999999998,0.99262077,5.0074806,20,0.11,-0.008,17.332240856619553,17.102016,17.102016,0.21957535,1.0,-0.077,,15.644507999999998
1,15.644507999999998,,1.6104426,0.35124314,15.223015,12.510232,1.6104426,1.9616858,12.795116,2,14.951025,8.035660743713379,1.6483014,15.297767000000002,0.99262077,16.544163,40,0.11,-0.01,16.581620409309036,8.98286,16.607372,0.9808429,1.1901257,-0.097,,15.644507999999998
2,15.782528,,1.3588655,1.7914919999999999,17.694122,11.543033,1.7914919999999999,3.3877532,11.725808,3,15.782528,8.48354697227478,2.261043,15.459353,0.99366313,18.752779999999998,60,0.11,-0.01,17.484020673876387,9.645643,16.792591,1.1292511,1.4983144,-0.101,,15.782528
3,15.782528,,1.1931076,1.7431047999999998,19.539013,12.773988000000001,1.8855349,4.989023,12.879405,4,15.622136,9.267877817153929,2.8363962000000003,15.50005,0.9955578000000002,20.440813000000002,80,0.11,-0.01,17.30784827490124,16.285255,16.878508,1.2472558,1.7589303,-0.103,,15.782528
4,15.782528,,0.32175297,0.5240652,15.645257999999998,12.995669,2.5556407,4.983713,14.317601999999999,5,15.534857,9.773349523544313,3.0670419,15.5070095,0.9976238000000002,16.621428,100,0.11,-0.012,17.218877289121238,19.913045999999998,16.916403,0.9967425999999999,1.624925,-0.121,,15.782528
5,16.000486,,0.74226713,2.3388445,20.692017,14.362392999999999,2.3388445,7.875066,14.715689999999999,6,16.000486,10.307872056961061,3.7664703999999998,15.589255999999999,0.9993796,21.46114,120,0.11,-0.011,17.714084061233674,16.767801000000002,16.796446,1.312511,2.0908344,-0.114,,16.000486
6,16.000486,,0.58459353,0.14050704,15.982517999999999,14.104657999999999,2.2258023999999996,7.096753,14.8984995,7,15.198792000000001,10.641623258590696,3.3993177000000006,15.533476,0.9993796,16.752796,140,0.11,-0.012,16.84409132676502,15.7704315,16.758932,1.0138218,2.0876992,-0.117,,16.000486
7,16.213734,,0.42288467,3.6884252999999996,19.507494,14.037435,3.6884252999999996,9.787443,14.878407000000001,8,16.213734,11.08033299446106,4.7749486,15.618507000000001,0.9993796,20.30249,160,0.11,-0.012,17.93957404991395,14.75945,16.705607999999998,1.2234303999999998,2.0497484,-0.12,,16.213734
8,16.213734,,0.33112955,2.8688278,21.56768,14.577815,3.9315502999999996,12.120061999999999,15.418721,9,16.159084,11.557518243789673,5.566362000000001,15.678572,0.9993796,22.316078,180,0.11,-0.012,17.8823752802528,19.604979999999998,16.639338000000002,1.3466735,2.1773757999999996,-0.123,,16.213734
9,16.213734,,0.23903194,2.2514939999999997,22.256086,13.8434725,4.2603254,13.892645000000002,14.760094,10,15.912622,12.359089136123655,6.078973,15.701978,0.9993796,22.969122,200,0.11,-0.013,17.599922209143102,8.590883,16.570107999999998,1.3892645000000001,2.2853606,-0.125,,16.213734
10,16.213734,,0.13568252,1.7160263999999998,22.237415,13.717645999999998,5.002428,15.224362,14.866251,11,16.170069,13.365894556045532,6.6688595,15.744532000000001,0.9993796,22.951218,220,0.11,-0.013,17.898872246809713,15.644770999999999,16.498419000000002,1.384033,2.2829034,-0.129,,16.213734
11,16.213734,,0.020787578,1.6710856,22.081152,12.663501,7.831104300000001,16.466171,14.798303,12,15.707726999999998,14.704100847244264,8.750113,15.741464,0.9999646999999999,22.94709,240,0.11,-0.014,17.413304485099218,13.774947000000001,16.423668,1.3721809,1.8818238999999999,-0.139,,16.213734
12,16.437645,,0.007896518,6.6455063999999995,24.028795000000002,12.086715,6.6455063999999995,19.261582999999998,14.542407999999998,13,16.437645,15.540367364883425,9.586805,15.795015,0.9999646999999999,24.851046,260,0.11,-0.015,18.183094606134702,11.257593,16.345356,1.4816601999999999,2.0091765,-0.144,,16.437645
13,16.437645,,1.5935941999999998,1.2335075,14.438282999999998,14.271306,1.7515633000000002,12.830666,14.681645000000001,14,15.8896885,16.80541968345642,4.009405,15.801779999999999,0.9999646999999999,14.954524,280,0.11,-0.011,17.599231060594285,16.18383,16.271854,0.91647613,3.200142,-0.11,,16.437645
