,Iteration,DenMISEMeanLog,IWMax,ReturnMax,URet,Bound,ReturnAbsMax,DenMISELogFirst,IWMean,target_sum_log_mean,TimestepsSoFar,ReturnMean,IWNorm2,LQGsigma,SqrtESSClassic,ReturnLastEpisode,MISE,ReturnStepMax,IWMin,IWFirstEpisode,TimeElapsed,ReturnMin,IWLastEpisode,IWNorm1,DenMISELogLast,LQGmu01,LQGmu1
525,526,15.4250965,1.0019129999999998,15.644507999999998,9.339916122399927,8.58045,15.644507999999998,10.836716000000001,0.9980949,13.21938,10520,8.541802,22.93465,0.11,22.891037,8.504869,8.511763,0.99262077,,,2526.4805603027344,,1.0019072,524.9979,9.933667999999999,0.28,0.994
526,527,15.433926999999999,1.0019091,15.644507999999998,9.36874993971848,8.580424,15.644507999999998,10.834816,0.99809873,13.232404999999998,10540,8.541783,22.956442000000003,0.11,22.912874,8.531827999999999,8.511802000000001,0.99262077,,,2536.4966933727264,,1.0019034,525.99805,20.081081,0.28,0.994
527,528,15.415894,1.0019053,15.644507999999998,9.414039470498654,8.580472,15.644507999999998,10.83292,0.99810237,13.218549,10560,8.541839999999999,22.978214,0.11,22.934683,8.57131,8.511915,0.99262077,,,2547.6569530963893,,1.0019029000000002,526.99805,5.914183,0.28,0.994
528,529,15.420729000000001,1.0019015,15.644507999999998,9.35930503043383,8.580423,15.644507999999998,10.831028,0.99810594,13.227545000000001,10580,8.5418,22.999964000000002,0.11,22.956472,8.520442999999998,8.511931,0.99262077,,,2557.8431632518773,,1.0018996,527.99805,17.975609,0.28,0.994
529,530,15.417117000000001,1.0018985999999999,15.644507999999998,9.373199251216525,8.5804,15.644507999999998,10.829139999999999,0.9981094000000001,13.228076999999999,10600,8.541784,23.021692,0.11,22.978241,8.533835,8.511973,0.99262077,,,2568.4572792053227,,1.0018834,528.998,13.508353,0.28,0.994
530,531,15.418242000000001,1.0018948,15.644507999999998,9.38381000130466,8.580399,15.644507999999998,10.827254,0.9981131,13.233335,10620,8.541792,23.043404000000002,0.11,22.99999,8.545553,8.512036,0.99262077,,,2578.4928534030914,,1.0018862,529.99805,16.017252,0.28,0.994
531,532,15.403489000000002,1.001892,15.644507999999998,9.328085611060096,8.5803,15.644507999999998,10.825372999999999,0.9981165999999999,13.222692499999999,10640,8.541702,23.065089999999998,0.11,23.021720000000002,8.494579,8.512003,0.99262077,,,2589.278445720673,,1.0018805,530.99805,7.570814,0.28,0.994
532,533,15.400475,1.0018882,15.644507999999998,9.330422460221602,8.580199,15.644507999999998,10.823495,0.9981201999999999,13.223778,10660,8.541611,23.086756,0.11,23.043429999999997,8.492652,8.511966000000001,0.99262077,,,2599.941747665405,,1.0018767,531.99805,13.798667000000002,0.28,0.994
533,534,15.402844,1.0018843000000002,15.644507999999998,9.37828484316416,8.580186999999999,15.644507999999998,10.821621,0.9981235999999999,13.230231,10680,8.541604,23.108404,0.11,23.065115,8.538889,8.512017,0.99262077,,,2610.2821829319,,1.0018786,532.998,16.667948000000003,0.28,0.994
534,535,15.397167000000001,1.0018805,15.644507999999998,9.314927643972174,8.580066,15.644507999999998,10.81975,0.99812716,13.228619,10700,8.541492,23.130032999999997,0.11,23.086782,8.481214,8.51196,0.99262077,,,2621.432778596878,,1.0018805,533.99805,12.366023,0.28,0.994
535,536,15.394829999999999,1.0018767,15.644507999999998,9.370204120566312,8.580035,15.644507999999998,10.817883,0.9981308000000001,13.230336,10720,8.541472,23.15164,0.11,23.108432999999998,8.530569,8.511992999999999,0.99262077,,,2632.9706256389622,,1.0018662,534.9981,14.147032000000001,0.28,0.994
536,537,15.408779000000001,1.0018738999999999,15.644507999999998,9.360468065141523,8.579993,15.644507999999998,10.816018,0.99813426,13.248323000000001,10740,8.541437,23.173227,0.11,23.130058,8.5231905,8.512015,0.99262077,,,2644.0125720500946,,1.0018672,535.9981,22.887798,0.28,0.994
537,538,15.400079000000002,1.001871,15.644507999999998,9.367240140461886,8.57996,15.644507999999998,10.8141575,0.99813765,13.243645,10760,8.541413,23.194794,0.11,23.151663,8.527925,8.512046,0.99262077,,,2655.0497164726253,,1.0018594,536.99805,10.729247,0.28,0.994
538,539,15.390179999999999,1.0018672,15.644507999999998,9.35595138252448,8.579903999999999,15.644507999999998,10.812301,0.9981411,13.237754,10780,8.541367999999999,23.216337,0.11,23.173251999999998,8.516701,8.512053,0.99262077,,,2666.56738615036,,1.0018604,537.99805,10.067029,0.28,0.994
539,540,15.395969000000001,1.0018634,15.644507999999998,9.328758673971377,8.5798025,15.644507999999998,10.810448,0.9981445999999999,13.247537,10800,8.541275,23.237865,0.11,23.19482,8.491572,8.512014,0.99262077,,,2676.4978594779973,,1.0018499,538.9981,18.518614000000003,0.28,0.994
540,541,15.402738000000001,1.0018594,15.644507999999998,9.323565213923676,8.579696,15.644507999999998,10.808598,0.9981481,13.258284,10820,8.541177000000001,23.259373,0.11,23.216366,8.488282,8.5119705,0.99262077,,,2687.4822645187382,,1.0018537,539.9981,19.059632999999998,0.28,0.994
541,542,15.407295000000001,1.0018566,15.644507999999998,9.32824341671674,8.579597,15.644507999999998,10.80675,0.9981515,13.266804,10840,8.541087,23.280859,0.11,23.237892000000002,8.492449,8.511935000000001,0.99262077,,,2699.520800590515,,1.0018404,540.9981,17.873945000000003,0.28,0.994
542,543,15.412695999999999,1.0018537,15.644507999999998,9.370759555061428,8.579566999999999,15.644507999999998,10.804907,0.99815476,13.276154,10860,8.541066,23.302326,0.11,23.259398,8.529950999999999,8.511967,0.99262077,,,2710.656912326813,,1.0018423,541.99805,18.341879000000002,0.28,0.994
543,544,15.417222,1.0018499,15.644507999999998,9.365750005381251,8.579533,15.644507999999998,10.803067,0.99815816,13.2846155,10880,8.541039,23.323772,0.11,23.280884,8.526762,8.511994999999999,0.99262077,,,2721.6758818626404,,1.0018346,542.99805,17.877512,0.28,0.994
544,545,15.410445999999999,1.0018460999999999,15.644507999999998,9.346322372518816,8.579467999999999,15.644507999999998,10.80123,0.9981617,13.28176,10900,8.540984,23.345201,0.11,23.302353,8.510883,8.511992,0.99262077,,,2731.9548749923706,,1.0018423,543.9981,11.726299000000001,0.28,0.994
545,546,15.416343,1.0018432,15.644507999999998,9.351862467953056,8.579412,15.644507999999998,10.799397,0.99816513,13.29156,10920,8.540938,23.366611,0.11,23.3238,8.515683000000001,8.511999000000001,0.99262077,,,2743.014426708221,,1.0018289,544.9981700000001,18.631264,0.28,0.994
546,547,15.418419,1.0018404,15.644507999999998,9.357277347211856,8.5793705,15.644507999999998,10.797566999999999,0.9981684999999999,13.297526999999999,10940,8.540903,23.387999,0.11,23.345228,8.521578,8.512019,0.99262077,,,2754.913582801819,,1.0018289,545.9981700000001,16.554207,0.28,0.994
547,548,15.410623999999999,1.0018365,15.644507999999998,9.373491887066075,8.579349,15.644507999999998,10.795741,0.99817175,13.293607999999999,10960,8.540891,23.409367,0.11,23.366634,8.534199000000001,8.512058999999999,0.99262077,,,2765.368394613266,,1.0018299000000002,546.9981,11.147692,0.28,0.994
548,549,15.407364999999999,1.0018327,15.644507999999998,9.411386096441534,8.579389,15.644507999999998,10.793918,0.9981751,13.294212,10980,8.540939,23.430716,0.11,23.388023,8.567506,8.51216,0.99262077,,,2776.373129606247,,1.0018221999999999,547.9981,13.623389000000001,0.28,0.994
549,550,15.407297,1.0018299000000002,15.644507999999998,9.439617275944828,8.579472,15.644507999999998,10.792098,0.99817836,13.297992,11000,8.541032000000001,23.452047,0.11,23.40939,8.591878,8.512305,0.99262077,,,2786.620822429657,,1.001826,548.9981,15.371282,0.28,0.994
550,551,15.399664000000001,1.001827,15.644507999999998,9.38504560190549,8.57947,15.644507999999998,10.790281,0.9981818000000001,13.294195000000002,11020,8.541039999999999,23.473357999999998,0.11,23.43074,8.545595,8.512364,0.99262077,,,2797.738701820373,,1.0018155999999998,549.9981700000001,11.204436999999999,0.28,0.994
551,552,15.394337,1.0018232,15.644507999999998,9.370398863459897,8.57944,15.644507999999998,10.788468,0.998185,13.292688,11040,8.541019,23.494646,0.11,23.452070000000003,8.529358,8.512396,0.99262077,,,2807.739061832428,,1.0018136999999998,550.9981,12.460389,0.28,0.994
552,553,15.396157,1.0018194,15.644507999999998,9.347640221240072,8.579374000000001,15.644507999999998,10.786658000000001,0.99818826,13.298316,11060,8.540962,23.515919,0.11,23.473381,8.509407000000001,8.512391000000001,0.99262077,,,2819.388679742813,,1.0018079,551.9981,16.402979000000002,0.28,0.994
553,554,15.407239,1.0018165,15.644507999999998,9.330436505878627,8.57928,15.644507999999998,10.784852,0.99819165,13.313189999999999,11080,8.540875999999999,23.537174,0.11,23.494670000000003,8.493361,8.512357000000002,0.99262077,,,2829.920713663101,,1.0018079,552.9981700000001,21.536894,0.28,0.994
554,555,15.407207500000002,1.0018136999999998,15.644507999999998,9.357748083150355,8.579237,15.644507999999998,10.783049,0.9981949000000001,13.316938,11100,8.540842999999999,23.558405,0.11,23.515945000000002,8.522511,8.512375,0.99262077,,,2840.502400875092,,1.0018041,553.9981700000001,15.391751000000001,0.28,0.994
555,556,15.391793,1.0018098,15.644507999999998,9.421374979140957,8.579303,15.644507999999998,10.781248,0.99819815,13.305291,11120,8.540917,23.579618,0.11,23.537198999999998,8.582239,8.512501,0.99262077,,,2851.685972213745,,1.001794,554.9981700000001,6.838671000000001,0.28,0.994
556,557,15.394989,1.001807,15.644507999999998,9.36171238787039,8.579266,15.644507999999998,10.779451,0.9982014000000001,13.31224,11140,8.54089,23.600813,0.11,23.558434,8.5249815,8.512524,0.99262077,,,2863.4992215633392,,1.0018022,555.9981700000001,17.173883,0.28,0.994
557,558,15.397926000000002,1.0018041,15.644507999999998,9.417595274020883,8.579312,15.644507999999998,10.7776575,0.9982046,13.318918,11160,8.540947000000001,23.62199,0.11,23.579645000000003,8.572969,8.51263,0.99262077,,,2874.913497924805,,1.0018022,556.9981700000001,17.03717,0.28,0.994
558,559,15.401676,1.0018003,15.644507999999998,9.348191061989562,8.579247,15.644507999999998,10.775867,0.9982078000000001,13.326392000000002,11180,8.540891,23.643147,0.11,23.600842,8.509682000000002,8.512626,0.99262077,,,2886.076886177063,,1.0017984,557.9981700000001,17.494726,0.28,0.994
559,560,15.406088,1.0017974,15.644507999999998,9.361823616631991,8.57921,15.644507999999998,10.774078999999999,0.9982110000000001,13.334517000000002,11200,8.540861999999999,23.664285999999997,0.11,23.622017,8.525267999999999,8.512649,0.99262077,,,2897.3889224529266,,1.0017810999999999,558.9981700000001,17.874216,0.28,0.994
560,561,15.402842999999999,1.0017945,15.644507999999998,9.378034002264974,8.579201,15.644507999999998,10.772296,0.9982141999999999,13.334970000000002,11220,8.540861,23.685406,0.11,23.643173,8.540346000000001,8.512698,0.99262077,,,2908.5894887447357,,1.0017886999999999,559.9981700000001,13.587539000000001,0.28,0.994
561,562,15.4044285,1.0017905999999999,15.644507999999998,9.353502493340374,8.57915,15.644507999999998,10.7705145,0.9982174000000001,13.340243,11240,8.540821000000001,23.706505,0.11,23.664314,8.517922,8.512707,0.99262077,,,2920.161627531052,,1.0017849,560.9981700000001,16.296736,0.28,0.994
562,563,15.411204000000001,1.0017878,15.644507999999998,9.369152514195573,8.579122,15.644507999999998,10.768737,0.99822056,13.350689000000001,11260,8.5408,23.727587,0.11,23.685432000000002,8.5298,8.512737,0.99262077,,,2932.458687543869,,1.0017735,561.9981700000001,19.21937,0.28,0.994
563,564,15.407248000000001,1.0017849,15.644507999999998,9.317488887819428,8.579011999999999,15.644507999999998,10.766962,0.9982236999999999,13.350392999999999,11280,8.540701,23.748652,0.11,23.706532,8.484219,8.512687,0.99262077,,,2943.4900889396667,,1.0017763000000002,562.9981700000001,13.182108,0.28,0.994
564,565,15.402679999999998,1.0017810999999999,15.644507999999998,9.351125235208013,8.578956,15.644507999999998,10.765191,0.9982268,13.349473000000001,11300,8.540654,23.769695000000002,0.11,23.727615,8.514246,8.51269,0.99262077,,,2954.727306365967,,1.0017687,563.9981700000001,12.828525,0.28,0.994
565,566,15.407275,1.0017782,15.644507999999998,9.372717980675633,8.578928,15.644507999999998,10.763422,0.9982300999999999,13.357701,11320,8.540636,23.790722,0.11,23.74868,8.530819000000001,8.512721,0.99262077,,,2965.246865510941,,1.0017735,564.9982,18.005156,0.28,0.994
566,567,15.396481,1.0017754,15.644507999999998,9.38619417459533,8.578926,15.644507999999998,10.761657000000001,0.9982332,13.350528,11340,8.540643,23.811730999999998,0.11,23.769722,8.544145,8.512777,0.99262077,,,2975.7744867801666,,1.0017611,565.9982,9.288433,0.28,0.994
567,568,15.39444,1.0017725,15.644507999999998,9.391900778352394,8.578937,15.644507999999998,10.759895,0.9982363999999999,13.352094000000001,11360,8.540663,23.832720000000002,0.11,23.79075,8.552168,8.512847,0.99262077,,,2986.775000572205,,1.0017601,566.9983,14.238836,0.28,0.994
568,569,15.395087,1.0017697,15.644507999999998,9.337554210455746,8.578857000000001,15.644507999999998,10.758136,0.99823934,13.356338000000001,11380,8.540593,23.853691,0.11,23.811752,8.501087,8.512825999999999,0.99262077,,,2997.510601043701,,1.001763,567.9981700000001,15.764742000000002,0.28,0.994
569,570,15.393502999999999,1.0017658,15.644507999999998,9.342197992700507,8.578783,15.644507999999998,10.75638,0.9982424000000001,13.358335999999998,11400,8.540528,23.874641,0.11,23.832743,8.503561999999999,8.51281,0.99262077,,,3009.3554906845093,,1.0017601,568.9981700000001,14.494249,0.28,0.994
570,571,15.403739000000002,1.001763,15.644507999999998,9.385328047928445,8.578782,15.644507999999998,10.754627000000001,0.9982455,13.372142000000002,11420,8.540536,23.895576000000002,0.11,23.85371,8.544993,8.512866,0.99262077,,,3021.928739547729,,1.001762,569.9981700000001,21.239157000000002,0.28,0.994
571,572,15.408207,1.0017601,15.644507999999998,9.351232373555199,8.578724000000001,15.644507999999998,10.752877,0.99824876,13.380166000000001,11440,8.540486,23.916492,0.11,23.874666,8.512422,8.512866,0.99262077,,,3033.520661354065,,1.0017486999999998,570.9983,17.96002,0.28,0.994
572,573,15.42322,1.0017563,15.644507999999998,9.363172709872263,8.578685,15.644507999999998,10.751130999999999,0.9982518,13.398725500000001,11460,8.540459,23.937387,0.11,23.895603,8.524074,8.512885,0.99262077,,,3044.9250848293304,,1.0017525,571.9983,24.01291,0.28,0.994
573,574,15.43307,1.0017544,15.644507999999998,9.384348026125053,8.578686,15.644507999999998,10.749386999999999,0.9982548000000001,13.412109,11480,8.540467999999999,23.958270000000002,0.11,23.916512,8.545594,8.512943,0.99262077,,,3057.482389211655,,1.0017525,572.9982,21.079345999999997,0.28,0.994
574,575,15.427476,1.0017506,15.644507999999998,9.355264779563328,8.578632,15.644507999999998,10.747646000000001,0.9982578999999999,13.410035,11500,8.540424,23.979129999999998,0.11,23.93741,8.51609,8.512947,0.99262077,,,3069.0840258598328,,1.0017382,573.9983,12.21791,0.28,0.994
575,576,15.422438,1.0017477,15.644507999999998,9.408086535387014,8.578669999999999,15.644507999999998,10.745909,0.9982609,13.408507,11520,8.540471,23.999971,0.11,23.958289999999998,8.566751,8.5130415,0.99262077,,,3080.374098300934,,1.0017372,574.9983,12.528595,0.28,0.994
576,577,15.423620999999999,1.0017449,15.644507999999998,9.301085717664842,8.578535,15.644507999999998,10.744174000000001,0.99826396,13.413185999999998,11540,8.540344000000001,24.020796,0.11,23.97915,8.467503,8.512964,0.99262077,,,3091.6799263954163,,1.0017353,575.9983,16.105745000000002,0.28,0.994
577,578,15.427609,1.001742,15.644507999999998,9.440040948467553,8.578619999999999,15.644507999999998,10.742442,0.99826694,13.420658,11560,8.54044,24.041603,0.11,23.999992000000002,8.595363,8.513106,0.99262077,,,3103.388870954513,,1.001741,576.9983,17.730999,0.28,0.994
578,579,15.436048999999999,1.0017391,15.644507999999998,9.334474975575269,8.578536999999999,15.644507999999998,10.740714,0.99826986,13.432569500000001,11580,8.540366,24.062393,0.11,24.020813,8.498231,8.51308,0.99262077,,,3115.0900645256042,,1.0017296,577.9982,20.315479999999997,0.28,0.994
579,580,15.437685,1.0017363000000001,15.644507999999998,9.325091433229149,8.578441999999999,15.644507999999998,10.738988,0.9982728999999999,13.437667000000001,11600,8.540281,24.08316,0.11,24.041624,8.491344,8.5130415,0.99262077,,,3127.837608575821,,1.0017334,578.9983,16.38684,0.28,0.994
580,581,15.448126,1.0017334,15.644507999999998,9.37113598424014,8.578421,15.644507999999998,10.737266,0.9982759,13.451556,11620,8.540269,24.103916,0.11,24.062407999999998,8.532719,8.513077000000001,0.99262077,,,3139.6579937934875,,1.0017238000000002,579.9983,21.505876999999998,0.28,0.994
581,582,15.4425535,1.0017296,15.644507999999998,9.360305787882163,8.578382000000001,15.644507999999998,10.735546000000001,0.99827886,13.449421,11640,8.540239,24.12465,0.11,24.083181,8.523449000000001,8.513094,0.99262077,,,3151.854174375534,,1.0017266,580.9983,12.20712,0.28,0.994
582,583,15.443645000000002,1.0017277,15.644507999999998,9.395003285435056,8.578398,15.644507999999998,10.7338295,0.9982818000000001,13.453935999999999,11660,8.540266,24.145369,0.11,24.103931,8.5555105,8.513166,0.99262077,,,3163.4265682697296,,1.0017161,581.9983,16.080132,0.28,0.994
583,584,15.439754999999998,1.0017238000000002,15.644507999999998,9.391370818229923,8.578412,15.644507999999998,10.732116,0.99828476,13.453460999999999,11680,8.540289999999999,24.166065,0.11,24.124668,8.554409,8.513237,0.99262077,,,3176.5918271541595,,1.0017171,582.9983,13.175103,0.28,0.994
584,585,15.439767000000002,1.0017209,15.644507999999998,9.392591105710393,8.578424,15.644507999999998,10.730405000000001,0.9982878000000001,13.456872,11700,8.540313000000001,24.186747,0.11,24.145388,8.553133,8.513305,0.99262077,,,3188.3061311244965,,1.0017152,583.99835,15.446969000000001,0.28,0.994
585,586,15.443270000000002,1.001718,15.644507999999998,9.37926675174258,8.578415,15.644507999999998,10.728697,0.9982907,13.463764000000001,11720,8.540312,24.207407,0.11,24.166088000000002,8.539778,8.513351,0.99262077,,,3199.462730407715,,1.001718,584.99835,17.493879999999997,0.28,0.994
586,587,15.447492,1.0017152,15.644507999999998,9.454909348714065,8.578521,15.644507999999998,10.726992,0.9982935,13.471364000000001,11740,8.540426,24.228054,0.11,24.186768,8.607438,8.513513,0.99262077,,,3210.619613647461,,1.0017122999999999,585.9983,17.923534,0.28,0.994
587,588,15.450724,1.0017122999999999,15.644507999999998,9.373134269799666,8.578499,15.644507999999998,10.725289,0.9982965,13.4779625,11760,8.540415,24.248682000000002,0.11,24.207434,8.5334835,8.513546,0.99262077,,,3222.877633094788,,1.0017047,586.99835,17.349453,0.28,0.994
588,589,15.448607999999998,1.0017095,15.644507999999998,9.329661504032169,8.578417,15.644507999999998,10.72359,0.9982993,13.479201000000002,11780,8.540339999999999,24.269289,0.11,24.22808,8.497715,8.513519,0.99262077,,,3235.514591693878,,1.0016952,587.9983,14.205753,0.28,0.994
589,590,15.457529000000001,1.0017066,15.644507999999998,9.346542766471936,8.578355,15.644507999999998,10.721894,0.9983023999999999,13.491467000000002,11800,8.540291,24.289883,0.11,24.248714,8.510434,8.513513,0.99262077,,,3247.4506952762604,,1.0016913,588.9984,20.71434,0.28,0.994
590,591,15.459365,1.0017037,15.644507999999998,9.395306188528828,8.578369,15.644507999999998,10.720201,0.99830514,13.496637,11820,8.540314,24.310461,0.11,24.26932,8.553877,8.513582000000001,0.99262077,,,3259.289350509644,,1.001699,589.99835,16.545157999999997,0.28,0.994
591,592,15.466376,1.0017009,15.644507999999998,9.332598086342262,8.578284,15.644507999999998,10.71851,0.99830794,13.506967999999999,11840,8.540239999999999,24.331020000000002,0.11,24.28991,8.49666,8.513553,0.99262077,,,3272.3262979984283,,1.0016952,590.9983,19.610647,0.28,0.994
592,593,15.467663,1.001698,15.644507999999998,9.354818555939657,8.578234,15.644507999999998,10.716822,0.9983110000000001,13.511564000000002,11860,8.540198,24.35156,0.11,24.310492,8.515383,8.5135565,0.99262077,,,3283.9317762851715,,1.0016931999999998,591.9984,16.230435999999997,0.28,0.994
593,594,15.475265499999999,1.0016952,15.644507999999998,9.378802458515539,8.578222,15.644507999999998,10.7151375,0.99831384,13.522466,11880,8.540196,24.372084,0.11,24.33105,8.539239,8.513599000000001,0.99262077,,,3296.590680360794,,1.0016818,592.9984,19.985594,0.28,0.994
594,595,15.477314000000002,1.0016923,15.644507999999998,9.432126280211406,8.578291,15.644507999999998,10.713455,0.99831665,13.5278015,11900,8.540275999999999,24.392591,0.11,24.351591,8.586969999999999,8.513722999999999,0.99262077,,,3309.577472448349,,1.0016875,593.9984,16.6958,0.28,0.994
595,596,15.478689000000001,1.0016894,15.644507999999998,9.408950318783415,8.578327,15.644507999999998,10.711775999999999,0.9983195,13.532454500000002,11920,8.540321,24.413082,0.11,24.372114,8.567283,8.513814,0.99262077,,,3320.8406755924225,,1.0016799,594.9984,16.2991,0.28,0.994
596,597,15.479254999999998,1.0016875,15.644507999999998,9.324306915846284,8.578236,15.644507999999998,10.710099000000001,0.9983223,13.536284,11940,8.540238,24.433554,0.11,24.39262,8.4913435,8.513776,0.99262077,,,3333.1050882339478,,1.0016723,595.9984,15.816997,0.28,0.994
597,598,15.483042999999999,1.0016836999999998,15.644507999999998,9.38394873653791,8.578232,15.644507999999998,10.7084255,0.9983251,13.543328,11960,8.540245,24.454004,0.11,24.413114999999998,8.544008999999999,8.513826,0.99262077,,,3344.8997073173523,,1.0016723,596.9984,17.747004999999998,0.28,0.994
598,599,15.483157,1.0016818,15.644507999999998,9.382706997769409,8.578222,15.644507999999998,10.706755000000001,0.9983279,13.546687,11980,8.540244,24.474443,0.11,24.433586,8.540389999999999,8.513871,0.99262077,,,3356.7886459827423,,1.0016770000000002,597.9984,15.553379999999999,0.28,0.994
599,600,15.484248000000001,1.001678,15.644507999999998,9.358091951169753,8.578178999999999,15.644507999999998,10.705086999999999,0.9983306999999999,13.551010999999999,12000,8.540213,24.494864,0.11,24.454042,8.520717999999999,8.513882,0.99262077,,,3370.5670585632324,,1.0016761,598.9984,16.139662,0.28,0.994
600,601,15.486051999999999,1.0016761,15.644507999999998,9.354381459245046,8.578128999999999,15.644507999999998,10.703422,0.99833345,13.556035999999999,12020,8.540173,24.515266,0.11,24.474482000000002,8.5159855,8.513885499999999,0.99262077,,,3382.3014435768127,,1.0016646,599.9984,16.570007,0.28,0.994
601,602,15.488437,1.0016732,15.644507999999998,9.391242679701946,8.578136,15.644507999999998,10.701759,0.99833626,13.561632000000001,12040,8.540189,24.53565,0.11,24.494905,8.5503645,8.513947,0.99262077,,,3395.8695092201233,,1.0016589,600.9984,16.922667999999998,0.28,0.994
602,603,15.487070000000001,1.0016704,15.644507999999998,9.404472194938784,8.578165,15.644507999999998,10.700099,0.998339,13.563464999999999,12060,8.540227,24.556023,0.11,24.515306,8.562978999999999,8.514028999999999,0.99262077,,,3407.986921787262,,1.0016599,601.9984,14.666045,0.28,0.994
603,604,15.48671,1.0016675,15.644507999999998,9.330396057508317,8.578076,15.644507999999998,10.698442,0.99834174,13.566297,12080,8.540148,24.576376,0.11,24.535692,8.492482,8.513993,0.99262077,,,3420.9323301315308,,1.0016512,602.9984,15.271278,0.28,0.994
604,605,15.483953,1.0016646,15.644507999999998,9.427825853751443,8.578138000000001,15.644507999999998,10.696788,0.9983445,13.566721,12100,8.54022,24.596712,0.11,24.556063,8.584164999999999,8.514108,0.99262077,,,3433.097619533539,,1.001658,603.9984,13.821803,0.28,0.994
605,606,15.486022,1.0016627,15.644507999999998,9.41305256903124,8.578178999999999,15.644507999999998,10.695136,0.9983472,13.5719595,12120,8.540271,24.617033,0.11,24.576414,8.570761,8.514202000000001,0.99262077,,,3445.130462408066,,1.0016531,604.9984,16.739069,0.28,0.994
606,607,15.49526,1.0016589,15.644507999999998,9.423752342821345,8.578234,15.644507999999998,10.693488,0.99834996,13.584354000000001,12140,8.540335,24.637335,0.11,24.596752,8.579639,8.514308999999999,0.99262077,,,3458.139107942581,,1.001655,605.9984,21.094437,0.28,0.994
607,608,15.491391,1.001657,15.644507999999998,9.42221644300718,8.578287,15.644507999999998,10.691841,0.99835265,13.583634,12160,8.540399,24.657621,0.11,24.617071,8.579082000000001,8.514416,0.99262077,,,3470.330874443054,,1.0016483,606.9984,13.144079999999999,0.28,0.994
608,609,15.4908695,1.001654,15.644507999999998,9.42388728432349,8.578337,15.644507999999998,10.690197999999999,0.9983553,13.58625,12180,8.540458000000001,24.677889999999998,0.11,24.637373,8.576114,8.514517999999999,0.99262077,,,3483.739779472351,,1.0016397,607.9984,15.175563,0.28,0.994
609,610,15.485902,1.0016512,15.644507999999998,9.412252986273282,8.578377,15.644507999999998,10.688558,0.9983581,13.584414,12200,8.540508,24.698142999999998,0.11,24.65766,8.571257000000001,8.514610000000001,0.99262077,,,3496.543862819672,,1.0016406999999998,608.9984,12.463344000000001,0.28,0.994
610,611,15.488035,1.0016483,15.644507999999998,9.392590594537351,8.578385,15.644507999999998,10.686919,0.99836075,13.5896635,12220,8.540526,24.71838,0.11,24.677929000000002,8.551763000000001,8.514671,0.99262077,,,3509.0779349803925,,1.0016435,609.9984,16.790953,0.28,0.994
611,612,15.493209,1.0016454,15.644507999999998,9.36329262028118,8.578354,15.644507999999998,10.685285,0.99836344,13.597942999999999,12240,8.540505,24.7386,0.11,24.698180999999998,8.526922,8.514692,0.99262077,,,3521.194043159485,,1.0016359000000001,610.9984,18.65559,0.28,0.994
612,613,15.498244,1.0016435,15.644507999999998,9.358475116307698,8.578308999999999,15.644507999999998,10.683652,0.9983662,13.606076999999999,12260,8.540469,24.758802,0.11,24.718420000000002,8.51874,8.514699,0.99262077,,,3532.5169219970703,,1.0016302,611.9985,18.582386,0.28,0.994
613,614,15.499151999999999,1.0016406999999998,15.644507999999998,9.400292785263867,8.578330000000001,15.644507999999998,10.682021,0.99836874,13.610071,12280,8.540502,24.778992000000002,0.11,24.738634,8.560217999999999,8.514772,0.99262077,,,3546.178378105164,,1.0016245000000001,612.9984,16.056944,0.28,0.994
614,615,15.504525,1.0016378000000001,15.644507999999998,9.364743372539127,8.578296,15.644507999999998,10.680394,0.9983714,13.618522,12300,8.540478,24.79916,0.11,24.758839000000002,8.526083,8.51479,0.99262077,,,3558.176593065262,,1.0016302,613.9984,18.804855,0.28,0.994
615,616,15.509682000000002,1.0016359000000001,15.644507999999998,9.420202384943877,8.578347,15.644507999999998,10.678769,0.99837404,13.626744,12320,8.540539,24.819315,0.11,24.779024,8.577595,8.514892999999999,0.99262077,,,3570.0553436279297,,1.0016245000000001,614.9984,18.682382999999998,0.28,0.994
616,617,15.508904000000001,1.0016321,15.644507999999998,9.363249329089246,8.578313,15.644507999999998,10.677147,0.99837667,13.629024,12340,8.540513,24.839453,0.11,24.799194,8.525111,8.514911,0.99262077,,,3583.653063774109,,1.0016197,615.9984,15.03099,0.28,0.994
617,618,15.507280999999999,1.0016302,15.644507999999998,9.410472788746992,8.578342999999998,15.644507999999998,10.675528,0.9983794,13.630445499999999,12360,8.540554,24.859573,0.11,24.819351,8.566217,8.514992999999999,0.99262077,,,3595.5239307880397,,1.0016226000000001,616.9985,14.507332,0.28,0.994
618,619,15.5116205,1.0016273,15.644507999999998,9.382606002036995,8.578336,15.644507999999998,10.673911,0.9983818999999999,13.637823000000001,12380,8.540557000000002,24.879679,0.11,24.839485,8.541605,8.515036,0.99262077,,,3607.715517282486,,1.0016264000000001,617.9984,18.195911,0.28,0.994
619,620,15.513403,1.0016245000000001,15.644507999999998,9.346436767057499,8.578275,15.644507999999998,10.672297,0.99838454,13.642632,12400,8.540505,24.899767,0.11,24.859606,8.508388,8.515025999999999,0.99262077,,,3619.089703559876,,1.0016167999999999,618.9984,16.61722,0.28,0.994
