,LQGmu1,IWNorm2,TimestepsSoFar,SqrtESSClassic,Iteration,IWMean,ReturnMax,TimeElapsed,ReturnLastEpisode,IWMax,ReturnMin,ReturnAbsMax,target_sum_log_mean,DenMISELogLast,LQGmu01,IWFirstEpisode,IWNorm1,ReturnStepMax,IWMin,URet,LQGsigma,Bound,DenMISEMeanLog,IWLastEpisode,DenMISELogFirst,ReturnMean,MISE
37,-0.624,11.1128235,760,2.8991165,38,0.8478254999999999,17.214376,55.543112516403205,17.125538,7.069687400000001,,17.214376,-10.31725,20.539842999999998,-0.073,,32.21737,0.99999833,,18.90640534842557,0.11,26.422108,13.811798000000001,0.47695935,13.464453,17.002087,14.546505999999999
38,-0.515,12.38525,780,2.1447582,39,0.6811119999999999,17.214376,57.162273645401,17.091991,6.968949,,17.214376,-9.374541,16.03575,-0.057,,26.563368,0.99999833,,18.87128816626115,0.11,27.707943,13.864251000000001,0.020103272,13.438476999999999,17.00439,11.655435
39,-0.498,12.373014,800,2.242829,40,0.6937639,17.214376,58.918811082839966,17.116013,7.331386,,17.214376,-8.822237,16.360872,-0.055,,27.750557,0.99999833,,18.895442991625032,0.11,27.21782,13.91787,5.515295500000001,13.413159,17.007182999999998,11.8672285
40,-0.533,11.5250025,820,2.7149665,41,0.7631706,17.214376,60.27327823638916,17.108273999999998,5.3186160000000005,,17.214376,-7.9373856,17.633460999999997,-0.059,,31.289995,0.99999833,,18.888412616411163,0.11,25.74929,14.000263,3.3812599999999997,13.388467000000002,17.009647,13.068194
41,-0.561,11.588872,840,3.0552306000000002,42,0.84301615,17.214376,61.725019216537476,17.065247,5.763011,,17.214376,-7.3199797,15.591531,-0.063,,35.406677,0.99999833,,18.843547591170115,0.11,25.707047,14.031920999999999,4.2293167,13.364367999999999,17.010970999999998,14.438254999999998
42,-0.561,10.757128,860,3.0957208,43,0.7744433000000001,17.214376,63.29792833328247,17.012787,5.1928053,,17.214376,-7.075143,10.2374935,-0.063,,33.301064000000004,0.99999833,,18.790432468082106,0.11,24.385166,13.939473000000001,0.0009094927,13.340838,17.011015,13.263764000000002
43,-0.638,10.816583999999999,880,3.8413184,44,0.94431686,17.214376,64.70231652259828,17.193275,5.282503,,17.214376,-7.071031,12.256946000000001,-0.075,,41.549942,0.99999833,,18.974370267358925,0.11,25.156176000000002,13.895697,4.3189807,13.317848999999999,17.015156,16.193432
44,-0.704,9.576581,900,5.1210985,45,1.0898358999999997,17.214376,66.7918221950531,17.104042,3.047974,,17.214376,-7.66403,14.660124,-0.087,,49.042614,0.99999833,,18.881034568544322,0.11,25.405598,13.911062,0.53006124,13.295376000000001,17.017129999999998,18.682674
45,-0.708,9.766575999999999,920,5.2878623,46,1.1227023999999999,17.214376,68.46257495880127,17.200056,3.0314388,,17.214376,-7.3323026,10.5169,-0.088,,51.64431,0.99999833,,18.981178712762052,0.11,25.760422,13.838989000000002,3.0314388,13.273397000000001,17.021107,19.24952
46,-0.712,9.775983,940,5.468713,47,1.1374903,17.214376,70.3353555202484,17.162148000000002,2.7679195,,17.214376,-6.9131327,15.02875,-0.089,,53.46204399999999,0.99999833,,18.94362913114772,0.11,25.799015,13.866677,2.4677482000000004,13.251891,17.024107,19.503429999999998
47,-0.716,9.702791,960,5.6681023,48,1.1457586000000002,17.214376,71.73262977600099,17.123016,2.4862561000000003,,17.214376,-6.5745144,13.562412,-0.09,,54.996414,0.99999976,,18.902415870052828,0.11,25.71775,13.862983999999999,2.0988894,13.230838,17.026169,19.643627
48,-0.726,9.40143,980,5.913153,49,1.1345326,17.214376,72.99826574325563,17.16254,2.215624,,17.214376,-6.3389926,15.441718,-0.092,,55.592093999999996,0.99999976,,18.9427263855547,0.11,25.27306,13.897982,0.94245505,13.210218,17.028952,19.450658999999998
49,-0.737,9.12727,1000,6.121226999999999,50,1.1174017,17.214376,74.68176317214966,17.166323000000002,1.9535518,,17.214376,-6.259652,11.867721000000001,-0.094,,55.870087,0.99999976,,18.94530756166672,0.11,24.780972,13.859907000000002,0.47281185,13.190016,17.0317,19.156485
50,-0.744,9.131261,1020,6.2781253,51,1.1240628000000001,17.214376,76.24789786338806,17.13411,1.7899123,,17.214376,-5.9698606,16.962996,-0.096,,57.3272,0.99999976,,18.913251128361964,0.11,24.754019,13.922928,1.6993483,13.170213,17.033708999999998,19.270096
51,-0.762,9.202067999999999,1040,6.3712225,52,1.1274698,17.214376,78.0624852180481,17.183070999999998,1.6922543,,17.214376,-5.9512777,19.698088000000002,-0.1,,58.628426,0.99999976,,18.96332404023099,0.11,24.732971,14.03626,1.5857594,13.150795,17.036579999999997,19.329179999999997
52,-0.778,9.591149,1060,6.212883000000001,53,1.1243149,17.214376,79.42718434333801,17.21019,1.9750195,,17.214376,-6.065785400000001,14.545623999999998,-0.104,,59.588688,0.99999976,,18.99101402897891,0.11,24.818111,14.048164000000002,1.6005273000000002,13.131746,17.039856,19.276602
53,-0.781,9.647386000000001,1080,6.2334814000000005,54,1.1136445,17.214376,81.03627800941467,17.141043,2.109843,,17.214376,-5.751489599999999,15.917907999999999,-0.105,,60.1368,0.99999976,,18.91926786329982,0.11,24.616604000000002,14.084966,1.2604178999999998,13.113054,17.041729999999998,19.093404999999997
54,-0.771,9.388131,1100,6.521110500000001,55,1.1131098,17.214376,83.42674136161806,17.16333,1.7509161,,17.214376,-5.026466,15.830091,-0.102,,61.22104,0.99999976,,18.94431100067742,0.11,24.364573999999998,14.118644,1.1302345,13.094706,17.043941,19.084989999999998
55,-0.748,9.364293,1120,6.689752599999999,56,1.1186572,17.214376,85.74792909622192,17.112738,1.6672318,,17.214376,-4.030336,16.655466,-0.097,,62.644806,0.99999976,,18.891918559935124,0.11,24.326359,14.165869,1.1896331,13.076687,17.045170000000002,19.179867
56,-0.733,9.654382,1140,6.605523599999999,57,1.1188114,17.214376,87.51450943946838,17.169872,1.9512113000000002,,17.214376,-3.3025723,17.018879000000002,-0.093,,63.772247,0.99999976,,18.951053619512226,0.11,24.39548,14.217916500000001,1.5201396999999999,13.058988000000001,17.047358,19.183363
57,-0.727,9.806262,1160,6.597048299999999,58,1.1153859,17.214376,89.36402988433838,17.199926,2.0192292000000003,,17.214376,-2.8654685,14.839534,-0.092,,64.69238,0.99999976,,18.981407669500094,0.11,24.345112,14.230589000000002,1.6417,13.041595,17.049988,19.1263
58,-0.732,9.685363,1180,6.7742830000000005,59,1.1120573999999999,17.27204,90.80639219284058,17.27204,1.8897456000000001,,17.27204,-2.6210835,17.904625,-0.093,,65.61139,0.99999976,,19.05486507508001,0.11,24.170992000000002,14.294723499999998,1.2332604999999999,13.024500999999999,17.053751000000002,19.071695000000002
59,-0.73,9.809368,1200,6.813561999999999,60,1.1139456,17.27204,93.5572428703308,17.224224,1.9068006000000002,,17.27204,-2.2467398999999997,16.23367,-0.093,,66.83674,0.99999976,,19.006017039819923,0.11,24.176247,14.328826000000001,1.8186855,13.007694,17.056591,19.106346
60,-0.724,10.012862,1220,6.799425599999999,61,1.1160936000000001,17.27204,95.93924856185913,17.15004,1.9963707999999998,,17.27204,-1.9365261999999999,10.125172000000001,-0.091,,68.08171,0.99999976,,18.92931120249363,0.11,24.22366,14.261701,1.9963707999999998,12.991164,17.058123000000002,19.143219000000002
61,-0.714,10.3590975,1240,6.668883999999999,62,1.1142518999999997,17.27204,98.24452948570251,17.205921,2.3021846000000004,,17.27204,-1.5475438,10.898474,-0.089,,69.08362,0.99999976,,18.98709832732384,0.11,24.29366,14.209245999999998,2.2335467,12.974903999999999,17.060507,19.113770000000002
62,-0.716,10.300017,1260,6.811085,63,1.1135603,17.27204,100.76634955406188,17.087626999999998,2.1757746,,17.27204,-1.2643903,18.136604000000002,-0.09,,70.1543,0.99999976,,18.864729664639267,0.11,24.171894,14.273307,1.5331643999999998,12.958903,17.060938,19.10015
63,-0.709,10.4267,1280,6.747637700000001,64,1.0993061000000002,17.27204,103.2231810092926,17.025285999999998,2.3692074,,17.27204,-0.90149367,15.095267000000002,-0.088,,70.35559,0.99999976,,18.80294960741184,0.11,23.972853,14.287842999999999,1.2940208999999998,12.943155,17.06038,18.85342
64,-0.714,10.271313000000001,1300,6.9397902,65,1.096627,17.27204,105.29534339904785,17.22052,2.1636037999999997,,17.27204,-0.82352835,8.584785,-0.089,,71.280754,0.99999976,,19.002619257015702,0.11,23.786514,14.201548999999998,1.2397131000000001,12.927651,17.062845000000003,18.80883
65,-0.721,10.110833999999999,1320,7.141547999999999,66,1.0940456,17.27204,107.14958071708679,17.106213,1.9217137,,17.27204,-0.72066694,12.243527,-0.091,,72.20701,0.99999976,,18.88628330356844,0.11,23.600965,14.173275,1.1156561000000003,12.912384,17.063503,18.763907999999997
66,-0.719,10.20675,1340,7.191991000000001,67,1.0956247,17.27204,109.29724979400636,17.154154000000002,1.9461990000000002,,17.27204,-0.42197806,17.116497,-0.09,,73.40685,0.99999976,,18.935090289576603,0.11,23.594160000000002,14.218548,1.7312956999999998,12.897346,17.064854,18.791029
67,-0.719,10.259476,1360,7.2795057,68,1.0982928,17.27204,111.6373782157898,17.12334,1.9031181000000001,,17.27204,-0.1757164,16.32845,-0.09,,74.683914,0.99999976,,18.902806052168547,0.11,23.581474,14.250922000000001,1.6990016,12.882531,17.065718,18.836085999999998
68,-0.725,10.111943,1380,7.4407935,69,1.0904475,17.27204,113.72590517997742,17.109903,1.7582997,,17.27204,-0.017626443999999998,17.451079999999997,-0.092,,75.24088,0.99999976,,18.888848991856733,0.11,23.34369,14.298669,0.7741962,12.867932000000001,17.066357,18.701164000000002
69,-0.722,10.266688,1400,7.449046000000001,70,1.092529,17.27204,116.36963820457458,17.14951,1.8171148000000001,,17.27204,0.27888270000000004,16.051647,-0.091,,76.477036,0.99999976,,18.928288862455254,0.11,23.374191,14.324954,1.8171148000000001,12.853543,17.067543,18.736809
70,-0.715,10.525874,1420,7.391505,71,1.0958035,17.27204,118.69054126739502,17.09374,2.0950756,,17.27204,0.5088245,9.347663,-0.09,,77.80205,0.99999976,,18.869910438932887,0.11,23.464703,14.256104999999998,2.0950756,12.839358,17.067913,18.791218
71,-0.709,10.789696000000001,1440,7.323457,72,1.0974704,17.27204,121.01765823364258,17.133389,2.173564,,17.27204,0.8362079,17.383703,-0.088,,79.01787,0.99999976,,18.913906836239992,0.11,23.536062,14.300822,2.1068208,12.825372999999999,17.068820000000002,18.819153
72,-0.706,10.959155,1460,7.330310300000001,73,1.1004658999999999,17.27204,122.99035453796387,17.041757999999998,2.1829827,,17.27204,1.0672636999999998,14.389207,-0.088,,80.33400999999999,0.99999976,,18.819957869140023,0.11,23.579935,14.303309,2.0322346999999996,12.811579,17.06845,18.867435
73,-0.706,11.021965,1480,7.405885700000001,74,1.1030731000000003,17.27204,125.20098638534546,17.082335,2.154889,,17.27204,1.2705307,15.300932000000001,-0.088,,81.62741,0.99999976,,18.85962188937993,0.11,23.574978,14.318092000000002,1.839278,12.797974,17.06864,18.91057
74,-0.7,11.263161,1500,7.356053999999999,75,1.1046989,17.27204,127.15866708755492,17.081512,2.3000362,,17.27204,1.5540581,17.473978,-0.087,,82.85242,0.99999976,,18.860040109661707,0.11,23.6323,14.361487,2.1716597,12.784550999999999,17.068811,18.936293
75,-0.703,11.086337,1520,7.481923599999999,76,1.0914096000000002,17.27204,128.9624719619751,17.098873,2.1582003,,17.27204,1.6687558,13.451726,-0.087,,82.94713,0.99999976,,18.87728081437796,0.11,23.325530999999998,14.350832999999998,0.47682062,12.771305,17.069208,18.708525
76,-0.697,11.268767,1540,7.4089713,77,1.0842854,17.27204,131.17965483665466,17.133879,2.339697,,17.27204,1.9736718,19.820857999999998,-0.086,,83.489975,0.99999976,,18.913837637137338,0.11,23.248179999999998,14.423010000000001,1.6116011000000001,12.758233,17.070045,18.585714000000003
77,-0.693,11.272805,1560,7.378867,78,1.0664171,17.27204,133.84951424598694,17.062008,2.4101114,,17.27204,2.1416880000000003,13.286297,-0.085,,83.180534,0.99999976,,18.840308710730234,0.11,22.960106,14.409464999999999,0.520034,12.745330000000001,17.069942,18.278617999999998
78,-0.697,11.086302,1580,7.503379,79,1.0529711000000002,17.27204,135.97944521903992,17.095425,2.2679953999999998,,17.27204,2.2503545,14.200207,-0.086,,83.18472,0.99999976,,18.87381378850232,0.11,22.652115,14.407607,0.33636332,12.732591000000001,17.070267,18.048310999999998
79,-0.701,10.974685000000001,1600,7.695935,80,1.0557557,17.27204,137.94205164909366,17.189056,2.0885384,,17.27204,2.3853765,16.217782999999997,-0.087,,84.46046,0.99999976,,18.971724034257072,0.11,22.585998999999997,14.430852999999999,1.4573911,12.720011999999999,17.07175,18.097385
80,-0.705,10.911083999999999,1620,7.8514295,81,1.0576248,17.27204,140.24310922622678,17.103865,1.9596421999999998,,17.27204,2.5710732999999997,19.888538,-0.087,,85.66761,0.99999976,,18.882034347466156,0.11,22.528812,14.498880999999999,1.4322098,12.707589,17.072147,18.129095
81,-0.707,10.894714,1640,7.9778166,82,1.0599515,17.27204,142.83129787445068,17.146551000000002,1.9082522000000002,,17.27204,2.7290332000000004,17.206754999999998,-0.088,,86.91603,0.99999976,,18.925916528815087,0.11,22.499321,14.532573999999999,1.5111923999999999,12.695319,17.073055,18.169304
82,-0.701,11.1137,1660,7.917654,83,1.0601739,17.27204,145.15149188041687,17.048344,2.0227275000000002,,17.27204,2.9440433999999995,14.8760195,-0.087,,87.99443000000001,0.99999976,,18.8264409886054,0.11,22.533371,14.5374,1.8752522,12.683197999999999,17.072758,18.170451999999997
83,-0.704,11.0144005,1680,8.062378,84,1.0571698,17.27204,147.65548157691956,17.138275,1.9019587,,17.27204,3.1031537,18.987719,-0.087,,88.80226,0.99999976,,18.917508373987058,0.11,22.403978,14.591063,1.052151,12.671222,17.073538,18.119377
84,-0.705,11.04383,1700,8.156985,85,1.059816,17.27204,149.86402678489685,17.1332,1.8648763,,17.27204,3.2612875,16.996725,-0.088,,90.08436,0.99999976,,18.912703342762807,0.11,22.399664,14.620007000000001,1.597197,12.659388,17.07424,18.164757
85,-0.703,11.180099,1720,8.177425999999999,86,1.0630747999999999,17.27204,152.54292273521426,17.20707,1.892384,,17.27204,3.4518212999999998,17.223236,-0.087,,91.42443,0.99999976,,18.988519030813727,0.11,22.446135,14.650943,1.8381557000000002,12.647691,17.075782999999998,18.221813
86,-0.699,11.353744500000001,1740,8.154095,87,1.0641322,17.27204,155.0843594074249,17.156841,1.9946675,,17.27204,3.6266703999999996,14.727079999999999,-0.086,,92.57950600000001,0.99999976,,18.937217721903398,0.11,22.476229999999997,14.652513500000001,1.8135,12.63613,17.076714000000003,18.239822
87,-0.698,11.436096000000001,1760,8.207108,88,1.0665599,17.27204,157.32990765571594,17.093557,1.9946351000000002,,17.27204,3.8243574999999996,19.869753,-0.086,,93.85727,0.99999976,,18.87328679851958,0.11,22.489470999999998,14.712498000000002,1.7352066000000002,12.6247015,17.076904000000003,18.280428
88,-0.701,11.382035,1780,8.331029,89,1.065439,17.27204,159.71596837043762,17.088726,1.9071807,,17.27204,3.9615366,17.633253,-0.087,,94.824066,0.99999976,,18.86873012027711,0.11,22.407207,14.746034,1.2468818000000002,12.613402,17.077038,18.260773
89,-0.702,11.374323,1800,8.439906,90,1.0666468999999998,17.27204,162.23260784149167,17.041335999999998,1.837551,,17.27204,4.1010919999999995,17.609497,-0.087,,95.99821999999999,0.99999976,,18.81943267647525,0.11,22.373032000000002,14.778548,1.4570020000000001,12.602229,17.076641,18.280086999999998
90,-0.704,11.372530000000001,1820,8.538052,91,1.0670247,17.27204,165.0358090400696,17.196053,1.7823050999999999,,17.27204,4.2318783,16.866272,-0.087,,97.09924000000001,0.99999976,,18.978123166338406,0.11,22.333496,14.802197,1.3902016000000001,12.591178999999999,17.077953,18.2876
91,-0.704,11.416258000000001,1840,8.607857000000001,92,1.068147,17.27204,168.10581612586975,17.161747000000002,1.7643787,,17.27204,4.3882203,18.323069,-0.087,,98.26951600000001,0.99999976,,18.942709239398138,0.11,22.320320000000002,14.841172,1.5103712,12.58025,17.078865,18.307234
92,-0.707,11.344431,1860,8.731833,93,1.0651363,17.27204,170.87243723869327,17.160320000000002,1.7147733,,17.27204,4.5247455,19.935478,-0.088,,99.05768,0.99999976,,18.94066817914842,0.11,22.212286,14.896657999999999,0.9928578000000001,12.569439,17.07974,18.256178
93,-0.711,11.270508999999999,1880,8.857467999999999,94,1.0620018,17.27204,173.39368987083438,17.016262,1.6602395,,17.27204,4.6152163,16.5787,-0.089,,99.82817,0.99999976,,18.79239843614985,0.11,22.101582,14.915223000000001,0.93728864,12.5587435,17.079065,18.201586
