,DenMISEMeanLog,IWMin,Bound,IWMean,LQGmu01,DenMISELogLast,target_sum_log_mean,DenMISELogFirst,TimeElapsed,LQGmu1,ReturnMin,ReturnStepMax,IWLastEpisode,TimestepsSoFar,ReturnMax,URet,SqrtESSClassic,LQGsigma,ReturnAbsMax,IWFirstEpisode,IWNorm2,IWNorm1,Iteration,ReturnMean,ReturnLastEpisode,IWMax,MISE
0,18.60218,,48.093920000000004,1.1938178999999998,-0.01,18.60218,18.779336999999998,18.60218,0.15344977378845215,-0.104,,0.9625284,1.1938178999999998,20,15.058442000000001,16.687925283112616,1.0,0.11,15.058442000000001,1.1938178999999998,1.1938178999999998,1.1938178999999998,1,15.058442000000001,15.058442000000001,1.1938178999999998,17.977037
1,19.946243,,36.6634,0.9069190999999999,-0.012,21.197807,19.840778,18.694677,4.118679761886597,-0.118,,0.9963950999999999,1.0194801,40,15.858192,17.55842083274458,1.4034454,0.11,15.858192,0.7943581999999999,1.2924181000000001,1.8138381999999997,2,15.458317000000001,15.858192,1.0194801,14.064454999999999
2,20.507078,,34.795326,1.0288917,-0.011,21.69329,20.525856,18.623667,4.553318738937378,-0.114,,0.99872524,0.8359266,60,16.062065,17.7831737732136,1.7165558,0.11,16.062065,1.0958767,1.7981793000000001,3.0866752,3,15.659566,16.062065,1.1548721000000002,16.08103
3,20.001852,,30.23037,0.8136844,-0.01,18.466379999999997,19.714897,18.647354,4.8455328941345215,-0.098,,0.9999798000000001,0.38436909999999996,80,16.314276,18.052496439236148,1.8761892,0.11,16.314276,0.85346305,1.7347598000000002,3.2547376,4,15.823244,16.314276,1.2312745,12.839506
4,18.73174,,32.119095,1.1117261999999999,-0.011,13.811044,18.83213,18.617607,5.060530662536621,-0.106,,0.9999798000000001,1.1635369,100,16.314276,17.0359335429336,2.2249383999999996,0.11,16.314276,1.2159737,2.4983304,5.558631,5,15.735866,15.386351000000001,1.2159737,17.454172
5,18.508492,,32.751205,1.1538298,-0.012,17.300829999999998,18.556719,18.652971,5.309931993484497,-0.115,,0.9999798000000001,1.9546065,120,16.314276,17.505903855766107,2.2511597,0.11,16.314276,0.9752396000000001,3.0752945,6.922979,6,15.747585,15.806182999999999,1.9546065,18.257097
6,18.513270000000002,,32.302009999999996,0.9544976999999999,-0.013,18.425639999999998,17.922943,18.649427,5.706913471221924,-0.128,,0.9999798000000001,0.9945864,140,16.314276,17.519971159662415,1.9071436999999998,0.11,16.314276,0.29157996,3.5033982000000004,6.6814837,7,15.757462,15.816717,2.7721276,15.193414
7,17.892178,,23.375063,0.30566722,-0.015,13.6283045,15.150447,18.556704999999997,5.9691455364227295,-0.146,,0.9999798000000001,0.41019768,160,16.314276,17.548723296533286,1.7639159,0.11,16.314276,0.007892174,1.386312,2.4453378,8,15.767988,15.8416815,1.1169133999999998,4.877269999999999
8,17.914051,,31.73772,1.0696933000000002,-0.013,18.73957,17.335619,18.439909,6.283124208450317,-0.132,,0.9999798000000001,2.977879,180,16.314276,17.78345610547139,2.2252352,0.11,16.314276,0.17556028,4.326392,9.627239999999999,9,15.800532999999998,16.060894,2.977879,17.074753
9,17.36974,,34.19283,1.041191,-0.014,12.448514999999999,16.05569,18.353868,6.54974365234375,-0.142,,0.9999798000000001,4.320739700000001,200,16.697182,18.457350484890693,1.9376873,0.11,16.697182,0.02842455,5.3733697,10.41191,10,15.890198000000002,16.697182,4.320739700000001,16.958694
10,17.295386999999998,,33.144073,0.8048958,-0.015,16.581545000000002,15.086758999999999,18.261395999999998,7.063278675079347,-0.15,,0.9999798000000001,0.60941,220,16.697182,17.69944435923191,1.6736518,0.11,16.697182,0.0038798158000000003,5.290141,8.853854,11,15.898548000000002,15.982045999999999,4.8650875,13.191082000000002
11,17.267452,,32.860527000000005,0.5417350000000001,-0.017,17.204872,12.561527,18.174738,7.4733026027679434,-0.167,,0.9999798000000001,1.4290118,240,16.697182,18.19229233220017,1.398303,0.11,16.697182,1.784515e-05,4.649078,6.5008197,12,15.943867000000001,16.442373,4.4012839999999995,8.978462
12,16.63185,,40.314644,0.9833908000000001,-0.018,9.484964999999999,11.170802,18.094696,7.95711874961853,-0.174,,0.9999798000000001,8.623429,260,16.697182,18.37139903379016,1.3926038,0.11,16.697182,1.3739905e-06,9.179984,12.7840805,13,15.995504,16.615149,8.623429,16.334843
13,16.547092000000003,,35.040859999999995,0.8457271000000001,-0.019,15.605441,8.458646,18.020588,8.398564577102661,-0.189,,0.9999798000000001,4.750353,280,16.697182,18.433879968215468,1.5928632999999999,0.11,16.697182,2.1589912e-09,7.433267599999999,11.840179,14,16.043951,16.673769,5.565214599999999,14.075871
14,16.497276,,43.651943,1.3220345,-0.02,16.034132,7.8917565000000005,17.951595,8.863793849945068,-0.194,,0.9999798000000001,11.868959,300,16.697182,18.324221806764193,1.5387115,0.11,16.697182,1.6411265e-10,12.887742,19.830517,15,16.079292000000002,16.574057,11.868959,21.949133
15,16.411327,,32.524937,1.0863357,-0.018,15.025223,11.657535000000001,17.887056,9.476570367813109,-0.178,,0.9999798000000001,3.8459737,320,16.697182,18.345152407245678,2.306509,0.11,16.697182,3.7513908e-07,7.535791400000001,17.38137,16,16.11104,16.587254,3.8538233999999996,18.046623
16,16.4386,,34.140366,1.2026801999999999,-0.019,16.855705,10.383626,17.826431,9.911061048507689,-0.187,,0.9999798000000001,4.254272,340,16.718082,18.47764903303637,2.365179,0.11,16.718082,5.4862080000000004e-09,8.644404,20.445564,17,16.146748000000002,16.718082,4.736118,20.003525
17,16.46471,,33.38195,1.0842776,-0.021,16.789974,7.333652000000001,17.769274,10.47990894317627,-0.205,,0.9999798000000001,3.733231,360,16.718082,18.38961330965039,2.1775648999999997,0.11,16.718082,8.440604e-13,8.962763,19.516998,18,16.173489,16.628086,6.548926,18.027107
