,ReturnMin,IWFirstEpisode,LQGmu1,ReturnLastEpisode,ReturnMax,DenMISELogLast,IWMean,target_sum_log_mean,LQGmu01,ReturnStepMax,TimeElapsed,DenMISEMeanLog,MISE,Bound,LQGsigma,URet,TimestepsSoFar,SqrtESSClassic,IWNorm1,IWMin,IWNorm2,IWLastEpisode,ReturnAbsMax,IWMax,Iteration,DenMISELogFirst,ReturnMean
0,,0.9803347,-0.102,15.644507999999998,15.644507999999998,17.102016,0.9803347,17.082155,-0.01,0.99262077,0.4576306343078613,17.102016,15.336854,16.909185,0.11,17.332240856619553,20,1.0,0.9803347,,0.9803347,0.9803347,15.644507999999998,0.9803347,1,17.102016,15.644507999999998
1,,0.21291006,-0.077,15.465523000000001,15.644507999999998,10.611626,0.24123718,12.422963000000001,-0.008,0.9978294,18.22577667236328,13.85188,3.7499132000000004,4.869358999999999,0.11,17.14510254600088,40,1.4045633,0.48247436,,0.34350488,0.2695643,15.644507999999998,0.2695643,2,17.092133999999998,15.555016
2,,0.8355440000000001,-0.087,15.563003,15.644507999999998,12.900849000000001,0.7974197,13.094807000000001,-0.009,0.9978294,18.731736660003666,13.340426,12.40175,13.325626999999999,0.11,17.238750903689844,60,1.7018838,2.3922591,,1.4056536,0.59663373,15.644507999999998,0.96008146,3,16.78783,15.557678
3,,1.3676986,-0.096,15.282758,15.644507999999998,16.779678,1.3724658,14.477026,-0.01,0.9978294,19.523985385894772,14.160663000000001,21.255014000000003,22.041372,0.11,16.939650697617793,80,1.9995104,5.489863400000001,,2.7456037999999996,1.4098818000000002,15.644507999999998,1.4098818000000002,4,16.745848000000002,15.488948
4,,1.3274735,-0.098,15.338791,15.644507999999998,19.788868,1.3109533000000002,15.613754,-0.01,0.9978294,20.36485195159912,15.343770000000001,20.270502,20.974216000000002,0.11,17.00706054053907,100,2.2343352000000003,6.554766000000001,,2.9336537999999996,1.2384653,15.644507999999998,1.3967252000000001,5,16.816809,15.458917999999999
5,,1.2551641000000002,-0.101,15.672266,15.672266,17.32009,1.2470199,15.932744,-0.01,0.9978294,21.152101516723636,15.715235999999999,19.333399,19.978535,0.11,17.35721029163308,120,2.4415357,7.482119,,3.0645133999999996,1.3588395,15.672266,1.3913659999999999,6,16.869951,15.494475
6,,1.1808596000000002,-0.096,14.819839499999999,15.672266,15.245731,1.1013613000000002,15.751311,-0.01,0.9978294,22.28872847557068,15.677806,17.003088,17.608347,0.11,16.43054383761574,140,2.6023917,7.709528999999999,,2.9624782000000005,0.6113821999999999,15.672266,1.2150116000000002,7,16.905754,15.398098999999998
7,,0.47492498,-0.117,15.93561,15.93561,15.200448999999999,1.5022316,14.587689000000001,-0.012,0.9978294,23.31723165512085,15.628872,23.799234,25.034172,0.11,17.637968220983375,160,1.2968997,12.017853,,9.266602,9.181353,15.93561,9.181353,8,16.92811,15.465287
8,,0.1210318,-0.128,16.062656,16.062656,18.637915,1.6169316,13.847656,-0.013,0.9978294,24.402487754821774,15.981544,25.83503,26.919355,0.11,17.780199898976146,180,1.4888116000000002,14.552384,,9.774497,6.993523,16.062656,6.993523,9,16.867995999999998,15.531661999999999
9,,0.10143107,-0.129,15.969745000000001,16.062656,7.283290400000001,1.4751046,13.124598,-0.013,0.9978294,25.372477054595947,15.138931,23.558532999999997,24.456488,0.11,17.663419151927982,200,1.7978174999999998,14.751045999999999,,8.204974,5.378639700000001,16.062656,5.378639700000001,10,16.775995,15.575470000000001
10,,0.006633643000000001,-0.143,16.22092,16.22092,14.966548999999999,0.89309126,11.082801,-0.014,0.99902046,26.70784592628479,15.147335,14.328382000000001,15.149567999999999,0.11,17.953222021206965,220,1.985255,9.824003999999999,,4.948485,2.3337736000000002,16.22092,3.0427522999999996,11,16.690777,15.634147
11,,,-1.0,15.864988,16.22092,12.864528,,-543.00885,-0.941,0.9998195,27.460988283157352,14.944447,,0.47061667,0.11,17.582794461258725,240,3.4641013,1.2e-09,,3.4641017999999997e-10,,16.22092,,12,16.604368,15.653383999999999
12,,,-1.0,16.471636,16.471636,6.0237193,1.1348216999999998,-501.03485,-0.977,0.9998195,28.46718955039978,14.184351000000001,18.69237,20.347832,0.11,18.17870791352236,260,1.0,14.752682,,14.752682,14.752682,16.471636,14.752682,13,16.524326000000002,15.716328
13,,,-1.0,16.510576,16.510576,13.632532999999999,1.0816503999999998,-463.9847,-0.966,0.9998195,29.663829565048214,14.130289999999999,17.836674,19.011192,0.11,18.217723655582088,280,1.4128126,15.143105499999999,,10.7184105,7.234283400000001,16.510576,7.908822,14,16.450218,15.773057999999999
14,,,1.0,16.64473,16.64473,11.389505,,-1562.5692,1.0,0.9998195,30.905455112457275,13.940805,,0.43193012,0.11,18.365095612472192,300,3.8729835,1.5e-09,,3.8729833e-10,,16.64473,,15,16.381226,15.831171
15,,,1.0,8.70722,16.64473,-11.982928999999999,,-1476.7544,1.0,0.9998195,31.913746118545532,12.260067,,0.41821456,0.11,9.543962837582292,320,4.0,1.6e-09,,4e-10,,16.64473,,16,16.316686999999998,15.385923000000002
16,,,1.0,8.523164999999999,16.64473,12.328511,0.5,-1389.0354,1.0,0.9998195,32.83523416519165,12.207035000000001,4.2615824,5.934440599999999,0.11,9.364636960574991,340,1.0,8.5,,8.5,8.5,16.64473,8.5,17,16.256062,14.982231
17,,,1.0,8.516451,16.64473,15.767242000000001,0.6666667,-1310.8912,1.0,0.9998195,33.689640998840325,12.373367,5.6798720000000005,6.8627615,0.11,9.354285692891224,360,1.4142137,12.0,,8.485281,6.0,16.64473,6.0,18,16.198902,14.623021
18,,,1.0,8.514043,16.64473,14.310835999999998,0.7500001999999999,-1241.0618,1.0,0.9998195,34.51578187942505,12.454399,6.3884163,7.3542414,0.11,9.350870392330243,380,1.7320508000000001,14.250004,,8.227243,4.75,16.64473,4.7500043,19,16.144835999999998,14.301495999999998
19,,,1.0,8.532336,16.64473,14.034587,0.79999983,-1178.2377,1.0,0.9998195,35.5101432800293,12.518152,6.8171973,7.653626400000001,0.11,9.370902328206594,400,2.0,15.999996,,7.999998,4.0,16.64473,4.0,20,16.093542000000003,14.013039000000001
20,,,1.0,8.56066,16.64473,7.335404,0.83333343,-1121.7222,1.0,0.9998195,36.54726386070252,12.259615,7.1077766,7.8559017,0.11,9.400272217347553,420,2.2360678,17.500002,,7.826239,3.500001,16.64473,3.5000025999999997,21,16.044752,13.753402
21,,,1.0,8.549387,16.64473,15.079123999999998,0.8571426999999999,-1069.9973,1.0,0.9998195,37.25047540664673,12.378404,7.3137193,7.9966607000000005,0.11,9.389018771829967,440,2.4494898,18.85714,,7.698395,3.1428564,16.64473,3.1428578,22,15.998232000000002,13.516855
22,,,1.0,8.559844,16.64473,15.297466,0.87500024,-1022.7647,1.0,0.9998195,38.293302297592156,12.497634,7.469487700000001,8.1017685,0.11,9.400169405550967,460,2.6457515,20.125006,,7.606536999999999,2.8750014,16.64473,2.8750014,23,15.953779999999998,13.301332999999998
23,,,1.0,8.559237,16.64473,14.742934,0.88888884,-979.4943,1.0,0.9998195,39.641039848327644,12.584755,7.5905685,8.1820135,0.11,9.399493943036985,480,2.828427,21.333332000000002,,7.542472,2.6666665000000003,16.64473,2.6666665000000003,24,15.9112215,13.103745
24,,,1.0,8.538298,16.64473,16.20543,0.8999999,-939.6297,1.0,0.9998195,40.72866082191467,12.724109,7.6853414,8.242961,0.11,9.379596084069828,500,3.0000002,22.499998,,7.499999000000001,2.4999987999999997,16.64473,2.5000012000000003,25,15.870398999999999,12.921128
25,,,1.0,8.502951,16.64473,10.971103999999999,0.9090906999999999,-903.0350300000001,1.0,0.9998195,42.024289131164544,12.651966,7.759668400000001,8.288672,0.11,9.342287291211194,520,3.1622775,23.636357999999998,,7.474473,2.3636355,16.64473,2.3636377,26,15.831179,12.751199
26,,,1.0,8.530049,16.64473,15.013592000000001,0.9166667,-869.0032,1.0,0.9998195,42.8521990776062,12.735317,7.823868300000001,8.328254,0.11,9.366514013103517,540,3.3166248999999994,24.75,,7.4624057,2.25,16.64473,2.25,27,15.793438,12.59486
27,,,1.0,8.548941000000001,16.64473,10.628026,0.92307675,-837.5604,1.0,0.9998195,43.94870114326477,12.656433,7.879643,8.3625555,0.11,9.389942981617496,560,3.4641013,25.84615,,7.4611410000000005,2.1538455,16.64473,2.1538475,28,15.757071,12.450363000000001
28,,,1.0,8.466183000000001,16.64473,12.182414999999999,0.92857134,-808.2338,1.0,0.9998195,45.35563826560974,12.636871000000001,7.9215384,8.385506,0.11,9.298554221030132,580,3.6055512000000003,26.92857,,7.4686418,2.0714278000000004,16.64473,2.0714297,29,15.721979000000001,12.312977
29,,,1.0,8.566061,16.64473,15.742481,0.93333346,-780.7448,1.0,0.9998195,46.418885231018066,12.737517,7.964508,8.411598,0.11,9.407010375731627,600,3.7416572999999995,28.000003999999997,,7.483316,2.0000009999999997,16.64473,2.0000009999999997,30,15.688077999999999,12.188080000000001
30,,,1.0,8.579703,16.64473,15.895060999999998,0.93750006,-755.02545,1.0,0.9998195,47.42580795288086,12.836788,8.002957,8.434888,0.11,9.420514933092676,620,3.8729832,29.062502000000002,,7.503906,1.9375008000000002,16.64473,1.9375008000000002,31,15.655288,12.07168
31,,,1.0,8.567407000000001,16.64473,14.256603,0.9411765,-730.9656,1.0,0.9998195,48.67957353591919,12.8788185,8.0361595,8.454374000000001,0.11,9.41149832962167,640,4.0,30.117646999999998,,7.529412,1.882353,16.64473,1.882353,32,15.623539000000001,11.962172
32,,,1.0,8.573996000000001,16.64473,14.314198999999999,0.94444466,-708.3629,1.0,0.9998195,49.874769926071174,12.920189,8.066041,8.471767999999999,0.11,9.416464103429817,660,4.123106,31.166674,,7.559028,1.8333325,16.64473,1.8333343,33,15.592768,11.8595
