,DenMISEMeanLog,ReturnAbsMax,Bound,MISE,TimestepsSoFar,LQGmu01,IWMean,LQGmu1,IWLastEpisode,IWNorm2,IWMin,ReturnMin,ReturnLastEpisode,target_sum_log_mean,DenMISELogFirst,IWMax,Iteration,ReturnStepMax,IWNorm1,ReturnMax,URet,ReturnMean,SqrtESSClassic,TimeElapsed,LQGsigma,IWFirstEpisode,DenMISELogLast
0,13.511501,15.807039999999999,47.42112,1.6317088e-10,20,-0.02,1.0322671499999999e-11,-0.193,1.0322671499999999e-11,1.10322675e-10,,,15.807039999999999,-11.785177000000001,13.511501,1.0322671499999999e-11,1,0.99233466,1.10322675e-10,15.807039999999999,17.497854397219367,15.807039999999999,1.0,0.7956621646881104,0.11,1.0322671499999999e-11,13.511501
1,14.486259,16.416923999999998,63.54136,14.29059,40,-0.019,0.87047917,-0.185,1.7409583,1.7409583,,,16.416923999999998,4.2178907,12.818355,1.7409583,2,0.99936074,1.7409583,16.416923999999998,18.165385368983713,16.111982,1.0,15.832318544387816,0.11,6.921826400000001e-10,16.154163
2,14.148762,16.523888,60.95788,24.29509,60,-0.018,1.4765453000000002,-0.179,1.5357969999999999,3.276122,,,16.523888,8.60399,12.4128895,2.893839,3,0.9996315999999998,4.429636,16.523888,18.27017719207366,16.249285,1.3520974,16.748847007751465,0.11,1.3427674999999999e-08,13.658501999999999
3,14.66557,16.661260000000002,57.58568199999999,23.871208,80,-0.018,1.4483063999999999,-0.174,1.0259808000000001,3.9075787,,,16.661260000000002,11.14707,12.125207000000001,3.5780309999999997,4,0.99989027,5.793226,16.661260000000002,18.422175358589737,16.35228,1.4825615,17.6706383228302,0.11,1.7688708e-07,15.990357000000001
4,13.69241,16.661260000000002,55.776061999999996,24.232315,100,-0.017,1.4723494,-0.167,1.5052736,4.6458483,,,16.436629999999997,11.412747999999999,11.902063,4.243809,5,0.99989027,7.361747,16.661260000000002,18.168125605550454,16.36915,1.5845861,18.700413703918453,0.11,2.7164156e-06,9.56477
5,14.392773000000002,16.661260000000002,58.583702,30.056381,120,-0.016,1.8503307,-0.162,4.6902795,6.336252,,,15.958042,12.944974,11.719743,4.6902795,6,0.99989027,11.101984,16.661260000000002,17.682752509805212,16.300629999999998,1.7521373,20.050271511077877,0.11,2.0505628000000002e-05,17.629597
6,14.20965,16.661260000000002,55.16738,26.439077,140,-0.016,1.627967,-0.154,0.85902315,6.549746,,,16.510761,13.124041,11.565596000000001,4.841695,7,0.99989027,11.395769,16.661260000000002,18.255133548784517,16.330648,1.7398794999999998,21.022730827331547,0.11,0.00031587336,12.572556500000001
7,14.348764000000001,16.661260000000002,40.223312,19.260096,160,-0.016,1.1779084999999998,-0.16,1.3369628,3.9521227,,,16.503166,13.265327,11.432109,2.347121,8,0.99989027,9.423267999999998,16.661260000000002,18.248794601816343,16.352215,2.3843563,22.460140943527218,0.11,5.0270733e-05,14.941874499999999
8,14.215498,16.661260000000002,16.661260000000002,4.5640708e-20,180,0.003,2.8873658e-21,0.03,1.1136468e-36,3e-10,,,16.513985,-61.687527,11.314332,2.5986291000000002e-20,9,0.99989027,8.999999599999999e-10,16.661260000000002,18.252203474454703,16.370188,3.0,23.68416976928711,0.11,2.5986291000000002e-20,13.0194645
9,11.581845,16.661260000000002,62.51475500000001,12.530977,200,0.003,1.2621122999999999,0.027,12.621122,12.621122,,,9.9285755,-54.674296999999996,11.208972,12.621122,10,0.99989027,12.621122,16.661260000000002,10.883671125869403,15.726028,1.0,24.93964457511902,0.11,1.6519539000000001e-19,-11.1728
