,ReturnMean,ReturnStepMax,DenMISELogFirst,URet,IWMin,IWMean,target_sum_log_mean,TimestepsSoFar,MISE,IWFirstEpisode,LQGmu1,ReturnMin,DenMISELogLast,LQGmu01,ReturnAbsMax,DenMISEMeanLog,ReturnMax,IWMax,ReturnLastEpisode,LQGsigma,IWNorm2,Bound,Iteration,IWLastEpisode,TimeElapsed,IWNorm1,SqrtESSClassic
0,15.807039999999999,0.99233466,13.511501,17.497854397219367,,1.1503258,13.6515465,20,18.183247,1.1503258,-0.09,,13.511501,-0.009,15.807039999999999,13.511501,15.807039999999999,1.1503258,15.807039999999999,0.11,1.1503258,49.797325,1,1.1503258,0.3636031150817871,1.1503258,1.0
1,15.565791,0.99233466,13.583974,16.976274135923074,,1.9361453999999998,17.008377,40,29.901669000000002,0.9580409,-0.086,,19.406029999999998,-0.009,15.807039999999999,16.495003,15.807039999999999,2.91425,15.324542000000001,0.11,3.0676854,54.946804,2,2.91425,3.6280977725982666,3.8722907999999996,1.2622843000000001
2,15.387994,0.99233466,13.569888,16.651802533807928,,1.7837998,16.10589,60,27.318647,0.6175934000000001,-0.078,,13.886934,-0.008,15.807039999999999,15.785459,15.807039999999999,3.5364876000000005,15.0324,0.11,3.7844071,49.67552,3,1.1973181999999998,3.9374387264251713,5.351399400000001,1.4140655
3,15.414589000000001,0.99233466,13.469403,17.166203044510073,,1.2113339,15.753546,80,18.594723000000002,0.27666065,-0.07,,15.922077999999999,-0.007,15.807039999999999,15.929307000000001,15.807039999999999,2.9662411,15.494373000000001,0.11,3.1994328,39.469879999999996,4,0.99787176,4.122465133666991,4.8453355,1.5144358
4,15.226529999999999,0.99233466,13.313138,16.004908299161308,,1.3905323,14.152965,100,20.654068,0.13316178,-0.064,,8.628242,-0.006,15.807039999999999,14.487604999999999,15.807039999999999,3.9456358,14.474294,0.11,4.4634123,40.949413,5,3.9456358,4.434029579162598,6.9526615000000005,1.557701
5,14.964959,0.99233466,13.1571,15.185405418357568,,1.5798565,14.768826500000001,120,22.604548,0.10382138,-0.062,,17.501389,-0.006,15.807039999999999,15.023379,15.807039999999999,4.4767766,13.657106,0.11,5.444662999999999,40.76316,6,4.4767766,4.759633779525757,9.479139,1.7409965
6,14.919989999999999,0.99233466,13.020104,16.221619967373755,,0.8013494999999999,13.061602,140,11.3689165,0.008320913000000001,-0.05,,11.963376,-0.005,15.807039999999999,14.637526000000001,15.807039999999999,2.8427696,14.650174,0.11,3.2926936,29.926090000000002,7,1.3268052,5.036429166793823,5.6094465,1.7036041000000002
7,14.857447,0.99233466,12.887761,15.966495814201592,,1.316149,14.716802,160,19.405834,0.38484704,-0.068,,14.148942000000002,-0.007,15.807039999999999,14.548438,15.807039999999999,1.9393642,14.41964,0.11,3.9905023999999996,31.387386,8,1.3896475000000001,5.289182662963867,10.529192,2.638563
8,14.842141,0.99233466,12.816963000000001,16.285199657648672,,0.9423023000000001,13.5164995,180,13.512056,0.015648935,-0.052,,13.796376,-0.005,15.807039999999999,14.494214999999999,15.807039999999999,2.4907463,14.719695999999999,0.11,3.8800692999999997,27.976019,9,0.59033436,5.658293008804321,8.4807205,2.1857138
9,14.841179,0.99233466,12.713339999999999,16.463948708108973,,1.1545889999999999,14.353956,200,16.729399,0.07645627,-0.058,,17.129223,-0.006,15.807039999999999,14.749046,15.807039999999999,2.410778,14.832516,0.11,4.565493599999999,29.230286,10,0.14833412,5.995818376541138,11.545891000000001,2.5289468999999998
