Iteration,LQGmu1_actor,LQGsigma_higher,TimeElapsed,TimestepsSoFar,LQGmu1_higher,ReturnMean
381,-0.8851553,0.14999999,4.518274784088135,7620,-0.75,17.344736
382,-0.8459321,0.14999999,4.5294716358184814,7640,-0.75,17.344578
383,-0.18147439,0.14999999,4.541662931442261,7660,-0.75,17.344522
384,-0.88253546,0.14999999,4.549762487411499,7680,-0.75,17.34275
385,-0.5776486,0.14999999,4.558684825897217,7700,-0.75,17.34264
386,-0.8672063,0.14999999,4.5695085525512695,7720,-0.75,17.34271
387,-0.78410846,0.14999999,4.582648038864136,7740,-0.75,17.342625
388,-0.93857354,0.14999999,4.593830347061157,7760,-0.75,17.342657
389,-0.72045803,0.14999999,4.6051576137542725,7780,-0.75,17.342426
390,-0.7638004,0.14999999,4.613802194595337,7800,-0.75,17.34254
391,-0.8362231,0.14999999,4.622826099395752,7820,-0.75,17.342573
392,-0.74198097,0.14999999,4.632061004638672,7840,-0.75,17.342548
393,-0.79507464,0.14999999,4.642828702926636,7860,-0.75,17.342632
394,-0.631811,0.14999999,4.653573513031006,7880,-0.75,17.342653
395,-0.6439315,0.14999999,4.667202949523926,7900,-0.75,17.342793
396,-0.6437986,0.14999999,4.678628921508789,7920,-0.75,17.342916
397,-0.72105944,0.14999999,4.686781167984009,7940,-0.75,17.343111
398,-0.87428164,0.14999999,4.697592258453369,7960,-0.75,17.343225
399,-0.5851647,0.14999999,4.70832085609436,7980,-0.75,17.34311
400,-0.56132203,0.14999999,4.71931266784668,8000,-0.75,17.343357
401,-0.8313411,0.14999999,4.729948043823242,8020,-0.75,17.34343
402,-0.74738324,0.14999999,4.744505882263184,8040,-0.75,17.343422
403,-0.66070485,0.14999999,4.758391380310059,8060,-0.75,17.3435
404,-0.711634,0.14999999,4.769286632537842,8080,-0.75,17.34362
405,-0.6722892,0.14999999,4.786339044570923,8100,-0.75,17.343695
406,-0.82903373,0.14999999,4.7961952686309814,8120,-0.75,17.343807
407,-0.55841154,0.14999999,4.804920673370361,8140,-0.75,17.343777
408,-0.38052922,0.14999999,4.823871374130249,8160,-0.75,17.343931
409,-0.74453753,0.14999999,4.833384275436401,8180,-0.75,17.343832
410,-0.79809755,0.14999999,4.843766927719116,8200,-0.75,17.343859
411,-0.5237578,0.14999999,4.854592800140381,8220,-0.75,17.343857
412,-0.59242713,0.14999999,4.863929986953735,8240,-0.75,17.343948
413,-0.6761958,0.14999999,4.882777690887451,8260,-0.75,17.344088
414,-1.0786067,0.14999999,4.893887519836426,8280,-0.75,17.344177
415,-0.8177974,0.14999999,4.904503345489502,8300,-0.75,17.343828
416,-0.74311465,0.14999999,4.916553735733032,8320,-0.75,17.34384
417,-0.6904689,0.14999999,4.927967309951782,8340,-0.75,17.343895
418,-0.8094865,0.14999999,4.938053607940674,8360,-0.75,17.344027
419,-0.89612514,0.14999999,4.94776725769043,8380,-0.75,17.344015
420,-0.6524504,0.14999999,4.959815740585327,8400,-0.75,17.343882
421,-0.6167792,0.14999999,4.970128774642944,8420,-0.75,17.344057
422,-0.68923074,0.14999999,4.981135129928589,8440,-0.75,17.344208
423,-0.872295,0.14999999,4.996612548828125,8460,-0.75,17.344288
424,-0.46567702,0.14999999,5.007403373718262,8480,-0.75,17.344198
425,-0.86901563,0.14999999,5.022870063781738,8500,-0.75,17.34428
426,-0.7488872,0.14999999,5.034497261047363,8520,-0.75,17.344183
427,-1.0939596,0.14999999,5.046506404876709,8540,-0.75,17.344267
428,-0.4206009,0.14999999,5.058189153671265,8560,-0.75,17.343935
429,-0.64721024,0.14999999,5.073096036911011,8580,-0.75,17.343952
430,-0.7183981,0.14999999,5.08646035194397,8600,-0.75,17.344084
431,-0.78464985,0.14999999,5.098767042160034,8620,-0.75,17.34418
432,-0.73676574,0.14999999,5.108649969100952,8640,-0.75,17.34421
433,-0.7495166,0.14999999,5.122081518173218,8660,-0.75,17.344336
434,-0.7246107,0.14999999,5.1337878704071045,8680,-0.75,17.344366
435,-0.63140726,0.14999999,5.147984981536865,8700,-0.75,17.344427
436,-1.0083092,0.14999999,5.157575368881226,8720,-0.75,17.344563
437,-0.8916681,0.14999999,5.166934967041016,8740,-0.75,17.34423
438,-0.6409446,0.14999999,5.179553031921387,8760,-0.75,17.344118
439,-0.7285461,0.14999999,5.190072536468506,8780,-0.75,17.34426
440,-0.6436901,0.14999999,5.200986623764038,8800,-0.75,17.3444
441,-0.74823624,0.14999999,5.218215703964233,8820,-0.75,17.344501
442,-0.8689036,0.14999999,5.230205059051514,8840,-0.75,17.344576
443,-0.5701467,0.14999999,5.244601488113403,8860,-0.75,17.344496
444,-0.9045038,0.14999999,5.258574724197388,8880,-0.75,17.344595
445,-0.8806082,0.14999999,5.271984815597534,8900,-0.75,17.344461
446,-0.51698995,0.14999999,5.2845375537872314,8920,-0.75,17.344334
447,-0.8634094,0.14999999,5.2972731590271,8940,-0.75,17.344444
448,-0.8309003,0.14999999,5.307836055755615,8960,-0.75,17.344387
449,-0.46940112,0.14999999,5.3166422843933105,8980,-0.75,17.344343
450,-1.1786305,0.14999999,5.326718091964722,9000,-0.75,17.3444
451,-0.6580521,0.14999999,5.341588973999023,9020,-0.75,17.344053
452,-1.0776883,0.14999999,5.3588714599609375,9040,-0.75,17.344168
453,-0.4960064,0.14999999,5.3691723346710205,9060,-0.75,17.343832
454,-0.7031889,0.14999999,5.379765748977661,9080,-0.75,17.34387
455,-0.9577693,0.14999999,5.392066240310669,9100,-0.75,17.34396
456,-0.89749783,0.14999999,5.4043238162994385,9120,-0.75,17.343727
457,-0.70734143,0.14999999,5.4156177043914795,9140,-0.75,17.343592
458,-0.91989756,0.14999999,5.426066637039185,9160,-0.75,17.343645
459,-0.63869286,0.14999999,5.437991142272949,9180,-0.75,17.343487
460,-0.8566198,0.14999999,5.448461055755615,9200,-0.75,17.343626
461,-0.67528903,0.14999999,5.45897364616394,9220,-0.75,17.343565
462,-0.76311624,0.14999999,5.472226619720459,9240,-0.75,17.343641
463,-0.91477466,0.14999999,5.484039306640625,9260,-0.75,17.34371
464,-1.0731112,0.14999999,5.494219064712524,9280,-0.75,17.343573
465,-0.8550565,0.14999999,5.5082972049713135,9300,-0.75,17.343264
466,-0.40145344,0.14999999,5.5164878368377686,9320,-0.75,17.343182
467,-0.58080816,0.14999999,5.5249388217926025,9340,-0.75,17.343098
468,-0.55744594,0.14999999,5.535591125488281,9360,-0.75,17.343246
469,-0.6781789,0.14999999,5.544002056121826,9380,-0.75,17.343365
470,-0.6753919,0.14999999,5.556498050689697,9400,-0.75,17.343454
471,-0.79624736,0.14999999,5.566611051559448,9420,-0.75,17.343575
472,-1.1005201,0.14999999,5.578023910522461,9440,-0.75,17.34359
473,-0.7173084,0.14999999,5.589331865310669,9460,-0.75,17.343285
474,-0.655532,0.14999999,5.602786540985107,9480,-0.75,17.343346
475,-0.65603775,0.14999999,5.613948583602905,9500,-0.75,17.34343
476,-0.9457413,0.14999999,5.627548456192017,9520,-0.75,17.343529
477,-0.79476714,0.14999999,5.641716718673706,9540,-0.75,17.343311
478,-0.53438073,0.14999999,5.652935266494751,9560,-0.75,17.3433
479,-0.76278424,0.14999999,5.661902666091919,9580,-0.75,17.34335
480,-0.6126456,0.14999999,5.6728692054748535,9600,-0.75,17.343409
481,-0.6417566,0.14999999,5.683525800704956,9620,-0.75,17.343515
482,-0.80010414,0.14999999,5.692718505859375,9640,-0.75,17.34362
483,-0.9475856,0.14999999,5.7035768032073975,9660,-0.75,17.343634
484,-0.8791939,0.14999999,5.715724945068359,9680,-0.75,17.343431
485,-0.66009545,0.14999999,5.726130723953247,9700,-0.75,17.34334
486,-1.0601887,0.14999999,5.736275672912598,9720,-0.75,17.343424
487,-0.9915916,0.14999999,5.7458655834198,9740,-0.75,17.34312
488,-0.8763013,0.14999999,5.756870985031128,9760,-0.75,17.342836
489,-0.63961995,0.14999999,5.769745111465454,9780,-0.75,17.342733
490,-0.7463958,0.14999999,5.779595136642456,9800,-0.75,17.342857
491,-0.6716162,0.14999999,5.789081335067749,9820,-0.75,17.342953
492,-0.6640314,0.14999999,5.801985025405884,9840,-0.75,17.343067
493,-0.7894702,0.14999999,5.815821886062622,9860,-0.75,17.343143
494,-0.8578599,0.14999999,5.826332092285156,9880,-0.75,17.343119
495,-0.67129683,0.14999999,5.836700439453125,9900,-0.75,17.343054
496,-0.9833348,0.14999999,5.846864938735962,9920,-0.75,17.343073
497,-0.5966076,0.14999999,5.862834930419922,9940,-0.75,17.34282
498,-0.71237856,0.14999999,5.87293004989624,9960,-0.75,17.342913
499,-0.8006649,0.14999999,5.8866868019104,9980,-0.75,17.342989
500,-0.8050982,0.14999999,5.902431964874268,10000,-0.75,17.342993
501,-0.65429735,0.14999999,5.913589954376221,10020,-0.75,17.343006
502,-0.6817976,0.14999999,5.924817323684692,10040,-0.75,17.34307
503,-0.97791713,0.14999999,5.9348790645599365,10060,-0.75,17.343184
504,-0.68847424,0.14999999,5.9447362422943115,10080,-0.75,17.342936
505,-0.28107527,0.14999999,5.955748796463013,10100,-0.75,17.343027
506,-0.93797326,0.14999999,5.96781063079834,10120,-0.75,17.34246
507,-1.0444697,0.14999999,5.978405714035034,10140,-0.75,17.342302
508,-1.0623206,0.14999999,5.988265514373779,10160,-0.75,17.342031
509,-0.777887,0.14999999,5.999853134155273,10180,-0.75,17.34174
510,-1.0067048,0.14999999,6.0089499950408936,10200,-0.75,17.341738
511,-0.71952116,0.14999999,6.017600059509277,10220,-0.75,17.341469
512,-0.55751204,0.14999999,6.0301854610443115,10240,-0.75,17.341576
513,-0.6015754,0.14999999,6.040180921554565,10260,-0.75,17.341543
514,-0.9387778,0.14999999,6.050315618515015,10280,-0.75,17.341665
515,-0.73960596,0.14999999,6.06037712097168,10300,-0.75,17.341513
516,-0.5918923,0.14999999,6.0779900550842285,10320,-0.75,17.341562
517,-0.7127954,0.14999999,6.089269638061523,10340,-0.75,17.34162
518,-0.5637289,0.14999999,6.101008176803589,10360,-0.75,17.341732
519,-0.6184739,0.14999999,6.111666679382324,10380,-0.75,17.341887
520,-1.0342431,0.14999999,6.121727466583252,10400,-0.75,17.342003
521,-0.6896948,0.14999999,6.133249282836914,10420,-0.75,17.341738
522,-0.7136814,0.14999999,6.143852710723877,10440,-0.75,17.341843
523,-0.52063686,0.14999999,6.1526477336883545,10460,-0.75,17.341925
524,-0.6999554,0.14999999,6.161774396896362,10480,-0.75,17.342005
525,-0.8187882,0.14999999,6.1791956424713135,10500,-0.75,17.342077
526,-0.89066863,0.14999999,6.189904689788818,10520,-0.75,17.34207
527,-0.8422674,0.14999999,6.199791193008423,10540,-0.75,17.341963
528,-0.5668733,0.14999999,6.213926792144775,10560,-0.75,17.341951
529,-0.80438566,0.14999999,6.223902940750122,10580,-0.75,17.342
530,-0.8696064,0.14999999,6.232540607452393,10600,-0.75,17.34201
531,-0.7785463,0.14999999,6.247016906738281,10620,-0.75,17.341928
532,-0.80344534,0.14999999,6.257460355758667,10640,-0.75,17.34194
533,-0.7280452,0.14999999,6.2675395011901855,10660,-0.75,17.341936
534,-0.62491703,0.14999999,6.279662609100342,10680,-0.75,17.341976
535,-0.6445026,0.14999999,6.288495779037476,10700,-0.75,17.342068
536,-0.7854008,0.14999999,6.299248933792114,10720,-0.75,17.342125
537,-0.77776015,0.14999999,6.31180739402771,10740,-0.75,17.342125
538,-0.61204076,0.14999999,6.32715368270874,10760,-0.75,17.342178
539,-0.8163562,0.14999999,6.337313890457153,10780,-0.75,17.342272
540,-0.43784764,0.14999999,6.349684238433838,10800,-0.75,17.34226
541,-0.829403,0.14999999,6.359645128250122,10820,-0.75,17.342222
542,-0.78832364,0.14999999,6.370399236679077,10840,-0.75,17.342175
543,-0.506646,0.14999999,6.380643606185913,10860,-0.75,17.342203
544,-0.8258588,0.14999999,6.4001383781433105,10880,-0.75,17.34224
545,-0.48803842,0.14999999,6.413802623748779,10900,-0.75,17.342241
546,-0.6366421,0.14999999,6.424268007278442,10920,-0.75,17.34227
547,-0.47648382,0.14999999,6.435969829559326,10940,-0.75,17.342354
548,-0.72622395,0.14999999,6.446810960769653,10960,-0.75,17.342438
549,-0.6103342,0.14999999,6.456737756729126,10980,-0.75,17.342484
550,-0.8970015,0.14999999,6.4694037437438965,11000,-0.75,17.34262
551,-0.9780777,0.14999999,6.4793078899383545,11020,-0.75,17.342524
552,-0.8256179,0.14999999,6.490741014480591,11040,-0.75,17.342306
553,-0.66546667,0.14999999,6.505766153335571,11060,-0.75,17.342289
554,-0.7101729,0.14999999,6.514318943023682,11080,-0.75,17.342407
555,-0.6675647,0.14999999,6.524614572525024,11100,-0.75,17.342487
556,-0.5207693,0.14999999,6.534829616546631,11120,-0.75,17.342628
557,-0.63471115,0.14999999,6.545627593994141,11140,-0.75,17.342775
558,-0.57635856,0.14999999,6.557456016540527,11160,-0.75,17.342857
559,-0.8322558,0.14999999,6.567158460617065,11180,-0.75,17.34293
560,-0.66840214,0.14999999,6.580671787261963,11200,-0.75,17.342905
561,-0.4308734,0.14999999,6.593381881713867,11220,-0.75,17.343002
562,-0.58597153,0.14999999,6.602885723114014,11240,-0.75,17.343018
563,-0.6004492,0.14999999,6.611992120742798,11260,-0.75,17.343122
564,-0.28837472,0.14999999,6.621951580047607,11280,-0.75,17.343187
565,-0.78187424,0.14999999,6.633013010025024,11300,-0.75,17.343039
566,-0.60270023,0.14999999,6.641877889633179,11320,-0.75,17.343071
567,-0.98047197,0.14999999,6.650850057601929,11340,-0.75,17.343191
568,-0.68547493,0.14999999,6.661586761474609,11360,-0.75,17.342968
569,-0.7401502,0.14999999,6.672469854354858,11380,-0.75,17.343046
570,-0.919547,0.14999999,6.683122873306274,11400,-0.75,17.343075
571,-0.6674864,0.14999999,6.691833734512329,11420,-0.75,17.342947
572,-0.8995691,0.14999999,6.701001405715942,11440,-0.75,17.343012
573,-0.78501004,0.14999999,6.715232849121094,11460,-0.75,17.34291
574,-0.81032777,0.14999999,6.72389554977417,11480,-0.75,17.342937
575,-0.21974248,0.14999999,6.735277414321899,11500,-0.75,17.342928
576,-0.6484713,0.14999999,6.745661020278931,11520,-0.75,17.342121
577,-0.29118133,0.14999999,6.757020711898804,11540,-0.75,17.342138
578,-0.8177,0.14999999,6.766330003738403,11560,-0.75,17.341942
579,-0.77981734,0.14999999,6.77797794342041,11580,-0.75,17.341938
580,-1.0999653,0.14999999,6.788931846618652,11600,-0.75,17.341988
581,-0.76796126,0.14999999,6.80087423324585,11620,-0.75,17.341728
582,-0.77573884,0.14999999,6.810556888580322,11640,-0.75,17.341784
583,-0.7545637,0.14999999,6.82282018661499,11660,-0.75,17.341827
584,-0.6408459,0.14999999,6.840832471847534,11680,-0.75,17.341818
585,-0.8962951,0.14999999,6.856196403503418,11700,-0.75,17.341846
586,-0.59730405,0.14999999,6.87532114982605,11720,-0.75,17.341751
587,-0.8406972,0.14999999,6.8930909633636475,11740,-0.75,17.34188
588,-0.594504,0.14999999,6.907031536102295,11760,-0.75,17.341843
589,-0.84312433,0.14999999,6.922345161437988,11780,-0.75,17.341911
590,-0.5913861,0.14999999,6.939621448516846,11800,-0.75,17.3419
591,-0.81792283,0.14999999,6.953926086425781,11820,-0.75,17.341986
592,-0.9442782,0.14999999,6.964357137680054,11840,-0.75,17.341965
593,-0.9257054,0.14999999,6.974295139312744,11860,-0.75,17.34181
594,-0.656623,0.14999999,6.986738204956055,11880,-0.75,17.341696
595,-0.81413513,0.14999999,6.998053789138794,11900,-0.75,17.341787
596,-0.7114771,0.14999999,7.008200407028198,11920,-0.75,17.3418
597,-0.5688499,0.14999999,7.025804758071899,11940,-0.75,17.341848
598,-0.80785483,0.14999999,7.036288499832153,11960,-0.75,17.341934
599,-0.62642556,0.14999999,7.048417806625366,11980,-0.75,17.341944
600,-0.6986291,0.14999999,7.064727306365967,12000,-0.75,17.34204
601,-1.0552871,0.14999999,7.075092554092407,12020,-0.75,17.342106
602,-0.9438424,0.14999999,7.085330486297607,12040,-0.75,17.341862
603,-0.7816717,0.14999999,7.097527503967285,12060,-0.75,17.3417
604,-0.67599565,0.14999999,7.10982084274292,12080,-0.75,17.341705
605,-0.84332293,0.14999999,7.123379468917847,12100,-0.75,17.341751
606,-0.78930694,0.14999999,7.1396164894104,12120,-0.75,17.341717
607,-1.1583967,0.14999999,7.154198169708252,12140,-0.75,17.341703
608,-0.88023156,0.14999999,7.171107530593872,12160,-0.75,17.341467
609,-0.5861417,0.14999999,7.184250593185425,12180,-0.75,17.341385
610,-0.8399181,0.14999999,7.201015949249268,12200,-0.75,17.341404
611,-0.8572325,0.14999999,7.214374542236328,12220,-0.75,17.341381
612,-0.6601703,0.14999999,7.2280566692352295,12240,-0.75,17.341328
613,-0.7084916,0.14999999,7.2437050342559814,12260,-0.75,17.341406
614,-0.6399192,0.14999999,7.255873441696167,12280,-0.75,17.341478
615,-0.9667862,0.14999999,7.268514156341553,12300,-0.75,17.341576
616,-0.5825224,0.14999999,7.289770841598511,12320,-0.75,17.341394
617,-0.7363617,0.14999999,7.303473234176636,12340,-0.75,17.341522
618,-1.2266018,0.14999999,7.320632219314575,12360,-0.75,17.34157
619,-0.73117656,0.14999999,7.333302736282349,12380,-0.75,17.341331
620,-0.8554007,0.14999999,7.348388671875,12400,-0.75,17.341381
621,-0.6614112,0.14999999,7.361321926116943,12420,-0.75,17.341341
622,-0.5296587,0.14999999,7.375263452529907,12440,-0.75,17.341436
623,-0.73410565,0.14999999,7.389427423477173,12460,-0.75,17.341465
624,-0.69011396,0.14999999,7.403591871261597,12480,-0.75,17.3415
625,-0.72136676,0.14999999,7.421440362930298,12500,-0.75,17.341583
626,-0.71565205,0.14999999,7.438647270202637,12520,-0.75,17.341639
627,-1.0203804,0.14999999,7.45260214805603,12540,-0.75,17.341663
628,-0.7939631,0.14999999,7.470636367797852,12560,-0.75,17.34144
629,-0.7121521,0.14999999,7.4843504428863525,12580,-0.75,17.341455
630,-0.6210989,0.14999999,7.503632068634033,12600,-0.75,17.341532
631,-0.7154973,0.14999999,7.517354965209961,12620,-0.75,17.341644
632,-0.7957769,0.14999999,7.543993234634399,12640,-0.75,17.341738
633,-0.7089448,0.14999999,7.558978080749512,12660,-0.75,17.341766
634,-0.5941254,0.14999999,7.573951959609985,12680,-0.75,17.341858
635,-0.7281536,0.14999999,7.587777853012085,12700,-0.75,17.34192
636,-0.74651736,0.14999999,7.600565195083618,12720,-0.75,17.341993
637,-0.8046033,0.14999999,7.614585876464844,12740,-0.75,17.342054
638,-0.6847029,0.14999999,7.62812066078186,12760,-0.75,17.342064
639,-0.68015945,0.14999999,7.643981218338013,12780,-0.75,17.342157
640,-0.63336015,0.14999999,7.657573938369751,12800,-0.75,17.342213
641,-0.73867524,0.14999999,7.670172452926636,12820,-0.75,17.342304
642,-0.6411122,0.14999999,7.685716152191162,12840,-0.75,17.342363
643,-0.681666,0.14999999,7.6986260414123535,12860,-0.75,17.342419
644,-0.8688789,0.14999999,7.718657970428467,12880,-0.75,17.342472
645,-0.79208887,0.14999999,7.727145433425903,12900,-0.75,17.342402
646,-1.0669075,0.14999999,7.74013614654541,12920,-0.75,17.342382
647,-0.73526156,0.14999999,7.751909255981445,12940,-0.75,17.34215
648,-0.6213643,0.14999999,7.761872291564941,12960,-0.75,17.342182
649,-0.7367594,0.14999999,7.771123886108398,12980,-0.75,17.342258
650,-0.6937331,0.14999999,7.781450033187866,13000,-0.75,17.342318
651,-0.53656507,0.14999999,7.792140007019043,13020,-0.75,17.3424
652,-0.5734621,0.14999999,7.802830457687378,13040,-0.75,17.342512
653,-0.6608037,0.14999999,7.816460371017456,13060,-0.75,17.342577
654,-0.63225925,0.14999999,7.82802414894104,13080,-0.75,17.342619
655,-0.89898217,0.14999999,7.838909387588501,13100,-0.75,17.342718
656,-0.69003487,0.14999999,7.849333047866821,13120,-0.75,17.342625
657,-0.93774664,0.14999999,7.865636348724365,13140,-0.75,17.342682
658,-0.7780252,0.14999999,7.8751842975616455,13160,-0.75,17.34255
659,-0.78624976,0.14999999,7.885838985443115,13180,-0.75,17.342567
660,-0.6915213,0.14999999,7.902277231216431,13200,-0.75,17.342607
661,-0.83182657,0.14999999,7.910911798477173,13220,-0.75,17.342674
662,-0.64687365,0.14999999,7.921884298324585,13240,-0.75,17.342672
663,-0.52773273,0.14999999,7.931689500808716,13260,-0.75,17.342754
664,-0.51402926,0.14999999,7.941167116165161,13280,-0.75,17.342758
665,-0.85303414,0.14999999,7.951735496520996,13300,-0.75,17.342827
666,-0.6544,0.14999999,7.9607789516448975,13320,-0.75,17.342787
667,-0.6431007,0.14999999,7.971080541610718,13340,-0.75,17.342865
668,-0.7853681,0.14999999,7.980701446533203,13360,-0.75,17.342926
669,-0.4123294,0.14999999,7.99178147315979,13380,-0.75,17.342943
670,-0.43195897,0.14999999,8.007287502288818,13400,-0.75,17.342913
671,-0.81652176,0.14999999,8.016210556030273,13420,-0.75,17.342888
672,-0.6601634,0.14999999,8.02644395828247,13440,-0.75,17.342892
673,-0.88712007,0.14999999,8.038249254226685,13460,-0.75,17.342945
674,-0.59942144,0.14999999,8.052558660507202,13480,-0.75,17.34288
675,-0.8773569,0.14999999,8.071122407913208,13500,-0.75,17.342964
676,-0.7239821,0.14999999,8.081804037094116,13520,-0.75,17.342896
677,-0.91894406,0.14999999,8.091452360153198,13540,-0.75,17.342943
678,-0.64917284,0.14999999,8.108458280563354,13560,-0.75,17.342842
679,-0.99167126,0.14999999,8.117263317108154,13580,-0.75,17.342913
680,-0.73143464,0.14999999,8.128090381622314,13600,-0.75,17.342716
681,-0.83261126,0.14999999,8.138888359069824,13620,-0.75,17.342752
682,-0.718868,0.14999999,8.148864269256592,13640,-0.75,17.34273
683,-0.67664105,0.14999999,8.162126541137695,13660,-0.75,17.342781
684,-0.7481086,0.14999999,8.175119876861572,13680,-0.75,17.342882
685,-0.97680134,0.14999999,8.185595512390137,13700,-0.75,17.342915
686,-0.75925,0.14999999,8.196736097335815,13720,-0.75,17.34274
687,-0.84017074,0.14999999,8.207772970199585,13740,-0.75,17.342766
688,-0.6524385,0.14999999,8.219031572341919,13760,-0.75,17.34276
689,-0.7439433,0.14999999,8.236927509307861,13780,-0.75,17.342806
690,-0.7095866,0.14999999,8.250279188156128,13800,-0.75,17.34286
691,-0.87496656,0.14999999,8.260720252990723,13820,-0.75,17.342916
692,-0.5242982,0.14999999,8.271256685256958,13840,-0.75,17.342873
693,-0.6678979,0.14999999,8.283995628356934,13860,-0.75,17.342909
694,-0.43249545,0.14999999,8.294772148132324,13880,-0.75,17.342987
695,-0.8913516,0.14999999,8.305814266204834,13900,-0.75,17.342926
696,-0.68505085,0.14999999,8.320966005325317,13920,-0.75,17.342846
697,-0.41998067,0.14999999,8.332968950271606,13940,-0.75,17.342892
698,-0.66101956,0.14999999,8.342146396636963,13960,-0.75,17.34284
699,-0.6039728,0.14999999,8.354880332946777,13980,-0.75,17.342897
700,-0.8333934,0.14999999,8.365936279296875,14000,-0.75,17.342968
701,-0.33785987,0.14999999,8.377208948135376,14020,-0.75,17.342945
702,-0.63002133,0.14999999,8.389569759368896,14040,-0.75,17.342651
703,-0.8086355,0.14999999,8.398163557052612,14060,-0.75,17.342764
704,-0.57181865,0.14999999,8.409416437149048,14080,-0.75,17.34275
705,-0.76263326,0.14999999,8.42628526687622,14100,-0.75,17.342789
706,-0.73620254,0.14999999,8.436734199523926,14120,-0.75,17.342802
707,-0.8603933,0.14999999,8.447165727615356,14140,-0.75,17.342852
708,-0.86577034,0.14999999,8.459961414337158,14160,-0.75,17.342796
709,-0.7833468,0.14999999,8.469512224197388,14180,-0.75,17.34275
710,-0.7906709,0.14999999,8.479184865951538,14200,-0.75,17.342766
711,-0.57540274,0.14999999,8.493335485458374,14220,-0.75,17.342764
712,-0.6490826,0.14999999,8.504088163375854,14240,-0.75,17.342876
713,-0.6586778,0.14999999,8.514236211776733,14260,-0.75,17.34295
714,-0.63586205,0.14999999,8.526679754257202,14280,-0.75,17.342983
715,-0.8645734,0.14999999,8.537145376205444,14300,-0.75,17.343054
716,-0.75717187,0.14999999,8.54743766784668,14320,-0.75,17.34301
717,-0.30825254,0.14999999,8.5626802444458,14340,-0.75,17.343042
718,-0.46686184,0.14999999,8.5730881690979,14360,-0.75,17.342844
719,-0.57633007,0.14999999,8.58366870880127,14380,-0.75,17.342854
720,-0.5317503,0.14999999,8.594482183456421,14400,-0.75,17.342947
721,-0.861786,0.14999999,8.604866981506348,14420,-0.75,17.343075
722,-0.6913587,0.14999999,8.615342140197754,14440,-0.75,17.343021
723,-0.8012829,0.14999999,8.625778436660767,14460,-0.75,17.343075
724,-0.7510078,0.14999999,8.636287927627563,14480,-0.75,17.34308
725,-0.76131374,0.14999999,8.646406888961792,14500,-0.75,17.343134
726,-0.6906241,0.14999999,8.657432794570923,14520,-0.75,17.34316
727,-0.47562662,0.14999999,8.666900396347046,14540,-0.75,17.343204
728,-0.49074718,0.14999999,8.676609754562378,14560,-0.75,17.343264
729,-0.5186285,0.14999999,8.691740036010742,14580,-0.75,17.343294
730,-0.7717733,0.14999999,8.701363801956177,14600,-0.75,17.3433
731,-0.98329884,0.14999999,8.711965560913086,14620,-0.75,17.343338
732,-0.6949974,0.14999999,8.72122573852539,14640,-0.75,17.343168
733,-0.8582737,0.14999999,8.732189655303955,14660,-0.75,17.34325
734,-0.8364625,0.14999999,8.743174314498901,14680,-0.75,17.343203
735,-0.76432663,0.14999999,8.75319218635559,14700,-0.75,17.343178
736,-0.9311885,0.14999999,8.763569116592407,14720,-0.75,17.343212
737,-0.63410467,0.14999999,8.77826189994812,14740,-0.75,17.34311
738,-0.7899287,0.14999999,8.78742265701294,14760,-0.75,17.343145
739,-0.5179824,0.14999999,8.796989679336548,14780,-0.75,17.343153
740,-0.7329853,0.14999999,8.807657957077026,14800,-0.75,17.343214
741,-0.8732119,0.14999999,8.819091320037842,14820,-0.75,17.34327
742,-0.65743464,0.14999999,8.832507133483887,14840,-0.75,17.34322
743,-0.81243646,0.14999999,8.846240043640137,14860,-0.75,17.343288
744,-0.7332413,0.14999999,8.857863187789917,14880,-0.75,17.343258
745,-0.63463753,0.14999999,8.867183923721313,14900,-0.75,17.3433
746,-0.6376554,0.14999999,8.87758731842041,14920,-0.75,17.3434
747,-0.8796096,0.14999999,8.888701915740967,14940,-0.75,17.343449
748,-0.40457383,0.14999999,8.900310754776001,14960,-0.75,17.343384
749,-0.561422,0.14999999,8.914482355117798,14980,-0.75,17.34322
750,-0.64328426,0.14999999,8.92728042602539,15000,-0.75,17.343288
751,-0.79435325,0.14999999,8.937727928161621,15020,-0.75,17.343342
752,-1.1547027,0.14999999,8.95372986793518,15040,-0.75,17.343353
753,-0.8533456,0.14999999,8.964044094085693,15060,-0.75,17.343151
754,-0.7098677,0.14999999,8.973470211029053,15080,-0.75,17.343126
755,-0.68754154,0.14999999,8.98591136932373,15100,-0.75,17.343153
756,-0.6709746,0.14999999,8.996417999267578,15120,-0.75,17.343208
757,-0.8721561,0.14999999,9.00793194770813,15140,-0.75,17.343266
758,-0.5975271,0.14999999,9.019924402236938,15160,-0.75,17.343227
759,-0.85396844,0.14999999,9.031685590744019,15180,-0.75,17.34325
760,-0.57304806,0.14999999,9.042089939117432,15200,-0.75,17.34322
761,-0.73364633,0.14999999,9.053212404251099,15220,-0.75,17.343306
762,-0.84243166,0.14999999,9.06393551826477,15240,-0.75,17.343357
763,-0.8260433,0.14999999,9.074218273162842,15260,-0.75,17.343338
764,-0.5901332,0.14999999,9.086635828018188,15280,-0.75,17.343317
765,-0.89047,0.14999999,9.096660852432251,15300,-0.75,17.34341
766,-0.67364174,0.14999999,9.105543613433838,15320,-0.75,17.34334
