Iteration,TimeElapsed,ReturnMean,LQGmu1_actor,LQGmu1_higher,TimestepsSoFar,LQGsigma_higher
380,2.9964449405670166,17.35563,-0.6228865,-0.7,7600,0.14999999
381,3.0037670135498047,17.355736,-0.8351553,-0.7,7620,0.14999999
382,3.0112056732177734,17.355621,-0.7959321,-0.7,7640,0.14999999
383,3.018111228942871,17.355606,-0.13147438,-0.7,7660,0.14999999
384,3.025167942047119,17.352592,-0.8325354,-0.7,7680,0.14999999
385,3.0323617458343506,17.352533,-0.52764857,-0.7,7700,0.14999999
386,3.039396047592163,17.352541,-0.81720626,-0.7,7720,0.14999999
387,3.0463902950286865,17.352507,-0.73410845,-0.7,7740,0.14999999
388,3.0532402992248535,17.352562,-0.8885735,-0.7,7760,0.14999999
389,3.0602715015411377,17.352411,-0.670458,-0.7,7780,0.14999999
390,3.0677733421325684,17.35253,-0.7138004,-0.7,7800,0.14999999
391,3.074974298477173,17.352577,-0.7862231,-0.7,7820,0.14999999
392,3.082462787628174,17.352598,-0.69198096,-0.7,7840,0.14999999
393,3.08951473236084,17.35269,-0.7450746,-0.7,7860,0.14999999
394,3.0967302322387695,17.352737,-0.581811,-0.7,7880,0.14999999
395,3.103806495666504,17.352854,-0.5939315,-0.7,7900,0.14999999
396,3.1107065677642822,17.352957,-0.5937986,-0.7,7920,0.14999999
397,3.1179447174072266,17.35314,-0.6710594,-0.7,7940,0.14999999
398,3.1253480911254883,17.35326,-0.82428163,-0.7,7960,0.14999999
399,3.132251501083374,17.353191,-0.5351647,-0.7,7980,0.14999999
400,3.1392645835876465,17.35341,-0.511322,-0.7,8000,0.14999999
401,3.1463000774383545,17.353418,-0.7813411,-0.7,8020,0.14999999
402,3.1533100605010986,17.353455,-0.6973832,-0.7,8040,0.14999999
403,3.1609854698181152,17.353548,-0.61070484,-0.7,8060,0.14999999
404,3.168544054031372,17.353651,-0.66163397,-0.7,8080,0.14999999
405,3.1757421493530273,17.35373,-0.6222892,-0.7,8100,0.14999999
406,3.18284010887146,17.353828,-0.7790337,-0.7,8120,0.14999999
407,3.190598964691162,17.353828,-0.5084115,-0.7,8140,0.14999999
408,3.1978306770324707,17.353933,-0.3305292,-0.7,8160,0.14999999
409,3.2051875591278076,17.353638,-0.6945375,-0.7,8180,0.14999999
410,3.2121264934539795,17.35367,-0.74809754,-0.7,8200,0.14999999
411,3.2196156978607178,17.353691,-0.47375783,-0.7,8220,0.14999999
412,3.226625919342041,17.353704,-0.5424271,-0.7,8240,0.14999999
413,3.2335245609283447,17.353804,-0.6261958,-0.7,8260,0.14999999
414,3.2405951023101807,17.353876,-1.0286068,-0.7,8280,0.14999999
415,3.247504711151123,17.353504,-0.7677974,-0.7,8300,0.14999999
416,3.2548532485961914,17.353556,-0.69311464,-0.7,8320,0.14999999
417,3.2618422508239746,17.35362,-0.6404689,-0.7,8340,0.14999999
418,3.2689433097839355,17.353748,-0.75948644,-0.7,8360,0.14999999
419,3.2762162685394287,17.35377,-0.8461251,-0.7,8380,0.14999999
420,3.283874273300171,17.353695,-0.6024504,-0.7,8400,0.14999999
421,3.290769577026367,17.35386,-0.56677914,-0.7,8420,0.14999999
422,3.2976863384246826,17.353989,-0.6392307,-0.7,8440,0.14999999
423,3.304784059524536,17.35406,-0.82229495,-0.7,8460,0.14999999
424,3.3123645782470703,17.35402,-0.415677,-0.7,8480,0.14999999
425,3.3196957111358643,17.353996,-0.8190156,-0.7,8500,0.14999999
426,3.3266994953155518,17.353945,-0.69888717,-0.7,8520,0.14999999
427,3.3334224224090576,17.354046,-1.0439596,-0.7,8540,0.14999999
428,3.3408761024475098,17.353693,-0.37060088,-0.7,8560,0.14999999
429,3.348827600479126,17.353573,-0.5972102,-0.7,8580,0.14999999
430,3.3558385372161865,17.353691,-0.6683981,-0.7,8600,0.14999999
431,3.3628573417663574,17.35379,-0.73464984,-0.7,8620,0.14999999
432,3.370176076889038,17.353844,-0.6867657,-0.7,8640,0.14999999
433,3.377737045288086,17.353994,-0.6995166,-0.7,8660,0.14999999
434,3.385692596435547,17.354033,-0.6746107,-0.7,8680,0.14999999
435,3.392651319503784,17.354095,-0.58140725,-0.7,8700,0.14999999
436,3.4010064601898193,17.35421,-0.9583092,-0.7,8720,0.14999999
437,3.409264326095581,17.353949,-0.84166807,-0.7,8740,0.14999999
438,3.4162774085998535,17.353888,-0.5909446,-0.7,8760,0.14999999
439,3.424103260040283,17.35401,-0.6785461,-0.7,8780,0.14999999
440,3.4314935207366943,17.354168,-0.5936901,-0.7,8800,0.14999999
441,3.4384918212890625,17.354246,-0.6982362,-0.7,8820,0.14999999
442,3.445357084274292,17.354336,-0.81890357,-0.7,8840,0.14999999
443,3.4523439407348633,17.354303,-0.5201467,-0.7,8860,0.14999999
444,3.459585428237915,17.354353,-0.8545038,-0.7,8880,0.14999999
445,3.4666168689727783,17.354277,-0.8306082,-0.7,8900,0.14999999
446,3.473996639251709,17.354185,-0.4669899,-0.7,8920,0.14999999
447,3.4808342456817627,17.354233,-0.8134094,-0.7,8940,0.14999999
448,3.488370180130005,17.354223,-0.7809003,-0.7,8960,0.14999999
449,3.4954142570495605,17.354212,-0.4194011,-0.7,8980,0.14999999
450,3.502628803253174,17.35418,-1.1286305,-0.7,9000,0.14999999
451,3.509796142578125,17.353815,-0.6080521,-0.7,9020,0.14999999
452,3.51682448387146,17.353916,-1.0276884,-0.7,9040,0.14999999
453,3.5248656272888184,17.353563,-0.4460064,-0.7,9060,0.14999999
454,3.532923936843872,17.353521,-0.6531888,-0.7,9080,0.14999999
455,3.5399484634399414,17.353611,-0.90776926,-0.7,9100,0.14999999
456,3.5470385551452637,17.353445,-0.8474978,-0.7,9120,0.14999999
457,3.554023504257202,17.353354,-0.6573414,-0.7,9140,0.14999999
458,3.561143636703491,17.353401,-0.86989754,-0.7,9160,0.14999999
459,3.568406820297241,17.353296,-0.58869284,-0.7,9180,0.14999999
460,3.5755300521850586,17.353424,-0.80661976,-0.7,9200,0.14999999
461,3.582442045211792,17.3534,-0.625289,-0.7,9220,0.14999999
462,3.58968186378479,17.353466,-0.7131162,-0.7,9240,0.14999999
463,3.5966665744781494,17.353558,-0.86477464,-0.7,9260,0.14999999
464,3.6035964488983154,17.353476,-1.0231111,-0.7,9280,0.14999999
465,3.6106069087982178,17.353146,-0.8050565,-0.7,9300,0.14999999
466,3.6177704334259033,17.353098,-0.35145342,-0.7,9320,0.14999999
467,3.624971866607666,17.352852,-0.53080815,-0.7,9340,0.14999999
468,3.632134437561035,17.352968,-0.50744593,-0.7,9360,0.14999999
469,3.6389527320861816,17.353035,-0.62817883,-0.7,9380,0.14999999
470,3.6460323333740234,17.353111,-0.6253919,-0.7,9400,0.14999999
471,3.6531436443328857,17.353222,-0.74624735,-0.7,9420,0.14999999
472,3.660475254058838,17.353264,-1.0505201,-0.7,9440,0.14999999
473,3.6676080226898193,17.352938,-0.6673084,-0.7,9460,0.14999999
474,3.674612283706665,17.352997,-0.605532,-0.7,9480,0.14999999
475,3.681607961654663,17.353058,-0.60603774,-0.7,9500,0.14999999
476,3.6902823448181152,17.35314,-0.8957413,-0.7,9520,0.14999999
477,3.6978299617767334,17.352983,-0.7447671,-0.7,9540,0.14999999
478,3.706364393234253,17.352993,-0.48438072,-0.7,9560,0.14999999
479,3.7138113975524902,17.352974,-0.71278423,-0.7,9580,0.14999999
480,3.721557855606079,17.353052,-0.56264555,-0.7,9600,0.14999999
481,3.7285032272338867,17.353127,-0.5917566,-0.7,9620,0.14999999
482,3.735474109649658,17.353216,-0.7501041,-0.7,9640,0.14999999
483,3.742462635040283,17.353249,-0.89758563,-0.7,9660,0.14999999
484,3.749732732772827,17.353107,-0.82919383,-0.7,9680,0.14999999
485,3.7571303844451904,17.353056,-0.61009544,-0.7,9700,0.14999999
486,3.764118194580078,17.353125,-1.0101887,-0.7,9720,0.14999999
487,3.7714574337005615,17.352802,-0.94159156,-0.7,9740,0.14999999
488,3.7785933017730713,17.35258,-0.8263013,-0.7,9760,0.14999999
489,3.7855546474456787,17.352512,-0.58961993,-0.7,9780,0.14999999
490,3.792607069015503,17.352617,-0.6963958,-0.7,9800,0.14999999
491,3.799649715423584,17.352734,-0.6216162,-0.7,9820,0.14999999
492,3.806647777557373,17.352839,-0.6140314,-0.7,9840,0.14999999
493,3.8133938312530518,17.3529,-0.7394701,-0.7,9860,0.14999999
494,3.8207879066467285,17.352888,-0.8078599,-0.7,9880,0.14999999
495,3.8278729915618896,17.35286,-0.6212968,-0.7,9900,0.14999999
496,3.8348658084869385,17.35286,-0.9333347,-0.7,9920,0.14999999
497,3.842254161834717,17.35267,-0.5466076,-0.7,9940,0.14999999
498,3.849491834640503,17.352736,-0.66237855,-0.7,9960,0.14999999
499,3.8565127849578857,17.352814,-0.75066495,-0.7,9980,0.14999999
500,3.8635241985321045,17.352839,-0.75509816,-0.7,10000,0.14999999
501,3.8704919815063477,17.352877,-0.60429734,-0.7,10020,0.14999999
502,3.8776676654815674,17.35292,-0.6317976,-0.7,10040,0.14999999
503,3.8849034309387207,17.35303,-0.9279171,-0.7,10060,0.14999999
504,3.892246961593628,17.352846,-0.6384742,-0.7,10080,0.14999999
505,3.899574041366577,17.352932,-0.23107526,-0.7,10100,0.14999999
506,3.9068102836608887,17.351988,-0.88797325,-0.7,10120,0.14999999
507,3.9141461849212646,17.35189,-0.9944697,-0.7,10140,0.14999999
508,3.92160964012146,17.351612,-1.0123205,-0.7,10160,0.14999999
509,3.928553342819214,17.351301,-0.727887,-0.7,10180,0.14999999
510,3.935398817062378,17.351315,-0.95670474,-0.7,10200,0.14999999
511,3.9426186084747314,17.351109,-0.66952115,-0.7,10220,0.14999999
512,3.949666976928711,17.351229,-0.50751203,-0.7,10240,0.14999999
513,3.956655263900757,17.351135,-0.55157536,-0.7,10260,0.14999999
514,3.963604688644409,17.351233,-0.8887778,-0.7,10280,0.14999999
515,3.971083879470825,17.351145,-0.68960595,-0.7,10300,0.14999999
516,3.978408098220825,17.351202,-0.5418923,-0.7,10320,0.14999999
517,3.985323905944824,17.351227,-0.66279536,-0.7,10340,0.14999999
518,3.992676258087158,17.351343,-0.5137289,-0.7,10360,0.14999999
519,3.9994943141937256,17.351463,-0.56847394,-0.7,10380,0.14999999
520,4.006689786911011,17.351551,-0.98424304,-0.7,10400,0.14999999
521,4.013659238815308,17.351295,-0.6396948,-0.7,10420,0.14999999
522,4.021328687667847,17.351398,-0.6636814,-0.7,10440,0.14999999
523,4.028368949890137,17.351484,-0.47063684,-0.7,10460,0.14999999
524,4.035950183868408,17.351507,-0.6499554,-0.7,10480,0.14999999
525,4.043178081512451,17.351574,-0.76878816,-0.7,10500,0.14999999
526,4.05026388168335,17.351597,-0.8406687,-0.7,10520,0.14999999
527,4.057267665863037,17.35153,-0.7922674,-0.7,10540,0.14999999
528,4.066245079040527,17.351555,-0.51687336,-0.7,10560,0.14999999
529,4.073135614395142,17.351553,-0.75438565,-0.7,10580,0.14999999
530,4.080389022827148,17.35159,-0.8196064,-0.7,10600,0.14999999
531,4.087600231170654,17.351543,-0.72854626,-0.7,10620,0.14999999
532,4.09461784362793,17.351562,-0.7534453,-0.7,10640,0.14999999
533,4.102098226547241,17.351583,-0.6780452,-0.7,10660,0.14999999
534,4.109232187271118,17.351622,-0.574917,-0.7,10680,0.14999999
535,4.117884397506714,17.35169,-0.59450257,-0.7,10700,0.14999999
536,4.1254894733428955,17.351725,-0.7354008,-0.7,10720,0.14999999
537,4.136068820953369,17.35174,-0.72776014,-0.7,10740,0.14999999
538,4.14383602142334,17.351816,-0.56204075,-0.7,10760,0.14999999
539,4.151871204376221,17.351885,-0.76635617,-0.7,10780,0.14999999
540,4.159619331359863,17.351894,-0.38784763,-0.7,10800,0.14999999
541,4.1675708293914795,17.35174,-0.779403,-0.7,10820,0.14999999
542,4.176657676696777,17.351713,-0.7383236,-0.7,10840,0.14999999
543,4.185835361480713,17.351765,-0.45664597,-0.7,10860,0.14999999
544,4.19474983215332,17.351728,-0.77585876,-0.7,10880,0.14999999
545,4.204986095428467,17.351767,-0.4380384,-0.7,10900,0.14999999
546,4.2140257358551025,17.351713,-0.5866421,-0.7,10920,0.14999999
547,4.223424434661865,17.351776,-0.4264838,-0.7,10940,0.14999999
548,4.23285984992981,17.351784,-0.67622393,-0.7,10960,0.14999999
549,4.241716384887695,17.351831,-0.5603342,-0.7,10980,0.14999999
550,4.253375053405762,17.351948,-0.84700155,-0.7,11000,0.14999999
551,4.266612768173218,17.351894,-0.9280777,-0.7,11020,0.14999999
552,4.27733850479126,17.35174,-0.7756179,-0.7,11040,0.14999999
553,4.285645008087158,17.35175,-0.61546665,-0.7,11060,0.14999999
554,4.2932891845703125,17.35186,-0.6601729,-0.7,11080,0.14999999
555,4.300540208816528,17.351946,-0.6175647,-0.7,11100,0.14999999
556,4.307968616485596,17.352085,-0.4707693,-0.7,11120,0.14999999
557,4.315021514892578,17.35219,-0.58471113,-0.7,11140,0.14999999
558,4.324230432510376,17.352255,-0.52635854,-0.7,11160,0.14999999
559,4.334768295288086,17.352287,-0.78225577,-0.7,11180,0.14999999
560,4.343247890472412,17.352297,-0.6184021,-0.7,11200,0.14999999
561,4.350630044937134,17.352385,-0.38087338,-0.7,11220,0.14999999
562,4.3575873374938965,17.352299,-0.5359715,-0.7,11240,0.14999999
563,4.36495304107666,17.352373,-0.55044925,-0.7,11260,0.14999999
564,4.372337341308594,17.352404,-0.23837471,-0.7,11280,0.14999999
565,4.382858991622925,17.352024,-0.7318742,-0.7,11300,0.14999999
566,4.390605688095093,17.352077,-0.5527003,-0.7,11320,0.14999999
567,4.3984410762786865,17.352175,-0.930472,-0.7,11340,0.14999999
568,4.405825138092041,17.352024,-0.6354749,-0.7,11360,0.14999999
569,4.413518667221069,17.352102,-0.6901502,-0.7,11380,0.14999999
570,4.421056032180786,17.352137,-0.869547,-0.7,11400,0.14999999
571,4.430094957351685,17.352053,-0.6174864,-0.7,11420,0.14999999
572,4.437718868255615,17.352106,-0.8495691,-0.7,11440,0.14999999
573,4.445901155471802,17.352047,-0.73501,-0.7,11460,0.14999999
574,4.4534008502960205,17.352089,-0.76032776,-0.7,11480,0.14999999
575,4.460914850234985,17.352106,-0.16974247,-0.7,11500,0.14999999
576,4.46826434135437,17.350742,-0.5984713,-0.7,11520,0.14999999
577,4.4763829708099365,17.350735,-0.24118131,-0.7,11540,0.14999999
578,4.483997106552124,17.350323,-0.7677,-0.7,11560,0.14999999
579,4.491357803344727,17.350344,-0.72981733,-0.7,11580,0.14999999
580,4.498663425445557,17.350414,-1.0499653,-0.7,11600,0.14999999
581,4.506260871887207,17.35014,-0.71796125,-0.7,11620,0.14999999
582,4.513723850250244,17.350214,-0.7257388,-0.7,11640,0.14999999
583,4.52182412147522,17.350277,-0.7045637,-0.7,11660,0.14999999
584,4.529642105102539,17.350275,-0.5908459,-0.7,11680,0.14999999
585,4.5380637645721436,17.35028,-0.84629506,-0.7,11700,0.14999999
586,4.546104907989502,17.350225,-0.54730403,-0.7,11720,0.14999999
587,4.557630777359009,17.350338,-0.7906972,-0.7,11740,0.14999999
588,4.56955361366272,17.350325,-0.544504,-0.7,11760,0.14999999
589,4.581524133682251,17.350367,-0.7931243,-0.7,11780,0.14999999
590,4.59354829788208,17.350391,-0.54138607,-0.7,11800,0.14999999
591,4.603193283081055,17.350452,-0.7679228,-0.7,11820,0.14999999
592,4.613354444503784,17.350458,-0.89427817,-0.7,11840,0.14999999
593,4.625523090362549,17.35035,-0.87570536,-0.7,11860,0.14999999
594,4.637059450149536,17.350283,-0.606623,-0.7,11880,0.14999999
595,4.648579835891724,17.350368,-0.7641351,-0.7,11900,0.14999999
596,4.660274505615234,17.350409,-0.6614771,-0.7,11920,0.14999999
597,4.672258615493774,17.35046,-0.5188499,-0.7,11940,0.14999999
598,4.6842687129974365,17.350512,-0.7578548,-0.7,11960,0.14999999
599,4.6961305141448975,17.350546,-0.57642555,-0.7,11980,0.14999999
600,4.707597017288208,17.350624,-0.64862907,-0.7,12000,0.14999999
601,4.7197253704071045,17.35069,-1.0052872,-0.7,12020,0.14999999
602,4.730942964553833,17.350435,-0.8938424,-0.7,12040,0.14999999
603,4.7426228523254395,17.350317,-0.7316717,-0.7,12060,0.14999999
604,4.753732204437256,17.350338,-0.62599564,-0.7,12080,0.14999999
605,4.764881372451782,17.350376,-0.7933229,-0.7,12100,0.14999999
606,4.7761313915252686,17.350374,-0.7393069,-0.7,12120,0.14999999
607,4.789513826370239,17.350374,-1.1083966,-0.7,12140,0.14999999
608,4.800768852233887,17.350122,-0.83023155,-0.7,12160,0.14999999
609,4.812283754348755,17.350077,-0.5361417,-0.7,12180,0.14999999
610,4.8238139152526855,17.350058,-0.78991807,-0.7,12200,0.14999999
611,4.835578441619873,17.350063,-0.8072325,-0.7,12220,0.14999999
612,4.8472089767456055,17.35004,-0.6101703,-0.7,12240,0.14999999
613,4.858142614364624,17.350107,-0.6584916,-0.7,12260,0.14999999
614,4.866018772125244,17.350183,-0.5899192,-0.7,12280,0.14999999
615,4.873405456542969,17.350267,-0.9167862,-0.7,12300,0.14999999
616,4.881882429122925,17.350136,-0.5325224,-0.7,12320,0.14999999
617,4.890139579772949,17.350243,-0.6863617,-0.7,12340,0.14999999
618,4.8975114822387695,17.350298,-1.1766019,-0.7,12360,0.14999999
619,4.906749963760376,17.350048,-0.68117654,-0.7,12380,0.14999999
620,4.91443657875061,17.350107,-0.80540067,-0.7,12400,0.14999999
621,4.922521352767944,17.350098,-0.6114112,-0.7,12420,0.14999999
622,4.930443525314331,17.350187,-0.47965863,-0.7,12440,0.14999999
623,4.938079595565796,17.35016,-0.68410563,-0.7,12460,0.14999999
624,4.945775508880615,17.3502,-0.64011395,-0.7,12480,0.14999999
625,4.953219175338745,17.350283,-0.67136675,-0.7,12500,0.14999999
626,4.960803270339966,17.350342,-0.66565204,-0.7,12520,0.14999999
627,4.971488952636719,17.350363,-0.97038037,-0.7,12540,0.14999999
628,4.980119705200195,17.350172,-0.74396306,-0.7,12560,0.14999999
629,4.987708806991577,17.350206,-0.6621521,-0.7,12580,0.14999999
630,4.995551586151123,17.350288,-0.57109886,-0.7,12600,0.14999999
631,5.002793550491333,17.350386,-0.6654973,-0.7,12620,0.14999999
632,5.012532949447632,17.35049,-0.7457769,-0.7,12640,0.14999999
633,5.023659944534302,17.350542,-0.6589448,-0.7,12660,0.14999999
634,5.031813383102417,17.350637,-0.5441254,-0.7,12680,0.14999999
635,5.039397239685059,17.350672,-0.6781536,-0.7,12700,0.14999999
636,5.046944856643677,17.350756,-0.69651735,-0.7,12720,0.14999999
637,5.054672002792358,17.350826,-0.75460327,-0.7,12740,0.14999999
638,5.062552452087402,17.35086,-0.63470286,-0.7,12760,0.14999999
639,5.072882413864136,17.350952,-0.63015944,-0.7,12780,0.14999999
640,5.085884094238281,17.351002,-0.58336014,-0.7,12800,0.14999999
641,5.0983726978302,17.351078,-0.6886752,-0.7,12820,0.14999999
642,5.110469818115234,17.351145,-0.5911122,-0.7,12840,0.14999999
643,5.122532606124878,17.351185,-0.631666,-0.7,12860,0.14999999
644,5.134388446807861,17.35123,-0.8188789,-0.7,12880,0.14999999
645,5.149132013320923,17.351189,-0.74208885,-0.7,12900,0.14999999
646,5.1588592529296875,17.351181,-1.0169075,-0.7,12920,0.14999999
647,5.168817520141602,17.35094,-0.68526155,-0.7,12940,0.14999999
648,5.177086591720581,17.350975,-0.5713643,-0.7,12960,0.14999999
649,5.18501615524292,17.351032,-0.6867594,-0.7,12980,0.14999999
650,5.192978382110596,17.351105,-0.643733,-0.7,13000,0.14999999
651,5.2015368938446045,17.351187,-0.48656508,-0.7,13020,0.14999999
652,5.209635496139526,17.351265,-0.5234622,-0.7,13040,0.14999999
653,5.217612266540527,17.351294,-0.61080366,-0.7,13060,0.14999999
654,5.225690841674805,17.35132,-0.5822592,-0.7,13080,0.14999999
655,5.233827829360962,17.351408,-0.84898216,-0.7,13100,0.14999999
656,5.241586685180664,17.351353,-0.64003485,-0.7,13120,0.14999999
657,5.2501585483551025,17.351408,-0.8877466,-0.7,13140,0.14999999
658,5.259274482727051,17.351322,-0.7280252,-0.7,13160,0.14999999
659,5.26687216758728,17.351355,-0.73624974,-0.7,13180,0.14999999
660,5.274654388427734,17.351414,-0.6415212,-0.7,13200,0.14999999
661,5.282304048538208,17.35148,-0.78182656,-0.7,13220,0.14999999
662,5.2900567054748535,17.351507,-0.59687364,-0.7,13240,0.14999999
663,5.297649145126343,17.351578,-0.4777327,-0.7,13260,0.14999999
664,5.305122137069702,17.351526,-0.46402928,-0.7,13280,0.14999999
665,5.31298828125,17.351547,-0.8030341,-0.7,13300,0.14999999
666,5.3216869831085205,17.351534,-0.60440004,-0.7,13320,0.14999999
667,5.332185745239258,17.351606,-0.59310067,-0.7,13340,0.14999999
668,5.3400421142578125,17.35165,-0.7353681,-0.7,13360,0.14999999
669,5.348151206970215,17.351686,-0.3623294,-0.7,13380,0.14999999
670,5.356142282485962,17.351562,-0.38195896,-0.7,13400,0.14999999
671,5.363987922668457,17.35145,-0.7665218,-0.7,13420,0.14999999
672,5.371723890304565,17.351479,-0.6101634,-0.7,13440,0.14999999
673,5.379342794418335,17.351517,-0.83712006,-0.7,13460,0.14999999
674,5.387251853942871,17.351488,-0.5494214,-0.7,13480,0.14999999
675,5.394629001617432,17.351551,-0.8273568,-0.7,13500,0.14999999
676,5.402153968811035,17.351511,-0.6739821,-0.7,13520,0.14999999
677,5.4096784591674805,17.351566,-0.86894405,-0.7,13540,0.14999999
678,5.417215824127197,17.351507,-0.59917283,-0.7,13560,0.14999999
679,5.424990177154541,17.351566,-0.94167125,-0.7,13580,0.14999999
680,5.432873725891113,17.351425,-0.68143463,-0.7,13600,0.14999999
681,5.440592050552368,17.351465,-0.78261125,-0.7,13620,0.14999999
682,5.448511123657227,17.351465,-0.668868,-0.7,13640,0.14999999
683,5.456831693649292,17.35152,-0.62664104,-0.7,13660,0.14999999
684,5.464996337890625,17.35162,-0.6981086,-0.7,13680,0.14999999
685,5.472700119018555,17.351662,-0.9268013,-0.7,13700,0.14999999
686,5.480880260467529,17.351534,-0.70925,-0.7,13720,0.14999999
687,5.488905191421509,17.35157,-0.7901707,-0.7,13740,0.14999999
688,5.496938943862915,17.351595,-0.6024385,-0.7,13760,0.14999999
689,5.504438161849976,17.351625,-0.69394326,-0.7,13780,0.14999999
690,5.513874053955078,17.351686,-0.6595866,-0.7,13800,0.14999999
691,5.52140998840332,17.35175,-0.82496655,-0.7,13820,0.14999999
692,5.52984619140625,17.35174,-0.4742982,-0.7,13840,0.14999999
693,5.537306785583496,17.351732,-0.61789787,-0.7,13860,0.14999999
694,5.544978618621826,17.351807,-0.38249543,-0.7,13880,0.14999999
695,5.552471876144409,17.351658,-0.8413516,-0.7,13900,0.14999999
696,5.55970311164856,17.351612,-0.63505083,-0.7,13920,0.14999999
697,5.567272901535034,17.351654,-0.36998066,-0.7,13940,0.14999999
698,5.574932813644409,17.35151,-0.6110196,-0.7,13960,0.14999999
699,5.5823235511779785,17.351559,-0.5539728,-0.7,13980,0.14999999
700,5.590440988540649,17.351603,-0.7833934,-0.7,14000,0.14999999
701,5.598189353942871,17.351603,-0.28785986,-0.7,14020,0.14999999
702,5.606210708618164,17.351112,-0.5800213,-0.7,14040,0.14999999
703,5.613767862319946,17.351217,-0.75863546,-0.7,14060,0.14999999
704,5.621361970901489,17.351223,-0.52181864,-0.7,14080,0.14999999
705,5.6292946338653564,17.351227,-0.71263325,-0.7,14100,0.14999999
706,5.637113809585571,17.35125,-0.6862025,-0.7,14120,0.14999999
707,5.644783020019531,17.351305,-0.8103933,-0.7,14140,0.14999999
708,5.652479887008667,17.351276,-0.8157703,-0.7,14160,0.14999999
709,5.659827947616577,17.351261,-0.73334676,-0.7,14180,0.14999999
710,5.667404890060425,17.35129,-0.74067086,-0.7,14200,0.14999999
711,5.675295829772949,17.351301,-0.52540267,-0.7,14220,0.14999999
712,5.683280944824219,17.351393,-0.5990826,-0.7,14240,0.14999999
713,5.695740699768066,17.351454,-0.6086778,-0.7,14260,0.14999999
714,5.707421779632568,17.351473,-0.58586204,-0.7,14280,0.14999999
715,5.7185258865356445,17.35153,-0.8145734,-0.7,14300,0.14999999
716,5.730481386184692,17.351513,-0.70717186,-0.7,14320,0.14999999
717,5.742414474487305,17.351555,-0.25825253,-0.7,14340,0.14999999
718,5.754495143890381,17.35118,-0.41686183,-0.7,14360,0.14999999
719,5.7664337158203125,17.351122,-0.52633,-0.7,14380,0.14999999
720,5.777669191360474,17.351194,-0.4817503,-0.7,14400,0.14999999
721,5.78962254524231,17.3513,-0.811786,-0.7,14420,0.14999999
722,5.801235198974609,17.35127,-0.6413587,-0.7,14440,0.14999999
723,5.811460494995117,17.35132,-0.7512829,-0.7,14460,0.14999999
724,5.8185875415802,17.351343,-0.7010078,-0.7,14480,0.14999999
725,5.825910806655884,17.351412,-0.7113137,-0.7,14500,0.14999999
726,5.833685874938965,17.35145,-0.6406241,-0.7,14520,0.14999999
727,5.845674514770508,17.35149,-0.4256266,-0.7,14540,0.14999999
728,5.853145122528076,17.351496,-0.44074717,-0.7,14560,0.14999999
729,5.861454963684082,17.35147,-0.46862847,-0.7,14580,0.14999999
730,5.87007999420166,17.351433,-0.72177327,-0.7,14600,0.14999999
731,5.883940696716309,17.351484,-0.9332988,-0.7,14620,0.14999999
732,5.8965935707092285,17.351366,-0.64499736,-0.7,14640,0.14999999
733,5.9087302684783936,17.351452,-0.8082737,-0.7,14660,0.14999999
734,5.920809745788574,17.35143,-0.7864624,-0.7,14680,0.14999999
735,5.933260917663574,17.351427,-0.7143266,-0.7,14700,0.14999999
736,5.944953918457031,17.351473,-0.8811885,-0.7,14720,0.14999999
737,5.957304954528809,17.351414,-0.58410466,-0.7,14740,0.14999999
738,5.96923303604126,17.351433,-0.73992866,-0.7,14760,0.14999999
739,5.980874538421631,17.351458,-0.4679824,-0.7,14780,0.14999999
740,5.992879152297974,17.351479,-0.6829853,-0.7,14800,0.14999999
741,6.0048441886901855,17.351543,-0.8232119,-0.7,14820,0.14999999
742,6.0167319774627686,17.35152,-0.60743463,-0.7,14840,0.14999999
743,6.028644561767578,17.351582,-0.76243645,-0.7,14860,0.14999999
744,6.040563344955444,17.351564,-0.6832413,-0.7,14880,0.14999999
745,6.05374002456665,17.351612,-0.5846375,-0.7,14900,0.14999999
746,6.065812110900879,17.351702,-0.5876554,-0.7,14920,0.14999999
747,6.073707103729248,17.351734,-0.8296096,-0.7,14940,0.14999999
748,6.082552433013916,17.351702,-0.35457382,-0.7,14960,0.14999999
749,6.090552091598511,17.35142,-0.5114219,-0.7,14980,0.14999999
750,6.1050097942352295,17.35146,-0.59328425,-0.7,15000,0.14999999
751,6.116866111755371,17.3515,-0.7443533,-0.7,15020,0.14999999
752,6.128779649734497,17.351528,-1.1047026,-0.7,15040,0.14999999
753,6.140341281890869,17.351318,-0.80334556,-0.7,15060,0.14999999
754,6.152448654174805,17.351324,-0.6598677,-0.7,15080,0.14999999
755,6.16443657875061,17.351347,-0.63754153,-0.7,15100,0.14999999
756,6.175779104232788,17.3514,-0.62097466,-0.7,15120,0.14999999
757,6.187511205673218,17.351454,-0.8221561,-0.7,15140,0.14999999
758,6.198562383651733,17.35145,-0.5475271,-0.7,15160,0.14999999
759,6.206786394119263,17.351444,-0.8039684,-0.7,15180,0.14999999
760,6.214746952056885,17.351444,-0.52304804,-0.7,15200,0.14999999
761,6.222826957702637,17.351505,-0.6836463,-0.7,15220,0.14999999
762,6.232760667800903,17.351568,-0.79243165,-0.7,15240,0.14999999
763,6.241225481033325,17.351572,-0.7760433,-0.7,15260,0.14999999
