ReturnMean,LQGsigma_higher,TimeElapsed,LQGmu1_higher,TimestepsSoFar,LQGmu1_actor,Iteration
17.373283,0.14999999,0.02276301383972168,-0.6,20,-0.49290603,1
17.357967,0.14999999,0.060391902923583984,-0.6,40,-0.5697506,2
17.379707,0.14999999,0.06925201416015625,-0.6,60,-0.7266795,3
17.381197,0.14999999,0.07840180397033691,-0.6,80,-0.65965617,4
17.380093,0.14999999,0.08687973022460938,-0.6,100,-0.5393232,5
17.385077,0.14999999,0.09452080726623535,-0.6,120,-0.71171016,6
17.386412,0.14999999,0.10155320167541504,-0.6,140,-0.6690902,7
17.385551,0.14999999,0.10850715637207031,-0.6,160,-0.63902956,8
17.382795,0.14999999,0.11683893203735352,-0.6,180,-0.38868517,9
17.379877,0.14999999,0.12340736389160156,-0.6,200,-0.70577705,10
17.380068,0.14999999,0.13126850128173828,-0.6,220,-0.6288238,11
17.382027,0.14999999,0.13821029663085938,-0.6,240,-0.62841797,12
17.383602,0.14999999,0.14528965950012207,-0.6,260,-0.749933,13
17.382925,0.14999999,0.15220308303833008,-0.6,280,-0.59835845,14
17.382608,0.14999999,0.16046380996704102,-0.6,300,-0.49338946,15
17.380005,0.14999999,0.1680450439453125,-0.6,320,-0.68260133,16
17.380867,0.14999999,0.17648816108703613,-0.6,340,-0.6321426,17
17.38234,0.14999999,0.18535137176513672,-0.6,360,-0.4323213,18
17.379047,0.14999999,0.19376277923583984,-0.6,380,-0.3865607,19
17.376259,0.14999999,0.2075352668762207,-0.6,400,-0.5798388,20
17.377644,0.14999999,0.21488499641418457,-0.6,420,-0.48738715,21
17.377556,0.14999999,0.22333288192749023,-0.6,440,-0.55955917,22
17.378954,0.14999999,0.23048996925354004,-0.6,460,-0.54192615,23
17.379839,0.14999999,0.23820018768310547,-0.6,480,-0.5837042,24
17.379826,0.14999999,0.2482609748840332,-0.6,500,-0.6418437,25
17.37997,0.14999999,0.25788259506225586,-0.6,520,-0.6869254,26
17.380838,0.14999999,0.26719188690185547,-0.6,540,-0.51368773,27
17.381422,0.14999999,0.27938222885131836,-0.6,560,-0.6468107,28
17.381983,0.14999999,0.28738856315612793,-0.6,580,-0.6396774,29
17.382866,0.14999999,0.2944316864013672,-0.6,600,-0.5401322,30
17.382975,0.14999999,0.30231451988220215,-0.6,620,-0.24812734,31
17.372383,0.14999999,0.31086277961730957,-0.6,640,-0.30641273,32
17.364504,0.14999999,0.3181889057159424,-0.6,660,-0.41067183,33
17.363647,0.14999999,0.3252077102661133,-0.6,680,-0.4281597,34
17.36141,0.14999999,0.33249711990356445,-0.6,700,-0.7534906,35
17.361948,0.14999999,0.34037160873413086,-0.6,720,-0.5424313,36
17.362892,0.14999999,0.34815239906311035,-0.6,740,-0.2672048,37
17.355047,0.14999999,0.35547447204589844,-0.6,760,-0.38347387,38
17.352636,0.14999999,0.3623507022857666,-0.6,780,-0.55491424,39
17.353334,0.14999999,0.3691427707672119,-0.6,800,-0.5521943,40
17.353878,0.14999999,0.3786168098449707,-0.6,820,-0.57771754,41
17.354986,0.14999999,0.38590025901794434,-0.6,840,-0.55993545,42
17.355383,0.14999999,0.3938136100769043,-0.6,860,-0.5310442,43
17.355991,0.14999999,0.4012939929962158,-0.6,880,-0.6123446,44
17.357218,0.14999999,0.4089996814727783,-0.6,900,-0.8063249,45
17.357038,0.14999999,0.4169151782989502,-0.6,920,-0.45500857,46
17.355604,0.14999999,0.42420411109924316,-0.6,940,-0.46332708,47
17.3543,0.14999999,0.43184781074523926,-0.6,960,-0.7289425,48
17.354498,0.14999999,0.4391975402832031,-0.6,980,-0.8734424,49
17.353626,0.14999999,0.4476449489593506,-0.6,1000,-0.7058614,50
17.354038,0.14999999,0.4555017948150635,-0.6,1020,-0.52454054,51
17.354424,0.14999999,0.462799072265625,-0.6,1040,-0.52599096,52
17.354477,0.14999999,0.46991991996765137,-0.6,1060,-0.59740454,53
17.355593,0.14999999,0.47767066955566406,-0.6,1080,-0.63485456,54
17.356367,0.14999999,0.4854695796966553,-0.6,1100,-0.42135713,55
17.355404,0.14999999,0.4926149845123291,-0.6,1120,-0.85819364,56
17.354616,0.14999999,0.5001006126403809,-0.6,1140,-0.39611316,57
17.353958,0.14999999,0.5069892406463623,-0.6,1160,-0.53975487,58
17.353786,0.14999999,0.5146238803863525,-0.6,1180,-0.39713508,59
17.35315,0.14999999,0.522512674331665,-0.6,1200,-0.56318825,60
17.354136,0.14999999,0.5295944213867188,-0.6,1220,-0.32612032,61
17.351242,0.14999999,0.5370810031890869,-0.6,1240,-0.74112374,62
17.3515,0.14999999,0.5439853668212891,-0.6,1260,-0.47203735,63
17.35188,0.14999999,0.5524756908416748,-0.6,1280,-0.54618406,64
17.352488,0.14999999,0.559704065322876,-0.6,1300,-0.5566604,65
17.353209,0.14999999,0.5667946338653564,-0.6,1320,-0.7515327,66
17.353586,0.14999999,0.5738754272460938,-0.6,1340,-0.33475587,67
17.351627,0.14999999,0.5815281867980957,-0.6,1360,-0.40707746,68
17.350594,0.14999999,0.589362382888794,-0.6,1380,-0.4077024,69
17.34947,0.14999999,0.5986840724945068,-0.6,1400,-0.6208291,70
17.349848,0.14999999,0.6061933040618896,-0.6,1420,-0.49563485,71
17.350285,0.14999999,0.6133263111114502,-0.6,1440,-0.65555453,72
17.350914,0.14999999,0.6212801933288574,-0.6,1460,-0.5791356,73
17.351454,0.14999999,0.6283779144287109,-0.6,1480,-0.39640376,74
17.35101,0.14999999,0.6354482173919678,-0.6,1500,-0.5518087,75
17.351576,0.14999999,0.6427097320556641,-0.6,1520,-0.5687727,76
17.35205,0.14999999,0.6505069732666016,-0.6,1540,-0.71621037,77
17.352438,0.14999999,0.6585080623626709,-0.6,1560,-0.57042193,78
17.353146,0.14999999,0.6655368804931641,-0.6,1580,-0.5297663,79
17.353329,0.14999999,0.6724023818969727,-0.6,1600,-0.9153415,80
