ReturnMean,Regret,LQGmu1_actor,LQGsigma_higher,Regret/t,LQGmu1_higher,ReturnLastEpisode
1.0370490886216497,-39.75134970032476,-0.04551857,0.14999999,-0.7361361055615696,0.07070707,18.159955675869057
1.035542488612155,-39.04235507677912,0.1536752,0.14999999,-0.709861001395984,0.09090909,16.641005376454363
1.0344884414978217,-38.7227915044326,0.25433445,0.14999999,-0.6914784197220107,0.11111111,17.030436427653484
1.0296947305394084,-34.648937734615075,0.3976316,0.14999999,-0.607876100607282,0.13131313,13.276146230182475
1.0278904388945946,-33.43173675066041,0.1848115,0.14999999,-0.5764092543217313,0.15151516,16.13279901604534
1.0281016994488603,-34.22552466489941,0.07824358,0.14999999,-0.5800936383881256,0.17171717,18.143787914239002
1.0275636965192751,-34.242652037769474,0.19432141,0.14999999,-0.5707108672961579,0.1919192,17.36712737287007
1.0277878921677173,-35.05187120370439,0.06191565,0.14999999,-0.57462083940499,0.21212122,18.159219165934914
1.027981275500453,-35.83559357312987,0.19558977,0.14999999,-0.5779934447279012,0.23232323,18.13372236942548
1.0245454367850155,-32.63856230443233,0.29300413,0.14999999,-0.5180724175306719,0.25252524,14.152968731302458
1.0213707249967168,-29.61314841233549,0.47224748,0.14999999,-0.46270544394274205,0.27272728,14.324586107903164
1.0201226041615974,-28.66098407758704,0.2757069,0.14999999,-0.44093821657826215,0.2929293,16.397835665251552
1.0162662950446706,-24.663156248217845,0.3823663,0.14999999,-0.37368418557905825,0.3131313,13.352172170630803
1.0143087050728947,-22.749435703576374,0.3631818,0.14999999,-0.3395438164712892,0.33333334,15.43627945535853
1.0077893355576777,-15.357528824561454,0.57865554,0.14999999,-0.22584601212590374,0.35353535,9.958093120985081
1.0065578349468625,-14.101436261656753,0.42419603,0.14999999,-0.20436864147328626,0.37373737,16.0939074370953
1.0024923622144852,-9.342675791443732,0.42321208,0.14999999,-0.13346679702062475,0.3939394,12.59123952978698
1.0030620724657384,-10.181580609976017,0.12754637,0.14999999,-0.1434025438024791,0.41414142,18.188904818532286
0.9990750334943619,-5.3185380582004065,0.36573985,0.14999999,-0.07386858414167231,0.43434343,12.486957448224391
0.998609150550605,-4.799281748986129,0.38002098,0.14999999,-0.06574358560254971,0.45454547,16.830743690785724
0.9967243200115363,-2.4325384340882437,0.3024968,0.14999999,-0.032872141001192484,0.47474748,14.983256685102116
0.9937314164105485,1.449307335002688,0.45430347,0.14999999,0.019324097800035838,0.4949495,13.46815423090907
0.9908532141313046,5.283515861803819,0.36003864,0.14999999,0.06951994555005026,0.5151515,13.51579147319887
0.9881464290873498,8.98792330717975,0.47336113,0.14999999,0.11672627671662014,0.53535354,13.64559255462407
0.9864500061662363,11.412327611945393,0.40848112,0.14999999,0.14631189246083837,0.5555556,14.925595695234358
0.9849931416895702,13.565849105777838,0.34206045,0.14999999,0.17171960893389668,0.57575756,15.196478506167557
0.9856737520730796,12.787981107639249,0.4437161,0.14999999,0.1598497638454906,0.5959596,18.12786799813859
0.9811755454136302,19.30217752688929,0.6879109,0.14999999,0.23829848798628755,0.61616164,10.835803580749959
0.9758807809612895,27.11241276287898,0.6627811,0.14999999,0.3306391800351095,0.6363636,9.539764764010314
0.9707601252701671,34.85530346892759,0.95188403,0.14999999,0.41994341528828416,0.65656567,9.607109293951394
0.9634760616450299,45.94610873249685,0.9135785,0.14999999,0.5469774849106768,0.67676765,6.25919473643074
0.9594162416303594,52.51136340715496,0.6780509,0.14999999,0.617780745966529,0.6969697,10.784745325341895
0.9540201667738156,61.22239306596018,0.75306803,0.14999999,0.7118882914646533,0.7171717,8.63897034119478
0.9462818847513045,73.67542190454054,1.0685911,0.14999999,0.8468439299372477,0.7373737,4.8969711614196365
0.942654762005276,80.08888365526255,0.7915283,0.14999999,0.9101009506279835,0.75757575,10.936538249278
0.9372636761060956,89.36681249516245,0.8756341,0.14999999,1.0041214887096905,0.7777778,8.072071160100096
0.9327901920392859,97.39251457513663,0.7755958,0.14999999,1.0821390508348514,0.7979798,9.324297920025822
0.9314048314781294,100.67327625094953,0.87311935,0.14999999,1.1062997390214233,0.8181818,14.0692383241871
0.9272831920338693,108.39266404549734,0.6356813,0.14999999,1.1781811309293189,0.83838385,9.63061220545219
0.9254644148446561,112.52075627515521,0.851399,0.14999999,1.2099006051091958,0.85858583,13.221907770342133
0.9189079243879344,124.47910507539574,1.0444064,0.14999999,1.3242457986744227,0.8787879,5.391651199759468
0.9131043266211829,135.4187516540242,0.92251563,0.14999999,1.4254605437265704,0.8989899,6.410353421371549
0.908938576098703,143.81867835250748,0.79375786,0.14999999,1.4981112328386195,0.9191919,8.950073301516717
0.9077606236887994,147.3095081181318,0.8312858,0.14999999,1.518654722867338,0.93939394,13.859170234375695
0.9019090654119375,158.82917812314943,1.0398618,0.14999999,1.6207058992158105,0.959596,5.830329994982366
0.8954154745945968,171.6614581839531,1.1233199,0.14999999,1.7339541230702333,0.97979796,4.517719939196336
