ReturnMean,Regret,LQGmu1_actor,LQGsigma_higher,Regret/t,LQGmu1_higher,ReturnLastEpisode
1.0436650138029424,-0.8515178407233144,-0.81994516,0.14999999,-0.8515178407233144,-1.0,18.201517840723316
1.043524287140194,-1.6981271354499583,-1.116571,0.14999999,-0.8490635677249792,-0.97979796,18.196609294726645
1.0434315206977438,-2.542337162905948,-1.0585846,0.14999999,-0.8474457209686493,-0.959596,18.19421002745599
1.0434734034933797,-3.392704627698148,-0.7840565,0.14999999,-0.848176156924537,-0.93939394,18.2003674647922
1.0434735222498472,-4.240891140186658,-0.89920825,0.14999999,-0.8481782280373317,-0.9191919,18.198186512488512
1.0435310760866525,-5.095091801707309,-0.90299886,0.14999999,-0.8491819669512181,-0.8989899,18.20420066152065
1.0435585637707543,-5.947629465133659,-0.78467095,0.14999999,-0.8496613521619513,-0.8787879,18.20253766342635
1.0435957353215188,-6.802476992058292,-0.9332377,0.14999999,-0.8503096240072865,-0.85858583,18.204847526924635
1.043602395399551,-7.653831981913502,-0.5822705,0.14999999,-0.8504257757681669,-0.83838385,18.20135498985521
1.0435996911598397,-8.503786138276038,-0.9413733,0.14999999,-0.8503786138276037,-0.8181818,18.199954156362537
1.0436045899857473,-9.355104542865725,-1.0048747,0.14999999,-0.8504640493514295,-0.7979798,18.20131840458969
1.0435892911624671,-10.202366854481113,-0.8453814,0.14999999,-0.850197237873426,-0.7777778,18.19726231161539
1.043535783246111,-11.04043277755827,-1.0334072,0.14999999,-0.8492640598121746,-0.75757575,18.188065923077158
1.0435411226884868,-11.891000515620917,-0.85244346,0.14999999,-0.8493571796872084,-0.7373737,18.20056773806265
1.0435242906995579,-12.735954447004325,-0.55346775,0.14999999,-0.8490636298002883,-0.7171717,18.19495393138341
1.0435270718817184,-13.585794137874704,-0.5601799,0.14999999,-0.849112133617169,-0.6969697,18.19983969087038
1.043526340125824,-14.434689320504262,-0.6734517,0.14999999,-0.8490993717943683,-0.67676765,18.19889518262956
1.043511694342194,-15.279191087901552,-0.86726356,0.14999999,-0.848843949327864,-0.65656567,18.19450176739729
1.0435261938010871,-16.132839577928213,-0.66370213,0.14999999,-0.8490968198909585,-0.6363636,18.203648490026662
1.0435210979931742,-16.9801589800192,-0.6757284,0.14999999,-0.8490079490009601,-0.61616164,18.19731940209099
1.0435301276126405,-17.83247393685348,-0.7363278,0.14999999,-0.8491654255644514,-0.5959596,18.20231495683428
1.043529799521564,-18.68151348043367,-0.77979904,0.14999999,-0.8491597036560758,-0.57575756,18.19903954358019
1.043534628815658,-19.532610310536672,-0.21730411,0.14999999,-0.8492439265450727,-0.5555556,18.201096830103005
1.0435416063813594,-20.384774766981813,-0.69722146,0.14999999,-0.8493656152909089,-0.53535354,18.202164456445143
1.0435505294516714,-21.23803084092876,-0.4602491,0.14999999,-0.8495212336371505,-0.5151515,18.20325607394695
1.0435588406503082,-22.091320704475812,-0.6232444,0.14999999,-0.8496661809413774,-0.4949495,18.203289863547052
1.0435563551138662,-22.939816496017375,-0.75342983,0.14999999,-0.8496228331858288,-0.47474748,18.198495791541564
1.043550577185207,-23.7866178510803,-0.507788,0.14999999,-0.8495220661100108,-0.45454547,18.196801355062927
1.04355985767869,-24.640833619574323,-0.19875361,0.14999999,-0.849683917916356,-0.43434343,18.204215768494024
1.0435497080990195,-25.48520727740709,-0.44558093,0.14999999,-0.849506909246903,-0.41414142,18.194373657832767
1.0435548006187352,-26.337467406513053,-0.6919503,0.14999999,-0.8495957227907437,-0.3939394,18.202260129105966
1.043566655233007,-27.19367895243656,-0.46390373,0.14999999,-0.8498024672636425,-0.37373737,18.20621154592351
1.0435592163450964,-28.039200190929844,-0.21460085,0.14999999,-0.8496727330584801,-0.35353535,18.195521238493285
1.043496207172231,-28.85151100484608,-0.14790688,0.14999999,-0.8485738530837083,-0.33333334,18.16231081391624
1.0434959596498479,-29.699933770267098,-0.42999727,0.14999999,-0.8485695362933456,-0.3131313,18.198422765421018
1.0435046152218233,-30.553937620869373,-0.28463858,0.14999999,-0.8487204894685937,-0.2929293,18.204003850602277
1.0435075469425248,-31.404549891072275,-0.21880963,0.14999999,-0.8487716186776291,-0.27272728,18.200612270202903
1.0435138134187871,-32.25747442889859,-0.16627178,0.14999999,-0.8488809060236471,-0.25252524,18.202924537826313
1.0435194402466819,-33.1101824781832,-0.042037174,0.14999999,-0.8489790379021332,-0.23232323,18.20270804928461
1.043525636812387,-33.963484240321165,-0.3550632,0.14999999,-0.8490871060080292,-0.21212122,18.203301762137965
1.0435296631519078,-34.81545034014016,-0.2081773,0.14999999,-0.8491573253692722,-0.1919192,18.201966099818993
1.0397555209778957,-32.90012400588908,0.19293118,0.14999999,-0.783336285854502,-0.17171717,15.434673665748926
1.03984358238082,-33.74949929902455,-0.10475452,0.14999999,-0.7848720767215012,-0.15151516,18.199375293135464
1.039929096739555,-34.59999167406491,-0.17853545,0.14999999,-0.7863634471378389,-0.13131313,18.200492375040366
1.0400184821474796,-35.456504789341906,-0.07116932,0.14999999,-0.7879223286520424,-0.11111111,18.206513115277
1.0390996403088457,-35.50729544136837,0.12667364,0.14999999,-0.7718977269862689,-0.09090909,17.400790652026462
1.0391938172104804,-36.356388091086444,-0.07590478,0.14999999,-0.7735401721507754,-0.07070707,18.199092649718075
1.0392794456515457,-37.201609543821945,-0.14418763,0.14999999,-0.7750335321629572,-0.05050505,18.195221452735503
1.0393651873872547,-38.049914533652334,-0.088729635,0.14999999,-0.7765288680337211,-0.030303031,18.19830498983039
1.0394419698384303,-38.893397699111176,-0.07271364,0.14999999,-0.7778679539822235,-0.01010101,18.193483165458844
1.037117170341988,-37.60349598897774,0.20486352,0.14999999,-0.7373234507642694,0.01010101,16.060098289866566
1.0368631933132515,-38.1104927519215,0.07416989,0.14999999,-0.7328940913831057,0.030303031,17.856996762943762
1.0369692249702005,-38.941394024455704,0.056179103,0.14999999,-0.7347432834802963,0.05050505,18.180901272534207
