LQGmu1_actor,LQGmu1_higher,LQGsigma_higher,ReturnLastEpisode,Regret,Regret/t,ReturnMean
-1.0270102,-1.0,0.14999999,17.19882056277413,0.15117943722587057,0.15117943722587057,0.9811078472774746
-0.87270397,-0.97979796,0.14999999,17.298696477551385,0.20248295967448726,0.10124147983724363,0.9839565613327299
-0.92934656,-0.959596,0.14999999,17.268423071962083,0.28405988771240587,0.09468662923746862,0.9843304832152042
-1.0660734,-0.93939394,0.14999999,17.201354083981784,0.43270580373062373,0.10817645093265593,0.9835609554516453
-0.97884804,-0.9191919,0.14999999,17.21780608650794,0.5648997172226835,0.1129799434445367,0.9832869399061872
-0.8383131,-0.8989899,0.14999999,17.331884093133983,0.5830156240887021,0.09716927068145036,0.9841888607711665
-0.990498,-0.8787879,0.14999999,17.21252207018364,0.7204935539050652,0.10292765055786646,0.9838603736133562
-0.927676,-0.85858583,0.14999999,17.262043905775055,0.8084496481300114,0.10105620601625143,0.9839671302900028
-0.8774134,-0.83838385,0.14999999,17.291061568590628,0.8673880795393849,0.09637645328215388,0.9842340870917197
-0.60686696,-0.8181818,0.14999999,17.418631821184295,0.7987562583550911,0.07987562583550911,0.9851753778758979
-0.90375674,-0.7979798,0.14999999,17.286063997217738,0.8626922611373544,0.07842656919430495,0.9852580394070561
-0.8066016,-0.7777778,0.14999999,17.34922856687981,0.8634636942575469,0.07195530785479558,0.985627192934695
-0.7859937,-0.75757575,0.14999999,17.358657528341684,0.8548061659158641,0.06575432045506648,0.9859809286677087
-0.8873067,-0.7373737,0.14999999,17.295393106524614,0.9094130593912517,0.0649580756708037,0.986026350503662
-0.71553016,-0.7171717,0.14999999,17.369254680970826,0.890158378420427,0.05934389189469513,0.9863466119854709
-0.5903591,-0.6969697,0.14999999,17.370837952098466,0.8693204263219627,0.05433252664512267,0.9866324856448875
-0.75936896,-0.67676765,0.14999999,17.36929570139685,0.8500247249251132,0.0500014544073596,0.986879551944817
-0.68870825,-0.65656567,0.14999999,17.397087472310716,0.8029372526143987,0.04460762514524438,0.9871872432889194
-0.4686849,-0.6363636,0.14999999,17.34710143129771,0.8058358213166912,0.042412411648246905,0.9873124693868656
-0.40272233,-0.61616164,0.14999999,17.336718702052167,0.8191171192645257,0.04095585596322628,0.9873955587014704
-0.5757984,-0.5959596,0.14999999,17.404969559150576,0.7641475601139511,0.03638797905304529,0.9876561335394727
-0.4631447,-0.57575756,0.14999999,17.36426574875365,0.7498818113603036,0.034085536880013804,0.9877874765042777
-0.5151147,-0.5555556,0.14999999,17.399636733757763,0.700245077602542,0.030445438156632258,0.9879951261747502
-0.47727966,-0.53535354,0.14999999,17.378470794882077,0.6717742827204667,0.02799059511335278,0.9881351628571963
-0.49885562,-0.5151515,0.14999999,17.357920827432153,0.6638534552883151,0.026554138211532602,0.9882171056353947
-0.5367932,-0.4949495,0.14999999,17.372599200206537,0.6412542550817797,0.024663625195453065,0.988324950074418
-0.56167287,-0.47474748,0.14999999,17.41928578340774,0.5719684716740403,0.0211840174694089,0.988523444525419
-0.36823314,-0.45454547,0.14999999,17.290958222912693,0.6310102487613491,0.022536080312905327,0.9884463160118139
-0.4811541,-0.43434343,0.14999999,17.374789207392954,0.6062210413683964,0.02090417384028953,0.9885394082236003
-0.4538188,-0.41414142,0.14999999,17.374354630737102,0.5818664106312958,0.019395547021043194,0.9886254679394728
-0.3340716,-0.3939394,0.14999999,17.232795333337673,0.6990710772936239,0.022550679912697547,0.9884454831766859
-0.021864682,-0.37373737,0.14999999,12.3071772518011,5.741893825492525,0.1794341820466414,0.979496053505611
-0.059948057,-0.35353535,0.14999999,14.335487548950296,8.756406276542231,0.265345644743704,0.9745952284801082
-0.14400515,-0.33333334,0.14999999,16.503929446664554,9.602476829877679,0.28242578911404936,0.9736208905240131
-0.141291,-0.3131313,0.14999999,16.212512999066725,10.739963830810956,0.3068561094517416,0.9722272612976758
-0.4464199,-0.2929293,0.14999999,17.36393503909391,10.726028791717047,0.2979452442143624,0.9727355821897111
