Regret,LQGsigma_higher,LQGmu1_actor,LQGmu1_higher
10.726028791717047,0.14999999,-0.4464199,-0.2929293
11.134463539850563,0.14999999,-0.21515852,-0.27272728
19.438474173245528,0.14999999,0.08026999,-0.25252524
25.629859168162078,0.14999999,-0.015797079,-0.23232323
26.429737858046867,0.14999999,-0.16703543,-0.21212122
27.523551867443363,0.14999999,-0.14411348,-0.1919192
28.48673635753776,0.14999999,-0.14943472,-0.17171717
30.02695776366801,0.14999999,-0.11145059,-0.15151516
32.676054512129376,0.14999999,-0.062357306,-0.13131313
33.760167169578324,0.14999999,-0.123455726,-0.11111111
33.95883014925096,0.14999999,-0.29723394,-0.09090909
42.25441803758505,0.14999999,0.074284375,-0.07070707
50.5673661111059,0.14999999,0.086167894,-0.05050505
51.62782691123515,0.14999999,-0.15924552,-0.030303031
51.87190104510593,0.14999999,-0.28354344,-0.01010101
53.6869623637563,0.14999999,-0.09576035,0.01010101
62.03415127117962,0.14999999,0.10576253,0.030303031
70.4206545414525,0.14999999,0.12451411,0.05050505
78.71492311753184,0.14999999,0.073302545,0.07070707
86.98887785504525,0.14999999,0.056054562,0.09090909
95.99862757872,0.14999999,0.289754,0.11111111
97.2355663181371,0.14999999,-0.12688048,0.13131313
106.63092737516584,0.14999999,0.35540202,0.15151516
115.36616407545766,0.14999999,0.23196235,0.17171717
125.0305121472652,0.14999999,0.39478412,0.1919192
133.8400528233624,0.14999999,0.24893299,0.21212122
144.41838887986697,0.14999999,0.50620294,0.23232323
152.77672727082927,0.14999999,0.11140154,0.25252524
162.4838484578512,0.14999999,0.40068996,0.27272728
171.82386863996632,0.14999999,0.34674528,0.2929293
181.22615736092578,0.14999999,0.35647088,0.3131313
189.77242656190109,0.14999999,0.18180068,0.33333334
201.50383695089428,0.14999999,0.61877954,0.35353535
212.6727195706864,0.14999999,0.5666599,0.37373737
224.04709814834138,0.14999999,0.5862371,0.3939394
233.7008856358857,0.14999999,0.39331234,0.41414142
244.58846644762804,0.14999999,0.5387086,0.43434343
254.28321730506858,0.14999999,0.39899093,0.45454547
264.76495097411566,0.14999999,0.49561194,0.47474748
277.45306056955604,0.14999999,0.69854575,0.4949495
288.5878157439789,0.14999999,0.5633428,0.5151515
299.7558828914183,0.14999999,0.5665809,0.53535354
309.7586482857648,0.14999999,0.4393452,0.5555556
321.3402246127903,0.14999999,0.60533565,0.57575756
333.626338933365,0.14999999,0.66619325,0.5959596
342.69559098334804,0.14999999,0.30082014,0.61616164
353.9593196982969,0.14999999,0.5757784,0.6363636
368.9655914359479,0.14999999,0.8617303,0.65656567
378.91279613251515,0.14999999,0.4323445,0.67676765
393.1698166527787,0.14999999,0.81257975,0.6969697
405.23587261598914,0.14999999,0.647799,0.7171717
417.3833742451529,0.14999999,0.65466714,0.7373737
429.3765147724071,0.14999999,0.64158785,0.75757575
441.095445968306,0.14999999,0.617671,0.7777778
453.3961807277535,0.14999999,0.6673974,0.7979798
470.74618072775354,0.14999999,1.0535803,0.8181818
486.64607318108773,0.14999999,0.91691273,0.83838385
502.1501179238438,0.14999999,0.8928894,0.85858583
519.5001179238438,0.14999999,1.138986,0.8787879
536.340692425031,0.14999999,0.9716212,0.8989899
550.6388214577072,0.14999999,0.8153533,0.9191919
567.9888214577072,0.14999999,1.0989513,0.93939394
585.3388214577072,0.14999999,1.0216888,0.959596
600.5324839073564,0.14999999,0.8735908,0.97979796
617.8824839073565,0.14999999,1.1039425,1.0
617.8160404995837,0.14999999,-0.6550584,-0.47474748
617.9642070062991,0.14999999,-1.0308086,-0.8181818
618.0541053842609,0.14999999,-0.35533875,-0.5959596
618.0263745751619,0.14999999,-0.5357974,-0.5555556
618.0542342253347,0.14999999,-0.84370023,-0.65656567
618.0431653414131,0.14999999,-0.7386953,-0.53535354
617.9994677690553,0.14999999,-0.5388568,-0.43434343
617.9616816362685,0.14999999,-0.6065212,-0.41414142
617.9151269030249,0.14999999,-0.5261889,-0.4949495
617.914966391479,0.14999999,-0.8070306,-0.6969697
617.902410108592,0.14999999,-0.77414525,-0.67676765
617.8588598513322,0.14999999,-0.7083199,-0.7171717
617.8349442322752,0.14999999,-0.6182035,-0.57575756
618.1428750987634,0.14999999,-0.23433113,-0.2929293
618.2925408680309,0.14999999,-1.0750239,-0.75757575
618.2528940516202,0.14999999,-0.69394493,-0.5151515
618.2162284743288,0.14999999,-0.7136629,-0.7777778
618.1730069091311,0.14999999,-0.55027276,-0.6363636
618.1278963887113,0.14999999,-0.705476,-0.61616164
618.1778153059015,0.14999999,-0.4330388,-0.8989899
618.2163349547271,0.14999999,-0.8668066,-0.97979796
618.1580996318118,0.14999999,-0.61401606,-0.7373737
618.1186388325284,0.14999999,-0.6931249,-0.83838385
618.0843205000298,0.14999999,-0.60419405,-0.45454547
618.2274087845866,0.14999999,-0.9918665,-0.7979798
618.3825097078326,0.14999999,-1.0692899,-0.959596
618.3767754637192,0.14999999,-0.7713557,-0.85858583
618.3575592253017,0.14999999,-0.55128396,-0.3939394
618.508286390942,0.14999999,-1.145658,-0.9191919
618.5514534946767,0.14999999,-0.88177544,-0.8787879
618.571107259384,0.14999999,-0.83098286,-0.93939394
618.7248478981593,0.14999999,-1.1645197,-1.0
620.3897318351414,0.14999999,-0.09301575,-0.09090909
620.762194410807,0.14999999,-0.26136595,-0.01010101
621.2622267181589,0.14999999,-0.19148529,-0.27272728
621.3252848292209,0.14999999,-0.31184018,-0.21212122
621.5072539205825,0.14999999,-0.30830863,-0.33333334
621.5088201573571,0.14999999,-0.43058908,-0.47474748
621.4838004012564,0.14999999,-0.4747195,-0.5555556
621.7406335298532,0.14999999,-0.2909723,-0.4949495
621.8477999195794,0.14999999,-0.3247313,-0.43434343
621.8924244082644,0.14999999,-0.87311405,-0.7171717
622.7832296494963,0.14999999,-0.1527637,-0.41414142
622.8362828952968,0.14999999,-0.45550445,-0.5151515
622.7820832690721,0.14999999,-0.50707364,-0.6363636
622.7319313535796,0.14999999,-0.5442136,-0.53535354
622.6688572411234,0.14999999,-0.638366,-0.57575756
622.6797344808219,0.14999999,-0.8318136,-0.7777778
622.7166299057269,0.14999999,-0.86098564,-0.67676765
622.6752207514978,0.14999999,-0.5620266,-0.61616164
622.6503914939758,0.14999999,-0.7210186,-0.6969697
622.6851922715848,0.14999999,-0.8615049,-0.65656567
622.7249763390527,0.14999999,-0.8358746,-0.7373737
622.8186084342296,0.14999999,-0.9384648,-0.83838385
622.8042925370543,0.14999999,-0.52837616,-0.45454547
622.8138400658903,0.14999999,-0.80470777,-0.5959596
631.0980414836936,0.14999999,0.06532647,-0.17171717
631.0646483490427,0.14999999,-0.6918559,-0.8989899
631.0554553620859,0.14999999,-0.4976256,-0.8181818
631.2138490960579,0.14999999,-1.1221793,-0.85858583
631.3540010839405,0.14999999,-0.9868641,-0.97979796
631.3441708570896,0.14999999,-0.4824543,-0.3939394
631.2990277509407,0.14999999,-0.71311444,-0.75757575
631.4531997544823,0.14999999,-1.0701027,-0.93939394
631.6058124074316,0.14999999,-1.0044922,-0.8787879
631.578906372409,0.14999999,-0.7503741,-0.7979798
631.7324769628093,0.14999999,-1.0927343,-0.959596
638.8854622434009,0.14999999,-0.017396102,-0.030303031
638.9143496729544,0.14999999,-0.84110165,-0.9191919
639.6480384924731,0.14999999,-0.19268796,-0.11111111
639.636494831657,0.14999999,-0.45856434,-0.2929293
639.693412400703,0.14999999,-0.8831794,-1.0
639.8010783934102,0.14999999,-0.38876873,-0.1919192
641.4592680805837,0.14999999,-0.09586635,-0.3131313
649.7525380713265,0.14999999,0.072550565,0.13131313
658.1302298562849,0.14999999,0.12056518,-0.01010101
658.3135236662849,0.14999999,-0.32425594,-0.47474748
658.302316081668,0.14999999,-0.78440154,-0.5555556
658.3364322587952,0.14999999,-0.48880398,-0.57575756
658.2966326802946,0.14999999,-0.5794885,-0.6363636
658.3682064594251,0.14999999,-0.36886993,-0.53535354
658.372205083824,0.14999999,-0.7579968,-0.61616164
658.3956482200831,0.14999999,-0.4160204,-0.6969697
658.4502102604866,0.14999999,-0.88159907,-0.7777778
658.4340409875721,0.14999999,-0.6254846,-0.7171717
658.4210954957503,0.14999999,-0.6800959,-0.67676765
658.4338923444942,0.14999999,-0.40047228,-0.5151515
658.4723148409712,0.14999999,-0.41465038,-0.45454547
658.5002504613959,0.14999999,-0.8243973,-0.65656567
659.3563674235912,0.14999999,-0.15873349,-0.21212122
659.3835292959251,0.14999999,-0.85075366,-0.8989899
659.3422311673282,0.14999999,-0.6238924,-0.7373737
659.3123146328385,0.14999999,-0.62240505,-0.43434343
659.2967421294242,0.14999999,-0.5890231,-0.5959596
659.424913054038,0.14999999,-0.9782307,-0.8181818
659.6921137647315,0.14999999,-0.25944608,-0.3939394
659.6746902718586,0.14999999,-0.74328434,-0.75757575
661.0543952350571,0.14999999,-0.10302636,-0.27272728
661.0032623154209,0.14999999,-0.66379714,-0.83838385
661.0071233865319,0.14999999,-0.773856,-0.7979798
661.2463588908171,0.14999999,-0.32174695,-0.4949495
661.2579369456769,0.14999999,-0.81847394,-0.97979796
661.2632247313592,0.14999999,-0.81821495,-0.85858583
661.2174130238631,0.14999999,-0.54788655,-0.33333334
661.1593013254387,0.14999999,-0.5386431,-0.2929293
661.2148859675632,0.14999999,-0.8830583,-0.9191919
661.3648101566467,0.14999999,-1.0316525,-0.93939394
661.4203099850179,0.14999999,-0.8846892,-0.8787879
661.4928598677357,0.14999999,-0.9087062,-1.0
661.642135223326,0.14999999,-1.068204,-0.959596
662.2630334536756,0.14999999,-0.18418913,-0.15151516
666.8882725085485,0.14999999,-0.025707498,-0.1919192
666.8949887805309,0.14999999,-0.52925336,-0.6363636
666.9286902305615,0.14999999,-0.39521155,-0.5555556
666.9046102298566,0.14999999,-0.6000579,-0.61616164
667.0693090405447,0.14999999,-0.3310029,-0.57575756
667.0804519786986,0.14999999,-0.7756831,-0.7171717
667.1739043110127,0.14999999,-0.9392033,-0.6969697
667.3838657735757,0.14999999,-0.35795322,-0.53535354
667.3719694798148,0.14999999,-0.75078017,-0.67676765
667.3266729189922,0.14999999,-0.5913647,-0.7373737
667.3309790039141,0.14999999,-0.46694663,-0.43434343
667.2902653065789,0.14999999,-0.5184118,-0.5151515
667.2697755206856,0.14999999,-0.5596402,-0.5959596
667.3221985900713,0.14999999,-0.8747197,-0.7777778
667.2732041737158,0.14999999,-0.57326484,-0.65656567
667.2749455931234,0.14999999,-0.45796347,-0.45454547
667.3364847746886,0.14999999,-0.39661014,-0.47474748
667.4566071052362,0.14999999,-0.9694438,-0.8989899
667.583953802813,0.14999999,-0.97355425,-0.83838385
667.6106664886288,0.14999999,-0.8473648,-0.75757575
667.781315047692,0.14999999,-0.29986295,-0.41414142
667.9241142614828,0.14999999,-0.99179137,-0.7979798
667.9095122393985,0.14999999,-0.78238875,-0.8181818
668.4775653479472,0.14999999,-0.18629253,-0.2929293
668.6289219249143,0.14999999,-1.0019668,-0.97979796
668.5981263531085,0.14999999,-0.54930604,-0.85858583
668.6104158785517,0.14999999,-0.4976447,-0.33333334
668.6353685688654,0.14999999,-0.44276538,-0.3939394
668.7875421660091,0.14999999,-1.1591579,-0.9191919
668.8490695308396,0.14999999,-0.90704226,-0.8787879
668.8085041990973,0.14999999,-0.56879616,-0.4949495
668.9629522546073,0.14999999,-1.1803461,-1.0
669.1101037194658,0.14999999,-1.0664113,-0.93939394
669.156650588491,0.14999999,-0.8729026,-0.959596
669.1357192642909,0.14999999,-0.64697987,-0.6363636
677.9205108791758,0.14999999,0.24341188,0.01010101
677.8946328752805,0.14999999,-0.5520672,-0.61616164
677.8453157195562,0.14999999,-0.65733194,-0.5555556
677.8184457771301,0.14999999,-0.72592944,-0.7373737
677.7859316439187,0.14999999,-0.7336209,-0.7171717
677.7177889299901,0.14999999,-0.50126123,-0.5151515
677.6873369759982,0.14999999,-0.6172822,-0.67676765
677.6016753346205,0.14999999,-0.5353025,-0.65656567
677.5777094843719,0.14999999,-0.51806295,-0.5959596
677.5467057214618,0.14999999,-0.4775474,-0.43434343
677.5132429683829,0.14999999,-0.5872946,-0.45454547
677.4834106426596,0.14999999,-0.5880071,-0.6969697
677.4834754770424,0.14999999,-0.7476288,-0.7777778
677.4521181366707,0.14999999,-0.6053003,-0.57575756
677.40548757694,0.14999999,-0.66777116,-0.75757575
677.3640331009099,0.14999999,-0.58832717,-0.47474748
677.4108215313254,0.14999999,-0.87886095,-0.8989899
677.4793416427649,0.14999999,-0.88684934,-0.8181818
677.6012393935977,0.14999999,-0.9742149,-0.83838385
677.572165815766,0.14999999,-0.71499723,-0.53535354
678.1807329959838,0.14999999,-0.21444759,-0.11111111
678.201706447733,0.14999999,-0.83153737,-0.85858583
679.8607700438512,0.14999999,-0.09338829,-0.09090909
679.7975577214704,0.14999999,-0.6738254,-0.7979798
679.9933796694944,0.14999999,-0.3342274,-0.33333334
679.9738756305977,0.14999999,-0.6494609,-0.41414142
680.1980232564363,0.14999999,-0.29367906,-0.3939394
680.2093698691151,0.14999999,-0.493229,-0.4949495
680.1907181777218,0.14999999,-0.7394831,-0.97979796
680.1492411444543,0.14999999,-0.62271786,-0.8787879
680.13236473793,0.14999999,-0.7589863,-0.9191919
680.1031803084103,0.14999999,-0.6938798,-0.6363636
680.050442011933,0.14999999,-0.5824854,-0.5555556
680.0334431278494,0.14999999,-0.53509444,-0.61616164
680.0077829551968,0.14999999,-0.55523694,-0.65656567
680.1003013380068,0.14999999,-0.40005147,-0.5151515
680.1353259956197,0.14999999,-0.85967296,-0.959596
680.2897359440393,0.14999999,-1.0390724,-1.0
680.2982120525868,0.14999999,-0.5505205,-0.7373737
680.2434237121201,0.14999999,-0.5553886,-0.7171717
680.2845915337987,0.14999999,-0.867661,-0.67676765
680.3320050230114,0.14999999,-0.8639126,-0.93939394
680.3442379823399,0.14999999,-0.4528571,-0.43434343
680.2916895601172,0.14999999,-0.6769129,-0.5959596
680.2483531204614,0.14999999,-0.58185667,-0.45454547
680.6449679055652,0.14999999,-0.25368693,-0.21212122
680.7057832657329,0.14999999,-0.8894174,-0.6969697
680.6780392818736,0.14999999,-0.7544495,-0.75757575
680.6732736645556,0.14999999,-0.41800892,-0.57575756
680.6294064665235,0.14999999,-0.66395164,-0.47474748
680.7143526897829,0.14999999,-0.93458766,-0.7777778
680.8348242617518,0.14999999,-0.354792,-0.2929293
680.8237714845837,0.14999999,-0.41672376,-0.53535354
680.9760700010708,0.14999999,-1.0921319,-0.8989899
680.9686557236671,0.14999999,-0.7949952,-0.85858583
680.9501741284034,0.14999999,-0.7614169,-0.8181818
680.9184516375742,0.14999999,-0.5160544,-0.7979798
680.8917442483387,0.14999999,-0.7604461,-0.83838385
680.9784761803611,0.14999999,-0.93501556,-0.97979796
681.1704920249604,0.14999999,-0.30185196,-0.41414142
681.1686081438588,0.14999999,-0.46504468,-0.4949495
681.1595806576867,0.14999999,-0.7884275,-0.8787879
682.5790226103833,0.14999999,-0.10477869,-0.15151516
682.7302685500345,0.14999999,-0.34635538,-0.5555556
682.7275226596228,0.14999999,-0.79780394,-0.6363636
682.71650185947,0.14999999,-0.7188382,-0.61616164
682.7058277388066,0.14999999,-0.7168086,-0.9191919
682.6979709311565,0.14999999,-0.76738185,-0.65656567
682.7186408970639,0.14999999,-0.7833105,-0.7171717
682.6507890458101,0.14999999,-0.5427029,-0.7373737
682.611192441158,0.14999999,-0.6969304,-0.5959596
682.6466220432686,0.14999999,-0.37973657,-0.45454547
683.5597350502601,0.14999999,-0.1574411,-0.3939394
683.5985426700854,0.14999999,-0.8695794,-0.67676765
683.5413444024422,0.14999999,-0.68163484,-0.43434343
683.5214695753392,0.14999999,-0.5338254,-0.5151515
683.6750800327322,0.14999999,-1.0535032,-0.959596
683.7498155015614,0.14999999,-0.40740967,-0.33333334
683.6905073880033,0.14999999,-0.6390511,-0.47474748
683.7272988265929,0.14999999,-0.859397,-0.75757575
683.7052642939688,0.14999999,-0.721825,-0.93939394
683.669169354962,0.14999999,-0.67928827,-0.57575756
683.6739421618294,0.14999999,-0.80908495,-0.6969697
683.843618151888,0.14999999,-1.3179631,-1.0
683.8032639835021,0.14999999,-0.53821594,-0.53535354
683.7699915590953,0.14999999,-0.6821633,-0.7777778
683.8160594991613,0.14999999,-0.8741215,-0.85858583
683.8250143729587,0.14999999,-0.81674856,-0.7979798
683.822279326968,0.14999999,-0.68138576,-0.8181818
683.865290746015,0.14999999,-0.8737652,-0.83838385
684.5517475068299,0.14999999,-0.16154268,-0.2929293
684.6596751705845,0.14999999,-0.9560861,-0.8989899
684.6415347414332,0.14999999,-0.6581742,-0.4949495
684.6277640779614,0.14999999,-0.73657453,-0.8787879
684.5963459185988,0.14999999,-0.49175274,-0.6363636
684.6477564216297,0.14999999,-0.41130143,-0.61616164
684.6397852038539,0.14999999,-0.80302316,-0.97979796
684.7261395623744,0.14999999,-0.9331408,-0.7373737
684.69712139769,0.14999999,-0.61084634,-0.65656567
684.6714620337713,0.14999999,-0.4699489,-0.5959596
684.7587939348099,0.14999999,-0.92894673,-0.9191919
684.762479234672,0.14999999,-0.8128651,-0.7171717
684.6987446165593,0.14999999,-0.5232625,-0.43434343
684.7341364093966,0.14999999,-0.44469985,-0.47474748
684.7362889591207,0.14999999,-0.42442566,-0.5555556
688.9787085825465,0.14999999,-0.030882448,-0.27272728
688.9557918915966,0.14999999,-0.52709174,-0.5151515
688.9721030144234,0.14999999,-0.48964447,-0.45454547
689.1910926332253,0.14999999,-0.27325165,-0.57575756
689.3453828313615,0.14999999,-1.061806,-0.67676765
689.7096024486456,0.14999999,-0.2593732,-0.41414142
689.8603045383059,0.14999999,-1.1944802,-0.93939394
689.7989150301173,0.14999999,-0.5938234,-0.75757575
689.9444047472509,0.14999999,-1.0947348,-0.6969697
689.9534849155935,0.14999999,-0.5232064,-0.53535354
690.0090143887186,0.14999999,-0.8862274,-0.7777778
690.1489954267715,0.14999999,-0.37252128,-0.33333334
690.2729251760699,0.14999999,-0.30686522,-0.21212122
690.3668139757867,0.14999999,-0.9287682,-0.959596
690.3415035530229,0.14999999,-0.72140956,-0.8181818
690.3305597959252,0.14999999,-0.61054295,-0.7979798
690.3608465716245,0.14999999,-0.835325,-0.85858583
698.5224222255418,0.14999999,0.01318711,-0.11111111
698.6740666014862,0.14999999,-1.021137,-0.83838385
698.7159739990692,0.14999999,-0.8638042,-0.6363636
698.8724920155238,0.14999999,-1.0114719,-1.0
698.9417136983863,0.14999999,-0.3892599,-0.4949495
698.8945321834524,0.14999999,-0.6382248,-0.8787879
698.8462847828264,0.14999999,-0.5987429,-0.65656567
698.8541603408281,0.14999999,-0.49032667,-0.5959596
698.9718639602431,0.14999999,-0.3133038,-0.43434343
699.1242265023391,0.14999999,-1.0583067,-0.97979796
699.1035356861125,0.14999999,-0.5941717,-0.61616164
699.2541972403436,0.14999999,-1.0948689,-0.7171717
699.2686575060798,0.14999999,-0.8218764,-0.8989899
699.3268340636643,0.14999999,-0.87252903,-0.7373737
699.281457777908,0.14999999,-0.6110836,-0.5151515
707.274361630161,0.14999999,0.01297003,-0.5555556
707.2377640707459,0.14999999,-0.6072829,-0.47474748
707.2162093120216,0.14999999,-0.58522433,-0.75757575
707.3664426015483,0.14999999,-1.0363982,-0.9191919
707.3594904745223,0.14999999,-0.48865393,-0.45454547
707.3284753169786,0.14999999,-0.7239271,-0.53535354
707.2762911484842,0.14999999,-0.6472257,-0.67676765
707.2829171928761,0.14999999,-0.7915782,-0.7777778
707.3456589913025,0.14999999,-0.90440494,-0.8181818
707.341032303494,0.14999999,-0.78996074,-0.7979798
707.2983380547706,0.14999999,-0.6208322,-0.57575756
707.2500865926671,0.14999999,-0.5787807,-0.6969697
707.2712920764598,0.14999999,-0.83332545,-0.93939394
707.235677440897,0.14999999,-0.7523844,-0.85858583
707.2594141010986,0.14999999,-0.8498473,-0.8787879
707.4109027505797,0.14999999,-1.0838777,-0.959596
707.3280377173234,0.14999999,-0.4917304,-0.65656567
707.3577534173072,0.14999999,-0.44768566,-0.6363636
707.3679673812513,0.14999999,-0.41467446,-0.33333334
707.3141969977731,0.14999999,-0.59334284,-0.5959596
707.2811843224024,0.14999999,-0.5268665,-0.61616164
707.2742692979649,0.14999999,-0.45658344,-0.4949495
707.292241110421,0.14999999,-0.4374407,-0.5151515
707.6016316675946,0.14999999,-0.29115492,-0.21212122
707.5464535012128,0.14999999,-0.6467954,-0.83838385
708.9075680355136,0.14999999,-0.105276704,-0.47474748
708.9739337295744,0.14999999,-0.89352745,-0.8989899
708.9845511001523,0.14999999,-0.8056733,-0.75757575
709.5270541039946,0.14999999,-0.20810127,-0.43434343
709.4766934233652,0.14999999,-0.57980084,-0.7373737
709.5866655630025,0.14999999,-0.38074124,-0.45454547
709.5599875625534,0.14999999,-0.72254616,-0.3939394
709.7099146218674,0.14999999,-1.0677974,-1.0
709.7648785172929,0.14999999,-0.40725604,-0.41414142
709.7098072119536,0.14999999,-0.65764064,-0.7171717
709.8606607378242,0.14999999,-1.0392845,-0.97979796
709.81596024481,0.14999999,-0.6814787,-0.53535354
709.7416612647795,0.14999999,-0.57921803,-0.67676765
710.3963081181585,0.14999999,-0.15970847,-0.2929293
710.3742326357053,0.14999999,-0.71700853,-0.7777778
710.3360872730453,0.14999999,-0.6980525,-0.57575756
710.344925952258,0.14999999,-0.4126467,-0.6969697
710.4991218356918,0.14999999,-1.0382075,-0.9191919
710.4911006060132,0.14999999,-0.79686695,-0.7979798
710.6380370567325,0.14999999,-1.0005252,-0.65656567
710.5962018227932,0.14999999,-0.4887827,-0.8181818
710.5754944355333,0.14999999,-0.7557961,-0.85858583
710.6448575557638,0.14999999,-0.90779203,-0.93939394
710.5969022822218,0.14999999,-0.63060945,-0.5959596
710.6544476899091,0.14999999,-0.29989702,-0.3131313
710.7093009608141,0.14999999,-0.8783045,-0.8787879
710.6746504715371,0.14999999,-0.59077233,-0.61616164
710.632217157315,0.14999999,-0.5177709,-0.6363636
710.5819486829204,0.14999999,-0.5714405,-0.3131313
710.7094083781423,0.14999999,-0.98005193,-0.83838385
710.7547286894858,0.14999999,-0.38589406,-0.4949495
710.6766261205166,0.14999999,-0.4936976,-0.5151515
711.1193373526436,0.14999999,-0.22702348,-0.33333334
711.0874271111535,0.14999999,-0.73560995,-0.7373737
711.1332519024264,0.14999999,-0.8764793,-0.75757575
711.1015299031047,0.14999999,-0.53731847,-0.7171717
711.254361466329,0.14999999,-1.1140999,-0.959596
711.2450868200157,0.14999999,-0.66596174,-0.53535354
711.9264570745719,0.14999999,-0.16092932,-0.3939394
711.9139686626808,0.14999999,-0.79017705,-0.67676765
712.0499623389235,0.14999999,-0.9798902,-0.8989899
716.1182795794388,0.14999999,-0.032532424,-0.3131313
716.1765435070344,0.14999999,-0.88317597,-0.45454547
716.1491923590828,0.14999999,-0.48380962,-0.57575756
716.307261666205,0.14999999,-1.1054661,-0.7777778
717.0735121285066,0.14999999,-0.16014782,-0.41414142
717.0296280230436,0.14999999,-0.6501585,-0.6969697
717.1799742397391,0.14999999,-1.005749,-0.7979798
717.2991402989575,0.14999999,-0.96567965,-0.8181818
717.3189973317973,0.14999999,-0.81592727,-0.85858583
717.4698632645802,0.14999999,-1.1698976,-1.0
717.5142021983897,0.14999999,-0.8684908,-0.97979796
717.4862445811356,0.14999999,-0.7025794,-0.5959596
717.4611146458875,0.14999999,-0.5414507,-0.61616164
717.3979260320708,0.14999999,-0.64947987,-0.6363636
717.3523454822121,0.14999999,-0.67992616,-0.5151515
717.4825970320541,0.14999999,-0.97967684,-0.65656567
717.6363150355634,0.14999999,-1.0242484,-0.9191919
717.5870838172915,0.14999999,-0.5908474,-0.93939394
717.5425136680917,0.14999999,-0.70959604,-0.8787879
717.4966993921726,0.14999999,-0.54481965,-0.7373737
717.4581726839558,0.14999999,-0.6453506,-0.7171717
717.4764172914884,0.14999999,-0.42034143,-0.4949495
717.4298696025771,0.14999999,-0.5816009,-0.53535354
717.5806789059964,0.14999999,-1.1080959,-0.75757575
717.6567397148997,0.14999999,-0.4016518,-0.43434343
717.6286904931552,0.14999999,-0.58229965,-0.67676765
718.947019120813,0.14999999,-0.11815897,-0.21212122
719.1051239504658,0.14999999,-1.0341251,-0.83838385
719.076026476522,0.14999999,-0.6205247,-0.57575756
719.0845124592088,0.14999999,-0.48135042,-0.6969697
719.0539293150688,0.14999999,-0.4673297,-0.45454547
719.0384587910233,0.14999999,-0.76163554,-0.8989899
719.016231149801,0.14999999,-0.4877162,-0.5959596
719.1660284232897,0.14999999,-1.0097001,-0.959596
719.1920762531638,0.14999999,-0.8339492,-0.6363636
719.3280893436008,0.14999999,-0.98777974,-0.85858583
719.3105561957691,0.14999999,-0.5262571,-0.61616164
719.3314815475317,0.14999999,-0.82534015,-0.5151515
719.4908219795153,0.14999999,-1.2213895,-0.97979796
719.5664410146596,0.14999999,-0.9040791,-0.7777778
719.5253709849771,0.14999999,-0.70780176,-0.8181818
719.4798952733178,0.14999999,-0.73376954,-0.7373737
719.4422594937989,0.14999999,-0.71959597,-0.7979798
719.4827960968724,0.14999999,-0.8534253,-0.93939394
719.5707537866448,0.14999999,-0.9182581,-0.8787879
719.5913037475959,0.14999999,-0.82503164,-0.7171717
719.653071687468,0.14999999,-0.45665038,-0.53535354
719.7123336791543,0.14999999,-0.88990045,-0.65656567
719.744493490303,0.14999999,-0.8466076,-1.0
719.7003046014794,0.14999999,-0.6391462,-0.67676765
719.6678441484921,0.14999999,-0.5456144,-0.4949495
719.6196197682741,0.14999999,-0.63085574,-0.57575756
720.0442191182244,0.14999999,-0.23763068,-0.33333334
720.066943196932,0.14999999,-0.8509895,-0.9191919
720.0429524605117,0.14999999,-0.66226053,-0.43434343
