Regret,ReturnLastEpisode,LQGmu1_higher,Regret/t,LQGmu1_actor,ReturnMean,LQGsigma_higher
-0.8488205627741294,18.19882056277413,-1.0,-0.8488205627741294,-1.0270102,1.0435103533700762,0.14999999
-1.6969419707242643,18.198121407950136,-0.97979796,-0.8484709853621322,-0.87270397,1.0434903087937002,0.14999999
-2.5468245604799975,18.199882589755735,-0.959596,-0.8489415201599991,-0.92934656,1.043517289,0.14999999
-3.3981786444617796,18.201354083981784,-0.93939394,-0.8495446611154449,-1.0660734,1.043551872770381,0.14999999
-4.246423506884032,18.198244862422253,-0.9191919,-0.8492847013768063,-0.97884804,1.0435369668220644,0.14999999
-5.091610734221362,18.195187227337332,-0.8989899,-0.8486017890368937,-0.8383131,1.043497809004409,0.14999999
-5.9442536065590375,18.202642872337677,-0.8787879,-0.849179086651291,-0.990498,1.04353091093184,0.14999999
-6.792956317544043,18.198702710985007,-0.85858583,-0.8491195396930054,-0.927676,1.04352749654203,0.14999999
-7.643450675377149,18.200494357833108,-0.83838385,-0.8492722972641277,-0.8774134,1.0435362555770713,0.14999999
-8.488814730016031,18.195364054638883,-0.8181818,-0.8488814730016031,-0.60686696,1.043513845928991,0.14999999
-9.341113904241332,18.202299174225303,-0.7979798,-0.8491921731128484,-0.90375674,1.0435316613023422,0.14999999
-10.193870974136523,18.202757069895192,-0.7777778,-0.8494892478447102,-0.8066016,1.0435486954039397,0.14999999
-11.045849111442955,18.201978137306433,-0.75757575,-0.8496807008802273,-0.7859937,1.0435596732156092,0.14999999
-11.89336635462029,18.197517243177337,-0.7373737,-0.8495261681871636,-0.8873067,1.0435508123960529,0.14999999
-12.745518971208302,18.202152616588013,-0.7171717,-0.8497012647472201,-0.71553016,1.043560852336423,0.14999999
-13.599720120260933,18.204201149052633,-0.6969697,-0.8499825075163083,-0.5903591,1.04357697864199,0.14999999
-14.447160827016216,18.197440706755284,-0.67676765,-0.8498329898244833,-0.75936896,1.043568405379844,0.14999999
-15.299618795791623,18.20245796877541,-0.65656567,-0.8499788219884236,-0.68870825,1.0435767673158498,0.14999999
-16.155829919222292,18.20621112343067,-0.6363636,-0.8503068378538048,-0.4686849,1.0435955755650115,0.14999999
-16.99872454621748,18.19289462699519,-0.61616164,-0.849936227310874,-0.40272233,1.0435743249604856,0.14999999
-17.849463137384586,18.200738591167106,-0.5959596,-0.8499744351135516,-0.5757984,1.0435765157748595,0.14999999
-18.70127137038862,18.201808233004037,-0.57575756,-0.8500577895631192,-0.4631447,1.0435812952731145,0.14999999
-19.55432423840425,18.20305286801563,-0.5555556,-0.8501880103654021,-0.5151147,1.0435887620622362,0.14999999
-20.399670022067575,18.195345783663328,-0.53535354,-0.8499862509194823,-0.47727966,1.0435771932866673,0.14999999
-21.24837180121317,18.198701779145598,-0.5151515,-0.8499348720485268,-0.49885562,1.0435742472504888,0.14999999
-22.094581702746723,18.196209901533553,-0.4949495,-0.849791603951797,-0.5367932,1.0435660323366855,0.14999999
-22.944294914551904,18.199713211805182,-0.47474748,-0.8497887005389594,-0.56167287,1.0435658658565916,0.14999999
-23.796290068775917,18.201995154224015,-0.45454547,-0.8498675024562827,-0.36823314,1.0435703843151536,0.14999999
-24.650348157224297,18.20405808844838,-0.43434343,-0.8500120054215274,-0.4811541,1.043578670035638,0.14999999
-25.502656354478873,18.202308197254577,-0.41414142,-0.8500885451492958,-0.4538188,1.0435830587814963,0.14999999
-26.349427397960447,18.196771043481576,-0.3939394,-0.8499815289664661,-0.3340716,1.0435769225324807,0.14999999
-27.199859475988603,18.200432078028157,-0.37373737,-0.8499956086246439,-0.021864682,1.0435777298523303,0.14999999
-28.052981000592407,18.203121524603805,-0.35353535,-0.850090333351285,-0.059948057,1.0435831613160138,0.14999999
-28.879728437828838,18.176747437236433,-0.33333334,-0.8494037775832011,-0.14400515,1.0435437945861925,0.14999999
-29.728508558879575,18.19878012105074,-0.3131313,-0.8493859588251307,-0.141291,1.0435427728684132,0.14999999
-30.579199768982413,18.20069121010284,-0.2929293,-0.849422215805067,-0.4464199,1.043544851823685,0.14999999
-31.42666129862698,18.197461529644567,-0.27272728,-0.8493692242872156,-0.21515852,1.043541813319221,0.14999999
-32.28016876620694,18.20350746757996,-0.25252524,-0.8494781254264985,0.08026999,1.043548057650602,0.14999999
-33.1256916047124,18.19552283850546,-0.23232323,-0.8493767078131385,-0.015797079,1.043542242420478,0.14999999
-33.97614919506625,18.20045759035385,-0.21212122,-0.8494037298766562,-0.16703543,1.0435437918507255,0.14999999
-34.82756302917039,18.201413834104144,-0.1919192,-0.849452756809034,-0.14411348,1.043546603028041,0.14999999
-35.67202700628296,18.194463977112573,-0.17171717,-0.8493339763400705,-0.14943472,1.0435397922213343,0.14999999
-36.47240681451581,18.150379808232852,-0.15151516,-0.8481955073143211,-0.11145059,1.0434745130340781,0.14999999
-37.32165371990999,18.199246905394187,-0.13131313,-0.848219402725227,-0.062357306,1.043475883183786,0.14999999
-38.17181958365428,18.200165863744296,-0.11111111,-0.8482626574145397,-0.123455726,1.0434783633838611,0.14999999
-39.02509949439256,18.20327991073828,-0.09090909,-0.8483717281389688,-0.29723394,1.043484617439161,0.14999999
-39.25685740338303,17.58175790899047,-0.07070707,-0.8352522851783624,0.074284375,1.0427323558015116,0.14999999
-39.016461723614455,17.109604320231426,-0.05050505,-0.8128429525753011,0.086167894,1.0414474170054646,0.14999999
-39.8478122476062,18.18135052399175,-0.030303031,-0.8132206581144122,-0.15924552,1.0414690744331658,0.14999999
-40.70400067157833,18.206188423972126,-0.01010101,-0.8140800134315666,-0.28354344,1.0415183493940119,0.14999999
-41.558630363069014,18.204629691490688,0.01010101,-0.8148751051582159,-0.09576035,1.0415639395159528,0.14999999
-42.38753559421048,18.17890523114147,0.030303031,-0.8151449152732785,0.10576253,1.0415794102794314,0.14999999
-42.5531500557656,17.515614461555117,0.05050505,-0.8028896236936905,0.12451411,1.0408766986062898,0.14999999
-43.3388885133118,18.135738457546204,0.07070707,-0.8025720095057741,0.073302545,1.0408584867835882,0.14999999
-44.040937761662946,18.05204924835115,0.09090909,-0.8007443229393263,0.056054562,1.040753688241934,0.14999999
-42.248778470875834,15.557840709212886,0.11111111,-0.7544424726942113,0.289754,1.038098765636136,0.14999999
-43.1016923393657,18.20291386848987,0.13131313,-0.7561700410415034,-0.12688048,1.0381978234542146,0.14999999
-41.11213227527221,15.360439935906511,0.15151516,-0.7088298668150381,0.35540202,1.0354833639228807,0.14999999
-37.53680600395642,13.774673728684215,0.17171717,-0.6362170509145156,0.23196235,1.0313197850295022,0.14999999
-34.15411125382932,13.967305249872899,0.1919192,-0.569235187563822,0.39478412,1.0274790818557238,0.14999999
-33.73381746893482,16.929706215105497,0.21212122,-0.5530134011300789,0.24893299,1.0265489335510367,0.14999999
-29.212272207637266,12.828454738702451,0.23232323,-0.471165680768343,0.50620294,1.021855830319286,0.14999999
-30.036657505730886,18.174385298093622,0.25252524,-0.4767723413608077,0.11140154,1.0221773131514225,0.14999999
-27.856596622485075,15.16993911675419,0.27272728,-0.4352593222263293,0.40068996,1.0197969794854547,0.14999999
-28.610233166872472,18.1036365443874,0.2929293,-0.4401574333364996,0.34674528,1.0200778344803039,0.14999999
-25.308548952677825,14.048315785805352,0.3131313,-0.383462862919361,0.35647088,1.0168269990206054,0.14999999
-25.92226764542342,17.963718692745598,0.33333334,-0.38689951709587195,0.18180068,1.0170240548793503,0.14999999
-20.269033301544795,11.696765656121373,0.35353535,-0.29807401914036463,0.61877954,1.011930849721351,0.14999999
-14.60569969639754,11.686666394852747,0.37373737,-0.21167680719416726,0.5666599,1.0069768811464546,0.14999999
-8.061003582362721,10.805303885965182,0.3939394,-0.11515719403375316,0.5862371,1.0014424996578988,0.14999999
