LQGsigma_higher,ReturnMean,ReturnLastEpisode,LQGmu1_actor,LQGmu1_higher,Regret/t,Regret
0.14999999,1.0435796710675231,18.196155785792268,-0.5647301,-0.5151515,-0.8500294634176038,-21.250736585440094
0.14999999,1.0435915992742504,18.20543818947601,-0.4467944,-0.4949495,-0.850237491342927,-22.106174774916102
0.14999999,1.043589916911672,18.19944530045205,-0.546112,-0.47474748,-0.8502081509395611,-22.955620075368152
0.14999999,1.0435842161285238,18.19742434451255,-0.40198258,-0.45454547,-0.8501087292814536,-23.803044419880703
0.14999999,1.0435778105295914,18.196869033565402,-0.4837554,-0.43434343,-0.8499970156360726,-24.649913453446104
0.14999999,1.0435720929621028,18.197005584326085,-0.41875133,-0.41414142,-0.8498973012590729,-25.496919037772187
0.14999999,1.0435723726496806,18.200048511551152,-0.2693241,-0.3939394,-0.8499021790104303,-26.346967549323338
0.14999999,1.0435813880912277,18.204933516628966,-0.3851508,-0.37373737,-0.8500594083110095,-27.201901065952303
0.14999999,1.0435767305405255,18.197378894730768,-0.36019874,-0.35353535,-0.8499781806267597,-28.04927996068307
0.14999999,1.043575145459803,18.19903829116167,-0.32680064,-0.33333334,-0.8499505368189629,-28.89831825184474
0.14999999,1.0435775646580525,18.201427215430492,-0.4005841,-0.3131313,-0.8499927276364351,-29.74974546727523
0.14999999,1.0435774370797029,18.19991262884532,-0.51684994,-0.2929293,-0.8499905026700152,-30.599658096120546
0.14999999,1.043569209188574,18.19468120908234,-0.5545974,-0.27272728,-0.8498470082487266,-31.444339305202885
0.14999999,1.043575741651513,18.204176202087652,-0.48686346,-0.25252524,-0.8499609344023824,-32.29851550729053
0.14999999,1.0435765565483268,18.200515194619328,-0.23898154,-0.23232323,-0.8499751462028169,-33.14903070190986
0.14999999,1.0435772819568567,18.20048119119329,-0.164719,-0.21212122,-0.8499877973275787,-33.99951189310315
0.14999999,1.0435769504538335,18.199750759405774,-0.18648943,-0.1919192,-0.8499820159148517,-34.84926265250892
0.14999999,1.0435858813851122,18.20652374445803,-0.013341144,-0.17171717,-0.8501377713563558,-35.70578639696694
0.14999999,1.0435437925001794,18.1685744747675,-0.07933071,-0.15151516,-0.8494037412031266,-36.524360871734444
0.14999999,1.0435434894353675,18.199171181389104,-0.1411039,-0.13131313,-0.8493984557528079,-37.37353205312355
0.14999999,1.0435093464391565,18.172603032326442,-0.00116162,-0.11111111,-0.8488030018988886,-38.19613508544999
0.14999999,1.0434957061105388,18.187860184668516,-0.1445013,-0.09090909,-0.8485651145677935,-39.0339952701185
0.14999999,1.043503584256324,18.20502267310498,-0.061662342,-0.07070707,-0.8487025094302868,-39.88901794322348
0.14999999,1.043486164632942,18.184120194304803,-0.011496939,-0.05050505,-0.8483987111985059,-40.72313813752828
0.14999999,1.0434854650953884,18.197800914386775,-0.37081063,-0.030303031,-0.8483865112635726,-41.570939051915055
0.14999999,1.0434933300505724,18.205244752184008,-0.038619213,-0.01010101,-0.8485236760819812,-42.42618380409906
0.14999999,1.0434781896358611,18.18505718562127,-0.13615692,0.01010101,-0.8482596272494183,-43.261240989720335
0.14999999,1.0434577986796512,18.179767476881672,-0.08521285,0.030303031,-0.8479040089731155,-44.091008466602005
0.14999999,1.0434565682177843,18.196766668460246,-0.15307274,0.05050505,-0.8478825497181557,-44.93777513506225
0.14999999,1.0406193261080008,15.52588142040855,0.3269472,0.07070707,-0.7984010473235335,-43.113656555470804
0.14999999,1.0398979944495197,17.45649972050845,0.19245946,0.09090909,-0.7858210231996228,-43.22015627597925
0.14999999,1.0399059544522633,18.14359508027913,0.08958502,0.11111111,-0.7859598456474711,-44.01375135625838
0.14999999,1.039973369096979,18.20297539566642,0.023237504,0.13131313,-0.7871355570513123,-44.8667267519248
0.14999999,1.0378762489980646,16.01585663459734,0.28613007,0.15151516,-0.7505617825262438,-43.53258338652214
0.14999999,1.033846258815773,13.953863084555461,0.31706637,0.17171717,-0.680278753747078,-40.136446471077605
0.14999999,1.0325556454042986,16.67978087998026,0.30605704,0.1919192,-0.6577704558509645,-39.46622735105787
0.14999999,1.030350125348976,15.661450000196558,0.20070688,0.21212122,-0.6193061860861381,-37.777677351254425
0.14999999,1.0264578953833379,13.760715768840921,0.27903453,0.23232323,-0.5514256954854088,-34.18839312009534
0.14999999,1.026395226958353,17.832570643585854,0.21881732,0.25252524,-0.5503327581536698,-34.67096376368119
0.14999999,1.0229839294881964,14.092778973863862,0.3733744,0.27272728,-0.49083973027414146,-31.413742737545054
0.14999999,1.022507783678517,17.301080840421598,0.19942626,0.2929293,-0.4825357473533331,-31.36482357796665
0.14999999,1.018095489628699,12.75380880425071,0.49990362,0.3131313,-0.40558533912450545,-26.76863238221736
0.14999999,1.0165307906655485,15.927265894662543,0.2961841,0.33333334,-0.3782969892071627,-25.3458982768799
0.14999999,1.014247168423956,15.020103700457899,0.3855979,0.35353535,-0.33847061731379113,-23.016001977337798
0.14999999,1.0123795367205952,15.44103733075766,0.30101484,0.37373737,-0.30589912040718054,-21.107039308095455
0.14999999,1.0082564635054818,12.622451339396834,0.37061566,0.3939394,-0.23399272353560413,-16.37949064749229
0.14999999,1.0034949692750688,11.688120107669066,0.5149089,0.41414142,-0.15095226415720217,-10.717610755161354
0.14999999,1.0005856983591837,13.847838960498432,0.5094728,0.43434343,-0.10021457938416369,-7.215449715659785
0.14999999,0.9959031945410828,11.488825318483745,0.57334375,0.45454547,-0.01855171279648669,-1.3542750341435283
0.14999999,0.9923923556785003,12.837603510302024,0.50374377,0.47474748,0.04267731696695201,3.158121455554449
0.14999999,0.9901268363968319,14.344023462610728,0.49966294,0.4949495,0.08218797323924963,6.164097992943722
0.14999999,0.9883728343503194,14.94298755423118,0.48913532,0.5151515,0.1127777689304282,8.571110438712543
0.14999999,0.9890557729726253,18.154326848191563,0.1834108,0.53535354,0.10086731935741534,7.766783590520982
0.14999999,0.9850051337184377,11.738967090386236,0.50106865,0.5555556,0.17151046795044547,13.377816500134747
0.14999999,0.9802340104988111,10.605026804976843,0.5949642,0.57575756,0.254718856900733,20.122789695157905
0.14999999,0.9762165813687185,11.490164020794161,0.5234332,0.5959596,0.3247828209295468,25.982625674363746
0.14999999,0.9726733254661284,12.019872160835588,0.62241185,0.61616164,0.386577203870718,31.312753513528158
0.14999999,0.966897804318401,8.703965513187159,0.75336254,0.6363636,0.4873022926870854,39.958788000341
0.14999999,0.9629831462136509,11.19615180752523,0.7100251,0.65656567,0.555573930033925,46.11263619281577
0.14999999,0.958960656125775,10.901638990831271,0.7002843,0.67676765,0.6257261571664822,52.5609972019845
0.14999999,0.9523461436231044,6.9189205088746215,1.0233291,0.6969697,0.7410832552130574,62.99207669310988
0.14999999,0.9525940203803012,16.9806922203008,0.6099726,0.7171717,0.7367602845675474,63.36138447280908
0.14999999,0.9482697688089776,10.05213929129456,0.7593365,0.7373737,0.8121752319714313,70.65924518151452
0.14999999,0.9415938770573274,6.292200178936056,0.9400345,0.75757575,0.9286027841202098,81.71704500257846
0.14999999,0.9382748201388078,11.269689829230234,0.79607433,0.7777778,0.9864871367791935,87.79735517334822
0.14999999,0.9332808856469749,8.525033284839736,0.8785802,0.7979798,1.073581354316761,96.62232188850848
0.14999999,0.927886474655142,7.715272625204698,0.8716619,0.8181818,1.1676598820143274,106.25704926330378
0.14999999,0.9235844503775645,9.279828205098203,0.7930843,0.83838385,1.2426871854152781,114.32722105820558
0.14999999,0.9184017553614182,7.701396113996634,0.9107448,0.85858583,1.3330733864968705,123.97582494420895
0.14999999,0.9124118743870355,6.197355339339045,1.0096387,0.8787879,1.4375369106901055,135.1284696048699
0.14999999,0.9100462359769097,11.993073371413395,0.7147696,0.8989899,1.4787936445627003,140.48539623345653
0.14999999,0.9050460469253724,7.499689837791468,0.8172785,0.9191919,1.565996941621511,150.33570639566506
