LQGsigma_higher,ReturnMean,ReturnLastEpisode,LQGmu1_actor,LQGmu1_higher,Regret/t,Regret
0.14999999,1.0431646817349984,18.192792049458376,-1.1225296,-1.0,-0.8427920494583745,-0.8427920494583745
0.14999999,1.0434510777497032,18.202781542451273,-0.92683506,-0.97979796,-0.8477867959548231,-1.6955735919096462
0.14999999,1.0434812013108254,18.199362860672732,-1.2675381,-0.959596,-0.8483121508607923,-2.5449364525823768
0.14999999,1.043476339596856,18.197972997694304,-0.8612848,-0.93939394,-0.8482273625691699,-3.3929094502766795
0.14999999,1.0435723864985202,18.206602652394295,-0.7183522,-0.9191919,-0.8499024205341946,-4.249512102670973
0.14999999,1.0435954553921982,18.20231634956865,-0.91024244,-0.8989899,-0.8503047420399371,-5.101828452239623
0.14999999,1.0435942959857931,18.200163201706022,-0.77015525,-0.8787879,-0.8502845219922348,-5.951991653945644
0.14999999,1.0436070489997538,18.202063822500005,-0.63718104,-0.85858583,-0.8505069345557059,-6.804055476445647
0.14999999,1.043601343287679,18.199611365988474,-0.82393306,-0.83838385,-0.8504074269371245,-7.65366684243412
0.14999999,1.043608104514436,18.20158658488355,-0.7819412,-0.8181818,-0.8505253427317669,-8.505253427317669
0.14999999,1.0435924579389748,18.19752370369529,-0.60204345,-0.7979798,-0.8502524664557233,-9.352777131012957
0.14999999,1.0435883657881873,18.19939606113891,-0.69721353,-0.7777778,-0.8501810993459887,-10.202173192151864
0.14999999,1.0435878649167918,18.2000675417832,-0.56631684,-0.75757575,-0.8501723641488509,-11.052240733935061
0.14999999,1.0435932888952315,18.201496682724688,-0.716622,-0.7373737,-0.8502669583328392,-11.903737416659748
0.14999999,1.0436191349909973,18.207028296985182,-0.8200241,-0.7171717,-0.8507177142429952,-12.760765713644929
0.14999999,1.0436088689293266,18.197853072394413,-0.7418759,-0.6969697,-0.8505386741274588,-13.60861878603934
0.14999999,1.0435784962805483,18.19153379121769,-0.57622665,-0.67676765,-0.8500089751327664,-14.450152577257029
0.14999999,1.0435988042703057,18.206384059277386,-0.64495796,-0.65656567,-0.8503631464741341,-15.306536636534414
0.14999999,1.043597916291653,18.200068905867795,-0.38866884,-0.6363636,-0.8503476601264319,-16.156605542402207
0.14999999,1.0436029270286749,18.20209540519963,-0.28764722,-0.61616164,-0.8504350473800917,-17.008700947601834
0.14999999,1.0435864148951566,18.194387643600347,-0.41894156,-0.5959596,-0.8501470757715324,-17.85308859120218
0.14999999,1.0435812138380935,18.198151534197564,-0.4249146,-0.57575756,-0.850056369336352,-18.701240125399742
0.14999999,1.0435887927896055,18.203096438366774,-0.3530196,-0.5555556,-0.850188546250718,-19.554336563766515
0.14999999,1.0435889258401372,18.200244235881314,-0.55831015,-0.53535354,-0.8501908666519928,-20.404580799647828
