Regret/t,Regret,LQGmu1_actor,ReturnMean,LQGsigma_higher,LQGmu1_higher,ReturnLastEpisode
-0.8489884931719658,-0.8489884931719658,-1.270925,1.0435199824066494,0.14999999,-1.0,18.198988493171967
-0.8471299498873943,-1.6942598997747886,-0.8313886,1.0434134145577634,0.14999999,-0.97979796,18.195271406602824
-0.8491137910991142,-2.5473413732973427,-0.9152871,1.0435271669208206,0.14999999,-0.959596,18.203081473522555
-0.8496294931090151,-3.3985179724360606,-1.0479226,1.0435567369901957,0.14999999,-0.93939394,18.20117659913872
-0.8497353293484146,-4.248676646742073,-0.86114216,1.0435628055819044,0.14999999,-0.9191919,18.200158674306014
-0.8499704456693452,-5.099822674016071,-0.8886918,1.0435762870223249,0.14999999,-0.8989899,18.201146027274
-0.8500652960911265,-5.950457072637885,-0.7578086,1.0435817256932987,0.14999999,-0.8787879,18.200634398621816
-0.8503028595559745,-6.802422876447796,-0.55290425,1.0435953474516042,0.14999999,-0.85858583,18.201965803809912
-0.8498851912164282,-7.648966720947854,-0.81011015,1.0435713985789237,0.14999999,-0.83838385,18.19654384450006
-0.8502333814280497,-8.502333814280497,-0.71603256,1.0435913636139937,0.14999999,-0.8181818,18.203367093332645
-0.8497908004767551,-9.347698805244306,-0.9767355,1.043565986265869,0.14999999,-0.7979798,18.19536499096381
-0.8492945706371747,-10.191534847646096,-0.9648299,1.0435375327200216,0.14999999,-0.7777778,18.19383604240179
-0.8495826932125536,-11.044575011763197,-0.81581813,1.0435540535098942,0.14999999,-0.75757575,18.203040164117102
-0.8499854024361443,-11.89979563410602,-0.7976718,1.0435771446351,0.14999999,-0.7373737,18.205220622342825
-0.8494906187048383,-12.742359280572575,-0.64246523,1.0435487740083051,0.14999999,-0.7171717,18.192563646466557
-0.8494131096077604,-13.590609753724166,-0.7119009,1.0435443296793443,0.14999999,-0.6969697,18.198250473151592
-0.8495236343148299,-14.441901783352108,-0.53907263,1.0435506671052084,0.14999999,-0.67676765,18.201292029627943
-0.849872101073193,-15.297697819317474,-0.5340646,1.0435706479973161,0.14999999,-0.65656567,18.205796035965367
