Regret/t,Regret,LQGmu1_actor,ReturnMean,LQGsigma_higher,LQGmu1_higher,ReturnLastEpisode
-0.8500394954467455,-16.150750413488165,-0.83422816,1.043580246298552,0.14999999,-0.6363636,18.203052594170693
-0.8499798771279113,-16.999597542558227,-0.77699953,1.0435768278169675,0.14999999,-0.61616164,18.198847129070064
-0.8501435155069127,-17.853013825645167,-0.37169474,1.0435862107515432,0.14999999,-0.5959596,18.20341628308694
-0.8503441897038125,-18.707572173483875,-0.57205963,1.0435977172995305,0.14999999,-0.57575756,18.20455834783871
-0.8504341606302164,-19.559985694494976,-0.8523056,1.0436028761829252,0.14999999,-0.5555556,18.202413521011103
-0.8502978281270911,-20.407147875050185,-0.50433236,1.0435950589522416,0.14999999,-0.53535354,18.19716218055521
-0.8504844870701291,-21.262112176753227,-0.5799798,1.0436057618732872,0.14999999,-0.5151515,18.204964301703043
-0.8502228795679516,-22.105794868766743,-0.20740864,1.0435907614431166,0.14999999,-0.4949495,18.193682692013518
-0.8501583468386356,-22.95427536464316,-0.612,1.0435870611719402,0.14999999,-0.47474748,18.198480495876417
-0.850291920503173,-23.808173774088846,-0.6061571,1.043594720212338,0.14999999,-0.45454547,18.20389840944569
-0.8503038420689516,-24.658811419999598,-0.49689072,1.0435954037883575,0.14999999,-0.43434343,18.200637645910753
-0.8503790837494498,-25.511372512483494,-0.46610695,1.0435997181048997,0.14999999,-0.41414142,18.202561092483897
-0.8503961572953669,-26.362280876156372,-0.6992751,1.0436006970926244,0.14999999,-0.3939394,18.20090836367288
-0.8505521543882614,-27.217668940424364,-0.46198028,1.0436096418800611,0.14999999,-0.37373737,18.205388064267993
-0.8505303101235938,-28.067500234078597,-0.15127614,1.0436083893419494,0.14999999,-0.35353535,18.199831293654235
-0.8505912574380579,-28.920102752893968,-0.603558,1.0436118840274116,0.14999999,-0.33333334,18.20260251881537
-0.850037794041691,-29.751322791459184,-0.2851771,1.0435801487409229,0.14999999,-0.3131313,18.18122003856522
-0.8501692460675698,-30.606092858432515,-0.31265557,1.0435876861277278,0.14999999,-0.2929293,18.20477006697333
-0.850106493568184,-31.453940262022808,-0.2941,1.0435840879339557,0.14999999,-0.27272728,18.197847403590295
-0.8501271409632493,-32.30483135660347,-0.19976436,1.0435852718442231,0.14999999,-0.25252524,18.200891094580662
-0.8500181676942395,-33.15070854007534,-0.08379224,1.0435790233769633,0.14999999,-0.23232323,18.195877183471875
-0.8499977939953652,-33.99991175981461,-0.21474876,1.0435778551602848,0.14999999,-0.21212122,18.19920321973927
-0.850034984159601,-34.85143435054364,-0.11669057,1.0435799876238303,0.14999999,-0.1919192,18.201522590729038
-0.8494777250746595,-35.6780644531357,-0.16954884,1.043548034694648,0.14999999,-0.17171717,18.176630102592057
-0.8493051978404469,-36.52012350713922,-0.3146485,1.0435381420780072,0.14999999,-0.15151516,18.192059054003526
-0.8493651955762018,-37.37206860535288,0.019242987,1.0435415823151493,0.14999999,-0.13131313,18.201945098213663
-0.8493996451676404,-38.22298403254382,-0.14590633,1.0435435576357592,0.14999999,-0.11111111,18.200915427190942
-0.8489041985101273,-39.049593131465855,0.015763767,1.0435151489971404,0.14999999,-0.09090909,18.176609098922036
-0.8488007381318501,-39.893634692196954,-0.06807289,1.0435092166360007,0.14999999,-0.07070707,18.194041560731097
-0.8484078498190172,-40.72357679131282,0.016935654,1.0434866886364118,0.14999999,-0.05050505,18.17994209911587
-0.8482714134058951,-41.565299256888856,-0.052287273,1.043478865447586,0.14999999,-0.030303031,18.191722465576035
-0.8376838959973099,-41.88419479986549,0.08363747,1.0428717830273688,0.14999999,-0.01010101,17.668895542976635
-0.8376382548962757,-42.719550999710066,-0.117327265,1.042869165991759,0.14999999,0.01010101,18.185356199844577
-0.8375093430155635,-43.5504858368093,0.031471558,1.0428617742554798,0.14999999,0.030303031,18.180934837099237
-0.8370250353780594,-44.36232687503715,0.034091555,1.0428340043221365,0.14999999,0.05050505,18.16184103822785
-0.8272055267749402,-44.66909844584677,0.07306228,1.0422709591040678,0.14999999,0.07070707,17.65677157080962
-0.8126326728369648,-44.69479700603306,0.28210023,1.0414353596810186,0.14999999,0.09090909,17.375698560186294
-0.7876631489290897,-44.109136340029025,0.25316173,1.0400036209248333,0.14999999,0.11111111,16.764339333995967
-0.7651383290244544,-43.6128847543939,0.12092244,1.038712060150485,0.14999999,0.13131313,16.853748414364876
-0.7652650305350661,-44.38537177103383,0.063982755,1.0387193251453595,0.14999999,0.15151516,18.122487016639933
-0.7667308496201118,-45.2371201275866,0.32569498,1.038803374404823,0.14999999,0.17171717,18.20174835655277
-0.6934470172220089,-41.60682103332053,0.46905053,1.03460131979484,0.14999999,0.1919192,13.719700905733928
-0.6101430717032271,-37.218727373896854,0.44073734,1.029824717414176,0.14999999,0.21212122,12.961906340576329
-0.5786726150738898,-35.87770213458116,0.32433438,1.0280202187542369,0.14999999,0.23232323,16.00897476068431
-0.46421736149785614,-29.245693774364938,0.5005412,1.0214574175170792,0.14999999,0.25252524,10.717991639783776
-0.3984957188453536,-25.50372600610263,0.38443032,1.0176889747044355,0.14999999,0.27272728,13.608032231737695
-0.3705189148185761,-24.083729463207444,0.20815712,1.0160848001616156,0.14999999,0.2929293,15.930003457104814
-0.3281507506889741,-21.65794954547229,0.396984,1.0136554329523495,0.14999999,0.3131313,14.924220082264851
-0.29403980744036784,-19.700667098504645,0.20959061,1.0116995302431404,0.14999999,0.33333334,15.392717553032357
-0.2951495333139653,-20.07016826534964,0.23555437,1.0117631613138742,0.14999999,0.35353535,17.719501166844996
-0.25675683262728966,-17.716221451282987,0.51303744,1.0095617449900969,0.14999999,0.37373737,14.996053185933349
-0.18376008487344697,-12.863205941141288,0.5408361,1.0053761516555877,0.14999999,0.3939394,12.496984489858303
-0.10282614846163483,-7.300656540776073,0.5241881,1.0007354442925251,0.14999999,0.41414142,11.787450599634786
0.008926614916746992,0.6427162740057835,0.69976443,0.9943276023556913,0.14999999,0.43434343,9.406627185218145
0.03440151108144616,2.5113103089455695,0.29429704,0.9928668858324861,0.14999999,0.45454547,15.481405965060215
0.09510884385704536,7.038054445421357,0.37886158,0.9893859607880134,0.14999999,0.47474748,12.823255863524214
0.14931798162190002,11.198848621642501,0.4581795,0.986277638668469,0.14999999,0.4949495,13.189205823778858
0.17795699106938084,13.524731321272943,0.29655924,0.9846354936313427,0.14999999,0.5151515,15.024117300369559
0.23184806427251592,17.852300948983725,0.54756665,0.9815454091586858,0.14999999,0.53535354,13.02243037228922
0.32117288214345024,25.05148480718912,0.6427675,0.9764235732715909,0.14999999,0.5555556,10.150816141794609
0.3699606111326831,29.22688827948196,0.3345784,0.9736261117469789,0.14999999,0.57575756,13.174596527707159
0.4464670216230129,35.71736172984103,0.60195327,0.9692392762830838,0.14999999,0.5959596,10.859526549640933
0.517806722641259,41.942344533941984,0.5048938,0.9651486970962577,0.14999999,0.61616164,11.125017195899048
0.5944144080214087,48.74198145775551,0.61507833,0.960756054585928,0.14999999,0.6363636,10.55036307618648
0.7051000938666594,58.52330779093273,0.88923824,0.954409398287462,0.14999999,0.65656567,7.568673666822773
0.7531286312068378,63.262805021374376,0.3492493,0.951655468394103,0.14999999,0.67676765,12.610502769558357
0.8448702221335096,71.81396888134832,0.80317307,0.9463950560703259,0.14999999,0.6969697,8.798836140026067
0.9250494993762797,79.55425694636006,0.7151555,0.9417976204486075,0.14999999,0.7171717,9.609711934988255
0.9689936240678263,84.30244529390089,0.46424308,0.9392778885282206,0.14999999,0.7373737,12.601811652459176
1.0284757762627674,90.50586831112354,0.66457975,0.9358672146638317,0.14999999,0.75757575,11.146576982777354
1.1047540445273554,98.32310996293464,0.670867,0.9314934607495778,0.14999999,0.7777778,9.532758348188901
1.1202263002314103,100.82036702082692,0.6649963,0.9306062901243454,0.14999999,0.7979798,14.852742942107724
1.1400956929299697,103.74870805662724,0.80226594,0.9294669900842903,0.14999999,0.8181818,14.421658964199683
1.233102689066957,113.44544739416004,0.8715387,0.9241340201223072,0.14999999,0.83838385,7.653260662467197
