Regret/t,LQGmu1_actor,LQGmu1_higher,ReturnLastEpisode,ReturnMean,LQGsigma_higher,Regret
-0.8394612868729148,-1.221085,-1.0,18.189461286872916,1.0429736976417956,0.14999999,-0.8394612868729148
-0.8449684623361424,-0.8034278,-0.97979796,18.20047563779937,1.0432894760513842,0.14999999,-1.6899369246722848
-0.846879903839954,-0.88161945,-0.959596,18.20070278684758,1.0433990770550432,0.14999999,-2.5406397115198622
-0.8468154638722867,-0.9672368,-0.93939394,18.196622143969286,1.0433953821027688,0.14999999,-3.3872618554891467
-0.8472922301284427,-0.8842957,-0.9191919,18.19919929515307,1.0434227196174566,0.14999999,-4.236461150642214
-0.8472463969422463,-0.83190215,-0.8989899,18.197017231011266,1.0434200915677894,0.14999999,-5.083478381653478
-0.8480846561227925,-0.7596496,-0.8787879,18.20311421120607,1.0434681568877748,0.14999999,-5.936592592859547
-0.8474284953109628,-0.8261831,-0.85858583,18.192835369628156,1.043430532988014,0.14999999,-6.779427962487702
-0.847021952495916,-0.7615582,-0.83838385,18.193769609975543,1.0434072220467843,0.14999999,-7.623197572463244
-0.8475349422674509,-0.89643896,-0.8181818,18.202151850211266,1.0434366365979044,0.14999999,-8.475349422674508
-0.8480101684194146,-0.77771986,-0.7979798,18.202762429939053,1.0434638858038658,0.14999999,-9.32811185261356
-0.8479561046991089,-0.80420995,-0.7777778,18.197361403775748,1.0434607858199032,0.14999999,-10.175473256389306
-0.8483420924405588,-0.56714714,-0.75757575,18.20297394533796,1.0434829181445278,0.14999999,-11.028447201727264
-0.8485139179028673,-0.94806695,-0.7373737,18.20074764891288,1.0434927705219537,0.14999999,-11.879194850640143
-0.8485448217898905,-0.7830964,-0.7171717,18.198977476208217,1.0434945425338242,0.14999999,-12.728172326848359
-0.8487967900301951,-0.76094925,-0.6969697,18.202576313634765,1.0435089902540253,0.14999999,-13.580748640483122
-0.8487354228855882,-0.76582754,-0.67676765,18.197753548571878,1.0435054714957335,0.14999999,-14.428502189055
