DenMISEMeanLog,DenMISELogFirst,InvPendulum_std0_higher,ReturnAbsMax,Regret/t,InvPendulum_std2_higher,InvPendulum_mu0_higher,ActionIn1,ReturnMean,ReturnMin,MinEpLen,InvPendulum_mu3_higher,TimeElapsed,TimestepsSoFar,IWMin,Regret,IWLastEpisode,InvPendulum_mu2_higher,AvgEpLen,InvPendulum_std3_higher,Iteration,ReturnMax,DenMISELogLast,ReturnStepMax,ReturnLastEpisode,IWFirstEpisode,Bound,NumTrajectories,NumTrainableParams,InvPendulum_mu1_higher,BoundMISE,IWMax,IWMean,InvPendulum_std1_higher,BoundBonus,GridSize,Delta
19.18135,16.655346,0.0009999999,138.912,118.49629,0.0009999999,-0.2,-0.80142385,-113.49629,-138.912,11,-0.2,4.446753978729248,728,,3199.4,,-0.2,26.962962962962962,0.0009999999,27,,18.881369,138.912,-119.361115,,730.3683,27,,-0.2,-94.00024,27.000015,1.0000006,0.0009999999,824.3685,16,9.810813e-06
19.227255,16.618979,0.0009999999,138.912,118.672134,0.0009999999,0.2,-0.0016497076,-113.672134,-138.912,11,0.2,4.692080974578857,785,,3322.8198,,-0.2,28.035714285714285,0.0009999999,28,,20.755447,138.912,-118.41987,,730.72723,28,,-0.2,-96.23694,28.00001,1.0000004,0.0009999999,826.9642,16,9.122555e-06
19.189617,16.583887,0.0009999999,138.912,119.2437,0.0009999999,0.2,0.0032114685,-114.2437,-138.912,11,-0.2,4.890719175338745,820,,3458.0671,,0.2,28.275862068965516,0.0009999999,29,,18.425217,138.912,-130.24728,,732.29877,29,,-0.2,-97.162224,29.000011,1.0000004,0.0009999999,829.461,16,8.504261e-06
19.058985,16.549986,0.0009999999,138.912,119.32399,0.0009999999,0.2,0.39871675,-114.32399,-138.912,11,0.2,5.086110830307007,852,,3579.7197,,0.2,28.4,0.0009999999,30,,15.560591,138.912,-116.6525,,728.6045,30,,-0.2,-103.26157,30.000002,1.0000001,0.0009999999,831.8661,16,7.94676e-06
19.06649,16.517197,0.0009999999,138.912,119.95046,0.0009999999,-0.2,-0.4013024,-114.95046,-138.912,11,0.2,5.30901026725769,888,,3718.4644,,-0.2,28.64516129032258,0.0009999999,31,,19.582226,138.912,-133.74486,,728.4768,31,,-0.2,-105.7089,30.999983,0.99999946,0.0009999999,834.1857,16,7.4423347e-06
19.084106,16.485447,0.0009999999,138.912,120.386795,0.0009999999,-0.2,-0.0014323145,-115.386795,-138.912,11,0.2,5.5947511196136475,929,,3852.3774,,0.2,29.03125,0.0009999999,32,,19.921232,138.912,-128.91284,,726.92847,32,,-0.2,-109.49711,31.999985,0.9999995,0.0009999999,836.4256,16,6.984457e-06
19.109877,16.454676,0.0009999999,140.21199,121.13907,0.0009999999,-0.2,-0.60104185,-116.13907,-140.21199,11,,5.785202264785767,973,,3997.5894,,-0.2,29.484848484848484,0.0009999999,33,,20.22606,140.21199,-140.21199,,inf,33,,-0.2,,,,0.0009999999,inf,81,1.3615693e-06
19.11093,16.424822,0.0009999999,140.21199,121.609886,0.0009999999,-0.2,-0.5996439,-116.609886,-140.21199,11,-0.2,10.756184577941895,1029,,4134.7363,,,30.264705882352942,0.0009999999,34,,20.13091,140.21199,-132.14688,,inf,34,,-0.2,,,,0.0009999999,inf,81,1.2826548e-06
19.042107,16.395836,0.0009999999,140.21199,121.55786,0.0009999999,-0.2,-0.40126815,-116.55786,-140.21199,11,,11.393643856048584,1101,,4254.5254,,,31.457142857142856,0.0009999999,35,,17.687695,140.21199,-114.78897,,inf,35,,-0.2,,,,0.0009999999,inf,81,1.2104073e-06
18.997925,16.367664,0.0009999999,493.20218,132.0202,0.0009999999,-0.2,-0.2001681,-127.02021,-493.20218,11,0.2,12.49782133102417,1601,,4752.7275,,,44.47222222222222,0.0009999999,36,,18.43745,493.20218,-493.20218,,inf,36,,-0.2,,,,0.0009999999,inf,81,1.1440965e-06
18.904366,16.340265,0.0009999999,495.6923,141.98433,0.0009999999,-0.2,-0.20436545,-136.98433,-495.6923,11,,13.797708749771118,2101,,5253.42,,0.2,56.78378378378378,0.0009999999,37,,16.522665,495.6923,-495.6923,,inf,37,,-0.2,,,,0.0009999999,inf,81,1.0830892e-06
18.843801,16.313597,0.0009999999,495.6923,141.84547,0.0009999999,,-0.6025352,-136.84547,-495.6923,11,-0.2,14.328253507614136,2143,,5390.128,,-0.2,56.39473684210526,0.0009999999,38,,17.589588,495.6923,-131.70804,,inf,38,,-0.2,,,,0.0009999999,inf,81,1.0268345e-06
18.78828,16.287622,0.0009999999,495.6923,141.33856,0.0009999999,,-0.40480372,-136.33856,-495.6923,11,,14.871968269348145,2179,,5512.204,,-0.2,55.87179487179487,0.0009999999,39,,17.66558,495.6923,-117.07669,,inf,39,,-0.2,,,,0.0009999999,inf,81,9.748514e-07
18.706089,16.262304,0.0009999999,495.6923,140.93344,0.0009999999,,-0.20118342,-135.93344,-495.6923,11,0.2,15.36980676651001,2207,,5637.338,,-0.2,55.175,0.0009999999,40,,16.4879,495.6923,-120.13331,,inf,40,,-0.2,,,,0.0009999999,inf,81,9.267181e-07
18.70647,16.237612,0.0009999999,495.6923,140.47946,0.0009999999,,-0.40002313,-135.47946,-495.6923,11,-0.2,15.93638825416565,2228,,5759.658,,,54.34146341463415,0.0009999999,41,,19.709545,495.6923,-117.320206,,inf,41,,-0.2,,,,0.0009999999,inf,81,8.820637e-07
18.708029,16.213514,0.0009999999,495.6923,140.10632,0.0009999999,,-0.20047605,-135.10632,-495.6923,11,,16.58406901359558,2319,,5884.466,,,55.214285714285715,0.0009999999,42,,19.759928,495.6923,-119.808174,,inf,42,,-0.2,,,,0.0009999999,inf,81,8.405606e-07
18.687658,16.189983,0.0009999999,495.6923,148.3163,0.0009999999,,0.00021453202,-143.3163,-495.6923,11,0.2,17.718475103378296,2819,,6377.6006,,,65.55813953488372,0.0009999999,43,,18.820356,495.6923,-488.1348,,inf,43,,-0.2,,,,0.0009999999,inf,81,8.019195e-07
18.66563,16.166994,0.0009999999,496.42636,156.34154,0.0009999999,,-0.19878885,-151.34154,-496.42636,11,-0.2,19.00910973548889,3319,,6879.0273,,0.2,75.43181818181819,0.0009999999,44,,18.706924,496.42636,-496.42636,,inf,44,,-0.2,,,,0.0009999999,inf,81,7.658827e-07
18.653078,16.144522,0.0009999999,496.42636,155.30496,0.0009999999,,-6.780593e-05,-150.30496,-496.42636,11,,19.642518520355225,3341,,6988.723,,0.2,74.24444444444444,0.0009999999,45,,19.089705,496.42636,-104.69591,,inf,45,,-0.2,,,,0.0009999999,inf,81,7.3222174e-07
18.655346,16.122541,0.0009999999,496.42636,154.7891,0.0009999999,,0.20122634,-149.7891,-496.42636,11,0.2,20.21099352836609,3372,,7120.2983,,0.2,73.30434782608695,0.0009999999,46,,19.746382,496.42636,-126.57528,,inf,46,,-0.2,,,,0.0009999999,inf,81,7.0073213e-07
18.655382,16.101036,0.0009999999,496.42636,154.41035,0.0009999999,0.2,-0.19693865,-149.41035,-496.42636,11,,20.760756015777588,3407,,7257.2866,,-0.2,72.48936170212765,0.0009999999,47,,19.646282,496.42636,-131.98817,,inf,47,,-0.2,,,,0.0009999999,inf,81,6.7123085e-07
18.63643,16.079983,0.0009999999,496.42636,153.65028,0.0009999999,0.2,-0.200995,-148.65028,-496.42636,11,-0.2,21.34269094467163,3424,,7375.214,,,71.33333333333333,0.0009999999,48,,18.735264,496.42636,-112.926926,,inf,48,,-0.2,,,,0.0009999999,inf,81,6.435543e-07
18.610563,16.059362,0.0009999999,496.42636,152.20068,0.0009999999,0.2,0.00033719133,-147.20068,-496.42636,11,,21.986608505249023,3497,,7457.8335,,,71.36734693877551,0.0009999999,49,,18.358704,496.42636,-77.61992,,inf,49,,-0.2,,,,0.0009999999,inf,81,6.175547e-07
18.611528,16.03916,0.0009999999,496.42636,152.32036,0.0009999999,0.2,0.19574255,-147.32036,-496.42636,11,0.2,22.513695001602173,3552,,7616.0176,,,71.04,0.0009999999,50,,19.648752,496.42636,-153.18407,,inf,50,,-0.2,,,,0.0009999999,inf,81,5.930996e-07
18.562283,16.019358,0.0009999999,496.42636,152.23312,0.0009999999,0.2,0.2023338,-147.23312,-496.42636,11,,23.168337106704712,3597,,7763.8896,,0.2,70.52941176470588,0.0009999999,51,,17.090054,496.42636,-142.87164,,inf,51,,-0.2,,,,0.0009999999,inf,81,5.700688e-07
18.537321,15.99994,0.0009999999,496.42636,151.68451,0.0009999999,-0.2,-0.60169715,-146.68451,-496.42636,11,-0.2,23.77004599571228,3629,,7887.5947,,-0.2,69.78846153846153,0.0009999999,52,,18.254627,496.42636,-118.70562,,inf,52,,,,,,0.0009999999,inf,81,5.483539e-07
18.506329,15.980891,0.0009999999,496.42636,150.91809,0.0009999999,-0.2,-0.39747602,-145.91809,-496.42636,11,,24.40458583831787,3673,,7998.659,,-0.2,69.30188679245283,0.0009999999,53,,17.885204,496.42636,-106.064156,,inf,53,,,,,,0.0009999999,inf,81,5.2785657e-07
18.472477,15.962199,0.0009999999,496.42636,150.34816,0.0009999999,-0.2,-0.20046107,-145.34816,-496.42636,11,0.2,25.002755403518677,3698,,8118.801,,-0.2,68.48148148148148,0.0009999999,54,,17.669147,496.42636,-115.14167,,inf,54,,,,,,0.0009999999,inf,81,5.084873e-07
18.477022,15.9438505,0.0009999999,496.42636,149.89891,0.0009999999,-0.2,-0.39537948,-144.89891,-496.42636,11,-0.2,25.63807988166809,3727,,8244.44,,,67.76363636363637,0.0009999999,55,,19.71319,496.42636,-120.63997,,inf,55,,,,,,0.0009999999,inf,81,4.9016495e-07
18.423283,15.925832,0.0009999999,496.42636,149.21487,0.0009999999,-0.2,-0.20167026,-144.21487,-496.42636,11,,26.15646767616272,3744,,8356.033,,,66.85714285714286,0.0009999999,56,,16.458746,496.42636,-106.5929,,inf,56,,,,,,0.0009999999,inf,81,4.7281532e-07
18.39831,15.908132,0.0009999999,496.42636,154.38933,0.0009999999,-0.2,0.00079885125,-149.38933,-496.42636,11,0.2,27.301897525787354,4244,,8800.191,,,74.45614035087719,0.0009999999,57,,17.990986,496.42636,-439.15768,,inf,57,,,,,,0.0009999999,inf,81,4.563709e-07
18.36326,15.89074,0.0009999999,496.42636,155.4577,0.0009999999,-0.2,-0.19883433,-150.4577,-496.42636,11,-0.2,28.025869607925415,4363,,9016.547,,0.2,75.22413793103448,0.0009999999,58,,17.356655,496.42636,-211.35555,,inf,58,,,,,,0.0009999999,inf,81,4.4076967e-07
18.342,15.873646,0.0009999999,496.42636,154.71022,0.0009999999,-0.2,-0.001110535,-149.71022,-496.42636,11,,28.60908842086792,4384,,9127.903,,0.2,74.30508474576271,0.0009999999,59,,18.10041,496.42636,-106.35672,,inf,59,,,,,,0.0009999999,inf,81,4.259549e-07
18.266743,15.856839,0.0009999999,496.42636,153.9794,0.0009999999,-0.2,0.1975787,-148.9794,-496.42636,11,0.2,29.150766849517822,4409,,9238.764,,0.2,73.48333333333333,0.0009999999,60,,14.818215,496.42636,-105.86005,,inf,60,,,,,,0.0009999999,inf,81,4.1187477e-07
18.258858,15.840309,0.0009999999,496.42636,153.59494,0.0009999999,,-0.39774927,-148.59494,-496.42636,11,-0.2,29.72961163520813,4437,,9369.291,,-0.2,72.73770491803279,0.0009999999,61,,18.7775,496.42636,-125.52842,,inf,61,,,,,,0.0009999999,inf,81,3.984813e-07
18.257359,15.824049,0.0009999999,496.42636,153.06537,0.0009999999,,-0.19990987,-148.06537,-496.42636,11,,30.240242958068848,4463,,9490.053,,-0.2,71.98387096774194,0.0009999999,62,,19.157734,496.42636,-115.7611,,inf,62,,,,,,0.0009999999,inf,81,3.8573074e-07
18.240368,15.808048,0.0009999999,496.42636,152.37921,0.0009999999,,0.00071042776,-147.37921,-496.42636,11,0.2,30.851003646850586,4483,,9599.891,,-0.2,71.15873015873017,0.0009999999,63,,18.179129,496.42636,-104.838524,,inf,63,,,,,,0.0009999999,inf,81,3.735825e-07
18.244576,15.7923,0.0009999999,496.42636,151.96454,0.0009999999,,-0.19717664,-146.96454,-496.42636,11,-0.2,31.42357110977173,4513,,9725.73,,,70.515625,0.0009999999,64,,19.501766,496.42636,-120.83857,,inf,64,,,,,,0.0009999999,inf,81,3.6199927e-07
18.224463,15.776796,0.0009999999,496.42636,151.5329,0.0009999999,,0.0005604904,-146.5329,-496.42636,11,,32.13422226905823,4600,,9849.639,,,70.76923076923077,0.0009999999,65,,17.929567,496.42636,-118.90918,,inf,65,,,,,,0.0009999999,inf,81,3.5094652e-07
18.214392,15.761529,0.0009999999,496.42636,151.65625,0.0009999999,,0.19926888,-146.65625,-496.42636,11,0.2,32.83155035972595,4665,,10009.3125,,,70.68181818181819,0.0009999999,66,,18.552145,496.42636,-154.67403,,inf,66,,,,,,0.0009999999,inf,81,3.4039232e-07
18.218254,15.7464905,0.0009999999,496.42636,151.30011,0.0009999999,,0.0018818378,-146.30011,-496.42636,11,-0.2,33.34510517120361,4692,,10137.107,,0.2,70.02985074626865,0.0009999999,67,,19.465607,496.42636,-122.79488,,inf,67,,,,,,0.0009999999,inf,81,3.3030722e-07
18.177385,15.731675,0.0009999999,496.42636,150.80176,0.0009999999,,0.20046955,-145.80176,-496.42636,11,,33.9105966091156,4725,,10254.52,,0.2,69.48529411764706,0.0009999999,68,,16.431871,496.42636,-112.41168,,inf,68,,,,,,0.0009999999,inf,81,3.206637e-07
18.154789,15.717077,0.0009999999,496.42636,150.47722,0.0009999999,,0.39966714,-145.47722,-496.42636,11,0.2,34.49669432640076,4753,,10382.928,,0.2,68.8840579710145,0.0009999999,69,,17.610767,496.42636,-123.40778,,inf,69,,,,,,0.0009999999,inf,81,3.1143645e-07
18.14084,15.702688,0.0009999999,496.42636,150.15044,0.0009999999,0.2,-0.1996977,-145.15044,-496.42636,11,-0.2,35.00692915916443,4779,,10510.53,,-0.2,68.27142857142857,0.0009999999,70,,18.17143,496.42636,-122.6024,,inf,70,,,,,,0.0009999999,inf,81,3.0260182e-07
18.122656,15.688503,0.0009999999,496.42636,149.78262,0.0009999999,0.2,0.0011086493,-144.78262,-496.42636,11,,35.58709716796875,4802,,10634.566,,-0.2,67.63380281690141,0.0009999999,71,,17.842602,496.42636,-119.03575,,inf,71,,,,,,0.0009999999,inf,81,2.9413786e-07
18.092003,15.674518,0.0009999999,496.42636,149.36758,0.0009999999,0.2,0.20254517,-144.36758,-496.42636,11,0.2,36.15826869010925,4825,,10754.466,,-0.2,67.01388888888889,0.0009999999,72,,16.908731,496.42636,-114.899796,,inf,72,,,,,,0.0009999999,inf,81,2.8602412e-07
18.078224,15.660724,0.0009999999,496.42636,148.97868,0.0009999999,0.2,-0.0021867007,-143.97868,-496.42636,11,-0.2,36.73402237892151,4845,,10875.444,,,66.36986301369863,0.0009999999,73,,18.079126,496.42636,-115.97849,,inf,73,,,,,,0.0009999999,inf,81,2.7824152e-07
18.061785,15.647119,0.0009999999,496.42636,148.54268,0.0009999999,0.2,0.1946073,-143.54268,-496.42636,11,,37.28492712974548,4867,,10992.158,,,65.77027027027027,0.0009999999,74,,17.854918,496.42636,-111.71459,,inf,74,,,,,,0.0009999999,inf,81,2.707723e-07
18.012466,15.633696,0.0009999999,496.42636,148.23643,0.0009999999,0.2,0.40375078,-143.23643,-496.42636,11,0.2,37.80422401428223,4891,,11117.732,,,65.21333333333334,0.0009999999,75,,15.356188,496.42636,-120.57385,,inf,75,,,,,,0.0009999999,inf,81,2.6359982e-07
17.973831,15.62045,0.0009999999,496.42636,147.92818,0.0009999999,0.2,0.19948424,-142.92818,-496.42636,11,-0.2,38.39021348953247,4914,,11242.542,,0.2,64.65789473684211,0.0009999999,76,,16.069712,496.42636,-119.80927,,inf,76,,,,,,0.0009999999,inf,81,2.5670863e-07
17.97124,15.607378,0.0009999999,496.42636,147.53792,0.0009999999,0.2,0.39642575,-142.53792,-496.42636,11,,38.949063539505005,4932,,11360.42,,0.2,64.05194805194805,0.0009999999,77,,18.767673,496.42636,-112.87732,,inf,77,,,,,,0.0009999999,inf,81,2.5008418e-07
17.934717,15.594475,0.0009999999,496.42636,147.11543,0.0009999999,0.2,0.59988004,-142.11543,-496.42636,11,0.2,39.556294679641724,4950,,11475.004,,0.2,63.46153846153846,0.0009999999,78,,16.115915,496.42636,-109.58392,,inf,78,,,,,,0.0009999999,inf,81,2.4371286e-07
17.911123,15.581736,0.0009999999,496.42636,146.83624,0.0009999999,-0.2,-0.20114413,-141.83624,-496.42636,11,,40.142168283462524,4977,,11600.063,,-0.2,63.0,0.0009999999,79,,17.064493,496.42636,-120.06019,,inf,79,,0.2,,,,0.0009999999,inf,81,2.3758197e-07
17.891216,15.569157,0.0009999999,496.42636,146.43686,0.0009999999,-0.2,-0.19885941,-141.43686,-496.42636,11,-0.2,40.74437499046326,4993,,11714.949,,,62.4125,0.0009999999,80,,17.312536,496.42636,-109.885544,,inf,80,,0.2,,,,0.0009999999,inf,81,2.3167952e-07
17.8916,15.556734,0.0009999999,496.42636,146.00548,0.0009999999,-0.2,-0.0028783586,-141.00548,-496.42636,11,,41.319602966308594,5012,,11826.443,,,61.876543209876544,0.0009999999,81,,18.915941,496.42636,-106.494026,,inf,81,,0.2,,,,0.0009999999,inf,81,2.2599437e-07
17.871117,15.544464,0.0009999999,496.42636,145.77975,0.0009999999,-0.2,0.20014824,-140.77975,-496.42636,11,0.2,41.92902970314026,5038,,11953.939,,,61.4390243902439,0.0009999999,82,,17.205997,496.42636,-122.49584,,inf,82,,0.2,,,,0.0009999999,inf,81,2.2051593e-07
17.864367,15.532343,0.0009999999,496.42636,145.91211,0.0009999999,-0.2,0.19848198,-140.91211,-496.42636,11,,42.56164884567261,5093,,12110.705,,0.2,61.36144578313253,0.0009999999,83,,18.304607,496.42636,-151.76575,,inf,83,,0.2,,,,0.0009999999,inf,81,2.1523427e-07
17.860525,15.520367,0.0009999999,496.42636,145.6285,0.0009999999,,-0.20051786,-140.6285,-496.42636,11,-0.2,43.166054248809814,5122,,12232.794,,-0.2,60.976190476190474,0.0009999999,84,,18.5358,496.42636,-117.0895,,inf,84,,0.2,,,,0.0009999999,inf,81,2.1014014e-07
17.848898,15.508532,0.0009999999,496.42636,145.231,0.0009999999,,-0.0013694566,-140.231,-496.42636,11,,43.85433530807495,5138,,12344.636,,-0.2,60.44705882352941,0.0009999999,85,,17.866375,496.42636,-106.84184,,inf,85,,0.2,,,,0.0009999999,inf,81,2.052248e-07
17.838634,15.496836,0.0009999999,496.42636,144.91068,0.0009999999,,0.20019652,-139.91068,-496.42636,11,0.2,44.44957876205444,5166,,12462.318,,-0.2,60.06976744186046,0.0009999999,86,,17.960257,496.42636,-112.68197,,inf,86,,0.2,,,,0.0009999999,inf,81,2.0047987e-07
17.84031,15.485275,0.0009999999,496.42636,144.6209,0.0009999999,,0.0052279234,-139.6209,-496.42636,11,-0.2,45.05567002296448,5185,,12582.019,,,59.59770114942529,0.0009999999,87,,18.978603,496.42636,-114.70059,,inf,87,,0.2,,,,0.0009999999,inf,81,1.9589761e-07
