Iteration,InvPendulum_std1_higher,InvPendulum_std2_higher,ReturnAbsMax,MinEpLen,IWMax,InvPendulum_mu0_higher,InvPendulum_mu1_higher,NumTrainableParams,Regret/t,TimeElapsed,NumTrajectories,ReturnStepMax,Bound,GridSize,DenMISEMeanLog,BoundMISE,IWMean,DenMISELogLast,InvPendulum_mu3_higher,TimestepsSoFar,InvPendulum_mu2_higher,InvPendulum_std3_higher,Regret,ReturnMean,DenMISELogFirst,Delta,IWLastEpisode,ReturnMin,InvPendulum_std0_higher,IWMin,BoundBonus,AvgEpLen,ReturnLastEpisode,IWFirstEpisode,ActionIn1,ReturnMax
2112,0.0009999999,0.0009999999,544.11426,11,2112.0002,-0.1,,,142.51566,8529.067728281021,2112,544.11426,4232.3213,625,15.220605,-412.07526,1.0000001,16.786448,0.2,130598,,0.0009999999,300993.06,-137.51566,15.449422,4.3543096e-11,,-544.11426,0.0009999999,,4644.3965,61.83617424242424,-499.35834,,0.09877414,79.85369
2113,0.0009999999,0.0009999999,544.11426,11,1056.5002,-0.2,-0.1,,142.50616,8534.564007997513,2113,544.11426,3355.8613,625,15.220281,71.71146,1.0000002,14.842077,-0.1,130622,,0.0009999999,301115.53,-137.50616,15.448949,4.3501893e-11,,-544.11426,0.0009999999,,3284.15,61.818267865593945,-117.48764,,-0.39838493,79.85369
2114,0.0009999999,0.0009999999,544.11426,11,1057.0001,-0.1,-0.1,,142.40504,8540.647637367249,2114,544.11426,3294.6897,625,15.221036,10.474998,1.0000001,17.000347,-0.1,131122,,0.0009999999,301044.25,-137.40504,15.448476,4.3460745e-11,,-544.11426,0.0009999999,,3284.2146,62.02554399243141,76.28351,,-0.3006788,79.85369
2115,0.0009999999,0.0009999999,544.11426,11,1057.5002,-0.1,,,142.3357,8546.628268957138,2115,544.11426,3291.1074,625,15.221899,6.827289,1.0000002,17.237602,-0.1,131622,,0.0009999999,301040.0,-137.3357,15.448003,4.3419657e-11,,-544.11426,0.0009999999,,3284.28,62.232624113475175,9.237232,,-0.19866818,79.85369
2116,0.0009999999,0.0009999999,544.11426,11,1058.0005,-0.2,-0.2,,142.25401,8552.871641159058,2116,544.11426,3271.7747,625,15.222175,-12.569776,1.0,15.994587,-0.1,132122,-0.1,0.0009999999,301009.5,-137.25401,15.44753,4.337863e-11,,-544.11426,0.0009999999,,3284.3445,62.43950850661626,35.53039,,-0.60204357,79.85369
2117,0.0009999999,0.0009999999,544.11426,11,1058.5001,,-0.1,,142.1851,8559.48439335823,2117,544.11426,3253.9434,625,15.222212,-30.466307,1.0000001,15.492605,-0.1,132622,,0.0009999999,301005.88,-137.1851,15.447058,4.3337656e-11,,-544.11426,0.0009999999,,3284.4097,62.646197449220594,8.606147,,-0.19508225,79.85369
2118,0.0009999999,0.0009999999,544.11426,11,1058.9999,-0.2,-0.1,,142.1414,8565.8995616436,2118,544.11426,3246.5474,625,15.2211075,-37.927315,0.9999999,13.074079,-0.1,133122,0.1,0.0009999999,301055.5,-137.1414,15.446585,4.3296745e-11,,-544.11426,0.0009999999,,3284.4746,62.85269121813031,-44.600513,,-0.2979697,79.85369
2119,0.0009999999,0.0009999999,544.11426,11,1059.5,-0.2,-0.2,,142.08788,8572.327641487122,2119,544.11426,3208.3843,625,15.2206545,-76.1557,1.0,14.447069,-0.1,133622,,0.0009999999,301084.22,-137.08788,15.446113,4.325589e-11,,-544.11426,0.0009999999,,3284.54,63.05899008966494,-23.72304,,-0.501016,79.85369
2120,0.0009999999,0.0009999999,544.11426,11,1060.0002,-0.1,,,142.05437,8578.946558952332,2120,544.11426,3200.8108,625,15.220758,-83.79378,1.0000002,15.632745,-0.2,134122,,0.0009999999,301155.25,-137.05437,15.4456415,4.3215088e-11,,-544.11426,0.0009999999,,3284.6045,63.26509433962264,-66.03642,,-0.30090284,79.85369
2121,0.0009999999,0.0009999999,544.11426,11,1060.4998,-0.1,-0.1,,142.03197,8585.237203121185,2121,544.11426,3196.3992,625,15.220225,-88.270424,0.99999976,14.277499,-0.2,134328,0.1,0.0009999999,301249.8,-137.03197,15.445169,4.317435e-11,,-544.11426,0.0009999999,,3284.6697,63.33239038189533,-89.58052,,-0.30112803,79.85369
2122,0.0009999999,0.0009999999,544.11426,11,1061.0005,-0.1,-0.1,,142.02982,8591.158174037933,2122,544.11426,3188.4302,625,15.220982,-96.304344,1.0000005,17.015818,-0.2,134376,,0.0009999999,301387.28,-137.02982,15.444698,4.3133667e-11,,-544.11426,0.0009999999,,3284.7346,63.32516493873704,-132.48048,,-0.39935732,79.85369
2123,0.0009999999,0.0009999999,544.11426,11,1061.5005,-0.1,-0.2,,142.01213,8597.365512609482,2123,544.11426,3186.047,625,15.2205,-98.75219,1.0,14.382673,-0.2,134447,,0.0009999999,301491.75,-137.01213,15.444227,4.3093043e-11,,-544.11426,0.0009999999,,3284.7993,63.328780028261896,-99.45116,,-0.5047195,79.85369
2124,0.0009999999,0.0009999999,544.11426,11,1061.9996,-0.1,-0.2,,142.00288,8603.037428617477,2124,544.11426,3185.6882,625,15.219873,-99.17604,0.99999964,14.079453,-0.2,134535,-0.1,0.0009999999,301614.12,-137.00288,15.443756,4.3052475e-11,,-544.11426,0.0009999999,,3284.8643,63.340395480225986,-117.36469,,-0.6025074,79.85369
2125,0.0009999999,0.0009999999,544.11426,11,1062.5001,-0.2,-0.1,,141.99005,8608.764216184616,2125,544.11426,3182.5786,625,15.220383,-102.35038,1.0000001,16.492401,-0.2,134597,0.2,0.0009999999,301728.88,-136.99005,15.443286,4.3011962e-11,,-544.11426,0.0009999999,,3284.929,63.33976470588235,-109.76834,,-0.30193967,79.85369
2126,0.0009999999,0.0009999999,544.11426,11,1062.9998,-0.2,0.1,,141.98016,8614.276204109192,2126,544.11426,3182.3408,625,15.220854,-102.65279,0.99999976,16.415257,-0.2,134630,0.1,0.0009999999,301849.84,-136.98016,15.442815,4.2971512e-11,,-544.11426,0.0009999999,,3284.9937,63.32549388523048,-115.96689,,-0.19801688,79.85369
2127,0.0009999999,0.0009999999,544.11426,11,1063.4996,-0.2,,,141.96616,8619.675849199295,2127,544.11426,3181.7517,625,15.220567,-103.306465,0.99999964,14.795167,-0.1,134647,,0.0009999999,301962.0,-136.96616,15.442345,4.2931114e-11,,-544.11426,0.0009999999,,3285.058,63.30371415138693,-107.13943,,-0.30111492,79.85369
2128,0.0009999999,0.0009999999,544.11426,11,1064.0007,,-0.2,,141.94443,8625.028726816177,2128,544.11426,3181.5918,625,15.221041,-103.531204,1.0000002,16.413618,-0.2,134778,0.1,0.0009999999,302057.75,-136.94443,15.4418745,4.2890774e-11,,-544.11426,0.0009999999,,3285.123,63.33552631578947,-90.75773,,-0.3012662,79.85369
2129,0.0009999999,0.0009999999,544.11426,11,1064.5001,-0.1,,,141.93788,8630.543265104294,2129,544.11426,3180.5842,625,15.221022,-104.603745,1.0000001,15.368257,-0.2,134816,0.1,0.0009999999,302185.75,-136.93788,15.441405,4.285049e-11,,-544.11426,0.0009999999,,3285.188,63.323626115547206,-123.00012,,-0.20097639,79.85369
2130,0.0009999999,0.0009999999,544.11426,11,1064.9998,0.2,-0.1,,141.92336,8637.387706756592,2130,544.11426,3180.6045,625,15.221653,-104.6478,0.99999976,16.757822,-0.1,134841,0.2,0.0009999999,302296.75,-136.92336,15.440935,4.2810266e-11,,-544.11426,0.0009999999,,3285.2522,63.3056338028169,-106.031075,,0.19775242,79.85369
2131,0.0009999999,0.0009999999,544.11426,11,1065.4995,-0.2,-0.1,,141.91473,8644.089393615723,2131,544.11426,3180.656,625,15.222091,-104.66115,0.9999995,16.345533,-0.2,134868,0.1,0.0009999999,302420.3,-136.91473,15.440466,4.2770096e-11,,-544.11426,0.0009999999,,3285.3171,63.28859690286251,-118.56227,,-0.40176785,79.85369
2132,0.0009999999,0.0009999999,544.11426,11,1065.9996,,,,141.90962,8650.341195344925,2132,544.11426,3180.5889,625,15.222477,-104.7925,0.99999964,16.229824,-0.1,134910,0.1,0.0009999999,302551.3,-136.90962,15.439997,4.272999e-11,,-544.11426,0.0009999999,,3285.3813,63.27861163227017,-126.00268,,-0.0025942698,79.85369
2133,0.0009999999,0.0009999999,544.11426,11,1066.4999,0.1,0.1,,141.90533,8657.162927865982,2133,544.11426,3180.621,625,15.222254,-104.825066,0.9999999,14.93579,-0.2,134944,0.1,0.0009999999,302684.06,-136.90533,15.4395275,4.268993e-11,,-544.11426,0.0009999999,,3285.446,63.26488513830286,-127.73015,,0.10353336,79.85369
2134,0.0009999999,0.0009999999,544.11426,11,1067.0005,-0.2,,,141.89038,8664.103256464005,2134,544.11426,3180.5815,625,15.221188,-104.92908,1.0000005,13.135907,-0.2,134957,-0.1,0.0009999999,302794.06,-136.89038,15.439059,4.2649932e-11,,-544.11426,0.0009999999,,3285.5105,63.241330834114336,-104.97386,,-0.50062203,79.85369
2135,0.0009999999,0.0009999999,544.11426,11,1067.5001,-0.1,0.2,,141.88223,8670.707841873169,2135,544.11426,3180.5823,625,15.220558,-104.99268,1.0000001,14.069735,-0.1,134992,-0.2,0.0009999999,302918.56,-136.88223,15.438591,4.2609992e-11,,-544.11426,0.0009999999,,3285.575,63.228103044496486,-119.527084,,-0.19803274,79.85369
2136,0.0009999999,0.0009999999,544.11426,11,1068.0001,-0.1,0.1,,141.86897,8677.239185094833,2136,544.11426,3180.5103,625,15.221037,-105.12938,1.0000001,16.43029,-0.2,135007,-0.2,0.0009999999,303032.12,-136.86897,15.438123,4.25701e-11,,-544.11426,0.0009999999,,3285.6396,63.20552434456929,-108.53385,,-0.403351,79.85369
2137,0.0009999999,0.0009999999,544.11426,11,1068.5004,0.2,0.1,,141.85509,8683.782299041748,2137,544.11426,3180.28,625,15.221,-105.42403,0.9999999,15.326805,-0.2,135024,0.2,0.0009999999,303144.3,-136.85509,15.4376545,4.253027e-11,,-544.11426,0.0009999999,,3285.704,63.183902667290596,-107.18384,,0.30163532,79.85369
2138,0.0009999999,0.0009999999,544.11426,11,1069.0009,0.1,-0.1,,141.84013,8690.966671705246,2138,544.11426,3180.2266,625,15.221609,-105.541565,1.0000008,16.718687,-0.2,135035,0.1,0.0009999999,303254.22,-136.84013,15.437186,4.2490494e-11,,-544.11426,0.0009999999,,3285.768,63.159494855004674,-104.91982,,-0.10393608,79.85369
2139,0.0009999999,0.0009999999,544.11426,11,1069.5005,0.1,0.2,,141.8307,8697.47405052185,2139,544.11426,3180.287,625,15.220324,-105.54529,1.0000005,12.66162,-0.1,135073,-0.1,0.0009999999,303375.88,-136.8307,15.436719,4.2450776e-11,,-544.11426,0.0009999999,,3285.8325,63.14773258532024,-116.637955,,0.095249146,79.85369
2140,0.0009999999,0.0009999999,544.11426,11,1070.0004,0.1,-0.1,,141.81676,8703.84631562233,2140,544.11426,3180.305,625,15.219274,-105.59225,1.0000004,13.158563,-0.2,135087,-0.2,0.0009999999,303487.88,-136.81676,15.436252,4.241111e-11,,-544.11426,0.0009999999,,3285.8972,63.12476635514019,-107.03676,,-0.40073812,79.85369
2141,0.0009999999,0.0009999999,544.11426,11,1070.5005,-0.1,0.1,,141.80595,8709.926043748856,2141,544.11426,3180.2888,625,15.219739,-105.6723,1.0000005,16.401417,,135111,-0.2,0.0009999999,303606.53,-136.80595,15.435784,4.2371502e-11,,-544.11426,0.0009999999,,3285.9612,63.106492293320876,-113.65392,,-0.19983554,79.85369
2142,0.0009999999,0.0009999999,544.11426,11,1070.9999,-0.2,0.2,,141.79514,8716.01409959793,2142,544.11426,3180.3044,625,15.219248,-105.72094,0.9999999,14.36038,,135131,-0.1,0.0009999999,303725.2,-136.79514,15.435317,4.2331947e-11,,-544.11426,0.0009999999,,3286.0254,63.086367880485525,-113.66387,,-0.10077651,79.85369
2143,0.0009999999,0.0009999999,544.11426,11,1071.5005,-0.2,0.1,,141.7893,8721.802364349365,2143,544.11426,3180.1462,625,15.219646,-105.94347,1.0,16.266266,-0.2,135157,0.2,0.0009999999,303854.47,-136.7893,15.434851,4.229245e-11,,-544.11426,0.0009999999,,3286.0896,63.06906206252916,-124.263405,,-0.099964336,79.85369
2144,0.0009999999,0.0009999999,544.11426,11,1072.0002,0.2,-0.1,,141.77574,8727.255892276764,2144,544.11426,3180.122,625,15.220171,-106.03182,1.0000002,16.527803,-0.2,135176,,0.0009999999,303967.2,-136.77574,15.434384,4.2253007e-11,,-544.11426,0.0009999999,,3286.1538,63.048507462686565,-107.70089,,-0.097867504,79.85369
2145,0.0009999999,0.0009999999,544.11426,11,1072.4993,,0.2,,141.75702,8733.037923574448,2145,544.11426,3180.1821,625,15.220279,-106.03581,0.99999934,15.640535,-0.2,135230,0.1,0.0009999999,304068.8,-136.75702,15.433918,4.2213618e-11,,-544.11426,0.0009999999,,3286.218,63.044289044289044,-96.652794,,0.09852272,79.85369
2146,0.0009999999,0.0009999999,544.11426,11,1073.0006,,0.1,,141.74297,8738.801921367645,2146,544.11426,3180.2056,625,15.220679,-106.07662,1.0,16.268238,-0.1,135245,-0.2,0.0009999999,304180.4,-136.74297,15.433452,4.2174285e-11,,-544.11426,0.0009999999,,3286.2822,63.02190121155638,-106.59893,,-0.19504583,79.85369
2147,0.0009999999,0.0009999999,544.11426,11,1073.5,0.1,0.2,,141.73006,8744.247123241425,2147,544.11426,3180.2559,625,15.219622,-106.09062,1.0,13.142989,,135261,-0.1,0.0009999999,304294.44,-136.73006,15.432986,4.2135007e-11,,-544.11426,0.0009999999,,3286.3464,63.0,-109.024605,,0.19945635,79.85369
2148,0.0009999999,0.0009999999,544.11426,11,1073.9998,0.1,-0.1,,141.71635,8750.08422923088,2148,544.11426,3180.282,625,15.220127,-106.12795,0.99999976,16.490917,-0.2,135279,-0.1,0.0009999999,304406.72,-136.71635,15.43252,4.2095785e-11,,-544.11426,0.0009999999,,3286.41,62.979050279329606,-107.29123,,-0.29720333,79.85369
2149,0.0009999999,0.0009999999,544.11426,11,1074.4998,-0.2,0.2,,141.71144,8755.641065835953,2149,544.11426,3180.0947,625,15.2201805,-106.379395,0.99999976,15.525533,-0.1,135313,0.1,0.0009999999,304537.88,-136.71144,15.4320545,4.2056615e-11,,-544.11426,0.0009999999,,3286.474,62.96556537924616,-126.13688,,-0.0021173656,79.85369
2150,0.0009999999,0.0009999999,544.11426,11,1074.9999,,-0.1,,141.70395,8761.521887779236,2150,544.11426,3180.0225,625,15.219849,-106.5159,0.9999999,14.697253,-0.2,135344,,0.0009999999,304663.5,-136.70395,15.431589,4.2017504e-11,,-544.11426,0.0009999999,,3286.5383,62.950697674418606,-120.65993,,-0.30034986,79.85369
2151,0.0009999999,0.0009999999,544.11426,11,1075.5002,,0.1,,141.69208,8767.494318962097,2151,544.11426,3179.9587,625,15.220448,-106.643555,1.0000002,16.693167,-0.2,135449,0.2,0.0009999999,304779.66,-136.69208,15.431125,4.197845e-11,,-544.11426,0.0009999999,,3286.6023,62.97024639702464,-111.13142,,0.099989414,79.85369
2152,0.0009999999,0.0009999999,544.11426,11,1075.9999,-0.1,0.1,,141.68422,8773.168083190918,2152,544.11426,3179.924,625,15.220064,-106.741974,0.9999999,14.582773,-0.1,135474,,0.0009999999,304904.44,-136.68422,15.430659,4.1939438e-11,,-544.11426,0.0009999999,,3286.666,62.95260223048327,-119.7623,,-0.09709842,79.85369
2153,0.0009999999,0.0009999999,544.11426,11,1076.4998,0.1,-0.1,,141.67139,8778.709764957428,2153,544.11426,3179.9802,625,15.220209,-106.749695,0.99999976,15.726312,-0.1,135492,-0.2,0.0009999999,305018.5,-136.67139,15.430195,4.190049e-11,,-544.11426,0.0009999999,,3286.73,62.93172317696238,-109.05718,,-0.2972616,79.85369
2154,0.0009999999,0.0009999999,544.11426,11,1076.9999,0.2,0.1,,141.66426,8784.445880174637,2154,544.11426,3180.0334,625,15.220417,-106.76041,0.9999999,15.859978,-0.1,135516,-0.2,0.0009999999,305144.8,-136.66426,15.42973,4.1861594e-11,,-544.11426,0.0009999999,,3286.794,62.91364902506964,-121.33913,,-0.0013739392,79.85369
2155,0.0009999999,0.0009999999,544.11426,11,1077.5001,,-0.1,,141.6502,8790.241746902466,2155,544.11426,3179.9932,625,15.22092,-106.8645,1.0000001,16.482876,-0.1,135539,-0.2,0.0009999999,305256.2,-136.6502,15.429267,4.1822754e-11,,-544.11426,0.0009999999,,3286.8577,62.89512761020882,-106.366486,,-0.4034834,79.85369
2156,0.0009999999,0.0009999999,544.11426,11,1077.9998,0.2,0.1,,141.6373,8795.912480592728,2156,544.11426,3179.9556,625,15.220712,-106.96554,0.99999976,14.964778,-0.1,135555,0.2,0.0009999999,305370.03,-136.6373,15.4288025,4.1783965e-11,,-544.11426,0.0009999999,,3286.9211,62.87337662337662,-108.84368,,0.39795625,79.85369
2157,0.0009999999,0.0009999999,544.11426,11,1078.4995,,0.1,,141.62454,8801.658111572266,2157,544.11426,3179.9937,625,15.220569,-106.991554,0.9999995,15.102125,-0.2,135570,0.1,0.0009999999,305484.12,-136.62454,15.428339,4.1745232e-11,,-544.11426,0.0009999999,,3286.985,62.85118219749652,-109.08697,,0.0047072023,79.85369
2158,0.0009999999,0.0009999999,544.11426,11,1079.0005,-0.1,0.2,,141.60841,8807.256225824356,2158,544.11426,3180.0562,625,15.219718,-106.992805,1.0000005,13.571535,-0.2,135597,-0.2,0.0009999999,305590.97,-136.60841,15.4278755,4.1706548e-11,,-544.11426,0.0009999999,,3287.049,62.83456904541242,-101.86246,,-0.30132535,79.85369
2159,0.0009999999,0.0009999999,544.11426,11,1079.4996,-0.2,0.1,,141.59431,8812.552491426468,2159,544.11426,3180.0974,625,15.220101,-107.01536,0.99999964,16.239834,-0.1,135611,-0.2,0.0009999999,305702.12,-136.59431,15.427412,4.1667926e-11,,-544.11426,0.0009999999,,3287.1128,62.81194997684113,-106.139656,,-0.3996486,79.85369
2160,0.0009999999,0.0009999999,544.11426,11,1080.0001,0.2,0.2,,141.57954,8817.791702508926,2160,544.11426,3180.1394,625,15.220202,-107.03728,1.0000001,15.627067,,135624,0.1,0.0009999999,305811.8,-136.57954,15.4269495,4.1629353e-11,,-544.11426,0.0009999999,,3287.1768,62.78888888888889,-104.711784,,0.4989671,79.85369
2161,0.0009999999,0.0009999999,544.11426,11,1080.5007,0.1,0.2,,141.57758,8823.582429170609,2161,544.11426,3180.1575,625,15.220637,-107.082596,1.0000002,16.345533,-0.1,135679,-0.2,0.0009999999,305949.12,-136.57758,15.426486,4.1590835e-11,,-544.11426,0.0009999999,,3287.24,62.78528459046738,-132.30054,,0.0020551234,79.85369
2162,0.0009999999,0.0009999999,544.11426,11,1080.9996,-0.1,0.1,,141.56915,8829.87899684906,2162,544.11426,3180.199,625,15.220784,-107.10451,0.99999964,15.726008,-0.2,135711,0.1,0.0009999999,306072.5,-136.56915,15.4260235,4.1552366e-11,,-544.11426,0.0009999999,,3287.3035,62.77104532839963,-118.37259,,-0.09908657,79.85369
2163,0.0009999999,0.0009999999,544.11426,11,1081.5007,-0.2,0.1,,141.55473,8836.20008134842,2163,544.11426,3180.2488,625,15.221618,-107.11858,1.0000002,17.21972,-0.2,135727,,0.0009999999,306182.88,-136.55473,15.425561,4.1513955e-11,,-544.11426,0.0009999999,,3287.3674,62.74942209893666,-105.35625,,-0.29815507,79.85369
2164,0.0009999999,0.0009999999,544.11426,11,1082.0001,-0.1,0.1,,141.54211,8842.525446653366,2164,544.11426,3180.309,625,15.220546,-107.12188,1.0000001,13.085311,-0.1,135749,-0.2,0.0009999999,306297.12,-136.54211,15.425099,4.1475597e-11,,-544.11426,0.0009999999,,3287.431,62.73059149722736,-109.24773,,-0.29940805,79.85369
2165,0.0009999999,0.0009999999,544.11426,11,1082.4996,,,,141.52785,8849.082427024841,2165,544.11426,3180.3384,625,15.220821,-107.156075,0.99999964,16.004961,-0.2,135762,-0.1,0.0009999999,306407.78,-136.52785,15.424637,4.1437288e-11,,-544.11426,0.0009999999,,3287.4944,62.70762124711317,-105.66281,,-0.2979983,79.85369
2166,0.0009999999,0.0009999999,544.11426,11,1082.9994,-0.1,-0.2,,141.51257,8855.769911766052,2166,544.11426,3180.3677,625,15.221094,-107.19008,0.99999946,16.000309,-0.1,135811,,0.0009999999,306516.22,-136.51257,15.424175,4.1399037e-11,,-544.11426,0.0009999999,,3287.5579,62.70129270544783,-103.45681,,-0.39686427,79.85369
2167,0.0009999999,0.0009999999,544.11426,11,1083.5005,0.1,0.1,,141.49518,8862.621467590332,2167,544.11426,3180.2363,625,15.220257,-107.3848,1.0000005,13.601078,-0.2,136311,-0.1,0.0009999999,306620.06,-136.49518,15.423714,4.136084e-11,,-544.11426,0.0009999999,,3287.621,62.903091832025844,-98.85719,,-0.10079384,79.85369
2168,0.0009999999,0.0009999999,544.11426,11,1083.9996,0.2,0.2,,141.48267,8869.248161315918,2168,544.11426,3180.272,625,15.221001,-107.412575,0.99999964,17.015978,-0.1,136326,0.1,0.0009999999,306734.4,-136.48267,15.423252,4.1322692e-11,,-544.11426,0.0009999999,,3287.6846,62.8809963099631,-109.34446,,0.4026544,79.85369
2169,0.0009999999,0.0009999999,544.11426,11,1084.5001,-0.1,0.2,,141.47012,8875.954528570175,2169,544.11426,3180.2852,625,15.219827,-107.46293,1.0000001,12.869319,,136343,-0.2,0.0009999999,306848.7,-136.47012,15.4227915,4.1284594e-11,,-544.11426,0.0009999999,,3287.748,62.85984324573536,-109.28438,,-0.10142463,79.85369
2170,0.0009999999,0.0009999999,544.11426,11,1085.0009,-0.1,0.2,,141.45755,8882.659725189209,2170,544.11426,3180.2876,625,15.219683,-107.524216,1.0000002,15.092907,0.1,136357,0.2,0.0009999999,306962.88,-136.45755,15.42233,4.1246555e-11,,-544.11426,0.0009999999,,3287.8118,62.837327188940094,-109.15969,,0.40015164,79.85369
2171,0.0009999999,0.0009999999,544.11426,11,1085.4996,,0.1,,141.44902,8889.263712644577,2171,544.11426,3180.3123,625,15.220361,-107.56283,0.99999964,16.878212,-0.2,136381,-0.1,0.0009999999,307085.8,-136.44902,15.421869,4.1208568e-11,,-544.11426,0.0009999999,,3287.875,62.81943804698296,-117.92913,,-0.20381734,79.85369
2172,0.0009999999,0.0009999999,544.11426,11,1086.0009,0.2,0.2,,141.43965,8895.087668895721,2172,544.11426,3180.3567,625,15.22,-107.58184,1.0000008,14.628101,0.1,136405,-0.2,0.0009999999,307206.94,-136.43965,15.421409,4.117063e-11,,-544.11426,0.0009999999,,3287.9385,62.80156537753223,-116.135025,,0.30130842,79.85369
2173,0.0009999999,0.0009999999,544.11426,11,1086.5001,,0.2,,141.42824,8901.102064847946,2173,544.11426,3180.3342,625,15.21843,-107.66757,1.0000001,11.996112,-0.1,136421,-0.2,0.0009999999,307323.56,-136.42824,15.420949,4.1132747e-11,,-544.11426,0.0009999999,,3288.0017,62.78002761159687,-111.60821,,-0.09884193,79.85369
2174,0.0009999999,0.0009999999,544.11426,11,1086.9998,0.1,0.2,,141.41393,8907.190245628357,2174,544.11426,3180.394,625,15.21898,-107.6706,0.99999976,16.60521,0.1,136440,0.1,0.0009999999,307433.88,-136.41393,15.420488,4.1094912e-11,,-544.11426,0.0009999999,,3288.0647,62.759889604415825,-105.33673,,0.501731,79.85369
2175,0.0009999999,0.0009999999,544.11426,11,1087.5005,,0.1,,141.40857,8913.621748924255,2175,544.11426,3180.437,625,15.219025,-107.69103,1.0000005,15.502499,,136470,-0.2,0.0009999999,307563.62,-136.40857,15.420029,4.1057133e-11,,-544.11426,0.0009999999,,3288.128,62.744827586206895,-124.75025,,-0.10030155,79.85369
2176,0.0009999999,0.0009999999,544.11426,11,1088.0005,0.1,0.2,,141.40004,8919.489287853241,2176,544.11426,3180.4263,625,15.219572,-107.76513,1.0,16.598274,0.1,136492,0.2,0.0009999999,307686.5,-136.40004,15.419569,4.1019407e-11,,-544.11426,0.0009999999,,3288.1914,62.72610294117647,-117.87293,,0.5992507,79.85369
2177,0.0009999999,0.0009999999,544.11426,11,1088.4998,0.2,0.1,,141.38992,8925.438097000122,2177,544.11426,3180.4788,625,15.2195215,-107.775635,0.99999976,15.297214,-0.2,136514,-0.1,0.0009999999,307805.88,-136.38992,15.419109,4.098173e-11,,-544.11426,0.0009999999,,3288.2544,62.70739549839228,-114.36823,,0.0016067773,79.85369
2178,0.0009999999,0.0009999999,544.11426,11,1089.0002,0.2,0.1,,141.37833,8931.410927534103,2178,544.11426,3180.5298,625,15.220054,-107.78792,1.0000002,16.57226,-0.2,136532,-0.2,0.0009999999,307922.0,-136.37833,15.418651,4.0944106e-11,,-544.11426,0.0009999999,,3288.3176,62.686868686868685,-111.10248,,-0.09842473,79.85369
2179,0.0009999999,0.0009999999,544.11426,11,1089.4999,-0.1,0.2,,141.36513,8936.97124671936,2179,544.11426,3180.4873,625,15.220492,-107.89322,0.9999999,16.360811,-0.2,136551,0.1,0.0009999999,308034.62,-136.36513,15.418191,4.090653e-11,,-544.11426,0.0009999999,,3288.3806,62.66681964203763,-107.65116,,-0.00042147934,79.85369
2180,0.0009999999,0.0009999999,544.11426,11,1089.9998,0.1,,,141.35333,8942.707877397537,2180,544.11426,3180.5332,625,15.221154,-107.91038,0.99999976,16.856073,-0.1,136584,-0.2,0.0009999999,308150.25,-136.35333,15.417732,4.0869013e-11,,-544.11426,0.0009999999,,3288.4436,62.65321100917431,-110.60343,,-0.19985206,79.85369
2181,0.0009999999,0.0009999999,544.11426,11,1090.4999,-0.2,0.1,,141.33925,8948.441655397415,2181,544.11426,3180.5605,625,15.221102,-107.94624,0.9999999,15.296408,-0.1,136598,0.1,0.0009999999,308260.9,-136.33925,15.4172735,4.0831543e-11,,-544.11426,0.0009999999,,3288.5068,62.63090325538744,-105.67587,,-0.1004486,79.85369
2182,0.0009999999,0.0009999999,544.11426,11,1091.0002,-0.1,0.2,,141.32964,8954.184542417526,2182,544.11426,3180.6184,625,15.2211075,-107.95152,1.0000002,15.418603,-0.2,136646,-0.1,0.0009999999,308381.25,-136.32964,15.416816,4.079413e-11,,-544.11426,0.0009999999,,3288.5698,62.624197983501375,-115.333206,,-0.19738702,79.85369
2183,0.0009999999,0.0009999999,544.11426,11,1091.4998,-0.2,-0.1,,141.31622,8959.901315450668,2183,544.11426,3180.662,625,15.221143,-107.97082,0.99999976,15.484971,-0.2,136663,-0.1,0.0009999999,308493.3,-136.31622,15.416357,4.0756763e-11,,-544.11426,0.0009999999,,3288.6328,62.6032982134677,-107.08107,,-0.6001422,79.85369
2184,0.0009999999,0.0009999999,544.11426,11,1091.9995,0.1,0.2,,141.30096,8965.705142498016,2184,544.11426,3180.6904,625,15.221422,-108.00511,0.9999995,16.019888,-0.2,136689,0.2,0.0009999999,308601.3,-136.30096,15.415899,4.0719445e-11,,-544.11426,0.0009999999,,3288.6956,62.58653846153846,-102.97572,,0.30174783,79.85369
2185,0.0009999999,0.0009999999,544.11426,11,1092.5005,0.2,0.2,,141.28773,8971.556234359741,2185,544.11426,3180.537,625,15.221691,-108.221085,1.0,16.000463,-0.2,136702,-0.1,0.0009999999,308713.7,-136.28773,15.4154415,4.0682183e-11,,-544.11426,0.0009999999,,3288.7583,62.563844393592674,-107.38155,,0.09977749,79.85369
2186,0.0009999999,0.0009999999,544.11426,11,1092.9998,-0.1,-0.1,,141.27376,8977.07427930832,2186,544.11426,3180.5803,625,15.222163,-108.24123,0.99999976,16.443783,-0.2,136722,0.2,0.0009999999,308824.44,-136.27376,15.414984,4.064497e-11,,-544.11426,0.0009999999,,3288.8215,62.54437328453797,-105.757286,,-0.20080528,79.85369
