InvPendulum_mu2_higher,IWLastEpisode,InvPendulum_mu0_higher,AvgEpLen,ActionIn1,InvPendulum_mu1_higher,NumTrainableParams,Regret/t,TimeElapsed,BoundBonus,ReturnLastEpisode,TimestepsSoFar,GridSize,Bound,ReturnMean,IWMax,DenMISELogFirst,Delta,Iteration,BoundMISE,Regret,IWFirstEpisode,DenMISELogLast,IWMin,InvPendulum_std1_higher,ReturnStepMax,InvPendulum_std0_higher,ReturnMin,InvPendulum_std3_higher,MinEpLen,InvPendulum_std2_higher,ReturnMax,InvPendulum_mu3_higher,ReturnAbsMax,IWMean,NumTrajectories,DenMISEMeanLog
0.2,,0.1,64.32547597461469,0.0006893128,-0.2,,144.97192,3010.44855427742,inf,-104.534134,70951,625,inf,-139.97192,,15.985521,1.596453e-10,1103,,159904.03,,14.905525,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,-0.1,499.9765,,1103,16.021856
0.2,,0.1,64.29257246376811,0.100084655,-0.2,,144.95273,3014.865815639496,inf,-118.798485,70979,625,inf,-139.95273,,15.984614,1.5935622e-10,1104,,160027.81,,15.914713,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,,499.9765,,1104,16.020855
0.2,,0.1,64.26334841628959,0.19825803,-0.2,,144.9427,3018.696164369583,inf,-128.87854,71011,625,inf,-139.9427,,15.983709,1.5906793e-10,1105,,160161.69,,13.524931,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,0.1,499.9765,,1105,16.017693
0.2,,0.1,64.22694394213381,0.29981136,-0.2,,144.92552,3023.2527418136597,inf,-120.930534,71035,625,inf,-139.92552,,15.982805,1.587804e-10,1106,,160287.62,,13.758072,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,0.2,499.9765,,1106,16.014746
-0.2,,0.2,64.20415537488708,-0.29853618,-0.2,,144.91875,3027.2906968593597,inf,-132.42429,71074,625,inf,-139.91875,,15.981901,1.5849366e-10,1107,,160425.05,,16.373545,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,-0.1,499.9765,,1107,16.014164
-0.2,,0.2,64.1687725631769,-0.098691,-0.2,,144.90251,3031.531706571579,inf,-121.936615,71099,625,inf,-139.90251,,15.980998,1.582077e-10,1108,,160551.98,,15.28201,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,0.1,499.9765,,1108,16.012604
-0.1,,0.2,64.12353471596032,-0.29930338,-0.2,,144.8739,3035.5468866825104,inf,-108.17675,71113,625,inf,-139.8739,,15.980096,1.5792251e-10,1109,,160665.16,,5.497994,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,-0.2,499.9765,,1109,16.002218
-0.1,,0.2,64.08648648648649,-0.20189932,-0.2,,144.84389,3039.6692986488342,inf,-106.56112,71136,625,inf,-139.84389,,15.979195,1.5763811e-10,1110,,160776.72,,16.67992,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,-0.1,499.9765,,1110,16.001928
-0.1,,0.2,64.07470747074707,-0.1006853,-0.2,,144.83391,3043.598785877228,inf,-128.73268,71187,625,inf,-139.83391,,15.978294,1.5735445e-10,1111,,160910.47,,13.448309,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,,499.9765,,1111,15.998733
-0.1,,0.2,64.05935251798562,0.0011994988,-0.2,,144.83864,3047.5937390327454,inf,-145.09744,71234,625,inf,-139.83864,,15.977395,1.5707156e-10,1112,,161060.56,,14.813149,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,0.1,499.9765,,1112,15.996765
-0.1,,0.2,64.02156334231806,0.10517524,-0.2,,144.81937,3051.5919749736786,inf,-118.39146,71256,625,inf,-139.81937,,15.976496,1.5678944e-10,1113,,161183.95,,16.532316,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,0.2,499.9765,,1113,15.99635
,,0.2,64.00448833034112,-0.101883955,-0.2,,144.82274,3055.4621398448944,inf,-143.5677,71301,625,inf,-139.82274,,15.975597,1.5650808e-10,1114,,161332.53,,12.424772,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,-0.1,499.9765,,1114,15.992248
,,0.2,63.99641255605381,0.09987585,-0.2,,144.82004,3059.636541366577,inf,-136.82077,71356,625,inf,-139.82004,,15.9747,1.5622748e-10,1115,,161474.34,,14.646125,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,0.1,499.9765,,1115,15.990143
0.1,,0.2,64.00627240143369,-0.098671496,-0.2,,144.84798,3064.1960837841034,inf,-171.01329,71431,625,inf,-139.84798,,15.9738035,1.5594763e-10,1116,,161650.34,,16.206503,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,-0.2,499.9765,,1116,15.98944
0.1,,0.2,63.97493285586392,-0.002010882,-0.2,,144.81168,3068.654075860977,inf,-99.29049,71460,625,inf,-139.81168,,15.972908,1.5566852e-10,1117,,161754.64,,15.000948,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,-0.1,499.9765,,1117,15.987662
0.1,,0.2,63.956171735241504,0.103057235,-0.2,,144.7918,3073.5152020454407,inf,-117.58312,71503,625,inf,-139.7918,,15.972013,1.5539016e-10,1118,,161877.22,,16.123356,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,,499.9765,,1118,15.986889
0.1,,0.2,63.924932975871315,0.20076936,-0.2,,144.78067,3078.4555892944336,inf,-127.33777,71532,625,inf,-139.78067,,15.971119,1.5511256e-10,1119,,162009.56,,13.652922,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,0.1,499.9765,,1119,15.983909
0.1,,0.2,63.90714285714286,0.29826826,-0.2,,144.77808,3083.064730644226,inf,-136.89746,71576,625,inf,-139.77808,,15.970226,1.548357e-10,1120,,162151.45,,16.126848,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,0.2,499.9765,,1120,15.983148
0.2,,0.2,63.89206066012489,0.10438816,-0.2,,144.78252,3087.5274271965027,inf,-144.75285,71623,625,inf,-139.78252,,15.969334,1.545596e-10,1121,,162301.2,,16.400284,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,-0.1,499.9765,,1121,15.982624
0.2,,0.2,63.859180035650624,0.30328372,-0.2,,144.7667,3091.9280095100403,inf,-122.02685,71650,625,inf,-139.7667,,15.968442,1.5428421e-10,1122,,162428.23,,14.505691,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,0.1,499.9765,,1122,15.980418
-0.2,,-0.2,63.819234194122885,-0.7009113,-0.1,,144.74231,3096.286453962326,inf,-112.375275,71669,625,inf,-139.74231,,15.967551,1.5400956e-10,1123,,162545.61,,15.384707,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,-0.2,499.9765,,1123,15.978997
-0.2,,-0.2,63.79893238434164,-0.60068506,-0.1,,144.71925,3100.740892648697,inf,-113.820595,71710,625,inf,-139.71925,,15.966661,1.5373565e-10,1124,,162664.44,,12.7809105,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,-0.1,499.9765,,1124,15.975261
-0.2,,-0.2,63.76266666666667,-0.4981694,-0.1,,144.69162,3105.195347070694,inf,-108.634834,71733,625,inf,-139.69162,,15.965772,1.5346245e-10,1125,,162778.08,,14.275321,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,,499.9765,,1125,15.972863
-0.2,,-0.2,63.725577264653644,-0.40207875,-0.1,,144.67012,3109.557645559311,inf,-115.49583,71755,625,inf,-139.67012,,15.964883,1.5318999e-10,1126,,162898.56,,15.352793,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,0.1,499.9765,,1126,15.971425
-0.2,,-0.2,63.692102928127774,-0.29712695,-0.1,,144.65483,3114.1562786102295,inf,-122.445175,71781,625,inf,-139.65483,,15.963996,1.5291826e-10,1127,,163026.0,,14.687722,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,0.2,499.9765,,1127,15.969399
-0.1,,-0.2,63.66400709219858,-0.59969485,-0.1,,144.6434,3118.0085003376007,inf,-126.741905,71813,625,inf,-139.6434,,15.963109,1.5264724e-10,1128,,163157.75,,14.715165,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,-0.2,499.9765,,1128,15.9674015
-0.1,,-0.2,63.63241806908769,-0.5013875,-0.1,,144.61072,3122.2730338573456,inf,-102.73679,71841,625,inf,-139.61072,,15.962222,1.5237694e-10,1129,,163265.5,,15.390784,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,-0.1,499.9765,,1129,15.966006
-0.1,,-0.2,63.67168141592921,-0.40207973,-0.1,,144.60648,3126.974823474884,inf,-134.82655,71949,625,inf,-139.60648,,15.961337,1.5210738e-10,1130,,163405.31,,15.50459,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,,499.9765,,1130,15.964712
-0.1,,-0.2,64.05747126436782,-0.3017183,-0.1,,144.8824,3131.814596414566,inf,-451.68054,72449,625,inf,-139.8824,,15.960453,1.5183851e-10,1131,,163862.0,,14.876547,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,0.1,499.9765,,1131,15.962868
-0.1,,-0.2,64.44257950530036,-0.19994317,-0.1,,145.19836,3136.394368648529,inf,-497.55478,72949,625,inf,-140.19836,,15.959569,1.5157037e-10,1132,,164364.55,,16.497284,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,0.2,499.9765,,1132,15.962456
,,-0.2,64.8270079435128,-0.50179744,-0.1,,145.51312,3141.200144290924,inf,-496.82483,73449,625,inf,-140.51312,,15.958686,1.5130293e-10,1133,,164866.38,,14.635875,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,-0.2,499.9765,,1133,15.960402
,,-0.2,64.836860670194,-0.39982492,-0.1,,145.4762,3145.5389363765717,inf,-98.615265,73525,625,inf,-140.4762,,15.957804,1.510362e-10,1134,,164970.0,,15.415579,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,,-0.1,499.9765,,1134,15.959042
,,-0.2,65.22026431718062,-0.3010032,-0.1,,145.29398,3150.385034799576,inf,66.34622,74025,625,inf,-140.29398,,15.956923,1.5077017e-10,1135,,164908.66,,16.370274,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,,499.9765,,1135,15.958522
,,-0.2,65.60299295774648,-0.19832197,-0.1,,145.57573,3155.0796666145325,inf,-460.37567,74525,625,inf,-140.57573,,15.956041,1.5050484e-10,1136,,165374.03,,16.301537,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.1,499.9765,,1136,15.957942
,,-0.2,65.98504837291117,-0.10202755,-0.1,,145.8912,3160.1261138916016,inf,-499.26877,75025,625,inf,-140.8912,,15.955162,1.5024022e-10,1137,,165878.3,,16.116337,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.2,499.9765,,1137,15.957205
0.1,,-0.2,66.36643233743409,-0.401702,-0.1,,146.19913,3164.9985477924347,inf,-491.32114,75525,625,inf,-141.19913,,15.954283,1.499763e-10,1138,,166374.61,,15.598492,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.2,499.9765,,1138,15.956012
0.1,,-0.2,66.32484635645302,-0.30148107,-0.1,,146.1658,3169.45232963562,inf,-103.244934,75544,625,inf,-141.1658,,15.953404,1.4971306e-10,1139,,166482.84,,13.288589,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.1,499.9765,,1139,15.952792
0.1,,-0.2,66.33859649122807,-0.20258948,-0.1,,146.15074,3174.1583528518677,inf,-123.99454,75626,625,inf,-141.15074,,15.952526,1.4945052e-10,1140,,166611.84,,15.684385,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,,499.9765,,1140,15.951679
0.1,,-0.2,66.71866783523225,-0.099244654,-0.1,,146.43944,3179.1644711494446,inf,-470.55865,76126,625,inf,-141.43944,,15.95165,1.4918866e-10,1141,,167087.4,,15.467021,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.1,499.9765,,1141,15.950377
0.1,,-0.2,67.09807355516638,0.00080263615,-0.1,,146.74811,3184.207699775696,inf,-493.93475,76626,625,inf,-141.74811,,15.950773,1.4892751e-10,1142,,167586.34,,14.0295515,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.2,499.9765,,1142,15.947822
0.2,,-0.2,67.47681539807525,-0.30125242,-0.1,,147.06009,3189.920310020447,inf,-498.34085,77126,625,inf,-142.06009,,15.949899,1.4866704e-10,1143,,168089.69,,16.637363,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.2,499.9765,,1143,15.947549
0.2,,-0.2,67.44755244755245,-0.19825302,-0.1,,147.03764,3194.494078874588,inf,-116.3774,77160,625,inf,-142.03764,,15.949024,1.4840723e-10,1144,,168211.06,,11.989803,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.1,499.9765,,1144,15.943217
0.2,,-0.2,67.40698689956332,-0.09863573,-0.1,,147.01207,3199.6193890571594,inf,-112.76561,77181,625,inf,-142.01207,,15.948151,1.4814813e-10,1145,,168328.83,,12.139484,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,,499.9765,,1145,15.939021
0.2,,-0.2,67.37347294938918,-0.0027848333,-0.1,,146.99162,3204.6997232437134,inf,-118.57184,77210,625,inf,-141.99162,,15.947277,1.4788969e-10,1146,,168452.4,,15.006565,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.1,499.9765,,1146,15.937336
0.2,,-0.2,67.34001743679163,0.101028025,-0.1,,146.97752,3209.766731262207,inf,-125.826515,77239,625,inf,-141.97752,,15.946405,1.4763193e-10,1147,,168583.22,,11.935316,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.2,499.9765,,1147,15.932974
-0.2,,-0.1,67.31184668989548,-0.59981394,-0.1,,146.96968,3214.847258090973,inf,-132.95229,77274,625,inf,-141.96968,,15.945534,1.4737483e-10,1148,,168721.19,,14.837667,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.2,499.9765,,1148,15.931149
-0.2,,-0.1,67.26979982593559,-0.49756628,-0.1,,146.93944,3219.796329975128,inf,-107.23193,77293,625,inf,-141.93944,,15.944663,1.4711846e-10,1149,,168833.4,,14.875943,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.1,499.9765,,1149,15.929361
-0.2,,-0.1,67.22782608695653,-0.39736682,-0.1,,146.90868,3224.5998182296753,inf,-106.57402,77312,625,inf,-141.90868,,15.943793,1.468627e-10,1150,,168944.98,,14.015922,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,,499.9765,,1150,15.926827
-0.2,,-0.1,67.19461337966985,-0.29674196,-0.1,,146.88127,3229.4865260124207,inf,-110.35976,77341,625,inf,-141.88127,,15.942924,1.4660761e-10,1151,,169060.34,,14.071292,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.1,499.9765,,1151,15.924349
-0.2,,-0.1,67.15451388888889,-0.20111898,-0.1,,146.85968,3234.335964679718,inf,-117.0172,77362,625,inf,-141.85968,,15.942056,1.463532e-10,1152,,169182.36,,15.334939,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.2,499.9765,,1152,15.922969
-0.1,,-0.1,67.12315698178665,-0.49867296,-0.1,,146.8454,3239.0748541355133,inf,-125.3932,77393,625,inf,-141.8454,,15.941188,1.4609945e-10,1153,,169312.75,,16.444475,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.2,499.9765,,1153,15.922556
-0.1,,-0.1,67.10138648180242,-0.40111566,-0.1,,146.82736,3243.9260759353638,inf,-121.01912,77435,625,inf,-141.82736,,15.940321,1.4584635e-10,1154,,169438.78,,16.664396,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.1,499.9765,,1154,15.922332
-0.1,,-0.1,67.0961038961039,-0.2979548,-0.1,,146.80487,3248.5943825244904,inf,-115.86075,77496,625,inf,-141.80487,,15.939454,1.4559391e-10,1155,,169559.62,,15.996757,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,,499.9765,,1155,15.92153
-0.1,,-0.1,67.07093425605537,-0.19890228,-0.1,,146.79811,3253.638647079468,inf,-133.99184,77534,625,inf,-141.79811,,15.938589,1.4534213e-10,1156,,169698.62,,15.789963,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.1,499.9765,,1156,15.92055
-0.1,,-0.1,67.04494382022472,-0.098412916,-0.1,,146.79086,3258.4213411808014,inf,-133.40497,77571,625,inf,-141.79086,,15.937724,1.45091e-10,1157,,169837.03,,15.168,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.2,499.9765,,1157,15.919036
,,-0.1,67.01986183074266,-0.39711988,-0.1,,146.78609,3263.569040775299,inf,-136.26823,77609,625,inf,-141.78609,,15.93686,1.448405e-10,1158,,169978.3,,14.974689,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.2,499.9765,,1158,15.917358
,,-0.1,67.0207075064711,-0.30063653,-0.1,,146.73503,3268.2839283943176,inf,-82.60106,77677,625,inf,-141.73503,,15.935997,1.4459067e-10,1159,,170065.9,,13.448952,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.1,499.9765,,1159,15.914366
,,-0.1,67.39396551724138,-0.20033184,-0.1,,146.60184,3273.8567519187927,inf,12.779896,78177,625,inf,-141.60184,,15.935135,1.443415e-10,1160,,170058.12,,15.519751,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,,499.9765,,1160,15.913163
,,-0.1,67.7665805340224,-0.10064159,-0.1,,146.87917,3279.1492965221405,inf,-463.59766,78677,625,inf,-141.87917,,15.934273,1.4409295e-10,1161,,170526.72,,16.358437,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.1,499.9765,,1161,15.912686
,,-0.1,68.13855421686748,0.00081177056,-0.1,,147.18729,3284.4551594257355,inf,-499.8982,79177,625,inf,-142.18729,,15.933413,1.4384505e-10,1162,,171031.62,,16.126421,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.2,499.9765,,1162,15.912012
0.1,,-0.1,68.50988822012037,-0.30122662,-0.1,,147.49208,3290.264931678772,inf,-496.6626,79677,625,inf,-142.49208,,15.932552,1.4359777e-10,1163,,171533.28,,15.394115,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.2,499.9765,,1163,15.910706
0.1,,-0.1,68.49226804123711,-0.2025136,-0.1,,147.4574,3294.8404669761658,inf,-102.13172,79725,625,inf,-142.4574,,15.931692,1.4335115e-10,1164,,171640.4,,13.99254,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.1,499.9765,,1164,15.908199
0.1,,-0.1,68.47038626609442,-0.09770341,-0.1,,147.45314,3299.210697889328,inf,-137.50227,79768,625,inf,-142.45314,,15.930834,1.4310515e-10,1165,,171782.9,,12.85881,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,,499.9765,,1165,15.904723
0.1,,-0.1,68.45797598627787,-0.004022971,-0.1,,147.455,3303.6734750270844,inf,-144.63159,79822,625,inf,-142.455,,15.9299755,1.4285981e-10,1166,,171932.53,,15.442644,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.1,499.9765,,1166,15.903473
0.1,,-0.1,68.43101970865467,0.10230939,-0.1,,147.44896,3308.131016969681,inf,-135.39633,79859,625,inf,-142.44896,,15.929118,1.4261507e-10,1167,,172072.94,,13.879785,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.2,499.9765,,1167,15.900879
0.2,,-0.1,68.42123287671232,-0.20102952,-0.1,,147.45724,3312.650407552719,inf,-152.1179,79916,625,inf,-142.45724,,15.928262,1.4237098e-10,1168,,172230.06,,15.361518,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.2,499.9765,,1168,15.899563
0.2,,-0.1,68.39948674080411,-0.100503944,-0.1,,147.4354,3317.0328662395477,inf,-116.926704,79959,625,inf,-142.4354,,15.927406,1.421275e-10,1169,,172351.97,,15.408886,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.1,499.9765,,1169,15.898287
0.2,,-0.1,68.35897435897436,0.00029849523,-0.1,,147.40416,3321.3816454410553,inf,-105.90496,79980,625,inf,-142.40416,,15.926551,1.4188464e-10,1170,,172462.88,,16.346172,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,,499.9765,,1170,15.897817
0.2,,-0.1,68.31596925704525,0.10069339,-0.1,,147.38086,3325.547224521637,inf,-115.097145,79998,625,inf,-142.38086,,15.925696,1.4164242e-10,1171,,172582.98,,16.455067,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.1,499.9765,,1171,15.897437
0.2,,-0.1,68.28754266211604,0.20207761,-0.1,,147.36667,3329.8597300052643,inf,-125.7455,80033,625,inf,-142.36667,,15.924843,1.4140082e-10,1172,,172713.73,,15.98563,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.2,499.9765,,1172,15.896661
-0.2,,,68.25831202046035,-0.4981445,-0.1,,147.3574,3333.981679201126,inf,-131.50214,80067,625,inf,-142.3574,,15.92399,1.4115983e-10,1173,,172850.23,,10.804182,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.2,499.9765,,1173,15.891466
-0.2,,,68.21124361158432,-0.4006136,-0.1,,147.32503,3338.2316749095917,inf,-104.34376,80080,625,inf,-142.32503,,15.923138,1.4091946e-10,1174,,172959.58,,16.136894,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.1,499.9765,,1174,15.890824
-0.2,,,68.16936170212766,-0.2968521,-0.1,,147.30045,3342.343599319458,inf,-113.458145,80099,625,inf,-142.30045,,15.922287,1.4067969e-10,1175,,173078.03,,15.17878,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,,499.9765,,1175,15.889368
-0.2,,,68.13010204081633,-0.20088264,-0.1,,147.2733,3346.9483258724213,inf,-110.38613,80121,625,inf,-142.2733,,15.921436,1.4044053e-10,1176,,173193.4,,12.544262,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.1,499.9765,,1176,15.885674
-0.2,,,68.089209855565,-0.099233404,-0.1,,147.25093,3351.960198879242,inf,-115.93601,80141,625,inf,-142.25093,,15.920586,1.4020202e-10,1177,,173314.34,,16.469542,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.2,499.9765,,1177,15.885318
-0.1,,,68.05942275042445,-0.40139377,-0.1,,147.23921,3356.672238111496,inf,-128.44754,80174,625,inf,-142.23921,,15.919737,1.3996408e-10,1178,,173447.8,,16.495594,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.2,499.9765,,1178,15.88499
-0.1,,,68.05428329092452,-0.30108723,-0.1,,147.21727,3361.248023033142,inf,-116.347916,80236,625,inf,-142.21727,,15.918888,1.3972674e-10,1179,,173569.16,,16.429874,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.1,499.9765,,1179,15.8846035
-0.1,,,68.01864406779661,-0.19863807,-0.1,,147.19905,3365.5262372493744,inf,-120.71249,80262,625,inf,-142.19905,,15.91804,1.3949003e-10,1180,,173694.88,,16.500374,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,,499.9765,,1180,15.884279
-0.1,,,68.00169348010161,-0.10354463,-0.1,,147.19661,3369.6280682086945,inf,-139.33803,80310,625,inf,-142.19661,,15.917193,1.3925391e-10,1181,,173839.2,,15.231364,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.1,499.9765,,1181,15.882878
-0.1,,,67.96531302876481,0.0010223836,-0.1,,147.17833,3374.1946325302124,inf,-120.58858,80335,625,inf,-142.17833,,15.916347,1.3901838e-10,1182,,173964.78,,11.356273,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.2,499.9765,,1182,15.878202
,,,67.92814877430263,-0.29964638,-0.1,,147.16049,3378.5132822990417,inf,-121.07101,80359,625,inf,-142.16049,,15.915502,1.3878346e-10,1183,,174090.86,,13.833989,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.2,499.9765,,1183,15.87563
,,,67.89527027027027,-0.19897425,-0.1,,147.1254,3384.303633451462,inf,-100.59473,80388,625,inf,-142.1254,,15.914657,1.3854912e-10,1184,,174196.47,,15.826119,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,-0.1,499.9765,,1184,15.8747425
,,,68.25991561181435,-0.10210518,-0.1,,147.08704,3389.8244597911835,inf,-96.68631,80888,625,inf,-142.08704,,15.913812,1.3831537e-10,1185,,174298.14,,15.294148,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,,499.9765,,1185,15.873411
,,,68.6239460370995,-0.0021948516,-0.1,,147.3568,3395.057674407959,inf,-462.01492,81388,625,inf,-142.3568,,15.912969,1.3808223e-10,1186,,174765.16,,15.854266,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.1,499.9765,,1186,15.872553
,,,68.98736310025274,0.099805616,-0.1,,147.65787,3400.407528400421,inf,-499.73483,81888,625,inf,-142.65787,,15.912126,1.3784966e-10,1187,,175269.89,,15.74368,,0.0009999999,499.9765,0.0009999999,-499.9765,0.0009999999,11,0.0009999999,66.34622,0.2,499.9765,,1187,15.871604
