IWMin,ReturnMean,IWMax,ReturnAbsMax,Regret/t,LQGmu1_higher,Iteration,ReturnMin,DenMISELogFirst,ReturnMax,TimestepsSoFar,ReturnLastEpisode,ReturnStepMax,LQGmu1_actor,Delta,IWFirstEpisode,Bound,LQGsigma_higher,Regret,DenMISEMeanLog,IWLastEpisode,DenMISELogLast,IWMean,TimeElapsed
,0.81177425,13.392289,0.9565609,0.15334576,0.26530612,1194,,-0.4666779,0.9565609,23880,0.5025243,0.99955285,0.24437273,8.5285035e-10,5.1508253e-10,2.2333636,0.079610266,183.09479,-0.84854573,0.032236632,-1.1574291,0.94375914,19232.091975688934
,0.811701,16.366629,0.9565609,0.15341902,0.5102041,1195,,-0.46751508,0.9565609,23900,0.72414094,0.99955285,0.49962157,8.514236e-10,5.56817e-25,2.2326465,0.07336965,183.33582,-0.848711,0.020570701,-0.98651767,1.0490946,19249.16017627716
,0.81145763,3.9302363,0.9565609,0.15366238,-0.3469388,1196,,-0.46835154,0.9565609,23920,0.52066255,0.99955285,-0.39747772,8.500004e-10,3.0756428,2.2320251,0.19541045,183.78027,-0.8488722,0.0005083273,-1.0859517,0.98698586,19266.227192163467
,0.8115783,9.519948,0.9565609,0.15354174,0.42857143,1197,,-0.466619,0.9565609,23940,0.95596284,0.99955285,0.42241257,8.4858076e-10,1.3170329e-07,2.2320392,0.11973804,183.78943,-0.848712,2.93338e-10,-0.6435323,1.0302655,19283.34478020668
,0.8113844,52.52349,0.9565609,0.15373564,0.42857143,1198,,-0.46745408,0.9565609,23960,0.57926935,0.99955285,0.41534814,8.4716467e-10,,2.2302,0.01831564,184.17523,-0.84871733,49.76531,-0.88279283,1.3113904,19300.43255829811
,0.8111842,23.296541,0.9565609,0.15393579,-0.71428573,1199,,-0.46828845,0.9565609,23980,0.5713561,0.99955285,-0.74329466,8.457521e-10,,2.229784,0.027547687,184.56909,-0.84849554,,-0.87270653,1.0135226,19317.45520544052
,0.81130517,12.844547,0.9565609,0.15381485,-0.9591837,1200,,-0.46912214,0.9565609,24000,0.9563683,0.99955285,-1.0232587,8.4434315e-10,2.161608e-35,2.2296028,0.0529305,184.57782,-0.84819055,0.0029995262,-0.48886767,0.9709062,19334.711908578873
,0.8114257,41.629135,0.9565609,0.15369433,-1.0,1201,,-0.46995512,0.9565609,24020,0.9559924,0.99955285,-1.0148662,8.429376e-10,,2.2364044,0.01831564,184.58691,-0.8484014,28.314318,-1.0686054,0.97978145,19351.52977991104
,0.81154597,29.012238,0.9565609,0.15357405,-1.0,1202,,-0.4707874,0.9565609,24040,0.95605737,0.99955285,-1.0087954,8.415357e-10,,2.2363157,0.027547687,184.59595,-0.84841496,28.791576,-0.83279824,0.98736846,19368.732756376266
,0.81166613,26.92035,0.9565609,0.15345389,-1.0,1203,,-0.471619,0.9565609,24060,0.95604324,0.99955285,-1.0479795,8.401372e-10,,2.2322478,0.041433174,184.6051,-0.84829956,18.74453,-0.68869835,0.97291297,19386.941178798676
,0.8117858,27.337816,0.9565609,0.1533342,-1.0,1204,,-0.47244993,0.9565609,24080,0.9558283,0.99955285,-0.94640434,8.387423e-10,1.0545373e-12,2.2372625,0.09372906,184.61438,-0.8490097,19.83452,-1.6700338,0.9431567,19403.971904039383
,0.81190574,63.00717,0.9565609,0.15321428,1.0,1205,,-0.47328016,0.9565609,24100,0.9562223,0.99955285,1.0356966,8.373508e-10,3.6780655e-08,2.229255,0.21203151,184.62317,-0.84878075,1.5791228e-18,-0.5125059,0.9953538,19420.848356962204
,0.811363,7.4739676,0.9565609,0.15375704,-0.67346936,1206,,-0.47410968,0.9565609,24120,0.1572968,0.99955285,-0.7276806,8.359627e-10,0.93908614,2.2286386,0.31890655,185.43097,-0.8499669,6.981141e-06,-2.2656755,0.96930945,19437.045090913773
,0.81148297,23.725483,0.9565609,0.15363705,-0.75510204,1207,,-0.47416013,0.9565609,24140,0.95628726,0.99955285,-0.76032066,8.3457813e-10,,2.2300868,0.027547687,185.43994,-0.84966785,13.948799,-0.45792195,1.0459441,19454.265149831772
,0.81160265,7.4784203,0.9565609,0.15351737,0.14285715,1208,,-0.4749883,0.9565609,24160,0.95606196,0.99955285,0.23729627,8.3319684e-10,0.02469061,2.2256424,0.12992261,185.44897,-0.8493248,1.5835479e-10,-0.4747254,0.95702267,19470.894213199615
,0.8115267,63.153145,0.9565609,0.1535933,0.2244898,1209,,-0.47579533,0.9565609,24180,0.7197345,0.99955285,0.20983896,8.3181917e-10,,2.228838,0.01831564,185.69427,-0.8495182,48.19088,-1.0385554,0.8221117,19487.943890094757
,0.8114645,6.6311474,0.9565609,0.15365553,0.30612245,1210,,-0.47662213,0.9565609,24200,0.73620224,0.99955285,0.4003794,8.304448e-10,0.01785683,2.22409,0.1800923,185.92316,-0.84977746,5.0781174,-0.97251016,0.99044806,19506.441140651703
,0.81128454,20.910227,0.9565609,0.15383548,-0.59183675,1211,,-0.47743347,0.9565609,24220,0.5935829,0.99955285,-0.57561684,8.290739e-10,3.590431e-27,2.2240958,0.027547687,186.2948,-0.8498658,,-0.9459538,1.0303116,19523.308466672897
,0.8114041,15.534594,0.9565609,0.15371591,-0.75510204,1212,,-0.4782589,0.9565609,24240,0.95620143,0.99955285,-0.8112259,8.277063e-10,4.4442393e-28,2.223624,0.041433174,186.30371,-0.8495441,0.0013139236,-0.48329332,1.0363271,19540.2937772274
,0.8115236,23.255415,0.9565609,0.1535964,-0.26530612,1213,,-0.47908363,0.9565609,24260,0.95637214,0.99955285,-0.3213845,8.2634216e-10,20.254936,2.223447,0.027547687,186.31244,-0.8491571,,-0.41196093,1.0387021,19557.667985916138
,0.8116421,24.575283,0.9565609,0.1534779,-0.3469388,1214,,-0.46334738,0.9565609,24280,0.9553943,0.99955285,-0.31999585,8.249813e-10,1.2092557,2.2261233,0.027547687,186.32227,-0.848855,15.751721,-0.5143083,1.0084422,19573.488831043243
,0.8117598,35.2665,0.9565609,0.15336019,-0.30612245,1215,,-0.46317515,0.9565609,24300,0.9547204,0.99955285,-0.31790128,8.236239e-10,12.584605,2.2259164,0.01831564,186.33264,-0.8485673,26.973454,-0.5006659,1.0564879,19588.9659948349
,0.8118787,5.4390917,0.9565609,0.15324134,-0.46938777,1216,,-0.45369345,0.9565609,24320,0.9562774,0.99955285,-0.9070555,8.2226986e-10,1.2961164,2.2231174,0.44205254,186.34143,-0.8482216,1.3682902,-0.47489172,0.97920465,19601.297515153885
,0.81199723,24.412523,0.9565609,0.15312278,-0.877551,1217,,-0.45345014,0.9565609,24340,0.9560973,0.99955285,-0.86862427,8.209191e-10,,2.2268665,0.027547687,186.3504,-0.84811527,16.396254,-0.69771063,1.0233711,19613.45873951912
,0.81211567,38.728996,0.9565609,0.15300435,-1.0,1218,,-0.4542715,0.9565609,24360,0.95621973,0.99955285,-0.27515662,8.1957163e-10,0.5025072,2.2224107,0.9216105,186.35938,-0.8478039,0.69588655,-0.4848975,1.0114311,19626.684603452682
,0.8122315,24.767197,0.9565609,0.15288854,-0.46938777,1219,,-0.4546797,0.9565609,24380,0.9532905,0.99955285,-0.4204241,8.182275e-10,1.2658306e-09,2.2176166,0.027547687,186.37115,-0.84746987,3.633007e-10,-0.44766787,1.0143895,19637.65639781952
,0.8123494,34.36072,0.9565609,0.15277064,-0.30612245,1220,,-0.4554997,0.9565609,24400,0.9560994,0.99955285,-0.29790026,8.168867e-10,12.488383,2.2172182,0.01831564,186.38019,-0.84718806,1.2679038e-07,-0.5111166,1.0641172,19648.188658475876
,0.81246716,22.2401,0.9565609,0.15265286,-0.30612245,1221,,-0.44613472,0.9565609,24420,0.95617735,0.99955285,-0.3091737,8.155492e-10,14.465707,2.2178068,0.027547687,186.3891,-0.8468044,21.358326,-0.4330862,1.0641621,19658.932626724243
,0.8125847,35.909702,0.9565609,0.15253532,-0.877551,1222,,-0.43517557,0.9565609,24440,0.95612097,0.99955285,-0.8720647,8.14215e-10,,2.215355,0.01831564,186.3982,-0.8464041,,-0.4150618,1.0411037,19669.40773487091
,0.8127022,15.492817,0.9565609,0.15241784,-0.26530612,1223,,-0.43599358,0.9565609,24460,0.9562163,0.99955285,-0.2465347,8.128839e-10,13.974823,2.214344,0.041433174,186.40704,-0.84606534,,-0.46289492,1.0318923,19679.611090660095
,0.81281924,23.387459,0.9565609,0.15230078,-0.877551,1224,,-0.425449,0.9565609,24480,0.9560085,0.99955285,-0.86469305,8.1155627e-10,,2.2143617,0.027547687,186.41614,-0.84580755,,-0.55819994,1.0277008,19689.59324645996
,0.8129362,97.7472,0.9565609,0.15218383,0.9183673,1225,,-0.4262657,0.9565609,24500,0.956029,0.99955285,0.91894543,8.102319e-10,,2.2133424,0.01831564,186.42517,-0.84546864,,-0.45152205,0.81401336,19699.125308036804
,0.812449,63.83542,0.9565609,0.15267104,0.5102041,1226,,-0.42708167,0.9565609,24520,0.21562731,0.99955285,0.50301075,8.089106e-10,,2.213068,0.01831564,187.17474,-0.8461217,,-1.4371308,1.1372087,19709.339028835297
,0.8122171,13.296779,0.9565609,0.1529029,-0.18367347,1227,,-0.427897,0.9565609,24540,0.52796465,0.99955285,-0.14580461,8.075926e-10,0.98639107,2.2128127,0.041433174,187.61188,-0.8461881,,-1.0438445,1.072698,19722.298426389694
,0.81233406,40.328434,0.9565609,0.15278596,0.2244898,1228,,-0.4279081,0.9565609,24560,0.95580995,0.99955285,0.20356297,8.062779e-10,,2.2123144,0.027547687,187.62115,-0.84583205,1.3574378e-38,-0.4773619,0.8991025,19735.02958202362
,0.81224126,31.966,0.9565609,0.15287876,0.18367347,1229,,-0.42872208,0.9565609,24580,0.6983286,0.99955285,0.20232715,8.0496626e-10,,2.2142904,0.027547687,187.88794,-0.84597903,27.917679,-0.91700584,0.96899414,19747.371767759323
,0.8122878,35.823315,0.9565609,0.15283221,-0.14285715,1230,,-0.42953542,0.9565609,24600,0.8695042,0.99955285,-0.13773927,8.03658e-10,2.1769392e-11,2.2119918,0.01831564,187.98364,-0.8460438,,-0.8857422,1.040229,19760.14619255066
,0.8124048,23.278725,0.9565609,0.1527152,-0.14285715,1231,,-0.4303481,0.9565609,24620,0.9562514,0.99955285,-0.1521868,8.023528e-10,9.131094e-05,2.2125053,0.027547687,187.99243,-0.8457299,23.249035,-0.4906231,1.0747181,19772.671703100204
,0.8125211,31.396997,0.9565609,0.15259892,-0.59183675,1232,,-0.43116003,0.9565609,24640,0.955692,0.99955285,-0.58931154,8.010509e-10,,2.2114131,0.01831564,188.00183,-0.8453165,,-0.40486363,1.1212792,19785.17457151413
,0.81263787,16.404818,0.9565609,0.15248215,-0.9591837,1233,,-0.4319714,0.9565609,24660,0.95645577,0.99955285,-0.93808365,7.9975204e-10,2.695768e-13,2.2111707,0.08638168,188.01056,-0.8448218,0.0006815792,-0.34591925,0.9637399,19797.289081811905
,0.81275415,35.456917,0.9565609,0.15236586,0.06122449,1234,,-0.4327821,0.9565609,24680,0.9561596,0.99955285,0.07545701,7.984564e-10,,2.2105198,0.01831564,188.01953,-0.84465754,,-0.6031054,1.0757747,19809.85138130188
,0.81286335,60.19573,0.9565609,0.15225667,0.9591837,1235,,-0.43359214,0.9565609,24700,0.9476685,0.99955285,0.9943051,7.971639e-10,,2.210377,0.027547687,188.03699,-0.844365,,-0.5474476,0.99635303,19822.320240974426
,0.8123298,51.893497,0.9565609,0.15279019,0.8367347,1236,,-0.43440154,0.9565609,24720,0.1534359,0.99955285,0.8465329,7.958745e-10,,2.2103186,0.027547687,188.84863,-0.8448842,4.927728e-06,-1.4651685,1.2053713,19834.364931583405
,0.8119104,28.741125,0.9565609,0.15320963,-0.3877551,1237,,-0.43521026,0.9565609,24740,0.2934315,0.99955285,-0.3607508,7.945882e-10,0.010754443,2.2102773,0.027547687,189.52039,-0.8450834,,-1.2781221,0.9277995,19846.47507071495
,0.8120268,12.28001,0.9565609,0.15309322,-0.9183673,1238,,-0.43600965,0.9565609,24760,0.95606124,0.99955285,-0.9673336,7.933051e-10,3.477597e-06,2.209806,0.11973804,189.52942,-0.8449335,0.00011631097,-0.58093315,0.9750245,19857.96415758133
,0.81214297,65.58558,0.9565609,0.15297705,1.0,1239,,-0.43681708,0.9565609,24780,0.95588267,0.99955285,1.5000963,7.92025e-10,0.00061426806,2.2098043,0.31890655,189.53857,-0.8446295,1.0596345e-08,-0.4415871,1.0161914,19869.82532095909
,0.81159294,86.60822,0.9565609,0.15352708,1.0,1240,,-0.43762335,0.9565609,24800,0.13013326,0.99955285,2.3040648,7.907481e-10,0.2723676,2.2126408,1.0,190.37354,-0.8479059,47.986404,-4.9149046,1.0411505,19881.528133392334
,0.81101,14.85882,0.9565609,0.15411001,-0.59183675,1241,,-0.43820986,0.9565609,24820,0.08815143,0.99955285,-0.58115923,7.894742e-10,7.569288e-12,2.208639,0.041433174,191.25061,-0.85214126,,-6.1336856,0.94113076,19893.673231840134
,0.81112695,9.900487,0.9565609,0.15399307,-0.18367347,1242,,-0.43901533,0.9565609,24840,0.95632654,0.99955285,-0.16891098,7.8820345e-10,3.0018983,2.2083004,0.062317666,191.2594,-0.85183024,1.40217935e-08,-0.40264204,1.0495869,19905.4338991642
,0.8112428,17.084457,0.9565609,0.1538772,-0.5510204,1243,,-0.4374061,0.9565609,24860,0.95514065,0.99955285,-0.4873773,7.869357e-10,2.3821676e-05,2.2070355,0.0529305,191.26935,-0.8513481,4.9056027e-11,-0.29964757,0.9055217,19917.33775305748
,0.81135935,16.640812,0.9565609,0.15376067,-0.46938777,1244,,-0.43821025,0.9565609,24880,0.9562597,0.99955285,-0.4817372,7.8567103e-10,0.00043673825,2.2095752,0.041433174,191.2782,-0.8512411,16.300901,-0.62074226,0.9771416,19929.081282138824
,0.8114753,31.446733,0.9565609,0.15364474,0.10204082,1245,,-0.43901345,0.9565609,24900,0.95565283,0.99955285,0.14034703,7.844094e-10,,2.204887,0.027547687,191.28772,-0.85104305,,-0.5770872,0.950482,19940.746710777283
,0.81143486,21.484701,0.9565609,0.15368515,0.18367347,1246,,-0.43981633,0.9565609,24920,0.7611315,0.99955285,0.1792827,7.831508e-10,9.375068e-27,2.2079272,0.041433174,191.4917,-0.85099405,11.605744,-0.73350364,0.9604061,19952.46625828743
,0.8114035,16.405653,0.9565609,0.1537165,-0.3469388,1247,,-0.44061857,0.9565609,24940,0.7723076,0.99955285,-0.34875083,7.818952e-10,4.0672226,2.2048948,0.041433174,191.68445,-0.85094804,1.9147947e-34,-0.74816734,1.0018932,19963.41064620018
,0.81151944,34.241684,0.9565609,0.15360057,-0.9591837,1248,,-0.43816388,0.9565609,24960,0.95606846,0.99955285,-0.98478216,7.806428e-10,,2.2046742,0.01831564,191.69348,-0.8506722,,-0.504459,1.0698607,19975.271390914917
,0.8116351,6.4974265,0.9565609,0.15348494,-0.26530612,1249,,-0.43896484,0.9565609,24980,0.95591956,0.99955285,-0.43449882,7.793932e-10,5.557565,2.2045686,0.11035183,191.70276,-0.8503372,3.4761825e-09,-0.49166736,1.0220292,19987.202828407288
,0.8117506,39.971325,0.9565609,0.15336943,0.3877551,1250,,-0.4353254,0.9565609,25000,0.9561179,0.99955285,0.38233402,7.7814666e-10,,2.2045355,0.027547687,191.71179,-0.8500192,,-0.47362053,1.1006674,19998.853408575058
,0.81155825,3.862751,0.9565609,0.15356177,-0.020408163,1251,,-0.4361251,0.9565609,25020,0.5710781,0.99955285,0.2518856,7.7690315e-10,1.374854,2.2034986,0.21203151,192.10577,-0.850069,0.8431064,-1.0012016,0.98524266,20010.60046696663
,0.8114379,82.83463,0.9565609,0.15368211,0.63265306,1252,,-0.43582574,0.9565609,25040,0.6609689,0.99955285,0.6649562,7.7566253e-10,,2.2015045,0.01831564,192.41003,-0.8501331,,-0.91508335,0.8258748,20022.667478322983
,0.8111265,16.521397,0.9565609,0.15399355,-0.46938777,1253,,-0.43662414,0.9565609,25060,0.42109808,0.99955285,-0.41239685,7.7442497e-10,0.00043604596,2.2003212,0.041433174,192.95398,-0.8506033,,-1.2470675,0.98709506,20034.92834544182
,0.811242,35.040024,0.9565609,0.15387803,-0.42857143,1254,,-0.43742156,0.9565609,25080,0.9560124,0.99955285,-0.41841444,7.731903e-10,1.7901601e-13,2.2018547,0.01831564,192.96301,-0.8503899,25.96212,-0.5655119,1.0560406,20047.13999247551
,0.8113575,16.62055,0.9565609,0.15376252,-0.71428573,1255,,-0.4382187,0.9565609,25100,0.9562231,0.99955285,-0.6665871,7.719586e-10,2.1123127e-23,2.1983967,0.041433174,192.97192,-0.85007334,1.3409387e-10,-0.49920395,0.9645283,20059.323571681976
,0.8114724,17.253653,0.9565609,0.1536476,-0.63265306,1256,,-0.4390152,0.9565609,25120,0.9557146,0.99955285,-0.6560937,7.7072987e-10,2.7069282e-09,2.205204,0.0529305,192.98145,-0.85012144,14.656827,-0.8705776,0.89433765,20071.33577632904
,0.8115875,9.228124,0.9565609,0.1535325,-0.8367347,1257,,-0.43981105,0.9565609,25140,0.9561593,0.99955285,-0.8726868,7.6950407e-10,0.028955357,2.198646,0.1800923,192.99036,-0.8502305,3.22406,-0.87834567,0.9650069,20083.468671560287
,0.8117022,34.870167,0.9565609,0.15341783,-0.877551,1258,,-0.44058326,0.9565609,25160,0.9557854,0.99955285,-0.8910503,7.6828116e-10,,2.206523,0.01831564,192.99963,-0.84995115,33.403717,-0.46287134,1.0669006,20095.46653985977
,0.8118167,22.72659,0.9565609,0.15330333,-0.877551,1259,,-0.44137785,0.9565609,25180,0.955915,0.99955285,-0.8841713,7.670612e-10,,2.1986618,0.027547687,193.00885,-0.84965765,21.978275,-0.53722245,1.0385537,20107.66861319542
,0.81193113,15.412505,0.9565609,0.15318888,-0.877551,1260,,-0.4421718,0.9565609,25200,0.956048,0.99955285,-0.8514507,7.6584417e-10,,2.198213,0.041433174,193.01807,-0.84932464,15.089862,-0.46205336,1.0190705,20119.756162405014
,0.8120454,15.489877,0.9565609,0.15307462,-0.42857143,1261,,-0.44296515,0.9565609,25220,0.9559632,0.99955285,-0.4604695,7.6463e-10,0.024345718,2.1975036,0.041433174,193.0271,-0.8489973,3.6283866e-22,-0.451421,1.001269,20131.765104293823
,0.8121597,27.117823,0.9565609,0.1529603,-1.0,1262,,-0.44373855,0.9565609,25240,0.9563136,0.99955285,-1.1542995,7.634187e-10,0.32025892,2.196004,0.40740025,193.03589,-0.8487131,0.66327,-0.48732507,1.0008241,20143.819989681244
,0.8122736,15.715111,0.9565609,0.1528464,0.14285715,1263,,-0.4442769,0.9565609,25260,0.9560485,0.99955285,0.11472793,7.6221035e-10,1.6096949e-13,2.1958559,0.0529305,193.04492,-0.8503393,,-2.8997893,0.96402985,20156.08549952507
,0.8123252,34.835976,0.9565609,0.15279484,0.42857143,1264,,-0.44506833,0.9565609,25280,0.87742937,0.99955285,0.37999755,7.610047e-10,,2.1944582,0.027547687,193.13269,-0.850311,2.0547367e-27,-0.7746544,1.2108157,20168.272256851196
,0.812139,57.8528,0.9565609,0.15298104,0.3877551,1265,,-0.44585916,0.9565609,25300,0.5767763,0.99955285,0.37403816,7.59802e-10,,2.1977632,0.01831564,193.521,-0.8502852,55.00284,-1.0160196,1.1365155,20180.479092359543
,0.81197923,27.396513,0.9565609,0.15314078,-1.0,1266,,-0.44664937,0.9565609,25320,0.6097933,0.99955285,-0.7675027,7.5860224e-10,0.510325,2.1942992,0.6127514,193.87622,-0.8503201,0.14516184,-1.0134317,1.0249763,20192.307077646255
,0.812093,35.66713,0.9565609,0.153027,-0.75510204,1267,,-0.44703594,0.9565609,25340,0.95626193,0.99955285,-0.74230003,7.5740514e-10,,2.1977441,0.01831564,193.88513,-0.8500204,28.31338,-0.4914743,1.0387111,20204.42735505104
,0.81220657,36.20089,0.9565609,0.15291345,-0.3469388,1268,,-0.4478249,0.9565609,25360,0.9560204,0.99955285,-0.34263974,7.56211e-10,0.043455213,2.192289,0.01831564,193.89429,-0.8496989,,-0.47110716,1.0308002,20216.353516101837
,0.81231934,17.321033,0.9565609,0.15280068,-0.020408163,1269,,-0.44857895,0.9565609,25380,0.95524395,0.99955285,0.1231981,7.5501966e-10,0.6040663,2.1916428,1.0,193.90405,-0.8493825,0.6054583,-0.4690856,1.015474,20228.16426539421
,0.81230843,44.899254,0.9565609,0.15281159,0.14285715,1270,,-0.44889075,0.9565609,25400,0.7984914,0.99955285,0.16689882,7.538311e-10,,2.1969986,0.01831564,194.07068,-0.84930986,26.481966,-0.77144015,1.006475,20239.8232049942
,0.812248,34.877327,0.9565609,0.15287203,-0.14285715,1271,,-0.44967785,0.9565609,25420,0.7355344,0.99955285,-0.15283902,7.526454e-10,2.2212352e-11,2.1899996,0.01831564,194.30042,-0.84922796,,-0.7393535,1.0530292,20251.556745290756
,0.8123592,72.57699,0.9565609,0.1527608,1.0,1272,,-0.4504643,0.9565609,25440,0.95378876,0.99955285,1.0003606,7.5146245e-10,,2.189813,0.027547687,194.31177,-0.84883934,,-0.39886254,1.1270684,20263.269822835922
,0.8118334,22.723095,0.9565609,0.15328664,-0.14285715,1273,,-0.45125017,0.9565609,25460,0.14285003,0.99955285,-0.13057399,7.502823e-10,9.323958e-05,2.1898348,0.027547687,195.13391,-0.84925085,,-1.4758425,1.0764726,20275.044748067856
,0.81194484,34.45507,0.9565609,0.15317518,0.8367347,1274,,-0.45203534,0.9565609,25480,0.95398384,0.99955285,0.7899787,7.491049e-10,,2.1893525,0.041433174,195.14514,-0.84891325,,-0.48966777,1.1147494,20286.90420150757
,0.8115554,20.547028,0.9565609,0.15356463,0.10204082,1275,,-0.45281997,0.9565609,25500,0.31544724,0.99955285,0.07966068,7.479303e-10,5.148339e-18,2.1892183,0.041433174,195.79492,-0.84916955,,-1.2790796,0.97392863,20298.486603736877
,0.81166905,10.871336,0.9565609,0.15345097,-0.42857143,1276,,-0.45360395,0.9565609,25520,0.9563896,0.99955285,-0.43138176,7.4675843e-10,0.58909214,2.188828,0.062317666,195.80347,-0.8489892,4.157698e-14,-0.58833796,0.97936684,20310.35056090355
,0.8117823,12.911278,0.9565609,0.15333772,0.06122449,1277,,-0.4539258,0.9565609,25540,0.95640767,0.99955285,0.0932885,7.4558937e-10,1.1123358e-08,2.1872582,0.0529305,195.81226,-0.8486865,1.8194321e-18,-0.43913266,0.95616406,20322.113691329956
,0.8118435,11.416906,0.9565609,0.1532765,0.10204082,1278,,-0.45470858,0.9565609,25560,0.88997835,0.99955285,0.10081281,7.4442297e-10,1.1044057e-05,2.189188,0.07336965,195.88733,-0.8485998,10.77111,-0.6906764,0.96762216,20334.012291431427
,0.8119449,44.878887,0.9565609,0.15317512,0.10204082,1279,,-0.45549074,0.9565609,25580,0.941422,0.99955285,0.082351245,7.432594e-10,,2.1991003,0.01831564,195.91101,-0.8485244,44.530006,-0.71734947,0.96654767,20345.700236558914
,0.8120451,34.054638,0.9565609,0.15307492,-0.42857143,1280,,-0.45627227,0.9565609,25600,0.9403452,0.99955285,-0.45324576,7.4209844e-10,1.8242252e-13,2.1870985,0.01831564,195.93591,-0.848351,,-0.5825108,1.0697895,20357.34880757332
,0.8121575,15.117896,0.9565609,0.1529625,-0.14285715,1281,,-0.45705324,0.9565609,25620,0.9560283,0.99955285,-0.15578602,7.4094036e-10,0.06318766,2.1860168,0.041433174,195.94495,-0.84801006,1.0049064e-11,-0.47156093,1.0623378,20369.531251192093
,0.81226957,11.419814,0.9565609,0.15285045,-0.79591835,1282,,-0.45778424,0.9565609,25640,0.95590675,0.99955285,-0.7768098,7.3978484e-10,2.826451e-20,2.1856055,0.0529305,195.95422,-0.84759027,1.8922657e-31,-0.36812216,1.033729,20381.098348855972
,0.8123818,34.870583,0.9565609,0.15273821,-0.75510204,1283,,-0.45856395,0.9565609,25660,0.95622,0.99955285,-0.7442809,7.3863204e-10,,2.1853695,0.01831564,195.96313,-0.84726304,17.069515,-0.45858714,1.0457762,20392.96376657486
,0.81249356,22.589302,0.9565609,0.15262645,-0.75510204,1284,,-0.45934308,0.9565609,25680,0.9557274,0.99955285,-0.8087882,7.37482e-10,,2.1851263,0.027547687,195.97241,-0.8469286,21.109898,-0.45399597,1.0487974,20404.66516184807
,0.8126053,32.39305,0.9565609,0.1525147,-0.79591835,1285,,-0.4601216,0.9565609,25700,0.95619076,0.99955285,-0.7971398,7.363346e-10,,2.1868625,0.01831564,195.98132,-0.84657174,26.183697,-0.43094754,1.0914655,20416.51324057579
,0.8127171,9.016912,0.9565609,0.15240294,-0.3469388,1286,,-0.4608995,0.9565609,25720,0.9563381,0.99955285,-0.2283661,7.351899e-10,5.5833898,2.1848617,0.079610266,195.99011,-0.8461409,8.2771044e-07,-0.37359175,1.0005152,20428.185918092728
,0.8128276,41.0733,0.9565609,0.15229243,-0.2244898,1287,,-0.45734453,0.9565609,25740,0.95498806,0.99955285,-0.22088829,7.3404793e-10,0.34450534,2.186439,0.01831564,196.00037,-0.84598416,40.51562,-0.6430219,0.9398841,20439.88818883896
,0.8129388,21.05671,0.9565609,0.15218121,-0.79591835,1288,,-0.4578536,0.9565609,25760,0.9560768,0.99955285,-0.83045816,7.3290857e-10,,2.1841602,0.027547687,196.0094,-0.8458377,,-0.588015,1.0404679,20451.55002760887
,0.81305003,4.569763,0.9565609,0.15206999,-0.10204082,1289,,-0.4586297,0.9565609,25780,0.9562898,0.99955285,-0.136232,7.317718e-10,2.0958693,2.1840587,0.15296425,196.01819,-0.8455124,4.923512e-05,-0.4608568,0.99879974,20463.262449741364
,0.81316024,33.352184,0.9565609,0.15195978,-0.14285715,1290,,-0.45778054,0.9565609,25800,0.9551485,0.99955285,-0.16872397,7.306377e-10,2.2393056e-11,2.1945188,0.01831564,196.0282,-0.84521145,32.17194,-0.45545414,1.0937269,20475.601524829865
,0.8132706,18.981735,0.9565609,0.15184939,-0.18367347,1291,,-0.45855543,0.9565609,25820,0.9557356,0.99955285,-0.20616806,7.295063e-10,0.05024991,2.1841002,0.027547687,196.0376,-0.8447198,16.790987,-0.29519317,1.1236832,20487.731246948242
,0.8133808,28.849577,0.9565609,0.15173924,-1.0,1292,,-0.4592908,0.9565609,25840,0.95556843,0.99955285,-0.870579,7.283774e-10,9.728266e-06,2.1841023,0.14097345,196.04712,-0.84432787,5.811365e-07,-0.45597193,0.9559015,20499.773862600327
,0.8134911,33.60807,0.9565609,0.15162891,-0.877551,1293,,-0.4600645,0.9565609,25860,0.9559405,0.99955285,-0.89483523,7.272512e-10,,2.1930006,0.01831564,196.05615,-0.84404266,31.07693,-0.42785507,1.0909884,20511.614526987076
,0.81360126,2.508455,0.9565609,0.15151876,-0.2244898,1294,,-0.46083757,0.9565609,25880,0.9561661,0.99955285,-0.7873209,7.261276e-10,2.113846,2.1834307,0.2939076,196.0653,-0.8437497,0.17389737,-0.5461903,0.9846287,20523.359016418457
,0.81371146,15.283889,0.9565609,0.15140855,-0.8367347,1295,,-0.45997784,0.9565609,25900,0.95625466,0.99955285,-0.78146845,7.250066e-10,,2.184441,0.041433174,196.0741,-0.8434006,6.886315,-0.37596583,1.0602654,20535.14720082283
,0.8138212,9.824986,0.9565609,0.15129882,-0.75510204,1296,,-0.46074975,0.9565609,25920,0.95590276,0.99955285,-0.72951716,7.238882e-10,2.44728e-12,2.182429,0.062317666,196.08325,-0.84300965,8.67184,-0.3930148,1.009659,20547.022986888885
,0.81393075,67.99647,0.9565609,0.15118927,0.3469388,1297,,-0.46152106,0.9565609,25940,0.95581996,0.99955285,0.37430218,7.227724e-10,,2.1818824,0.01831564,196.0924,-0.84269816,,-0.4462878,0.8810892,20558.8779900074
,0.8137632,37.852905,0.9565609,0.15135682,0.3877551,1298,,-0.46229178,0.9565609,25960,0.59648323,0.99955285,0.36539426,7.216591e-10,,2.191375,0.027547687,196.46118,-0.84293705,35.642822,-1.0198928,1.137083,20570.777062654495
