IWMin,Delta,ReturnLastEpisode,TimestepsSoFar,LQGsigma_higher,DenMISELogFirst,ReturnMax,IWMax,IWMean,Iteration,DenMISEMeanLog,ReturnStepMax,ReturnAbsMax,LQGmu1_actor,ReturnMin,TimeElapsed,Regret/t,IWFirstEpisode,Bound,IWLastEpisode,Regret,DenMISELogLast,LQGmu1_higher,ReturnMean
,1.3746734e-10,0.47638613,59480,0.01831564,-3.6031287,0.9565242,30.746084,1.0577474,2974,-0.79519284,0.99952173,0.9565242,0.0038508438,,41961.54054093361,0.12453842,,1.7614577,,370.3772,-1.3420964,-0.020408163,0.8405816
,1.3737496e-10,0.9528952,59500,0.08638168,-3.6034648,0.9565242,8.018484,0.99944264,2975,-0.7950839,0.99952173,0.9565242,0.11222903,,41975.285472631454,0.12450069,6.390696e-30,1.761463,6.2585983,370.3894,-0.5244878,0.06122449,0.8406193
,1.3728266e-10,0.90985435,59520,0.47965226,-3.6038008,0.9565242,27.307108,0.9644367,2976,-0.7950126,0.99952173,0.9565242,0.0718168,,41988.972598314285,0.12447739,0.0020954742,1.7603854,0.10116477,370.44482,-0.58171135,-1.0,0.84064263
,1.3719043e-10,0.9373457,59540,0.01831564,-3.6041362,0.9565242,34.176132,1.0368675,2977,-0.7949107,0.99952173,0.9565242,0.04237535,,42002.09022331238,0.12444502,,1.7605371,29.028414,370.4729,-0.45444095,0.06122449,0.840675
,1.3709832e-10,0.9423303,59560,0.11973804,-3.604472,0.9565242,5.606679,0.9904106,2978,-0.79481703,0.99952173,0.9565242,-0.16037117,,42015.64052653313,0.12441087,1.5512388e-20,1.7605596,2.7864,370.4956,-0.5485798,-0.10204082,0.84070915
,1.3700628e-10,0.95491534,59580,0.01831564,-3.6048076,0.9565242,33.948727,1.0144793,2979,-0.79471093,0.99952173,0.9565242,-0.12601517,,42029.29328203201,0.12437248,,1.7621284,22.027729,370.5056,-0.46843153,-0.14285715,0.84074754
,1.3691434e-10,0.9555467,59600,0.027547687,-3.6051433,0.9565242,22.327908,1.0074905,2980,-0.7946027,0.99952173,0.9565242,-0.12225495,,42042.76713871956,0.12433398,,1.7621901,19.47504,370.51514,-0.48312554,-0.14285715,0.84078604
,1.3682251e-10,0.9541361,59620,0.19541045,-3.6054788,0.9565242,3.7279806,0.9900332,2981,-0.7944988,0.99952173,0.9565242,0.2761603,,42056.3206884861,0.12429595,1.2202584e-07,1.760561,3.3125648,370.52612,-0.48956594,-0.14285715,0.84082407
,1.3673077e-10,0.71615523,59640,0.041433174,-3.6058142,0.9565242,24.715883,1.0665158,2982,-0.7945623,0.99952173,0.9565242,0.34029347,,42070.391696214676,0.12433767,,1.7641543,24.63626,370.7749,-0.9737983,0.26530612,0.84078234
,1.3663909e-10,0.6783805,59660,0.01831564,-3.6061494,0.9565242,73.04315,0.9916233,2983,-0.79467744,0.99952173,0.9565242,0.350342,,42084.239077568054,0.12439221,,1.7711275,67.82141,371.062,-1.2016363,0.3469388,0.8407278
,1.3654752e-10,0.60855824,59680,0.01831564,-3.6064847,0.9565242,71.32121,0.9986869,2984,-0.7948163,0.99952173,0.9565242,0.36282524,,42097.38529920578,0.124470055,,1.763165,70.544395,371.4187,-1.1924434,0.3469388,0.84064996
,1.3645605e-10,0.57479316,59700,0.041433174,-3.6068199,0.9565242,40.19771,0.9819496,2985,-0.7949548,0.99952173,0.9565242,0.656888,,42110.99398636818,0.124559164,6.9076933e-31,1.7602577,7.414997e-06,371.80908,-1.198504,0.59183675,0.84056085
,1.3636468e-10,0.416656,59720,0.027547687,-3.6071548,0.9565242,64.72971,0.99055994,2986,-0.79518074,0.99952173,0.9565242,0.69915175,,42125.04843258858,0.12470096,,1.7615086,51.389877,372.35718,-1.4476935,0.67346936,0.84041905
,1.362734e-10,0.3982205,59740,1.0,-3.6074896,0.9565242,118.99311,0.97391105,2987,-0.7954491,0.99952173,0.9565242,-0.33605266,,42138.60356712341,0.12484902,14.63644,1.7597213,1.8516561,372.92407,-1.5802737,1.0,0.840271
,1.3618218e-10,0.95544595,59760,0.01831564,-3.6029363,0.9565242,31.585472,1.041215,2988,-0.7953299,0.99952173,0.9565242,-0.35071176,,42152.459369421005,0.12481052,,1.7608495,27.433193,372.93384,-0.4073257,-0.3469388,0.8403095
,1.3609107e-10,0.9560215,59780,0.027547687,-3.6032708,0.9565242,20.80146,1.0234838,2989,-0.7951714,0.99952173,0.9565242,-0.3395989,,42166.48090147972,0.12477183,,1.7608081,20.548717,372.94287,-0.35927972,-0.3469388,0.8403482
,1.3600007e-10,0.9557049,59800,0.01831564,-3.6036053,0.9565242,31.059923,1.0470971,2990,-0.7950241,0.99952173,0.9565242,-0.36558485,,42180.111603975296,0.12473321,,1.7601085,29.26686,372.95215,-0.37569243,-0.3469388,0.8403868
,1.3590913e-10,0.95648295,59820,0.027547687,-3.6039398,0.9565242,23.40282,0.99723756,2991,-0.79487014,0.99952173,0.9565242,-0.793226,,42193.790954351425,0.12469447,,1.7592379,,372.96118,-0.3782404,-0.79591835,0.84042555
,1.3581831e-10,0.95607203,59840,0.041433174,-3.604274,0.9565242,15.514581,1.0020826,2992,-0.79476196,0.99952173,0.9565242,-0.79168457,,42207.72782087326,0.12465578,,1.7597873,15.299675,372.9702,-0.46520776,-0.79591835,0.84046423
,1.3572757e-10,0.95595336,59860,0.01831564,-3.604608,0.9565242,34.644115,1.0056536,2993,-0.7946494,0.99952173,0.9565242,-0.79800564,,42221.19987177849,0.12461716,,1.761627,33.532627,372.97925,-0.45817402,-0.79591835,0.84050286
,1.356369e-10,0.95614994,59880,0.01831564,-3.6049423,0.9565242,34.25914,1.0089481,2994,-0.7945368,0.99952173,0.9565242,-0.76561624,,42234.74425649643,0.124578476,,1.7607851,34.258667,372.98804,-0.45937186,-0.79591835,0.84054154
,1.3554635e-10,0.9562219,59900,0.041433174,-3.605276,0.9565242,13.690466,1.0182177,2995,-0.79440004,0.99952173,0.9565242,-0.27969486,,42248.73581838608,0.12453985,,1.7587517,9.553292e-22,372.99683,-0.38962978,-0.3469388,0.84058017
,1.3545588e-10,0.9558569,59920,0.01831564,-3.6056101,0.9565242,34.43321,1.0129541,2996,-0.7942851,0.99952173,0.9565242,-0.2576137,,42262.55361533165,0.12450147,,1.762806,25.516317,373.00635,-0.46683916,-0.26530612,0.84061855
,1.3536551e-10,0.95620096,59940,0.027547687,-3.6059437,0.9565242,22.706568,0.994843,2997,-0.7941777,0.99952173,0.9565242,-0.2981052,,42276.36336493492,0.1244629,,1.7620687,22.545517,373.01514,-0.4816256,-0.26530612,0.8406571
,1.3527522e-10,0.95542043,59960,0.041433174,-3.6062775,0.9565242,15.374867,0.97771645,2998,-0.79407287,0.99952173,0.9565242,-0.20703088,,42290.074862241745,0.12442464,,1.7594347,11.288565,373.02515,-0.47238213,-0.26530612,0.8406954
,1.3518502e-10,0.95578253,59980,0.062317666,-3.6066108,0.9565242,9.634591,1.0126365,2999,-0.79402894,0.99952173,0.9565242,-0.80490845,,42303.897554159164,0.12438625,,1.7582797,1.9389139e-16,373.03442,-0.6384113,-0.75510204,0.84073377
,1.3509491e-10,0.95604455,60000,0.027547687,-3.6069443,0.9565242,22.587284,1.0061154,3000,-0.79391813,0.99952173,0.9565242,-0.7715209,,42317.58378767967,0.124347806,,1.7585242,22.0317,373.04346,-0.4728352,-0.79591835,0.8407722
,1.350049e-10,0.95583725,60020,0.08638168,-3.6072776,0.9565242,7.535394,0.9988915,3001,-0.79378664,0.99952173,0.9565242,-0.71899754,,42331.023827552795,0.12430948,,1.7583027,6.6401296,373.05273,-0.4029758,-0.79591835,0.84081054
,1.3491497e-10,0.95611954,60040,0.041433174,-3.6076107,0.9565242,14.837105,0.99488217,3002,-0.7936847,0.99952173,0.9565242,-0.12923314,,42344.58303594589,0.124270976,,1.7577548,,373.06152,-0.4861267,-0.14285715,0.84084904
,1.3482511e-10,0.95521486,60060,0.21203151,-3.6079438,0.9565242,4.530404,0.99481833,3003,-0.79357773,0.99952173,0.9565242,0.2727705,,42358.33957743645,0.12423289,0.00042251276,1.7577206,2.0022895,373.0713,-0.4656373,0.06122449,0.8408871
,1.3473538e-10,0.6369985,60080,0.01831564,-3.6082766,0.9565242,55.407276,1.1152145,3004,-0.79363394,0.99952173,0.9565242,0.29101062,,42372.15310430527,0.12430084,,1.7624961,52.181755,373.39966,-0.9567162,0.26530612,0.8408192
,1.3464571e-10,0.5834708,60100,0.08638168,-3.6086094,0.9565242,7.507523,1.0173376,3005,-0.7936738,0.99952173,0.9565242,-0.711832,,42385.60068964958,0.12438649,,1.757422,4.985347e-29,373.78125,-1.0211775,-0.71428573,0.8407335
,1.3455613e-10,0.95606595,60120,0.01831564,-3.608942,0.9565242,35.1006,0.99910265,3006,-0.79356045,0.99952173,0.9565242,-0.707193,,42399.33027243614,0.124348104,,1.76366,34.506393,373.79053,-0.46905708,-0.71428573,0.8407719
,1.3446666e-10,0.956286,60140,0.01831564,-3.6092746,0.9565242,34.707005,1.001628,3007,-0.7934441,0.99952173,0.9565242,-0.7222663,,42413.36371135712,0.1243096,,1.7619604,31.365461,373.79907,-0.4396267,-0.71428573,0.8408104
,1.3437726e-10,0.9560515,60160,0.01831564,-3.6096072,0.9565242,34.322395,1.004259,3008,-0.7933358,0.99952173,0.9565242,-0.71254593,,42426.87729501724,0.12427127,,1.7604218,31.57323,373.8081,-0.46617663,-0.71428573,0.84084874
,1.3428796e-10,0.95616454,60180,0.027547687,-3.6099396,0.9565242,22.597301,1.0227964,3009,-0.79321766,0.99952173,0.9565242,-0.69606495,,42440.649727106094,0.12423301,,1.7606221,22.402767,373.81714,-0.43828067,-0.71428573,0.840887
,1.3419875e-10,0.9561855,60200,0.062317666,-3.610272,0.9565242,22.964045,1.0073436,3010,-0.79306275,0.99952173,0.9565242,-1.0144995,,42454.161919116974,0.12419474,,1.7573252,6.187311e-05,373.82617,-0.3464899,-1.0,0.8409253
,1.3410961e-10,0.9555829,60220,0.01831564,-3.610604,0.9565242,36.38792,1.0066292,3011,-0.7930294,0.99952173,0.9565242,-0.99087715,,42467.62988734245,0.124156654,,1.7612609,32.019226,373.8357,-0.69862866,-1.0,0.84096336
,1.340206e-10,0.9557124,60240,0.01831564,-3.6109362,0.9565242,35.96537,1.0077436,3012,-0.7929212,0.99952173,0.9565242,-0.9849395,,42481.650309085846,0.12411857,,1.7583504,30.771854,373.84497,-0.46958622,-1.0,0.84100145
,1.3393166e-10,0.9557565,60260,0.027547687,-3.611268,0.9565242,22.45868,1.0231578,3013,-0.79281366,0.99952173,0.9565242,-0.6652197,,42495.42325925827,0.12408042,,1.7572658,2.5404371e-20,373.85425,-0.47225317,-0.71428573,0.8410396
,1.3384278e-10,0.9559227,60280,0.08638168,-3.6116,0.9565242,7.388037,0.9871384,3014,-0.79261947,0.99952173,0.9565242,-0.2742854,,42509.04135298729,0.12404233,,1.7566447,0.0010247325,373.86377,-0.22737502,-0.30612245,0.8410777
,1.3375401e-10,0.95558155,60300,0.21203151,-3.6119316,0.9565242,3.7058527,0.98811734,3015,-0.79250604,0.99952173,0.9565242,-0.28728166,,42523.042301893234,0.124004364,5.316786e-09,1.7562284,2.7469518,373.8733,-0.43711582,-0.3469388,0.84111565
,1.3366534e-10,0.95617807,60320,0.01831564,-3.6122632,0.9565242,33.728695,1.0182477,3016,-0.7924021,0.99952173,0.9565242,-0.27589336,,42536.86286115646,0.12396622,,1.7570963,16.930347,373.88208,-0.46783555,-0.26530612,0.8411538
,1.3357675e-10,0.95533216,60340,0.041433174,-3.6125948,0.9565242,15.321026,1.0019184,3017,-0.7922775,0.99952173,0.9565242,-0.2917862,,42550.95130968094,0.12392837,,1.7563819,11.353614,373.89185,-0.43094957,-0.30612245,0.84119165
,1.3348823e-10,0.9558717,60360,0.027547687,-3.6129262,0.9565242,22.194637,1.000605,3018,-0.7921689,0.99952173,0.9565242,-0.26905307,,42564.80190062523,0.1238904,,1.7559195,14.512283,373.90112,-0.46409315,-0.26530612,0.8412296
,1.3339982e-10,0.9563607,60380,0.027547687,-3.6132574,0.9565242,24.963444,1.0023279,3019,-0.79204327,0.99952173,0.9565242,-0.9661093,,42578.41924762726,0.12385219,,1.7558873,,373.90967,-0.41112655,-1.0,0.8412678
,1.3331149e-10,0.9558747,60400,0.2939076,-3.6135886,0.9565242,3.1467526,0.9931351,3020,-0.7919539,0.99952173,0.9565242,-0.35756665,,42592.100924015045,0.123814344,3.2189473e-05,1.7556417,0.54849887,373.9192,-0.5220302,-0.46938777,0.8413057
,1.3322324e-10,0.95585936,60420,0.041433174,-3.6139197,0.9565242,43.031376,0.9877478,3021,-0.79181147,0.99952173,0.9565242,0.717643,,42606.59152030945,0.123776376,3.1723637e-21,1.7556124,,373.92847,-0.35442376,0.67346936,0.84134364
,1.3313509e-10,0.40128997,60440,0.11035183,-3.6142507,0.9565242,18.163275,1.0217668,3022,-0.7920817,0.99952173,0.9565242,0.89023584,,42620.45537519455,0.12392193,2.9852648,1.7561295,13.802836,374.4922,-1.591302,0.79591835,0.8411981
,1.3304702e-10,0.25649184,60460,0.37546432,-3.613594,0.9565242,2.7146258,0.9903634,3023,-0.79237896,0.99952173,0.9565242,-0.47198477,,42634.04452109337,0.12411541,0.6297857,1.7554673,0.40167853,375.20093,-1.7107282,0.020408163,0.8410046
,1.3295903e-10,0.95635146,60480,0.027547687,-3.6137166,0.9565242,24.002964,0.9779866,3024,-0.792398,0.99952173,0.9565242,-0.5081824,,42647.91805958748,0.12407726,,1.7571173,12.810502,375.20972,-0.8397887,-0.5102041,0.84104276
,1.3287116e-10,0.9561908,60500,0.01831564,-3.6140473,0.9565242,34.818413,1.0031987,3025,-0.79230016,0.99952173,0.9565242,-0.51784223,,42661.71545672417,0.12403917,,1.7559675,34.719734,375.2185,-0.47233838,-0.5102041,0.84108084
,1.3278335e-10,0.9560891,60520,0.027547687,-3.6143777,0.9565242,23.573524,0.98070806,3026,-0.79216564,0.99952173,0.9565242,-0.517757,,42675.86998486519,0.124001205,,1.7554067,20.46164,375.22754,-0.38409302,-0.5102041,0.8411188
,1.3269563e-10,0.95575047,60540,0.041433174,-3.6147082,0.9565242,16.966518,0.97398126,3027,-0.79203624,0.99952173,0.9565242,-0.5026301,,42689.48666834831,0.123963356,,1.7556953,13.823413,375.23706,-0.378244,-0.5102041,0.84115666
,1.32608e-10,0.956076,60560,0.01831564,-3.6150384,0.9565242,34.022274,1.0144583,3028,-0.7919522,0.99952173,0.9565242,-0.5090151,,42703.528621435165,0.12392533,,1.7572871,33.307087,375.24585,-0.51021004,-0.5102041,0.8411947
,1.3252045e-10,0.9562565,60580,0.01831564,-3.6153686,0.9565242,33.65536,1.0173527,3029,-0.79182935,0.99952173,0.9565242,-0.5169682,,42717.40820193291,0.12388736,,1.7562551,33.436245,375.25488,-0.4306859,-0.5102041,0.84123266
,1.32433e-10,0.95596206,60600,0.40740025,-3.6156988,0.9565242,7.9467683,0.98993987,3030,-0.79168254,0.99952173,0.9565242,-0.77212274,,42731.5861787796,0.12384951,0.0042839046,1.7551663,1.3486917,375.26416,-0.3604307,-0.63265306,0.8412705
,1.3234563e-10,0.9560402,60620,1.0,-3.6160274,0.9565242,62.892986,0.9597995,3031,-0.7915592,0.99952173,0.9565242,-1.5275248,,42745.45576453209,0.12381166,1.634474,1.7542534,0.58442515,375.2732,-0.40777594,-1.0,0.84130836
,1.3225834e-10,0.95312536,60640,0.47965226,-3.615818,0.9565242,27.369785,0.9669096,3032,-0.79266375,0.99952173,0.9565242,-2.5616508,,42759.214797735214,0.12377477,0.002120808,1.7543341,27.369785,375.28516,-4.0984716,-1.0,0.84134525
,1.3217114e-10,0.45217726,60660,1.0,-3.616147,0.9565242,61.654972,0.9765168,3033,-0.7944091,0.99952173,0.9565242,-1.7081795,,42772.94126582146,0.123903036,1.6346698,1.7561423,50.06592,375.79785,-6.051656,-1.0,0.841217
,1.3208402e-10,0.95292187,60680,0.7214223,-3.615938,0.9565242,31.867083,0.9630223,3034,-0.7956292,0.99952173,0.9565242,-2.1092477,,42786.78337645531,0.12386632,0.2968101,1.7547545,29.850359,375.8103,-4.4704165,-1.0,0.8412537
,1.31997e-10,0.9110308,60700,1.0,-3.6161697,0.9565242,60.345577,0.99047905,3035,-0.79709154,0.99952173,0.9565242,-1.10029,,42800.7585234642,0.12384325,1.6347067,1.7611033,38.93489,375.86426,-5.1960444,-1.0,0.84127676
,1.3191005e-10,0.95620346,60720,1.0,-3.6159606,0.9565242,59.188602,0.9870616,3036,-0.79757476,0.99952173,0.9565242,-0.105653405,,42814.60002160072,0.1238054,1.634365,1.7524021,3.774092,375.8733,-2.2521274,-1.0,0.8413146
,1.318232e-10,0.9534735,60740,0.01831564,-3.6157517,0.9565242,36.68974,0.9862712,3037,-0.79748803,0.99952173,0.9565242,-0.11702794,,42828.39925813675,0.12376851,,1.759388,35.89775,375.885,-0.519065,-0.10204082,0.8413515
,1.3173644e-10,0.9557449,60760,0.027547687,-3.616081,0.9565242,24.110794,0.99117655,3038,-0.79739654,0.99952173,0.9565242,-0.08730266,,42842.11552429199,0.12373084,,1.7556376,20.64346,375.8943,-0.50249183,-0.10204082,0.8413892
,1.3164976e-10,0.95544565,60780,0.041433174,-3.61641,0.9565242,15.9198675,0.99730295,3039,-0.79730964,0.99952173,0.9565242,-0.088938214,,42855.67073392868,0.12369335,,1.7540684,15.217749,375.90405,-0.520992,-0.10204082,0.8414267
,1.3156315e-10,0.95498496,60800,0.01831564,-3.616739,0.9565242,35.814377,0.99337566,3040,-0.7972179,0.99952173,0.9565242,-0.12938675,,42869.156710386276,0.123655915,,1.755986,28.216158,375.91406,-0.51471627,-0.10204082,0.8414641
,1.3147665e-10,0.9563053,60820,0.027547687,-3.617068,0.9565242,22.23145,1.010598,3041,-0.7971101,0.99952173,0.9565242,-0.1441502,,42882.82859349251,0.123618186,,1.7530017,20.313057,375.92285,-0.45791864,-0.14285715,0.84150183
,1.3139022e-10,0.95473266,60840,0.01831564,-3.6173968,0.9565242,33.202305,1.0214585,3042,-0.79698384,0.99952173,0.9565242,-0.13323972,,42896.73644924164,0.12358093,,1.752721,33.124115,375.9331,-0.42169204,-0.14285715,0.8415391
,1.3130387e-10,0.9554241,60860,0.01831564,-3.6177254,0.9565242,33.23919,1.0219973,3043,-0.79685736,0.99952173,0.9565242,-0.25032228,,42910.57172250748,0.12354362,,1.7518346,1.7170868e-10,375.9431,-0.42995536,-0.26530612,0.8415764
,1.3121762e-10,0.9560849,60880,0.01831564,-3.6180542,0.9565242,33.394115,1.0171752,3044,-0.7967575,0.99952173,0.9565242,-0.49010268,,42924.1996421814,0.12350595,,1.7517011,,375.95215,-0.5110771,-0.5102041,0.84161407
,1.3113148e-10,0.9556952,60900,0.027547687,-3.6183825,0.9565242,22.650297,0.9862573,3045,-0.7967079,0.99952173,0.9565242,-0.48183694,,42937.463480234146,0.1234684,,1.7518313,21.43726,375.96143,-0.65845937,-0.5102041,0.8416516
,1.310454e-10,0.95635164,60920,0.041433174,-3.6187108,0.9565242,16.484257,0.97649884,3046,-0.79669946,0.99952173,0.9565242,-0.47273502,,42951.50200152397,0.12343079,,1.7518703,16.206228,375.9702,-0.7550321,-0.5102041,0.8416892
,1.309594e-10,0.95610064,60940,0.027547687,-3.619039,0.9565242,21.874893,1.0130908,3047,-0.7967128,0.99952173,0.9565242,-0.10693033,,42965.301425457,0.12339324,,1.7516321,2.3766506e-30,375.97925,-0.8130824,-0.14285715,0.8417268
,1.3087346e-10,0.95414305,60960,0.027547687,-3.6193674,0.9565242,23.457733,0.9980832,3048,-0.79660505,0.99952173,0.9565242,-0.042156566,,42979.29113197327,0.12335628,,1.7539268,22.99306,375.99,-0.478046,-0.10204082,0.84176373
,1.3078763e-10,0.9560099,60980,0.027547687,-3.6196952,0.9565242,20.649992,1.018023,3049,-0.7964835,0.99952173,0.9565242,-0.04730203,,42993.09063529968,0.12331879,,1.7530496,16.16336,375.99902,-0.42148966,-0.020408163,0.8418012
,1.3070188e-10,0.95424926,61000,0.041433174,-3.6200233,0.9565242,15.505854,0.99901605,3050,-0.7963602,0.99952173,0.9565242,-0.06382837,,43006.944116830826,0.123282015,,1.7518101,6.2193136,376.01,-0.43562275,-0.10204082,0.841838
,1.3061623e-10,0.9552388,61020,0.027547687,-3.620351,0.9565242,23.032085,1.0083623,3051,-0.79625326,0.99952173,0.9565242,-0.049601134,,43020.68151307106,0.12324488,,1.7532218,23.025463,376.02002,-0.4681699,-0.06122449,0.84187514
,1.3053064e-10,0.953941,61040,0.041433174,-3.6206787,0.9565242,14.099874,1.002949,3052,-0.79613256,0.99952173,0.9565242,-0.040402006,,43034.48275470734,0.123208106,,1.7523162,11.591339,376.03125,-0.43373978,-0.020408163,0.8419119
,1.3044514e-10,0.9534124,61060,0.01831564,-3.6210063,0.9565242,34.275578,1.0085462,3053,-0.7960019,0.99952173,0.9565242,-0.07352689,,43048.238132715225,0.12317169,,1.7526014,17.000486,376.0432,-0.39841613,-0.06122449,0.84194833
,1.3035972e-10,0.9510769,61080,0.041433174,-3.6213338,0.9565242,15.046338,1.0087358,3054,-0.7958949,0.99952173,0.9565242,-0.0030104257,,43062.05768895149,0.123135924,,1.7522984,14.800509,376.05713,-0.47400784,-0.06122449,0.8419841
,1.302744e-10,0.9551534,61100,0.027547687,-3.6216612,0.9565242,47.3487,0.99648565,3055,-0.79578394,0.99952173,0.9565242,0.3739436,,43075.92231845856,0.12309885,,1.7517178,2.0889506e-34,376.0669,-0.4640184,0.3469388,0.84202117
,1.3018915e-10,0.58334464,61120,0.01831564,-3.6219885,0.9565242,74.276924,1.0259763,3056,-0.79592395,0.99952173,0.9565242,0.369938,,43089.662551403046,0.12318349,,1.7546743,55.261864,376.44873,-1.2153416,0.3877551,0.8419365
,1.30104e-10,0.59534484,61140,0.027547687,-3.6223156,0.9565242,48.36602,1.0014042,3057,-0.7960508,0.99952173,0.9565242,0.41506836,,43103.47821736336,0.12326419,,1.7539556,39.018414,376.8186,-1.2002933,0.3877551,0.8418558
,1.3001891e-10,0.54395866,61160,0.09372906,-3.6226428,0.9565242,23.042912,1.00578,3058,-0.7962353,0.99952173,0.9565242,-0.86388046,,43117.35393023491,0.12336165,,1.7513359,,377.23975,-1.3565869,-1.0,0.8417584
,1.2993394e-10,0.9562566,61180,0.062317666,-3.6229696,0.9565242,12.319942,0.9789377,3059,-0.79610515,0.99952173,0.9565242,-0.4858546,,43131.04670906067,0.123324156,,1.7512993,9.694669e-07,377.24878,-0.40187266,-0.5102041,0.84179586
,1.2984902e-10,0.9561247,61200,0.041433174,-3.6232965,0.9565242,15.125156,0.9812672,3060,-0.79608244,0.99952173,0.9565242,-0.20817311,,43145.035786390305,0.12328678,,1.7509952,1.370203e-05,377.25757,-0.70442444,-0.26530612,0.84183323
,1.2976419e-10,0.955351,61220,0.062317666,-3.6236234,0.9565242,10.063047,1.0010417,3061,-0.7960419,0.99952173,0.9565242,-0.051321413,,43158.70762729645,0.12324971,,1.7511674,0.7621405,377.26733,-0.65202063,-0.06122449,0.8418703
,1.2967945e-10,0.95210814,61240,0.027547687,-3.62395,0.9565242,17.99862,1.0598258,3062,-0.79591906,0.99952173,0.9565242,-0.6696503,,43172.959810972214,0.12321365,,1.7508348,,377.28027,-0.41977578,-0.67346936,0.84190637
,1.295948e-10,0.95638984,61260,0.027547687,-3.6242764,0.9565242,36.87526,1.0922561,3063,-0.7957112,0.99952173,0.9565242,0.2692574,,43186.69040250778,0.12317634,,1.7505208,,377.28906,-0.21682034,0.26530612,0.8419437
,1.2951021e-10,0.6348718,61280,0.01831564,-3.6246028,0.9565242,37.473595,1.0578717,3064,-0.79572695,0.99952173,0.9565242,0.13003427,,43200.48305726051,0.12324387,,1.7502244,4.3964094e-17,377.61914,-0.931625,0.10204082,0.84187615
,1.2942572e-10,0.7762214,61300,0.01831564,-3.6249292,0.9565242,52.157177,0.96328825,3065,-0.79569995,0.99952173,0.9565242,0.13960098,,43214.58250260353,0.123265326,,1.7509784,36.6939,377.8081,-0.766623,0.14285715,0.8418547
,1.293413e-10,0.9163555,61320,0.01831564,-3.6252553,0.9565242,51.301197,0.9687222,3066,-0.79572326,0.99952173,0.9565242,0.16694856,,43228.412791490555,0.12324107,,1.7500794,48.91179,377.85693,-0.82475984,0.14285715,0.84187895
,1.2925697e-10,0.73940784,61340,0.08638168,-3.6255815,0.9565242,10.530243,0.97854525,3067,-0.7958028,0.99952173,0.9565242,-0.38253692,,43242.59733462334,0.123274446,,1.7500172,2.0715485e-11,378.08276,-1.002962,-0.46938777,0.8418456
,1.2917273e-10,0.9563916,61360,0.041433174,-3.6259074,0.9565242,24.38652,1.0254178,3068,-0.79568535,0.99952173,0.9565242,0.21973653,,43256.38254404068,0.123237014,,1.7500026,,378.0913,-0.4139186,0.2244898,0.841883
,1.2908856e-10,0.68216217,61380,0.041433174,-3.6262333,0.9565242,15.053931,1.0266054,3069,-0.7957206,0.99952173,0.9565242,-0.689738,,43270.12569022179,0.12328911,,1.7498829,,378.37427,-0.92634004,-0.71428573,0.8418309
,1.2900447e-10,0.95629805,61400,0.01831564,-3.6265593,0.9565242,26.914867,1.1001377,3070,-0.7955502,0.99952173,0.9565242,-0.6552894,,43283.7669107914,0.123251915,,1.7497901,19.76622,378.3833,-0.2973947,-0.67346936,0.8418681
,1.2892047e-10,0.95611405,61420,0.08638168,-3.626885,0.9565242,7.792105,0.9992392,3071,-0.7953577,0.99952173,0.9565242,-0.014202978,,43297.82842350006,0.12321472,4.837445e-35,1.7494166,1.16215084e-11,378.39233,-0.30099362,-0.020408163,0.8419053
,1.2883655e-10,0.95570284,61440,0.027547687,-3.6272104,0.9565242,20.370998,1.0280207,3072,-0.79521775,0.99952173,0.9565242,-0.06279173,,43311.66112565994,0.12317765,,1.7503994,20.32727,378.4016,-0.36443445,-0.020408163,0.84194237
,1.2875272e-10,0.9558243,61460,0.01831564,-3.6275358,0.9565242,33.690887,1.0179727,3073,-0.7950935,0.99952173,0.9565242,-0.067877516,,43325.76189780235,0.12314057,,1.7523732,33.66186,378.4109,-0.43896496,-0.06122449,0.84197944
,1.2866895e-10,0.9515634,61480,0.01831564,-3.6278613,0.9565242,33.336372,1.0204251,3074,-0.79497415,0.99952173,0.9565242,-0.06373417,,43339.81017160416,0.12310487,,1.7509738,31.739878,378.42456,-0.44248497,-0.06122449,0.84201515
,1.2858528e-10,0.9536575,61500,0.027547687,-3.6281865,0.9565242,21.960028,1.019242,3075,-0.794847,0.99952173,0.9565242,-0.05341514,,43353.895490169525,0.12306863,,1.7510068,21.956379,378.43604,-0.4203093,-0.06122449,0.8420514
,1.285017e-10,0.9502429,61520,0.01831564,-3.6285117,0.9565242,32.766277,1.0267943,3076,-0.79471177,0.99952173,0.9565242,-0.07815222,,43367.79986619949,0.123033464,,1.7503517,29.548515,378.45093,-0.3958702,-0.06122449,0.84208655
,1.2841819e-10,0.95585203,61540,0.041433174,-3.6288366,0.9565242,11.9603,1.0353242,3077,-0.794593,0.99952173,0.9565242,-0.7012211,,43381.96933603287,0.12299639,,1.7494242,,378.45996,-0.45261273,-0.67346936,0.8421236
,1.2833475e-10,0.95613015,61560,0.027547687,-3.6291616,0.9565242,22.11019,1.0424577,3078,-0.79444754,0.99952173,0.9565242,-0.38427398,,43396.068465948105,0.122959375,,1.749411,1.6192233e-27,378.469,-0.38044116,-0.3877551,0.84216064
,1.2825141e-10,0.9557728,61580,0.01831564,-3.6294866,0.9565242,33.01253,1.0273943,3079,-0.7943102,0.99952173,0.9565242,-0.39970943,,43410.11884903908,0.12292254,,1.7506218,32.29155,378.47852,-0.41180608,-0.3877551,0.8421975
