ReturnAbsMax,IWMean,ReturnMax,ReturnLastEpisode,Regret/t,ReturnMean,IWFirstEpisode,LQGmu1_actor,TimeElapsed,TimestepsSoFar,DenMISELogFirst,Bound,ReturnMin,IWMax,Delta,ReturnStepMax,LQGmu1_higher,IWMin,DenMISEMeanLog,LQGsigma_higher,Iteration,IWLastEpisode,Regret,DenMISELogLast
0.9558857,4.8776556e-06,0.9558857,0.9558857,0.4569155,0.5082045,,0.5886093,115.7292115688324,220,-4.4030237,39.688293,,5.365421e-05,1.0048381e-05,0.9988946,0.59183675,,0.1576485,0.01831564,11,,5.026071,0.6880881
0.9558857,0.7196744,0.9558857,0.46424925,0.46057844,0.5045416,,0.8232942,127.56560635566711,240,-4.490035,39.651478,,6.529675,8.443432e-06,0.9988946,0.79591835,,0.1143528,0.021563897,12,8.693404e-20,5.5269413,0.59521997
0.9558857,8.7449895e-05,0.9558857,0.27290574,0.47839656,0.48672345,,-0.7808286,139.18005990982056,260,-4.570078,39.765354,,0.0011368486,7.194403e-06,0.9988946,-0.75510204,,0.13079704,0.01831564,13,,6.2191553,0.6918728
0.9558857,1.290953,0.9558857,0.95582336,0.44488943,0.5202306,,0.98789287,150.8700728416443,280,-4.6441855,39.81102,,13.094006,6.203337e-06,0.9988946,1.0,,0.01821168,0.027547687,14,,6.2284527,-0.48208225
0.9558857,0.30416575,0.9558857,0.14011784,0.47023025,0.49488977,,-0.96838135,162.4642460346222,300,-4.7131786,39.832706,,3.0719728,5.403797e-06,0.9988946,-0.9591837,,0.08006956,0.021563897,15,,7.0534534,0.9430802
0.9558857,0.00010499486,0.9558857,0.9557728,0.44142509,0.52369493,,0.49932948,174.17650866508484,320,-4.777717,39.885933,,0.0016799178,4.7494304e-06,0.9988946,0.5102041,,0.05370398,0.01831564,16,,7.0628014,0.34525076
0.9558857,8.718976e-08,0.9558857,0.5333946,0.4408545,0.5242655,,-0.6590181,186.11736416816711,340,-4.8383417,39.649242,,1.4822259e-06,4.207108e-06,0.9988946,-0.67346936,,-0.0012319508,0.01831564,17,,7.494526,0.0896821
0.9558857,0.3568367,0.9558857,0.9557246,0.41688454,0.5482355,,0.6876171,197.38440990447998,360,-4.8955,39.540497,,5.929639,3.7526365e-06,0.9988946,0.71428573,,-0.060669675,0.021563897,18,,7.5039215,-0.099417865
0.9558857,1.8492187,0.9558857,0.37529424,0.42598677,0.53913325,,-0.7961334,208.91693472862244,380,-4.9495673,39.652634,,31.830393,3.3680174e-06,0.9988946,-0.79591835,,-0.07765209,0.021563897,19,,8.093748,0.27808452
0.9558857,0.00067269645,0.9558857,0.95565623,0.4051606,0.5599594,,0.41819873,220.47286248207092,400,-5.0008607,39.672905,,0.013453929,3.0396352e-06,0.9988946,0.42857143,,-0.059498347,0.01831564,20,,8.103212,0.11557913
0.9558857,0.27781227,0.9558857,0.5612402,0.40509963,0.5600204,,-0.87782365,232.02267622947693,420,-5.0496507,39.587074,,3.8016658,2.7570386e-06,0.9988946,-0.877551,,-0.10810922,0.021563897,21,,8.507092,-0.10519643
0.9558857,0.0016013291,0.9558857,0.95580053,0.38710958,0.57801044,,-0.5643007,243.57361030578613,440,-5.096171,39.597744,,0.03522924,2.5120953e-06,0.9988946,-0.59183675,,-0.1348929,0.01831564,22,,8.516412,0.020731647
0.9558972,0.7157432,0.9558972,0.9558972,0.37067974,0.5944403,,0.9455595,255.15030336380005,460,-5.1406226,39.470757,,11.44679,2.2984013e-06,0.9988946,0.9183673,,-0.22082122,0.027547687,23,,8.525633,-1.134905
0.9558972,0.00059503753,0.9558972,0.18077055,0.38791597,0.57720405,,0.37326986,266.66232895851135,480,-5.1831822,39.445415,,0.014280901,2.110858e-06,0.9988946,0.3469388,,-0.2124085,0.01831564,24,,9.309982,0.34719113
0.9558972,0.037578087,0.9558972,0.5487343,0.38905472,0.5760653,,-0.5313985,278.2607374191284,500,-5.2240043,39.293724,,0.9394522,1.9453666e-06,0.9988946,-0.5102041,,-0.28701487,0.01831564,25,,9.726368,-1.0984352
0.9558972,0.18195397,0.9558972,0.9555929,0.37445754,0.5906625,,0.6077703,289.79908514022827,520,-5.263225,39.39557,,2.7450607,1.7986008e-06,0.9988946,0.63265306,,-0.34328252,0.021563897,26,,9.735896,-0.80634516
0.9558972,3.0484936,0.9558972,0.42787683,0.38048667,0.58463335,,-0.5759565,301.32638692855835,540,-5.3009653,39.25608,,53.866737,1.6678383e-06,0.9988946,-0.5510204,,-0.3636101,0.021563897,27,,10.27314,-0.086114965
0.95596534,7.448601e-08,0.95596534,0.95596534,0.3672248,0.5978952,,0.23164034,312.82716965675354,560,-5.3373327,39.254265,,2.0856082e-06,1.5508342e-06,0.99895567,0.26530612,,-0.32511252,0.01831564,28,,10.282295,-0.12023104
0.95596534,1.3079675e-07,0.95596534,0.65526557,0.36524653,0.5998735,,-0.45621598,324.4792106151581,580,-5.372424,39.107067,,3.7930727e-06,1.4457245e-06,0.99895567,-0.42857143,,-0.41281015,0.01831564,29,,10.592148,-1.8857865
0.95596534,0.16045015,0.95596534,0.9559287,0.353378,0.611742,,0.16598368,336.1346881389618,600,-5.406326,39.042126,,4.813504,1.3509492e-06,0.99895567,0.18367347,,-0.4774537,0.01831564,30,,10.601339,-1.3689718
0.95596534,1.3583362,0.95596534,0.670222,0.3514915,0.6136285,,0.8243845,347.54565477371216,620,-5.4391155,39.032978,,15.821265,1.2651968e-06,0.99895567,0.8367347,,-0.5145174,0.027547687,31,,10.896236,-0.79154366
0.95596534,0.88900393,0.95596534,0.28879404,0.3616426,0.6034774,,-1.0284578,358.9136984348297,640,-5.4708643,39.103348,,17.702446,1.1873576e-06,0.99895567,-1.0,,-0.4875673,0.027547687,32,,11.572563,0.2079272
0.95596534,0.24789296,0.95596534,0.95540136,0.35097826,0.61414176,,0.52679986,370.6267259120941,660,-5.501636,39.05133,,5.553532,1.1164868e-06,0.99895567,0.5510204,,-0.50363106,0.021563897,33,,11.582283,-0.76386666
0.95596534,5.3172503e-08,0.95596534,0.48580468,0.35475284,0.6103672,,-0.35228327,382.33122396469116,680,-5.531489,39.104885,,1.8078651e-06,1.051777e-06,0.99895567,-0.3469388,,-0.520375,0.01831564,34,,12.061596,-0.32113132
0.95596534,0.0034982692,0.95596534,0.9553513,0.3448962,0.6202238,,0.07623386,394.08264684677124,700,-5.5604763,38.992474,,0.12243942,9.925341e-07,0.99895567,0.10204082,,-0.54790485,0.01831564,35,,12.071367,-0.49834055
0.95596534,1.2988345e-05,0.95596534,0.7911747,0.34014755,0.62497246,,-0.24364053,405.8549711704254,720,-5.5886474,38.937916,,0.00046758042,9.3815913e-07,0.99895567,-0.26530612,,-0.6001877,0.01831564,36,,12.245312,-1.447601
0.95596534,0.024724854,0.95596534,0.9541557,0.33125073,0.6338693,,0.005177507,417.8145365715027,740,-5.6160464,38.909317,,0.9148196,8.881331e-07,0.99895567,0.020408163,,-0.64288515,0.01831564,37,,12.256279,-1.1936427
0.95596534,0.049917165,0.95596534,0.9444407,0.32307774,0.6420423,,-0.71146077,429.5365252494812,760,-5.6427145,38.93517,,1.6135161,8.4200434e-07,0.99895567,-0.71428573,,-0.6743661,0.021563897,38,,12.276955,-0.8768617
0.95596534,0.009131297,0.95596534,0.955905,0.31503004,0.65009,,-0.19984029,441.26689434051514,780,-5.66869,38.97201,,0.35612056,7.993782e-07,0.99895567,-0.18367347,,-0.6952423,0.01831564,39,,12.286169,-0.5504839
0.95596534,0.0019275218,0.95596534,0.95452946,0.30741906,0.65770096,,-0.06698101,453.1189479827881,800,-5.694008,38.9817,,0.07710087,7.599088e-07,0.99895567,-0.06122449,,-0.72652924,0.01831564,40,2.0945565e-11,12.296762,-0.9684139
0.95596534,2.132415,0.95596534,0.9516567,0.30024934,0.6648707,,0.40095216,465.00146555900574,820,-5.7187004,38.96131,,72.62528,7.2329226e-07,0.99895567,0.3877551,,-0.74901915,0.021563897,41,,12.310223,-0.66283983
0.95596534,3.4628775,0.95596534,0.5509154,0.3029626,0.6621574,,0.24539721,476.8570282459259,840,-5.742798,38.910095,,144.05138,6.8925965e-07,0.99895567,0.2244898,,-0.7374768,0.021563897,42,9.729794e-14,12.72443,-0.60384274
0.95596534,0.42889085,0.95596534,0.66686726,0.3028531,0.6622669,,0.47175708,488.3754563331604,860,-5.7663283,38.951466,,15.437005,6.5757393e-07,0.99895567,0.46938777,,-0.72142607,0.021563897,43,1.2295382e-22,13.022682,-0.579915
0.95596534,2.0242493,0.95596534,0.50698555,0.30638218,0.65873784,,-0.48421618,500.07483744621277,880,-5.789318,38.97701,,88.51799,6.280238e-07,0.99895567,-0.46938777,,-0.7341891,0.021563897,44,,13.480818,-0.66995156
0.95596534,0.5447507,0.95596534,0.9557918,0.29978096,0.66533905,,-0.64574796,511.77066373825073,900,-5.811791,38.983536,,23.170578,6.0042186e-07,0.99895567,-0.63265306,,-0.72969437,0.021563897,45,1.8353832e-09,13.490145,-0.65804785
0.95598906,0.83278733,0.95598906,0.95598906,0.2934625,0.6716575,,-0.90757996,523.6369469165802,920,-5.83377,38.568928,,23.446617,5.7460034e-07,0.9989761,-0.9183673,,-0.7406689,0.027547687,46,1.5634531e-20,13.499275,-0.6903855
0.95598906,0.5608446,0.95598906,0.9558829,0.2874152,0.6777048,,0.74698925,535.465482711792,940,-5.855276,38.59712,,22.40101,5.5040925e-07,0.9989761,0.75510204,,-0.73420197,0.027547687,47,,13.508514,-0.15751335
0.95598906,1.7357603,0.95598906,0.34230673,0.2944026,0.6707174,,-0.23442778,547.2242712974548,960,-5.8763294,37.835106,,52.89338,5.277145e-07,0.9989761,-0.2244898,,-0.73282623,0.021563897,48,,14.131325,-0.15182038
0.95598906,1.000029,0.95598906,0.9553437,0.2885939,0.6765261,,-0.8756881,559.1411736011505,980,-5.896949,37.719044,,24.972181,5.063948e-07,0.9989761,-0.8367347,,-0.72853976,0.027547687,49,,14.141102,-0.76684994
0.95598906,1.7138655,0.95598906,0.9559397,0.28300565,0.68211436,,0.052597314,571.0263006687164,1000,-5.9171515,37.736378,,83.70012,4.8634166e-07,0.9989761,0.06122449,,-0.7252964,0.021563897,50,,14.150284,-0.44133016
0.95598906,1.0239688,0.95598906,0.9309089,0.2781273,0.6869927,,0.7097855,582.7942895889282,1020,-5.936954,37.767593,,25.347784,4.6745637e-07,0.9989761,0.67346936,,-0.72631663,0.027547687,51,,14.184494,-0.80986243
0.95598906,0.023005672,0.95598906,0.35813507,0.28445154,0.6806685,,0.29571524,594.6290416717529,1040,-5.9563723,37.75051,,0.75779366,4.496502e-07,0.9989761,0.30612245,,-0.7243427,0.021563897,52,,14.791481,-0.4757341
0.95598906,0.7218282,0.95598906,0.61060435,0.28577352,0.6793465,,0.15903828,606.499452829361,1060,-5.9754205,37.300552,,37.883087,4.3284237e-07,0.9989761,0.14285715,,-0.74481386,0.021563897,53,5.2652555e-10,15.145996,-0.8416879
0.95598906,0.23013133,0.95598906,0.77169687,0.28406334,0.6810567,,-0.3801476,618.1240096092224,1080,-5.9941125,37.29917,,12.143656,4.1695958e-07,0.9989761,-0.3877551,,-0.75464195,0.021563897,54,,15.33942,-0.8311597
0.95616716,0.64320034,0.95616716,0.95616716,0.27906126,0.68605876,,-0.017872512,629.6876919269562,1100,-6.0124617,37.050243,,30.554203,4.0193527e-07,0.99916637,-0.020408163,,-0.7712904,0.021563897,55,,15.34837,-0.88753194
0.95616716,1.0168825,0.95616716,0.95323765,0.2742902,0.6908298,,0.5925952,641.7217147350311,1120,-6.03048,36.977234,,28.52481,3.8770855e-07,0.99916637,0.59183675,,-0.7820493,0.027547687,56,,15.360252,-0.9088314
0.95616716,0.1848255,0.95616716,0.4318343,0.27883404,0.686286,,-0.1265168,653.1527228355408,1140,-6.0481796,37.00759,,10.52832,3.7422413e-07,0.99916637,-0.10204082,,-0.77605003,0.019873515,57,,15.893539,-0.2835028
0.95616716,0.089024134,0.95616716,0.95560133,0.2741906,0.6909294,,-0.26739165,663.3841178417206,1160,-6.0655713,36.98404,,4.1669154,3.6143112e-07,0.99916637,-0.30612245,,-0.8071322,0.021563897,58,9.253332e-14,15.903053,-1.7570951
0.95616716,0.73749495,0.95616716,0.9555778,0.26970512,0.6954149,,-0.7869186,673.2177846431732,1180,-6.082666,36.90801,,21.980183,3.4928303e-07,0.99916637,-0.75510204,,-0.8212548,0.027547687,59,,15.912601,-0.7353754
0.95616716,1.122002,0.95616716,0.95564425,0.26536793,0.6997521,,0.9701672,683.1303813457489,1200,-6.099473,36.947636,,18.446665,3.377373e-07,0.99916637,0.9591837,,-0.82320035,0.03818524,60,,15.922073,-0.59930205
0.95616716,1.0789785,0.95616716,0.17134549,0.27403033,0.6910897,,-0.7113205,693.0739862918854,1220,-6.116002,36.423466,,29.82659,3.2675467e-07,0.99916637,-0.67346936,,-0.8150976,0.027547687,61,,16.71585,-0.34481138
0.95616716,1.2192127,0.95616716,0.9557703,0.26976126,0.69535875,,0.4995504,703.1502320766449,1240,-6.1322627,36.43619,,31.037374,3.162992e-07,0.99916637,0.5102041,,-0.8137956,0.027547687,62,,16.725197,-0.65373784
0.95616716,1.3741357,0.95616716,0.49934635,0.27287257,0.69224745,,-0.15662187,713.0156409740448,1260,-6.148263,36.40189,,84.1074,3.0633765e-07,0.99916637,-0.14285715,,-0.80759907,0.02339806,63,,17.190975,-0.44788906
0.95616716,1.003283,0.95616716,0.9548489,0.26876944,0.6963506,,-0.59671444,722.4998519420624,1280,-6.1640115,35.706333,,30.856113,2.968394e-07,0.99916637,-0.59183675,,-0.8128609,0.027547687,64,,17.201244,-1.0387145
0.95616716,1.1423814,0.95616716,0.9560528,0.26477402,0.700346,,0.3714319,732.1982622146606,1300,-6.179516,35.735126,,32.593838,2.8777617e-07,0.99916637,0.42857143,,-0.80903393,0.027547687,65,,17.210308,-0.42471233
0.95616716,1.0041596,0.95616716,0.5789386,0.26661354,0.6985065,,-0.50994074,742.04554438591,1320,-6.194783,35.14707,,27.946867,2.791217e-07,0.99916637,-0.5102041,,-0.81161726,0.027547687,66,,17.596493,-0.9628814
0.95616716,0.9438344,0.95616716,0.9561594,0.26276797,0.70235205,,0.30783007,751.5347077846527,1340,-6.209821,35.027058,,25.933964,2.708519e-07,0.99916637,0.3469388,,-0.8080423,0.027547687,67,,17.605453,-0.4440899
0.95616716,1.228647,0.95616716,0.6302453,0.26382834,0.7012917,,0.23958229,761.4262127876282,1360,-6.224636,34.752525,,31.026033,2.6294424e-07,0.99916637,0.26530612,,-0.81180525,0.027547687,68,10.750941,17.940323,-0.89352053
0.95616716,0.89358354,0.95616716,0.7013539,0.26382738,0.70129263,,-0.90975755,771.0091917514801,1380,-6.239235,34.558372,,21.296743,2.553779e-07,0.99916637,-0.9591837,,-0.80989707,0.03818524,69,,18.204094,-0.746151
0.95616716,0.9647108,0.95616716,0.95531815,0.26019853,0.7049215,,0.71991366,781.3958673477173,1400,-6.2536235,34.57526,,14.777946,2.4813352e-07,0.99916637,0.79591835,,-0.80677533,0.03818524,70,,18.213898,-0.41958913
0.95616716,1.3279301,0.95616716,0.35144067,0.26517713,0.6999429,,-0.25050935,792.6455430984497,1420,-6.2678084,34.50456,,36.25401,2.4119305e-07,0.99916637,-0.26530612,,-0.8072658,0.027547687,71,,18.827576,-0.74022466
0.95616716,1.081735,0.95616716,0.9549068,0.26163596,0.70348406,,0.18670924,803.449944972992,1440,-6.2817945,34.40901,,33.94489,2.3453978e-07,0.99916637,0.18367347,,-0.8032534,0.027547687,72,,18.837788,-0.6318725
0.95616716,0.55672383,0.95616716,0.7129923,0.26150566,0.70361435,,-0.39533535,813.0812540054321,1460,-6.295588,34.435417,,25.330118,2.2815804e-07,0.99916637,-0.42857143,,-0.8005278,0.027547687,73,,19.089912,-0.5330335
0.95616716,0.8842026,0.95616716,0.9555196,0.25810152,0.7070185,,-0.31586355,822.7915802001953,1480,-6.3091936,34.316998,,37.123295,2.2203328e-07,0.99916637,-0.3469388,,-0.8087523,0.027547687,74,7.713969,19.099518,-0.9133578
0.95616716,1.1339722,0.95616716,0.95490265,0.25479645,0.7103236,,-0.00153712,831.5127878189087,1500,-6.3226166,34.30571,,36.379265,2.1615185e-07,0.99916637,0.020408163,,-0.812054,0.027547687,75,1.4400542e-31,19.109734,-0.81577045
0.95616716,0.767596,0.95616716,0.9435271,0.25172794,0.7133921,,-0.08876929,841.0498559474945,1520,-6.3358617,33.854767,,39.38061,2.1050109e-07,0.99916637,-0.06122449,,-0.81200904,0.027547687,76,3.0457237,19.131325,-0.78811866
0.95616716,0.5485147,0.95616716,0.94694155,0.2486949,0.7164251,,0.09624498,850.9683525562286,1540,-6.3489337,33.83487,,28.513348,2.0506903e-07,0.99916637,0.10204082,,-0.81663525,0.027547687,77,1.2681117e-09,19.149506,-0.82983124
0.95616716,1.1914022,0.95616716,0.82635885,0.24728543,0.7178346,,-0.81622875,860.8685748577118,1560,-6.3618374,33.023216,,25.34996,1.9984455e-07,0.99916637,-0.79591835,,-0.82046,0.03818524,78,,19.288261,-0.60868436
0.95616716,1.1054305,0.95616716,0.9557866,0.24427336,0.72084665,,-0.14753383,870.5770947933197,1580,-6.374576,32.97726,,34.30642,1.948172e-07,0.99916637,-0.18367347,,-0.8161663,0.029890813,79,,19.2976,-0.5509877
0.95616716,0.77158135,0.95616716,0.95360345,0.24136394,0.7237561,,0.8956721,880.6136837005615,1600,-6.387155,32.86871,,19.209606,1.899772e-07,0.99916637,0.877551,,-0.8193906,0.044957362,80,,19.309116,-1.0409759
0.95616716,0.90564305,0.95616716,0.2177685,0.24761069,0.7175093,,1.0390006,890.871839761734,1620,-6.3995776,32.707203,,22.57427,1.8531539e-07,0.99916637,1.0,,-0.81939304,0.0529305,81,1.8758365,20.056465,-0.55170906
0.95616716,0.75882244,0.95616716,0.13373187,0.25473,0.71039003,,0.6932544,901.0590317249298,1640,-6.4118476,32.72669,,18.007856,1.8082306e-07,0.99916637,0.63265306,,-0.832247,0.03818524,82,1.4942187e-23,20.887856,-1.7163618
0.95616716,0.8953007,0.95616716,0.38669983,0.2586298,0.7064902,,-0.5654831,910.9217669963837,1660,-6.4239693,31.301704,,24.093273,1.7649211e-07,0.99916637,-0.63265306,,-0.83442605,0.03818524,83,,21.466278,-0.73015046
0.95616716,1.2684399,0.95616716,0.95607466,0.25565863,0.7094614,,-0.893993,921.3662738800049,1680,-6.435945,31.300323,,21.761,1.7231491e-07,0.99916637,-0.877551,,-0.8364375,0.044957362,84,7.0205647e-10,21.475327,-0.8315442
0.95616716,0.9803566,0.95616716,0.95547074,0.2527644,0.7123556,,0.5015409,932.4511964321136,1700,-6.4477797,31.311096,,27.503944,1.6828433e-07,0.99916637,0.46938777,,-0.8317218,0.03818524,85,,21.484974,-0.6128184
0.95616716,1.3094293,0.95616716,0.49802583,0.2552566,0.7098634,,0.73740613,943.2213776111603,1720,-6.4594755,31.042473,,22.007582,1.6439348e-07,0.99916637,0.71428573,,-0.8297744,0.044957362,86,0.00021423138,21.952065,-0.5650501
0.95616716,0.82478964,0.95616716,0.35023525,0.25939023,0.7057298,1.4444511e-22,-1.0579096,954.8136470317841,1740,-6.4710364,30.383522,,32.56651,1.6063603e-07,0.99916637,-1.0,,-0.8244917,0.0529305,87,,22.566948,-0.57478124
0.95616716,0.8875063,0.95616716,0.9556332,0.25655043,0.7085696,,-0.51010406,966.7538528442383,1760,-6.4824653,30.30305,,25.491089,1.5700596e-07,0.99916637,-0.46938777,,-0.84754926,0.03818524,88,,22.576439,-2.604914
0.95616716,0.97151595,0.95616716,0.9557913,0.25377268,0.71134734,,0.311351,977.8106734752655,1780,-6.493765,30.292156,,28.82304,1.5349757e-07,0.99916637,0.30612245,,-0.8468182,0.03818524,89,,22.58577,-0.59399927
0.95616716,1.1340457,0.95616716,0.62023,0.25478506,0.71033496,,-0.13673295,989.0419180393219,1800,-6.504938,30.19591,,30.359741,1.5010546e-07,0.99916637,-0.10204082,,-0.84694064,0.035191916,90,2.5918554e-29,22.930656,-0.74287695
0.95616716,0.8269702,0.95616716,0.9555896,0.25208998,0.71303004,,-0.31587973,1000.0096116065979,1820,-6.515988,29.665995,,29.925564,1.4682455e-07,0.99916637,-0.30612245,,-0.848465,0.035191916,91,0.00028875502,22.940186,-1.0060308
0.95616716,0.8585669,0.95616716,0.95556116,0.24945372,0.7156663,,0.1437721,1010.8771414756775,1840,-6.526917,29.644176,,26.850294,1.4365008e-07,0.99916637,0.14285715,,-0.84978384,0.035191916,92,2.9959124e-36,22.949738,-0.7355925
0.95616716,0.853358,0.95616716,0.91824764,0.24727547,0.71784455,,-0.6572614,1021.8298833370209,1860,-6.537728,29.459658,,23.945583,1.4057744e-07,0.99916637,-0.71428573,,-0.8510734,0.044957362,93,,22.99662,-0.7584576
0.95616716,0.85633296,0.95616716,0.95569724,0.24474514,0.7203749,,0.559582,1032.9191348552704,1880,-6.5484233,29.401516,,17.263443,1.3760231e-07,0.99916637,0.5510204,,-0.85076725,0.044957362,94,,23.006042,-0.61435634
0.95616716,0.9580462,0.95616716,0.45906258,0.24749577,0.71762425,,-0.014749944,1043.902777671814,1900,-6.5590053,29.25461,,28.975904,1.3472066e-07,0.99916637,0.06122449,,-0.8518749,0.03818524,95,2.329377e-36,23.5121,-0.7711381
0.95616716,0.94538206,0.95616716,0.93512654,0.24523008,0.71988994,,0.7440939,1054.8562519550323,1920,-6.5694766,28.784454,,11.554978,1.3192863e-07,0.99916637,0.79591835,,-0.8549389,0.057432614,96,,23.542084,-1.0232457
0.95616716,1.3203609,0.95616716,0.35496324,0.24899215,0.7161279,,-0.5567266,1065.8569362163544,1940,-6.579839,28.782318,,22.50624,1.2922246e-07,0.99916637,-0.5510204,,-0.8525641,0.044957362,97,,24.152237,-0.5361175
0.95616716,1.2107716,0.95616716,0.9559185,0.24654531,0.7185747,,-0.1755396,1081.1106173992157,1960,-6.590096,28.744534,,26.075684,1.265987e-07,0.99916637,-0.2244898,,-0.84984165,0.041433174,98,2.364269e-13,24.161446,-0.8112395
0.95616716,1.0137386,0.95616716,0.9523443,0.24418408,0.72093594,,0.42956582,1097.0374147891998,1980,-6.6002483,28.361849,,23.005156,1.2405411e-07,0.99916637,0.3877551,,-0.8475825,0.044957362,99,1.5198272e-33,24.174225,-0.74477166
0.95616716,1.1320895,0.95616716,0.545516,0.24593836,0.71918166,,0.21883366,1111.6398487091064,2000,-6.6102986,28.10547,,27.287102,1.2158542e-07,0.99916637,0.2244898,,-0.84566694,0.041433174,100,8.35011e-05,24.593834,-0.59369224
0.95616716,0.8576124,0.95616716,0.74943376,0.24563879,0.7194812,,-0.45341223,1125.5964589118958,2020,-6.620249,28.022545,,27.538221,1.1918971e-07,0.99916637,-0.3877551,,-0.8450837,0.041433174,101,,24.809517,-0.8322694
0.95616716,1.2130455,0.95616716,0.95604324,0.24331963,0.7218004,,-0.1075982,1144.7350409030914,2040,-6.630101,27.882513,,28.699883,1.1686409e-07,0.99916637,-0.020408163,,-0.84627485,0.041433174,102,3.9332592e-23,24.818604,-0.75344276
0.95616716,0.9346884,0.95616716,0.9539613,0.24106556,0.72405446,,0.93864584,1163.8983023166656,2060,-6.6398573,27.789095,,11.65765,1.14605925e-07,0.99916637,0.9183673,,-0.8456075,0.06761824,103,,24.829758,-0.88435894
0.95616716,1.0051005,0.95616716,0.20616879,0.24604523,0.7190748,7.664143e-37,-0.8028043,1182.6500442028046,2080,-6.6495194,27.407272,,15.700261,1.1241255e-07,0.99916637,-0.79591835,,-0.8438825,0.057432614,104,,25.588707,-0.5692904
0.95616716,0.872432,0.95616716,0.9559832,0.24378896,0.72133106,,0.62445194,1203.7776610851288,2100,-6.6590886,27.103426,,12.892022,1.10281555e-07,0.99916637,0.63265306,,-0.84267664,0.057432614,105,,25.59784,-0.67800975
0.95616716,1.4965992,0.95616716,0.44424063,0.24640298,0.71871704,,-0.14137775,1222.1578123569489,2120,-6.6685677,26.624186,,24.940872,1.0821059e-07,0.99916637,-0.14285715,,-0.84263706,0.048781306,106,,26.118713,-0.6834139
0.95616716,1.1153567,0.95616716,0.9542528,0.24420172,0.7209183,1.8297133e-17,-0.978387,1240.5986585617065,2140,-6.677957,26.364214,,12.150293,1.0619741e-07,0.99916637,-0.9183673,,-0.8397726,0.06761824,107,3.1575744e-28,26.129585,-0.92204285
0.95616716,0.98804617,0.95616716,0.95550627,0.2420296,0.7230904,,-0.68780226,1259.7023470401764,2160,-6.6872597,26.103354,,15.305732,1.04239895e-07,0.99916637,-0.63265306,,-0.8373101,0.057432614,108,1.7935268e-07,26.139198,-0.6469911
0.95616716,0.9894187,0.95616716,0.9558944,0.2398938,0.7252262,,0.5140742,1275.3007583618164,2180,-6.6964765,25.941822,,16.368904,1.0233602e-07,0.99916637,0.46938777,,-0.8361644,0.057432614,109,,26.148422,-0.6621288
