LQGmu1_higher,Delta,ReturnMax,Regret/t,IWMean,DenMISEMeanLog,ReturnMin,IWFirstEpisode,DenMISELogFirst,Iteration,ReturnAbsMax,LQGmu1_actor,ReturnStepMax,TimeElapsed,IWMax,ReturnMean,ReturnLastEpisode,LQGsigma_higher,Regret,Bound,TimestepsSoFar,IWLastEpisode,DenMISELogLast,IWMin
-0.18367347,6.338433e-10,0.9558748,0.15801668,1.031292,-0.78321916,,7.730206e-30,-0.3230413,1385,0.9558748,-0.17446393,0.99888766,21477.140491485596,11.248407,0.80710334,0.9555715,0.062317666,218.85315,2.1363285,27700,0.014501989,-0.21239163,
-0.18367347,6.3292904e-10,0.9558748,0.15791029,1.0057502,-0.7829953,,,-0.32376304,1386,0.9558748,-0.16502176,0.99888766,21488.152771234512,37.550373,0.80720973,0.954572,0.01831564,218.86365,2.1430042,27720,31.707409,-0.5019047,
-0.26530612,6.320167e-10,0.9558748,0.15780604,0.9885339,-0.7827359,,0.37704653,-0.3244843,1387,0.9558748,0.46861112,0.99888766,21499.96451663971,1.9892691,0.807314,0.95186657,0.40740025,218.87695,2.133915,27740,1.446646,-0.42052367,
0.46938777,6.3110633e-10,0.9558748,0.15803158,0.95857394,-0.78300005,,,-0.3249332,1388,0.9558748,0.42661294,0.99888766,21511.776413202286,14.553856,0.80708843,0.4942385,0.08638168,219.34778,2.1328723,27760,14.409016,-1.1378534,
-0.18367347,6.30198e-10,0.9558748,0.15823454,1.0307907,-0.783308,,,-0.3256534,1389,0.9558748,-0.17836203,0.99888766,21523.752952337265,24.357014,0.8068855,0.5251693,0.027547687,219.78784,2.1313198,27780,,-1.1660589,
-0.8367347,6.2929156e-10,0.9558748,0.15812778,0.992168,-0.78307295,,0.29195178,-0.32637307,1390,0.9558748,-0.83615464,0.99888766,21535.22130560875,25.543507,0.80699223,0.9554221,0.027547687,219.7976,2.1303625,27800,,-0.48173234,
-0.5102041,6.28387e-10,0.9558748,0.15802115,0.97394663,-0.782916,,,-0.32688224,1391,0.9558748,-0.5092054,0.99888766,21546.816633224487,39.126297,0.80709887,0.9553023,0.01831564,219.80737,2.1303873,27820,,-0.55111086,
-0.8367347,6.274845e-10,0.9558748,0.157915,1.0085673,-0.7827794,,2.0590823,-0.32760087,1392,0.9558748,-0.8238183,0.99888766,21558.50414443016,16.731428,0.807205,0.95483464,0.041433174,219.81763,2.1292877,27840,4.5309863e-13,-0.5571235,
-1.0,6.265839e-10,0.9558748,0.15780848,0.88941824,-0.7826097,,1.6766201,-0.32684088,1393,0.9558748,-0.79569614,0.99888766,21570.107832193375,32.529713,0.80731153,0.95547616,0.31890655,219.82727,2.1287093,27860,1.8641629,-0.5514969,
-0.79591835,6.256853e-10,0.9558748,0.15770221,1.0080254,-0.78247684,,0.0013088036,-0.3263556,1394,0.9558748,-0.76926774,0.99888766,21581.84946846962,23.497318,0.8074178,0.9554351,0.027547687,219.83691,2.1351638,27880,23.497318,-0.48402077,
-0.79591835,6.2478855e-10,0.9558748,0.15759611,0.9832539,-0.7822738,,0.76820993,-0.3270718,1395,0.9558748,-0.7378684,0.99888766,21593.630324602127,12.098772,0.8075239,0.9555224,0.0529305,219.84656,2.1317978,27900,10.96155,-0.50131375,
0.10204082,6.2389377e-10,0.9558748,0.15749025,0.978244,-0.78220016,,0.15645155,-0.32723784,1396,0.9558748,0.7106626,0.99888766,21605.2366168499,5.074102,0.80762976,0.9553177,0.5204501,219.85632,2.128633,27920,0.40333167,-0.6600779,
-0.30612245,6.230009e-10,0.9558748,0.15781784,0.9373586,-0.7825785,,,-0.32784185,1397,0.9558748,-0.34961516,0.99888766,21617.18497824669,29.120338,0.8073022,0.34989473,0.027547687,220.47156,2.1254396,27940,,-1.2887298,
-0.3469388,6.2211e-10,0.9558748,0.15771258,0.97698504,-0.7824625,,,-0.3285574,1398,0.9558748,-0.3523594,0.99888766,21629.16872882843,38.951817,0.80740744,0.95444095,0.01831564,220.48218,2.1362703,27960,37.431286,-0.5521216,
-0.3877551,6.2122085e-10,0.9558748,0.1576072,1.1470789,-0.78228784,,,-0.32927245,1399,0.9558748,-0.4022083,0.99888766,21641.143911600113,17.435242,0.8075128,0.95481837,0.027547687,220.49243,2.1305773,27980,10.513448,-0.505225,
-0.3877551,6.2033373e-10,0.9558748,0.15750164,1.0948222,-0.7817682,,5.188396e-35,-0.329987,1400,0.9558748,-0.3822584,0.99888766,21652.970291614532,12.057832,0.8076184,0.95540595,0.041433174,220.5022,2.1289492,28000,11.031717,-0.19688138,
-0.67346936,6.194485e-10,0.9558748,0.15739655,1.1627901,-0.7812777,,1.3631829e-37,-0.33070102,1401,0.9558748,-0.6723185,0.99888766,21664.67826795578,27.994736,0.80772346,0.95485467,0.01831564,220.51257,2.1247637,28020,,-0.18616839,
-0.75510204,6.1856514e-10,0.9558748,0.157291,0.9773872,-0.7807723,,0.66647315,-0.33141455,1402,0.9558748,-0.9144956,0.99888766,21676.252843379974,10.7172365,0.807829,0.9556398,0.07336965,220.52197,2.1240077,28040,3.6093063,-0.226748,
-0.020408163,6.176837e-10,0.9558748,0.15718597,1.0247233,-0.78046745,,,-0.3316523,1403,0.9558748,-0.03577699,0.99888766,21687.896162986755,36.644524,0.80793405,0.9552029,0.01831564,220.53186,2.123901,28060,,-0.3286742,
-0.10204082,6.168041e-10,0.9558748,0.15708274,1.0085187,-0.78029484,,,-0.3323648,1404,0.9558748,-0.117889024,0.99888766,21699.684082508087,13.0174265,0.8080373,0.9528044,0.0529305,220.54419,2.1236503,28080,5.9846973,-0.5529986,
-0.10204082,6.159264e-10,0.9558748,0.1569789,1.0021195,-0.78002703,,1.2491007e-22,-0.3330768,1405,0.9558748,-0.05813916,0.99888766,21711.411822080612,8.942545,0.8081411,0.9539082,0.079610266,220.55542,2.123066,28100,7.401744,-0.40985686,
-0.71428573,6.1505057e-10,0.9558748,0.15687823,0.91280943,-0.77992564,,0.5457091,-0.3337883,1406,0.9558748,-2.9364405,0.99888766,21722.975114107132,34.422604,0.8082418,0.9497884,1.0,220.5708,2.1224601,28120,0.6087332,-0.63782746,
-0.5102041,6.1417654e-10,0.9558748,0.15717179,0.9799159,-0.78436637,,,-0.33411124,1407,0.9558748,-0.48803064,0.99888766,21734.75864815712,38.430885,0.80794823,0.39514253,0.01831564,221.14062,2.1212265,28140,,-6.938821,
-0.42857143,6.133045e-10,0.9558748,0.15706706,1.0895032,-0.78424937,,9.3294604e-30,-0.3348217,1408,0.9558748,-0.3874029,0.99888766,21746.488674640656,13.808985,0.80805296,0.955445,0.041433174,221.15051,2.1223075,28160,6.2048454,-0.5902985,
-0.3877551,6.124342e-10,0.9558748,0.15696257,1.2126992,-0.7837465,,,-0.33553168,1409,0.9558748,-0.34201318,0.99888766,21758.307246923447,25.61787,0.80815744,0.9552284,0.01831564,221.16028,2.127262,28180,25.596369,-0.16157389,
-0.3469388,6.1156585e-10,0.9558748,0.15685838,0.99469316,-0.7834542,,,-0.33624116,1410,0.9558748,-0.38802758,0.99888766,21769.983261823654,37.61936,0.80826163,0.9551277,0.01831564,221.17029,2.130038,28200,37.38284,-0.5763119,
0.79591835,6.1069927e-10,0.9558748,0.15675467,1.0221006,-0.7830098,,,-0.33695012,1411,0.9558748,0.7393298,0.99888766,21781.845567703247,18.501158,0.80836535,0.95463836,0.08638168,221.18079,2.1203146,28220,,-0.14187633,
0.06122449,6.098347e-10,0.9558748,0.15709531,1.0224004,-0.7833665,,,-0.33765858,1412,0.9558748,0.07853269,0.99888766,21793.474653720856,39.365536,0.8080247,0.32733628,0.01831564,221.8186,2.1196454,28240,,-1.304168,
0.63265306,6.089718e-10,0.9558748,0.15702766,0.9651162,-0.78325987,,,-0.33836657,1413,0.9558748,0.72353077,0.99888766,21805.141986370087,18.906849,0.80809236,0.9036153,0.08638168,221.88013,2.118854,28260,1.02096855e-08,-0.6447941,
-1.0,6.0811084e-10,0.9558748,0.15735728,1.0116736,-0.7836434,,0.21398701,-0.33907402,1414,0.9558748,-0.9985292,0.99888766,21817.017396211624,25.40872,0.80776274,0.34197277,0.027547687,222.50317,2.1188922,28280,,-1.2872521,
-0.42857143,6.072516e-10,0.9558748,0.15725344,1.0481046,-0.78340983,,4.1867703e-13,-0.33962965,1415,0.9558748,-0.36095276,0.99888766,21828.93696308136,9.7222805,0.8078666,0.9547451,0.062317666,222.51355,2.1186807,28300,6.9313633e-18,-0.45766583,
-0.3469388,6.063942e-10,0.9558748,0.1571492,0.9853085,-0.78309995,,,-0.3403361,1416,0.9558748,-0.35798088,0.99888766,21841.058091163635,24.75879,0.8079708,0.955496,0.027547687,222.52332,2.1205888,28320,18.806408,-0.39069572,
-0.3469388,6.0553856e-10,0.9558748,0.15704525,1.0118978,-0.782848,,,-0.3410421,1417,0.9558748,-0.3970565,0.99888766,21853.390893936157,16.708765,0.8080748,0.95523757,0.041433174,222.53308,2.121049,28340,13.946005,-0.40597042,
-0.3877551,6.0468486e-10,0.9558748,0.15694153,1.2242197,-0.78239256,,,-0.34174755,1418,0.9558748,-0.36571425,0.99888766,21865.579578876495,24.9429,0.8081785,0.95519793,0.01831564,222.54309,2.1244063,28360,22.145823,-0.14553761,
0.06122449,6.038329e-10,0.9558748,0.1568377,0.98630077,-0.78190833,,,-0.34245253,1419,0.9558748,0.12650855,0.99888766,21877.73366856575,25.590809,0.8082823,0.9554728,0.027547687,222.55261,2.1182313,28380,,-0.311564,
-0.877551,6.0298266e-10,0.9558748,0.15686136,1.0203749,-0.7819756,,7.394535,-0.343157,1420,0.9558748,-0.89732915,0.99888766,21889.686838150024,10.014046,0.80825865,0.77465504,0.062317666,222.74316,2.117686,28400,,-0.8571752,
-0.3469388,6.021343e-10,0.9558748,0.15675789,1.022417,-0.78167254,,6.1829228e-18,-0.33866706,1421,0.9558748,-0.4657253,0.99888766,21901.947031021118,11.523926,0.8083621,0.9552467,0.062317666,222.75293,2.1176853,28420,1.0674583e-16,-0.3695683,
-0.06122449,6.0128774e-10,0.9558748,0.15665424,0.9283026,-0.78149825,,,-0.33937055,1422,0.9558748,-0.06031078,0.99888766,21913.73675751686,41.76828,0.8084658,0.9557923,0.01831564,222.76233,2.117611,28440,,-0.55407256,
-0.06122449,6.004429e-10,0.9558748,0.15656275,0.9588063,-0.7814432,,,-0.34007353,1423,0.9558748,-0.0642551,0.99888766,21925.62460207939,26.997368,0.8085573,0.93872,0.027547687,222.78882,2.1165946,28460,26.970703,-0.622403,
0.9183673,5.9959987e-10,0.9558748,0.15646583,0.9545545,-0.7813529,,2.0174178e-19,-0.34077603,1424,0.9558748,0.9754216,0.99888766,21937.51451587677,46.454166,0.8086542,0.94647986,0.19541045,222.80737,2.116209,28480,1.2091561e-05,-0.60621524,
-0.67346936,5.9875865e-10,0.9558748,0.15692425,1.0792367,-0.78194815,,2.2786107e-16,-0.34147802,1425,0.9558748,-0.66857916,0.99888766,21949.807410001755,18.781666,0.80819577,0.15543051,0.027547687,223.61707,2.1155095,28500,,-1.5801288,
0.14285715,5.9791916e-10,0.9558748,0.15682107,1.0089799,-0.7815082,,,-0.34217954,1426,0.9558748,0.114230886,0.99888766,21961.84243965149,51.09397,0.80829895,0.9552339,0.01831564,223.62683,2.1144629,28520,,-0.2281879,
0.10204082,5.9708144e-10,0.9558748,0.15684605,0.98162144,-0.7815313,,,-0.34288055,1427,0.9558748,0.09007673,0.99888766,21973.909365415573,46.537926,0.808274,0.7728085,0.01831564,223.81934,2.1249943,28540,39.273476,-0.81096977,
0.10204082,5.9624544e-10,0.9558748,0.15682924,0.9654801,-0.7814847,,,-0.34358108,1428,0.9558748,0.10566429,0.99888766,21986.190578699112,30.158678,0.8082908,0.83228385,0.027547687,223.95215,2.1256216,28560,26.15602,-0.68549126,
0.06122449,5.954113e-10,0.9558748,0.15676272,0.9538391,-0.7814719,,,-0.3442811,1429,0.9558748,0.0675311,0.99888766,21998.530420303345,16.976377,0.8083573,0.9032692,0.041433174,224.01392,2.1173487,28580,11.15186,-0.72206986,
-0.020408163,5.9457883e-10,0.9558748,0.15667248,0.9723633,-0.78134376,,8.222245e-20,-0.34498066,1430,0.9558748,-0.01188276,0.99888766,22010.40429997444,8.375829,0.80844754,0.93734133,0.09372906,224.04163,2.1146154,28600,4.7393265,-0.54762274,
0.30612245,5.937481e-10,0.9558748,0.15657866,1.247395,-0.78119045,,,-0.34567973,1431,0.9558748,0.2657438,0.99888766,22022.479101657867,52.802296,0.80854136,0.9428457,0.01831564,224.06409,2.1144536,28620,,-0.5330988,
0.26530612,5.9291916e-10,0.9558748,0.15671396,1.1119719,-0.7811602,,,-0.3463783,1432,0.9558748,0.27251697,0.99888766,22034.342321157455,57.724747,0.80840605,0.614746,0.01831564,224.41443,2.1227403,28640,57.346394,-0.968334,
1.0,5.9209193e-10,0.9558748,0.1568399,0.8370947,-0.78118217,,0.089900985,-0.34707636,1433,0.9558748,1.1850407,0.99888766,22045.884301424026,89.81763,0.8082801,0.6278857,1.0,224.75159,2.1144125,28660,0.7595255,-0.90849286,
-0.30612245,5.912664e-10,0.9558748,0.15732813,1.0115178,-0.78354347,,1.1422927e-06,-0.34771124,1434,0.9558748,-0.48117602,0.99888766,22057.328282117844,7.1061645,0.8077919,0.10815879,0.11035183,225.60852,2.1131468,28680,4.4054615e-38,-3.9974616,
-0.46938777,5.9044264e-10,0.9558748,0.15722525,0.98859346,-0.78340846,,,-0.34840834,1435,0.9558748,-0.46779734,0.99888766,22068.449352025986,38.721027,0.80789477,0.9554462,0.01831564,225.61829,2.1264427,28700,32.27597,-0.6003826,
-0.46938777,5.896206e-10,0.9558748,0.15712261,1.0150598,-0.7832548,,,-0.34910497,1436,0.9558748,-0.47166926,0.99888766,22080.28584933281,25.134556,0.8079974,0.9553344,0.027547687,225.62805,2.1215773,28720,24.8872,-0.5431222,
-0.46938777,5.8880023e-10,0.9558748,0.15702015,1.0092661,-0.7830781,,,-0.3498011,1437,0.9558748,-0.4610761,0.99888766,22092.347570180893,37.106724,0.80809987,0.9552515,0.01831564,225.63794,2.1215792,28740,37.033226,-0.53851235,
-0.46938777,5.8798155e-10,0.9558748,0.15691775,1.0212675,-0.7828688,,3.2340173e-15,-0.35049674,1438,0.9558748,-0.4810112,0.99888766,22104.17137002945,12.682688,0.80820227,0.95517826,0.0529305,225.6477,2.1162858,28760,12.06637,-0.48291454,
-0.46938777,5.8716465e-10,0.9558748,0.15681553,1.0269612,-0.78268313,,,-0.3511919,1439,0.9558748,-0.4327492,0.99888766,22116.02702832222,35.909256,0.8083045,0.95542926,0.01831564,225.6576,2.119751,28780,30.378769,-0.53405297,
-0.9183673,5.8634947e-10,0.9558748,0.15671355,1.1086447,-0.7823483,,30.863699,-0.3518866,1440,0.9558748,-0.9306765,0.99888766,22127.961428403854,31.0508,0.8084065,0.955176,0.01831564,225.66748,2.11318,28800,,-0.31922874,
-1.0,5.855359e-10,0.9558748,0.15661168,0.99272853,-0.78202724,,1.791557,-0.33137414,1441,0.9558748,-0.9482096,0.99888766,22139.90704846382,25.649376,0.80850834,0.9551393,0.041433174,225.67737,2.113711,28820,3.6144538,-0.4199038,
-0.9183673,5.8472405e-10,0.9558748,0.15651017,0.9985738,-0.78189784,,6.4283314,-0.33082536,1442,0.9558748,-1.0435508,0.99888766,22151.781254529953,8.098798,0.80860984,0.954941,0.08638168,225.68774,2.1139514,28840,7.794894,-0.5831025,
-1.0,5.839139e-10,0.9558748,0.15640885,0.8980731,-0.7824039,,3.631136,-0.32707056,1443,0.9558748,-0.9815621,0.99888766,22163.55353116989,29.922033,0.8087112,0.9547018,0.11973804,225.698,2.1155298,28860,14.103004,-1.5090227,
-0.46938777,5.831055e-10,0.9558748,0.15630758,1.0076265,-0.7822947,,9.520418e-06,-0.32525012,1444,0.9558748,-0.43408918,0.99888766,22175.499718904495,7.7025456,0.80881244,0.95504457,0.08638168,225.70813,2.1132038,28880,1.8051836e-07,-0.5202348,
-1.0,5.8229865e-10,0.9558748,0.15620643,0.9339349,-0.7819747,,0.55076236,-0.3259424,1445,0.9558748,0.30261254,0.99888766,22187.413999557495,64.81289,0.8089136,0.9549808,1.0,225.71826,2.1119816,28900,0.47103876,-0.32625115,
0.26530612,5.814935e-10,0.9558748,0.15635759,1.0682468,-0.78207016,,,-0.32625312,1446,0.9558748,0.28075016,0.99888766,22199.38251066208,37.527298,0.80876243,0.59034616,0.027547687,226.09314,2.113616,28920,13.528984,-0.8489313,
-0.67346936,5.806901e-10,0.9558748,0.15647465,1.1639906,-0.78209865,,1.3580652e-37,-0.32694444,1447,0.9558748,-0.7128503,0.99888766,22211.232404708862,27.874846,0.80864537,0.6394374,0.01831564,226.41882,2.109427,28940,,-0.8816739,
-0.06122449,5.7988836e-10,0.9558748,0.15637308,0.98703283,-0.781979,,1.6268256e-09,-0.3276353,1448,0.9558748,0.17948383,0.99888766,22223.187966823578,5.6889496,0.80874693,0.9556721,0.12992261,226.42822,2.1094615,28960,2.2748585e-05,-0.764692,
0.18367347,5.7908817e-10,0.9558748,0.15645415,1.1975394,-0.78197837,,,-0.32832566,1449,0.9558748,0.18172553,0.99888766,22235.006264448166,47.369217,0.8086659,0.6911949,0.01831564,226.70203,2.123335,28980,45.691967,-0.76702356,
0.30612245,5.782897e-10,0.9558748,0.15655261,1.0852532,-0.7818224,,,-0.32901555,1450,0.9558748,0.3483013,0.99888766,22246.964462518692,23.948563,0.8085674,0.66593724,0.041433174,227.00134,2.1090307,29000,0.22236139,-0.73886925,
0.3469388,5.774929e-10,0.9558748,0.15672487,0.8746366,-0.7820618,,,-0.32970497,1451,0.9558748,0.31408587,0.99888766,22259.000410318375,72.69489,0.80839515,0.55858177,0.01831564,227.40784,2.1092937,29020,72.69489,-1.2079765,
-0.71428573,5.7669775e-10,0.9558748,0.15687889,0.8284492,-0.78222185,,8.2672265e-26,-0.3303939,1452,0.9558748,-0.7146273,0.99888766,22270.913947105408,47.539867,0.8082411,0.5847263,0.01831564,227.78809,2.108681,29040,,-0.87541944,
-0.79591835,5.759042e-10,0.9558748,0.15677762,0.98728013,-0.7823215,,2.6931968,-0.33108237,1453,0.9558748,-1.0062637,0.99888766,22282.82375216484,6.6609406,0.8083424,0.9554136,0.10170138,227.79785,2.1095471,29060,6.020568,-0.7478547,
-1.0,5.7511235e-10,0.9558748,0.15667671,1.0718943,-0.7821559,,0.0010173656,-0.32991853,1454,0.9558748,-0.99637604,0.99888766,22294.652357578278,35.132114,0.8084433,0.9551725,0.01831564,227.80798,2.1191635,29080,34.813683,-0.5274269,
-1.0,5.7432203e-10,0.9558748,0.15657628,1.0743821,-0.7818766,,0.0010180649,-0.33060536,1455,0.9558748,-1.0067626,0.99888766,22306.50194954872,34.326855,0.80854374,0.9546118,0.01831564,227.81848,2.1106582,29100,33.094845,-0.4378907,
-1.0,5.735334e-10,0.9558748,0.15647554,1.0348667,-0.7816309,,0.21232815,-0.3312917,1456,0.9558748,-0.95513856,0.99888766,22318.400861501694,24.23349,0.8086445,0.95514625,0.027547687,227.82837,2.1105187,29120,22.908207,-0.4887292,
-0.9591837,5.727464e-10,0.9558748,0.15637511,0.9461953,-0.7814904,,2.10338,-0.33183247,1457,0.9558748,-0.95513505,0.99888766,22330.24956512451,39.945953,0.8087449,0.9549231,0.01831564,227.8385,2.1095028,29140,38.93476,-0.6052148,
-0.9591837,5.7196103e-10,0.9558748,0.15627468,0.9870589,-0.78139436,,6.1964846,-0.331076,1458,0.9558748,-0.9527221,0.99888766,22342.31312227249,25.892984,0.80884534,0.95522594,0.027547687,227.84851,2.1071706,29160,25.57517,-0.5795235,
0.18367347,5.711772e-10,0.9558748,0.15617472,1.1992141,-0.7812537,,,-0.32752064,1459,0.9558748,0.18246171,0.99888766,22354.09647846222,46.17774,0.8089453,0.95476377,0.01831564,227.85889,2.1062307,29180,,-0.5579843,
-0.42857143,5.7039506e-10,0.9558748,0.15624565,1.007664,-0.7810823,,0.0011324591,-0.3282058,1460,0.9558748,-0.5546398,0.99888766,22366.198613882065,5.1036544,0.80887437,0.7052993,0.11973804,228.11865,2.105413,29200,1.5096963e-05,-0.7161994,
0.18367347,5.696145e-10,0.9558748,0.15614527,1.106617,-0.78104764,,,-0.32888973,1461,0.9558748,0.2065726,0.99888766,22378.242157697678,30.128248,0.80897474,0.95549524,0.027547687,228.1283,2.1053047,29220,,-0.73698545,
-0.9591837,5.6883553e-10,0.9558748,0.15626436,1.0188934,-0.78110236,,7.9461718,-0.32957396,1462,0.9558748,-0.9459539,0.99888766,22390.622836589813,16.96875,0.80885565,0.6349209,0.041433174,228.4585,2.1032982,29240,,-0.9588905,
-0.9591837,5.6805816e-10,0.9558748,0.15616429,0.97615576,-0.78091466,,2.088718,-0.3248373,1463,0.9558748,-0.9498895,0.99888766,22403.16735482216,37.918774,0.8089557,0.9552917,0.01831564,228.46838,2.1040802,29260,28.280611,-0.5219893,
-0.67346936,5.672824e-10,0.9558748,0.15606469,1.0167321,-0.78075755,,4.2744566e-07,-0.3240939,1464,0.9558748,-0.7154827,0.99888766,22415.572338104248,14.0852585,0.8090553,0.95476097,0.041433174,228.47864,2.1033394,29280,3.5000334e-09,-0.5190186,
-0.71428573,5.6650823e-10,0.9558748,0.15596467,0.8660974,-0.7807261,,8.220903e-26,-0.32477674,1465,0.9558748,-0.7565905,0.99888766,22427.616878032684,45.914406,0.80915534,0.9554665,0.01831564,228.48828,2.1164954,29300,45.914406,-0.74785286,
-0.8367347,5.657356e-10,0.9558748,0.15586495,0.9773532,-0.7806563,,3.3339708,-0.3254591,1466,0.9558748,-0.70996445,0.99888766,22439.75348520279,6.136317,0.80925506,0.9554993,0.14097345,228.49805,2.1038527,29320,4.117992,-0.53671986,
-0.71428573,5.649647e-10,0.9558748,0.15576541,0.93185097,-0.780602,,3.6199252e-11,-0.32386938,1467,0.9558748,-0.70043856,0.99888766,22451.92987370491,29.680252,0.8093546,0.95530504,0.027547687,228.50781,2.110897,29340,28.158678,-0.6772607,
0.3877551,5.6419525e-10,0.9558748,0.15566611,0.8831708,-0.7804936,,,-0.3245508,1468,0.9558748,0.35459217,0.99888766,22463.982845544815,75.06426,0.8094539,0.9550902,0.01831564,228.51782,2.103232,29360,,-0.5482489,
0.3469388,5.634274e-10,0.9558748,0.15583986,0.94798917,-0.78086793,,,-0.3252318,1469,0.9558748,0.33749437,0.99888766,22476.239425182343,46.556484,0.80928016,0.55421627,0.027547687,228.92883,2.111858,29380,46.13424,-1.19725,
0.3469388,5.6266103e-10,0.9558748,0.15600675,0.98828506,-0.7811095,,,-0.32591227,1470,0.9558748,0.31086794,0.99888766,22488.355722665787,30.40732,0.80911326,0.5638574,0.041433174,229.32996,2.1069741,29400,27.483301,-1.0748228,
0.2244898,5.618963e-10,0.9558748,0.15617043,1.0125397,-0.78116554,,,-0.32659233,1471,0.9558748,0.2037841,0.99888766,22500.34728384018,23.800919,0.8089496,0.5683675,0.0529305,229.72668,2.1027312,29420,4.637555,-0.8459253,
-0.18367347,5.6113314e-10,0.9558748,0.15626407,0.9973369,-0.781249,,,-0.3272719,1472,0.9558748,-0.1777964,0.99888766,22512.340700864792,37.56907,0.80885595,0.67109466,0.01831564,230.02063,2.1025965,29440,,-0.91255164,
-0.18367347,5.603715e-10,0.9558748,0.15616494,1.0237259,-0.7810648,,,-0.327951,1473,0.9558748,-0.122216225,0.99888766,22524.30694246292,24.409351,0.8089551,0.95481974,0.027547687,230.031,2.101735,29460,23.320839,-0.49920666,
-0.14285715,5.596114e-10,0.9558748,0.15606606,1.1316723,-0.7808057,,,-0.32862967,1474,0.9558748,-0.1287007,0.99888766,22536.582814216614,29.951931,0.80905396,0.9547661,0.01831564,230.04138,2.1048236,29480,17.520876,-0.41734663,
-0.14285715,5.5885285e-10,0.9558748,0.15596879,1.0914412,-0.7804366,,,-0.32930788,1475,0.9558748,-0.10765778,0.99888766,22548.953143119812,19.530838,0.80915123,0.9525259,0.027547687,230.05396,2.1028528,29500,18.188894,-0.35995394,
-0.10204082,5.5809585e-10,0.9558748,0.15587157,1.017113,-0.78017235,,,-0.32998562,1476,0.9558748,-0.13721842,0.99888766,22561.254694461823,24.190172,0.80924845,0.9525982,0.027547687,230.0664,2.1023064,29520,22.845276,-0.47663382,
-0.71428573,5.573404e-10,0.9558748,0.15577376,0.9800917,-0.77983457,,0.006919287,-0.33066288,1477,0.9558748,-0.7858901,0.99888766,22573.77551984787,15.335582,0.80934626,0.9538001,0.0529305,230.07788,2.1016078,29540,1.5631808e-25,-0.29297587,
0.9591837,5.565865e-10,0.9558748,0.15567541,0.9265792,-0.7796638,,,-0.331335,1478,0.9558748,0.984321,0.99888766,22586.28687644005,73.00273,0.8094446,0.9547105,0.027547687,230.08826,2.1016524,29560,,-0.5051435,
-1.0,5.5583405e-10,0.9558748,0.15612781,0.88561994,-0.78025794,,2.7754369,-0.33201137,1479,0.9558748,-1.1483302,0.99888766,22598.741763830185,32.15152,0.8089922,0.14034204,0.1800923,230.91296,2.1010413,29580,4.6219875e-26,-1.5703411,
-0.75510204,5.550832e-10,0.9558748,0.15602976,0.93177193,-0.78180164,,1.1749746,-0.33081248,1480,0.9558748,-0.89827925,0.99888766,22610.947930336,17.244019,0.80909026,0.9541001,0.44205254,230.92407,2.103495,29600,11.587181,-2.9481616,
-0.9183673,5.5433386e-10,0.9558748,0.15593117,1.0872353,-0.7815747,,20.127842,-0.33069435,1481,0.9558748,-0.96306145,0.99888766,22623.41281247139,20.259085,0.80918884,0.95511985,0.027547687,230.93408,2.1031895,29620,16.178108,-0.37663504,
-0.9591837,5.5358595e-10,0.9558748,0.15583271,0.9937656,-0.78135,,2.0742161,-0.31787014,1482,0.9558748,-0.95090914,0.99888766,22636.064795732498,37.03393,0.8092873,0.955062,0.01831564,230.94409,2.1015282,29640,36.210625,-0.53070366,
-0.9591837,5.528397e-10,0.9558748,0.15573442,1.0093368,-0.78116924,,6.1107664,-0.31714606,1483,0.9558748,-0.9333233,0.99888766,22648.44614505768,24.061981,0.8093856,0.9549882,0.027547687,230.9541,2.0984936,29660,22.7964,-0.49881607,
0.14285715,5.5209487e-10,0.9558748,0.15563607,0.99081427,-0.78090453,,4.622521e-09,-0.31370807,1484,0.9558748,-0.06183566,0.99888766,22660.66113948822,6.628925,0.80948395,0.95539206,0.16597496,230.96399,2.0983446,29680,2.6421754e-09,-0.39244065,
-0.06122449,5.513516e-10,0.9558748,0.15553951,0.9634795,-0.7808089,,,-0.3143817,1485,0.9558748,-0.08910645,0.99888766,22672.89468073845,40.836433,0.8095805,0.9527561,0.01831564,230.9762,2.113262,29700,40.820023,-0.6286681,
-0.10204082,5.506097e-10,0.9558748,0.15544325,1.0274267,-0.7806886,,,-0.31505486,1486,0.9558748,-0.081955515,0.99888766,22685.262766122818,16.072681,0.80967677,0.95279425,0.041433174,230.98865,2.1035671,29720,16.002708,-0.5567495,
-0.06122449,5.498694e-10,0.9558748,0.15534604,0.97651047,-0.78053606,,,-0.3157276,1487,0.9558748,-0.057082765,0.99888766,22697.56306052208,26.269444,0.809774,0.9541295,0.027547687,230.99951,2.101368,29740,19.44283,-0.57774615,
-0.06122449,5.4913063e-10,0.9558748,0.15525341,0.9898119,-0.78041995,,,-0.31639984,1488,0.9558748,-0.12438613,0.99888766,22710.094954013824,17.174213,0.8098666,0.94766265,0.041433174,231.01709,2.1007633,29760,17.093498,-0.57895947,
-0.5510204,5.483933e-10,0.9558748,0.15515995,0.866027,-0.78015053,,,-0.31707168,1489,0.9558748,-0.55008125,0.99888766,22722.606506109238,46.060524,0.80996007,0.9490497,0.01831564,231.0332,2.0985153,29780,,-0.36558524,
