DenMISELogLast,IWLastEpisode,LQGmu1_actor,ReturnAbsMax,DenMISELogFirst,ReturnMax,ReturnLastEpisode,LQGmu1_higher,Delta,IWFirstEpisode,ReturnMean,LQGsigma_higher,Regret,IWMean,TimeElapsed,IWMax,Bound,Regret/t,ReturnMin,Iteration,ReturnStepMax,IWMin,DenMISEMeanLog,TimestepsSoFar
-0.15040143,,0.525162,0.9176048,-5.383271,0.9176048,0.9176048,0.5102041,4.207108e-06,,0.4580881,0.01831564,8.619542,0.0002699365,186.90743350982666,0.0045889206,38.47755,0.5070319,,17,0.96241605,,-0.072384275,340
-0.1201687,4.1349335e-16,0.68584085,0.9176048,-5.4404297,0.9176048,0.35081264,0.71428573,3.7526365e-06,,0.45212835,0.021563897,9.23385,0.4729245,198.50264644622803,7.983296,37.946,0.51299167,,18,0.96241605,,-0.1290069,360
0.2902915,,-0.6522921,0.9176048,-5.494497,0.9176048,0.25835565,-0.63265306,3.3680174e-06,,0.44192976,0.01831564,9.940615,0.0028395727,209.97673869132996,0.05395188,37.97338,0.52319026,,19,0.96241605,,-0.1373109,380
-0.45636964,,0.45595512,0.9190824,-5.54579,0.9190824,0.9190824,0.42857143,3.0396352e-06,,0.4657874,0.01831564,9.986652,1.2468222e-06,221.54828429222107,2.4936444e-05,38.145084,0.4993326,,20,0.9638189,,-0.20185068,400
-0.9985841,,0.91904646,0.9190824,-5.59458,0.9190824,0.38307574,0.9183673,2.7570386e-06,,0.46184877,0.027547687,10.568697,0.7017004,233.17185974121094,10.626632,37.591366,0.5032712,,21,0.9638189,,-0.28625712,420
0.6667499,,-0.5872548,0.9190824,-5.6411004,0.9190824,0.08051977,-0.5510204,2.5120953e-06,,0.44451562,0.01831564,11.453298,3.949187e-07,244.84232902526855,8.688211e-06,37.707096,0.5206044,,22,0.9638189,,-0.26039383,440
-1.6445818,93.67244,-0.5873772,0.91960174,-5.685552,0.91960174,0.91960174,-0.59183675,2.2984013e-06,,0.46517158,0.021563897,11.498814,4.101404,256.46561217308044,93.67244,38.637295,0.49994844,,23,0.96430117,,-0.363095,460
-0.063360445,,0.339023,0.91960174,-5.7281117,0.91960174,0.91816044,0.3469388,2.110858e-06,,0.48404607,0.01831564,11.545774,5.709427e-08,268.00088930130005,1.3702625e-06,37.94735,0.48107395,,24,0.96430117,,-0.3225523,480
-0.21310395,,0.6739897,0.91960174,-5.768934,0.91960174,0.42724547,0.63265306,1.9453666e-06,,0.48177406,0.021563897,12.083649,0.14543705,279.6223289966583,1.9064283,37.75433,0.48334596,,25,0.96430117,,-0.35736343,500
0.08280043,,-0.4861469,0.91960174,-5.8081546,0.91960174,0.26601303,-0.46938777,1.7986008e-06,,0.47347552,0.01831564,12.782757,1.9246946e-09,291.1160445213318,2.5557913e-08,37.579475,0.4916445,,26,0.96430117,,-0.372704,520
-0.60509485,,0.24679369,0.91960174,-5.845895,0.91960174,0.91774625,0.26530612,1.6678383e-06,,0.48993,0.01831564,12.830131,0.00032742912,302.80808186531067,0.008840586,37.65843,0.47519,,27,0.96430117,,-0.41765353,540
-0.73360586,,-0.68246114,0.91960174,-5.882262,0.91960174,0.45291787,-0.67346936,1.5508342e-06,,0.48860815,0.021563897,13.342333,1.5556699,314.425274848938,24.535654,37.579887,0.47651187,,28,0.96430117,,-0.46399468,560
-0.24700099,,-0.3941003,0.91960174,-5.9173536,0.91960174,0.9184643,-0.3877551,1.4457245e-06,,0.5034308,0.01831564,13.388987,7.9978116e-07,325.9856595993042,2.3193654e-05,37.3836,0.46168923,,29,0.96430117,,-0.45080894,580
-0.3614678,,0.50712556,0.91960174,-5.9512553,0.91960174,0.91734,0.5510204,1.3509492e-06,,0.51722777,0.021563897,13.436768,0.8118079,337.73120045661926,16.942091,37.467926,0.44789225,,30,0.96430117,,-0.4806024,600
-0.25008178,,0.17289864,0.91960174,-5.984045,0.91960174,0.35965946,0.18367347,1.2651968e-06,,0.51214486,0.01831564,14.042229,0.0042712623,349.23749446868896,0.13240913,37.54858,0.45297515,,31,0.96430117,,-0.48333243,620
-0.5369485,,-0.96285486,0.91960174,-6.015794,0.91960174,0.46765396,-1.0,1.1873576e-06,,0.5107546,0.027547687,14.539694,0.78149414,360.7592146396637,17.291584,37.51088,0.45436543,,32,0.96430117,,-0.5156313,640
-0.1544468,1.5092133e-19,-0.79394937,0.91960174,-6.0465655,0.91960174,0.9122217,-0.75510204,1.1164868e-06,,0.52292025,0.021563897,14.592592,0.045963243,372.6364221572876,0.7266463,37.54324,0.44219977,,33,0.96430117,,-0.5148874,660
-0.28249097,,0.8418685,0.91960174,-6.0764184,0.91960174,0.918004,0.8367347,1.051777e-06,,0.53454036,0.027547687,14.639708,1.1322339,384.4392213821411,16.832645,37.61588,0.43057966,,34,0.96430117,,-0.5356889,680
0.1907963,,0.46655193,0.91960174,-6.105406,0.91960174,0.14509521,0.46938777,9.925341e-07,,0.5234133,0.021563897,15.459736,2.1611824,396.33086466789246,68.926834,37.530453,0.44170672,,35,0.96430117,,-0.5160782,700
-0.47004262,,-0.30873215,0.91960174,-6.133577,0.91960174,0.37843078,-0.30612245,9.3815913e-07,,0.51938605,0.01831564,16.046421,1.0179557e-05,408.1113612651825,0.00036646405,37.599026,0.44573396,,36,0.96430117,,-0.50698036,720
-0.5219755,,0.10848315,0.91960174,-6.160976,0.91960174,0.9045488,0.10204082,8.881331e-07,,0.5297959,0.01831564,16.106995,0.0006548086,420.1668860912323,0.024227919,37.657784,0.43532413,,37,0.96430117,,-0.53404385,740
-0.5992702,,-0.20635353,0.91960174,-6.187644,0.91960174,0.47626632,-0.2244898,8.4200434e-07,,0.5283872,0.01831564,16.595848,2.5280555e-05,432.154981136322,0.0009606611,37.491364,0.43673283,,38,0.96430117,,-0.5617096,760
-1.0434515,3.207586e-32,0.020087328,0.91960174,-6.2136197,0.91960174,0.8975184,0.020408163,7.993782e-07,,0.53785205,0.01831564,16.663448,9.937407e-06,443.90949273109436,0.0003875589,37.551517,0.42726797,,39,0.96430117,,-0.5993707,780
-0.58990383,2.5568243e-16,-0.13367142,0.91960174,-6.2389374,0.91960174,0.4885312,-0.14285715,7.599088e-07,,0.53661907,0.01831564,17.140038,0.0038938865,455.8712406158447,0.15575546,37.50376,0.42850095,,40,0.96430117,,-0.6238187,800
-0.73772264,0.018241066,-0.060959727,0.91960174,-6.26363,0.91960174,0.87009263,-0.06122449,7.2329226e-07,,0.54475254,0.01831564,17.235065,0.0004964837,467.7554097175598,0.018241066,37.563206,0.42036748,,41,0.96430117,,-0.6505924,820
-0.638479,,0.7251424,0.91960174,-6.2877274,0.91960174,0.76122624,0.75510204,6.8925965e-07,,0.5499067,0.027547687,17.438961,0.8365674,479.7286431789398,19.965355,36.825203,0.41521335,,42,0.96430117,,-0.67381597,840
-0.3332917,,-0.8907175,0.91960174,-6.311258,0.91960174,0.23200645,-0.9183673,6.5757393e-07,,0.54251367,0.027547687,18.172073,0.77215815,490.8773066997528,11.668678,36.87041,0.42260635,,43,0.96430117,,-0.6722603,860
-0.33444947,2.966275,-0.8431249,0.91960174,-6.3342476,0.91960174,0.9147608,-0.8367347,6.280238e-07,,0.55097383,0.027547687,18.222435,1.6989021,502.78624296188354,46.709805,36.684147,0.41414618,,44,0.96430117,,-0.67104703,880
-0.77575827,,0.40309033,0.91960174,-6.3567204,0.91960174,0.91622895,0.3877551,6.0042186e-07,,0.5590906,0.021563897,18.271324,0.077683635,514.6901471614838,3.205285,36.62035,0.4060294,,45,0.96430117,,-0.66627496,900
-0.6777802,,-0.5098254,0.91960174,-6.3786993,0.91960174,0.4046541,-0.5102041,5.7460034e-07,,0.5557333,0.021563897,18.831787,0.6762547,526.5772831439972,30.981407,36.64423,0.4093867,,46,0.96430117,,-0.6863904,920
-0.73584485,,0.31581768,0.91960174,-6.4002056,0.91960174,0.9182431,0.30612245,5.5040925e-07,,0.5634463,0.021563897,18.878666,0.2980142,538.4190833568573,12.542497,36.176144,0.40167373,,47,0.96430117,,-0.69747704,940
-0.74501324,7.627833e-36,0.6694319,0.91960174,-6.421259,0.91960174,0.43446583,0.67346936,5.277145e-07,,0.5607592,0.027547687,19.409319,1.5671016,550.2659511566162,24.442593,36.20955,0.40436083,,48,0.96430117,,-0.7135151,960
-0.14355229,,0.23796557,0.91960174,-6.4418783,0.91960174,0.26892242,0.2244898,5.063948e-07,,0.5548034,0.021563897,20.105518,0.8349195,562.1570370197296,38.13774,36.00626,0.41031665,,49,0.96430117,,-0.6958333,980
-0.7705163,,-0.44689044,0.91960174,-6.462081,0.91960174,0.45495132,-0.42857143,4.8634166e-07,,0.55280626,0.021563897,20.615686,0.2685961,574.0611619949341,12.3343315,35.946632,0.41231376,,50,0.96430117,,-0.70451105,1000
-0.7586509,1.748605e-31,-0.18350549,0.92046475,-6.4818835,0.92046475,0.92046475,-0.18367347,4.6745637e-07,,0.56001526,0.021563897,20.660343,0.8357188,586.0789589881897,39.35115,35.655518,0.40510476,,51,0.96508944,,-0.7202384,1020
-0.8361784,,0.14049755,0.92046475,-6.501302,0.92046475,0.88955295,0.14285715,4.496502e-07,,0.56635255,0.021563897,20.735909,0.6033828,598.032740354538,18.434526,35.68641,0.39876747,,52,0.96508944,,-0.7293197,1040
-0.8548475,,-0.3466002,0.92046475,-6.52035,0.92046475,0.47247887,-0.3469388,4.3284237e-07,,0.56458133,0.021563897,21.22855,0.24035497,609.8787055015564,9.295266,35.683834,0.40053868,,53,0.96508944,,-0.7404583,1060
-0.8737833,5.2097973e-27,-0.07455531,0.92046475,-6.539042,0.92046475,0.91612744,-0.10204082,4.1695958e-07,,0.5710914,0.021563897,21.277544,0.43879303,621.6119911670685,16.322327,35.350353,0.3940286,,54,0.96508944,,-0.75711495,1080
-0.7747995,4.093922e-16,-0.24488501,0.92046475,-6.557391,0.92046475,0.8107709,-0.26530612,4.0193527e-07,,0.5754492,0.021563897,21.431892,0.11370147,633.3289966583252,5.1904025,35.36509,0.3896708,,55,0.96508944,,-0.7683218,1100
-0.83330226,,0.05973073,0.92046475,-6.5754094,0.92046475,0.89899564,0.06122449,3.8770855e-07,,0.5812268,0.021563897,21.49802,0.20047274,645.3487198352814,7.5722184,35.391422,0.3838932,,56,0.96508944,,-0.7852263,1120
-0.9275034,,0.5757613,0.92046475,-6.593109,0.92046475,0.4803584,0.59183675,3.7422413e-07,,0.5794573,0.027547687,21.982777,0.5544565,657.037791967392,28.90649,35.377464,0.38566273,,57,0.96508944,,-0.8017764,1140
-0.4344242,,0.0017275866,0.92046475,-6.610501,0.92046475,0.32434362,-0.020408163,3.6143112e-07,,0.57505876,0.021563897,22.62355,0.28334388,666.3728652000427,7.3087773,35.39008,0.39006126,,58,0.96508944,,-0.80465454,1160
-0.8691501,,1.0297326,0.92046475,-6.6275954,0.92046475,0.5155332,0.9591837,3.4928303e-07,,0.5740499,0.03818524,23.07314,0.8817935,675.4733262062073,19.21206,35.38469,0.39107013,,59,0.96508944,,-0.8180052,1180
-1.3143277,,-0.6723001,0.92046475,-6.6444025,0.92046475,0.0053190216,-0.71428573,3.377373e-07,,0.564571,0.027547687,24.03294,0.8601268,684.7148766517639,28.683603,35.3162,0.400549,,60,0.96508944,,-0.82941705,1200
-0.8135334,,0.52710205,0.92046475,-6.6609316,0.92046475,0.91890633,0.5102041,3.2675467e-07,,0.5703798,0.027547687,24.079155,1.287797,694.2804250717163,31.054384,34.903732,0.39474022,,61,0.96508944,,-0.8334872,1220
-0.48872843,,-0.5871046,0.92046475,-6.677192,0.92046475,0.34984264,-0.63265306,3.162992e-07,,0.5668227,0.027547687,24.694431,1.0782391,703.459379196167,27.193651,34.718304,0.3982973,,62,0.96508944,,-0.82641995,1240
-0.8750458,,0.44908583,0.92152977,-6.6931925,0.92152977,0.92152977,0.42857143,3.0633765e-07,,0.57245296,0.027547687,24.738026,0.9751158,712.5477809906006,25.45777,34.147514,0.39266706,,63,0.96614796,,-0.8277307,1260
-0.56236416,,-0.5665889,0.92152977,-6.708941,0.92152977,0.38602978,-0.5510204,2.968394e-07,,0.56954014,0.027547687,25.317112,0.9430743,721.7320709228516,14.9662285,34.037033,0.39557987,,64,0.96614796,,-0.8259479,1280
-0.5196681,0.04819624,-0.4539881,0.92152977,-6.7244453,0.92152977,0.9180615,-0.46938777,2.8777617e-07,,0.574902,0.027547687,25.36417,1.0895243,731.9099414348602,29.972277,33.65759,0.39021802,,65,0.96614796,,-0.8233794,1300
-0.55275816,,0.32421327,0.92152977,-6.7397127,0.92152977,0.9167741,0.3469388,2.791217e-07,,0.5800819,0.027547687,25.412518,0.8979496,742.080771446228,33.35285,33.59243,0.38503814,,66,0.96614796,,-0.820386,1320
-0.6740697,,-0.98921794,0.92152977,-6.7547507,0.92152977,0.4319126,-0.9591837,2.708519e-07,,0.57787037,0.03818524,25.945724,0.96093875,752.0435297489166,21.752186,33.29726,0.38724965,,67,0.96614796,,-0.8217631,1340
-0.3646277,,0.29088876,0.92152977,-6.7695656,0.92152977,0.91096586,0.26530612,2.6294424e-07,,0.58276886,0.027547687,25.999878,0.9920686,762.0792257785797,31.710001,33.17706,0.38235116,,68,0.96614796,,-0.81702816,1360
-0.6903341,2.1634867e-37,0.8333136,0.92152977,-6.7841644,0.92152977,0.44165233,0.79591835,2.553779e-07,,0.5807237,0.03818524,26.52335,1.0052699,772.0627110004425,21.386969,33.190586,0.3843963,,69,0.96614796,,-0.81732875,1380
-0.3505844,,-0.3675449,0.92152977,-6.798553,0.92152977,0.15190472,-0.3877551,2.4813352e-07,,0.5745977,0.027547687,27.336563,0.7847748,782.6731443405151,35.13914,33.10191,0.3905223,,70,0.96614796,,-0.8117698,1400
-0.69455045,4.042076e-05,-0.17574489,0.92152977,-6.812738,0.92152977,0.9114525,-0.2244898,2.4119305e-07,,0.5793422,0.027547687,27.390228,1.1404947,793.8642866611481,33.284718,32.960533,0.38577783,,71,0.96614796,,-0.81468093,1420
-1.0282979,4.394757e-36,0.15424365,0.92152977,-6.826724,0.92152977,0.8910025,0.18367347,2.3453978e-07,,0.58367074,0.027547687,27.464348,0.7944144,804.9383025169373,35.99165,32.794647,0.38144928,,72,0.96614796,,-0.8181455,1440
-0.8523886,,-0.32373202,0.92152977,-6.8405175,0.92152977,0.47055376,-0.30612245,2.2815804e-07,,0.5821212,0.027547687,27.958912,0.75545853,815.0055105686188,36.783867,32.76917,0.38299882,,73,0.96614796,,-0.82288074,1460
-0.67183316,1.23368835e-08,-0.14961,0.92152977,-6.854123,0.92152977,0.9072111,-0.14285715,2.2203328e-07,,0.5865143,0.027547687,28.016827,1.016846,824.7554278373718,37.206802,32.74555,0.37860572,,74,0.96614796,,-0.8255594,1480
-0.577347,0.15004121,-0.10136923,0.92152977,-6.867546,0.92152977,0.87714326,-0.06122449,2.1615185e-07,,0.5903894,0.027547687,28.104801,1.0510881,834.4620344638824,38.075188,32.691254,0.37473065,,75,0.96614796,,-0.82383776,1500
-0.8577229,4.9425693e-11,0.10428377,0.92152977,-6.880791,0.92152977,0.8343733,0.10204082,2.1050109e-07,,0.5935997,0.027547687,28.235546,1.0001127,844.6537947654724,38.12745,32.69491,0.37152034,,76,0.96614796,,-0.82597494,1520
-0.58426094,0.2520648,0.03642474,0.92152977,-6.893863,0.92152977,0.47669086,0.020408163,2.0506903e-07,,0.59208137,0.027547687,28.723972,1.1542561,853.7463579177856,38.84233,32.548878,0.37303865,,77,0.96614796,,-0.8244847,1540
-0.7055176,,-0.85250205,0.92152977,-6.906767,0.92152977,0.48735562,-0.79591835,1.9984455e-07,,0.5907387,0.035191916,29.201736,1.06894,862.9463624954224,31.48149,32.203278,0.3743813,,78,0.96614796,,-0.8233318,1560
-1.0964557,,0.8793474,0.92152977,-6.9195056,0.92152977,0.9159641,0.877551,1.948172e-07,,0.5948555,0.044957362,29.2509,0.82217467,872.0347273349762,13.989521,31.56994,0.37026453,,79,0.96614796,,-0.82764935,1580
-0.61825335,1.6761703e-08,0.6043278,0.92152977,-6.9320846,0.92152977,0.1144433,0.63265306,1.899772e-07,,0.5888504,0.03818524,30.10157,0.7164224,881.3946497440338,12.290463,31.387949,0.37626964,,80,0.96614796,,-0.8277386,1600
-0.52461255,9.3492835e-12,0.99248904,0.92152977,-6.944507,0.92152977,0.30832568,1.0,1.8531539e-07,,0.5853871,0.0529305,30.758366,1.0985365,891.3809905052185,32.28854,31.40289,0.3797329,,81,0.96614796,,-0.82789046,1620
-0.39672717,,-0.6142383,0.92152977,-6.956777,0.92152977,0.013813582,-0.67346936,1.8082306e-07,,0.5784167,0.03818524,31.709671,1.1817706,900.9264364242554,26.588022,30.738623,0.3867033,,82,0.96614796,,-0.8228076,1640
-0.71663874,3.3477672e-08,-0.96801853,0.92152977,-6.9688983,0.92152977,0.9187637,-0.877551,1.7649211e-07,,0.5825172,0.041433174,31.756035,1.6309462,910.1194727420807,25.498085,30.71471,0.3826028,,83,0.96614796,,-0.82084507,1660
-0.64941037,,0.49642378,0.92152977,-6.9808745,0.92152977,0.91187835,0.46938777,1.7231491e-07,,0.58643824,0.03818524,31.809273,1.2643293,920.3723483085632,27.137589,30.139715,0.37868178,,84,0.96614796,,-0.8133486,1680
-0.5795894,0.00012602736,0.71368146,0.92152977,-6.992709,0.92152977,0.3647625,0.71428573,1.6828433e-07,,0.58383024,0.044957362,32.40963,0.97412056,930.5612783432007,20.483559,29.674877,0.38128978,,85,0.96614796,,-0.8088851,1700
-0.6900577,,-0.57973444,0.92152977,-7.004405,0.92152977,0.23984191,-0.5102041,1.6439348e-07,,0.5798304,0.03818524,33.134903,0.93698156,940.4642105102539,27.901628,29.43304,0.3852896,,86,0.96614796,,-0.8085154,1720
-0.8773356,3.7038504e-13,-1.0328155,0.92152977,-7.015966,0.92152977,0.91966337,-1.0,1.6063603e-07,,0.58373654,0.0529305,33.18036,0.77466977,951.1876633167267,13.657754,29.231197,0.38138348,,87,0.96614796,,-0.81086427,1740
-1.4982499,,0.27890638,0.92152977,-7.027395,0.92152977,0.90942836,0.30612245,1.5700596e-07,,0.58743757,0.03818524,33.236057,1.1767682,962.1937730312347,26.860327,29.104591,0.37768245,,88,0.96614796,,-0.8217186,1760
-0.6240721,,-0.37813842,0.92152977,-7.0386944,0.92152977,0.44489646,-0.3469388,1.5349757e-07,,0.585836,0.035191916,33.75628,1.121391,973.1220285892487,31.31171,28.932173,0.37928402,,89,0.96614796,,-0.81879246,1780
-0.60990506,4.883946e-06,-0.18740754,0.92152977,-7.0498676,0.92152977,0.9144238,-0.18367347,1.5010546e-07,,0.58948696,0.035191916,33.806976,1.2954892,983.6349201202393,31.655901,28.733078,0.37563306,,90,0.96614796,,-0.8163918,1800
-0.7349555,1.7743316e-18,0.1506357,0.92152977,-7.0609174,0.92152977,0.8834706,0.14285715,1.4682455e-07,,0.5927175,0.035191916,33.888626,1.2122456,994.0032935142517,31.892385,28.50888,0.3724025,,91,0.96614796,,-0.8137556,1820
-0.7402756,1.1134161e-16,0.48446327,0.92152977,-7.0718465,0.92152977,0.47107643,0.5510204,1.4365008e-07,,0.5913953,0.044957362,34.382668,1.0624352,1003.6296944618225,17.026836,28.266376,0.3737247,,92,0.96614796,,-0.8120185,1840
-0.6791354,,-0.61221755,0.92152977,-7.0826573,0.92152977,0.370337,-0.59183675,1.4057744e-07,,0.5890184,0.044957362,34.977455,1.5872473,1013.9000430107117,23.763905,28.1635,0.3761016,,93,0.96614796,,-0.8105861,1860
-0.67807597,,-0.04799541,0.92152977,-7.093353,0.92152977,0.91981864,-0.020408163,1.3760231e-07,,0.5925375,0.035191916,35.022755,0.73885787,1024.0828862190247,23.420164,28.096464,0.3725825,,94,0.96614796,,-0.80440146,1880
-0.6803416,7.576899,-0.059243295,0.92152977,-7.103935,0.92152977,0.77131635,-0.10204082,1.3472066e-07,,0.5944194,0.03818524,35.216557,1.0489491,1033.894634962082,29.382359,27.740137,0.3707006,,95,0.96614796,,-0.80632234,1900
-0.55945915,,-0.792171,0.92152977,-7.114406,0.92152977,0.7733858,-0.75510204,1.3192863e-07,,0.5962837,0.048781306,35.408287,0.5552575,1044.4848351478577,13.345626,27.686996,0.36883634,,96,0.96614796,,-0.8040457,1920
-0.68912864,,0.7804671,0.92152977,-7.1247687,0.92152977,0.916725,0.79591835,1.2922246e-07,,0.5995872,0.057432614,35.45668,0.9467573,1054.6857931613922,14.296989,27.64426,0.36553282,,97,0.96614796,,-0.8076147,1940
-0.58172786,,-0.24995528,0.92152977,-7.1350255,0.92152977,0.19242723,-0.26530612,1.265987e-07,,0.5954325,0.03818524,36.229378,0.58275974,1065.0283362865448,22.601692,27.62347,0.3696875,,98,0.96614796,,-0.80622834,1960
-0.7559182,8.445398e-14,0.098761305,0.92152977,-7.145178,0.92152977,0.8983449,0.06122449,1.2405411e-07,,0.5984922,0.03818524,36.296154,0.9720822,1078.8697946071625,30.584246,27.57967,0.3666278,,99,0.96614796,,-0.81023127,1980
-0.6052851,1.180265e-34,-0.454947,0.92152977,-7.155228,0.92152977,0.47722366,-0.42857143,1.2158542e-07,,0.5972795,0.041433174,36.78405,0.87398493,1094.0010766983032,22.616451,27.157185,0.36784053,,100,0.96614796,,-0.8091859,2000
-0.6847367,,0.542356,0.92152977,-7.1651783,0.92152977,0.9174633,0.3877551,1.1918971e-07,,0.6004497,0.044957362,36.831703,0.7036878,1109.4069473743439,22.616009,27.103565,0.36467034,,101,0.96614796,,-0.80972487,2020
-0.8415737,3.7033085e-12,0.26433846,0.92152977,-7.1750307,0.92152977,0.3420912,0.2244898,1.1686409e-07,,0.5979167,0.041433174,37.45474,0.85311335,1123.8173320293427,25.503454,26.760601,0.3672033,,102,0.96614796,,-0.8132535,2040
-0.62404925,5.329641e-20,0.98831654,0.92152977,-7.184787,0.92152977,0.44865683,0.9183673,1.14605925e-07,,0.5964676,0.06761824,37.9712,0.88733715,1142.5186967849731,11.160044,26.6738,0.3686524,,103,0.96614796,,-0.8133496,2060
-0.57845044,,-0.79625374,0.92152977,-7.194449,0.92152977,0.017740706,-0.877551,1.1241255e-07,,0.5909029,0.062317666,38.91858,1.1834258,1161.6680686473846,17.211594,26.313618,0.3742171,,104,0.96614796,,-0.812432,2080
-0.71307504,,0.60896957,0.92152977,-7.204018,0.92152977,0.91775656,0.63265306,1.10281555e-07,,0.5940158,0.057432614,38.965942,0.8994164,1181.0185794830322,12.2269,26.03564,0.37110424,,105,0.96614796,,-0.81031334,2100
-0.6130942,0.668967,0.4285995,0.92152977,-7.213497,0.92152977,0.30564967,0.46938777,1.0821059e-07,,0.59129536,0.057432614,39.62541,1.1675934,1196.7155454158783,15.916171,24.896124,0.37382466,,106,0.96614796,,-0.8096771,2120
-0.5683916,,-0.37450728,0.92152977,-7.2228866,0.92152977,0.39457333,-0.3469388,1.0619741e-07,,0.5894569,0.0529305,40.195957,0.89149433,1215.6024777889252,17.53156,24.767448,0.3756631,,107,0.96614796,,-0.80636847,2140
-0.60507476,0.020766396,-0.2862053,0.92152977,-7.232189,0.92152977,0.9128131,-0.18367347,1.04239895e-07,,0.5924509,0.0529305,40.248264,1.0857295,1230.738248348236,17.79004,24.596035,0.3726691,,108,0.96614796,,-0.80590045,2160
-0.7100795,0.0070304656,-0.45909414,0.92152977,-7.241406,0.92152977,0.90608484,-0.5102041,1.0233602e-07,,0.5953282,0.057432614,40.307304,0.9858293,1247.5729246139526,16.530352,24.543365,0.3697918,,109,0.96614796,,-0.8047556,2180
