NatGrad2Norm,ActionIn1,AvgEpLen,MountainCar_std0_higher,ReturnMean,Iteration,AvgRet,StepSize,NatGradInftyNorm,MinEpLen,NumTrajectories,MountainCar_mu1_higher,MountainCar_mu0_higher,ReturnMax,MountainCar_std1_higher,VarJ,TimestepsSoFar,J,BatchSize
0.08470068,0.8603903,500.0,0.14999999,-0.6779650162478668,1,-3.4377626049465557,0.1,0.08439115,500,100,0.9164054,0.40025148,-0.05426376004149096,1.5,0.0027712307467661172,50000,-0.6779650162478668,100
0.24835938,4.842153,500.0,0.14999999,-0.6336341402505172,2,-3.0311733117134994,0.1,0.23951016,500,200,0.9156819,0.39181235,-9.583793001430668e-05,1.5,0.0026986218394106035,50000,-0.5893032642531676,100
0.17876141,-3.5056381,500.0,0.14999999,-0.6528873218212949,3,-3.554849843747732,0.1,0.14314108,500,300,0.8917309,0.38524178,-9.583793001430668e-05,1.5,0.0036412867834887132,50000,-0.6913936849628505,100
0.106530525,2.7707193,500.0,0.14999999,-0.6263302219420908,4,-2.7974763360209938,0.1,0.08547049,500,400,0.8774168,0.3745337,-9.583793001430668e-05,1.5,0.002372294061349177,50000,-0.546658922304478,100
0.0638467,0.86503637,500.0,0.14999999,-0.609304161983051,5,-2.784565603711175,0.1,0.06380159,500,500,0.88596386,0.36817482,-9.583793001430668e-05,1.5,0.0020891031843565497,50000,-0.541199922146892,100
0.09239709,0.3909372,500.0,0.14999999,-0.597014732196075,6,-2.7303070017587263,0.1,0.07164123,500,600,0.8862038,0.36179465,-9.583793001430668e-05,1.5,0.0024072771235126144,50000,-0.535567583261195,100
0.06059777,2.4705825,500.0,0.14999999,-0.58778212643751,7,-2.7096038199028554,0.1,0.057764094,500,700,0.8920389,0.35463053,-9.583793001430668e-05,1.5,0.0014701435398909383,50000,-0.5323864918861202,100
0.17598666,1.7538098,500.0,0.14999999,-0.5700625166097211,8,-2.2829469042114745,0.1,0.17104034,500,800,0.89020747,0.34885412,-9.583793001430668e-05,1.5,0.001447292919089696,50000,-0.4460252478151985,100
0.070633575,-0.19207892,500.0,0.14999999,-0.5557653150405236,9,-2.241633218246757,0.1,0.056605596,500,900,0.87310344,0.34471104,-9.583793001430668e-05,1.5,0.0012511323792290675,50000,-0.4413877024869446,100
0.061913256,0.592409,500.0,0.14999999,-0.5463173355447377,10,-2.3589226593160806,0.1,0.05053103,500,1000,0.878764,0.34048623,-9.583793001430668e-05,1.5,0.0014952417351493893,50000,-0.46128552008266466,100
0.12031593,-0.205787,500.0,0.14999999,-0.5405639173770795,11,-2.471823087309334,0.1,0.10456116,500,1100,0.8823415,0.33543313,-9.583793001430668e-05,1.5,0.0016000300445602952,50000,-0.4830297357004972,100
0.27314684,0.80945015,500.0,0.14999999,-0.5348349757419584,12,-2.4162972196045516,0.1,0.26357502,500,1200,0.87188536,0.32948092,-9.583793001430668e-05,1.5,0.0023170586269860944,50000,-0.4718166177556251,100
0.0975245,3.160932,500.0,0.14999999,-0.5241005873240924,13,-2.0093435245384526,0.1,0.08543616,500,1300,0.8455279,0.32231334,-9.583793001430668e-05,1.5,0.0013928952538039188,50000,-0.3952879263097,100
0.1082857,1.6186655,500.0,0.14999999,-0.5184475757666367,14,-2.291964172332197,0.1,0.079151,500,1400,0.8369843,0.31761047,-9.583793001430668e-05,1.5,0.0023669377761421557,50000,-0.4449584255197134,100
0.09823344,3.2359426,500.0,0.14999999,-0.5090161098325369,15,-1.9408456981513669,0.1,0.08503119,500,1500,0.8290692,0.31022066,-1.6332422691395763e-05,1.5,0.0014838348954567884,50000,-0.3769755867551393,100
0.05273849,2.9752784,500.0,0.14999999,-0.500229867788625,16,-1.8783328359456297,0.1,0.040749893,500,1600,0.82056606,0.30530182,-1.1119220994552319e-05,1.5,0.0009908731381198777,50000,-0.3684362371299471,100
0.07416157,3.8686335,500.0,0.14999999,-0.49168538678468543,17,-1.8132410593572703,0.1,0.059805274,500,1700,0.81721824,0.30122682,-1.1119220994552319e-05,1.5,0.0011730149958315633,50000,-0.3549736907216516,100
0.041638307,0.9189262,500.0,0.14999999,-0.4833196166740922,18,-1.746325438327439,0.1,0.03787994,500,1800,0.8231988,0.29684132,-8.119254165451784e-08,1.5,0.0009295061017286183,50000,-0.3411015247940088,100
0.061650515,1.3905541,500.0,0.14999999,-0.47733163538233303,19,-1.8795372298931066,0.1,0.051949434,500,1900,0.82147,0.29305333,-8.119254165451784e-08,1.5,0.0013141716960292024,50000,-0.36954797213066715,100
0.101951465,0.71913546,500.0,0.14999999,-0.47278146434488894,20,-1.9753218502270142,0.1,0.085640796,500,2000,0.81815034,0.2878584,-8.119254165451784e-08,1.5,0.0012314658034762035,50000,-0.38632821463345274,100
0.03980846,2.4491334,500.0,0.14999999,-0.4656797986711778,21,-1.6456214105760787,0.1,0.036021486,500,2100,0.8095863,0.28232688,-8.119254165451784e-08,1.5,0.000774091249086917,50000,-0.32364648519695416,100
0.12689789,0.093429506,500.0,0.14999999,-0.4585383627201314,22,-1.575051401840476,0.1,0.1221084,500,2200,0.8112809,0.27872473,-8.119254165451784e-08,1.5,0.0008556756662553874,50000,-0.30856820774815646,100
0.06274231,0.2933818,500.0,0.14999999,-0.4540393682096099,23,-1.8206610592855264,0.1,0.055292085,500,2300,0.79907006,0.2752713,-8.119254165451784e-08,1.5,0.0013108465159475215,50000,-0.35506148897813644,100
0.05750099,2.704038,500.0,0.14999999,-0.4482781309784837,24,-1.6046268046055396,0.1,0.04227761,500,2400,0.8020355,0.2697421,-8.119254165451784e-08,1.5,0.000941954215346565,50000,-0.31576967466258077,100
0.03847365,3.1183214,500.0,0.14999999,-0.44073028217617466,25,-1.3190138156635427,0.1,0.029471349,500,2500,0.79813814,0.26551434,-8.119254165451784e-08,1.5,0.0005606375906756782,50000,-0.25958191092075716,100
0.056895677,1.2668562,500.0,0.14999999,-0.4354001615587969,26,-1.5451578623269446,0.1,0.04888839,500,2600,0.8010853,0.26304117,-8.119254165451784e-08,1.5,0.0012717235770463612,50000,-0.30214714612435517,100
0.052509457,0.803701,500.0,0.14999999,-0.4307284565717171,27,-1.5704397337299998,0.1,0.04261146,500,2700,0.7981749,0.25815234,-8.119254165451784e-08,1.5,0.0008882421492837081,50000,-0.3092641269076413,100
0.04612714,-0.014427543,500.0,0.14999999,-0.4260384935433381,28,-1.521286996378979,0.1,0.041375462,500,2800,0.8012433,0.2538912,-8.119254165451784e-08,1.5,0.0009614546600612927,50000,-0.2994094917771062,100
0.056719437,0.24533132,500.0,0.14999999,-0.4215363949076303,29,-1.507832833056806,0.1,0.046858355,500,2900,0.79920423,0.24975365,-8.119254165451784e-08,1.5,0.001108085457340912,50000,-0.29547763310781067,100
0.07700957,2.1958063,500.0,0.14999999,-0.4153924886732214,30,-1.2061618315877596,0.1,0.07106995,500,3000,0.7960083,0.24506782,-8.119254165451784e-08,1.5,0.0006245236594757002,50000,-0.23721920787536377,100
0.1074386,-1.8883739,500.0,0.14999999,-0.4115082152298208,31,-1.5058105502252983,0.1,0.09919514,500,3100,0.78890127,0.24210212,-8.119254165451784e-08,1.5,0.0007031846828639582,50000,-0.294980011927801,100
0.053690184,-0.9280954,500.0,0.14999999,-0.40767306075214194,32,-1.4726793473258426,0.1,0.050743364,500,3200,0.77898175,0.23797491,-8.119254165451784e-08,1.5,0.0010881792852732682,50000,-0.2887832719440971,100
0.05392063,1.919979,500.0,0.14999999,-0.4031233676743193,33,-1.307246015580134,0.1,0.040303957,500,3300,0.77722746,0.23290057,-8.119254165451784e-08,1.5,0.0008303186900936089,50000,-0.25753318918399587,100
0.042194907,0.10053733,500.0,0.14999999,-0.3978623247929197,34,-1.1491021519963993,0.1,0.029981898,500,3400,0.7808094,0.22887018,-8.119254165451784e-08,1.5,0.0005970151465597551,50000,-0.22424790970673453,100
0.14875987,0.25568575,500.0,0.14999999,-0.3922432112071055,35,-1.0215237024294255,0.1,0.14626355,500,3500,0.7838076,0.22590119,-8.119254165451784e-08,1.5,0.0005934459524314476,50000,-0.20119334928942184,100
0.03942308,1.0616086,500.0,0.14999999,-0.38764731598409224,36,-1.1551893959127115,0.1,0.035208628,500,3600,0.79843396,0.22318739,-8.119254165451784e-08,1.5,0.00070635378872646,50000,-0.22679098317862834,100
0.101122744,2.3332772,500.0,0.14999999,-0.38402794722507966,37,-1.3028608076085684,0.1,0.09409634,500,3700,0.80020744,0.21966653,-8.119254165451784e-08,1.5,0.0006153251696951977,50000,-0.25373067190062715,100
0.0568818,2.01173,500.0,0.14999999,-0.3791070013275545,38,-1.0070265315946378,0.1,0.051894955,500,3800,0.7907978,0.21596289,-8.119254165451784e-08,1.5,0.000408544239393254,50000,-0.19703200311912242,100
0.028076261,2.3106265,500.0,0.14999999,-0.3741307032686845,39,-0.9414293416297093,0.1,0.020950804,500,3900,0.78560835,0.21363382,-8.119254165451784e-08,1.5,0.0004366488001616597,50000,-0.1850313770316214,100
0.027985586,1.1372403,500.0,0.14999999,-0.3698418752611403,40,-1.0307915915292303,0.1,0.027363088,500,4000,0.78747743,0.21153875,-8.119254165451784e-08,1.5,0.0004966505066817501,50000,-0.20257758296692085,100
0.03133989,0.73227644,500.0,0.14999999,-0.3655966927501847,41,-1.0046830409976844,0.1,0.02841747,500,4100,0.7880644,0.20880243,-8.119254165451784e-08,1.5,0.0006095423152569837,50000,-0.19578939231195697,100
0.023032647,0.06088245,500.0,0.14999999,-0.3607799662838091,42,-0.8325257350604416,0.1,0.021356495,500,4200,0.7893859,0.20596069,-8.119254165451784e-08,1.5,0.0004516500939445242,50000,-0.16329418116241048,100
0.1578166,-1.831927,500.0,0.14999999,-0.357456630979306,43,-1.1174960306584516,0.1,0.15408,500,4300,0.7885233,0.20382504,-8.119254165451784e-08,1.5,0.0006266133370082444,50000,-0.21787654819018087,100
0.08910896,0.8604968,500.0,0.14999999,-0.3537342552435268,44,-0.9956629466858555,0.1,0.082343444,500,4400,0.77311534,0.2004112,-8.119254165451784e-08,1.5,0.0007304353758592265,50000,-0.19367209860501725,100
0.05115917,-1.0709398,500.0,0.14999999,-0.35076431676581,45,-1.1182047368184242,0.1,0.036329664,500,4500,0.764881,0.19700538,-8.119254165451784e-08,1.5,0.0006225782538551559,50000,-0.22008702374627162,100
0.035608932,1.2292148,500.0,0.14999999,-0.34630239100520915,46,-0.7447139318637,0.1,0.030447813,500,4600,0.768483,0.19337241,-8.119254165451784e-08,1.5,0.0004131323468694779,50000,-0.14551573177816896,100
0.030265342,-1.164698,500.0,0.14999999,-0.3433039608156644,47,-1.047454752135339,0.1,0.030167332,500,4700,0.7654382,0.191526,-8.119254165451784e-08,1.5,0.0004623520234830012,50000,-0.2053761720966059,100
0.026099779,2.1366398,500.0,0.14999999,-0.3401562807080969,48,-0.9780490648821164,0.1,0.025230523,500,4800,0.76568156,0.18850926,-8.119254165451784e-08,1.5,0.000390320495794679,50000,-0.19221531565242425,100
0.065183796,-1.0073534,500.0,0.14999999,-0.3367227905645948,49,-0.8777739120574304,0.1,0.05712065,500,4900,0.7650136,0.1859862,-8.119254165451784e-08,1.5,0.0007221769011671715,50000,-0.17191526367649254,100
0.024110671,-2.5795484,500.0,0.14999999,-0.33281796955068454,50,-0.7260314127665795,0.1,0.01781488,500,5000,0.77072567,0.18284589,-8.119254165451784e-08,1.5,0.0003058844659033552,50000,-0.14148173986908497,100
