AvgEpLen,NumTrajectories,MountainCar_mu0_higher,MountainCar_mu1_higher,ActionIn1,Iteration,ReturnMax,NatGrad2Norm,ReturnMean,MountainCar_std0_higher,VarJ,J,BatchSize,NatGradInftyNorm,AvgRet,MinEpLen,TimestepsSoFar,MountainCar_std1_higher,StepSize
500.0,100,0.05171383,-0.99866194,-0.32980525,1,-6.896648600482938e-06,0.013182456,-0.06309450952571372,0.14999999,8.925204000006656e-05,-0.06309450952571372,100,0.012621832,-0.3189691725742292,500,50000,1.5,0.1
500.0,200,0.051333483,-0.99739975,-3.9221575,2,-6.896648600482938e-06,0.033757575,-0.08119600236521343,0.14999999,0.00024856209641991125,-0.09929749520471315,100,0.027719827,-0.5038349285459693,500,50000,1.5,0.1
500.0,300,0.049406867,-1.0001718,-0.25282323,3,-6.896648600482938e-06,0.002479152,-0.07340294219849476,0.14999999,5.562462541429482e-05,-0.057816821865057474,100,0.002441826,-0.2927555600428764,500,50000,1.5,0.1
500.0,400,0.049162686,-1.0001289,-0.39977264,4,-6.896648600482938e-06,0.018894337,-0.0774490453621951,0.14999999,0.0001642762534258954,-0.08958735485329607,100,0.015217892,-0.4543940140792875,500,50000,1.5,0.1
500.0,500,0.04804281,-0.9986071,-2.4644208,5,-6.896648600482938e-06,0.011770087,-0.07670059091280704,0.14999999,0.00011241840344885285,-0.07370677311525486,100,0.010684161,-0.37366025954709126,500,50000,1.5,0.1
500.0,600,0.046974394,-0.9991009,0.675273,6,-6.896648600482938e-06,0.007494202,-0.07811785405712857,0.14999999,0.00010556286413594287,-0.08520416977873621,100,0.0074850493,-0.43200777129837215,500,50000,1.5,0.1
500.0,700,0.04622589,-0.99913794,-0.260194,7,-6.896648600482938e-06,0.013857223,-0.07843232476601725,0.14999999,9.535624061502026e-05,-0.08031914901934935,100,0.0118099,-0.40753980848505345,500,50000,1.5,0.1
500.0,800,0.045500986,-0.99795693,-2.478523,8,-6.896648600482938e-06,0.041800268,-0.07701106553277542,0.14999999,0.0001065847686199486,-0.06706225090008261,100,0.041175824,-0.33954531878065686,500,50000,1.5,0.1
500.0,900,0.044781167,-1.0020745,-0.7071006,9,-6.896648600482938e-06,0.0034149592,-0.07406533218109711,0.14999999,4.0931885135143015e-05,-0.05049946536767059,100,0.003149862,-0.25378365074571146,500,50000,1.5,0.1
500.0,1000,0.044649247,-1.0017595,-2.3343592,10,-6.896648600482938e-06,0.012536947,-0.0754131309425961,0.14999999,0.00015739098332021677,-0.08754331979608711,100,0.010441022,-0.4440998160163885,500,50000,1.5,0.1
500.0,1100,0.043605145,-1.0024534,-0.13325937,11,-6.896648600482938e-06,0.018333029,-0.07573506983903547,0.14999999,0.00011511483300605913,-0.07895445880342916,100,0.0131525425,-0.39988623628580955,500,50000,1.5,0.1
500.0,1200,0.04228989,-1.0037305,-1.0984625,12,-6.896648600482938e-06,0.005079057,-0.07478862291692227,0.14999999,0.00011190028137706775,-0.0643777067736771,100,0.004900963,-0.3254497598443003,500,50000,1.5,0.1
500.0,1300,0.041799795,-1.0038638,-2.54959,13,-6.896648600482938e-06,0.03984178,-0.0749133349305632,0.14999999,0.0001092874778537131,-0.07640987909425422,100,0.038073834,-0.38800423912362497,500,50000,1.5,0.1
500.0,1400,0.040626124,-1.0076712,-2.888163,14,-4.20786068029043e-06,0.018494058,-0.07437868499681125,0.14999999,7.74403893617111e-05,-0.06742823585803592,100,0.01802706,-0.3419178073265755,500,50000,1.5,0.1
