AvgEpLen,NumTrajectories,MountainCar_mu0_higher,MountainCar_mu1_higher,ActionIn1,Iteration,ReturnMax,NatGrad2Norm,ReturnMean,MountainCar_std0_higher,VarJ,J,BatchSize,NatGradInftyNorm,AvgRet,MinEpLen,TimestepsSoFar,MountainCar_std1_higher,StepSize
500.0,1500,0.04021314,-1.0094739,-5.1458797,15,-4.20786068029043e-06,0.016533827,-0.07507502684373434,0.14999999,0.00016341510051597993,-0.08482381270065752,100,0.015577754,-0.4291304412894998,500,50000,1.5,0.1
500.0,1600,0.038655367,-1.0089198,-1.3452668,16,-4.20786068029043e-06,0.029069386,-0.07396112474242783,0.14999999,5.529149853770011e-05,-0.05725259322283012,100,0.028650515,-0.2903011992147274,500,50000,1.5,0.1
500.0,1700,0.038163662,-1.0117849,0.67885655,17,-4.20786068029043e-06,0.0145644415,-0.07442762824793782,0.14999999,0.00012967813227484395,-0.0818916843360979,100,0.011935036,-0.41504293184455193,500,50000,1.5,0.1
500.0,1800,0.036970157,-1.0109502,-1.0601594,18,-4.20786068029043e-06,0.014298013,-0.07417236981780251,0.14999999,8.574945965588068e-05,-0.06983297650550209,100,0.014076871,-0.3535050932930586,500,50000,1.5,0.1
500.0,1900,0.03671966,-1.012358,-0.47461548,19,-4.20786068029043e-06,0.027806893,-0.07422541317213908,0.14999999,0.00014538610630839758,-0.07518019355019756,100,0.025594242,-0.380191696808279,500,50000,1.5,0.1
500.0,2000,0.035632655,-1.0149174,1.846325,20,-4.20786068029043e-06,0.01335405,-0.07341185507805352,0.14999999,5.5162190262325756e-05,-0.057954251290427895,100,0.012671358,-0.29284525307249426,500,50000,1.5,0.1
500.0,2100,0.035211142,-1.0136502,-4.007807,21,-4.20786068029043e-06,0.005399097,-0.07308831658112275,0.14999999,7.833754661269297e-05,-0.06661754664250703,100,0.0052803434,-0.3360710776156211,500,50000,1.5,0.1
500.0,2200,0.035323758,-1.0141782,-0.026397988,22,-4.20786068029043e-06,0.006734124,-0.07272917431159581,0.14999999,9.451171703110953e-05,-0.06518718665153067,100,0.0049681175,-0.3302126105726018,500,50000,1.5,0.1
500.0,2300,0.034869157,-1.0136813,1.8586295,23,-4.20786068029043e-06,0.0063413633,-0.07265551608696025,0.14999999,7.648002786626077e-05,-0.07103503514497765,100,0.0051629883,-0.35904219665058695,500,50000,1.5,0.1
500.0,2400,0.034500968,-1.0141976,0.16615735,24,-4.20786068029043e-06,0.026604956,-0.07231075705939571,0.14999999,0.00011956873806508827,-0.06438129942541126,100,0.026025789,-0.32525839186727623,500,50000,1.5,0.1
500.0,2500,0.03394886,-1.0168002,-1.150577,25,-4.20786068029043e-06,0.021328619,-0.07225299701476187,0.14999999,0.0001005700651958949,-0.07086675594354971,100,0.019494701,-0.3602032659924507,500,50000,1.5,0.1
500.0,2600,0.033083607,-1.0187496,-1.5513293,26,-4.20786068029043e-06,0.014190355,-0.07169702433671277,0.14999999,5.3942795395167386e-05,-0.05779770738548514,100,0.013815752,-0.2925177906884547,500,50000,1.5,0.1
500.0,2700,0.032759707,-1.0201311,-0.71652776,27,-1.0545187916055643e-06,0.0216449,-0.07134813246783223,0.14999999,5.3295400033292865e-05,-0.06227694387693825,100,0.02136985,-0.3157350499145009,500,50000,1.5,0.1
500.0,2800,0.032415744,-1.0179942,0.6380005,28,-1.0545187916055643e-06,0.009784555,-0.0710304277009194,0.14999999,6.197985012282599e-05,-0.06245239899427317,100,0.009101833,-0.3167783986256928,500,50000,1.5,0.1
500.0,2900,0.03205666,-1.017084,-0.9739994,29,-1.0545187916055643e-06,0.06469448,-0.07097569138303356,0.14999999,0.00010128695305118245,-0.06944307448222967,100,0.06428292,-0.35198266065647493,500,50000,1.5,0.1
500.0,3000,0.031328086,-1.0235122,-0.18562126,30,-1.0545187916055643e-06,0.022148853,-0.07078499452998084,0.14999999,9.571991700614934e-05,-0.06525478579145197,100,0.020035483,-0.3326861380380351,500,50000,1.5,0.1
500.0,3100,0.030383887,-1.0255158,-2.9391983,31,-1.0545187916055643e-06,0.008049678,-0.07045168523600545,0.14999999,8.070148507528879e-05,-0.06045240641674415,100,0.006791119,-0.30611537500686337,500,50000,1.5,0.1
500.0,3200,0.029951707,-1.0261949,-1.6354686,32,-1.0545187916055643e-06,0.015630908,-0.07071017988998776,0.14999999,0.0001608125458642006,-0.07872351416343888,100,0.014511012,-0.39921445577793285,500,50000,1.5,0.1
500.0,3300,0.028500605,-1.026776,1.0869232,33,-1.0545187916055643e-06,0.004792299,-0.07054421217376503,0.14999999,6.799373691807822e-05,-0.06523324525463794,100,0.0042067296,-0.3299470228345427,500,50000,1.5,0.1
500.0,3400,0.028271051,-1.0263553,1.4345804,34,-1.0545187916055643e-06,0.015395677,-0.07048420735063642,0.14999999,0.0001335973595137279,-0.06850404818739256,100,0.012122956,-0.346729802795974,500,50000,1.5,0.1
500.0,3500,0.027058756,-1.0273043,-3.1774635,35,-1.0545187916055643e-06,0.011099947,-0.07048469953177224,0.14999999,0.0002149981956900472,-0.07050143369038969,100,0.011037799,-0.3568411903396583,500,50000,1.5,0.1
500.0,3600,0.025954977,-1.0274216,0.27718514,36,-1.0545187916055643e-06,0.031216975,-0.07004763267519727,0.14999999,6.18674782436089e-05,-0.05475029269507369,100,0.03098219,-0.2782070205745904,500,50000,1.5,0.1
500.0,3700,0.025572833,-1.0305198,-3.7339988,37,-1.0545187916055643e-06,0.009420075,-0.06976133230399423,0.14999999,8.037061770191557e-05,-0.0594545189406844,100,0.007014999,-0.3010264940765774,500,50000,1.5,0.1
500.0,3800,0.024944123,-1.0312214,-0.27903193,38,-1.0545187916055643e-06,0.015837904,-0.0699433942620187,0.14999999,0.0002516550684823184,-0.0766796867089244,100,0.012802479,-0.38744834795101624,500,50000,1.5,0.1
500.0,3900,0.02401173,-1.0325016,-0.9545306,39,-1.0545187916055643e-06,0.032498617,-0.06988724662634195,0.14999999,9.64494439291801e-05,-0.06775363647062532,100,0.032285925,-0.3437231486693407,500,50000,1.5,0.1
500.0,4000,0.023640526,-1.029273,1.398709,40,-1.0545187916055643e-06,0.02890653,-0.07001078906895762,0.14999999,0.00014778252339240342,-0.07482894433096923,100,0.026458235,-0.38005998895282905,500,50000,1.5,0.1
500.0,4100,0.02247627,-1.0266272,-2.309524,41,-1.0545187916055643e-06,0.06819465,-0.07072757570042644,0.14999999,0.00020654072249775266,-0.09939904095917873,100,0.06527199,-0.5042483340522431,500,50000,1.5,0.1
500.0,4200,0.020501232,-1.0331544,-1.279302,42,-1.0545187916055643e-06,0.0064135,-0.07064769085122566,0.14999999,9.568927235250152e-05,-0.06737241203399326,100,0.0045446265,-0.34069687536792104,500,50000,1.5,0.1
500.0,4300,0.020046769,-1.0336069,-3.2240727,43,-1.0545187916055643e-06,0.012351135,-0.07065128225581943,0.14999999,0.00011457726015018125,-0.07080212124875786,100,0.0088642575,-0.35881471010178984,500,50000,1.5,0.1
500.0,4400,0.019160343,-1.034467,1.4823856,44,-1.0545187916055643e-06,0.0075222636,-0.07065611929685023,0.14999999,0.00010262922471326366,-0.07086411206117536,100,0.007503443,-0.3590583292060986,500,50000,1.5,0.1
500.0,4500,0.01841,-1.0345201,-1.9296806,45,-1.0545187916055643e-06,0.020443235,-0.07021464830349833,0.14999999,7.051861749523218e-05,-0.05078992459601405,100,0.01999368,-0.25674620981128443,500,50000,1.5,0.1
500.0,4600,0.017983636,-1.0325208,-1.0887147,46,-1.0545187916055643e-06,0.02731665,-0.07018791502653465,0.14999999,0.00013028427426662586,-0.06898491756316905,100,0.027287357,-0.34836753198264647,500,50000,1.5,0.1
500.0,4700,0.018110108,-1.0352495,0.038609102,47,-1.0545187916055643e-06,0.008163036,-0.07054982374454638,0.14999999,0.0001458802857459654,-0.08719762477308599,100,0.006912302,-0.439898375497328,500,50000,1.5,0.1
500.0,4800,0.017418878,-1.0348152,-3.3975453,48,-1.0545187916055643e-06,0.026709711,-0.07058860188725447,0.14999999,0.00015039507872481258,-0.07241117459453515,100,0.025829183,-0.3677706540159518,500,50000,1.5,0.1
500.0,4900,0.016738717,-1.0322323,0.98042065,49,-1.0545187916055643e-06,0.015836105,-0.07023363485437353,0.14999999,4.981168358950946e-05,-0.05319521727608837,100,0.015263988,-0.2685249013890914,500,50000,1.5,0.1
500.0,5000,0.0163169,-1.0337586,-1.0133772,50,-1.0545187916055643e-06,0.036408566,-0.07038243561650374,0.14999999,0.00012898361294277842,-0.077673672960884,100,0.03638888,-0.39336965882660413,500,50000,1.5,0.1
