MinEpLen,J,TimestepsSoFar,MountainCar_mu0_higher,BatchSize,NatGradInftyNorm,ReturnMean,NumTrajectories,NatGrad2Norm,Iteration,StepSize,VarJ,ReturnMax,AvgRet,AvgEpLen,MountainCar_std0_higher,MountainCar_std1_higher,ActionIn1,MountainCar_mu1_higher
500,-0.6779650162478668,50000,0.40025148,100,0.08439115,-0.6779650162478668,100,0.08470068,1,0.0001,0.0027712307467661172,-0.05426376004149096,-3.4377626049465557,500.0,0.14999999,1.5,0.8603903,0.9164054
500,-0.6140173255624353,50000,0.40024304,100,0.24852468,-0.6459911709051511,200,0.25750455,2,0.0001,0.00283405805548722,-1.6919552171168745e-05,-3.159258909111811,500.0,0.14999999,1.5,4.8513064,0.91640466
500,-0.7409443791147935,50000,0.4002363,100,0.15049502,-0.6776422403083652,300,0.18785554,3,0.0001,0.003959193493809994,-1.6919552171168745e-05,-3.8144412631730655,500.0,0.14999999,1.5,-3.4659944,0.9163798
500,-0.6213058529923954,50000,0.40022507,100,0.09365116,-0.6635581434793727,400,0.11620334,4,0.0001,0.002762429955477729,-1.6919552171168745e-05,-3.1846660274411893,500.0,0.14999999,1.5,2.8353586,0.9163648
500,-0.6340408866978174,50000,0.4002182,100,0.07073694,-0.6576546921230617,500,0.070817426,5,0.0001,0.0025562391924056713,-1.6919552171168745e-05,-3.26847096032959,500.0,0.14999999,1.5,0.92749006,0.91637415
500,-0.6460373986585235,50000,0.40021113,100,0.08075158,-0.6557184765456386,600,0.10332817,6,0.0001,0.0030112148652463922,-1.6919552171168745e-05,-3.295005211081111,500.0,0.14999999,1.5,0.45952365,0.9163738
500,-0.6677490169371663,50000,0.40020305,100,0.06797381,-0.6574371251729997,700,0.07007498,7,0.0001,0.001957730752460496,-1.6919552171168745e-05,-3.3949075519466536,500.0,0.14999999,1.5,2.5404963,0.9163802
500,-0.5847488907873895,50000,0.40019625,100,0.21394901,-0.6483510958747984,800,0.21935982,8,0.0001,0.0019898462786704396,-1.6919552171168745e-05,-3.00280084382007,500.0,0.14999999,1.5,1.831323,0.9163785
500,-0.5898763618817499,50000,0.40019143,100,0.07053837,-0.6418539032089042,900,0.08672745,9,0.0001,0.0017964480892095121,-1.6919552171168745e-05,-2.994047163484423,500.0,0.14999999,1.5,-0.09334487,0.9163571
500,-0.6272490035917371,50000,0.4001864,100,0.061604872,-0.6403934132471875,1000,0.07885231,10,0.0001,0.0021779616966843924,-1.6919552171168745e-05,-3.217702984478082,500.0,0.14999999,1.5,0.6897093,0.91636413
500,-0.6683033017427613,50000,0.40018022,100,0.14438649,-0.642930675837694,1100,0.16256341,11,0.0001,0.002407358153437493,-1.6919552171168745e-05,-3.4267634380984475,500.0,0.14999999,1.5,-0.10701233,0.9163691
500,-0.6685894568647877,50000,0.40017274,100,0.35304168,-0.645068907589952,1200,0.36445642,12,0.0001,0.0035207549117618054,-1.6919552171168745e-05,-3.4271788932838905,500.0,0.14999999,1.5,0.9246112,0.91635466
500,-0.5923405472189066,50000,0.40016368,100,0.11798071,-0.6410128798691022,1300,0.13288999,13,0.0001,0.002356385018116487,-1.6919552171168745e-05,-3.017684382033263,500.0,0.14999999,1.5,3.3095741,0.9163194
500,-0.6700393317979949,50000,0.40015757,100,0.105231725,-0.6430861978640231,1400,0.1433562,14,0.0001,0.003964644022631683,-1.6919552171168745e-05,-3.4846612362840643,500.0,0.14999999,1.5,1.7805358,0.91630757
500,-0.6039759982373111,50000,0.40014783,100,0.11228973,-0.6404788512222425,1500,0.1305265,15,0.0001,0.0027000120347334,-1.6919552171168745e-05,-3.122848954536816,500.0,0.14999999,1.5,3.4130976,0.916297
500,-0.6093613457014885,50000,0.40014118,100,0.057428524,-0.6385340071271952,1600,0.07748628,16,0.0001,0.0019281122062281978,-1.6919552171168745e-05,-3.1107520038591936,500.0,0.14999999,1.5,3.1658375,0.9162858
500,-0.6001747839091387,50000,0.40013543,100,0.082202815,-0.6362775822320155,1700,0.10233136,17,0.0001,0.0022533534087885772,-1.6919552171168745e-05,-3.0688099214970053,500.0,0.14999999,1.5,4.0666046,0.9162806
500,-0.5943694966895051,50000,0.40012932,100,0.054917626,-0.6339493552574315,1800,0.056786682,18,0.0001,0.0019484720661354818,-1.6919552171168745e-05,-3.051765201765922,500.0,0.14999999,1.5,1.1153042,0.91628885
500,-0.6468679351894349,50000,0.40012383,100,0.07527547,-0.6346292805170107,1900,0.09717364,19,0.0001,0.0026245821767968774,-1.6919552171168745e-05,-3.304078628788079,500.0,0.14999999,1.5,1.592442,0.9162874
500,-0.6861469305430543,50000,0.4001163,100,0.114798464,-0.6372051630183129,2000,0.14245194,20,0.0001,0.0026183222833614465,-1.6919552171168745e-05,-3.503331490864312,500.0,0.14999999,1.5,0.9295243,0.9162813
500,-0.610892376912064,50000,0.40010786,100,0.05632558,-0.6359521732037295,2100,0.060993314,21,0.0001,0.001784560475015204,-1.6919552171168745e-05,-3.0977646807151187,500.0,0.14999999,1.5,2.673598,0.9162698
500,-0.6055708426840989,50000,0.40010223,100,0.22421809,-0.6345712036346554,2200,0.23042305,22,0.0001,0.0019552922855586453,-1.6919552171168745e-05,-3.0911110497817513,500.0,0.14999999,1.5,0.3197982,0.9162721
500,-0.6806625714375596,50000,0.40009692,100,0.08629246,-0.6365751761478252,2300,0.08810318,23,0.0001,0.0029318195879230683,-1.6919552171168745e-05,-3.4927867235781243,500.0,0.14999999,1.5,0.5353871,0.9162497
500,-0.6383390972673656,50000,0.40008828,100,0.07295079,-0.6366486728611394,2400,0.099826545,24,0.0001,0.002298354430712036,-1.6919552171168745e-05,-3.256019408072873,500.0,0.14999999,1.5,2.9486,0.9162515
500,-0.566522220842633,50000,0.40008146,100,0.052945036,-0.6338436147803992,2500,0.066183425,25,0.0001,0.001459596578620888,-1.6919552171168745e-05,-2.8752007918714986,500.0,0.14999999,1.5,3.3709948,0.9162442
500,-0.6311321415049519,50000,0.4000775,100,0.07815737,-0.633739327346728,2600,0.10017762,26,0.0001,0.003136651041007376,-1.6919552171168745e-05,-3.260976882460948,500.0,0.14999999,1.5,1.5190568,0.9162495
500,-0.6626101028754353,50000,0.40006968,100,0.073566,-0.6348086153292728,2700,0.08728402,27,0.0001,0.002317642053541692,-1.6919552171168745e-05,-3.363354932457188,500.0,0.14999999,1.5,1.0636866,0.91624326
500,-0.6597055001417771,50000,0.40006232,100,0.07288619,-0.6356977897868622,2800,0.08433883,28,0.0001,0.0024976741508710753,-1.6919552171168745e-05,-3.3595493073498854,500.0,0.14999999,1.5,0.24674824,0.91624796
500,-0.6595165322329573,50000,0.40005502,100,0.08221871,-0.6365191257332793,2900,0.09630529,29,0.0001,0.003040821662946261,-1.6919552171168745e-05,-3.386070861504569,500.0,0.14999999,1.5,0.5126722,0.91624373
500,-0.5785144335143323,50000,0.4000468,100,0.14819245,-0.6345856359926477,3000,0.15681946,30,0.0001,0.00193585506712297,-1.6919552171168745e-05,-2.940016150915556,500.0,0.14999999,1.5,2.4710157,0.9162387
500,-0.6924930519085325,50000,0.40004167,100,0.24957602,-0.6364536171512246,3100,0.2614895,31,0.0001,0.0021164145175969623,-1.6919552171168745e-05,-3.549913197480093,500.0,0.14999999,1.5,-1.6031117,0.9162239
500,-0.6812872728171311,50000,0.40003386,100,0.09241806,-0.6378546688907842,3200,0.09871748,32,0.0001,0.0032020299332727914,-1.6919552171168745e-05,-3.478445030879473,500.0,0.14999999,1.5,-0.62881917,0.9161989
500,-0.6389349211223228,50000,0.40002462,100,0.076136544,-0.6378874038068915,3300,0.10716368,33,0.0001,0.002633332534442381,-1.6919552171168745e-05,-3.244662204497658,500.0,0.14999999,1.5,2.226071,0.91619545
500,-0.6018444913129147,50000,0.40001702,100,0.056359358,-0.6368273181453038,3400,0.07739847,34,0.0001,0.002071378635946116,-1.6919552171168745e-05,-3.081530980234163,500.0,0.14999999,1.5,0.4070778,0.916203
500,-0.5647815696959406,50000,0.4000114,100,0.3168649,-0.6347688681896078,3500,0.32064843,35,0.0001,0.0019702058713668936,-1.6919552171168745e-05,-2.8592686174451685,500.0,0.14999999,1.5,0.56219673,0.9162083
500,-0.6222876780488044,50000,0.40000647,100,0.06597812,-0.6344221684634744,3600,0.081469715,36,0.0001,0.0023421502955859107,-1.6919552171168745e-05,-3.162203606138648,500.0,0.14999999,1.5,1.3562338,0.91624004
500,-0.6901992620868929,50000,0.3999999,100,0.22646727,-0.6359296574803236,3700,0.23950489,37,0.0001,0.002277783496993739,-1.6919552171168745e-05,-3.561969755536694,500.0,0.14999999,1.5,2.629648,0.9162448
500,-0.5850411313405168,50000,0.39999208,100,0.13729106,-0.6345904857398023,3800,0.14571387,38,0.0001,0.0017420498306373836,-1.6919552171168745e-05,-2.9914328564906767,500.0,0.14999999,1.5,2.3211837,0.91622216
500,-0.5613731698672265,50000,0.3999872,100,0.044633422,-0.6327131186661465,3900,0.044679083,39,0.0001,0.0017750360823379687,-1.6919552171168745e-05,-2.8452417586213015,500.0,0.14999999,1.5,2.62758,0.91620845
500,-0.6102673976894434,50000,0.39998272,100,0.05779053,-0.632151975641729,4000,0.06303983,40,0.0001,0.0020415430925797965,-1.6919552171168745e-05,-3.1232891804619167,500.0,0.14999999,1.5,1.4544153,0.9162086
500,-0.5941294920871036,50000,0.39997694,100,0.05969976,-0.6312245979940552,4100,0.06027298,41,0.0001,0.002430775369297038,-1.6919552171168745e-05,-3.0633905020905132,500.0,0.14999999,1.5,1.0515976,0.9162111
500,-0.5467888659809648,50000,0.39997098,100,0.04144628,-0.6292142234223149,4200,0.0452872,42,0.0001,0.0018758808539836133,-1.6919552171168745e-05,-2.798032951093985,500.0,0.14999999,1.5,0.3817171,0.9162103
500,-0.6637408646952336,50000,0.39996684,100,0.393601,-0.6300171685681968,4300,0.40069494,43,0.0001,0.002544323646060401,-1.6919552171168745e-05,-3.406997874346967,500.0,0.14999999,1.5,-1.5081,0.91620845
500,-0.6073526310931893,50000,0.39995933,100,0.24040748,-0.6295020654437646,4400,0.25044712,44,0.0001,0.0028794553511751536,-1.6919552171168745e-05,-3.11559628693188,500.0,0.14999999,1.5,1.2030988,0.9161691
500,-0.6760686324238055,50000,0.3999523,100,0.124550834,-0.6305368780433213,4500,0.15002944,45,0.0001,0.0026192552720848378,-1.6919552171168745e-05,-3.4374586885971654,500.0,0.14999999,1.5,-0.71672875,0.9161451
500,-0.5458615332756849,50000,0.39994392,100,0.037437074,-0.6286961096788074,4600,0.05212504,46,0.0001,0.0017301154153137124,-1.6919552171168745e-05,-2.778269830500247,500.0,0.14999999,1.5,1.5834608,0.91615754
500,-0.668584219992373,50000,0.39994016,100,0.07506022,-0.6295447928769683,4700,0.07815282,47,0.0001,0.0022953139125874897,-1.6919552171168745e-05,-3.4168965651034084,500.0,0.14999999,1.5,-0.8055682,0.9161539
500,-0.6599032069734098,50000,0.39993265,100,0.06598117,-0.6301772598373109,4800,0.066216655,48,0.0001,0.0019350862948761486,-1.6919552171168745e-05,-3.3603197760662082,500.0,0.14999999,1.5,2.4985378,0.9161561
500,-0.5823395253714888,50000,0.39992607,100,0.11266201,-0.62920097954209,4900,0.13252963,49,0.0001,0.0031170577542627,-1.6919552171168745e-05,-2.9591791248797072,500.0,0.14999999,1.5,-0.6422716,0.9161556
500,-0.5437575655835574,50000,0.3999191,100,0.04666404,-0.6274921112629194,5000,0.061859418,50,0.0001,0.0017494241711086325,-1.6919552171168745e-05,-2.7851267051581887,500.0,0.14999999,1.5,-2.217034,0.91616684
