AvgRet,MinEpLen,ReturnMax,NumTrajectories,MountainCar_std0_higher,J,NatGradInftyNorm,NatGrad2Norm,Iteration,BatchSize,StepSize,MountainCar_mu1_higher,ActionIn1,ReturnMean,MountainCar_mu0_higher,AvgEpLen,VarJ,TimestepsSoFar,MountainCar_std1_higher
-6.501226772338156,500,0.18084085503459124,2300,0.14999999,-1.2819247454507174,0.17997661,0.1928679,23,100,0.01,0.60565513,3.3473253,-1.3093905642321753,-0.7777962,500.0,0.002018034946257381,50000,1.5
-6.395732741575583,500,0.18084085503459124,2400,0.14999999,-1.2579743659623128,0.12886803,0.14199908,24,100,0.01,0.6038554,-0.3399656,-1.3072482226375977,-0.77710295,500.0,0.001961883394641752,50000,1.5
-6.414635879871301,500,0.18084085503459124,2500,0.14999999,-1.2695032812446365,0.36340424,0.3677819,25,100,0.01,0.6025667,1.3167331,-1.3057384249818795,-0.77650654,500.0,0.0015682563655944632,50000,1.5
-6.5161015985282695,500,0.18084085503459124,2600,0.14999999,-1.285205808893145,0.29069844,0.3006486,26,100,0.01,0.60620075,-1.7300832,-1.3049487089784666,-0.7759408,500.0,0.002066168520367475,50000,1.5
-6.255062641081606,500,0.18084085503459124,2700,0.14999999,-1.2372985581805052,0.054062624,0.06695273,27,100,0.01,0.6032938,-0.76912576,-1.3024431478378011,-0.7751737,500.0,0.001910651497432847,50000,1.5
-6.453728008260253,500,0.18084085503459124,2800,0.14999999,-1.2748872328536358,0.185504,0.20119289,28,100,0.01,0.6036887,-0.48092076,-1.3014590080169381,-0.7746331,500.0,0.002183461550446668,50000,1.5
-6.494403008074535,500,0.18084085503459124,2900,0.14999999,-1.2797115775148429,0.0757482,0.100479655,29,100,0.01,0.6018337,-0.60793793,-1.300709096620314,-0.7738542,500.0,0.0017613696634973001,50000,1.5
-6.227065988807676,500,0.18084085503459124,3000,0.14999999,-1.2304870432095532,0.43708834,0.43955758,30,100,0.01,0.60107625,-1.2185988,-1.2983683615066222,-0.773194,500.0,0.0017224890368404795,50000,1.5
-6.344236451245378,500,0.18084085503459124,3100,0.14999999,-1.253754776042203,0.056948215,0.056955185,31,100,0.01,0.6054471,0.74781185,-1.296929213588415,-0.77272874,500.0,0.001647391896655098,50000,1.5
-6.31877758706839,500,0.18084085503459124,3200,0.14999999,-1.247078400465931,0.066888526,0.08645893,32,100,0.01,0.60543823,0.25830746,-1.2953713756783376,-0.7721593,500.0,0.0017858173256813919,50000,1.5
-6.102387047144703,500,0.18084085503459124,3300,0.14999999,-1.2010026347415086,0.46645743,0.4683508,33,100,0.01,0.60476935,-0.56584215,-1.2925117168620697,-0.77161145,500.0,0.0020010615368780877,50000,1.5
-6.1905191007559655,500,0.18084085503459124,3400,0.14999999,-1.2227755813854384,0.12882164,0.13520713,34,100,0.01,0.60010475,0.7324426,-1.2904606540539338,-0.77119076,500.0,0.0015747868831774928,50000,1.5
-6.191626778104777,500,0.18084085503459124,3500,0.14999999,-1.222685273345757,0.124150135,0.13206604,35,100,0.01,0.5988165,-2.6627634,-1.2885242146051288,-0.77078015,500.0,0.0016478991985745572,50000,1.5
-6.450461456100985,500,0.18084085503459124,3600,0.14999999,-1.2727739712995834,0.21830416,0.22872773,36,100,0.01,0.600058,-0.172737,-1.2880867078466411,-0.7703298,500.0,0.001774674200888845,50000,1.5
-6.446138281647515,500,0.18084085503459124,3700,0.14999999,-1.2729685169386176,0.09551802,0.13121048,37,100,0.01,0.597875,-2.624942,-1.2876781080923703,-0.7696472,500.0,0.0024335547524846892,50000,1.5
-6.021969899438958,500,0.18084085503459124,3800,0.14999999,-1.1894164303393249,0.14075322,0.14609021,38,100,0.01,0.59883016,2.498611,-1.2850922744672904,-0.76874757,500.0,0.0018435386140778246,50000,1.5
-5.869989396571188,500,0.18084085503459124,3900,0.14999999,-1.16112335060302,0.054189403,0.05995313,39,100,0.01,0.60023767,0.61272365,-1.2819135841117961,-0.7683563,500.0,0.0017200348049287622,50000,1.5
-5.77758795092733,500,0.18084085503459124,4000,0.14999999,-1.1403919307661692,0.008376721,0.008764887,40,100,0.01,0.60077953,0.46579665,-1.2783755427781558,-0.76809984,500.0,0.0012390298118121986,50000,1.5
-6.406368165652408,500,0.18084085503459124,4100,0.14999999,-1.262481540734061,0.06280418,0.07755694,41,100,0.01,0.6006958,-0.6788157,-1.2779878841917138,-0.76807404,500.0,0.0016569953246770588,50000,1.5
-6.547543890300205,500,0.18084085503459124,4200,0.14999999,-1.2938683237231472,0.0990016,0.12452018,42,100,0.01,0.60024077,-0.22558737,-1.2783659898948436,-0.767446,500.0,0.0014569605021560578,50000,1.5
-6.367493831699145,500,0.18084085503459124,4300,0.14999999,-1.2576838410867204,0.065273345,0.07717229,43,100,0.01,0.6012308,-1.6969602,-1.2778850096900034,-0.76669073,500.0,0.0016715225155327096,50000,1.5
-5.250330035016384,407,0.18084085503459124,4400,0.14999999,-1.2193697649272448,0.12525761,0.13629091,44,100,0.01,0.6016425,-1.8882668,-1.2765551177635772,-0.766038,499.07,0.001763920616962591,49907,1.5
-6.570806279800373,500,0.18084085503459124,4500,0.14999999,-1.2976509732748003,0.08817694,0.08834702,45,100,0.01,0.6003899,2.8633013,-1.2770239145527154,-0.7655008,500.0,0.0016990056868220291,50000,1.5
-6.240553378761291,500,0.18084085503459124,4600,0.14999999,-1.232661884349153,0.06938884,0.070509836,46,100,0.01,0.6003351,0.3904357,-1.2760595225917684,-0.764619,500.0,0.002068500503394316,50000,1.5
-6.13812963324876,500,0.18084085503459124,4700,0.14999999,-1.2109734324378114,0.19146042,0.19776113,47,100,0.01,0.60046035,-0.5399463,-1.2746747121629607,-0.7639251,500.0,0.0017151456544322844,50000,1.5
-6.084260720246338,500,0.18084085503459124,4800,0.14999999,-1.2013136229106964,0.035830703,0.03730417,48,100,0.01,0.59854573,-0.31146875,-1.2731463561368719,-0.7634299,500.0,0.0014087599153074623,50000,1.5
-6.30602982225372,500,0.18084085503459124,4900,0.14999999,-1.2459573255070413,0.06279164,0.063029915,49,100,0.01,0.59864956,0.46231478,-1.272591477960753,-0.7630716,500.0,0.0015575563736080745,50000,1.5
-6.39059720201401,500,0.18084085503459124,5000,0.14999999,-1.2599442178035778,0.16749455,0.17774136,50,100,0.01,0.59870434,-3.017654,-1.2723385327576096,-0.76244366,500.0,0.0012423073720758424,50000,1.5
