ReturnMean,NatGradInftyNorm,BatchSize,AvgEpLen,ActionIn1,VarJ,MountainCar_mu1_higher,StepSize,MountainCar_mu0_higher,J,TimestepsSoFar,MountainCar_std0_higher,ReturnMax,Iteration,MinEpLen,NumTrajectories,MountainCar_std1_higher,AvgRet,NatGrad2Norm
-0.49152819089463484,0.1021237,100,500.0,-2.523779,0.0008117485281556966,-0.8969568,0.001,-0.43998027,-0.5237075423756135,50000,0.14999999,-0.00010227112839682561,39,500,3900,1.5,-2.6400462279164185,0.11436856
-0.4923473437629353,0.055825677,100,500.0,-2.807035,0.0008432039208438806,-0.8968547,0.001,-0.43992877,-0.5242943056266555,50000,0.14999999,-0.00010227112839682561,40,500,4000,1.5,-2.6426652934651056,0.07772371
-0.49289681858795925,0.069444366,100,500.0,-0.66980267,0.0008269507937335236,-0.89679885,0.001,-0.43987468,-0.5148758115889145,50000,0.14999999,-0.00010227112839682561,41,500,4100,1.5,-2.598155236806163,0.08535675
-0.4917778300930953,0.12540561,100,500.0,-0.95621574,0.0006320121425373155,-0.8968683,0.001,-0.43982506,-0.44589930180366993,50000,0.14999999,-0.00010227112839682561,42,500,4200,1.5,-2.246197309784267,0.12809603
-0.49063741569033553,0.0573022,100,500.0,-0.9238024,0.000864483486069074,-0.8967429,0.001,-0.43979895,-0.44274001077443187,50000,0.14999999,-3.9256634383448e-05,43,500,4300,1.5,-2.232894954501038,0.06668683
-0.4911394403097664,0.23556574,100,500.0,-0.75938547,0.0011869543828331123,-0.89680016,0.001,-0.43976483,-0.5127264989452943,50000,0.14999999,-3.9256634383448e-05,44,500,4400,1.5,-2.5828101807187327,0.24387975
-0.49080757441818323,0.051927175,100,500.0,-3.4281187,0.0007692937860363683,-0.8965646,0.001,-0.4397017,-0.4762054751885168,50000,0.14999999,-3.9256634383448e-05,45,500,4500,1.5,-2.4016225275874117,0.06423094
-0.48986012145757424,0.15652996,100,500.0,-0.07845071,0.0008099063415926652,-0.8965127,0.001,-0.4396639,-0.4472247382301735,50000,0.14999999,-3.9256634383448e-05,46,500,4600,1.5,-2.253575173978719,0.1600277
-0.48989577363825415,0.042102538,100,500.0,-4.2041764,0.0007711639326404633,-0.89635617,0.001,-0.4396306,-0.491535773949534,50000,0.14999999,-3.9256634383448e-05,47,500,4700,1.5,-2.473789125389228,0.043909665
-0.4902122709466274,0.13301167,100,500.0,-4.6008744,0.0007326782151647552,-0.8963437,0.001,-0.4395885,-0.5050876444401673,50000,0.14999999,-3.9256634383448e-05,48,500,4800,1.5,-2.5481384770318134,0.14036293
-0.4893610259137274,0.106639676,100,500.0,-3.254495,0.0006113324481195662,-0.8962107,0.001,-0.43954366,-0.44850126433452564,50000,0.14999999,-3.9256634383448e-05,49,500,4900,1.5,-2.2609145588794624,0.1097026
-0.48967969656736493,0.06804237,100,500.0,-0.61550844,0.0007015483105313539,-0.8963173,0.001,-0.43951792,-0.505294558595605,50000,0.14999999,-3.9256634383448e-05,50,500,5000,1.5,-2.546263649270241,0.08049437
