VarJ,MountainCar_std1_higher,AvgEpLen,MountainCar_mu0_higher,MountainCar_mu1_higher,NatGrad2Norm,BatchSize,J,ReturnMean,AvgRet,NumTrajectories,NatGradInftyNorm,ReturnMax,ActionIn1,MinEpLen,Iteration,StepSize,TimestepsSoFar,MountainCar_std0_higher
5.506083797094131e-05,1.5,500.0,-0.019446379,-0.679757,0.020588636,100,-0.05422252163400401,-0.13784748447779324,-0.2725774043978039,3100,0.020341141,-1.8071157844025044e-07,-0.86794955,500,31,1.0,50000,0.14999999
6.732393917401466e-05,1.5,500.0,-0.016263623,-0.65941584,0.014408294,100,-0.05714929467591568,-0.13532566604648458,-0.2886439020006495,3200,0.014336934,-1.8071157844025044e-07,-1.7189153,500,32,1.0,50000,0.14999999
0.00011173304725101406,1.5,500.0,-0.017695844,-0.6737528,0.009322424,100,-0.06532486861546412,-0.13320442976069605,-0.3292643814477827,3300,0.009317511,-1.8071157844025044e-07,-0.9606175,500,33,1.0,50000,0.14999999
6.663186144996073e-05,1.5,500.0,-0.01739319,-0.6830703,0.017303467,100,-0.061998643505053325,-0.13111014192964776,-0.31374119284821633,3400,0.017269189,-1.8071157844025044e-07,1.2471006,500,34,1.0,50000,0.14999999
0.00011376783554224307,1.5,500.0,-0.018481806,-0.6658011,0.008532948,100,-0.07887563034708057,-0.12961772731300297,-0.39858070847397015,3500,0.008532088,-1.8071157844025044e-07,-2.9530911,500,35,1.0,50000,0.14999999
8.60088351285559e-05,1.5,500.0,-0.018360691,-0.657269,0.002992595,100,-0.07321545070018919,-0.1280509974070915,-0.3703099876470173,3600,0.0023513066,-1.8071157844025044e-07,-0.0038378686,500,36,1.0,50000,0.14999999
9.731967695213972e-05,1.5,500.0,-0.01650948,-0.6596203,0.005675393,100,-0.06465348008614157,-0.12633755099301178,-0.32654913070008457,3700,0.005047055,-1.8071157844025044e-07,-0.46436334,500,37,1.0,50000,0.14999999
9.952492731457795e-05,1.5,500.0,-0.019105116,-0.6545732,0.027547648,100,-0.06394542198058849,-0.12469565286110589,-0.32253803660908154,3800,0.027534656,-1.8071157844025044e-07,-2.8231773,500,38,1.0,50000,0.14999999
8.312245321161373e-05,1.5,500.0,-0.018259177,-0.68210787,0.009229552,100,-0.054224083631629755,-0.12288868954752957,-0.2721628125005622,3900,0.007916082,-1.8071157844025044e-07,-1.8872089,500,39,1.0,50000,0.14999999
5.258618759090888e-05,1.5,500.0,-0.010343095,-0.6773623,0.007538201,100,-0.061819828549794044,-0.12136196802258618,-0.3118134444840665,4000,0.0061502988,-1.8071157844025044e-07,-2.157957,500,40,1.0,50000,0.14999999
6.574337488836125e-05,1.5,500.0,-0.005984392,-0.671212,0.01922315,100,-0.059007890518717625,-0.11984113686395526,-0.2975823875140349,4100,0.019011335,-1.8071157844025044e-07,-0.010325581,500,41,1.0,50000,0.14999999
6.068272756145421e-05,1.5,500.0,-0.0031385857,-0.69022334,0.043644145,100,-0.0540330126491212,-0.11827427676360207,-0.27288118269768996,4200,0.04352424,-1.8071157844025044e-07,-0.31288427,500,42,1.0,50000,0.14999999
0.00010578612531700206,1.5,500.0,-0.006371566,-0.6466991,0.021413418,100,-0.07130859368003095,-0.11718205157561201,-0.3606393892257502,4300,0.021057937,-1.8071157844025044e-07,-0.2403312,500,43,1.0,50000,0.14999999
0.00015379187779880534,1.5,500.0,-0.010257151,-0.66775703,0.041224573,100,-0.0804207757939031,-0.11634656803511864,-0.40508224407275223,4400,0.040792014,-1.8071157844025044e-07,-0.10083465,500,44,1.0,50000,0.14999999
6.136081783189e-05,1.5,500.0,-0.004300897,-0.62696505,0.005387769,100,-0.05541752336064766,-0.11499258926457484,-0.28047673262690637,4500,0.00523722,-1.8071157844025044e-07,-2.7231183,500,45,1.0,50000,0.14999999
0.0001330267819678128,1.5,500.0,-0.0030361516,-0.6217278,0.020763317,100,-0.06980434102324388,-0.1140102360419372,-0.3520475397221193,4600,0.020053856,-1.8071157844025044e-07,0.63296187,500,46,1.0,50000,0.14999999
6.198925016264566e-05,1.5,500.0,-0.008417433,-0.60167396,0.004533968,100,-0.05798736082875146,-0.11281825997357156,-0.2938076987803132,4700,0.0043361736,-1.8071157844025044e-07,-3.478281,500,47,1.0,50000,0.14999999
3.8409944671540955e-05,1.5,500.0,-0.007092871,-0.60601014,0.005881993,100,-0.054371059562092136,-0.11160060996499906,-0.27442268622038724,4800,0.0053483197,-1.8071157844025044e-07,-3.8780456,500,48,1.0,50000,0.14999999
5.9384695341053656e-05,1.5,500.0,-0.004644745,-0.6006618,0.0072643734,100,-0.053947465278427004,-0.1104240151754772,-0.27265219501036025,4900,0.005954746,-1.8071157844025044e-07,-2.5240471,500,49,1.0,50000,0.14999999
4.821918667649551e-05,1.5,500.0,-0.008805528,-0.60661656,0.010541631,100,-0.05426524727644813,-0.10930083981749661,-0.27394850566745416,5000,0.010500594,-1.8071157844025044e-07,0.10490471,500,50,1.0,50000,0.14999999
